PRK,Park National Corporation Common Stock,NASDAQ
116.00,116.02,116.93,115.34
115.97,118.11,118.50,114.50
118.17,119.99,120.00,116.51
119.41,117.08,119.70,116.39
117.00,117.91,117.91,115.25
117.48,116.95,117.48,115.60
116.97,119.22,119.37,116.00
115.65,117.72,119.57,113.16
118.03,117.45,118.03,115.53
118.15,119.16,119.49,116.68
119.49,119.61,120.46,118.08
119.43,118.59,119.75,118.31
119.21,119.53,120.64,118.24
119.05,121.22,121.37,119.05
121.22,121.24,121.38,119.75
122.88,119.84,122.88,119.11
120.64,119.66,120.64,118.72
120.00,118.82,120.66,116.83
117.29,119.78,120.58,117.29
119.68,118.28,120.55,117.30
119.10,118.40,119.10,117.79
117.88,116.07,117.88,115.98
115.70,117.80,118.25,114.47
117.93,117.76,118.33,115.80
116.88,114.98,116.88,114.43
115.40,116.03,117.60,115.40
