IHI,iShares U.S. Medical Devices ETF,NASDAQ
78.39,77.25,78.43,76.96
77.52,78.33,78.45,77.51
77.91,77.74,78.22,76.93
78.01,77.91,78.05,77.58
78.22,78.03,78.79,78.02
78.29,78.69,78.83,78.29
78.52,78.53,78.94,78.33
78.77,79.23,79.76,78.58
79.12,78.81,79.41,78.53
78.67,78.47,78.87,78.35
79.10,79.61,79.61,78.97
79.94,80.04,80.28,79.70
79.59,78.78,79.60,78.56
78.86,79.12,79.33,78.51
79.70,80.42,80.52,79.70
80.40,80.51,80.60,80.24
80.63,81.05,81.14,80.48
81.36,80.78,81.40,80.62
81.44,81.51,81.83,81.39
81.56,82.06,82.07,81.56
81.29,82.25,82.25,81.08
82.37,82.70,82.74,82.35
82.52,82.29,82.52,82.10
82.55,81.73,82.66,81.68
81.98,82.65,82.67,81.84
82.50,82.76,82.81,81.84
82.82,82.46,82.82,82.27
82.65,82.45,82.99,82.33
82.56,82.88,83.45,82.43
83.43,84.26,84.48,83.43
84.29,83.88,84.29,83.56
83.77,83.90,84.00,83.56
83.89,83.82,83.92,83.64
83.50,83.51,83.58,83.14
84.00,84.20,84.28,83.80
83.93,84.13,84.34,83.93
83.79,84.06,84.13,82.51
84.07,83.81,84.07,83.38
83.62,83.54,83.89,83.49
82.61,82.27,82.91,82.09
82.36,81.73,82.36,81.52
81.02,81.68,82.01,80.27
81.46,81.77,82.03,81.46
81.83,81.52,81.93,81.12
81.41,82.17,82.39,81.41
82.30,82.10,82.30,81.75
82.08,82.22,82.61,82.08
81.69,80.51,81.69,80.39
80.50,80.51,80.87,80.48
80.88,80.92,81.29,80.87
80.85,80.26,80.85,80.21
81.32,80.83,81.46,80.52
80.92,81.69,81.78,80.92
81.82,82.30,82.44,81.82
82.63,82.52,82.80,81.61
82.54,83.45,83.48,82.54
83.64,83.80,83.98,83.64
83.61,84.11,84.29,83.61
84.25,83.73,84.25,83.68
83.69,83.82,83.92,83.69
84.37,84.56,84.87,84.31
84.83,85.00,85.02,84.63
84.96,85.50,85.60,84.29
85.59,85.23,85.60,85.12
85.28,84.90,85.28,84.83
85.04,84.65,85.04,84.35
84.53,84.17,84.71,84.00
84.80,84.30,84.80,84.22
84.57,84.38,84.66,84.17
84.11,84.32,84.36,84.11
83.82,84.69,84.81,83.82
85.00,85.28,85.30,84.73
84.74,85.23,85.28,84.74
84.85,84.80,85.03,84.21
84.67,85.18,85.31,84.67
84.79,84.92,85.08,84.44
84.98,84.29,85.42,84.21
84.36,84.75,85.06,84.30
85.51,85.95,85.95,85.45
85.75,86.70,86.73,85.68
86.46,87.58,87.67,86.25
87.47,86.55,87.48,86.53
86.84,87.94,87.97,86.84
87.89,88.84,88.90,87.73
88.95,89.08,89.19,88.61
89.31,88.80,89.31,88.71
88.91,88.72,89.28,88.64
88.49,89.44,89.54,88.49
89.35,88.95,89.35,88.50
88.65,88.71,88.71,88.36
89.08,88.96,89.17,88.68
88.90,89.51,89.53,88.90
89.88,89.10,89.88,88.86
89.46,89.41,89.81,88.88
89.30,89.11,89.30,88.61
89.19,89.86,89.92,89.03
89.55,89.42,89.55,89.02
89.51,89.13,89.65,89.09
89.52,88.45,89.56,88.44
88.24,89.39,89.39,88.03
89.19,89.51,89.61,89.19
89.19,89.71,89.73,89.10
89.67,90.48,90.48,89.21
90.46,90.90,90.98,90.27
91.00,91.14,91.19,90.75
91.15,90.20,91.25,90.09
90.20,90.45,90.70,89.92
90.65,90.33,90.80,90.23
90.48,91.11,91.19,90.48
91.14,91.26,91.38,90.93
91.60,91.11,91.76,91.06
91.08,91.28,91.59,90.98
91.42,91.70,91.70,91.24
91.83,91.52,91.83,91.46
91.43,91.22,91.67,91.21
91.17,91.18,91.32,90.70
90.85,90.37,91.01,89.52
90.14,90.32,90.47,90.13
90.99,91.71,91.74,90.99
91.60,91.65,91.83,91.44
91.43,90.94,91.43,90.79
90.90,88.90,90.90,88.75
89.13,88.73,89.17,88.63
88.99,89.00,89.36,88.73
89.57,89.54,90.00,89.42
89.62,89.29,89.62,88.61
89.58,91.32,91.35,89.51
91.05,91.10,91.21,90.72
91.37,91.56,91.87,91.15
91.57,92.06,92.14,91.56
92.12,92.25,92.43,92.12
92.38,92.53,92.62,92.29
92.66,92.64,92.77,92.49
92.76,92.68,92.82,92.44
92.77,92.81,93.04,92.68
92.54,92.02,92.66,91.86
92.44,92.44,92.71,92.37
93.25,93.04,93.49,92.81
93.54,94.05,94.18,93.54
94.13,95.05,95.06,94.04
94.66,95.27,95.33,94.65
95.47,96.09,96.16,95.33
95.95,94.97,96.16,94.86
95.52,96.02,96.10,95.26
96.21,96.46,96.46,95.89
96.58,96.83,96.94,96.32
97.08,96.35,97.08,96.13
97.02,96.57,97.02,96.17
96.51,96.22,96.51,95.87
95.98,95.23,95.98,94.86
94.67,93.19,94.67,93.19
93.35,92.83,93.39,92.32
92.92,93.53,93.85,92.92
93.64,92.97,93.64,92.68
93.68,94.16,94.28,93.56
93.09,93.77,94.08,93.00
93.63,91.17,93.65,91.07
91.32,91.48,91.83,91.15
91.22,92.01,92.32,90.95
92.23,92.46,92.70,92.19
92.93,93.71,93.84,92.93
94.10,94.69,94.69,93.86
94.84,95.75,95.84,94.66
95.90,96.11,96.31,95.75
95.72,97.02,97.02,95.63
96.82,97.23,97.38,96.66
97.52,97.55,97.75,97.20
97.55,96.81,98.04,96.78
97.09,97.93,98.02,96.82
98.12,97.55,98.33,97.52
98.05,97.80,98.42,97.61
98.24,97.58,98.24,97.34
97.92,97.89,98.38,97.62
97.82,98.33,98.33,97.61
98.33,98.32,99.13,97.68
97.30,97.64,98.00,97.13
98.41,99.26,99.41,98.41
99.36,99.19,99.37,98.85
99.60,99.24,99.77,99.01
99.30,99.17,99.32,98.70
99.27,99.22,99.34,98.71
99.34,98.95,99.86,98.76
98.56,98.80,98.88,98.52
99.03,97.56,99.20,97.40
97.60,97.18,98.15,97.09
97.48,97.77,98.32,97.48
97.96,98.78,98.91,97.96
98.85,98.43,99.33,97.92
98.17,98.19,98.27,97.80
98.73,97.34,98.90,97.28
97.80,96.12,97.80,95.65
96.34,96.60,97.23,95.68
96.99,96.67,97.59,96.67
97.15,96.99,97.15,96.34
97.11,97.30,98.18,97.04
97.90,98.81,98.87,97.77
99.48,99.68,99.89,98.97
99.88,100.26,100.35,99.47
100.45,100.73,100.83,99.98
101.31,99.14,101.63,99.14
98.74,97.69,99.26,97.45
97.65,97.03,97.82,96.47
96.79,98.16,98.21,96.52
98.39,95.86,98.39,95.57
95.28,94.66,95.80,94.52
94.81,95.58,95.85,94.75
95.59,95.83,96.02,93.90
96.54,95.99,96.61,95.41
95.94,96.24,96.52,95.65
96.25,96.57,96.58,95.96
96.76,96.61,96.95,96.61
96.61,95.78,96.61,95.30
96.81,95.77,97.03,95.62
95.21,94.80,95.46,94.62
95.18,95.14,95.41,93.86
95.01,95.04,95.39,94.91
94.98,95.02,95.08,94.47
95.11,95.49,95.79,94.74
95.68,95.73,96.12,95.59
95.46,96.25,96.36,95.00
96.30,95.90,96.55,95.82
95.89,96.13,96.29,95.07
95.95,96.21,97.08,95.95
96.17,96.96,96.97,95.86
97.33,98.27,98.32,97.31
98.41,97.88,98.41,97.85
97.82,97.58,98.03,97.48
97.25,96.47,97.32,96.23
96.72,97.29,97.29,96.44
97.24,97.80,97.84,97.24
97.56,96.58,97.56,96.25
96.77,96.98,97.15,96.68
97.10,96.93,97.27,96.74
96.94,97.06,97.10,96.72
97.18,97.46,97.54,96.88
97.74,97.87,98.17,97.42
98.00,98.26,98.26,97.96
98.22,98.37,98.51,98.22
98.47,98.20,98.47,97.65
97.87,98.42,98.54,97.87
98.18,99.06,99.19,98.12
99.02,99.50,99.65,98.82
99.60,99.79,99.80,99.58
99.54,99.74,99.88,99.47
99.60,99.56,99.60,98.97
99.20,99.08,99.29,98.90
98.99,98.70,99.09,98.51
98.84,98.56,98.91,98.39
100.90,100.24,101.76,99.89
100.52,100.59,100.77,100.19
100.55,101.95,101.97,100.54
102.00,102.45,102.54,102.00
102.78,102.51,102.78,102.40
102.57,102.37,102.81,102.31
102.03,101.80,102.71,101.80
101.89,102.55,102.58,101.89
102.56,102.56,102.56,102.06
102.38,102.49,102.59,102.21
102.43,102.02,102.49,101.86
102.13,103.16,103.35,102.13
103.09,103.28,103.53,102.93
103.47,103.85,103.86,103.15
103.41,102.94,103.53,102.70
102.80,102.05,102.89,101.83
102.40,102.21,102.55,101.86
101.17,102.09,102.21,100.94
101.95,102.63,102.67,101.90
103.14,102.60,103.14,102.41
102.73,101.88,102.78,101.54
102.22,101.32,102.22,101.04
101.09,100.25,101.52,100.17
100.56,101.65,101.67,100.56
101.40,101.50,101.55,100.64
102.29,102.42,102.75,102.29
103.06,103.42,103.44,102.86
103.47,103.25,103.47,102.85
102.95,102.83,103.07,102.35
102.74,102.75,102.98,102.08
102.97,102.51,102.97,102.34
103.07,103.38,103.54,102.97
102.72,101.33,102.72,101.33
101.20,101.10,101.65,100.48
101.24,101.94,102.02,100.53
101.50,101.21,102.07,100.95
100.35,100.69,101.17,100.08
100.84,99.45,100.84,99.23
99.60,100.35,100.36,98.95
100.85,100.44,101.16,100.35
100.30,100.27,100.64,100.05
100.58,101.57,101.57,100.58
101.80,101.81,101.84,101.56
101.88,101.34,102.08,100.49
101.81,102.12,102.25,101.81
102.30,102.63,102.70,102.04
102.43,102.30,102.46,101.92
102.50,102.49,102.64,102.42
102.36,102.01,102.41,102.00
102.34,102.32,102.74,102.20
102.49,102.63,102.73,102.41
102.72,102.18,102.72,102.06
101.82,101.79,101.99,101.61
102.07,102.36,102.39,101.62
102.46,102.61,102.62,102.14
102.95,102.87,103.20,102.77
103.05,102.53,103.56,102.37
102.16,102.81,102.83,101.90
102.86,103.23,103.24,102.86
103.14,103.15,103.59,102.91
103.32,103.74,103.90,103.28
103.37,103.82,103.82,103.07
103.74,103.13,103.84,102.92
103.21,102.55,103.21,102.28
102.25,103.12,103.14,101.95
102.98,102.97,103.36,102.44
103.32,103.56,103.64,103.19
103.97,102.80,104.00,102.80
102.50,102.10,102.50,101.77
101.01,100.79,101.40,100.45
100.70,101.49,101.59,100.43
101.31,100.08,101.31,100.08
100.16,100.62,100.80,100.16
99.65,100.35,100.46,99.65
100.44,99.40,100.50,99.40
99.21,99.54,99.76,98.86
99.44,99.94,100.30,98.73
101.23,101.94,101.96,101.23
102.86,103.23,103.72,102.86
102.73,101.88,102.94,101.88
101.97,104.01,104.01,101.78
103.72,102.05,103.81,101.92
101.89,101.57,102.94,101.53
101.41,100.17,101.72,100.17
100.58,100.06,101.36,99.79
98.74,98.35,98.79,96.13
96.91,97.65,98.71,96.91
98.71,98.32,98.87,98.00
98.20,100.00,100.03,98.20
100.61,102.34,102.48,100.61
102.56,101.33,102.56,101.28
102.17,102.84,103.34,102.17
103.34,104.25,104.25,103.34
104.29,104.30,104.44,103.87
104.64,105.48,105.59,104.59
105.71,105.73,106.05,105.21
105.41,106.59,106.84,105.16
107.59,107.37,107.75,107.16
107.43,107.07,107.43,106.84
106.92,107.00,107.30,106.46
107.64,107.70,107.87,107.34
107.70,108.20,108.23,107.70
108.07,107.01,108.13,106.70
107.05,108.34,108.34,107.01
108.37,108.91,109.09,108.22
108.66,109.07,109.16,108.39
109.11,109.45,109.93,109.11
109.45,108.87,109.45,108.65
108.60,109.01,109.34,108.60
109.14,110.73,110.82,109.14
110.68,110.07,110.68,109.98
109.60,110.36,110.36,109.29
111.41,110.74,111.45,110.63
111.07,111.93,111.95,110.96
112.05,111.90,112.15,111.71
112.09,112.68,112.73,112.00
112.88,112.92,113.67,112.88
112.86,112.68,113.21,112.19
112.88,113.71,113.83,112.74
113.69,114.23,114.35,113.49
114.30,113.77,114.48,113.59
114.00,114.26,114.49,113.69
114.14,114.32,115.00,114.09
113.47,114.61,114.61,112.78
114.34,112.35,114.34,112.24
112.74,112.96,113.58,112.71
112.00,111.65,112.83,111.53
112.46,110.58,112.46,110.26
110.45,109.95,112.01,109.88
110.02,112.31,112.36,110.02
114.07,114.96,114.96,113.14
115.50,115.12,115.50,114.52
115.12,115.48,115.56,115.00
115.97,114.20,115.99,113.87
114.02,114.58,114.82,114.02
114.44,114.41,114.89,114.36
114.26,114.30,114.53,113.83
114.23,114.22,114.61,113.99
114.49,113.11,114.94,113.10
113.35,113.01,114.23,112.46
112.69,112.73,113.53,112.58
112.67,112.16,113.38,111.48
112.73,114.18,114.22,112.73
114.66,116.30,116.38,114.60
116.33,115.45,116.58,115.26
115.63,115.66,115.87,115.25
115.99,114.92,116.89,114.22
113.77,114.38,114.52,113.50
114.70,113.11,114.70,113.00
112.88,114.32,114.36,112.56
114.72,113.80,115.00,113.02
113.85,113.97,114.36,113.33
114.35,115.99,116.01,113.84
115.95,115.64,116.34,115.56
115.64,115.81,115.83,114.75
114.84,115.18,115.74,114.34
115.59,114.20,115.89,114.06
114.36,115.67,115.67,113.79
115.23,113.56,115.23,113.44
113.65,114.40,114.40,112.33
114.67,115.71,115.73,114.21
115.01,115.30,116.62,115.01
115.94,116.91,117.02,115.94
116.97,115.82,117.38,115.51
115.45,114.09,115.50,113.83
114.69,115.50,115.63,114.46
115.43,115.52,116.12,115.01
116.02,116.31,116.33,115.45
116.36,117.25,117.27,115.93
117.27,117.95,118.14,117.17
118.20,118.78,118.78,118.00
118.44,118.37,118.63,118.12
118.14,119.58,119.58,117.64
119.78,119.95,120.14,119.35
119.81,119.97,119.97,119.51
119.96,119.64,120.01,119.34
119.53,119.53,119.65,118.99
119.36,119.02,119.57,119.01
119.19,120.13,120.15,119.19
119.90,118.76,119.90,118.39
118.57,118.82,119.22,117.96
119.19,119.74,119.78,118.99
119.20,117.23,119.20,117.05
117.33,117.75,117.85,117.07
117.02,116.65,117.39,116.47
116.81,116.91,117.27,116.74
117.20,118.37,118.39,117.20
118.23,117.54,118.26,116.90
118.32,120.21,120.41,118.20
119.77,119.21,119.77,118.83
118.92,120.24,120.90,118.51
120.16,120.80,120.83,120.16
122.20,120.98,122.35,120.80
120.97,121.21,121.50,120.66
121.33,120.75,121.83,120.75
120.65,119.00,121.31,118.88
118.42,118.56,119.31,118.00
118.90,119.75,119.94,118.76
120.33,121.27,121.37,120.33
120.95,120.29,121.31,120.25
120.31,118.81,120.31,118.19
118.79,119.38,119.65,118.59
118.83,120.11,120.45,118.83
120.16,119.74,120.62,119.74
119.92,120.04,120.55,119.69
120.09,120.97,120.98,119.83
121.08,121.79,121.96,120.91
121.75,121.33,122.48,121.33
121.19,120.96,121.39,120.35
121.36,121.12,121.50,120.95
121.04,120.94,121.21,120.76
120.28,120.17,120.35,119.52
120.74,121.43,121.60,120.67
121.88,121.99,122.15,121.67
121.94,122.42,122.50,121.70
122.30,123.00,123.36,122.15
122.72,122.17,122.72,122.05
122.55,119.88,122.55,119.70
119.90,119.83,120.17,117.94
119.50,118.70,119.65,118.06
118.38,116.90,118.38,116.50
117.10,117.87,118.02,116.76
118.17,118.66,119.10,118.17
118.63,117.45,118.94,117.23
117.78,117.07,118.14,116.40
117.02,117.43,117.88,116.79
118.34,118.90,119.06,118.28
118.84,118.72,119.05,118.07
118.35,117.90,118.35,117.44
118.12,117.27,118.12,116.97
117.87,119.59,119.59,117.66
119.57,119.73,120.00,119.26
119.69,120.46,120.62,119.69
120.62,120.84,121.02,120.29
120.96,121.01,121.31,120.86
120.85,120.73,120.88,120.39
120.55,120.29,120.63,120.27
119.94,119.01,119.94,118.71
119.35,120.18,120.21,119.01
119.92,120.06,120.47,119.70
120.01,119.54,120.31,119.39
119.94,120.24,120.80,119.43
119.84,120.11,120.47,119.42
120.46,120.34,120.46,119.82
120.11,119.46,120.11,119.18
119.28,119.47,119.49,118.76
119.49,118.91,119.49,118.91
118.94,118.49,119.04,118.05
118.84,120.16,120.23,118.83
120.55,120.85,121.13,120.23
120.69,120.01,120.69,119.84
119.29,119.37,119.44,118.12
119.30,119.88,120.11,119.23
120.07,120.18,120.53,119.67
120.33,122.14,122.29,120.33
122.14,122.27,122.50,122.14
122.80,122.58,123.21,122.58
122.83,122.25,122.93,122.05
121.86,121.33,122.07,121.33
121.65,121.74,122.39,121.44
122.00,122.01,122.37,121.57
120.96,119.48,121.70,119.48
120.50,119.73,120.68,119.55
120.76,120.32,120.84,119.71
120.39,119.75,120.67,119.34
118.90,119.84,120.25,118.73
119.98,120.61,120.61,118.47
119.80,118.72,120.20,118.61
119.78,119.05,120.08,119.05
120.23,120.78,120.92,120.00
121.67,122.30,122.41,121.67
122.38,123.20,123.32,122.38
123.31,122.34,123.31,122.15
122.96,123.26,123.31,122.96
123.23,123.28,123.32,122.64
123.33,123.45,123.62,123.04
123.46,123.88,124.05,123.07
124.43,125.82,125.83,124.43
125.94,125.25,126.04,125.15
125.19,124.42,125.49,124.30
123.83,123.59,123.99,123.33
123.78,125.11,125.11,123.50
125.16,125.61,125.68,124.95
125.70,125.91,126.16,125.07
126.28,126.37,126.91,126.17
126.40,125.64,126.44,125.00
125.97,125.75,126.44,125.53
126.34,127.20,127.38,126.34
127.44,125.36,127.82,124.89
125.31,124.98,125.31,123.74
125.60,125.78,126.35,125.58
125.02,125.39,125.76,124.68
124.50,125.20,125.20,123.15
125.13,125.02,125.60,124.62
124.97,125.62,125.68,124.81
125.41,126.62,126.64,124.82
126.51,126.15,126.81,126.09
125.90,125.44,125.90,124.50
124.25,122.63,124.42,122.60
121.41,119.89,121.90,119.83
118.70,115.14,118.70,100.01
116.51,114.43,119.07,114.43
117.74,117.56,117.74,114.26
118.73,120.23,120.49,118.43
119.83,120.38,120.61,119.41
120.03,118.71,120.85,118.53
117.52,114.87,117.52,114.25
116.02,116.87,116.87,115.30
117.27,116.44,118.01,116.15
115.29,114.92,115.72,114.13
117.30,117.82,117.86,116.14
118.80,116.08,118.80,115.87
115.95,116.69,117.53,115.81
116.46,117.43,117.61,116.19
117.51,116.61,117.58,116.23
116.81,118.04,118.32,116.61
118.02,118.49,118.58,117.57
118.61,119.58,121.18,118.61
118.17,118.31,119.10,118.14
118.80,118.01,119.50,117.47
116.92,116.87,117.08,116.00
116.90,116.81,117.58,116.55
115.87,116.14,116.23,115.20
116.91,113.27,116.91,112.54
112.53,108.97,112.65,108.13
109.19,109.87,111.37,108.80
111.04,111.29,111.58,110.05
111.54,112.17,112.17,110.43
111.03,114.57,114.57,110.63
115.18,114.80,115.53,114.29
114.77,112.22,114.77,111.39
112.80,113.65,113.71,112.25
113.18,114.28,114.36,112.38
114.33,115.18,115.34,114.02
114.97,115.35,115.58,114.45
115.01,114.23,115.62,114.16
114.43,113.38,114.82,113.23
114.01,115.91,115.94,113.47
116.05,117.08,117.27,116.05
116.88,117.77,117.89,116.80
117.25,116.84,117.46,116.46
117.54,116.56,117.74,115.08
116.96,115.41,116.97,114.48
116.20,116.44,116.91,115.68
116.39,116.09,116.92,115.91
116.36,116.81,117.00,116.22
116.89,118.87,118.87,116.19
118.61,119.18,119.40,118.47
119.29,119.22,119.83,119.11
119.85,121.50,121.63,119.85
121.41,121.91,122.25,120.53
122.25,122.23,122.56,121.79
122.16,122.59,122.71,121.31
122.22,122.77,122.84,121.53
122.51,122.18,122.51,121.42
121.91,123.09,123.35,121.91
123.43,122.11,123.53,122.05
121.42,119.73,121.42,119.67
119.24,119.65,120.17,119.24
119.49,121.25,121.33,118.64
121.43,121.34,121.91,121.00
121.59,122.80,122.89,121.20
122.64,121.42,122.64,121.34
121.93,122.40,122.91,121.77
122.46,122.61,123.00,122.22
121.98,122.79,122.87,121.65
122.86,123.12,123.23,122.62
123.37,123.55,123.86,123.21
123.78,122.59,123.78,122.54
122.85,123.87,123.92,122.79
123.80,123.18,123.92,123.05
123.49,120.64,123.57,120.49
120.77,123.16,123.26,120.77
123.02,122.76,123.32,122.30
121.90,122.70,122.94,121.90
122.25,121.42,123.27,121.02
121.23,122.16,122.80,121.21
120.66,120.60,121.41,120.29
120.52,120.94,121.34,119.55
121.80,122.32,122.96,121.55
122.95,124.17,124.31,122.48
124.49,122.92,124.49,122.92
122.43,120.69,123.59,120.69
121.41,121.47,121.69,120.63
122.15,122.87,123.01,121.32
123.46,123.85,124.09,123.00
122.68,123.07,123.53,122.68
122.54,122.76,122.82,122.27
123.75,124.29,124.48,123.75
124.14,123.56,124.71,123.50
123.67,122.48,123.67,122.48
121.05,119.33,121.05,118.47
119.61,119.88,120.25,119.30
118.45,119.55,119.98,118.43
117.57,117.05,118.44,116.52
118.35,115.65,118.35,115.44
116.14,114.65,116.48,113.53
115.43,116.81,117.06,115.23
118.07,114.35,118.10,114.14
114.66,116.08,116.79,113.75
113.31,114.62,114.95,113.22
115.70,114.63,115.96,113.73
112.98,114.25,115.04,110.80
114.48,114.07,115.22,113.07
115.94,116.37,116.37,115.47
116.15,115.98,117.27,115.89
116.29,116.39,116.56,115.12
116.34,115.97,117.98,115.37
115.89,112.03,115.89,111.77
112.81,115.00,115.01,112.81
114.09,116.00,116.48,113.66
114.87,114.94,115.75,114.65
115.88,114.86,116.10,113.20
114.65,115.14,115.30,113.80
114.87,111.66,114.87,111.38
110.59,108.95,110.67,107.22
107.97,109.56,110.45,107.97
110.21,110.89,112.63,110.21
109.18,109.26,109.89,108.32
109.92,110.44,110.51,108.92
111.46,112.75,112.87,111.27
113.37,114.35,114.53,113.16
114.42,113.79,114.95,113.57
113.40,114.24,114.46,113.11
115.08,115.38,115.59,115.04
114.84,114.59,115.35,114.37
113.56,115.65,115.83,112.93
115.96,117.30,117.30,115.80
117.75,117.46,118.07,117.26
117.66,116.28,117.76,116.28
116.14,117.25,117.25,115.30
117.25,117.93,117.93,117.00
117.18,118.09,118.13,116.74
117.83,118.64,119.11,117.81
118.10,119.19,119.52,118.10
118.74,118.25,118.83,118.12
118.61,118.30,118.61,117.75
118.65,118.50,119.53,117.66
119.03,120.81,120.87,119.03
120.25,121.07,121.47,120.25
120.34,119.67,120.38,119.48
119.61,119.40,119.87,118.62
119.34,118.21,119.34,117.22
118.50,119.97,120.23,118.15
119.70,119.68,119.90,119.49
119.09,120.36,120.69,118.39
120.11,119.73,120.36,119.73
119.48,119.22,119.48,118.50
119.52,119.46,119.68,118.98
119.33,121.93,121.96,119.29
122.18,122.33,122.74,122.18
122.35,122.48,122.94,122.19
121.80,123.77,123.85,121.80
124.30,125.51,126.31,124.30
124.72,123.56,124.93,123.45
123.62,126.30,126.30,123.62
125.65,124.83,125.95,124.15
125.53,124.73,125.66,124.32
125.10,124.60,125.67,124.42
124.99,125.75,126.15,124.69
126.48,127.51,127.51,126.24
127.76,127.50,127.91,127.19
127.39,127.55,127.56,126.63
127.20,128.46,128.54,127.20
128.90,128.11,128.90,127.63
128.78,129.19,129.64,128.39
129.07,128.96,129.93,128.44
128.98,129.44,129.68,128.51
129.43,129.50,129.61,129.07
129.92,129.21,129.92,128.88
129.98,130.58,130.92,129.64
130.85,129.56,131.46,129.48
129.49,128.56,129.49,127.68
129.50,129.41,129.66,128.60
129.19,128.28,129.19,127.70
127.72,127.62,128.04,127.11
127.95,128.52,128.76,127.82
128.17,128.72,128.95,127.58
128.96,129.55,130.21,128.92
130.04,130.39,130.41,129.41
130.47,129.95,130.99,129.89
130.35,129.85,130.35,128.78
129.73,129.16,130.17,128.91
129.34,130.99,131.22,129.21
130.71,128.98,130.86,128.49
128.65,129.13,129.85,128.26
128.62,128.15,128.77,127.41
128.81,129.19,129.62,128.75
129.21,128.89,129.40,128.85
129.52,130.68,130.95,129.39
130.86,130.92,131.20,130.70
131.31,130.75,131.31,130.59
130.97,131.53,131.54,130.90
131.61,131.13,131.61,130.56
130.70,131.81,131.97,130.66
131.71,133.20,133.21,131.59
133.47,132.76,133.47,132.05
132.79,133.16,133.44,132.68
133.42,133.23,133.59,132.74
133.08,134.64,134.75,133.06
134.45,135.27,135.39,134.11
134.37,133.96,134.48,133.46
133.48,133.15,134.45,133.11
132.59,132.82,132.84,132.09
133.03,130.42,133.20,130.42
131.30,131.94,132.10,130.29
132.14,131.12,132.14,130.49
132.49,132.71,133.45,132.49
133.12,132.65,133.35,132.18
133.00,133.04,133.91,132.86
134.08,135.39,135.39,133.91
131.49,130.96,132.85,130.74
130.47,128.85,130.47,128.19
129.86,130.85,130.85,129.68
131.83,133.61,133.80,131.83
134.10,135.55,135.61,133.82
135.72,136.24,136.50,135.46
136.00,135.82,136.31,135.58
135.58,137.52,137.63,135.58
137.59,138.10,138.53,137.59
138.80,139.95,140.17,138.63
140.47,140.04,140.60,140.00
140.55,140.69,141.06,140.35
141.00,140.59,141.32,140.32
141.32,141.08,141.76,140.83
141.31,140.35,141.63,140.16
140.37,140.23,140.67,139.82
140.37,140.37,140.56,139.78
140.97,142.01,142.37,140.97
142.00,141.16,142.26,140.67
141.12,140.69,141.12,139.83
140.70,140.22,141.34,139.82
140.23,141.97,141.97,139.59
142.30,141.60,142.30,140.67
141.87,142.81,143.21,141.87
142.70,143.90,144.41,142.70
143.84,144.65,145.20,143.81
144.66,144.01,144.99,143.31
143.75,143.41,143.96,143.13
143.33,143.99,144.24,143.10
144.26,144.65,144.73,143.59
144.82,144.23,145.49,143.99
144.45,145.45,145.75,144.44
145.44,144.84,145.44,144.28
145.22,145.42,145.61,144.71
145.24,144.91,145.24,144.55
145.05,145.41,145.67,144.83
145.11,144.22,145.11,144.15
144.22,143.78,144.94,143.06
143.66,144.01,144.17,143.25
143.71,144.36,144.38,143.37
144.29,144.49,144.80,144.03
145.00,144.62,145.65,144.62
144.62,142.53,144.75,142.37
142.14,142.15,142.98,141.77
142.43,143.29,143.51,141.97
143.02,144.48,144.71,143.02
144.52,144.01,144.79,143.65
144.11,143.35,144.11,143.00
143.43,143.44,143.54,142.38
143.80,143.94,144.07,143.49
144.27,144.38,144.41,143.43
144.32,144.30,144.65,143.94
144.08,144.19,144.47,144.00
143.38,139.90,143.38,139.90
139.29,141.85,142.05,139.22
140.84,139.69,141.10,139.24
139.79,140.12,140.70,139.56
140.03,142.30,142.82,139.96
141.91,142.71,142.85,141.83
142.94,142.92,143.89,142.66
143.72,143.16,143.93,143.07
143.49,144.89,145.09,142.41
145.72,146.25,146.48,145.48
145.95,145.56,146.21,145.13
144.79,143.93,144.82,143.70
143.95,145.55,145.61,143.84
145.89,145.51,145.89,144.71
145.51,143.45,145.51,142.74
143.85,145.39,145.85,143.85
144.95,145.03,145.05,144.16
145.19,144.12,145.40,143.42
144.50,144.93,145.16,144.45
144.83,145.07,145.30,144.15
145.22,145.15,145.53,144.24
145.54,146.43,146.91,145.54
145.81,141.85,146.25,141.07
142.02,141.88,142.45,141.72
141.01,141.49,141.93,140.62
142.18,141.07,142.33,141.00
140.99,140.65,141.10,140.56
141.73,142.26,142.62,141.18
142.20,141.35,142.29,141.23
141.49,142.28,142.62,141.16
141.48,141.45,141.57,140.76
142.18,142.01,142.54,141.96
141.73,139.45,141.73,139.30
138.08,135.69,138.08,135.32
136.16,134.68,136.53,134.55
134.62,135.47,136.62,134.33
134.53,134.88,135.04,133.70
135.13,133.29,135.32,132.56
132.91,132.21,133.62,132.21
132.62,132.77,134.00,132.62
133.07,134.06,135.19,133.07
135.40,136.83,136.97,135.40
136.53,137.31,138.07,135.75
137.06,135.75,137.19,133.38
136.89,136.37,137.67,135.53
136.33,134.92,136.33,134.60
135.28,131.93,135.28,131.80
132.31,134.69,134.91,132.31
134.64,135.07,135.34,134.33
135.62,136.48,136.52,135.20
136.84,135.59,136.84,135.28
135.97,135.96,136.36,135.56
134.32,132.17,134.32,130.69
131.51,133.73,133.82,131.51
134.30,134.45,134.50,133.98
134.22,133.00,134.27,132.89
133.23,133.17,134.00,133.06
133.52,131.49,133.61,131.22
131.50,129.43,131.65,128.91
129.42,130.41,131.20,129.40
131.28,130.87,131.51,130.53
