ALOG,Analogic Corporation - Common Stock,NASDAQ
91.40,90.35,91.40,89.85
83.00,82.85,85.00,81.00
82.90,83.50,84.10,82.25
83.75,82.35,84.25,81.40
82.25,85.05,85.10,82.25
85.25,85.15,85.90,83.50
84.70,83.65,84.70,81.75
83.75,85.75,86.30,83.75
85.75,84.05,86.20,83.90
83.95,84.00,85.35,83.40
84.45,84.30,85.65,83.55
84.50,83.90,84.50,83.20
84.20,83.15,85.35,83.15
83.10,83.10,83.75,82.95
83.15,83.05,84.50,82.95
83.00,81.95,83.45,81.95
83.25,82.95,83.45,82.50
82.85,82.95,83.75,82.35
83.70,82.55,84.10,82.20
82.25,82.85,83.80,81.70
82.85,82.70,83.50,81.85
82.70,82.55,83.80,82.02
82.70,81.75,82.75,81.60
81.80,82.45,82.75,81.80
82.70,82.00,87.60,79.85
81.70,81.45,83.20,81.15
81.50,81.65,82.30,81.50
