MIDD,The Middleby Corporation - Common Stock,NASDAQ
166.84,164.96,167.34,163.87
165.47,166.53,167.87,165.22
164.97,164.55,166.27,160.45
165.71,168.33,168.35,164.66
168.95,168.80,170.42,167.37
169.80,173.21,173.95,168.54
172.50,170.09,174.62,169.92
170.10,173.75,173.99,168.29
173.53,174.65,176.42,173.18
174.59,175.48,175.66,172.50
177.67,179.04,179.27,175.73
179.90,180.63,182.25,179.04
181.82,181.60,184.49,179.50
181.61,176.97,182.41,176.69
179.44,179.54,180.34,177.01
180.33,183.56,184.00,179.62
183.80,184.45,187.24,183.45
184.61,185.54,186.78,184.00
185.52,185.95,187.62,184.08
186.53,187.59,188.70,185.42
187.95,186.89,188.45,186.43
186.12,186.28,187.30,186.12
186.23,184.56,187.00,184.11
185.25,185.48,186.53,184.41
185.58,183.54,186.40,183.22
182.29,182.04,183.50,181.00
182.31,180.54,183.75,180.50
181.66,180.00,182.95,179.13
180.10,178.94,181.63,178.51
181.48,185.05,185.41,181.48
183.94,184.86,185.70,182.26
184.96,186.48,187.96,184.84
186.44,182.17,187.74,181.86
181.22,177.45,183.75,174.50
178.90,179.14,180.80,177.09
185.74,202.55,203.73,182.85
200.06,208.90,211.99,197.00
209.10,202.50,210.11,202.29
203.48,199.00,204.98,198.48
196.20,191.37,196.20,191.36
190.59,189.92,190.62,188.28
189.75,189.78,191.37,188.18
190.00,191.66,192.67,189.39
190.69,190.82,192.75,188.31
190.90,194.19,194.48,190.90
194.18,190.48,194.19,189.88
190.41,189.77,191.66,188.62
187.95,186.43,188.36,185.32
186.08,184.92,186.25,183.28
185.07,188.46,189.48,184.62
187.83,185.94,187.83,184.11
188.12,189.51,189.99,185.80
190.00,193.96,193.96,189.96
194.59,196.16,198.13,193.95
196.77,196.28,198.74,195.51
197.94,203.07,204.92,197.11
205.00,207.67,208.11,203.50
207.83,211.38,212.83,207.79
213.12,207.07,213.50,207.05
208.14,205.57,209.59,202.64
209.61,210.97,211.86,207.60
211.07,214.35,215.87,210.61
213.73,216.21,217.82,210.65
219.28,215.11,220.01,214.00
215.30,212.25,215.78,212.19
214.62,211.65,214.62,208.70
211.37,213.12,215.10,209.50
213.39,211.69,214.47,210.29
212.68,211.86,214.43,211.01
210.70,210.24,211.31,209.10
208.00,208.91,209.99,206.69
209.49,214.80,216.29,208.91
214.05,215.34,217.24,212.26
215.20,208.84,216.91,207.29
208.84,211.58,213.33,208.41
210.04,208.00,211.30,207.51
207.39,205.92,207.75,204.75
207.03,204.71,207.42,201.31
207.50,207.74,208.00,206.26
207.59,215.55,215.65,207.59
213.75,217.45,217.80,212.22
217.41,211.90,217.55,211.74
213.12,212.63,214.98,211.72
211.96,216.69,216.90,210.33
218.77,223.08,223.35,217.18
224.05,222.07,224.98,220.93
224.00,228.65,228.89,224.00
226.58,224.63,228.39,224.11
226.63,229.42,231.49,226.38
231.61,231.58,232.17,227.73
231.58,230.92,231.58,227.52
230.92,229.42,233.44,228.33
228.88,227.51,229.38,225.52
227.71,227.65,230.97,225.28
227.13,227.81,231.00,227.00
230.00,227.12,231.32,226.72
224.89,226.23,229.14,221.58
239.00,225.62,239.00,215.00
227.42,216.27,227.42,216.22
216.15,224.00,227.30,216.15
222.90,219.00,224.53,218.34
218.90,216.76,219.00,215.19
215.90,220.19,220.25,213.80
220.62,221.94,224.64,220.51
222.01,215.93,222.01,214.00
215.49,209.55,217.09,208.60
209.04,205.78,209.98,204.15
206.61,207.36,209.77,206.12
208.34,213.36,213.93,207.66
213.36,213.93,214.21,211.27
214.91,213.60,216.34,212.27
213.28,218.23,218.64,212.06
218.50,219.76,220.92,217.53
221.00,220.84,222.45,220.13
221.42,220.58,227.83,219.65
220.32,218.64,222.96,217.30
218.34,218.55,219.92,216.50
218.93,219.84,221.68,217.50
221.59,224.32,225.28,219.87
223.86,224.43,226.46,222.24
223.33,222.18,225.48,222.11
222.70,221.44,223.00,220.11
221.44,223.22,224.90,220.05
223.92,224.75,225.97,222.79
225.52,228.75,230.36,225.52
228.01,226.44,229.00,224.20
226.16,227.12,227.99,222.50
226.11,229.53,229.94,226.03
230.52,240.32,240.84,229.21
241.25,240.62,243.98,240.32
241.47,244.85,247.69,241.47
246.80,244.54,248.54,243.51
245.90,242.50,245.90,241.61
243.69,242.27,244.43,240.74
242.27,239.72,242.41,239.45
239.60,247.86,248.07,236.74
248.50,249.89,253.97,246.98
252.62,251.88,252.62,249.34
252.26,254.31,255.88,251.14
254.72,247.07,255.81,246.30
247.42,248.53,249.47,245.47
248.53,249.04,249.79,247.23
247.29,243.89,249.40,242.05
245.62,246.02,246.90,242.53
247.71,249.71,250.70,245.51
250.00,250.11,251.59,247.75
250.00,252.62,253.38,249.66
255.03,256.40,258.21,253.97
257.62,257.00,259.99,256.39
256.57,254.15,256.57,252.69
253.05,243.61,253.75,242.73
244.98,237.89,246.31,237.03
238.01,243.99,250.97,237.47
240.79,242.09,244.37,238.59
243.72,243.75,247.34,243.48
240.13,246.58,248.70,238.01
246.59,238.39,249.52,237.58
240.00,241.66,244.40,238.09
240.72,238.45,242.91,235.22
238.64,241.79,242.14,237.26
242.25,248.32,249.03,242.25
248.66,245.66,248.66,243.01
244.97,245.21,246.48,243.14
245.50,247.04,249.97,244.85
244.99,254.37,255.80,244.00
255.23,254.15,255.49,250.43
255.89,258.76,259.42,254.25
258.38,257.27,260.90,256.83
256.67,259.58,260.53,255.23
261.34,262.54,264.75,256.41
262.67,263.39,267.34,260.62
264.13,263.71,266.76,260.64
294.00,299.48,303.29,290.00
300.00,299.75,306.12,298.96
300.80,296.56,304.82,295.63
291.76,288.97,292.71,285.52
293.00,289.75,299.87,286.24
289.35,285.20,291.92,282.52
284.31,286.56,289.32,281.00
288.93,287.47,289.05,285.08
287.02,285.42,288.33,282.86
284.95,278.65,286.32,276.95
277.10,279.32,279.32,273.71
280.65,281.73,284.74,279.78
281.11,285.31,288.37,280.33
288.24,287.50,292.99,286.81
287.55,284.09,290.02,283.03
283.41,280.78,285.47,277.77
279.27,277.17,281.13,276.46
278.05,276.94,281.40,276.24
277.59,268.09,277.89,267.01
270.77,267.50,274.92,266.42
270.34,259.16,271.60,259.15
259.37,260.70,261.95,256.35
260.33,259.40,265.15,258.36
261.66,264.21,265.00,259.22
264.72,274.11,276.05,261.79
275.58,272.51,276.44,270.20
273.09,265.86,274.45,265.78
267.54,256.83,270.49,255.77
254.42,252.27,254.71,250.15
252.27,255.47,255.84,249.24
256.99,262.26,263.12,256.99
261.79,251.34,261.79,250.50
246.10,249.59,254.20,245.08
252.53,250.82,252.92,246.20
252.25,256.60,258.63,250.02
257.81,264.61,266.00,257.81
264.61,263.77,266.97,261.51
264.19,261.65,266.30,258.40
261.39,261.71,264.57,260.13
261.17,258.15,261.92,253.64
260.00,256.94,260.80,254.90
255.17,252.61,261.48,250.81
253.19,250.63,258.67,245.05
250.96,249.74,253.16,246.45
249.91,252.48,254.17,247.36
251.65,254.15,256.53,250.25
255.33,257.40,260.54,253.37
256.00,257.83,260.09,255.77
255.60,249.91,256.65,248.21
249.16,248.76,253.86,245.26
244.98,250.47,258.49,227.45
247.15,230.89,247.15,228.91
231.08,229.31,235.00,217.81
229.74,226.41,235.18,224.96
226.00,217.55,226.50,217.27
219.15,224.67,224.99,216.17
224.39,224.19,225.91,220.58
222.26,231.18,231.36,220.70
231.00,227.23,234.34,223.64
227.39,224.93,230.00,223.62
224.82,227.50,228.41,223.83
228.28,234.17,234.88,226.44
234.19,236.47,239.11,234.19
235.85,236.03,237.03,232.66
237.92,238.51,238.91,233.59
239.56,238.82,239.56,235.92
240.04,251.48,252.52,239.14
251.01,246.53,255.68,246.32
245.67,245.42,247.96,243.06
245.42,249.35,250.92,242.22
251.31,252.41,252.91,249.36
251.35,252.58,254.61,248.35
251.00,248.24,253.24,245.88
247.65,246.79,249.65,245.92
247.60,245.14,248.05,243.33
246.49,243.00,247.60,241.90
241.98,242.61,242.85,238.60
242.51,247.20,250.77,240.79
247.20,248.84,249.35,245.00
248.35,244.14,248.70,243.40
245.66,244.41,248.79,243.48
244.75,244.00,246.66,243.60
243.40,243.36,246.28,242.36
242.44,245.09,245.45,241.86
245.22,244.09,247.00,241.06
80.60,80.24,82.65,79.60
80.89,82.72,84.45,80.75
83.01,83.20,84.25,83.01
83.25,82.78,84.12,82.61
82.68,83.36,83.45,82.51
83.06,81.29,83.82,81.22
81.35,79.93,81.35,79.31
80.04,79.95,80.68,79.38
79.01,79.85,80.02,78.72
79.90,78.59,80.77,78.53
79.33,78.15,79.85,78.07
78.38,77.37,79.10,76.68
78.19,76.67,78.76,76.56
76.36,74.78,76.66,74.69
74.79,75.73,76.09,74.66
75.50,74.86,75.62,74.33
74.90,74.84,75.72,74.50
75.01,75.73,76.63,74.70
75.66,74.53,76.70,74.36
74.27,74.49,75.34,74.25
74.50,74.28,74.99,74.24
74.28,73.18,74.73,73.12
74.30,74.06,74.77,73.41
73.67,72.86,73.67,72.42
72.75,72.00,72.80,70.55
72.24,72.43,72.67,71.47
71.93,71.77,72.68,71.40
71.73,72.16,72.64,71.58
80.77,82.69,85.55,75.00
82.82,81.99,83.85,80.51
82.78,84.35,85.90,82.03
84.32,83.60,85.73,83.51
83.63,84.70,84.77,83.58
84.87,87.77,87.95,84.72
88.00,86.72,88.19,85.70
87.45,88.74,88.86,87.02
89.30,88.13,89.47,87.96
87.95,87.59,88.09,87.10
87.68,87.55,87.73,86.07
87.55,87.56,88.16,86.91
87.83,87.25,87.99,87.08
87.44,86.29,87.63,86.24
86.27,85.86,86.97,85.47
85.16,86.12,86.42,84.95
86.31,86.23,86.52,85.59
86.73,88.29,88.97,86.50
88.17,87.18,89.00,86.94
87.16,86.70,87.94,86.42
86.49,87.18,87.22,86.15
87.02,87.63,87.91,86.32
87.93,85.80,87.93,85.41
85.67,86.22,86.59,85.08
86.00,86.95,87.48,85.60
86.76,86.38,87.14,85.52
86.26,86.31,86.46,84.91
85.86,87.51,87.77,85.66
87.48,90.18,91.40,86.75
90.15,91.85,93.15,89.00
92.58,89.23,92.90,89.08
88.77,88.73,88.96,87.17
88.73,88.53,89.31,87.86
88.99,89.41,89.73,87.70
89.09,87.84,89.21,87.10
87.92,89.01,89.31,87.10
88.08,89.81,90.39,88.08
89.54,88.13,89.63,88.12
88.21,86.36,88.21,85.61
86.54,87.20,87.26,85.38
87.96,88.22,88.61,87.55
88.77,88.45,88.86,88.10
87.73,87.60,88.40,87.50
88.00,88.76,88.88,86.67
88.92,86.86,89.14,86.80
86.43,82.31,86.43,81.88
82.35,79.66,82.46,79.54
79.70,79.74,81.17,79.36
78.69,79.83,80.70,78.00
78.47,82.45,82.74,78.43
83.44,82.52,83.83,81.78
82.03,82.61,82.65,81.32
83.62,85.71,85.91,83.32
86.27,83.31,86.65,83.11
84.40,85.18,86.11,83.86
84.86,85.01,85.48,84.23
84.42,85.42,85.51,83.78
85.58,87.47,87.75,85.58
87.84,87.43,88.44,86.51
87.49,87.72,88.79,86.34
88.89,88.50,88.97,87.50
88.20,89.25,91.02,88.20
85.35,88.62,89.84,85.32
89.36,88.52,89.92,88.18
86.34,92.21,94.47,85.56
92.68,94.00,94.06,90.00
93.68,94.01,94.67,92.17
94.11,93.84,94.46,93.17
93.40,94.01,94.85,92.68
94.30,93.90,94.83,93.36
93.75,93.70,94.36,93.03
93.47,93.24,94.23,92.64
93.32,93.13,94.97,93.09
92.96,92.35,92.96,91.25
92.24,92.83,93.22,91.59
93.55,93.25,94.82,92.92
94.08,93.69,94.63,92.96
93.70,96.04,96.17,93.46
96.28,95.62,96.28,94.78
95.60,95.64,95.86,95.14
95.05,96.60,97.00,95.05
96.46,94.34,97.58,94.15
94.62,95.45,95.59,94.49
95.53,97.29,97.42,95.35
97.87,97.34,97.92,96.92
97.02,96.09,97.73,95.61
95.00,97.25,97.33,94.42
96.69,95.15,97.89,94.43
95.37,95.56,96.59,95.18
94.86,95.83,95.89,94.05
96.50,95.35,96.94,94.42
94.80,93.59,95.82,93.44
93.75,93.36,93.75,91.53
94.15,95.68,96.81,93.33
95.59,94.39,95.63,93.50
95.00,96.37,96.51,94.49
96.58,98.95,99.23,96.04
99.33,99.10,99.54,98.94
99.50,99.33,99.76,99.01
98.83,99.56,99.75,98.05
98.33,99.93,100.07,98.33
100.08,99.10,100.27,99.00
99.77,99.04,100.64,97.07
98.14,96.98,99.47,96.43
97.03,95.42,97.03,94.18
96.81,94.91,96.81,94.41
96.07,96.99,97.09,95.10
97.39,95.70,97.50,95.61
96.05,93.34,96.07,93.04
93.73,95.37,96.84,93.73
94.32,95.50,96.04,94.32
95.85,94.83,97.35,94.46
94.80,94.93,95.31,93.85
94.83,96.92,97.66,94.66
96.48,97.48,98.50,96.39
97.75,97.50,98.56,97.01
97.79,96.75,97.79,96.61
97.15,96.83,97.96,96.32
95.46,96.39,96.76,94.43
96.50,94.66,97.00,94.55
95.14,96.03,96.18,93.22
95.29,95.02,96.01,94.30
94.88,95.92,96.04,94.03
95.86,96.92,97.95,95.86
96.52,96.22,97.42,95.77
96.53,97.72,97.90,96.24
98.00,98.67,99.35,97.42
98.61,97.87,99.27,97.72
98.54,99.62,100.00,97.52
99.86,102.73,102.90,99.37
104.96,104.11,104.96,102.50
104.48,105.62,105.70,104.48
105.62,104.11,105.98,103.00
104.17,105.07,105.15,103.62
105.00,105.07,105.97,104.16
105.06,109.00,109.90,104.11
110.00,107.37,110.00,106.83
106.50,108.08,108.85,106.50
108.48,108.13,109.74,107.55
108.04,107.29,108.60,106.49
107.37,106.61,107.69,105.50
106.86,107.62,108.02,105.64
107.62,106.89,107.62,105.31
101.50,101.31,103.15,97.80
101.12,104.46,104.55,101.12
104.00,105.24,105.38,103.37
105.80,107.19,107.88,105.47
106.81,106.62,106.99,105.46
106.96,107.49,107.64,106.77
108.36,108.61,108.74,106.88
108.59,107.75,108.59,106.91
107.55,107.81,107.89,106.79
107.21,107.98,108.13,106.92
107.47,107.23,108.04,106.62
106.41,106.64,107.43,104.73
107.21,106.54,107.47,105.53
106.50,104.30,106.50,104.23
104.08,103.71,104.57,103.00
104.90,102.67,104.90,102.58
102.50,100.90,102.59,100.64
100.96,102.62,103.17,100.81
103.06,103.01,104.39,102.40
102.54,102.65,102.86,101.31
102.76,104.76,105.11,101.71
104.91,104.17,105.78,103.99
103.51,104.22,105.32,103.00
104.23,104.25,105.39,103.85
104.18,103.64,104.56,102.92
103.50,103.37,104.56,102.31
103.86,102.20,104.24,101.47
102.38,103.50,103.84,102.28
103.17,103.02,104.10,102.35
103.32,104.98,105.32,102.90
104.96,105.16,105.26,104.17
104.27,102.60,104.27,101.50
102.51,101.85,103.23,101.76
101.84,104.04,104.76,101.84
104.11,103.24,104.14,102.96
102.90,103.69,104.52,102.59
103.80,103.17,103.80,102.89
103.39,103.49,103.92,103.07
103.77,104.55,104.65,102.73
103.94,103.80,104.63,102.96
103.49,101.34,103.49,101.07
101.74,102.62,103.16,101.36
102.30,102.08,103.16,101.89
102.16,101.78,103.15,101.01
101.79,102.22,102.46,101.00
101.37,102.74,103.33,101.01
103.56,102.91,104.19,102.61
103.20,102.87,104.35,102.43
103.05,100.98,103.05,99.00
101.00,101.61,103.78,100.97
105.81,109.25,109.88,102.00
109.88,108.70,109.88,108.26
109.00,108.95,109.42,107.87
108.95,108.54,109.00,107.00
108.30,110.15,110.63,107.85
110.54,111.31,111.94,110.15
111.44,110.80,111.52,110.31
110.20,110.44,110.72,109.19
110.52,111.40,111.92,109.79
111.60,111.15,111.60,109.80
111.48,108.70,111.48,108.01
109.09,108.15,109.45,106.94
107.60,109.33,109.63,107.60
109.68,109.58,110.49,108.37
109.23,108.32,109.23,107.92
108.03,109.16,109.23,107.49
109.10,108.10,109.10,107.83
107.62,108.47,109.58,107.57
109.11,109.48,109.96,108.83
109.50,109.33,109.90,108.65
109.09,108.81,109.59,108.20
108.35,107.57,108.35,106.77
107.24,107.50,107.91,107.13
107.50,113.60,115.19,107.50
114.00,114.03,115.12,113.36
114.55,114.49,114.97,113.39
115.33,114.42,116.38,114.03
113.92,112.64,114.58,112.19
112.54,112.60,112.94,111.27
112.78,113.10,114.36,112.61
113.05,113.81,113.94,112.49
112.92,111.72,113.85,111.60
112.44,112.23,113.55,112.07
112.68,112.67,112.97,111.93
112.45,114.75,114.99,112.45
114.23,115.73,117.30,113.73
115.76,115.70,115.88,114.59
114.10,112.90,115.75,112.25
114.18,113.18,114.80,113.07
114.52,114.23,114.56,113.04
115.23,118.55,118.66,114.84
118.50,118.80,120.00,116.88
119.75,120.67,122.43,119.20
121.99,123.49,123.91,121.09
124.16,123.31,125.31,122.37
123.38,123.19,124.98,123.10
122.53,121.09,123.15,120.40
120.54,121.78,122.44,119.87
121.94,121.44,122.82,121.05
121.83,120.57,121.85,119.85
119.66,119.50,120.08,118.45
119.33,120.95,121.49,119.00
121.18,122.16,123.45,120.62
121.56,121.57,122.83,120.50
121.97,122.70,123.23,121.74
122.90,122.28,122.90,121.07
122.16,121.89,123.63,121.75
122.17,123.21,124.15,121.90
123.05,122.32,124.76,121.93
121.32,122.57,122.93,121.00
122.60,124.08,124.58,122.60
123.08,122.79,124.31,122.18
121.79,121.52,122.72,118.47
111.07,119.90,120.57,110.05
119.25,120.33,120.94,117.76
119.58,121.00,121.06,117.98
121.39,119.59,121.39,119.26
119.33,118.61,119.33,117.00
117.78,115.22,117.78,115.13
114.42,112.88,115.34,112.79
106.21,105.71,106.91,101.51
108.72,105.80,109.83,105.70
107.29,106.37,107.40,104.69
108.08,109.35,109.79,107.22
109.13,110.14,110.59,108.82
109.72,108.55,110.01,108.29
106.61,105.00,107.30,104.10
106.14,107.47,107.68,104.35
107.71,109.34,110.02,107.51
108.24,108.11,109.67,107.96
110.11,109.92,110.67,109.04
111.02,109.07,112.49,108.96
108.75,109.18,110.57,108.61
108.50,111.16,111.18,108.30
111.40,111.73,112.06,110.27
112.18,113.04,113.59,111.34
113.32,114.45,114.58,112.79
113.81,113.76,114.99,112.86
112.69,112.28,113.49,112.09
113.17,112.28,113.64,111.52
111.38,111.59,112.29,110.20
111.39,111.48,111.97,110.52
110.71,108.93,111.29,107.55
110.33,108.00,110.33,107.55
107.50,104.69,107.82,104.43
104.38,102.71,105.55,101.93
103.60,105.19,105.47,103.18
105.19,104.34,105.81,103.17
103.22,107.19,107.20,102.39
108.19,109.52,109.77,107.80
109.60,109.53,110.33,108.84
109.89,111.99,112.17,109.66
111.81,115.27,115.78,111.81
115.14,115.81,116.31,114.85
116.07,116.10,116.50,115.54
115.73,114.88,116.53,114.74
115.14,114.04,115.49,113.89
114.02,116.07,116.38,112.94
115.75,115.14,115.75,113.90
114.76,115.09,116.32,114.11
114.53,114.35,116.16,114.22
115.12,115.24,116.58,114.61
115.57,117.09,118.43,115.57
118.09,116.01,118.49,115.71
115.60,114.23,116.31,113.68
113.78,115.56,116.27,112.65
115.97,118.22,118.47,115.17
117.76,118.35,118.62,116.81
118.40,116.94,119.00,116.74
117.51,118.95,119.07,116.54
118.31,118.10,119.34,117.42
118.84,119.37,119.81,117.56
118.97,119.09,120.22,118.32
118.61,119.42,119.80,117.37
118.88,117.59,120.74,117.01
120.06,120.33,120.62,117.52
111.76,112.84,117.14,104.00
111.68,108.94,113.43,108.44
107.96,105.55,108.81,104.72
105.11,104.16,106.34,103.24
103.43,102.65,105.43,101.70
105.73,105.74,106.46,103.49
105.09,104.97,105.85,103.94
105.00,105.58,105.88,104.50
105.50,106.50,107.55,105.40
106.31,106.55,106.93,105.09
106.98,108.20,108.61,105.00
108.41,108.92,109.02,108.14
108.90,110.04,110.34,108.61
110.03,111.02,111.31,109.50
110.42,110.51,111.34,109.93
110.62,109.55,111.27,108.70
109.71,110.10,111.04,108.14
110.00,110.84,111.25,108.96
110.05,109.10,110.84,108.34
109.00,108.69,110.07,107.85
107.32,107.34,108.24,106.21
106.06,104.88,106.70,104.44
104.66,108.06,108.27,104.49
108.41,109.05,109.43,107.51
108.82,111.46,111.94,107.03
111.78,110.24,112.00,110.15
110.00,107.01,110.24,106.83
107.81,107.09,109.51,106.39
107.35,108.13,108.88,106.71
108.59,109.09,110.00,108.18
108.89,109.10,109.70,108.06
108.91,108.38,108.91,107.37
108.75,109.09,109.90,108.07
109.09,108.21,109.63,107.00
107.90,107.87,108.25,107.20
106.66,106.35,106.95,104.23
107.02,107.92,108.88,106.70
105.75,101.75,107.91,101.18
100.32,96.53,100.64,95.84
97.30,94.39,97.95,94.14
94.47,91.71,94.99,90.65
92.02,93.85,94.49,92.02
95.58,92.49,96.89,92.04
92.60,93.00,93.45,90.60
90.28,91.35,92.21,88.88
92.10,91.01,92.35,90.46
89.67,89.60,90.68,86.12
89.51,86.98,90.04,86.86
88.27,88.17,90.09,87.40
87.17,83.74,88.03,83.47
84.27,84.73,86.29,84.27
84.59,86.07,88.20,81.32
86.56,86.38,88.17,85.00
87.09,90.36,90.42,87.09
89.46,90.25,90.29,88.76
89.51,88.27,90.00,87.80
88.73,87.42,89.01,85.99
87.28,87.54,88.80,85.90
87.18,84.38,87.66,84.24
82.98,81.51,84.12,80.59
80.29,83.34,84.38,80.29
83.34,82.55,85.02,82.30
80.47,80.62,82.38,79.11
81.24,82.55,83.27,80.78
83.77,84.92,85.31,83.06
85.83,86.57,86.88,85.51
86.66,84.73,87.15,84.05
83.96,87.25,87.41,83.81
88.67,88.56,90.20,87.97
88.26,86.36,89.32,85.85
85.67,88.92,89.25,84.46
89.05,90.82,91.34,88.24
90.93,90.56,91.35,89.86
90.50,92.60,93.38,89.03
93.60,94.88,94.98,91.92
95.26,98.70,99.61,93.06
97.76,98.34,99.18,97.39
98.59,101.11,101.33,97.51
100.76,101.95,102.07,100.12
101.16,101.02,101.96,100.00
101.08,101.28,102.51,100.00
101.30,101.19,102.17,100.46
101.93,102.94,103.36,101.93
102.56,101.75,102.64,100.48
100.91,100.49,101.29,100.00
100.94,102.33,102.61,99.54
102.03,102.45,103.51,100.90
102.83,102.84,103.91,101.93
102.28,102.91,102.98,101.26
102.15,104.89,105.05,100.94
104.48,102.76,107.00,102.76
102.01,103.13,103.14,100.58
102.94,103.45,103.60,101.45
102.82,105.55,105.79,102.00
106.27,106.03,107.38,105.45
105.75,106.77,106.98,105.13
106.09,108.38,108.40,105.77
108.01,106.08,108.38,105.80
105.08,104.62,106.38,104.25
104.95,105.44,105.70,103.80
104.61,104.13,105.78,103.67
104.97,104.22,105.38,103.22
104.82,103.39,105.50,102.96
103.26,103.41,104.40,102.87
104.04,107.91,108.35,103.50
108.18,107.48,108.62,105.60
107.33,107.62,107.90,106.25
107.00,107.33,108.66,106.85
107.82,107.17,108.26,106.70
107.16,107.88,109.00,106.61
107.61,108.19,109.17,107.00
108.13,108.82,108.97,106.94
108.85,108.74,109.06,106.70
109.47,111.81,112.13,108.87
111.75,112.82,113.13,111.04
112.09,109.98,112.41,109.89
109.85,109.64,111.16,108.28
110.19,110.85,111.07,109.31
110.20,108.52,110.42,107.92
107.76,107.53,107.98,106.02
107.54,107.48,108.29,106.69
106.60,108.00,108.32,105.98
107.60,108.32,108.97,107.01
109.35,111.02,111.45,107.21
110.69,109.22,110.89,108.96
112.50,114.65,115.39,111.15
114.74,117.51,120.25,113.97
117.92,118.24,118.84,116.44
118.22,118.03,118.82,116.07
117.60,118.42,118.95,116.53
118.03,118.96,119.17,117.40
119.55,119.39,120.52,119.00
119.20,118.83,119.67,118.26
119.95,122.12,122.68,119.04
121.97,123.65,123.77,120.63
124.09,123.19,124.29,122.45
122.78,124.62,124.62,121.64
124.78,124.20,125.15,123.41
124.00,124.49,124.98,123.50
124.49,125.70,125.74,123.67
125.05,123.96,125.21,123.35
124.45,125.51,125.75,123.68
125.72,125.57,126.13,125.28
125.99,126.52,127.00,125.15
126.20,126.07,126.70,125.57
124.71,124.54,125.96,123.80
123.53,122.96,124.70,122.80
122.67,122.86,123.42,121.75
123.32,123.90,124.92,123.05
121.99,120.62,122.31,117.29
120.99,119.23,121.66,119.11
120.80,121.24,122.73,120.52
120.94,117.93,121.83,117.90
117.92,117.24,118.95,117.09
118.58,119.05,119.18,117.63
114.73,113.32,116.76,112.74
112.26,110.17,112.93,109.40
111.55,114.88,115.21,110.21
116.15,115.74,116.70,114.96
116.41,115.25,116.41,114.43
115.28,115.11,116.53,114.24
114.20,113.04,115.14,112.65
112.29,112.94,113.31,111.27
112.83,113.64,114.08,112.83
114.50,115.49,116.25,114.42
115.86,116.55,117.01,115.66
117.00,117.89,118.58,116.68
118.16,116.46,118.78,116.41
117.22,116.92,117.67,116.65
117.00,116.15,117.00,115.96
117.48,115.97,117.48,115.48
115.62,115.40,116.07,114.85
116.20,118.12,118.41,115.44
118.02,117.87,118.89,117.56
118.22,118.16,118.86,117.45
118.09,117.44,118.32,116.96
117.21,117.85,118.50,116.93
118.53,117.38,118.99,116.67
117.13,117.87,118.52,116.31
117.92,120.38,120.45,117.81
120.81,120.28,121.00,119.56
119.97,117.76,121.36,117.17
117.04,118.01,118.20,116.32
118.85,121.88,122.53,117.95
122.49,122.10,122.50,118.85
122.36,121.89,122.95,120.68
122.13,121.77,122.86,121.08
121.88,122.99,123.45,121.48
134.31,132.17,140.98,130.75
132.14,130.55,132.60,129.69
130.58,129.68,131.34,127.43
129.51,128.62,129.51,127.56
128.63,127.01,128.68,126.37
127.26,128.77,129.33,126.78
128.49,128.87,129.09,128.16
128.39,129.36,129.46,127.71
130.00,131.94,132.13,129.55
131.56,131.08,132.24,130.63
131.14,130.73,131.67,129.99
130.73,128.86,131.19,127.92
128.76,128.75,130.54,128.56
128.25,128.93,129.49,128.25
128.67,128.15,129.52,127.37
128.65,127.92,128.96,126.51
128.60,128.74,129.52,128.22
128.96,127.07,129.51,126.78
126.59,126.33,127.00,125.56
126.24,125.82,126.83,125.54
125.12,122.93,125.16,122.28
122.61,123.70,124.22,122.02
122.62,121.30,122.92,120.32
121.21,121.87,122.37,120.34
121.56,123.05,123.12,120.88
122.27,122.88,123.62,121.28
123.07,124.32,125.77,123.07
124.65,123.72,125.71,122.97
124.34,125.36,125.45,123.66
126.08,126.88,127.21,125.61
126.40,124.74,126.40,124.63
124.69,124.35,125.04,122.88
124.08,124.97,125.00,123.72
125.40,125.02,126.62,124.70
124.32,123.31,125.01,122.94
124.05,123.62,124.17,123.28
123.30,122.98,124.42,122.70
123.42,122.05,124.02,121.90
122.54,121.78,123.85,121.66
121.34,120.51,121.52,120.04
120.75,120.06,120.80,118.61
120.46,117.71,120.88,116.92
117.54,116.92,117.55,116.30
116.79,117.91,118.35,116.30
116.84,118.32,118.43,116.18
118.71,118.33,119.22,117.44
118.44,116.10,119.22,116.02
116.79,117.68,118.17,116.01
117.91,118.31,119.35,116.39
117.91,115.72,118.69,115.35
115.28,114.27,115.28,113.52
114.62,116.39,116.47,114.62
116.24,109.23,116.24,109.09
108.47,111.15,111.71,108.45
111.21,110.64,111.21,109.62
110.70,109.97,111.78,109.68
109.77,112.11,112.84,109.66
112.71,112.92,113.52,111.08
112.70,113.72,114.11,112.26
114.20,114.31,114.86,113.79
114.31,114.33,115.57,114.03
115.95,117.11,117.24,115.36
116.60,117.87,118.23,115.51
114.80,116.51,119.14,112.12
117.49,120.10,121.23,115.43
120.00,121.00,121.55,117.51
121.56,125.31,125.54,121.34
125.58,129.80,130.57,124.95
129.80,129.90,130.25,126.85
129.98,134.01,135.23,129.53
134.68,130.21,134.68,130.11
130.17,132.89,133.15,130.08
132.15,134.26,134.65,132.15
134.00,135.72,136.73,133.93
137.35,139.21,139.24,136.12
138.86,137.24,138.86,136.44
137.62,136.15,137.83,136.01
137.03,136.98,137.97,133.89
137.55,137.18,138.91,135.72
137.29,137.52,137.96,135.83
137.80,139.36,141.29,137.43
