AFL,AFLAC Incorporated Common Stock,NASDAQ
56.75,56.95,57.53,56.72
57.57,56.66,57.57,56.37
56.19,55.68,56.33,55.20
56.13,56.82,57.12,55.84
57.45,57.26,57.66,56.84
57.65,58.20,58.32,57.41
58.05,58.12,58.54,57.45
58.53,57.67,58.63,57.47
57.53,56.79,57.86,56.62
56.46,56.60,56.75,56.08
56.99,57.16,57.25,56.57
57.39,58.02,58.26,57.38
58.34,58.52,58.68,58.00
58.38,58.50,58.70,58.09
59.07,59.25,59.38,58.67
59.31,59.14,59.37,58.42
59.06,58.90,59.13,58.52
58.93,59.18,59.33,58.92
59.31,59.05,59.57,58.93
59.35,59.33,59.63,59.08
59.44,59.39,59.49,58.67
59.41,60.18,60.32,59.28
60.37,59.72,60.50,59.57
59.98,60.90,61.29,58.89
60.67,60.46,60.69,59.75
60.21,61.09,61.12,59.71
61.07,61.01,61.35,60.59
61.19,60.85,61.47,60.76
60.79,61.68,62.55,60.02
62.39,63.54,63.63,62.21
63.37,62.26,63.37,62.08
62.38,62.09,62.51,61.82
62.04,61.71,62.38,61.31
61.39,61.28,61.55,61.10
61.46,61.91,62.16,61.00
61.80,61.52,62.03,61.24
60.98,61.53,61.62,60.94
61.55,61.95,62.05,61.21
61.89,61.68,61.98,61.38
60.96,60.39,61.14,60.17
60.23,60.54,60.80,60.11
60.00,59.49,60.16,59.47
59.49,59.82,60.02,59.03
59.79,59.27,59.79,58.98
59.52,59.94,60.18,59.41
60.04,59.83,60.22,59.53
59.88,59.37,60.05,59.36
58.69,57.76,58.73,57.75
57.89,57.77,58.39,57.74
57.75,57.92,58.44,57.36
58.08,57.79,58.20,57.54
58.52,58.16,59.15,57.62
58.25,58.95,59.38,58.12
58.89,58.92,59.32,58.77
59.02,58.38,59.02,57.76
58.52,59.05,59.05,58.38
59.45,59.92,60.05,59.26
59.95,60.82,60.95,59.84
60.90,60.87,61.18,60.51
61.06,61.04,61.16,60.87
62.02,61.87,62.12,61.67
61.87,62.22,62.30,61.83
62.10,62.87,62.96,61.87
62.96,62.16,63.00,61.94
62.27,62.32,62.66,62.01
62.01,62.01,62.45,61.76
61.93,62.02,62.52,61.89
62.15,62.21,62.46,61.90
62.16,62.51,62.65,62.09
62.08,62.21,62.49,61.95
61.52,61.99,62.21,61.29
62.61,63.42,63.43,62.60
62.99,63.21,63.21,62.53
62.91,62.91,63.19,62.18
62.82,63.73,63.94,62.78
63.17,62.92,63.48,62.92
62.84,62.15,63.12,62.11
62.27,62.28,62.54,61.96
63.04,63.61,63.65,62.96
63.63,64.48,64.50,63.46
64.05,64.49,64.65,63.61
64.21,64.33,64.78,64.10
64.79,65.64,65.73,64.59
65.48,66.11,66.18,65.32
66.15,65.78,66.15,64.95
65.46,65.50,65.87,65.06
65.78,66.06,66.51,65.76
65.95,65.61,66.01,65.12
65.85,66.14,66.18,65.31
66.10,66.30,66.33,65.85
66.24,66.47,66.79,65.98
66.68,67.00,67.00,66.51
64.68,65.02,65.78,64.01
64.77,64.98,65.33,64.65
65.17,65.10,65.45,64.90
65.01,65.06,65.15,64.49
65.00,64.45,65.06,64.38
64.58,64.82,65.04,64.48
64.92,64.26,65.58,64.22
64.44,65.75,65.82,64.37
65.57,65.68,65.98,65.50
65.40,65.25,65.79,64.99
65.39,66.27,66.27,65.24
66.28,67.47,67.50,66.20
67.20,67.48,67.52,66.42
67.19,66.90,67.48,66.77
66.90,66.28,67.01,66.22
66.34,66.21,66.58,66.03
66.22,66.54,66.79,66.08
66.23,66.57,66.69,66.19
66.50,66.22,66.81,66.11
66.25,66.44,66.78,66.25
66.67,66.44,66.70,66.26
66.56,66.37,66.96,66.35
66.35,66.25,67.23,66.12
66.02,65.54,66.31,65.13
65.52,65.71,66.14,65.22
65.45,65.70,66.35,65.35
66.42,66.64,66.73,66.10
66.54,66.45,66.81,66.24
66.21,66.27,66.39,66.00
66.23,65.72,66.25,65.59
65.82,65.64,65.99,65.54
65.67,65.96,66.25,65.61
66.18,66.36,66.62,65.97
66.37,66.01,66.44,65.87
66.27,66.59,66.68,65.47
66.24,66.00,66.40,65.90
65.91,65.65,66.50,65.55
66.09,66.35,66.60,65.99
66.23,66.48,66.54,66.15
66.41,67.11,67.43,66.32
67.15,67.25,67.38,66.87
67.25,66.69,67.62,66.65
66.87,66.80,67.01,66.58
66.63,65.96,66.69,65.81
66.08,66.15,66.54,66.04
66.20,64.88,66.28,64.32
65.03,65.09,65.53,64.87
64.98,64.63,65.17,64.41
64.69,64.27,64.85,64.09
64.58,65.17,65.26,64.10
64.83,64.10,65.01,64.00
64.39,64.70,64.81,64.22
64.71,64.94,65.11,64.68
64.79,64.83,65.15,64.55
64.81,64.71,65.47,64.62
64.92,64.83,65.28,64.41
64.86,64.40,64.99,64.25
64.20,63.56,64.30,63.26
63.29,62.29,63.61,62.29
62.18,61.79,62.57,61.34
61.84,62.45,62.54,61.84
61.74,62.12,62.85,61.73
62.55,63.20,63.35,62.45
62.24,62.78,63.35,62.02
62.86,60.72,62.92,60.69
60.98,61.47,61.64,60.81
61.90,61.76,62.31,60.45
61.60,61.73,62.00,61.37
61.77,62.68,62.79,61.48
62.51,62.43,63.00,62.15
62.42,62.41,62.62,61.79
62.33,62.75,62.95,62.30
62.18,62.79,62.82,62.00
62.67,63.13,63.25,62.66
63.09,63.03,63.15,62.84
62.74,62.44,63.65,62.40
62.57,62.92,63.06,62.34
62.97,62.32,63.00,62.13
62.26,62.30,62.88,62.26
62.33,62.52,62.84,62.15
62.78,62.60,62.99,62.41
62.50,63.38,63.40,62.49
63.39,64.08,64.48,63.38
63.37,64.02,64.30,63.00
64.58,65.13,65.28,64.44
64.97,65.01,65.09,64.59
65.11,65.22,65.62,65.09
65.57,65.61,66.01,65.29
65.62,65.54,65.88,65.20
65.66,64.95,65.66,64.73
64.61,64.89,65.05,64.50
65.08,64.18,65.20,64.03
64.07,64.11,64.59,63.90
64.44,63.82,64.61,63.66
64.02,64.31,64.58,63.98
64.34,63.36,64.45,63.00
63.23,63.21,63.65,62.94
63.35,62.98,63.54,62.93
63.23,62.69,63.49,62.69
63.06,62.94,63.39,62.85
63.37,62.71,63.44,62.68
62.66,62.27,62.71,62.10
62.46,62.66,63.15,62.35
63.06,63.04,63.22,62.80
63.47,63.32,63.62,63.01
63.04,63.46,63.84,62.93
63.79,64.02,64.18,63.57
64.36,63.28,64.47,63.22
63.23,61.72,63.28,61.72
61.50,62.35,62.52,61.19
62.65,62.99,63.08,62.08
63.04,61.76,63.38,61.76
61.41,60.83,62.29,60.79
61.49,61.19,61.80,60.60
61.29,61.63,61.81,60.87
62.14,62.61,62.63,62.00
62.52,63.05,63.23,62.52
62.65,62.69,62.96,62.51
62.65,62.78,63.05,62.31
62.79,62.70,62.90,62.45
62.92,62.16,62.92,61.84
62.01,61.84,62.13,61.55
62.23,61.85,62.36,61.14
62.14,63.36,63.50,62.12
62.00,62.72,62.91,61.86
62.69,63.17,63.49,62.43
63.18,63.15,63.53,62.70
62.80,62.68,63.02,62.45
62.28,61.85,62.40,61.83
62.11,62.59,62.61,61.94
62.53,63.02,63.25,62.50
62.97,62.98,63.17,62.47
63.16,63.34,63.38,62.92
63.45,63.73,63.90,63.25
63.53,62.90,63.59,62.81
62.52,61.89,62.61,61.25
61.85,61.46,61.85,60.98
60.92,62.15,62.30,60.91
62.09,61.59,62.13,61.07
61.93,62.17,62.24,61.69
62.05,61.86,62.05,61.24
61.20,61.31,61.68,61.03
61.24,61.34,61.88,61.00
61.35,60.95,61.52,60.87
61.05,61.44,61.59,60.94
61.43,61.23,61.51,61.07
61.50,61.47,61.88,61.20
61.47,61.41,61.68,61.24
61.44,61.93,62.32,61.44
61.98,61.95,62.05,61.61
62.02,62.53,62.78,61.92
62.45,63.07,63.49,62.41
63.03,63.29,63.52,62.87
62.91,62.40,63.18,62.40
62.40,62.08,62.59,61.89
62.09,61.96,62.48,61.82
61.81,62.14,62.35,61.64
61.98,62.96,63.16,61.92
63.10,63.03,63.12,62.65
63.05,62.82,63.06,62.54
63.02,63.10,63.36,62.74
63.19,62.95,63.22,62.68
62.81,62.47,63.07,62.45
62.12,62.60,62.62,62.07
62.54,62.63,62.70,61.98
62.49,62.72,62.85,62.25
62.55,62.25,62.82,62.15
62.26,62.66,62.95,62.26
62.81,62.53,63.14,62.34
62.85,63.29,63.55,62.75
63.16,63.42,63.44,62.76
63.40,62.82,63.40,62.69
62.93,62.92,63.15,62.75
62.13,62.42,62.65,62.13
62.24,62.66,62.74,62.07
63.02,62.80,63.26,62.64
62.72,62.84,63.18,62.53
63.14,63.11,63.23,62.62
63.15,63.18,64.20,62.79
63.37,63.71,63.79,63.05
63.46,63.59,63.93,63.34
63.69,63.62,63.91,63.48
63.65,63.59,63.80,63.23
63.74,63.93,64.02,63.53
63.90,63.59,64.11,63.36
63.52,63.65,63.69,62.93
63.60,63.14,63.69,62.69
61.38,61.38,61.80,60.53
60.93,59.74,61.20,59.64
59.27,59.12,59.65,58.50
59.12,59.03,59.17,58.52
58.94,58.67,59.29,58.51
58.61,59.02,59.23,58.61
59.23,58.68,59.56,58.56
58.80,59.19,59.22,58.52
59.22,59.20,59.48,58.87
59.06,59.33,59.47,59.06
59.50,59.64,59.73,59.25
59.65,60.11,60.18,59.60
60.34,60.10,60.42,59.43
60.01,60.92,60.95,59.98
60.85,60.87,60.95,60.61
60.70,60.93,61.11,60.59
60.98,61.01,61.45,60.65
61.07,60.55,61.18,60.51
60.92,60.84,61.16,60.61
60.89,61.04,61.30,60.89
61.30,61.39,61.64,61.09
61.11,61.24,61.50,60.82
61.27,61.24,61.48,61.09
61.52,61.26,61.76,61.07
61.62,61.08,61.64,61.02
61.30,61.24,61.65,61.07
61.01,61.46,61.48,61.00
61.42,61.05,61.51,60.87
61.06,60.52,61.08,60.39
60.56,59.84,60.85,59.57
59.57,59.79,59.89,59.50
59.85,59.79,60.13,59.39
59.79,59.84,60.03,59.35
59.46,58.94,59.66,58.78
59.03,58.33,59.03,58.28
58.52,58.69,58.86,58.52
58.81,58.40,59.00,58.10
58.41,58.54,58.61,58.25
58.47,57.86,58.55,57.86
57.93,58.62,58.70,57.93
58.32,58.08,58.52,57.86
58.11,58.50,58.69,57.99
57.91,58.47,58.60,57.70
58.40,58.25,58.56,58.07
58.01,57.56,58.05,57.40
57.56,57.67,57.83,57.14
57.96,57.84,58.22,57.62
58.13,57.80,58.41,57.56
57.59,57.08,57.94,57.06
57.17,57.80,57.82,56.59
57.69,56.93,57.77,56.85
56.91,56.52,57.42,56.50
56.46,56.00,56.77,55.94
56.05,56.84,57.15,56.01
56.01,55.80,56.54,55.03
55.02,55.86,56.17,54.99
56.54,57.01,57.04,56.14
56.89,57.22,57.24,56.55
57.71,58.17,58.25,57.49
58.14,57.68,58.41,57.67
58.30,58.08,58.38,57.94
58.02,58.54,58.63,57.87
58.34,58.75,58.90,58.19
58.92,59.54,59.56,58.76
60.24,59.90,61.02,59.38
59.60,60.04,60.26,59.38
60.50,59.73,60.72,59.33
59.86,59.33,59.96,59.15
59.25,59.48,59.82,59.11
59.71,59.79,59.81,59.17
59.79,59.53,59.79,59.19
58.84,58.89,59.05,58.58
58.80,59.06,59.13,58.68
59.18,59.04,59.42,58.90
58.70,59.21,59.24,58.54
59.22,59.14,59.41,58.92
59.08,59.31,59.40,58.97
58.77,59.13,59.15,58.43
59.14,59.10,59.28,58.95
59.10,59.06,59.16,58.86
58.67,59.00,59.13,58.55
59.68,59.76,59.97,59.57
60.00,60.21,60.25,59.78
60.20,60.00,60.30,60.00
60.00,59.68,60.12,59.52
59.83,59.73,60.08,59.67
59.58,59.27,59.61,59.10
59.31,59.62,59.68,59.26
59.58,59.70,60.03,59.37
59.72,59.43,59.72,59.00
59.53,59.51,59.75,59.26
59.50,59.98,60.19,59.27
59.29,59.79,59.80,59.10
59.51,59.44,60.22,59.40
59.53,59.57,59.95,59.44
59.09,58.28,59.44,58.25
58.39,57.53,58.52,57.37
57.21,57.81,58.82,57.05
58.04,59.07,59.16,57.97
59.75,60.32,60.32,59.50
60.28,61.18,61.34,60.27
61.33,61.66,61.67,61.15
61.72,61.94,62.16,61.54
62.00,61.94,62.30,61.67
62.00,61.94,62.21,61.89
61.91,62.00,62.46,61.71
61.75,61.98,62.30,61.62
62.06,61.09,62.17,61.05
61.50,61.08,61.61,60.66
60.44,59.48,60.55,59.24
59.41,58.95,59.55,58.79
59.45,59.32,59.96,59.09
59.74,59.90,60.32,59.46
60.06,58.63,60.17,58.55
58.61,58.29,58.75,57.94
58.69,58.00,59.06,57.60
57.20,57.55,57.97,56.97
57.35,57.36,58.27,57.30
57.29,58.18,58.20,57.17
58.38,58.01,58.50,57.48
57.79,58.10,58.22,57.46
58.36,59.15,59.24,58.02
59.20,58.73,59.22,58.70
58.60,59.02,59.19,58.35
58.52,58.51,58.90,58.13
58.81,57.36,58.97,57.34
57.42,57.65,57.82,56.95
57.10,57.08,58.07,56.91
56.90,58.17,58.27,56.41
58.55,59.09,59.16,58.36
60.02,60.68,61.28,60.02
60.32,60.98,61.03,60.24
61.16,61.28,61.49,60.86
60.94,61.14,61.49,60.76
61.17,61.45,61.58,60.89
61.46,61.83,62.00,61.30
61.48,61.80,62.06,61.37
61.76,62.13,62.23,61.51
61.92,62.35,62.66,61.69
62.08,61.75,62.27,61.65
61.63,61.78,62.00,61.44
61.34,62.13,62.14,61.02
61.88,61.43,61.88,61.23
61.39,62.06,62.15,61.33
62.06,61.95,62.19,61.73
61.94,62.18,62.23,61.78
62.16,62.25,62.74,61.95
62.19,62.57,62.67,62.02
62.33,62.28,62.69,62.15
61.86,62.35,62.50,61.72
62.55,62.80,62.93,62.25
62.80,62.16,63.35,62.07
62.36,62.30,62.48,62.21
61.82,61.05,62.17,61.05
61.27,61.49,61.64,61.16
61.90,62.65,62.68,61.86
62.44,62.13,62.62,61.62
62.42,62.96,63.23,62.39
62.52,62.88,63.01,62.46
62.71,63.62,63.91,62.42
63.42,63.09,63.49,62.53
63.32,63.89,64.08,63.09
63.95,63.86,64.62,63.86
63.81,63.60,64.12,63.55
63.53,63.35,63.75,63.18
63.26,63.50,63.72,62.94
63.50,63.55,63.62,63.03
63.71,64.20,64.36,63.63
63.80,64.01,64.21,63.55
63.87,63.57,63.94,63.31
63.50,63.58,63.90,63.32
63.10,63.97,64.42,63.10
64.17,63.79,64.32,63.76
63.93,64.24,64.37,63.64
64.22,64.53,64.74,63.99
64.53,64.52,64.63,64.28
64.33,64.37,64.90,64.23
64.41,64.56,64.86,64.26
64.63,64.72,65.10,64.55
64.68,64.48,64.81,64.35
64.17,63.98,64.26,63.60
64.33,64.45,64.69,64.25
64.62,63.86,64.81,63.43
64.05,64.07,64.16,63.46
63.84,64.17,64.42,63.73
64.28,64.19,64.41,63.93
64.32,64.02,64.52,63.94
63.89,64.42,64.54,63.64
63.09,63.86,64.21,62.14
63.64,63.04,64.09,62.99
63.42,63.11,63.67,62.80
63.37,63.52,63.80,63.30
63.37,63.73,64.20,63.18
64.10,63.54,64.30,63.15
63.64,63.75,64.22,63.37
63.99,64.22,64.31,63.68
64.08,63.89,64.42,63.87
63.73,63.37,63.83,63.32
63.31,63.60,63.84,63.24
63.89,63.77,64.08,63.62
63.71,63.67,63.92,63.20
63.30,63.93,64.06,63.28
64.10,64.25,64.52,63.80
64.18,64.71,65.06,63.92
64.45,62.89,64.53,62.83
62.74,62.71,63.48,62.54
62.49,61.74,62.57,61.63
62.04,62.46,62.82,61.91
62.26,62.56,62.62,61.96
62.64,62.22,62.68,62.05
62.50,62.10,62.63,61.98
62.09,62.26,62.66,61.98
62.31,62.51,62.79,62.21
62.42,62.11,62.67,62.05
62.22,61.81,62.35,61.70
61.72,61.62,62.04,61.58
61.59,61.67,61.89,61.32
61.94,62.52,62.85,61.93
62.63,62.99,63.14,62.51
62.26,62.57,62.90,62.20
62.03,62.05,62.36,61.87
61.94,62.45,62.64,61.85
62.65,62.47,63.00,62.37
62.60,63.09,63.27,62.60
62.90,62.56,63.03,62.52
62.96,62.83,63.10,62.65
62.99,62.85,63.01,62.64
62.72,62.48,62.94,62.44
63.09,63.34,63.81,62.99
63.35,63.69,63.83,63.05
62.99,61.44,63.22,61.40
61.91,62.20,62.51,61.67
63.05,62.43,63.06,62.14
62.37,61.96,62.50,61.63
61.23,61.58,62.03,61.08
61.56,61.77,61.80,60.69
61.32,60.46,61.45,60.23
61.21,60.66,61.39,60.57
61.35,61.71,61.79,61.33
60.76,61.42,61.67,60.58
61.37,61.41,61.74,61.18
61.61,61.79,61.79,61.35
62.14,62.22,62.43,61.82
62.19,61.59,62.19,61.19
61.67,61.56,61.86,61.06
61.67,61.80,62.12,61.50
61.81,61.88,62.13,61.62
61.89,61.86,62.14,61.63
61.86,61.92,62.44,61.77
61.48,61.53,61.75,61.14
61.81,62.33,62.47,61.40
62.19,64.54,64.63,62.13
64.32,64.04,64.66,63.89
64.12,64.05,64.30,63.92
63.94,64.03,64.03,63.39
64.04,63.93,64.50,63.84
64.36,64.10,64.78,64.07
64.10,63.68,64.26,63.58
63.64,64.04,64.07,63.45
64.40,64.92,64.99,64.38
64.12,64.24,64.52,63.84
63.88,64.11,64.27,63.11
64.13,64.17,64.61,63.96
64.20,64.76,64.78,64.14
63.97,64.53,64.58,63.50
64.35,64.58,64.64,64.30
63.70,63.05,63.96,62.75
62.49,61.25,62.66,61.22
60.68,59.20,61.04,59.17
55.66,56.29,57.95,51.41
57.98,55.23,57.98,55.17
56.57,56.92,57.04,55.63
57.81,58.63,58.77,57.35
58.30,58.67,58.72,58.02
58.12,58.60,58.81,57.92
57.21,56.65,57.61,56.43
57.38,57.45,57.51,56.60
57.65,57.55,58.09,57.30
56.69,56.39,56.95,56.19
57.34,57.57,57.59,57.12
58.49,56.99,58.68,56.90
57.66,57.70,57.96,57.06
57.46,58.14,58.17,57.36
58.11,57.80,58.22,57.64
58.14,58.57,58.76,57.90
58.56,58.84,58.97,58.36
58.90,58.11,59.08,57.94
57.13,57.15,57.70,56.92
57.45,57.70,58.05,57.30
56.88,57.04,57.27,56.61
57.10,57.42,57.50,56.81
56.83,57.49,57.63,56.83
57.97,57.83,58.38,57.58
57.37,57.01,57.55,56.82
57.11,57.72,57.81,56.88
58.30,58.13,58.70,57.81
58.14,57.96,58.47,57.52
56.90,58.47,58.48,56.78
58.80,59.32,59.60,58.59
59.22,59.43,59.64,59.06
59.84,60.29,60.39,58.82
60.17,60.81,61.01,59.94
60.86,60.76,61.31,60.43
60.77,60.83,61.04,60.60
60.53,60.51,61.17,60.44
60.40,59.74,60.40,59.60
60.29,60.90,60.96,59.79
61.16,61.34,61.55,61.03
61.17,61.03,61.42,60.78
61.07,61.28,61.42,60.32
61.53,61.34,61.74,61.26
61.70,62.22,62.55,61.66
62.51,63.45,63.47,62.40
63.37,63.51,63.70,63.22
63.14,63.15,63.72,62.87
63.02,63.98,65.19,62.28
64.03,64.42,64.60,63.47
64.40,63.75,64.50,63.75
63.93,64.51,64.60,63.92
64.18,64.04,64.44,63.88
64.04,64.17,64.37,63.87
64.19,64.17,64.51,63.98
64.32,64.32,64.99,64.00
64.30,63.56,64.36,63.30
63.45,64.31,64.57,63.45
64.42,64.37,64.60,64.12
63.76,63.32,64.34,63.29
63.27,63.22,63.58,62.88
62.68,63.67,63.68,62.27
63.80,63.50,64.21,63.30
63.75,64.92,65.00,63.47
64.99,65.37,65.42,64.76
65.52,65.66,66.23,65.31
65.70,65.40,65.89,65.33
64.91,65.39,65.61,64.88
65.39,65.10,65.54,65.06
65.30,65.30,65.60,65.12
65.30,65.24,65.56,64.90
65.48,65.99,66.09,65.39
65.94,65.59,66.53,65.51
65.71,63.10,65.71,62.62
63.14,63.52,63.64,62.80
63.39,62.80,63.67,62.44
62.21,62.12,62.30,61.66
61.91,61.26,62.61,60.98
61.18,61.09,61.59,60.97
60.12,59.71,60.80,59.39
60.02,59.54,60.18,58.99
60.18,60.92,61.28,60.18
61.22,61.70,61.96,60.98
61.71,60.38,61.72,60.38
59.97,58.29,60.00,58.29
58.39,58.48,58.90,58.09
58.58,59.28,59.48,58.49
59.80,60.32,60.42,59.66
60.21,60.18,60.54,60.00
59.97,60.39,60.42,59.81
60.77,60.94,61.16,60.51
60.85,60.52,61.06,60.42
60.15,59.90,60.55,59.85
58.79,59.18,59.18,58.20
59.17,59.10,59.63,58.74
58.33,58.20,58.61,57.95
57.12,57.21,58.00,56.93
57.67,56.71,57.79,56.61
57.02,57.08,57.29,56.27
57.63,57.80,57.94,57.02
58.32,56.91,58.84,56.67
57.02,57.32,57.89,56.51
56.02,56.61,57.03,55.88
57.08,56.49,57.27,56.11
55.45,55.55,56.18,54.57
55.74,55.82,56.46,55.35
56.72,57.27,57.32,56.55
57.24,56.55,57.63,56.44
57.03,57.52,57.81,56.94
57.41,57.45,58.27,56.91
57.89,58.31,58.49,57.41
57.98,57.96,58.09,56.55
57.36,56.51,57.56,56.31
56.73,57.28,58.62,55.74
58.40,57.32,58.83,56.08
57.14,58.02,58.11,56.96
57.97,58.21,58.49,57.66
57.39,58.00,58.20,57.04
57.51,57.93,58.36,57.05
58.30,57.49,58.86,57.43
55.61,55.60,56.60,55.24
56.52,57.31,57.38,56.26
58.10,58.13,58.36,57.35
58.75,59.07,59.37,58.70
59.08,59.16,59.41,58.81
58.98,59.32,59.35,58.54
59.81,59.70,60.06,59.43
59.64,59.37,59.78,59.25
58.73,59.63,59.82,58.46
59.72,60.33,60.35,59.15
60.58,60.17,60.77,60.02
60.18,59.52,60.44,59.52
59.92,61.07,61.16,59.92
61.02,61.41,61.45,60.78
61.26,60.98,61.38,60.75
61.23,61.03,61.37,60.69
60.58,60.55,60.98,60.37
60.11,60.06,60.58,59.32
60.43,60.43,60.77,59.66
60.53,60.37,61.00,59.87
61.12,62.27,62.35,60.96
61.84,61.65,62.08,61.51
61.23,61.55,61.66,61.05
61.45,62.46,62.62,61.25
62.33,63.39,63.78,61.86
63.66,63.52,63.95,63.01
63.25,63.28,63.68,63.12
63.06,63.34,63.73,62.85
63.46,63.40,63.67,63.19
62.91,62.70,62.94,62.34
62.79,63.16,63.41,62.79
62.93,63.18,63.35,62.65
63.50,63.73,64.33,63.40
63.73,63.14,63.97,63.08
63.00,64.12,64.17,62.83
64.14,63.59,64.15,63.46
63.21,63.72,64.10,63.21
63.71,63.66,63.92,63.23
63.18,63.00,63.63,62.59
63.48,63.91,64.09,63.45
64.02,64.04,64.61,63.92
64.27,65.53,65.60,64.08
65.94,66.45,66.45,65.75
66.80,66.97,67.34,66.67
66.91,66.88,67.23,66.65
66.73,67.21,67.30,66.42
67.25,67.56,67.63,67.17
67.77,68.05,68.31,67.63
67.55,67.40,68.08,67.34
67.51,67.92,68.16,67.44
67.64,67.87,68.00,67.21
68.04,68.00,68.68,67.74
67.90,69.32,69.47,67.82
69.06,69.01,69.60,68.76
68.82,68.97,69.22,68.52
68.47,69.13,69.30,68.34
68.77,68.97,69.04,68.26
68.62,68.43,68.76,68.02
68.48,68.66,68.98,68.41
68.42,68.85,68.91,68.18
68.65,68.64,68.98,68.39
68.42,69.18,69.24,68.23
68.74,68.76,69.30,68.55
69.21,69.24,69.44,68.77
69.12,68.87,69.69,68.80
68.56,69.02,69.28,68.46
69.03,68.44,69.15,68.26
68.41,69.00,69.39,68.25
68.84,68.60,68.96,68.02
68.68,68.73,68.85,68.43
68.47,68.50,68.65,68.22
68.78,69.55,69.80,68.78
69.95,69.85,70.09,69.71
69.77,69.18,69.90,69.15
69.25,69.56,69.56,69.17
69.66,69.46,69.86,68.90
69.01,69.41,69.50,68.75
69.23,69.58,69.59,68.97
68.97,69.12,69.34,68.53
69.36,69.35,69.80,68.87
69.54,69.31,69.74,69.22
69.23,69.90,69.96,69.09
69.55,69.70,69.78,69.25
68.96,68.95,69.34,68.80
68.78,68.37,69.07,68.29
68.29,68.31,68.60,68.10
68.51,68.16,68.73,68.11
67.64,68.81,68.82,67.42
68.78,68.79,69.09,68.54
69.75,69.78,70.21,69.68
70.05,70.55,70.62,69.88
70.69,70.84,71.06,70.55
71.60,71.77,71.97,71.26
68.68,69.26,70.49,68.56
68.45,67.33,68.59,67.13
68.32,68.85,69.11,67.82
69.22,70.08,70.12,69.07
70.19,72.16,72.17,70.00
72.19,72.50,72.80,72.01
71.94,71.50,72.00,71.28
71.27,72.21,72.22,71.18
72.15,71.42,72.16,71.02
72.26,72.49,72.76,71.91
72.50,72.66,73.06,72.50
73.04,73.20,73.53,73.00
73.36,73.28,73.60,73.11
74.00,73.70,74.11,73.70
73.93,73.36,74.14,73.21
73.37,73.21,73.63,73.19
73.05,73.21,73.52,72.90
73.65,73.45,73.76,73.30
73.51,73.33,73.62,73.16
73.47,73.49,73.50,73.17
73.61,73.25,73.61,73.13
73.39,73.69,73.73,73.26
73.59,73.36,73.95,73.34
73.12,73.32,73.51,72.83
71.87,72.28,73.88,71.12
71.91,71.58,72.24,71.33
71.64,71.62,71.80,71.15
71.79,71.97,72.25,71.53
71.79,71.96,72.07,71.51
72.42,73.07,73.32,72.21
73.22,73.08,73.34,72.93
73.00,73.11,73.20,72.72
73.06,73.17,73.18,72.92
73.20,73.07,73.86,73.05
72.89,72.69,73.15,72.60
72.96,72.68,73.15,72.64
72.63,72.20,72.65,72.20
72.41,72.67,72.69,72.25
72.75,72.26,72.75,71.97
72.03,72.88,73.04,71.67
72.25,72.64,72.68,72.12
72.70,72.78,72.99,72.69
72.70,72.70,72.86,72.56
72.52,72.99,73.05,72.51
72.95,72.75,73.58,72.42
72.95,73.70,73.99,72.92
73.78,74.28,74.37,73.78
74.37,74.18,74.50,73.62
74.28,73.87,74.36,73.37
74.08,73.99,74.36,73.65
73.95,73.66,73.95,73.32
73.47,73.53,73.78,73.26
73.54,72.94,73.55,72.90
72.81,72.40,73.34,72.40
72.07,73.42,73.67,71.72
72.64,71.83,72.75,71.69
71.87,71.80,72.26,71.60
71.83,72.34,72.46,71.81
72.02,71.34,72.02,71.30
71.67,72.02,72.32,71.60
72.54,72.45,72.92,72.15
72.92,73.50,73.53,72.79
73.69,73.52,73.95,73.45
73.36,72.74,73.50,72.74
72.31,72.02,72.39,71.75
71.87,72.42,72.61,71.50
72.44,72.47,72.66,71.91
72.42,71.56,72.57,71.27
71.85,71.87,72.28,71.56
71.62,71.57,71.94,71.25
71.70,71.50,71.83,71.20
71.72,71.90,72.08,71.66
72.06,72.07,72.20,71.65
71.67,71.38,72.02,71.24
71.64,71.68,72.02,71.55
71.59,70.98,71.64,70.73
71.02,71.62,71.73,71.01
71.00,70.61,71.26,70.16
71.14,70.96,71.77,70.91
70.98,70.62,71.00,70.56
71.12,70.30,71.22,70.12
70.51,70.54,71.00,70.41
70.32,69.76,70.54,69.66
69.17,69.38,69.55,68.67
69.73,70.02,70.14,69.63
70.00,69.64,70.00,69.32
69.24,69.80,70.01,69.24
70.17,70.21,70.39,69.56
70.48,68.51,70.99,68.22
68.86,68.87,69.18,68.72
69.18,68.39,69.21,67.92
68.39,68.39,68.81,68.17
68.72,68.84,69.22,68.58
69.00,68.56,69.06,68.37
69.48,69.59,69.72,69.36
69.59,70.09,70.43,69.34
70.44,71.60,72.07,69.85
72.22,73.25,73.95,71.72
72.83,72.61,73.31,72.28
72.72,72.28,73.56,72.18
72.07,72.50,72.50,71.58
72.08,71.83,72.34,71.75
71.77,72.39,72.62,71.65
72.36,72.50,72.77,72.15
72.52,71.65,72.85,71.55
71.78,71.18,71.80,70.95
71.45,71.62,71.89,71.11
71.62,71.73,71.91,71.34
71.31,70.99,71.61,70.83
71.11,71.28,71.61,71.07
71.76,71.38,71.93,71.25
71.52,70.48,71.60,70.13
70.00,68.29,70.26,68.15
68.64,68.69,68.99,68.18
