BCR,C.R. Bard,NASDAQ
109.80,110.10,110.85,109.46
109.54,109.13,110.34,108.70
109.67,108.75,109.99,108.71
109.47,108.39,109.70,108.17
108.40,108.55,109.07,107.60
108.70,108.68,110.24,107.88
108.54,108.17,109.16,107.65
107.90,107.58,108.68,107.37
107.20,107.30,107.69,106.72
107.53,108.41,108.41,107.20
108.75,109.09,109.71,108.60
109.22,108.45,109.97,108.23
108.13,109.44,109.59,107.88
109.84,110.46,111.19,109.03
110.39,111.16,111.20,110.36
111.90,112.02,112.07,110.74
111.82,111.99,112.66,111.72
112.13,112.33,112.55,111.88
112.28,113.24,113.50,111.83
113.43,114.17,114.55,112.85
114.00,113.65,114.15,113.21
113.52,113.38,113.71,112.07
114.05,112.54,115.00,112.02
112.57,113.27,113.50,112.20
113.26,114.46,114.48,110.00
114.05,113.80,114.39,113.36
114.31,114.25,114.49,113.01
114.50,114.60,115.35,114.26
114.63,115.67,115.95,114.63
115.67,115.77,116.00,115.06
115.77,115.89,115.99,115.37
115.87,116.42,116.43,115.27
116.02,116.21,116.76,115.68
116.58,116.80,116.99,116.28
116.59,117.37,117.54,116.49
117.03,116.72,117.30,116.37
116.86,116.16,116.99,115.90
115.90,115.41,116.24,115.01
114.94,113.47,115.23,113.38
112.27,111.82,113.13,111.24
111.83,112.43,113.05,111.59
112.37,113.90,113.91,111.37
113.63,114.07,114.47,112.94
113.99,114.54,114.84,113.44
114.37,114.51,114.74,113.70
114.58,115.40,115.70,113.99
114.02,113.20,115.03,113.11
113.24,114.15,114.39,112.97
114.40,115.71,115.89,113.88
115.52,114.87,115.64,114.53
115.33,114.66,115.97,114.07
114.56,116.73,116.77,113.66
116.46,116.78,117.17,116.05
116.98,117.81,118.23,116.07
117.80,118.62,118.63,116.62
119.06,119.14,119.37,118.73
119.24,119.43,119.99,119.01
119.29,118.60,119.64,118.34
117.78,118.62,118.70,117.41
119.72,119.37,119.98,118.95
119.62,119.28,119.78,119.00
119.46,120.55,120.55,119.23
120.86,120.10,121.16,119.95
120.00,118.45,120.65,118.44
118.55,117.64,118.88,117.29
117.64,116.76,117.88,116.50
116.66,116.00,117.11,115.84
116.31,116.22,116.65,115.83
116.03,115.74,116.45,115.58
115.36,115.20,115.37,114.62
115.51,116.28,116.32,114.86
115.16,116.52,116.54,115.16
115.76,114.93,116.32,113.52
115.05,115.86,116.17,114.83
114.99,114.54,115.43,114.52
114.50,113.84,115.03,113.81
114.00,114.37,114.79,113.84
115.32,116.03,116.07,114.39
116.28,119.08,119.11,115.96
118.30,120.29,120.72,118.30
119.89,118.46,120.46,118.35
118.72,120.44,120.66,118.57
119.71,122.83,122.88,118.59
124.11,124.50,128.84,123.82
124.99,126.11,126.23,124.26
126.23,126.96,127.59,126.23
130.26,135.80,138.65,129.60
135.18,134.45,138.79,134.19
134.50,134.55,135.44,134.16
134.50,135.10,135.30,133.95
135.49,135.58,136.13,134.85
139.94,136.42,139.94,135.50
136.40,136.22,136.80,134.79
136.20,136.38,136.66,134.60
136.34,138.06,139.25,136.20
137.01,137.21,137.97,136.50
137.87,137.74,138.78,137.12
137.97,136.51,138.58,136.48
136.19,137.62,137.69,136.19
137.40,137.54,137.85,136.67
136.99,137.72,138.04,136.65
136.73,137.99,138.23,136.66
138.36,138.43,138.99,137.69
138.15,139.05,139.15,137.97
139.05,136.92,139.25,136.89
137.14,137.52,138.73,136.85
137.46,137.85,139.80,136.96
138.44,139.05,139.50,138.10
139.27,139.85,141.02,138.84
140.00,139.29,140.98,139.09
138.75,138.58,140.00,138.53
138.58,139.22,139.91,138.58
139.62,138.88,139.76,138.70
139.18,138.70,139.64,138.45
137.71,138.16,138.65,137.52
137.74,137.21,138.44,136.00
136.97,136.62,137.58,136.47
137.93,137.44,138.21,137.22
136.92,137.83,138.44,136.92
137.49,137.54,138.00,136.78
137.32,135.06,137.77,134.97
134.59,133.70,135.59,133.52
133.69,133.60,134.34,133.06
133.18,133.32,134.62,133.07
133.10,132.17,133.47,131.86
131.62,133.67,134.03,131.58
132.84,131.96,133.33,131.39
132.34,132.15,132.36,131.75
132.31,132.32,133.10,130.73
132.48,133.29,133.59,132.35
133.48,133.74,134.10,133.11
133.99,133.29,133.99,133.23
133.42,133.64,134.76,133.02
133.54,133.94,134.43,133.09
134.00,131.83,134.15,131.60
131.81,131.13,132.46,130.99
130.24,129.31,130.24,128.14
130.02,130.89,132.23,130.02
132.05,132.73,132.75,131.37
132.91,134.75,134.76,132.75
134.67,134.41,134.85,133.10
133.82,133.69,135.12,133.24
133.65,135.41,135.55,133.56
135.26,136.00,136.00,134.88
135.62,136.39,136.53,134.26
136.30,135.21,137.00,134.81
136.38,136.02,136.89,135.56
136.00,136.32,136.62,135.93
135.44,135.94,136.16,134.79
135.52,133.09,135.52,133.06
132.69,129.87,132.71,129.82
130.04,130.75,131.83,129.83
130.44,130.31,132.12,129.67
131.47,131.02,131.84,129.78
130.00,129.59,131.26,125.53
129.14,125.42,130.20,125.00
126.09,128.11,128.29,125.48
127.82,129.14,130.13,127.25
129.13,128.40,130.10,128.10
128.62,131.02,131.20,128.62
130.93,133.14,133.23,130.33
132.93,136.65,136.65,132.66
136.50,136.66,137.37,135.49
135.79,137.89,138.02,135.57
137.47,139.19,139.39,137.10
139.18,140.39,141.56,138.97
140.32,139.13,140.79,138.95
139.06,140.30,140.96,139.05
140.85,141.57,142.24,140.18
141.54,142.44,143.00,141.41
143.01,141.96,143.78,140.65
142.04,143.04,144.06,141.68
142.68,144.69,145.21,142.68
144.62,144.16,145.62,142.96
143.30,141.85,143.99,141.43
143.10,143.64,143.78,142.61
143.43,144.12,144.27,143.36
144.89,143.71,145.55,143.50
144.96,143.71,144.98,142.89
143.90,145.36,145.86,143.50
145.34,145.78,146.35,144.94
144.92,146.43,146.48,144.86
146.53,143.92,147.00,143.59
143.73,144.92,145.34,143.61
145.55,145.97,147.85,144.93
145.92,145.92,146.42,144.92
146.06,145.24,146.92,144.17
145.18,146.57,146.72,144.27
147.64,145.84,148.34,145.59
146.56,142.70,146.62,142.60
142.86,144.90,145.31,142.46
145.63,146.35,147.24,145.48
146.78,145.20,147.19,144.92
145.80,145.50,146.84,144.89
146.60,147.98,148.08,145.74
148.67,149.25,150.13,147.79
148.91,148.78,149.44,148.41
149.01,148.16,149.26,145.78
149.52,148.06,150.12,147.67
144.10,144.25,147.31,143.85
143.58,141.66,144.43,140.80
142.07,142.85,143.28,140.27
143.28,138.29,143.54,137.87
137.80,137.27,138.65,137.06
138.18,138.70,139.75,137.49
139.32,139.13,139.97,136.76
139.46,139.26,140.38,138.45
138.89,139.49,140.60,138.51
139.29,141.13,141.55,139.27
141.25,141.11,143.24,141.04
138.74,136.59,144.20,132.81
136.41,136.23,137.14,135.34
136.00,136.24,136.86,135.42
137.00,136.50,137.00,134.34
136.77,136.65,137.40,136.27
136.79,137.33,137.36,135.70
137.22,138.02,138.42,136.77
138.30,139.80,140.15,137.51
138.94,140.32,140.80,138.35
139.98,140.00,141.32,139.55
140.03,141.21,141.38,138.61
141.52,142.90,144.05,141.05
142.70,144.08,144.23,141.50
144.76,147.15,147.26,144.56
147.36,147.53,147.97,146.04
147.50,146.37,147.50,146.20
145.92,145.96,146.37,144.55
146.25,148.52,149.23,145.52
148.00,148.83,149.82,148.00
148.64,147.29,148.95,146.58
147.73,147.46,147.95,146.83
147.50,146.24,147.50,145.52
146.40,146.62,146.85,145.36
147.15,147.15,147.49,146.40
147.74,147.01,148.43,146.82
147.08,147.89,148.13,146.76
147.44,147.91,148.62,146.98
148.10,148.24,148.41,146.95
147.50,145.94,148.02,145.84
145.51,147.38,147.44,145.50
147.19,147.08,147.26,145.46
147.53,147.92,148.00,146.36
147.87,148.05,148.64,146.37
146.43,141.05,146.50,140.84
140.98,137.98,140.99,137.18
140.00,140.98,141.10,137.26
141.26,137.42,142.60,137.02
137.09,137.85,139.21,136.49
137.75,137.74,138.94,137.24
136.37,138.60,138.64,135.80
138.47,139.08,139.09,138.26
139.67,140.33,140.39,139.40
140.33,140.69,141.13,140.07
140.70,142.14,142.65,140.25
142.26,145.18,146.04,141.63
144.81,144.52,145.76,143.66
144.03,144.23,145.42,143.94
144.50,143.01,144.50,142.79
144.01,145.82,146.03,143.41
145.82,146.16,146.19,144.61
146.05,145.70,146.17,145.31
145.53,146.73,146.95,145.42
146.50,145.91,146.50,145.66
146.50,145.81,146.87,144.71
144.76,145.74,146.26,144.41
145.59,145.72,146.07,144.72
146.25,146.97,147.05,145.75
146.49,146.15,147.35,144.99
146.65,145.11,146.83,144.83
144.34,142.30,145.31,142.07
143.19,144.91,145.25,142.54
143.87,143.50,144.51,141.98
144.30,143.82,144.89,143.63
144.53,145.83,146.04,144.04
146.25,146.95,147.30,145.08
145.14,148.85,149.90,144.74
148.75,153.13,154.16,148.54
153.23,150.25,154.00,150.02
150.75,151.41,151.90,150.02
150.47,149.23,151.38,149.23
149.22,149.48,149.78,148.11
149.97,151.52,151.90,148.76
150.77,150.49,151.95,150.23
150.00,149.93,150.95,149.17
150.30,147.92,150.30,147.53
147.94,148.63,148.76,147.00
149.39,149.07,149.39,148.26
149.04,149.27,149.80,148.54
149.62,151.69,151.73,149.62
151.89,151.02,152.20,150.23
151.46,149.83,151.46,149.02
150.86,150.70,151.38,150.30
151.18,149.88,151.32,149.87
149.99,149.00,150.00,148.26
149.72,148.70,149.76,148.55
149.04,147.00,149.04,146.97
147.94,149.04,149.41,147.50
149.33,149.64,149.86,148.71
149.81,148.61,149.92,148.08
147.88,147.60,148.43,147.03
147.68,148.44,148.64,147.19
148.69,149.36,149.52,148.60
149.71,149.42,149.96,149.28
149.97,149.36,150.50,149.11
149.45,150.16,150.38,148.26
150.00,149.37,150.09,148.83
149.32,148.84,149.85,148.61
148.98,149.19,149.59,148.81
148.71,149.87,149.93,147.88
149.46,147.93,149.65,147.04
147.77,146.98,147.80,146.57
146.25,147.28,147.44,145.14
147.54,145.98,147.85,145.27
146.30,146.88,147.13,145.91
147.00,147.23,147.69,146.36
147.00,147.11,147.60,145.73
146.29,145.02,147.08,145.01
144.88,145.39,145.96,144.54
145.28,144.06,145.73,143.70
144.03,143.60,144.50,143.41
142.76,143.37,143.72,142.52
143.21,142.71,144.07,142.66
142.84,142.23,143.01,141.49
142.61,144.78,144.96,142.23
145.43,146.26,146.64,145.25
147.33,149.24,149.94,147.04
148.04,147.92,149.45,147.28
148.02,151.49,151.49,147.42
151.52,148.88,151.98,148.80
148.94,149.89,151.76,148.94
149.69,149.76,151.33,148.49
150.22,150.72,153.58,150.22
149.36,147.79,150.23,145.56
146.27,144.77,147.51,144.39
145.79,145.27,146.33,144.42
145.38,146.72,146.90,145.38
147.84,149.22,149.49,147.84
149.32,147.98,149.97,147.90
150.00,154.23,156.18,149.89
155.10,156.97,157.84,155.10
156.95,158.67,158.98,156.48
158.73,160.23,160.23,158.55
160.34,159.68,161.52,158.49
158.93,160.99,161.10,158.93
162.75,163.97,164.91,162.34
163.84,162.87,164.30,162.62
162.72,163.62,163.75,162.59
164.28,164.58,164.76,163.47
165.00,164.97,165.46,164.27
164.70,162.38,164.96,161.89
162.50,163.87,163.87,161.79
163.87,164.27,164.67,162.85
163.49,165.21,165.31,162.68
165.21,165.59,166.63,164.39
165.17,164.04,165.91,163.53
164.17,164.81,164.83,163.87
165.00,167.36,167.66,164.98
166.24,166.67,166.99,166.02
166.31,167.11,167.20,165.30
168.92,166.50,169.09,166.24
166.97,167.65,167.75,166.68
167.90,166.45,167.92,166.10
167.18,167.17,167.93,166.59
168.00,167.35,169.19,167.19
167.24,170.04,170.58,166.54
170.25,170.99,171.65,170.25
171.33,172.40,174.13,170.52
171.90,172.47,173.84,171.44
172.15,172.37,174.46,172.02
172.44,172.68,174.38,172.01
171.30,170.10,171.53,169.82
169.82,167.47,170.39,167.34
167.98,169.15,170.21,167.41
167.82,167.49,169.47,167.43
167.98,166.21,168.83,164.43
166.02,165.84,169.05,165.37
166.29,168.87,169.73,166.10
170.62,171.58,171.75,169.97
171.50,169.50,172.76,169.44
169.61,169.51,171.00,168.90
170.25,169.54,170.30,168.23
169.46,169.10,169.95,168.71
169.30,168.40,169.89,168.10
168.13,168.71,169.15,167.44
168.83,168.66,169.74,168.32
169.15,166.62,170.23,166.52
167.00,167.48,168.52,166.27
163.96,164.99,166.72,163.08
165.48,165.56,166.54,163.61
166.66,170.44,170.46,166.01
171.95,174.87,175.00,171.38
175.04,173.71,175.85,173.35
174.88,174.07,175.04,173.26
175.17,173.50,177.20,171.93
171.53,174.00,174.25,171.30
174.26,172.84,174.54,172.74
172.15,174.06,174.23,171.28
175.97,175.77,177.04,174.74
175.78,176.33,177.24,175.12
176.99,178.59,178.99,175.66
178.55,178.20,180.35,177.75
177.27,178.45,178.65,175.95
177.42,177.27,178.15,175.50
177.42,175.15,178.89,174.79
175.31,176.94,176.97,173.53
173.65,171.03,176.49,168.83
170.76,170.07,170.76,166.56
170.74,172.56,172.74,169.44
172.16,172.58,174.14,171.73
173.39,173.81,175.32,172.99
174.30,172.00,175.96,171.46
171.81,168.91,171.85,168.62
170.20,173.17,173.39,169.83
173.30,173.67,174.72,172.89
173.60,174.88,175.10,172.13
174.38,175.38,175.90,173.27
175.39,174.69,175.85,173.99
174.73,176.02,176.19,174.38
175.25,175.55,175.73,174.15
175.06,177.02,177.15,173.97
176.46,176.05,177.57,175.60
174.85,174.48,176.09,173.60
174.09,171.62,174.60,170.67
171.95,170.94,172.91,170.66
170.89,169.14,171.58,169.02
169.87,168.30,170.64,167.29
167.32,167.18,168.03,165.79
167.09,167.66,168.61,165.66
167.57,170.28,170.81,167.50
169.47,166.67,169.68,166.34
166.53,167.44,167.84,165.96
166.17,165.43,166.72,165.19
165.52,164.52,167.28,164.04
164.73,166.76,167.02,164.52
166.79,165.70,167.79,164.60
166.71,168.70,169.66,166.71
167.54,166.90,168.42,166.32
166.81,168.28,169.32,164.89
168.01,170.69,170.98,167.42
172.00,171.48,172.87,171.34
171.48,169.46,173.04,169.45
168.89,168.47,170.81,168.45
169.05,166.65,170.56,166.57
166.62,166.66,168.28,165.20
167.30,167.71,168.46,166.25
168.59,169.37,170.22,167.67
168.49,167.35,170.34,166.87
167.17,165.24,167.17,163.81
165.51,167.93,168.33,164.62
166.58,167.92,169.57,166.09
167.68,169.25,170.17,167.29
169.35,168.93,170.26,168.04
169.46,170.51,170.92,168.39
169.93,170.48,171.39,169.78
170.45,171.28,172.00,169.71
170.93,170.13,171.68,169.50
170.38,169.34,170.58,169.21
168.88,170.87,171.04,168.24
169.72,171.06,172.00,169.16
171.57,173.96,174.40,171.06
174.40,174.85,175.69,173.97
175.04,175.09,176.14,174.48
174.07,176.25,176.47,173.36
178.00,175.38,180.94,175.04
176.27,171.62,177.00,171.32
170.85,170.24,171.51,168.69
170.10,165.87,170.32,165.42
165.42,166.58,167.44,164.95
168.04,169.56,169.60,167.59
169.70,170.94,171.45,169.56
170.11,168.14,171.10,167.52
168.51,167.24,168.88,166.29
167.30,167.46,168.74,166.45
168.02,170.29,170.74,168.02
170.08,168.95,170.18,168.49
167.99,167.16,168.76,166.80
168.12,167.91,168.47,166.53
169.30,172.12,172.19,168.10
172.18,173.68,173.76,171.50
173.14,173.33,174.10,172.42
173.27,173.83,174.58,172.13
173.42,173.04,174.44,172.71
172.73,172.38,173.44,171.69
172.53,171.95,172.98,171.34
171.85,170.41,172.15,169.89
171.75,171.99,172.67,170.89
171.16,170.70,172.93,170.36
170.89,170.32,171.62,169.65
170.68,172.59,173.85,170.42
171.80,172.11,173.22,170.96
172.27,171.62,172.90,171.08
170.77,170.52,171.51,169.45
170.35,170.59,170.80,168.85
170.17,170.82,171.80,170.17
170.75,168.25,170.75,168.19
168.86,170.67,171.16,168.31
171.27,171.45,171.93,170.70
170.29,170.51,171.39,169.61
169.12,169.27,169.98,167.36
169.00,170.08,170.48,168.23
170.64,170.00,170.99,168.89
170.43,172.47,172.85,170.43
171.99,171.85,172.85,171.23
172.12,173.46,174.68,171.96
174.11,172.97,174.30,172.48
172.93,172.09,173.87,172.09
172.25,172.86,174.16,171.25
173.15,173.54,173.99,172.47
171.69,170.94,173.78,170.70
172.30,170.70,172.88,170.34
171.75,172.77,173.00,171.35
173.48,171.30,173.48,170.55
169.69,171.36,172.37,169.40
171.83,172.63,172.79,169.09
171.62,171.86,172.53,171.06
173.68,171.20,173.94,170.97
173.14,174.54,174.75,172.53
175.00,178.20,178.39,175.00
178.12,179.27,179.56,177.05
179.68,178.23,179.74,178.08
179.09,178.65,179.84,178.13
178.36,178.84,179.00,177.28
179.40,179.50,179.78,177.48
179.66,178.23,179.81,177.97
178.19,179.40,179.66,178.19
179.15,179.45,179.74,177.80
182.10,187.75,190.15,182.10
187.75,190.14,190.31,187.50
191.38,192.95,200.09,189.73
193.68,194.55,194.92,192.86
194.57,193.10,194.67,191.64
194.29,196.65,196.85,193.73
196.64,196.19,198.00,195.07
197.62,196.29,198.66,195.02
197.27,200.10,200.83,196.96
200.50,198.97,202.47,196.71
199.15,198.57,199.37,195.89
199.56,199.08,200.73,198.01
198.74,198.98,199.75,197.69
198.08,197.91,198.36,195.02
197.84,199.02,200.00,197.24
198.59,199.53,199.98,198.36
198.46,199.85,200.73,198.13
199.84,200.01,201.26,199.35
199.00,200.53,201.56,198.37
199.13,195.29,199.26,195.20
193.82,191.50,195.25,191.29
183.32,184.23,188.75,180.93
187.65,184.14,191.31,184.05
187.57,189.44,189.57,183.67
192.96,196.49,197.34,192.08
196.60,197.47,198.08,195.04
197.21,193.79,197.71,193.68
194.60,187.55,194.60,186.33
189.36,191.86,191.87,187.66
188.57,190.39,192.73,187.19
188.18,187.93,189.63,186.71
190.89,192.70,192.76,189.68
194.35,189.26,195.06,189.01
190.49,191.22,192.71,189.33
190.82,192.76,194.42,189.99
192.59,191.40,193.19,190.47
192.35,193.91,194.92,191.15
193.44,194.93,195.23,192.98
194.80,197.24,199.82,194.71
195.83,194.93,197.45,194.74
196.01,196.38,198.56,194.81
195.04,195.65,196.06,193.50
195.53,195.76,198.15,195.15
194.17,195.02,195.48,192.75
196.32,193.17,198.23,191.32
191.63,185.35,191.93,181.71
185.58,185.40,187.74,183.46
188.04,186.31,188.70,183.69
186.55,190.22,190.39,185.78
182.67,193.09,193.11,180.84
193.34,191.46,196.04,190.91
187.24,187.19,190.49,183.13
187.79,186.82,188.51,185.41
186.56,187.02,187.43,183.66
186.37,186.71,187.96,185.02
186.59,189.13,189.14,186.36
188.66,188.20,190.42,188.02
188.43,186.97,189.80,186.73
187.79,192.95,193.16,187.56
194.14,195.17,196.47,192.35
194.75,195.76,196.98,193.00
195.21,192.37,195.47,191.82
193.47,189.65,194.55,188.87
191.22,186.74,191.32,182.92
184.80,179.42,187.30,177.32
179.03,179.33,180.74,177.12
179.29,183.68,183.89,177.65
184.06,184.16,184.51,181.31
183.95,186.19,186.53,182.02
187.01,186.35,188.09,186.11
187.36,190.06,191.01,186.81
189.61,187.81,190.22,187.31
188.59,187.25,189.62,186.50
186.88,185.70,188.93,184.27
185.48,186.05,186.62,183.40
185.89,185.20,186.10,183.87
185.55,186.02,186.25,184.43
186.32,183.95,189.51,183.70
184.68,181.99,185.46,181.74
181.88,182.31,183.95,181.03
181.97,184.77,184.90,181.05
184.87,183.60,185.75,182.69
183.96,185.21,185.51,183.32
184.85,181.96,185.13,181.01
182.73,187.43,188.72,181.78
187.29,187.26,188.35,185.68
185.86,186.24,186.66,184.31
186.26,187.40,187.67,182.51
187.83,187.37,188.75,186.82
187.51,186.82,188.43,186.30
188.45,188.97,190.66,187.15
188.89,188.51,190.12,187.94
188.76,183.26,190.34,182.30
183.70,187.59,187.78,183.40
187.66,189.11,190.57,187.58
188.30,187.83,188.57,186.57
186.56,185.51,188.27,184.58
185.39,184.13,186.67,183.66
181.98,182.93,184.72,181.19
183.00,186.36,186.44,182.67
187.63,187.72,189.24,186.46
188.76,191.40,192.08,188.32
191.03,190.62,192.46,190.10
190.50,187.31,190.50,187.25
187.77,186.98,188.12,185.73
188.08,188.72,188.78,185.83
189.12,187.96,189.48,187.33
187.79,189.87,190.50,187.79
189.48,188.75,190.54,188.47
190.08,191.50,191.99,189.50
191.87,190.69,192.81,190.53
190.08,189.44,190.99,188.88
187.16,183.90,188.06,182.69
184.58,184.80,185.69,183.67
183.01,184.02,185.00,182.17
181.97,184.17,184.81,181.97
184.51,180.18,185.10,179.81
180.48,177.96,181.79,176.58
178.36,178.91,181.58,176.92
179.58,176.10,181.24,175.80
176.48,176.95,178.59,175.88
173.15,176.93,177.70,172.21
179.02,178.69,180.88,177.75
176.69,176.92,177.97,172.72
176.96,178.88,180.10,175.93
180.07,183.07,183.16,180.02
183.48,184.10,186.40,182.60
183.01,183.16,184.53,181.49
183.13,183.29,186.00,181.77
183.11,178.36,183.11,176.95
182.53,183.27,188.20,180.41
182.79,188.08,188.65,182.79
186.96,188.89,189.72,185.80
189.63,185.15,190.45,183.48
184.51,187.13,187.49,182.98
186.92,182.91,186.92,182.07
181.76,179.65,182.14,177.47
177.97,181.44,182.91,177.89
183.00,186.16,188.08,181.69
185.40,181.50,185.40,181.42
182.09,183.70,183.91,180.43
185.54,187.44,187.91,184.59
188.00,188.06,188.63,186.62
187.87,187.33,189.86,186.69
187.47,189.11,189.60,185.72
189.05,189.47,190.49,188.71
189.32,191.51,192.36,189.32
190.85,193.91,193.98,189.72
194.07,196.57,196.68,193.44
196.46,195.70,197.48,195.32
195.26,192.38,196.62,192.38
193.35,194.50,194.99,190.52
193.58,193.02,194.88,192.48
192.57,193.27,193.47,190.98
192.98,194.32,194.71,191.99
193.63,194.05,195.10,192.70
193.34,193.99,195.08,191.96
193.94,195.50,195.52,193.22
195.50,195.45,197.41,194.16
195.97,195.07,196.34,194.73
193.73,195.45,197.50,193.55
193.89,194.33,195.55,193.83
194.31,194.15,195.37,192.97
194.06,193.69,195.08,191.79
194.08,196.81,197.38,193.33
195.89,196.10,196.69,194.93
196.04,197.89,198.71,195.31
198.41,198.85,199.95,197.69
198.03,198.20,198.65,196.37
198.20,199.30,199.45,197.35
199.30,202.37,202.85,198.60
202.05,202.88,203.80,201.44
202.99,202.67,203.68,201.00
202.05,204.69,205.52,201.55
204.15,207.01,207.12,204.00
205.76,202.84,206.28,202.15
202.75,205.42,205.83,202.75
204.72,203.30,205.52,201.80
203.93,203.20,204.88,202.46
202.81,202.89,204.28,202.34
203.19,204.85,205.33,203.19
205.94,206.23,206.51,204.65
206.43,206.09,207.28,205.29
206.02,206.79,207.01,204.65
206.53,208.70,208.78,205.60
209.00,208.79,209.32,207.48
209.00,209.14,209.82,207.60
208.88,207.02,209.77,206.44
207.53,207.23,208.84,205.83
206.60,206.93,207.64,206.25
207.50,205.53,208.40,205.28
206.52,210.19,211.48,205.14
213.74,214.22,217.49,212.07
213.71,212.17,214.05,210.50
213.52,214.90,214.91,212.40
214.61,213.99,215.00,212.90
211.39,213.88,214.38,211.34
214.31,215.53,216.60,212.44
215.18,216.40,216.87,213.76
216.22,217.73,218.93,216.12
218.28,220.96,220.98,217.82
220.96,219.34,222.80,218.75
219.85,219.45,220.52,217.79
219.60,218.65,220.00,217.39
218.54,221.91,223.02,218.36
221.27,219.22,221.96,218.14
217.99,218.14,222.00,217.58
217.16,218.58,218.96,216.12
220.14,219.74,221.09,218.60
220.18,220.18,221.39,219.13
220.79,221.28,222.22,219.91
222.23,220.17,222.79,219.70
220.00,219.58,220.85,219.52
220.00,219.00,220.15,218.75
219.26,219.04,219.90,217.65
219.04,219.13,219.86,218.28
219.53,220.73,220.73,217.62
220.02,220.62,221.52,219.21
220.35,221.53,222.01,217.51
221.91,222.65,223.02,221.27
222.43,225.01,225.19,220.27
225.34,226.52,228.31,222.16
225.62,225.37,226.46,224.22
225.64,225.34,226.77,225.07
224.45,227.19,227.47,223.63
227.47,224.56,227.98,223.84
224.00,225.06,225.30,222.85
225.30,225.04,225.44,222.66
225.72,227.78,228.69,225.72
228.64,228.22,229.61,226.76
228.87,228.48,229.48,227.61
229.48,230.69,230.76,228.88
225.08,226.16,228.64,224.96
223.91,225.03,227.68,223.02
225.59,227.62,227.74,225.03
228.78,232.35,232.77,228.78
232.53,235.16,235.16,232.17
235.16,234.75,236.80,234.18
235.05,236.95,238.23,235.00
235.82,236.84,238.45,235.63
236.67,237.80,239.03,236.67
237.88,239.00,239.34,236.43
238.46,237.17,239.43,236.98
237.63,235.57,237.87,235.31
236.40,234.78,236.40,233.50
235.53,234.90,236.17,234.26
235.79,232.23,236.05,231.83
232.78,231.89,233.70,231.06
231.60,232.81,233.07,231.47
233.36,232.45,234.55,232.32
231.87,231.45,233.30,230.26
230.75,230.00,231.18,228.34
230.00,228.96,230.00,228.34
229.02,231.47,231.63,228.97
229.92,223.65,229.92,221.01
223.94,224.25,226.00,223.30
223.86,223.73,225.00,223.07
224.20,225.15,226.54,224.19
224.14,222.63,225.09,220.45
222.63,219.83,222.63,218.95
220.22,221.42,221.73,218.95
223.02,222.52,223.05,221.77
222.19,221.46,222.77,220.61
221.27,222.56,223.53,220.01
222.44,222.61,222.90,220.76
222.91,223.11,223.49,222.04
222.24,222.50,223.36,220.86
222.66,222.24,224.21,222.24
221.33,218.78,221.56,218.76
219.28,218.18,219.28,216.98
217.59,218.11,219.16,217.59
217.89,219.08,219.22,216.91
218.00,217.97,219.10,217.35
218.00,217.68,220.29,217.43
217.93,215.00,218.13,214.74
215.01,215.32,216.98,214.16
215.48,217.07,217.40,215.38
217.06,220.37,221.08,217.06
220.86,221.11,221.29,220.18
221.58,220.84,222.24,220.11
220.91,221.50,221.72,218.22
221.98,221.21,222.63,220.37
221.77,222.04,222.15,220.30
221.39,219.73,221.60,219.37
218.90,218.78,219.39,218.41
217.56,213.55,218.16,213.51
212.33,215.33,215.59,212.33
214.87,213.02,215.78,212.29
213.34,216.91,217.36,213.34
221.02,223.63,225.67,217.10
226.04,226.25,227.76,225.09
225.77,226.75,227.52,225.00
228.13,227.96,229.86,227.80
227.81,228.51,228.81,225.36
228.73,231.35,232.00,227.90
230.24,229.91,230.99,228.82
228.78,227.89,228.78,227.01
228.67,228.59,229.00,227.22
228.56,227.30,228.86,226.32
226.69,223.74,227.26,222.87
224.59,224.28,225.04,221.95
222.80,223.77,224.02,221.95
223.43,221.58,224.32,220.01
221.75,221.36,222.15,220.54
221.09,222.25,222.63,219.58
222.87,222.97,223.25,221.12
223.63,227.45,227.97,223.00
227.40,217.76,227.40,217.38
218.00,217.82,219.31,217.28
217.09,218.66,219.73,215.88
219.41,219.80,220.91,219.00
219.92,219.04,219.92,218.55
220.53,223.42,224.90,220.53
223.34,220.47,223.54,219.60
220.39,220.19,221.59,219.67
218.65,219.38,219.59,216.60
220.38,218.92,221.10,218.50
219.38,214.94,220.06,214.89
219.07,214.95,220.31,213.88
215.25,210.26,216.06,210.01
210.26,214.71,217.44,209.46
214.95,216.68,216.99,213.00
216.81,214.74,217.23,213.74
215.10,215.38,216.99,214.48
216.23,217.13,219.53,214.40
217.98,217.69,219.90,217.06
220.11,220.62,221.62,218.81
220.46,224.15,224.65,218.84
224.92,218.95,224.92,215.63
222.17,220.34,222.27,217.97
220.35,213.24,220.86,212.56
213.56,203.77,213.56,203.63
204.52,212.20,212.70,203.77
212.16,212.99,213.04,210.55
213.25,216.02,216.40,212.16
215.76,215.73,216.44,214.82
215.96,215.20,216.35,214.38
213.96,208.80,214.88,207.26
208.13,210.00,210.92,208.13
210.13,212.61,213.57,209.63
211.42,210.96,213.28,210.52
212.05,215.88,215.95,211.44
215.17,210.55,215.40,210.46
209.59,206.86,211.76,206.26
207.94,209.96,212.43,207.37
210.39,210.21,211.15,209.11
211.28,208.74,211.59,207.73
