AXE,Anixter International Inc. Common Stock,NASDAQ
79.05,80.85,81.00,78.15
81.05,82.80,83.50,80.85
83.15,83.45,84.05,82.35
83.45,81.95,84.00,81.30
81.80,81.25,82.10,80.45
82.10,82.00,84.00,80.45
81.80,81.40,82.55,80.35
81.50,81.80,82.65,81.10
82.25,80.60,82.75,80.25
80.60,80.40,80.90,79.30
80.50,83.50,83.55,80.12
83.55,83.65,83.95,82.65
83.65,81.50,83.65,81.39
81.65,81.80,81.95,81.30
81.95,82.90,82.90,81.95
83.30,81.05,83.30,80.60
81.45,81.95,82.05,80.90
81.95,81.05,81.95,80.70
81.50,81.90,82.95,80.70
82.70,83.40,83.55,82.45
83.10,82.20,83.90,81.35
82.55,81.20,82.60,81.15
80.90,79.90,81.10,79.25
80.25,80.70,81.30,79.55
81.05,82.35,82.80,80.95
82.30,81.10,82.30,78.90
81.50,82.00,82.60,81.35
