WLL,Whiting Petroleum Corporation Common Stock,NASDAQ
12.00,12.31,12.41,11.87
12.27,12.12,12.36,11.98
12.19,12.08,12.35,11.76
12.31,12.14,12.35,11.85
13.20,12.10,13.25,12.05
12.20,11.98,12.25,11.84
11.98,11.17,11.98,11.13
11.05,11.91,11.95,10.75
11.90,12.02,12.05,11.60
11.91,12.16,12.27,11.85
12.25,12.36,12.54,12.23
12.56,12.12,12.79,12.10
12.25,12.32,12.54,12.20
12.26,12.36,12.41,12.14
12.48,12.51,12.63,12.41
12.52,12.32,12.65,12.30
12.25,12.19,12.32,12.07
12.19,12.02,12.36,11.93
12.50,12.64,12.91,12.15
12.74,13.10,13.11,12.42
13.19,12.98,13.37,12.82
13.08,12.67,13.08,12.65
12.42,12.31,12.65,12.23
12.37,12.40,12.56,12.28
12.53,12.77,12.98,12.46
13.03,12.44,13.08,12.42
12.40,12.24,12.47,12.15
