SEV,Sevcon,NASDAQ
8.50,8.52,8.99,8.35
8.60,8.53,8.72,8.53
9.19,9.29,9.37,8.97
9.37,8.20,9.37,8.10
8.65,8.58,9.27,8.40
8.89,8.43,8.89,8.25
8.25,8.50,8.95,8.25
8.50,8.92,8.92,8.15
8.75,8.40,8.75,8.40
8.45,8.30,8.45,8.13
8.40,8.45,8.45,8.40
8.42,8.51,8.51,8.42
8.51,8.51,8.51,8.51
8.33,8.51,8.80,8.30
8.29,8.20,8.30,8.20
8.20,8.43,8.99,8.15
8.54,8.54,8.69,8.12
8.28,8.25,8.36,8.25
8.45,8.50,8.76,8.45
8.50,8.35,8.77,8.35
8.34,8.36,8.78,8.34
8.30,8.48,8.50,8.30
8.48,8.48,8.48,8.48
8.27,8.31,8.31,8.19
8.25,8.25,8.25,8.25
8.25,8.23,8.25,8.23
