CREG,China Recycling Energy Corporation - Common Stock,NASDAQ
1.66,1.71,1.80,1.66
1.74,1.77,1.78,1.71
1.77,1.72,1.77,1.72
1.71,1.70,1.73,1.65
1.68,1.62,1.68,1.62
1.62,1.53,1.62,1.48
1.52,1.53,1.60,1.52
1.50,1.50,1.52,1.47
1.52,1.50,1.55,1.49
1.55,1.51,1.55,1.50
1.50,1.50,1.53,1.50
1.53,1.49,1.53,1.46
1.48,1.47,1.50,1.47
1.51,1.51,1.52,1.46
1.47,1.49,1.49,1.46
1.47,1.48,1.54,1.45
1.50,1.49,1.51,1.47
1.50,1.49,1.51,1.47
1.48,1.52,1.52,1.48
1.53,1.50,1.61,1.47
1.49,1.54,1.60,1.49
1.51,1.56,1.60,1.51
1.53,1.80,1.85,1.51
1.84,1.80,1.90,1.75
1.75,1.81,1.81,1.75
1.81,1.81,1.81,1.75
1.81,1.81,1.81,1.76
