RS,Reliance Steel & Aluminum Co. Common Stock (DE),NASDAQ
81.28,83.02,83.13,81.02
84.00,85.71,85.89,83.99
85.00,84.85,86.16,83.62
85.49,86.34,87.02,84.96
86.46,86.29,87.58,85.77
86.52,84.64,86.52,84.44
84.66,83.45,85.28,83.38
84.07,83.22,84.54,82.32
82.94,82.55,84.56,82.55
81.22,82.57,82.81,80.88
82.29,81.78,83.52,81.52
81.29,81.21,82.06,80.48
81.14,82.44,82.72,81.14
82.43,83.01,83.40,81.65
83.24,82.14,83.82,81.92
81.93,81.51,82.21,81.15
82.09,82.24,82.85,81.62
82.67,81.03,83.62,80.64
80.98,80.75,81.30,80.30
81.09,79.54,81.36,79.49
80.59,80.41,81.80,79.64
80.46,82.58,82.66,80.22
82.49,82.27,83.97,81.92
81.88,80.33,82.19,80.29
81.63,79.85,81.78,79.85
81.71,83.09,83.37,80.85
83.13,82.65,83.93,82.20
82.19,81.37,82.19,80.21
81.27,81.35,82.34,81.07
