HRT,Arrhythmia Research Technology Inc. Common Stock,NASDAQ
2.66,2.69,2.74,2.66
2.59,2.69,2.69,2.45
2.70,2.70,2.70,2.70
2.68,2.68,2.68,2.47
2.68,2.68,2.68,2.68
2.50,2.68,2.68,2.46
2.60,2.67,2.67,2.40
2.63,2.65,2.67,2.60
2.60,2.67,2.68,2.58
2.65,2.67,2.67,2.62
2.68,2.67,2.68,2.67
2.52,2.67,2.67,2.48
2.60,2.68,2.68,2.45
2.49,2.62,2.62,2.28
2.31,2.39,2.40,2.31
2.38,2.61,2.61,2.38
2.62,2.45,2.62,2.42
2.44,2.43,2.45,2.42
2.44,2.45,2.45,2.43
2.47,2.49,2.49,2.26
2.49,2.49,2.49,2.49
2.34,2.45,2.45,2.34
2.50,2.42,2.50,2.41
2.43,2.50,2.50,2.43
2.56,2.53,2.56,2.53
2.35,2.51,2.58,2.35
2.34,2.45,2.52,2.33
2.41,2.44,2.44,2.32
2.44,2.44,2.44,2.44
2.45,2.45,2.45,2.35
2.33,2.33,2.33,2.33
2.44,2.48,2.48,2.42
2.48,2.48,2.48,2.48
2.50,2.50,2.50,2.40
2.41,2.40,2.41,2.40
2.32,2.31,2.38,2.31
2.33,2.31,2.33,2.30
2.32,2.46,2.46,2.32
2.43,2.39,2.43,2.32
2.43,2.39,2.45,2.33
2.32,2.30,2.39,2.30
2.40,2.30,2.40,2.30
2.39,2.57,2.60,2.39
2.53,2.66,2.70,2.50
2.66,2.66,2.70,2.64
2.68,2.75,2.78,2.67
2.75,2.75,2.75,2.62
2.72,2.72,2.72,2.72
2.55,2.69,2.69,2.55
2.65,2.63,2.65,2.63
2.62,2.73,2.73,2.62
2.69,2.71,2.71,2.69
2.51,2.73,2.73,2.51
2.73,2.73,2.73,2.73
2.65,2.73,2.73,2.65
2.73,2.70,2.73,2.70
2.70,2.70,2.70,2.70
2.53,2.55,2.73,2.50
2.55,2.62,2.63,2.50
2.50,2.53,2.58,2.50
2.50,2.49,2.77,2.45
2.64,2.70,2.72,2.64
2.70,2.61,2.70,2.61
2.72,2.72,2.72,2.62
2.76,2.75,2.76,2.64
2.67,2.75,2.75,2.67
2.70,2.69,2.70,2.65
2.61,2.51,2.69,2.47
2.50,2.69,2.69,2.50
2.68,2.64,2.70,2.52
2.69,2.70,2.70,2.57
2.70,2.70,2.70,2.70
2.70,2.70,2.70,2.70
2.89,2.70,2.89,2.50
2.50,2.68,2.70,2.50
2.61,2.66,2.68,2.52
2.66,2.66,2.67,2.65
2.63,2.93,2.95,2.63
3.09,3.05,3.09,2.95
3.09,3.40,3.48,3.06
3.60,3.50,3.60,3.27
3.29,3.45,3.50,3.10
3.35,3.28,3.45,3.15
3.15,3.26,3.37,3.01
3.20,3.28,3.30,3.20
3.30,3.25,3.37,3.21
3.25,3.33,3.38,3.20
3.38,3.47,3.50,3.13
3.40,3.45,3.47,3.40
3.50,3.48,3.50,3.17
3.16,3.44,3.46,3.13
3.29,3.25,3.50,3.13
3.30,3.43,3.45,3.30
3.30,3.35,3.49,3.23
3.32,3.18,3.40,3.15
3.39,3.27,3.39,3.27
3.47,3.32,3.47,3.32
3.42,3.42,3.42,3.42
3.42,3.42,3.42,3.42
3.42,3.42,3.42,3.42
3.22,3.48,3.48,3.11
3.35,3.38,3.40,3.23
3.26,3.32,3.38,3.18
3.40,3.35,3.42,3.32
3.13,3.21,3.33,3.09
3.14,3.14,3.14,3.14
3.30,3.30,3.30,3.30
3.15,3.40,3.40,3.10
3.37,3.48,3.48,3.27
3.37,3.30,3.47,3.27
3.31,3.35,3.48,3.31
3.28,3.45,3.47,3.28
3.45,3.35,3.46,3.35
3.40,3.44,3.46,3.40
3.48,3.48,3.48,3.48
3.47,3.47,3.49,3.43
3.48,3.50,3.50,3.43
3.47,3.47,3.47,3.47
3.47,3.54,3.54,3.47
3.46,3.50,3.50,3.46
3.52,3.80,3.92,3.49
3.95,4.33,4.79,3.95
4.40,4.02,4.49,4.02
4.03,3.48,4.03,3.48
3.55,3.59,3.59,3.49
3.50,3.57,3.58,3.47
3.49,3.45,3.57,3.45
3.52,3.51,3.52,3.51
3.51,3.33,3.51,3.31
3.30,3.40,3.46,3.30
3.40,3.81,3.81,3.39
3.84,3.70,3.85,3.69
3.70,3.95,4.12,3.70
3.81,3.62,3.94,3.62
3.63,3.70,3.70,3.61
3.74,3.17,3.80,3.17
3.27,3.64,3.65,3.27
3.64,3.55,3.67,3.42
4.00,3.55,4.00,3.40
3.33,3.55,3.57,3.33
3.49,3.72,3.73,3.49
3.55,3.85,3.85,3.36
3.92,4.00,4.03,3.86
3.95,4.00,4.00,3.95
4.04,4.02,4.04,3.86
3.99,4.00,4.03,3.99
4.07,4.24,4.25,3.92
4.13,4.24,4.25,4.01
4.25,4.31,4.34,4.17
4.32,4.33,4.34,4.12
4.20,4.08,4.27,4.01
3.90,4.00,4.10,3.90
3.72,4.04,4.07,3.72
4.04,4.04,4.04,4.04
3.92,4.07,4.11,3.91
4.08,4.08,4.09,3.95
3.91,4.45,4.45,3.77
4.45,4.28,4.45,4.16
4.16,4.30,4.32,3.85
4.30,4.30,4.30,4.30
4.10,4.20,4.33,4.10
4.15,4.37,4.64,4.15
4.39,4.36,4.39,4.24
4.42,4.41,4.50,4.28
4.45,4.45,4.50,4.40
4.65,4.47,4.65,4.35
4.68,4.52,4.73,4.40
4.33,4.40,4.59,4.31
4.30,4.50,4.80,4.30
4.41,4.55,4.60,4.37
4.40,4.45,4.60,4.40
4.48,4.60,4.60,4.45
4.54,4.64,4.64,4.50
4.64,4.64,4.64,4.64
4.45,4.65,4.65,4.45
4.50,4.63,4.65,4.50
4.63,4.65,4.65,4.63
4.46,4.65,4.65,4.46
4.53,4.79,4.79,4.53
4.85,5.01,5.01,4.82
5.05,5.35,5.35,4.87
5.49,6.39,6.41,5.28
6.35,5.43,6.98,5.27
5.40,5.10,5.40,4.50
5.05,4.89,5.09,4.72
4.67,4.64,4.91,4.64
4.67,4.81,4.83,4.67
4.78,4.78,4.81,4.67
4.72,4.79,4.79,4.55
4.81,4.78,4.81,4.74
4.66,4.65,4.75,4.60
4.79,4.80,4.80,4.63
4.81,5.02,5.02,4.70
5.00,5.00,5.09,4.94
5.00,5.00,5.01,4.99
5.05,5.05,5.05,4.92
4.98,5.16,5.16,4.98
5.10,5.25,5.47,4.97
5.26,5.16,5.48,5.06
5.29,5.10,5.29,5.04
5.12,5.08,5.30,5.00
4.97,4.98,5.19,4.90
5.07,5.12,5.17,4.89
5.00,5.00,5.07,4.91
4.99,5.00,5.00,4.98
4.81,5.00,5.05,4.81
5.29,4.97,5.29,4.76
4.90,4.96,4.96,4.75
4.83,4.90,5.01,4.81
4.75,5.01,5.01,4.75
5.02,5.01,5.02,4.85
4.95,4.90,5.02,4.90
4.85,4.95,4.95,4.85
4.86,5.00,5.00,4.85
4.86,4.99,4.99,4.85
4.77,4.81,4.88,4.75
4.70,4.86,4.89,4.70
4.70,4.85,4.85,4.68
4.86,4.88,4.96,4.66
4.65,4.66,4.87,4.60
4.76,4.70,4.76,4.60
4.80,4.80,4.80,4.80
4.63,4.75,4.85,4.63
4.64,4.73,4.76,4.64
5.02,5.17,5.24,4.93
5.22,5.19,5.25,5.06
5.25,5.59,5.62,5.20
5.60,5.64,5.64,5.55
5.68,5.90,5.90,5.54
6.00,5.87,6.00,5.45
5.67,6.00,6.00,5.65
6.13,6.14,6.15,5.90
6.14,6.12,6.14,5.96
6.12,6.32,6.32,6.11
6.45,6.38,6.46,6.20
6.32,6.50,6.50,6.16
6.50,6.30,6.50,6.25
6.09,6.25,6.25,6.09
6.17,6.30,6.30,6.07
6.13,6.33,6.34,6.13
6.19,6.36,6.39,6.16
6.16,6.16,6.39,5.85
6.20,6.35,6.38,6.10
6.36,6.35,6.39,6.20
6.31,6.38,6.40,6.17
6.39,6.40,6.40,6.25
6.21,6.65,6.68,6.10
6.70,6.64,6.74,6.62
6.65,6.75,6.75,6.50
6.74,6.75,6.75,6.57
6.70,6.66,6.73,6.57
6.68,6.79,6.80,6.62
6.80,6.84,6.84,6.59
6.83,6.23,6.83,6.23
6.43,6.31,6.64,6.30
6.47,6.50,6.50,6.25
6.64,6.50,6.64,6.49
6.40,6.51,6.61,6.40
6.45,6.40,6.63,6.40
6.44,6.64,6.64,6.41
6.43,6.56,6.59,6.43
6.62,6.63,6.63,6.40
6.63,6.70,6.70,6.63
6.55,6.58,6.70,6.54
6.48,6.80,6.80,6.48
6.62,6.79,6.80,6.60
6.70,6.78,6.78,6.57
6.68,6.85,6.85,6.62
6.75,6.75,6.83,6.64
6.75,6.73,6.75,6.61
6.64,6.65,6.74,6.60
6.79,6.77,6.82,6.75
6.78,6.82,6.83,6.65
6.82,6.84,6.84,6.64
6.64,6.80,6.80,6.64
6.78,6.79,6.79,6.69
6.80,6.80,6.80,6.65
6.68,6.69,6.74,6.59
6.60,6.69,6.72,6.30
6.55,6.79,6.80,6.46
6.80,6.80,6.84,6.80
6.73,6.73,6.79,6.61
6.51,6.83,6.84,6.51
6.83,6.72,6.83,6.71
6.72,6.75,6.84,6.62
6.62,6.83,6.84,6.62
6.64,6.82,6.82,6.64
6.92,6.88,7.00,6.86
6.80,6.98,6.98,6.78
6.97,6.96,7.00,6.91
7.01,7.25,8.00,7.00
7.41,7.29,7.49,7.11
7.15,7.27,7.50,7.15
7.40,7.33,7.50,7.17
7.26,7.25,7.26,7.14
7.25,7.18,7.53,7.17
7.21,7.09,7.21,6.96
7.03,7.00,7.10,6.96
6.90,6.89,7.10,6.54
6.84,6.97,7.02,6.82
6.81,7.07,7.07,6.81
7.06,7.05,7.06,6.95
6.86,6.98,7.06,6.29
6.88,7.00,7.04,6.78
6.98,6.99,6.99,6.85
6.82,6.85,7.00,6.77
6.84,6.84,6.84,6.65
7.00,6.98,7.00,6.74
6.79,7.05,7.05,6.79
6.95,7.04,7.04,6.95
7.00,6.88,7.01,6.75
6.82,6.95,6.95,6.81
6.86,6.96,6.97,6.83
6.84,7.20,7.20,6.84
7.20,7.25,7.25,7.06
7.23,7.24,7.25,7.14
7.23,7.25,7.25,7.11
7.08,7.00,7.09,6.89
7.05,7.05,7.05,7.05
6.89,7.00,7.00,6.87
6.93,7.19,7.19,6.90
7.42,7.15,7.42,7.00
7.00,6.99,7.15,6.88
6.86,6.64,6.94,6.49
6.38,6.53,6.72,6.30
6.33,6.30,6.39,6.08
6.28,6.33,6.60,6.28
6.47,6.44,6.47,6.16
6.44,6.38,6.44,6.13
6.08,6.18,6.35,6.08
6.25,6.35,6.35,6.17
6.17,6.37,6.37,6.04
6.26,6.29,6.38,6.06
6.13,6.33,6.33,6.08
6.14,5.89,6.29,5.83
5.63,6.21,6.25,5.50
6.38,6.41,6.58,6.21
6.51,6.61,6.79,6.50
6.61,6.47,6.67,6.12
6.50,6.38,6.55,6.10
6.17,6.47,6.47,6.16
6.36,6.36,6.37,6.36
6.17,6.36,6.36,6.16
6.29,6.34,6.35,6.17
6.34,6.34,6.34,6.34
6.30,6.44,6.44,6.10
6.41,6.45,6.45,6.19
6.40,6.42,6.44,6.40
6.44,6.44,6.45,6.35
6.44,6.44,6.44,6.44
6.31,6.44,6.44,6.30
6.44,6.44,6.44,6.44
6.44,6.43,6.44,6.22
6.30,6.40,6.40,6.22
6.17,6.40,6.44,6.17
6.28,6.43,6.43,6.19
6.40,6.43,6.43,6.21
6.43,6.42,6.43,6.42
6.43,6.43,6.43,6.33
6.35,6.45,6.45,6.35
6.23,6.95,7.02,6.23
6.90,6.98,7.02,6.80
7.18,7.15,7.18,7.08
7.18,7.18,7.18,7.14
7.18,7.18,7.18,7.11
7.18,7.18,7.18,7.18
7.15,7.25,7.31,7.15
7.18,7.27,7.28,7.11
7.10,7.29,7.29,7.10
7.29,7.35,7.35,7.14
7.32,7.34,7.35,7.26
7.23,7.33,7.35,7.17
7.26,7.35,7.35,7.16
7.35,7.35,7.35,7.15
7.29,7.44,7.45,7.26
7.27,7.66,7.70,7.26
7.65,7.66,7.70,7.65
7.38,7.66,7.66,7.38
7.31,7.66,7.66,7.31
7.84,7.74,7.84,7.35
7.77,7.70,7.77,7.68
7.69,7.69,7.87,7.51
7.76,7.70,7.89,7.55
7.79,7.74,7.80,7.62
7.79,7.74,7.79,7.57
7.66,7.90,7.90,7.55
7.56,7.95,7.95,7.56
7.87,7.70,7.87,7.60
7.66,7.76,7.77,7.66
7.74,7.77,7.78,7.62
7.70,7.74,7.75,7.70
7.75,7.78,7.78,7.70
7.64,7.79,7.79,7.59
7.74,7.74,7.79,7.60
7.69,7.74,7.74,7.56
7.56,7.71,7.73,7.56
7.71,7.71,7.71,7.71
7.67,7.74,7.74,7.57
7.74,7.71,7.74,7.68
7.71,7.74,7.74,7.60
7.61,7.74,7.74,7.61
7.65,7.57,7.65,7.25
7.50,7.58,7.58,7.38
7.74,7.53,7.74,7.53
7.38,7.71,7.72,7.38
7.62,7.70,7.71,7.38
7.64,7.69,7.70,7.52
7.68,7.69,7.69,7.68
7.73,7.57,7.74,7.55
7.72,7.70,7.72,7.55
7.73,7.57,7.73,7.57
7.73,7.58,7.73,7.58
7.56,7.70,7.70,7.56
7.49,7.68,7.70,7.49
7.55,7.70,7.70,7.54
7.67,7.71,7.72,7.66
7.62,7.65,7.70,7.60
7.65,7.71,7.71,7.64
7.70,7.69,7.70,7.67
7.69,7.61,7.73,7.61
7.73,7.69,7.73,7.51
7.65,7.68,7.68,7.56
7.51,7.65,7.68,7.51
7.52,7.58,7.65,7.50
7.64,7.60,7.64,7.50
7.38,7.60,7.64,7.38
7.40,7.58,7.63,7.39
7.61,7.58,7.61,7.38
7.60,7.47,7.61,7.40
7.53,7.50,7.62,7.32
7.40,7.48,7.63,7.40
7.48,7.49,7.61,7.43
7.47,7.50,7.58,7.39
7.41,7.61,7.61,7.41
7.65,7.40,7.65,7.40
7.39,7.40,7.40,7.26
7.40,7.44,7.44,7.20
7.31,6.80,7.32,6.68
6.64,6.69,6.95,6.63
6.84,6.74,6.84,6.68
6.52,6.71,6.72,6.31
6.55,6.30,6.71,6.30
6.65,6.70,6.85,6.58
6.75,6.94,6.94,6.75
6.97,7.02,7.05,6.76
6.58,7.04,7.04,6.58
7.03,7.04,7.04,6.65
6.51,6.92,6.98,6.51
7.04,7.25,7.25,6.71
7.04,7.04,7.04,7.04
7.04,7.27,7.27,7.03
7.19,7.35,7.35,6.80
7.12,7.18,7.30,6.86
6.89,7.25,7.25,6.89
7.12,7.26,7.26,7.12
7.17,7.10,7.17,6.80
7.10,7.10,7.10,7.10
7.09,7.09,7.09,6.76
6.78,7.07,7.07,6.75
7.00,7.00,7.00,7.00
6.55,6.79,6.99,6.53
6.77,6.80,6.80,6.50
6.80,6.83,6.83,6.80
6.76,6.88,6.89,6.49
6.87,6.94,6.94,6.86
6.90,6.90,6.93,6.85
6.90,6.88,6.98,6.60
6.89,6.86,6.89,6.78
6.61,6.87,6.87,6.58
6.81,6.83,6.85,6.46
6.75,6.70,6.85,6.70
6.55,6.70,6.70,6.41
6.56,6.68,6.69,6.56
6.43,6.45,6.50,6.30
6.48,6.41,6.62,6.16
6.61,6.56,6.61,6.24
6.57,6.55,6.59,6.41
6.31,6.49,6.50,6.30
6.45,6.39,6.48,6.22
6.50,6.42,6.63,6.04
6.25,6.32,6.39,6.11
6.39,6.39,6.55,6.33
6.21,6.38,6.39,6.21
6.26,6.38,6.38,6.24
6.38,6.38,6.38,6.24
6.28,6.22,6.38,6.22
6.30,6.26,6.38,6.09
6.25,6.21,6.35,6.18
6.26,6.29,6.34,6.25
6.27,6.60,6.65,6.05
6.64,6.78,6.78,6.60
6.60,6.73,6.74,6.58
6.66,6.70,6.81,6.45
6.60,6.59,6.60,6.50
6.43,6.58,6.58,6.40
6.40,6.33,6.47,6.33
6.45,6.39,6.45,6.25
6.52,6.54,6.54,6.24
6.39,6.44,6.50,6.35
6.37,6.49,6.49,6.34
6.50,6.40,6.50,6.29
6.40,6.37,6.40,6.28
6.25,6.39,6.39,6.25
6.37,6.38,6.38,6.37
6.24,6.28,6.40,6.24
6.28,6.25,6.39,6.25
6.25,6.24,6.38,6.16
6.22,6.25,6.25,6.22
6.36,6.34,6.36,6.34
6.38,6.38,6.38,6.38
6.21,6.37,6.39,6.21
6.39,6.27,6.39,6.27
6.26,6.22,6.39,6.20
6.38,6.38,6.38,6.38
6.23,6.38,6.38,6.23
6.32,6.40,6.40,6.32
6.40,6.40,6.40,6.40
6.40,6.42,6.42,6.29
6.42,6.42,6.42,6.42
6.27,6.41,6.41,6.25
6.25,6.40,6.40,6.25
6.26,6.37,6.41,6.24
6.39,6.46,6.46,6.39
6.42,6.42,6.42,6.42
6.27,6.25,6.47,6.11
6.25,6.24,6.25,6.08
6.13,6.38,6.42,6.13
6.25,6.42,6.43,6.25
6.27,6.37,6.37,6.07
6.23,6.35,6.37,6.23
6.26,6.35,6.35,6.23
6.23,6.37,6.37,6.21
6.24,6.37,6.39,6.22
6.35,6.37,6.38,6.35
6.25,6.37,6.38,6.25
6.22,6.44,6.44,6.21
6.32,6.40,6.45,6.26
6.28,6.45,6.45,6.27
6.47,6.44,6.47,6.22
6.30,6.38,6.38,6.30
6.38,6.38,6.38,6.38
6.38,6.37,6.38,6.24
6.37,6.37,6.37,6.37
6.23,6.40,6.40,6.02
6.33,6.40,6.40,6.33
6.20,6.39,6.39,6.20
6.30,6.39,6.39,6.30
6.31,6.39,6.39,6.30
6.20,6.34,6.35,6.19
6.03,6.33,6.33,6.00
6.32,6.29,6.35,6.02
6.29,6.18,6.29,6.03
6.13,6.29,6.29,6.08
6.20,6.18,6.29,6.18
6.11,6.29,6.29,6.11
6.22,6.24,6.24,6.03
6.29,6.15,6.29,6.12
6.10,6.03,6.10,6.02
6.07,6.02,6.07,5.85
6.03,6.01,6.24,6.01
6.01,5.94,6.20,5.93
6.04,5.96,6.04,5.96
5.96,5.96,5.96,5.96
6.10,6.10,6.10,6.10
5.93,6.16,6.16,5.93
6.20,6.20,6.20,6.20
6.10,6.04,6.10,6.04
6.01,6.23,6.23,5.96
6.23,6.23,6.23,6.23
6.23,6.23,6.23,6.23
6.24,6.24,6.24,6.24
6.24,6.24,6.24,6.24
6.22,6.22,6.22,6.22
6.04,6.20,6.20,5.96
6.20,6.20,6.20,6.20
6.11,6.24,6.24,6.11
6.24,6.24,6.24,6.24
6.23,6.22,6.23,6.22
6.21,6.21,6.21,6.21
6.21,6.21,6.21,6.21
6.22,6.02,6.23,5.72
6.02,6.02,6.02,6.02
5.97,6.05,6.05,5.97
6.05,6.05,6.05,6.05
6.06,6.06,6.06,6.06
6.06,6.06,6.06,6.06
5.97,6.14,6.14,5.95
5.95,6.20,6.24,5.95
6.21,6.15,6.24,5.96
6.12,6.21,6.21,6.02
5.93,6.04,6.10,5.93
6.04,6.04,6.04,6.04
6.20,6.06,6.20,6.06
6.03,6.21,6.23,6.03
6.12,6.22,6.24,6.12
6.03,6.21,6.21,6.03
6.20,6.20,6.20,6.20
6.07,6.21,6.21,6.07
6.05,6.12,6.21,6.01
6.05,6.19,6.19,6.05
6.19,6.19,6.19,6.19
6.13,6.10,6.13,6.00
6.07,6.12,6.12,6.07
6.12,6.12,6.12,6.12
6.12,6.10,6.12,6.03
6.05,6.10,6.13,6.05
6.00,6.15,6.15,5.98
6.15,6.15,6.15,6.15
6.11,6.12,6.12,5.96
5.98,6.12,6.12,5.98
6.12,6.12,6.12,6.12
6.04,6.00,6.12,6.00
5.96,5.97,6.07,5.91
5.97,5.97,5.97,5.97
6.00,6.00,6.00,5.80
5.89,6.01,6.01,5.60
4.20,4.20,4.20,4.20
5.86,5.88,5.94,5.86
5.88,5.88,5.88,5.88
5.80,5.61,5.80,5.49
5.51,5.53,5.56,5.10
5.48,5.48,5.48,5.48
5.48,5.48,5.48,5.48
5.30,5.45,5.45,5.30
5.45,5.45,5.45,5.45
5.43,5.45,5.45,5.39
5.40,5.45,5.48,5.30
5.45,5.45,5.45,5.45
5.31,5.44,5.44,5.31
5.25,5.39,5.39,5.25
5.48,5.44,5.48,5.44
5.45,5.46,5.47,5.31
5.46,5.46,5.46,5.46
5.47,5.47,5.47,5.47
5.41,5.51,5.51,5.40
5.51,5.51,5.51,5.51
5.67,5.64,5.67,5.41
5.45,5.49,5.50,5.45
5.49,5.49,5.49,5.49
5.39,5.48,5.49,5.39
5.45,5.45,5.45,5.45
5.45,5.45,5.45,5.45
5.45,5.43,5.45,5.43
5.41,5.40,5.41,5.40
5.35,5.41,5.41,5.35
5.38,5.41,5.41,5.38
5.41,5.41,5.41,5.41
5.32,5.30,5.32,5.21
5.20,5.14,5.20,5.10
5.21,5.21,5.21,5.21
5.21,5.21,5.21,5.21
5.22,4.83,5.22,4.76
4.95,4.75,4.98,4.67
4.85,4.58,4.86,4.39
4.48,4.66,4.72,4.41
4.47,4.57,4.65,4.47
4.56,4.58,4.60,4.45
4.51,4.45,4.54,4.44
4.34,4.34,4.34,4.34
4.34,4.34,4.34,4.34
4.32,4.32,4.32,4.32
4.32,4.32,4.32,4.32
4.17,4.37,4.37,4.17
4.37,4.37,4.37,4.37
4.20,4.36,4.36,4.20
4.36,4.36,4.36,4.36
4.50,4.36,4.50,4.36
4.20,4.35,4.35,4.20
4.20,4.50,4.50,4.20
4.20,4.45,4.46,4.20
4.20,4.30,4.30,4.20
4.30,4.30,4.30,4.30
4.30,4.30,4.30,4.30
4.30,4.30,4.30,4.30
4.20,4.38,4.38,4.20
4.38,4.38,4.38,4.38
4.38,4.38,4.38,4.38
4.38,4.38,4.38,4.38
4.38,4.38,4.38,4.38
4.21,4.16,4.21,4.16
4.40,4.40,4.40,4.40
4.20,4.06,4.20,3.70
4.05,3.90,4.10,3.73
3.95,3.76,3.95,3.70
4.04,4.06,4.06,3.91
4.08,4.08,4.08,4.08
4.08,4.08,4.08,4.08
3.67,3.80,4.07,3.55
3.80,3.84,3.84,3.80
3.85,3.94,3.99,3.78
4.06,4.09,4.10,4.05
4.10,4.08,4.10,3.90
4.08,4.08,4.08,4.08
4.09,4.10,4.10,3.90
4.10,4.02,4.10,4.02
4.10,4.40,4.40,4.10
4.67,4.70,4.76,4.60
4.78,4.56,4.78,4.55
4.35,4.35,4.37,4.35
4.45,4.43,4.45,4.18
4.21,4.25,4.33,4.02
4.20,4.50,4.50,4.20
4.18,4.27,4.30,4.18
4.19,4.30,4.30,4.18
4.17,4.17,4.17,4.17
4.30,4.23,4.30,4.17
4.13,4.18,4.18,3.84
4.09,4.14,4.14,3.71
4.01,4.09,4.09,4.00
4.09,4.09,4.09,4.09
4.01,4.05,4.15,3.80
3.90,4.05,4.10,3.90
4.05,4.05,4.05,4.05
4.10,4.10,4.10,4.08
4.10,4.10,4.10,4.10
4.10,4.10,4.10,4.10
4.10,4.10,4.10,4.10
4.02,4.10,4.10,4.02
4.23,4.23,4.23,4.23
4.02,4.08,4.15,3.80
4.08,4.08,4.08,4.08
4.08,4.08,4.08,4.08
4.08,4.08,4.08,4.08
4.08,4.08,4.08,4.08
4.08,4.08,4.08,4.08
4.08,4.08,4.08,4.08
4.00,4.08,4.10,3.81
3.97,4.08,4.08,3.69
4.03,4.24,4.24,4.03
4.24,4.24,4.24,4.24
4.24,4.24,4.24,4.24
4.00,4.13,4.20,3.98
4.02,3.84,4.21,3.52
3.91,4.00,4.00,3.70
3.86,4.00,4.06,3.86
3.95,4.07,4.07,3.90
4.05,4.24,4.24,3.95
4.19,4.20,4.20,3.99
4.21,4.23,4.25,4.21
4.25,4.37,4.37,4.24
4.36,4.36,4.36,4.36
4.21,4.37,4.37,4.21
4.30,4.50,4.50,4.30
4.37,4.42,4.50,4.22
4.31,4.41,4.45,4.31
4.41,4.41,4.41,4.41
4.44,4.44,4.44,4.44
4.36,4.69,4.70,4.36
4.50,4.72,4.72,4.50
4.29,4.58,4.68,4.29
4.50,4.78,4.80,4.38
4.63,4.76,4.76,4.63
4.69,4.65,4.79,4.65
4.65,4.65,4.65,4.65
4.58,4.63,4.63,4.58
4.59,4.49,4.65,4.49
4.64,4.35,4.83,4.20
4.25,4.65,4.71,4.25
4.79,4.69,4.79,4.51
4.55,4.80,4.80,4.55
4.47,4.67,4.68,4.47
4.49,4.39,4.49,4.35
4.60,4.49,4.60,4.32
4.23,4.59,4.59,4.23
4.45,4.40,4.53,4.40
4.65,4.65,4.65,4.65
4.60,4.57,4.60,4.40
4.57,4.57,4.57,4.57
4.41,4.60,4.60,4.41
4.41,4.56,4.56,4.41
4.55,4.39,4.55,4.39
4.39,4.49,4.49,4.00
4.55,4.23,4.55,4.19
4.53,4.24,4.53,4.24
4.24,4.11,4.24,4.07
4.11,4.06,4.11,4.00
4.15,4.11,4.15,4.00
4.10,4.13,4.13,4.00
4.12,4.25,4.25,4.12
4.39,4.20,4.39,4.07
4.51,4.23,4.51,4.12
4.16,4.35,4.35,4.10
4.19,4.33,4.48,4.00
4.33,4.33,4.33,4.33
4.20,4.32,4.32,4.20
4.18,4.05,4.18,4.00
4.11,4.11,4.11,4.11
4.11,4.11,4.11,4.11
4.11,4.11,4.11,4.11
4.05,4.03,4.08,4.03
4.10,4.09,4.10,4.09
4.08,4.08,4.08,4.08
4.08,4.08,4.08,4.08
4.04,4.13,4.13,4.04
4.13,4.03,4.13,4.03
4.03,4.02,4.03,4.02
4.08,4.03,4.08,4.03
4.08,4.00,4.08,4.00
4.07,4.05,4.07,4.05
4.12,4.12,4.13,4.12
4.05,4.05,4.05,4.05
4.13,4.13,4.13,4.13
4.06,4.25,4.25,4.06
4.29,4.29,4.29,4.29
4.27,4.27,4.27,4.27
4.10,4.24,4.24,4.08
4.24,4.24,4.24,4.24
4.09,4.23,4.23,4.09
4.24,4.43,4.43,4.12
4.68,4.43,4.68,4.26
4.40,4.43,4.57,4.21
4.25,4.30,4.30,4.00
4.15,4.20,4.37,4.15
4.17,4.19,4.19,4.05
4.07,4.03,4.15,4.03
4.01,4.03,4.03,4.00
4.03,4.20,4.20,3.74
4.20,4.20,4.20,4.20
4.40,4.27,4.40,3.89
4.27,4.27,4.27,4.27
4.58,4.25,4.58,4.25
4.48,4.29,4.48,4.21
4.12,4.00,4.18,3.93
4.08,4.09,4.09,3.94
4.09,4.09,4.09,4.09
4.09,4.09,4.09,4.09
3.92,3.99,4.04,3.92
3.61,4.17,4.17,3.47
4.10,4.19,4.19,3.93
4.15,4.37,4.37,4.04
4.23,4.37,4.44,4.23
4.22,4.36,4.42,4.20
4.23,4.25,4.25,4.15
4.25,4.38,4.38,4.25
4.16,4.40,4.40,4.15
4.17,4.20,4.21,4.17
4.24,4.33,4.33,4.00
4.13,4.33,4.33,4.13
4.14,4.33,4.33,4.12
4.20,4.20,4.20,4.20
4.20,4.12,4.20,4.12
4.12,4.12,4.12,4.12
4.03,4.10,4.10,4.02
4.10,4.10,4.10,4.10
4.17,4.20,4.20,4.17
4.20,4.20,4.20,4.20
4.20,4.20,4.20,4.06
4.06,4.20,4.20,4.06
4.20,4.20,4.20,4.20
4.03,4.15,4.15,4.03
4.15,4.15,4.15,4.15
4.04,4.05,4.05,3.91
4.00,4.04,4.04,3.86
4.00,4.00,4.00,4.00
3.95,3.95,3.99,3.91
3.98,3.98,3.98,3.98
3.90,4.09,4.09,3.87
3.91,3.70,4.05,3.70
3.85,3.79,3.94,3.75
3.79,4.03,4.04,3.72
3.76,4.03,4.03,3.76
4.03,4.03,4.03,4.03
4.01,3.95,4.01,3.95
4.07,4.05,4.07,4.05
4.07,4.07,4.08,4.07
4.00,4.08,4.08,3.95
4.08,4.08,4.08,4.08
4.08,4.08,4.08,4.08
3.94,3.89,4.08,3.85
4.00,4.00,4.00,4.00
4.02,4.02,4.02,4.02
3.97,4.03,4.03,3.96
