IDU,iShares U.S. Utilities ETF,NASDAQ
93.61,91.49,93.61,91.38
92.09,92.66,93.07,90.92
91.83,92.59,93.18,91.31
93.15,93.69,93.94,92.49
93.50,94.05,94.30,93.23
94.37,94.22,95.13,94.11
94.28,94.58,95.03,93.69
94.75,93.39,94.99,93.11
93.26,93.35,93.97,93.02
93.15,93.24,93.48,92.74
93.48,93.03,93.49,92.03
93.27,94.29,94.52,93.15
94.49,95.09,95.16,94.44
95.05,95.47,95.56,94.71
96.24,96.91,96.97,96.19
96.67,97.14,97.25,96.26
97.51,98.78,98.86,97.04
98.64,98.23,98.80,97.77
98.39,98.15,98.76,97.87
98.29,99.06,99.13,98.13
98.94,99.08,99.27,98.76
98.88,98.92,99.30,98.83
98.97,99.22,99.45,98.80
99.28,97.70,99.28,97.36
97.61,98.53,98.53,97.61
98.24,98.85,98.90,97.78
98.74,99.06,99.44,98.74
99.32,99.18,99.85,98.97
99.21,98.63,99.25,98.23
99.08,99.54,99.71,98.81
99.70,99.36,99.70,98.87
99.25,98.75,99.25,98.75
98.71,98.11,98.77,98.01
97.66,98.59,98.63,97.66
98.65,98.84,99.12,98.31
98.94,98.19,99.01,98.17
97.94,97.79,97.94,97.44
97.78,97.22,97.78,97.10
97.24,96.52,97.24,96.09
96.02,95.18,96.04,95.11
95.08,94.24,95.09,93.72
94.30,93.45,94.43,93.28
93.47,94.28,94.91,93.47
93.52,93.28,93.95,92.94
93.53,93.90,94.30,93.23
93.90,94.54,94.73,93.61
94.73,93.92,94.73,93.79
93.24,93.73,94.27,93.19
93.70,94.07,94.33,93.36
93.75,93.65,94.10,93.36
93.65,93.40,94.05,93.19
94.14,92.37,94.31,92.28
92.39,92.41,92.57,91.64
92.38,91.99,92.52,91.80
92.42,92.51,93.10,92.42
92.59,92.97,92.98,92.23
93.32,93.61,93.61,92.87
93.47,92.71,93.53,92.35
93.02,92.46,93.44,92.42
92.88,93.22,93.35,92.82
93.86,93.28,94.62,93.13
93.31,93.84,93.91,93.31
93.73,96.55,96.86,93.59
96.60,96.18,97.12,95.87
96.19,94.85,96.19,94.85
94.80,96.08,96.37,94.46
95.38,95.24,95.45,94.91
95.14,94.61,95.43,94.61
94.89,94.65,95.04,94.29
94.31,94.02,94.67,93.72
93.61,93.89,94.05,93.40
94.00,94.31,94.59,93.97
94.00,94.34,94.49,93.61
94.09,93.20,94.09,92.85
93.38,93.29,93.65,93.08
93.17,92.86,93.60,92.74
93.13,93.31,94.10,92.85
93.61,93.66,94.89,93.58
94.25,95.21,95.26,93.39
94.96,95.65,95.76,94.80
95.19,95.04,95.20,93.78
94.85,93.76,94.85,93.63
94.13,94.68,94.72,93.92
94.21,96.22,96.33,94.04
96.28,96.64,96.81,96.22
96.72,96.39,96.72,96.06
96.70,97.63,97.92,96.57
97.35,97.58,98.59,97.35
97.63,97.47,97.63,97.10
97.41,98.62,98.62,97.08
98.54,98.31,98.89,98.05
98.45,98.48,98.70,98.17
98.62,97.89,99.10,97.78
97.80,97.51,98.19,96.53
97.77,98.08,98.37,97.71
98.18,98.32,98.40,97.52
98.14,97.67,98.82,97.67
97.83,98.81,98.84,97.83
99.06,97.75,99.38,97.69
97.29,97.74,97.76,96.01
97.57,97.75,98.24,97.27
97.63,96.90,97.63,96.54
96.46,97.32,97.32,95.93
97.43,97.97,98.44,97.43
97.94,98.51,98.51,97.68
98.69,98.37,98.69,98.07
98.35,97.75,98.35,97.56
97.92,96.68,98.06,96.65
96.78,96.93,97.41,96.57
96.91,96.93,97.17,96.54
97.04,96.60,97.17,96.58
96.62,95.80,96.62,95.69
95.79,95.53,95.90,95.00
95.58,95.48,96.09,95.42
95.54,95.11,95.79,94.65
94.97,95.54,95.70,94.77
95.09,95.81,95.91,94.88
95.63,95.25,95.63,95.05
95.67,96.48,96.64,95.67
96.38,95.99,96.38,95.65
95.92,94.94,95.92,94.93
94.97,94.13,94.97,94.06
94.12,94.45,94.87,94.12
94.47,94.37,94.73,94.20
94.71,94.91,95.46,94.65
94.68,94.79,94.96,94.51
94.79,96.05,96.06,93.96
95.67,95.32,95.67,94.51
95.39,96.24,96.58,95.35
95.73,95.19,95.92,95.13
95.07,95.50,95.74,94.83
95.76,95.13,95.76,94.94
95.39,95.42,95.67,95.14
95.46,95.63,95.82,95.29
95.75,95.82,95.97,95.54
95.65,94.32,95.65,94.31
94.36,94.10,94.54,93.75
94.36,94.11,94.43,93.86
94.31,94.97,95.06,94.14
94.94,94.49,94.94,94.31
94.72,94.97,95.07,94.45
95.73,96.31,96.87,95.54
96.11,95.36,96.27,95.21
95.45,95.50,95.83,95.16
95.46,95.31,95.66,95.22
95.21,95.88,95.88,95.21
95.78,95.93,96.11,95.74
96.21,96.97,96.98,96.21
97.21,97.14,97.36,96.91
96.91,96.86,97.05,96.34
96.55,95.81,97.12,95.78
95.99,95.94,96.30,95.68
96.18,96.26,96.28,95.83
96.35,96.23,96.63,95.98
96.51,97.78,97.78,96.51
96.92,98.43,98.62,96.92
98.69,97.60,99.52,97.41
97.92,97.00,97.92,96.60
96.80,96.49,96.80,96.20
96.61,97.19,97.24,96.41
97.52,97.76,97.79,97.31
97.53,98.49,98.49,97.53
98.42,99.34,99.59,98.29
99.20,99.43,99.56,98.92
98.98,100.67,100.67,98.90
100.40,101.29,101.29,100.31
101.62,101.50,101.83,101.39
101.52,100.97,102.07,100.84
100.88,101.77,101.99,100.88
101.94,101.98,102.74,101.84
102.10,101.53,102.78,101.53
101.98,101.51,102.34,101.34
101.77,101.17,101.81,101.13
101.24,100.95,101.62,100.67
101.14,101.61,101.87,101.14
101.09,100.65,101.48,100.50
101.37,101.58,101.85,101.27
101.46,100.95,101.51,100.77
101.11,100.29,101.11,100.08
100.20,100.53,100.53,99.50
100.36,100.42,100.76,100.04
100.51,100.08,100.51,99.81
100.15,101.32,101.32,100.15
101.40,102.28,102.54,101.35
102.06,102.92,103.13,102.02
103.08,103.52,103.62,102.64
103.48,103.42,103.77,103.15
103.39,101.91,103.59,101.47
101.39,101.88,101.90,100.90
102.39,102.60,103.59,102.39
102.68,102.86,103.25,102.22
102.16,102.41,102.62,101.58
102.47,101.96,102.77,101.96
101.96,102.76,102.81,101.61
102.44,102.91,102.98,102.43
103.09,104.19,104.41,103.09
104.20,103.55,104.20,103.04
103.40,103.33,103.61,102.88
103.22,103.71,103.80,103.22
103.96,104.06,105.20,103.96
103.80,103.77,104.84,103.77
103.64,105.26,105.33,103.13
105.16,104.95,105.31,103.90
104.88,104.55,105.72,104.25
104.31,104.34,105.06,104.12
104.74,105.00,105.29,104.43
105.10,106.36,106.39,105.10
106.41,107.18,107.18,106.27
106.93,106.02,107.32,105.85
106.13,105.83,106.66,105.38
105.99,106.05,106.16,105.41
106.07,106.21,107.10,106.04
106.21,106.81,107.12,105.83
106.87,107.91,107.91,106.87
107.83,108.48,108.56,107.54
108.61,107.93,108.80,107.79
108.05,108.22,108.72,107.98
108.59,108.63,108.85,107.47
108.05,106.50,108.50,106.07
106.30,107.42,107.42,106.30
107.17,106.89,107.50,106.83
107.19,108.65,108.67,107.19
108.63,107.49,108.68,107.31
107.26,106.03,107.64,106.03
106.24,105.22,106.39,105.13
105.51,105.38,105.85,104.98
105.48,105.93,106.47,105.32
106.00,105.53,106.28,105.40
105.47,105.86,105.91,105.21
105.89,104.40,105.89,104.28
104.30,104.37,104.87,103.74
104.48,104.37,104.59,104.12
104.33,105.32,105.47,104.33
105.04,104.99,105.50,104.99
105.78,105.83,106.41,105.78
105.75,106.53,106.56,105.74
106.58,106.58,106.70,106.06
106.39,107.45,107.48,106.39
106.90,107.35,107.57,106.90
107.36,107.59,107.88,107.08
107.48,107.75,107.76,107.10
107.81,108.68,108.77,107.77
108.68,108.35,109.21,108.28
108.46,107.66,108.47,107.55
107.55,107.37,107.95,107.18
106.93,106.08,107.01,106.08
106.09,106.43,106.68,104.93
106.36,106.93,107.20,105.93
107.12,107.75,108.57,107.00
107.52,107.67,107.90,107.17
107.70,109.94,109.94,107.70
110.06,110.71,110.93,109.95
110.92,110.10,111.00,110.02
110.37,109.77,110.46,109.34
108.90,109.32,109.67,108.90
109.11,109.85,109.89,109.03
109.83,110.02,110.05,109.56
109.97,110.54,110.68,109.67
110.70,111.37,111.51,110.14
111.89,110.36,111.89,110.31
110.25,108.21,110.25,107.90
107.75,107.15,107.75,106.66
107.05,107.53,107.98,107.03
107.60,108.24,108.35,107.60
108.23,108.03,108.50,107.55
107.57,108.65,108.67,107.57
108.82,107.78,108.82,107.68
108.45,106.58,108.45,106.58
106.58,107.06,107.32,106.55
107.34,107.28,107.43,106.47
107.16,106.27,107.47,106.26
106.55,107.42,107.47,106.00
107.22,107.24,107.54,106.73
107.50,107.09,107.53,107.09
107.16,107.02,107.20,106.82
106.89,107.31,107.53,106.76
107.13,106.38,107.37,106.31
106.27,107.92,108.07,106.27
107.93,106.92,107.99,106.82
107.35,105.24,107.35,104.84
104.75,103.52,105.20,103.52
103.13,103.89,104.65,103.13
103.91,103.26,104.00,101.70
103.20,102.13,103.53,101.79
102.00,100.98,102.00,100.77
101.32,101.99,102.37,101.32
102.29,104.01,104.05,102.29
104.32,103.67,104.45,103.59
103.67,103.62,104.09,103.46
103.71,104.08,104.36,103.51
104.19,105.15,105.17,104.01
105.34,105.50,106.05,105.01
105.84,105.34,106.03,105.18
105.45,106.64,106.64,105.45
106.50,106.90,106.94,106.24
107.00,107.12,107.60,106.85
107.28,106.85,107.51,106.36
107.10,107.48,107.78,107.04
107.52,106.39,107.83,106.37
106.47,107.53,107.53,106.47
107.28,108.16,108.18,107.28
108.36,108.94,108.95,108.05
108.88,107.88,109.11,107.39
108.12,108.44,108.82,108.12
108.34,108.38,108.61,107.89
108.70,109.67,109.69,108.51
109.53,109.06,109.54,108.60
108.85,107.78,108.85,107.69
107.71,107.38,107.95,107.05
107.28,108.27,108.31,107.20
107.89,106.24,107.89,105.99
106.36,106.48,107.05,106.16
106.29,107.73,108.00,106.29
107.93,107.46,108.16,107.05
107.71,106.72,107.71,106.45
106.88,107.53,107.64,106.81
107.34,106.72,107.38,106.64
106.51,106.23,106.74,106.12
105.35,105.06,105.56,104.74
105.08,104.50,105.39,104.38
104.51,104.55,104.91,103.69
103.90,105.15,105.20,103.90
105.40,105.27,106.22,104.90
105.16,105.72,106.62,105.16
105.64,105.58,106.26,105.38
105.87,106.26,106.46,105.10
106.49,106.28,106.83,105.85
106.01,106.16,107.30,105.97
106.32,108.50,108.58,106.32
108.31,106.67,109.02,106.65
106.64,107.23,108.08,106.64
107.18,107.09,108.51,107.09
107.56,108.22,109.34,107.15
107.90,106.78,108.63,104.85
105.76,106.95,107.24,105.15
107.66,107.52,107.83,106.28
107.55,109.22,109.24,107.55
109.36,109.55,109.86,108.92
109.76,110.31,111.18,109.76
110.84,110.63,111.32,110.19
110.88,111.63,111.87,110.77
111.50,111.43,112.04,111.06
111.29,112.27,112.27,110.92
112.28,111.76,112.67,110.58
111.65,114.10,114.11,111.65
114.39,114.14,114.39,113.33
114.46,115.19,115.22,114.27
115.19,114.18,115.37,113.84
114.90,116.79,116.81,114.90
116.92,114.99,116.92,114.33
115.05,116.07,116.07,114.86
116.13,116.69,116.78,115.78
116.63,116.27,116.77,115.85
116.32,114.34,116.32,113.78
114.50,113.28,114.89,113.10
113.20,112.81,113.40,112.60
112.58,114.17,114.26,112.58
114.26,114.54,115.02,113.90
114.37,114.43,114.70,113.88
114.70,114.20,114.70,113.76
114.73,114.65,115.05,113.70
114.74,113.75,114.91,113.64
114.08,113.65,114.08,113.09
113.82,114.26,114.52,113.71
114.40,115.29,115.81,114.40
113.60,115.29,116.23,113.60
115.04,116.11,116.45,114.70
116.11,115.88,116.18,115.30
116.04,115.85,116.45,115.42
115.10,115.06,115.54,114.60
115.25,115.92,116.47,115.25
115.54,116.66,116.82,115.54
116.52,115.13,117.33,115.08
115.28,116.21,116.97,115.28
115.91,115.00,116.66,114.97
115.79,113.97,115.79,113.35
114.09,113.82,115.60,112.99
113.89,115.99,116.16,113.89
116.38,118.18,118.18,116.10
118.62,118.34,119.05,117.71
118.31,118.56,118.60,117.73
118.77,118.94,119.48,118.55
117.88,120.07,120.36,117.59
119.88,121.48,121.96,119.88
122.00,123.19,123.67,121.68
122.80,120.58,122.80,120.51
121.09,118.27,121.09,118.27
119.00,119.10,119.23,117.66
118.85,117.40,119.05,116.99
117.39,117.50,119.48,117.39
118.34,118.71,119.07,117.29
119.72,119.65,120.00,119.18
119.68,118.81,119.79,118.21
118.83,118.44,119.05,117.77
119.29,118.92,120.59,118.29
118.63,119.93,120.10,118.06
119.96,120.78,121.03,119.89
120.82,121.84,121.92,120.46
122.39,122.10,122.39,120.97
121.99,123.27,123.37,121.02
123.32,122.79,123.77,121.99
122.92,123.23,123.70,122.92
123.02,123.26,123.65,121.97
122.70,123.39,123.91,122.70
123.77,122.16,124.63,121.85
122.24,123.90,123.90,121.50
123.48,120.86,123.48,120.84
121.15,121.46,121.94,119.76
121.50,122.12,122.47,120.89
121.97,120.52,122.24,120.37
121.14,121.65,121.89,120.38
121.24,116.68,121.24,116.09
116.42,115.62,117.29,115.14
115.97,117.90,118.06,115.73
117.84,115.43,117.84,115.30
115.85,115.01,115.85,114.68
114.82,113.30,114.89,112.48
112.89,113.11,114.26,112.35
112.86,115.84,115.90,112.86
115.33,114.64,115.83,114.25
114.60,114.75,114.84,113.22
114.66,115.43,115.47,114.63
115.53,116.14,116.80,115.24
116.14,114.47,116.28,114.33
114.60,113.65,114.93,113.51
113.49,113.61,113.96,113.06
113.32,111.33,113.34,110.62
111.07,112.18,112.19,110.71
111.70,111.39,111.77,111.07
111.63,112.21,112.71,111.63
111.29,108.95,111.29,108.58
109.21,109.12,109.67,108.93
108.83,108.97,110.09,108.61
109.16,108.32,109.45,108.08
108.43,110.39,110.75,108.43
110.19,109.23,110.19,108.27
109.86,111.02,111.82,109.86
110.87,110.94,111.49,110.55
110.96,114.00,114.54,110.68
113.44,112.78,114.62,112.57
113.42,113.91,114.05,112.74
113.88,113.96,114.38,113.80
113.94,112.70,114.38,112.46
112.07,110.50,112.56,110.50
110.29,109.62,110.89,109.52
109.79,110.35,110.86,109.68
110.86,111.81,112.12,110.36
111.36,111.76,112.40,111.05
111.67,111.82,112.05,110.21
111.70,112.19,112.57,111.56
112.41,113.66,114.25,112.41
113.62,112.36,113.62,112.33
112.52,111.96,112.52,111.48
111.96,111.52,111.96,110.87
111.72,112.41,112.75,111.49
112.31,111.21,112.34,111.16
111.39,111.79,112.13,111.24
112.04,112.03,112.94,111.96
111.94,111.41,111.94,110.45
111.00,110.95,111.84,110.65
111.37,112.58,113.42,111.37
112.77,111.54,113.33,111.28
111.81,111.81,112.10,111.12
111.71,112.52,112.93,111.71
112.56,113.60,114.24,112.13
113.94,112.17,113.94,111.85
112.02,113.00,113.01,111.45
112.39,112.58,112.85,111.64
112.30,111.06,112.30,110.41
111.19,111.64,111.75,110.40
111.67,112.40,113.24,111.60
112.30,109.83,112.30,109.69
109.70,109.21,110.32,108.24
109.45,109.69,110.37,109.42
110.68,110.49,111.50,109.95
110.31,109.79,111.23,109.67
109.48,109.57,109.71,108.56
109.93,108.62,110.27,108.22
108.89,109.89,110.03,108.89
110.05,111.20,111.41,109.99
110.86,111.68,111.81,110.72
111.31,111.87,112.09,110.90
111.97,112.06,112.74,111.67
112.09,111.93,112.39,111.52
111.85,111.69,112.00,111.09
111.59,110.91,111.59,110.33
111.08,111.51,111.61,110.87
111.40,111.84,111.94,111.05
111.69,111.50,111.99,111.09
111.84,111.68,112.30,111.36
111.16,110.08,111.16,109.46
110.11,108.70,110.11,108.15
108.53,108.35,109.16,108.24
107.36,106.96,107.45,106.67
106.92,106.57,107.03,106.40
106.52,106.29,106.84,106.28
107.18,106.84,107.43,106.81
107.33,107.54,107.86,107.17
107.17,106.59,107.44,106.55
106.23,106.32,106.80,105.87
106.18,106.76,106.81,105.75
106.86,107.69,107.78,106.58
107.79,109.17,109.33,107.79
109.29,108.09,109.35,108.09
108.53,108.03,108.61,107.76
107.79,106.62,107.87,106.52
105.57,104.77,105.94,104.75
105.07,104.02,105.07,104.02
103.93,104.56,104.68,103.55
104.35,103.89,105.66,103.85
104.41,103.66,104.41,103.42
103.95,104.15,104.18,103.52
104.26,105.58,105.69,104.26
105.26,105.79,106.02,105.00
106.22,108.47,108.76,106.22
107.99,107.74,108.58,107.61
108.17,106.66,108.34,106.33
106.84,107.25,107.96,106.39
107.44,107.37,107.93,106.71
107.32,107.22,107.78,106.91
107.32,107.57,107.60,106.73
107.85,109.30,109.35,107.83
109.19,108.19,109.19,108.10
108.13,107.57,108.13,107.07
107.36,106.55,107.57,106.18
106.39,106.97,107.50,106.39
107.01,105.48,107.01,104.96
105.49,105.46,105.82,105.21
105.35,106.78,107.20,105.35
106.89,107.35,107.37,106.42
107.20,107.77,107.82,106.68
107.50,108.62,108.90,107.34
109.10,109.61,110.48,109.10
109.59,110.05,110.69,109.52
109.92,108.31,109.92,108.10
108.52,108.66,109.39,108.41
108.73,109.05,109.08,107.55
108.91,110.25,110.69,108.42
110.33,109.94,110.85,109.71
109.89,110.41,111.16,109.60
110.15,112.44,112.50,110.15
112.12,112.48,112.72,111.17
112.30,113.35,113.35,111.98
113.31,113.93,114.38,113.12
113.75,113.59,113.78,113.24
113.28,114.02,114.32,112.77
113.41,113.21,114.46,112.90
112.76,111.85,113.08,111.70
110.73,107.45,110.73,107.30
108.52,104.57,109.92,104.51
105.60,106.31,106.55,104.39
107.10,107.68,107.68,106.27
107.58,107.41,107.73,106.16
107.19,105.74,107.40,104.91
104.76,102.87,104.76,102.47
103.83,102.94,103.83,102.20
103.17,103.54,103.92,103.04
102.83,101.98,102.83,101.68
103.06,104.15,104.15,103.06
104.41,102.95,104.64,102.79
102.86,102.67,103.72,102.42
102.43,103.49,103.50,102.13
103.53,103.78,104.35,103.53
103.80,104.37,104.48,103.25
104.45,105.39,105.63,104.31
105.39,106.77,108.08,105.28
106.08,106.08,107.21,105.57
106.35,106.53,107.12,106.12
105.81,105.28,106.42,104.99
105.42,105.41,105.72,105.09
105.18,106.40,106.49,105.09
105.85,106.53,107.50,105.25
106.32,106.01,107.04,105.88
106.16,105.99,106.64,105.62
106.47,107.89,107.99,106.22
108.22,106.73,108.22,105.94
107.09,108.17,108.17,106.55
108.59,109.67,109.76,108.15
109.62,108.74,109.62,108.30
109.00,108.53,109.16,108.37
108.49,109.93,110.09,108.20
110.10,109.51,110.10,109.16
109.64,110.42,110.94,109.64
110.11,110.15,110.70,110.04
110.12,110.02,110.79,109.96
110.19,111.78,111.87,110.04
111.79,111.91,112.53,111.54
111.71,112.12,112.12,110.99
111.89,112.42,112.76,111.71
112.62,112.05,113.19,111.97
112.33,113.27,113.49,112.13
113.37,111.30,113.37,111.22
111.53,111.19,111.68,110.38
111.03,110.82,111.30,110.45
110.74,109.67,111.16,108.56
109.54,109.16,109.54,107.88
109.27,109.74,110.06,108.97
109.52,109.85,110.02,109.01
109.48,110.20,110.31,109.27
110.32,110.73,111.10,110.22
110.63,109.84,110.82,109.84
108.26,105.76,108.42,105.00
105.45,106.13,106.41,105.12
105.95,107.03,107.19,105.95
107.16,108.01,108.10,107.16
107.70,106.74,108.55,106.74
106.89,106.30,107.58,106.06
106.27,108.14,108.14,106.25
108.19,106.22,108.60,105.96
106.44,107.14,107.20,105.49
107.43,108.09,108.32,107.30
108.32,108.58,109.30,108.18
108.55,107.79,108.91,107.65
107.51,107.64,107.82,106.77
107.52,107.07,107.52,106.72
107.21,107.29,107.73,107.21
107.35,107.57,108.24,107.35
107.85,108.36,108.60,107.47
108.27,106.06,108.32,106.00
105.70,105.08,105.83,104.84
105.21,106.46,106.56,105.21
106.37,106.77,106.79,105.71
106.16,106.66,106.83,105.87
106.45,106.61,107.82,106.06
106.39,104.91,106.39,104.81
104.62,104.49,105.42,104.00
104.58,104.86,104.92,103.84
105.16,105.86,106.41,105.16
106.15,108.53,108.64,106.15
108.65,108.67,109.34,108.03
108.40,107.43,108.40,106.69
107.83,107.51,108.13,106.91
107.64,108.40,108.61,106.82
108.67,110.17,110.27,108.67
108.28,108.36,108.59,108.06
107.97,108.61,108.69,107.79
108.96,109.23,109.52,108.96
109.24,109.03,109.46,108.86
108.96,107.92,108.96,106.99
107.19,107.55,107.55,106.45
107.59,108.35,108.56,106.11
107.75,108.19,108.56,107.36
107.18,107.36,107.95,107.00
107.63,107.33,108.23,107.22
107.75,107.99,108.35,107.51
108.40,107.37,108.40,106.70
107.54,107.27,108.18,107.02
107.57,108.98,109.56,107.06
107.98,107.83,108.47,106.61
108.40,109.41,109.73,108.19
108.79,107.08,109.09,105.50
107.39,107.01,107.64,106.19
107.57,109.07,109.08,107.24
108.93,107.93,109.00,107.65
108.30,108.83,109.69,108.30
108.61,109.05,109.76,108.16
109.18,110.85,111.41,108.39
111.47,113.18,113.18,111.47
112.99,114.33,114.75,112.93
114.15,114.77,114.86,113.43
115.01,116.22,116.69,115.01
116.22,115.63,116.56,115.42
115.11,115.88,116.33,113.94
115.69,115.52,116.81,114.51
115.05,116.00,116.39,114.98
115.70,115.92,116.50,114.08
115.31,113.97,115.92,113.85
114.13,113.59,114.48,112.65
114.14,114.31,114.41,113.18
114.51,114.01,114.51,113.32
114.13,115.77,116.17,113.77
115.43,115.06,115.68,114.57
115.52,116.27,116.29,115.16
115.83,116.32,116.57,115.48
116.28,116.93,117.05,115.91
117.23,118.00,118.03,117.00
117.59,114.88,117.59,114.85
114.80,115.16,116.23,114.57
115.77,114.68,116.02,114.03
114.43,115.50,115.56,112.58
115.53,116.19,116.19,114.21
115.69,117.45,117.77,115.28
117.24,118.06,118.31,117.02
118.35,119.11,119.21,117.70
118.85,119.73,120.07,118.85
119.73,119.90,120.18,118.67
120.48,120.10,120.68,119.83
119.96,120.17,120.32,119.50
119.93,120.43,120.72,119.82
120.32,121.63,121.79,119.21
121.59,122.93,123.13,121.36
122.91,122.12,123.31,122.10
121.81,121.96,122.48,120.89
121.90,121.60,122.43,121.38
120.76,121.39,121.87,120.16
121.31,121.85,121.99,121.16
122.05,121.52,122.64,121.19
121.52,123.43,123.44,121.46
123.51,123.12,123.53,122.63
123.14,123.68,123.84,122.81
123.36,124.29,124.42,122.91
124.36,123.68,124.36,123.10
123.43,121.39,123.47,121.26
121.36,121.28,121.36,120.52
121.20,121.32,121.94,120.96
121.61,121.93,122.58,121.60
121.94,121.44,122.64,121.32
121.56,122.29,122.38,121.30
122.56,121.53,122.56,120.95
121.29,121.34,121.81,121.02
121.54,122.16,122.32,121.22
121.96,122.51,122.57,121.32
122.65,122.86,122.96,122.11
122.99,119.92,123.07,119.85
119.75,117.31,119.87,116.96
117.78,118.43,118.56,117.78
118.06,118.58,118.61,117.87
118.67,118.87,119.30,118.56
119.21,120.40,121.08,118.87
119.29,120.41,120.68,118.91
119.89,121.08,121.19,119.06
121.25,121.93,122.59,121.03
121.76,121.92,122.43,121.22
121.83,123.32,124.07,121.78
122.97,122.85,124.27,122.45
122.78,122.19,122.78,121.10
122.25,122.86,123.04,122.04
123.05,123.08,123.42,122.66
123.17,123.39,123.51,122.44
123.28,123.98,124.26,122.90
124.01,123.47,124.06,122.96
123.31,123.71,123.71,122.78
123.29,121.52,123.36,120.93
120.85,119.41,121.80,119.00
119.13,120.46,120.49,118.31
120.89,120.79,120.89,119.91
120.87,119.77,121.02,119.66
119.97,121.08,121.17,119.93
120.67,120.69,120.96,120.01
120.74,121.97,122.03,120.71
121.97,122.30,122.34,121.56
122.30,122.98,123.08,122.09
122.85,123.41,123.45,122.69
123.24,123.44,123.44,122.23
124.37,125.36,125.95,124.33
125.55,125.18,125.81,124.73
125.30,125.18,125.92,124.96
125.14,125.97,126.01,125.03
126.00,127.13,127.21,125.97
126.87,126.58,127.37,126.16
126.76,126.41,127.03,126.28
126.42,127.00,127.06,125.78
127.02,126.12,127.07,125.80
126.29,126.86,127.15,125.98
127.04,127.29,127.30,126.13
127.28,126.84,127.53,126.00
126.08,126.13,126.73,125.28
126.37,125.57,126.37,125.47
125.44,125.93,126.00,125.17
124.67,126.12,127.20,124.20
125.78,127.60,127.89,125.71
127.75,128.08,128.10,126.60
128.49,128.54,129.01,128.06
129.06,131.27,131.27,128.49
131.91,131.12,131.91,129.87
131.06,131.88,132.15,131.06
131.70,132.31,132.34,131.13
131.94,129.93,131.96,129.63
129.76,131.16,131.20,128.69
130.87,131.12,131.18,129.58
130.32,129.46,130.66,129.41
129.89,130.42,130.42,129.74
129.84,129.52,130.16,129.19
129.52,129.89,130.23,129.32
129.90,130.17,130.56,129.90
130.14,129.88,130.28,129.44
130.02,129.25,130.05,129.10
128.91,129.90,130.03,128.56
129.85,131.58,131.76,129.84
131.54,131.31,131.54,130.64
131.57,130.37,131.93,129.98
130.16,128.78,130.16,127.71
128.64,129.29,129.51,128.64
129.31,130.01,130.39,129.20
129.71,129.94,130.25,129.56
129.50,129.19,129.74,128.68
129.13,128.56,129.41,128.12
128.56,128.37,129.28,128.05
128.08,126.67,128.08,126.58
126.82,126.63,127.66,126.28
126.64,126.47,127.09,126.26
126.63,126.55,127.01,126.19
126.52,126.80,126.82,126.16
127.19,126.91,127.78,126.85
126.88,125.06,127.22,125.03
124.83,123.54,124.83,123.54
123.32,125.21,125.44,122.52
125.26,126.75,126.75,125.03
126.13,125.29,126.33,124.69
125.37,125.68,126.11,125.33
125.87,125.17,126.34,125.15
125.06,125.19,125.24,124.21
125.08,125.14,125.58,124.62
125.34,122.72,126.08,122.59
123.13,123.68,123.84,123.13
123.68,122.46,124.21,122.30
122.42,122.79,122.91,122.06
122.71,122.30,122.92,122.10
122.75,123.80,124.01,122.51
124.16,125.13,125.33,124.16
125.19,125.27,125.56,124.61
124.75,125.72,125.87,124.74
124.69,121.09,124.69,121.09
120.99,123.14,123.34,120.99
122.70,121.42,122.85,120.94
121.68,121.82,122.76,121.31
121.78,122.78,122.91,121.47
122.78,123.88,124.04,122.03
124.31,125.16,125.17,124.14
125.56,124.99,125.84,124.96
124.99,127.60,127.61,124.99
128.17,128.43,128.52,127.44
128.08,128.13,128.55,127.48
127.10,126.95,127.41,126.61
127.39,125.41,127.98,125.27
125.56,125.18,125.80,124.15
124.92,123.40,124.92,122.78
123.86,122.57,124.34,121.94
122.68,120.88,123.15,120.21
120.83,118.29,120.83,117.62
118.55,117.96,119.40,117.67
117.61,117.95,118.56,117.12
118.54,117.81,119.65,117.73
117.97,118.79,118.92,117.96
118.49,117.41,118.75,117.24
117.37,118.56,118.69,117.37
118.56,120.02,120.73,118.56
119.63,119.48,120.52,119.24
119.56,120.06,120.28,119.56
120.60,121.02,121.28,119.55
120.76,120.78,121.12,120.26
120.91,120.71,121.59,120.54
120.22,120.01,120.53,119.53
120.45,120.49,120.85,119.81
120.30,121.13,121.13,120.14
120.87,121.38,121.49,120.29
120.78,120.73,121.10,119.92
120.78,121.17,121.63,120.46
121.37,123.57,124.10,121.37
123.38,121.26,123.49,120.97
120.82,119.74,120.82,118.70
119.36,120.04,120.50,118.96
120.84,119.62,121.66,119.61
120.40,121.87,121.87,119.24
121.76,122.77,123.28,121.76
120.54,118.70,120.54,118.55
118.25,115.81,118.25,114.39
115.69,115.50,116.89,115.12
114.76,115.56,115.76,113.89
115.38,117.35,117.53,115.38
117.48,116.60,118.04,115.87
116.32,116.58,117.19,116.18
116.91,116.26,117.16,115.84
116.54,117.60,117.61,116.54
117.68,118.11,118.25,117.17
116.99,116.99,117.92,116.78
117.02,118.57,118.90,117.02
119.00,120.87,121.00,119.00
120.47,121.30,121.80,120.36
119.91,117.45,119.91,117.45
116.64,116.50,116.99,115.69
117.17,117.44,118.31,116.79
117.14,117.65,117.72,116.10
