ALJJ,ALJ Regional Holdings,NASDAQ
0.82,0.82,0.82,0.82
0.82,0.82,0.83,0.82
0.82,0.83,0.83,0.82
N/A,N/A,N/A,N/A
0.83,0.84,0.84,0.83
0.83,0.84,0.84,0.83
0.83,0.82,0.83,0.82
0.82,0.82,0.82,0.82
0.84,0.83,0.84,0.82
0.81,0.84,0.84,0.81
0.83,0.84,0.84,0.83
0.83,0.81,0.83,0.81
0.83,0.81,0.84,0.81
0.82,0.82,0.82,0.82
0.84,0.84,0.84,0.84
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
0.81,0.81,0.82,0.81
0.81,0.84,0.84,0.81
0.80,0.80,0.80,0.80
N/A,N/A,N/A,N/A
0.82,0.82,0.82,0.82
N/A,N/A,N/A,N/A
0.83,0.82,0.83,0.82
0.82,0.82,0.82,0.82
0.80,0.80,0.80,0.80
N/A,N/A,N/A,N/A
0.82,0.84,0.84,0.82
0.82,0.82,0.82,0.82
0.82,0.82,0.82,0.82
0.84,0.81,0.84,0.80
N/A,N/A,N/A,N/A
0.84,0.83,0.84,0.83
0.84,0.81,0.84,0.78
0.81,0.81,0.81,0.81
N/A,N/A,N/A,N/A
0.82,0.81,0.82,0.81
0.82,0.82,0.82,0.82
0.80,0.80,0.80,0.80
0.81,0.81,0.81,0.80
0.82,0.84,0.84,0.82
0.84,0.85,0.85,0.84
0.84,0.84,0.84,0.84
0.83,0.84,0.84,0.83
0.83,0.83,0.83,0.83
0.84,0.85,0.85,0.84
N/A,N/A,N/A,N/A
0.85,0.85,0.85,0.85
0.85,0.85,0.85,0.83
0.84,0.84,0.84,0.83
0.83,0.85,0.85,0.83
0.85,0.83,0.87,0.83
0.85,0.84,0.85,0.84
0.86,0.84,0.87,0.84
0.84,0.83,0.85,0.83
0.83,0.83,0.83,0.83
N/A,N/A,N/A,N/A
0.83,0.83,0.83,0.83
0.84,0.84,0.84,0.83
0.84,0.83,0.84,0.83
0.85,0.85,0.85,0.85
0.83,0.83,0.83,0.83
0.82,0.82,0.83,0.82
0.82,0.82,0.82,0.82
0.84,0.82,0.84,0.82
0.83,0.83,0.84,0.83
0.84,0.83,0.84,0.83
N/A,N/A,N/A,N/A
0.83,0.83,0.83,0.83
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
0.84,0.84,0.84,0.84
0.83,0.83,0.84,0.83
0.83,0.83,0.83,0.83
N/A,N/A,N/A,N/A
0.83,0.83,0.83,0.83
0.82,0.83,0.83,0.82
0.83,1.04,1.05,0.83
1.06,1.14,1.19,1.04
1.15,1.36,1.40,1.15
1.40,1.34,1.40,1.30
1.33,1.31,1.33,1.27
1.31,1.30,1.32,1.25
1.30,1.52,1.53,1.29
1.52,1.43,1.54,1.40
1.45,1.46,1.48,1.43
1.46,1.52,1.55,1.45
1.52,1.55,1.64,1.50
1.55,1.55,1.58,1.55
1.55,1.55,1.57,1.53
1.58,1.55,1.58,1.55
1.56,1.56,1.56,1.54
1.55,1.55,1.55,1.54
1.55,1.55,1.60,1.55
1.55,1.55,1.56,1.55
1.56,1.59,1.61,1.55
1.58,1.59,1.59,1.58
1.59,1.56,1.59,1.56
1.56,1.56,1.59,1.56
1.58,1.64,1.64,1.56
1.62,1.65,1.66,1.62
1.68,1.66,1.68,1.65
1.68,1.66,1.68,1.65
1.67,1.60,1.67,1.60
1.57,1.55,1.57,1.54
1.54,1.55,1.55,1.53
1.55,1.55,1.55,1.55
1.55,1.55,1.55,1.55
1.55,1.50,1.55,1.50
1.51,1.55,1.55,1.47
1.56,1.65,1.65,1.56
1.66,1.57,1.66,1.57
1.56,1.58,1.58,1.55
1.58,1.60,1.60,1.58
1.60,1.55,1.60,1.55
1.55,1.55,1.56,1.55
1.55,1.55,1.55,1.55
1.55,1.55,1.55,1.55
1.55,1.55,1.55,1.55
1.56,1.57,1.58,1.56
1.60,1.60,1.60,1.60
1.60,1.64,1.64,1.53
1.55,1.62,1.65,1.55
N/A,N/A,N/A,N/A
1.61,1.55,1.61,1.55
1.60,1.60,1.62,1.55
1.60,1.50,1.60,1.50
1.50,1.55,1.59,1.50
1.55,1.59,1.59,1.55
1.58,1.60,1.60,1.58
1.61,1.61,1.61,1.61
1.58,1.60,1.62,1.55
1.60,1.57,1.60,1.57
1.57,1.60,1.61,1.57
1.61,1.67,1.67,1.61
1.65,1.67,1.67,1.65
1.67,1.65,1.67,1.65
1.65,1.66,1.66,1.65
1.66,1.70,1.70,1.66
1.70,1.71,1.71,1.70
1.70,1.70,1.71,1.70
1.71,1.70,1.71,1.70
1.71,1.70,1.73,1.70
1.70,1.69,1.70,1.69
1.70,1.71,1.71,1.67
1.71,1.67,1.71,1.67
1.65,1.64,1.65,1.64
1.64,1.58,1.64,1.58
1.60,1.56,1.60,1.55
1.55,1.56,1.56,1.55
1.57,1.61,1.66,1.57
N/A,N/A,N/A,N/A
1.68,1.55,1.68,1.55
1.57,1.57,1.57,1.57
1.57,1.57,1.57,1.57
1.57,1.56,1.57,1.55
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.56,1.56,1.56,1.55
1.59,1.60,1.60,1.58
N/A,N/A,N/A,N/A
1.59,1.59,1.59,1.59
1.60,1.74,1.75,1.60
1.74,1.77,1.79,1.71
1.77,1.74,1.79,1.74
1.69,1.69,1.69,1.69
1.78,1.78,1.78,1.75
1.78,1.78,1.78,1.75
1.76,1.79,1.79,1.76
1.79,1.79,1.79,1.79
1.79,1.80,1.80,1.79
1.78,1.78,1.78,1.71
1.72,1.80,1.80,1.72
1.80,1.80,1.80,1.80
1.75,1.70,1.75,1.70
1.71,1.70,1.71,1.70
1.70,1.70,1.70,1.70
1.71,1.71,1.71,1.71
1.70,1.72,1.72,1.70
1.72,1.70,1.72,1.70
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.78,1.75,1.79,1.60
1.62,1.76,1.76,1.62
1.62,1.72,1.72,1.62
1.67,1.68,1.68,1.67
N/A,N/A,N/A,N/A
1.67,1.80,1.80,1.67
1.68,1.68,1.68,1.68
1.75,1.75,1.75,1.75
1.72,1.70,1.72,1.70
1.80,1.74,1.80,1.74
1.79,1.75,1.79,1.75
1.75,1.75,1.75,1.75
1.75,1.84,1.95,1.75
1.84,1.84,1.84,1.84
1.80,1.84,1.84,1.80
1.84,1.84,1.84,1.84
1.84,1.74,1.84,1.72
N/A,N/A,N/A,N/A
1.76,1.74,1.76,1.74
N/A,N/A,N/A,N/A
1.76,1.72,1.76,1.72
1.74,1.89,1.89,1.72
N/A,N/A,N/A,N/A
1.87,1.89,1.90,1.87
1.90,1.88,1.90,1.88
1.81,1.79,1.81,1.79
N/A,N/A,N/A,N/A
1.80,1.78,1.82,1.78
1.86,1.78,1.86,1.78
1.79,1.78,1.80,1.78
1.78,1.83,1.83,1.78
1.76,1.78,1.83,1.76
1.80,1.80,1.80,1.80
1.80,1.77,1.80,1.77
1.78,1.77,1.78,1.76
1.78,1.78,1.78,1.78
1.80,1.77,1.80,1.75
1.71,1.71,1.71,1.71
1.89,2.33,2.38,1.89
2.35,2.53,2.59,2.33
2.53,2.63,2.65,2.48
2.62,2.62,2.65,2.56
2.62,2.61,2.62,2.57
2.64,2.58,2.64,2.55
2.55,2.59,2.59,2.55
2.59,2.58,2.61,2.58
2.58,2.61,2.61,2.58
2.59,2.57,2.60,2.57
2.51,2.53,2.53,2.49
2.53,2.48,2.53,2.48
2.49,2.49,2.49,2.45
2.47,2.45,2.47,2.45
2.47,2.45,2.47,2.45
2.45,2.45,2.45,2.44
2.44,2.42,2.44,2.40
2.40,2.43,2.43,2.38
2.43,2.45,2.45,2.35
2.42,2.46,2.46,2.42
2.45,2.45,2.45,2.45
2.39,2.40,2.40,2.35
2.40,2.45,2.45,2.40
2.39,2.42,2.42,2.36
2.41,2.47,2.47,2.41
2.48,2.50,2.50,2.48
2.50,2.50,2.55,2.50
2.50,2.50,2.50,2.48
2.45,2.48,2.50,2.45
2.50,2.60,2.65,2.48
N/A,N/A,N/A,N/A
2.55,2.45,2.55,2.45
N/A,N/A,N/A,N/A
2.44,2.44,2.50,2.44
2.43,2.45,2.45,2.43
2.46,2.44,2.50,2.33
2.48,2.48,2.48,2.41
2.48,2.60,2.60,2.48
2.60,2.55,2.60,2.55
2.52,2.50,2.52,2.50
2.52,2.54,2.60,2.52
2.57,2.54,2.57,2.52
2.57,2.65,2.67,2.57
2.70,2.96,3.20,2.69
2.99,2.93,3.00,2.85
2.92,3.04,3.07,2.92
3.06,3.15,3.19,3.06
3.16,3.24,3.24,3.16
3.24,3.18,3.24,3.16
3.18,3.16,3.18,3.16
3.16,3.17,3.17,3.16
3.17,3.20,3.20,3.16
3.19,3.17,3.19,3.17
3.19,3.17,3.20,3.17
3.17,3.09,3.17,3.08
3.09,3.03,3.14,3.00
2.97,3.00,3.02,2.97
3.00,3.00,3.04,3.00
3.00,3.00,3.05,3.00
3.04,3.03,3.04,3.03
2.98,2.99,3.00,2.98
3.00,3.01,3.05,3.00
3.05,3.07,3.07,3.01
3.10,3.21,3.23,3.10
3.22,3.28,3.28,3.22
3.28,3.63,3.65,3.28
3.63,3.56,3.69,3.50
3.50,3.53,3.58,3.48
3.50,3.50,3.54,3.40
3.48,3.51,3.56,3.48
3.53,3.52,3.55,3.52
3.57,3.56,3.57,3.53
3.52,3.50,3.53,3.50
3.50,3.54,3.54,3.50
3.52,3.55,3.55,3.50
3.58,3.60,3.60,3.58
3.69,3.63,3.73,3.61
3.63,3.65,3.65,3.60
3.68,3.66,3.75,3.66
3.64,3.55,3.68,3.50
3.63,3.63,3.63,3.60
3.58,3.53,3.58,3.50
3.50,3.50,3.51,3.50
3.50,3.48,3.50,3.48
3.50,3.60,3.64,3.50
3.50,3.50,3.54,3.50
3.50,3.50,3.50,3.50
3.51,3.53,3.53,3.51
3.55,3.51,3.55,3.51
3.51,3.49,3.51,3.49
3.49,3.50,3.51,3.49
3.50,3.51,3.51,3.48
3.48,3.48,3.48,3.48
3.50,3.50,3.55,3.50
3.52,3.50,3.55,3.50
3.52,3.50,3.52,3.50
3.50,3.37,3.50,3.35
3.37,3.45,3.48,3.37
3.45,3.41,3.45,3.41
3.43,3.43,3.43,3.43
3.42,3.44,3.44,3.42
3.41,3.44,3.44,3.35
3.35,3.40,3.44,3.30
3.25,3.35,3.40,3.21
3.32,3.00,3.35,3.00
3.22,3.19,3.22,3.18
3.21,3.25,3.25,3.21
3.20,3.20,3.28,3.20
3.27,3.35,3.35,3.26
3.29,3.36,3.36,3.29
3.35,3.31,3.37,3.30
3.32,3.35,3.48,3.32
3.36,3.36,3.36,3.36
3.39,3.50,3.50,3.39
3.50,3.33,3.50,3.26
3.35,3.27,3.35,3.20
3.25,3.27,3.27,3.22
3.23,3.22,3.23,3.22
3.22,3.35,3.35,3.20
3.31,3.25,3.32,3.05
3.29,3.25,3.30,3.11
3.24,3.50,3.50,3.22
3.49,3.45,3.50,3.45
3.45,3.45,3.46,3.45
3.48,3.45,3.57,3.45
3.55,3.70,3.75,3.53
3.60,3.70,3.70,3.60
3.70,3.65,3.75,3.65
3.47,3.60,3.60,3.47
3.54,3.60,3.65,3.54
3.55,3.62,3.63,3.55
3.62,3.80,3.83,3.55
3.86,3.78,4.02,3.66
3.79,3.79,3.90,3.77
3.89,4.00,4.00,3.84
4.00,4.09,4.10,4.00
4.08,4.07,4.09,4.04
4.02,4.00,4.08,4.00
3.77,4.04,4.07,3.77
4.06,4.07,4.07,4.00
3.78,4.00,4.05,3.78
4.00,4.00,4.00,4.00
4.00,4.01,4.08,4.00
4.00,4.05,4.05,3.99
4.00,4.05,4.05,4.00
4.02,4.04,4.04,4.00
4.02,3.99,4.02,3.91
4.00,4.00,4.01,4.00
4.00,4.02,4.02,4.00
4.00,4.02,4.02,3.96
3.97,3.99,4.04,3.97
4.02,3.99,4.02,3.91
3.95,4.05,4.05,3.94
4.04,4.01,4.04,4.00
4.04,4.05,4.05,4.03
4.08,4.01,4.10,4.01
4.05,4.05,4.05,4.05
4.02,4.01,4.05,4.01
4.00,4.04,4.04,4.00
4.03,4.35,4.89,4.03
4.20,3.88,4.35,3.85
3.87,3.57,3.87,3.54
3.57,3.85,3.85,3.55
3.85,3.93,3.94,3.77
3.93,3.93,3.94,3.88
3.87,3.80,3.87,3.75
3.75,3.70,3.90,3.57
3.74,3.70,3.74,3.70
3.65,3.72,3.72,3.60
3.70,3.72,3.72,3.56
3.72,3.95,3.95,3.72
3.95,4.14,4.14,3.95
4.00,4.00,4.02,4.00
3.96,4.00,4.00,3.95
3.85,3.90,3.96,3.85
3.90,3.90,3.90,3.90
3.91,3.92,3.92,3.85
3.91,3.91,3.91,3.91
3.86,3.85,3.86,3.85
3.91,4.05,4.05,3.91
4.04,3.97,4.05,3.96
3.94,3.87,3.94,3.80
3.90,3.83,3.90,3.82
3.86,3.83,3.87,3.83
3.83,3.83,3.83,3.83
3.83,3.82,4.01,3.82
3.86,3.95,3.95,3.80
3.95,3.83,4.09,3.80
3.90,4.00,4.05,3.85
4.00,4.24,4.40,4.00
4.25,4.25,4.28,4.25
4.30,4.27,4.30,4.26
4.26,4.29,4.35,4.26
4.28,4.34,4.35,4.28
4.34,4.30,4.34,4.25
4.25,4.25,4.25,4.25
4.25,4.33,4.33,4.25
4.32,4.30,4.32,4.30
4.33,4.45,4.45,4.33
4.37,4.42,4.42,4.37
4.45,4.50,4.51,4.40
4.44,4.40,4.44,4.32
4.40,4.40,4.40,4.40
4.40,4.40,4.40,4.40
4.49,4.41,4.49,4.41
4.41,4.40,4.41,4.40
4.41,4.38,4.42,4.38
4.35,4.35,4.38,4.35
4.35,4.35,4.36,4.35
4.35,4.35,4.35,4.35
4.30,4.30,4.35,4.30
4.31,4.30,4.31,4.30
4.31,4.32,4.34,4.30
4.35,4.35,4.35,4.30
4.35,4.33,4.35,4.33
4.33,4.33,4.33,4.33
4.34,4.25,4.34,4.25
4.20,4.20,4.24,4.20
4.25,4.25,4.25,4.25
4.26,4.25,4.26,4.25
4.25,4.30,4.35,4.25
4.29,4.30,4.30,4.15
4.20,4.20,4.25,4.20
4.20,4.32,4.33,4.20
4.32,4.28,4.33,4.28
4.33,4.30,4.33,4.30
4.30,4.15,4.31,4.15
4.16,4.16,4.18,4.16
4.17,4.20,4.22,4.16
4.24,4.48,4.80,4.15
4.44,4.45,4.49,4.44
4.51,4.51,4.51,4.51
4.50,4.56,4.60,4.49
4.59,4.65,4.70,4.56
4.63,4.65,4.66,4.63
4.61,4.50,4.61,4.50
4.65,4.65,4.67,4.65
4.79,4.68,4.79,4.66
4.60,4.60,4.60,4.60
4.62,4.68,4.68,4.62
4.65,4.65,4.65,4.64
4.65,4.65,4.66,4.65
4.65,4.60,4.65,4.45
4.56,4.50,4.60,4.50
4.50,4.50,4.50,4.45
4.50,4.49,4.50,4.49
4.48,4.51,4.51,4.45
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
4.60,4.55,4.60,4.55
4.55,4.55,4.55,4.51
4.55,4.60,4.60,4.55
4.06,3.94,4.10,3.55
3.89,4.03,4.05,3.89
4.05,4.10,4.10,4.04
4.10,4.12,4.13,4.10
4.13,4.12,4.18,4.12
4.13,4.17,4.17,4.13
4.17,4.15,4.17,4.02
4.15,4.10,4.16,4.10
4.10,4.05,4.12,4.05
4.04,3.99,4.04,3.99
4.00,4.03,4.04,3.95
3.95,3.95,4.08,3.95
3.90,4.00,4.12,3.89
3.97,3.97,3.97,3.88
3.90,3.90,3.90,3.90
3.90,4.00,4.00,3.78
3.98,3.95,4.00,3.95
4.00,3.96,4.02,3.95
4.00,3.94,4.00,3.78
3.90,4.00,4.00,3.83
3.92,3.97,4.00,3.92
3.97,3.93,4.00,3.93
4.15,3.95,4.15,3.95
3.98,3.95,3.98,3.75
3.95,3.93,3.98,3.93
3.90,3.90,3.90,3.80
3.88,3.90,3.90,3.85
3.88,3.85,3.88,3.85
3.88,3.88,3.88,3.88
3.88,3.85,3.88,3.85
3.85,3.85,3.88,3.80
N/A,N/A,N/A,N/A
3.85,3.85,3.85,3.85
3.88,3.85,3.88,3.80
3.78,3.75,3.80,3.75
3.75,3.72,3.78,3.69
3.72,3.81,3.81,3.64
3.70,3.70,3.75,3.70
3.80,3.80,3.80,3.80
4.32,4.85,4.99,4.25
4.85,4.70,4.88,4.56
4.62,4.42,4.70,4.30
4.43,4.33,4.74,4.25
4.40,4.45,4.46,4.35
4.36,4.25,4.36,4.20
4.28,4.20,4.28,4.05
4.15,4.20,4.20,4.15
4.20,4.22,4.22,4.18
4.24,4.22,4.25,4.16
4.22,4.00,4.25,4.00
4.05,4.06,4.20,4.00
4.09,4.06,4.18,4.06
4.10,4.18,4.18,4.08
4.20,4.25,4.35,4.15
4.20,4.20,4.20,4.02
4.20,4.25,4.25,4.20
4.20,4.32,4.35,4.12
4.25,4.28,4.30,4.25
4.28,4.20,4.30,4.20
4.25,4.25,4.25,4.25
4.30,4.30,4.30,4.13
4.31,4.26,4.32,4.25
4.35,4.30,4.35,4.30
4.26,4.27,4.30,4.23
4.27,4.15,4.30,4.00
4.15,4.20,4.26,4.15
4.20,4.16,4.20,4.16
4.15,3.97,4.15,3.97
4.00,4.00,4.00,4.00
4.00,3.90,4.00,3.80
3.92,3.87,4.00,3.87
3.88,3.95,4.00,3.85
3.94,3.95,4.15,3.92
3.97,3.90,4.00,3.90
3.92,3.95,3.95,3.92
3.95,3.91,3.95,3.91
3.95,3.95,3.95,3.95
3.95,3.95,3.95,3.91
4.08,3.95,4.10,3.90
3.92,3.95,4.02,3.92
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
4.02,3.80,4.05,3.80
3.90,4.00,4.00,3.80
3.95,4.10,4.13,3.85
4.13,4.10,4.17,4.07
4.00,4.19,4.22,4.00
4.20,4.06,4.21,4.06
4.10,4.07,4.10,4.07
4.08,3.90,4.08,3.90
N/A,N/A,N/A,N/A
3.98,3.90,3.98,3.90
3.92,3.90,3.95,3.90
3.90,3.85,3.90,3.65
3.85,3.85,3.87,3.55
3.65,3.95,4.00,3.65
3.92,3.83,3.92,3.70
3.85,3.84,3.87,3.81
3.86,3.96,4.00,3.85
3.93,4.25,4.25,3.90
4.21,4.34,4.37,4.19
4.36,4.22,4.37,4.22
4.25,4.30,4.35,4.21
4.31,4.31,4.32,4.30
4.23,4.23,4.23,4.23
N/A,N/A,N/A,N/A
4.30,4.25,4.30,4.25
4.25,4.34,4.34,4.23
4.39,4.42,4.43,4.38
4.50,4.41,4.55,4.41
4.40,4.35,4.46,4.35
4.44,4.40,4.45,4.39
4.38,4.52,4.52,4.37
N/A,N/A,N/A,N/A
4.50,4.50,4.50,4.50
4.48,4.44,4.48,4.41
4.35,4.21,4.35,4.21
4.30,4.40,4.40,4.30
4.40,4.70,4.70,4.40
4.75,4.80,4.81,4.75
4.50,4.85,4.87,4.50
4.87,5.01,5.12,4.87
5.05,5.15,5.15,5.03
5.01,5.05,5.15,5.01
5.08,5.15,5.15,5.08
5.08,5.05,5.14,5.01
5.02,4.97,5.07,4.90
4.96,4.50,4.96,4.35
4.45,4.55,4.55,4.45
4.55,4.70,4.71,4.55
4.70,4.60,4.70,4.60
4.69,4.68,4.70,4.68
4.72,4.55,4.72,4.55
N/A,N/A,N/A,N/A
4.35,4.35,4.35,4.35
4.31,4.50,4.55,4.31
4.55,4.80,4.80,4.55
4.90,4.95,5.00,4.85
4.95,4.90,4.96,4.90
4.92,4.74,4.92,4.74
4.76,4.65,4.76,4.36
4.65,4.79,4.79,4.61
4.65,4.75,4.80,4.65
4.75,4.75,4.75,4.75
4.70,4.61,4.70,4.61
4.55,4.53,4.55,4.52
4.56,4.42,4.60,4.42
4.35,4.65,4.65,4.35
N/A,N/A,N/A,N/A
4.50,4.64,4.64,4.35
4.64,4.64,4.64,4.64
4.55,4.62,4.62,4.55
N/A,N/A,N/A,N/A
4.63,4.65,4.71,4.63
4.70,4.70,4.70,4.70
4.70,4.70,4.70,4.70
N/A,N/A,N/A,N/A
4.70,4.65,4.70,4.65
4.70,4.67,4.70,4.60
4.65,4.59,4.65,4.56
4.60,4.72,4.75,4.60
4.80,4.80,4.80,4.75
4.66,4.70,4.70,4.66
4.60,4.65,4.65,4.60
4.64,4.56,4.66,4.56
4.80,4.40,4.80,4.31
4.40,4.52,4.58,4.40
4.60,4.52,4.61,4.52
4.48,4.45,4.48,4.38
4.39,4.25,4.40,4.25
4.25,4.33,4.33,4.10
4.21,4.54,4.54,4.02
4.18,4.54,4.54,4.18
4.50,4.30,4.50,4.06
4.30,4.25,4.30,4.25
N/A,N/A,N/A,N/A
4.25,4.45,4.45,4.25
4.25,4.55,4.75,4.25
5.00,4.85,5.00,4.25
4.75,4.60,4.75,4.60
4.61,4.35,4.61,4.30
4.65,4.40,4.65,4.30
4.40,4.40,4.40,4.40
4.35,4.25,4.35,4.10
4.25,4.09,4.25,4.05
4.09,4.10,4.10,4.09
N/A,N/A,N/A,N/A
4.11,4.20,4.20,4.10
4.19,4.15,4.20,4.11
4.11,4.10,4.15,4.05
4.07,4.15,4.19,4.07
4.15,4.15,4.18,4.15
4.15,4.15,4.20,4.05
4.16,4.16,4.16,4.13
4.16,4.16,4.16,4.16
N/A,N/A,N/A,N/A
4.15,4.18,4.18,4.15
4.18,4.18,4.18,4.18
4.15,4.18,4.18,4.15
4.15,4.18,4.18,4.15
N/A,N/A,N/A,N/A
4.18,4.19,4.20,4.18
4.18,4.17,4.19,4.05
4.17,4.16,4.17,4.16
N/A,N/A,N/A,N/A
4.16,4.16,4.18,4.16
4.18,4.16,4.18,4.16
4.16,4.17,4.25,4.15
4.17,4.16,4.17,4.16
4.16,4.15,4.17,4.15
4.17,4.17,4.17,4.17
4.16,4.16,4.16,4.15
4.16,4.16,4.16,4.16
4.15,4.19,4.19,4.15
4.19,4.25,4.25,4.18
N/A,N/A,N/A,N/A
4.24,4.25,4.25,4.24
4.25,4.35,4.35,4.25
4.35,4.32,4.35,4.30
4.29,4.29,4.29,4.25
4.29,4.35,4.35,4.29
4.33,4.33,4.33,4.33
4.33,4.34,4.35,4.33
4.25,4.28,4.32,4.25
4.30,4.30,4.30,4.26
4.27,4.26,4.28,4.24
4.26,4.24,4.26,4.23
4.22,4.15,4.22,4.07
4.13,4.13,4.17,3.95
4.10,4.02,4.10,4.00
4.00,4.05,4.09,4.00
N/A,N/A,N/A,N/A
3.90,4.00,4.00,3.90
3.95,4.04,4.04,3.91
4.01,4.01,4.03,4.00
4.00,4.00,4.00,4.00
4.00,3.97,4.05,3.97
4.03,4.03,4.03,4.03
4.04,4.02,4.04,4.00
3.99,4.00,4.00,3.99
4.01,4.00,4.02,4.00
4.00,4.30,4.40,3.96
4.15,3.99,4.15,3.99
4.00,3.99,4.01,3.99
3.99,3.90,3.99,3.85
3.90,3.95,3.95,3.90
3.87,3.82,3.95,3.80
3.81,3.85,3.85,3.81
4.00,4.06,4.10,3.95
N/A,N/A,N/A,N/A
4.17,4.10,4.17,4.10
4.05,4.04,4.15,4.04
4.12,4.14,4.17,4.10
4.14,4.12,4.14,4.00
4.10,4.12,4.16,4.04
4.02,4.17,4.17,3.85
4.15,4.17,4.17,4.03
4.11,4.12,4.20,3.96
4.18,4.14,4.18,4.07
4.15,4.14,4.15,4.12
4.10,4.15,4.16,4.10
4.14,4.15,4.15,4.11
4.15,4.17,4.17,4.11
4.15,4.15,4.15,4.01
4.15,4.16,4.17,4.14
4.16,4.27,4.29,4.14
4.08,4.24,4.27,4.08
4.23,4.42,4.45,4.23
4.31,4.30,4.31,4.30
4.32,4.32,4.32,4.32
4.36,4.64,4.74,4.32
4.64,5.03,5.07,4.58
5.09,5.05,5.15,4.92
5.10,5.42,5.42,4.82
5.24,5.48,5.49,5.00
5.47,4.80,5.50,4.80
4.94,4.45,4.94,4.36
4.50,4.66,4.68,4.50
4.66,4.47,4.66,4.32
4.42,4.49,4.62,4.42
4.44,4.64,4.66,4.38
4.70,4.86,4.90,4.55
4.86,4.87,4.90,4.81
4.88,4.95,5.06,4.88
4.97,5.00,5.04,4.71
5.10,4.96,5.10,4.85
4.88,4.80,4.88,4.56
4.79,4.78,4.80,4.66
4.64,4.72,4.86,4.60
4.72,4.89,4.93,4.72
4.92,4.93,5.00,4.86
4.90,4.96,5.06,4.87
4.93,4.89,4.94,4.61
4.95,4.89,4.95,4.84
4.89,4.90,4.90,4.80
4.96,4.90,4.96,4.79
4.95,4.86,4.95,4.82
4.92,4.96,4.97,4.80
5.01,4.94,5.01,4.85
4.98,4.85,4.98,4.74
4.80,4.73,4.80,4.54
4.80,4.83,4.87,4.74
4.83,4.78,4.87,4.67
4.84,4.74,4.84,4.46
4.68,4.83,4.87,4.68
4.71,4.65,4.74,4.58
4.72,4.51,4.72,4.51
4.60,4.57,4.60,4.45
4.71,4.50,4.71,4.48
4.49,4.58,4.65,4.46
4.46,4.46,4.60,4.43
4.42,4.71,4.73,4.42
4.80,4.56,4.80,4.52
4.44,4.62,4.66,4.44
4.72,4.80,4.84,4.65
4.89,4.82,4.89,4.70
4.76,4.77,4.80,4.69
4.79,4.78,4.79,4.75
4.79,4.79,4.79,4.68
4.79,4.74,4.79,4.74
4.74,4.74,4.75,4.70
4.75,4.76,4.78,4.70
4.74,4.62,4.76,4.60
4.59,4.60,4.63,4.58
4.58,4.56,4.64,4.56
4.56,4.58,4.58,4.54
4.51,4.54,4.59,4.48
4.58,4.57,4.60,4.45
4.55,4.77,4.78,4.54
4.70,4.80,4.94,4.65
4.86,4.83,4.97,4.73
4.87,4.83,4.88,4.77
4.92,4.95,4.95,4.85
4.95,4.86,4.95,4.76
4.89,4.87,4.90,4.78
4.89,4.76,4.89,4.70
4.75,4.64,4.75,4.64
4.74,4.50,4.74,4.47
4.61,4.62,4.66,4.48
4.61,4.81,4.82,4.61
4.85,4.88,4.99,4.85
4.91,4.92,4.92,4.69
4.90,4.89,4.91,4.86
4.92,4.78,4.92,4.76
4.72,4.57,4.72,4.54
4.52,4.70,4.74,4.52
4.63,4.58,4.66,4.53
4.52,4.53,4.57,4.50
4.51,4.70,4.70,4.47
4.58,4.58,4.65,4.53
4.55,4.41,4.55,4.39
4.37,4.45,4.46,4.31
4.40,4.51,4.54,4.40
4.47,4.47,4.51,4.38
4.44,4.52,4.54,4.44
4.48,4.47,4.54,4.41
4.43,4.49,4.52,4.42
4.44,4.37,4.44,4.35
4.31,4.35,4.40,4.30
4.31,4.36,4.37,4.28
4.38,4.39,4.42,4.35
4.37,4.44,4.45,4.34
4.40,4.40,4.44,4.37
4.36,4.41,4.41,4.30
4.48,4.44,4.48,4.35
4.41,4.41,4.45,4.35
4.37,4.29,4.41,4.25
4.27,4.14,4.27,4.10
4.03,3.98,4.10,3.87
3.95,3.99,4.03,3.93
3.97,3.94,3.98,3.93
3.96,3.78,3.96,3.75
3.81,3.83,3.90,3.77
3.86,3.84,3.92,3.80
3.91,3.89,3.98,3.80
3.86,3.90,4.02,3.86
3.80,4.06,4.07,3.80
4.11,4.18,4.24,3.87
4.06,4.46,4.48,4.05
4.52,4.55,4.59,4.41
4.49,4.34,4.53,4.29
4.32,4.38,4.38,4.24
4.30,4.41,4.51,4.30
4.35,4.35,4.39,4.23
4.38,4.47,4.50,4.29
4.53,4.51,4.63,4.41
4.50,4.48,4.58,4.36
4.43,4.42,4.53,4.35
4.33,4.33,4.58,4.30
4.38,4.34,4.42,4.30
4.32,4.37,4.44,4.30
4.38,4.30,4.50,4.25
4.30,4.27,4.30,4.25
4.28,4.30,4.31,4.23
4.30,4.30,4.30,4.22
4.26,4.29,4.42,4.25
4.27,4.32,4.39,4.26
4.30,4.28,4.30,4.23
4.30,4.09,4.30,4.05
4.06,4.05,4.08,3.86
