ALIM,Alimera Sciences,NASDAQ
1.11,1.15,1.17,1.10
1.15,1.15,1.16,1.10
1.14,1.16,1.16,1.12
1.15,1.11,1.16,1.10
1.11,1.11,1.13,1.06
1.09,1.08,1.12,1.06
1.10,1.08,1.10,1.06
1.09,1.08,1.12,1.07
1.08,1.10,1.12,1.08
1.10,1.08,1.12,1.07
1.08,1.08,1.12,1.06
1.08,1.07,1.10,1.06
1.06,1.12,1.12,1.06
1.12,1.12,1.18,1.11
1.12,1.09,1.16,1.07
1.10,1.16,1.19,1.10
1.15,1.08,1.17,1.08
1.11,1.12,1.16,1.10
1.12,1.15,1.18,1.12
1.16,1.16,1.21,1.13
1.17,1.15,1.17,1.13
1.15,1.14,1.17,1.13
1.15,1.27,1.28,1.14
1.27,1.23,1.30,1.18
1.19,1.26,1.30,1.16
1.33,1.27,1.33,1.25
