PM,Philip Morris International Inc Common Stock,NASDAQ
87.73,88.18,88.47,87.67
88.31,89.87,89.89,87.90
89.36,89.39,89.80,88.71
89.52,90.24,90.53,89.40
90.42,90.82,91.05,90.34
91.11,92.03,92.16,91.01
92.26,90.72,92.63,90.21
90.29,89.90,90.77,89.75
90.08,91.31,91.43,89.62
91.55,91.46,91.55,90.69
90.42,90.70,90.73,88.90
90.76,91.31,91.69,90.64
91.01,91.61,91.67,90.76
91.73,91.58,91.74,91.28
91.53,91.33,91.79,91.09
91.03,90.94,91.32,90.61
90.95,91.73,92.00,90.75
91.79,91.49,92.15,91.30
91.79,91.23,92.00,90.92
90.53,90.42,91.12,90.12
90.69,91.13,91.76,90.53
91.39,91.84,91.96,90.73
91.09,91.31,91.44,90.83
91.66,90.52,91.66,90.31
90.65,90.44,90.96,90.33
90.45,90.51,90.86,90.25
90.42,90.40,90.70,89.97
