THM,International Tower Hill Mines,NASDAQ
0.61,0.57,0.62,0.57
0.58,0.58,0.60,0.58
0.61,0.55,0.61,0.55
0.55,0.55,0.58,0.55
0.57,0.55,0.57,0.55
0.55,0.52,0.57,0.49
0.46,0.48,0.50,0.45
0.47,0.53,0.53,0.46
0.50,0.50,0.53,0.48
0.45,0.47,0.50,0.45
0.47,0.44,0.48,0.44
0.43,0.44,0.46,0.43
0.44,0.45,0.46,0.43
0.48,0.51,0.53,0.45
0.49,0.52,0.53,0.46
0.52,0.54,0.55,0.50
0.54,0.55,0.59,0.54
0.57,0.59,0.63,0.55
0.60,0.60,0.62,0.59
0.63,0.62,0.65,0.60
0.61,0.63,0.64,0.61
0.63,0.62,0.64,0.59
0.62,0.62,0.64,0.60
0.60,0.61,0.63,0.60
0.63,0.59,0.64,0.56
0.58,0.56,0.58,0.56
