VAW,Vanguard Materials ETF - DNQ,NASDAQ
114.33,114.59,114.61,113.67
114.76,116.10,116.19,114.67
116.54,117.09,117.42,116.33
117.25,116.89,117.44,116.37
117.04,116.13,117.24,116.13
116.64,115.87,116.78,115.21
115.28,113.98,115.57,113.91
113.96,114.78,115.05,113.41
114.80,114.22,114.92,114.09
114.27,114.14,114.27,113.68
114.38,114.45,114.52,113.86
114.63,114.49,114.93,114.32
114.39,113.65,114.39,113.36
113.57,113.97,114.01,113.27
114.18,114.56,114.74,114.18
115.06,113.35,115.11,113.28
113.39,113.37,113.85,113.05
113.73,112.44,113.73,112.16
113.07,113.35,113.86,112.44
113.56,115.28,115.39,113.56
115.38,114.86,115.48,114.38
114.97,114.60,114.97,114.20
114.46,114.31,115.39,114.20
114.62,114.89,115.11,114.28
114.96,115.80,115.80,114.77
115.51,115.37,115.65,114.51
115.41,115.36,115.74,115.16
