GTIM,Good Times Restaurants Inc. - Common Stock,NASDAQ
3.05,3.15,3.20,3.00
3.15,3.10,3.20,3.10
3.15,3.10,3.25,3.10
3.30,3.10,3.30,3.10
3.15,3.10,3.15,3.10
3.15,3.20,3.25,3.05
3.15,3.10,3.15,3.10
3.05,3.10,3.15,3.05
3.20,3.15,3.20,3.05
3.10,3.15,3.20,3.10
3.15,3.10,3.15,3.10
3.15,3.05,3.20,3.05
3.00,3.00,3.05,2.98
3.05,3.10,3.15,3.00
3.05,3.15,3.15,3.05
3.10,3.00,3.10,3.00
3.10,3.00,3.10,3.00
3.00,3.15,3.15,3.00
3.20,3.20,3.20,3.05
3.20,3.25,3.25,3.19
3.21,3.55,3.55,3.20
3.50,3.25,3.60,3.15
3.25,3.15,3.40,3.10
3.10,3.25,3.30,3.10
3.30,3.35,3.40,3.20
3.30,3.28,3.35,3.25
3.39,3.35,3.40,3.31
