LLIT,Lianluo Smart Limited - Common Stock,NASDAQ
1.46,1.51,1.53,1.37
1.52,1.59,1.59,1.51
1.57,1.52,1.58,1.52
1.53,1.54,1.55,1.40
1.52,1.42,1.53,1.42
1.48,1.48,1.48,1.48
1.45,1.45,1.49,1.45
1.46,1.45,1.47,1.45
1.45,1.59,1.59,1.43
1.51,1.43,1.59,1.43
1.43,1.49,1.58,1.43
1.45,1.53,1.58,1.45
1.49,1.55,1.55,1.44
1.55,1.46,1.58,1.46
1.47,1.43,1.55,1.40
1.40,1.48,1.53,1.40
1.50,1.49,1.50,1.41
1.50,1.50,1.56,1.47
1.50,1.55,1.55,1.48
1.51,1.48,1.53,1.48
1.49,1.50,1.54,1.48
1.50,1.50,1.50,1.50
1.46,1.51,1.51,1.46
1.47,1.48,1.51,1.47
1.51,1.49,1.51,1.48
1.57,1.53,1.57,1.48
1.48,1.43,1.55,1.43
