MOG.B,Moog Inc. Class B Common Stock,NASDAQ
50.31,50.62,50.62,50.31
50.53,49.98,50.53,49.98
50.53,51.08,51.08,50.53
nan,51.08,nan,nan
51.63,53.04,53.16,51.63
53.00,52.65,53.00,52.07
53.64,53.64,53.64,53.64
54.44,54.49,54.49,54.44
55.48,56.25,56.98,55.48
57.10,57.29,57.29,57.10
nan,57.29,nan,nan
nan,57.29,nan,nan
57.58,57.10,57.58,56.61
nan,57.10,nan,nan
nan,57.10,nan,nan
57.08,57.00,57.08,57.00
nan,57.00,nan,nan
nan,57.00,nan,nan
nan,57.00,nan,nan
nan,57.00,nan,nan
56.78,57.16,57.29,56.78
nan,57.16,nan,nan
56.45,56.35,56.45,56.35
nan,56.35,nan,nan
57.05,56.39,57.05,56.39
nan,56.39,nan,nan
57.10,57.12,57.12,57.10
56.24,56.62,56.62,56.24
56.94,56.94,56.94,56.94
nan,56.94,nan,nan
55.78,55.82,55.82,55.78
56.31,56.31,56.31,56.31
nan,56.31,nan,nan
nan,56.31,nan,nan
nan,56.31,nan,nan
55.47,55.47,55.47,55.47
54.66,53.28,54.66,53.23
53.00,52.37,53.00,52.37
52.55,52.59,53.27,52.50
52.25,53.02,53.02,52.25
53.12,53.12,53.12,53.12
53.17,53.25,53.25,53.17
53.27,53.27,53.27,53.27
53.30,52.23,53.30,52.23
51.46,50.69,51.46,50.69
51.44,51.44,51.44,51.44
nan,51.44,nan,nan
50.97,50.97,50.97,50.97
51.50,52.32,52.32,51.50
nan,52.32,nan,nan
52.60,52.60,52.60,52.60
51.81,52.54,52.54,51.81
53.31,53.31,53.31,53.31
53.50,53.50,53.50,53.50
54.22,54.58,54.58,54.22
nan,54.58,nan,nan
nan,54.58,nan,nan
nan,54.58,nan,nan
55.40,55.40,55.40,55.40
56.23,57.01,57.01,56.23
57.00,57.00,57.00,57.00
57.86,58.57,58.57,57.86
58.50,58.23,58.50,57.40
nan,58.23,nan,nan
58.90,58.69,59.40,58.69
57.52,57.52,57.52,57.52
58.25,58.25,58.25,58.25
58.42,58.36,58.42,58.36
59.20,59.20,59.20,59.20
58.25,58.25,58.25,58.25
nan,58.25,nan,nan
58.25,58.25,58.25,58.25
nan,58.25,nan,nan
57.08,57.08,57.08,57.08
nan,57.08,nan,nan
57.32,58.34,58.34,57.32
nan,58.34,nan,nan
nan,58.34,nan,nan
nan,58.34,nan,nan
nan,58.34,nan,nan
58.00,58.93,59.14,58.00
58.98,59.27,59.27,58.98
59.12,58.95,59.12,58.95
nan,58.95,nan,nan
nan,58.95,nan,nan
59.85,59.85,59.85,59.85
nan,59.85,nan,nan
nan,59.85,nan,nan
60.30,60.30,60.30,60.30
nan,60.30,nan,nan
nan,60.30,nan,nan
59.13,59.05,59.13,56.67
60.02,60.02,60.02,60.02
nan,60.02,nan,nan
61.20,61.20,61.20,61.20
62.43,60.82,62.75,60.82
61.50,61.50,61.50,61.50
61.90,62.23,62.23,61.87
61.39,61.39,61.39,61.39
60.29,61.50,61.50,60.29
61.25,61.25,61.25,61.25
60.67,60.67,60.67,60.67
61.88,61.88,61.88,61.88
62.22,62.59,62.59,62.17
62.30,62.25,62.30,62.25
63.50,64.85,64.85,63.50
64.50,66.58,66.58,64.50
66.00,65.75,66.59,65.56
66.79,67.15,67.20,66.79
nan,67.15,nan,nan
68.49,68.49,68.49,68.49
68.49,68.27,68.49,68.27
66.90,66.90,66.90,66.90
66.12,67.46,67.46,66.12
nan,67.46,nan,nan
nan,67.46,nan,nan
68.29,68.29,68.29,68.29
67.88,67.88,67.88,67.88
nan,67.88,nan,nan
66.08,65.94,66.08,65.94
nan,65.94,nan,nan
66.91,66.50,66.91,66.50
65.67,65.67,65.67,65.67
65.43,67.00,67.00,65.43
65.79,65.77,65.79,65.77
67.40,67.40,67.40,67.32
67.97,68.33,68.34,67.97
68.72,68.81,68.81,68.72
68.76,69.68,69.80,68.76
69.34,69.28,69.34,69.28
69.44,68.78,69.44,68.78
68.36,67.97,68.36,67.97
67.62,66.67,67.62,66.67
66.43,67.05,67.05,66.43
67.89,67.21,67.89,67.21
68.07,68.07,68.07,68.07
67.19,66.44,67.29,66.44
nan,66.44,nan,nan
66.76,66.76,66.76,66.76
66.70,66.70,66.70,66.70
66.57,66.47,66.57,66.47
67.90,67.90,67.90,67.90
68.07,68.07,68.07,68.07
68.35,68.29,68.35,68.29
68.50,68.43,68.97,68.43
68.70,68.70,68.70,68.70
68.31,68.62,68.62,68.31
67.74,62.92,67.74,62.07
nan,62.92,nan,nan
nan,62.92,nan,nan
61.34,60.68,61.34,60.24
61.00,61.23,61.59,60.82
60.00,60.22,60.44,59.78
58.71,58.35,58.71,57.61
57.70,58.50,59.07,57.65
58.11,58.60,58.60,58.11
58.75,59.27,59.27,58.75
nan,59.27,nan,nan
58.89,59.59,59.59,58.89
60.09,60.25,60.25,59.55
nan,60.25,nan,nan
60.79,60.79,60.79,60.79
61.14,60.59,61.14,60.59
61.40,61.40,61.40,61.40
61.39,60.58,61.39,60.58
nan,60.58,nan,nan
61.73,60.99,61.73,60.99
62.65,62.82,62.82,62.65
63.03,62.63,63.27,62.63
62.49,62.49,62.49,62.49
62.06,62.06,62.06,62.06
62.03,62.03,62.03,62.03
61.98,61.19,61.98,61.19
62.50,65.25,65.44,62.50
64.75,64.45,64.75,64.45
64.25,64.09,64.25,64.09
nan,64.09,nan,nan
nan,64.09,nan,nan
63.63,63.50,63.63,63.09
62.85,62.85,62.85,62.85
nan,62.85,nan,nan
63.38,63.24,63.59,63.24
nan,63.24,nan,nan
63.50,65.22,65.22,63.50
65.24,64.75,65.24,64.75
nan,64.75,nan,nan
65.00,63.80,65.12,63.80
64.20,64.00,64.20,63.59
64.33,64.33,64.33,64.33
62.69,62.72,63.50,62.64
nan,62.72,nan,nan
nan,62.72,nan,nan
64.16,65.68,65.68,64.16
66.34,66.40,66.40,65.39
66.88,66.88,66.88,66.88
66.28,66.11,66.28,66.11
65.36,64.23,65.36,64.23
63.49,63.49,63.49,63.49
62.72,62.72,62.72,62.72
62.91,63.35,63.35,62.91
62.73,62.73,62.73,62.73
61.74,61.32,61.74,61.32
61.90,61.17,61.90,61.10
61.85,61.85,61.85,61.85
61.63,61.64,61.64,61.63
nan,61.64,nan,nan
63.22,63.22,63.58,62.86
64.33,64.42,64.42,64.33
64.09,64.43,64.43,64.09
63.65,63.65,63.65,63.65
65.27,65.93,66.26,65.27
65.12,65.80,66.14,65.12
nan,65.80,nan,nan
65.05,65.48,65.64,65.02
65.06,65.47,66.32,65.06
67.13,67.13,67.13,67.13
nan,67.13,nan,nan
nan,67.13,nan,nan
67.20,67.92,67.92,66.90
68.60,68.22,68.75,68.22
69.05,69.05,69.05,68.59
70.80,71.78,71.78,70.80
71.16,70.88,71.22,70.49
70.42,70.23,70.42,70.23
68.44,69.20,69.21,68.44
69.08,69.96,69.96,69.08
71.31,71.31,71.31,71.31
70.29,69.95,70.29,69.48
70.23,70.03,70.23,69.40
nan,70.03,nan,nan
71.43,71.43,71.43,71.43
72.86,72.86,72.86,72.86
72.92,72.35,72.92,72.35
72.16,72.16,72.16,72.16
nan,72.16,nan,nan
72.40,72.40,72.40,72.40
71.70,70.76,71.70,70.76
71.20,71.20,71.20,71.20
72.18,72.31,72.31,71.88
73.07,73.07,73.07,73.07
74.53,74.65,74.65,74.53
73.74,73.74,73.74,73.74
72.89,72.93,72.93,72.49
72.43,72.01,72.45,72.01
72.43,72.43,72.43,72.43
nan,72.43,nan,nan
nan,72.43,nan,nan
71.82,71.96,71.96,71.82
nan,71.96,nan,nan
nan,71.96,nan,nan
72.34,72.34,72.34,71.96
72.82,71.68,72.82,71.68
nan,71.68,nan,nan
72.08,72.08,72.08,72.08
72.48,72.88,72.88,72.48
72.68,72.73,72.90,72.68
73.11,73.83,73.83,73.11
72.92,72.69,73.10,72.69
73.00,73.00,73.00,73.00
72.47,71.64,72.47,71.64
nan,71.64,nan,nan
71.33,71.59,71.59,71.33
70.71,70.71,70.71,70.71
70.41,70.71,70.71,70.41
71.17,71.11,71.17,71.11
nan,71.11,nan,nan
71.24,70.78,71.24,70.78
70.32,69.86,70.32,69.86
70.24,70.70,70.70,70.24
70.98,70.98,70.98,70.98
71.44,72.04,72.04,71.31
71.84,71.84,71.84,71.38
70.98,71.06,71.06,70.98
69.30,66.89,69.30,66.89
nan,66.89,nan,nan
nan,66.89,nan,nan
67.39,67.22,67.72,66.76
66.25,66.25,66.25,66.25
66.24,66.33,66.33,66.24
66.35,66.71,66.74,65.98
nan,66.71,nan,nan
67.09,66.85,67.58,66.70
66.62,66.62,66.62,66.62
67.40,67.40,67.40,67.40
66.75,66.75,66.75,66.75
67.04,67.08,67.08,67.04
67.50,67.50,67.50,67.50
nan,67.50,nan,nan
68.72,67.86,68.72,67.86
67.81,68.74,69.00,67.81
nan,68.74,nan,nan
68.89,68.89,68.89,68.89
69.66,69.66,69.66,69.66
69.46,69.46,69.50,69.46
69.85,69.76,69.85,69.76
nan,69.76,nan,nan
nan,69.76,nan,nan
nan,69.76,nan,nan
nan,69.76,nan,nan
71.51,72.05,72.28,71.51
70.50,72.00,72.00,70.50
72.79,71.42,72.79,71.42
71.25,71.25,71.25,71.25
nan,71.25,nan,nan
70.00,70.10,70.10,70.00
nan,70.10,nan,nan
nan,70.10,nan,nan
69.02,68.73,69.02,68.64
nan,68.73,nan,nan
nan,68.73,nan,nan
69.71,69.72,69.72,69.68
70.29,70.51,70.51,70.23
70.00,70.00,70.00,70.00
70.00,70.00,70.00,70.00
nan,70.00,nan,nan
nan,70.00,nan,nan
68.25,67.80,68.25,67.80
67.98,68.17,68.17,67.98
68.15,68.15,68.15,68.15
68.61,68.61,68.61,68.61
67.73,67.11,67.73,67.00
nan,67.11,nan,nan
67.50,67.50,67.50,67.50
nan,67.50,nan,nan
67.03,67.03,67.43,67.03
nan,67.03,nan,nan
67.00,66.60,67.26,66.60
67.00,66.60,67.40,66.60
67.00,67.18,67.98,67.00
68.86,68.90,69.66,68.86
69.38,69.86,69.86,69.38
68.51,70.21,70.69,68.51
69.49,69.40,69.49,69.40
70.06,70.20,70.20,70.06
71.96,72.62,72.62,71.96
72.17,72.05,72.19,70.81
73.57,73.66,73.66,73.57
73.00,73.00,73.00,73.00
73.44,73.44,73.44,73.44
74.00,76.24,76.24,74.00
77.00,75.20,77.00,75.19
nan,75.20,nan,nan
77.69,76.31,78.51,75.99
76.52,76.46,76.52,76.46
75.11,76.59,76.59,75.11
75.95,75.85,75.95,75.85
75.32,75.38,75.38,75.32
nan,75.38,nan,nan
74.78,74.78,74.78,74.78
76.53,74.65,76.53,74.22
nan,74.65,nan,nan
74.74,74.96,75.00,74.66
74.21,74.21,74.21,74.21
nan,74.21,nan,nan
nan,74.21,nan,nan
nan,74.21,nan,nan
74.29,74.29,74.29,74.29
nan,74.29,nan,nan
74.62,74.62,74.62,74.62
nan,74.62,nan,nan
nan,74.62,nan,nan
74.33,74.33,74.33,74.33
72.47,72.47,72.47,72.47
nan,72.47,nan,nan
74.01,74.06,74.06,74.01
73.68,73.25,73.68,73.25
72.87,72.90,73.03,72.78
72.76,70.31,72.76,70.31
71.16,71.27,71.27,71.16
nan,71.27,nan,nan
nan,71.27,nan,nan
69.83,69.06,69.83,69.06
N/A,N/A,N/A,N/A
69.66,69.88,70.00,69.66
nan,69.88,nan,nan
71.58,72.12,72.12,71.58
72.65,72.65,72.65,72.65
72.54,73.29,73.29,72.48
74.07,74.07,74.07,74.07
nan,74.07,nan,nan
74.18,74.18,74.18,74.18
72.34,75.35,75.35,72.34
nan,75.35,nan,nan
74.70,74.70,74.70,74.70
73.18,73.18,73.18,73.18
nan,73.18,nan,nan
nan,73.18,nan,nan
71.35,71.35,71.35,71.35
nan,71.35,nan,nan
71.70,71.70,71.70,71.70
71.23,69.95,71.23,69.83
71.70,70.30,71.70,70.30
70.61,71.31,71.31,70.61
71.08,71.08,71.08,71.08
71.40,72.10,72.10,71.33
73.13,72.61,73.13,72.61
72.61,72.61,72.61,72.61
74.43,75.43,75.68,74.43
nan,75.43,nan,nan
75.66,76.20,76.20,75.39
76.58,75.64,76.58,75.64
73.75,74.09,74.09,73.75
nan,74.09,nan,nan
72.57,70.14,72.57,70.14
69.23,70.02,70.23,69.23
71.99,71.60,71.99,71.60
nan,71.60,nan,nan
70.77,70.77,70.77,70.77
72.04,72.31,72.31,72.04
72.53,71.55,72.53,71.55
nan,71.55,nan,nan
72.34,72.48,72.48,72.34
nan,72.48,nan,nan
74.29,74.29,74.29,74.29
nan,74.29,nan,nan
75.10,75.95,75.95,75.08
75.49,76.11,76.11,75.49
75.53,76.40,76.40,75.53
nan,76.40,nan,nan
76.72,76.77,76.77,76.72
76.00,76.69,76.69,76.00
nan,76.69,nan,nan
nan,76.69,nan,nan
76.28,76.28,76.28,76.28
75.97,75.28,75.97,75.28
nan,75.28,nan,nan
74.67,74.68,74.72,74.57
74.00,74.00,74.72,74.00
nan,74.00,nan,nan
nan,74.00,nan,nan
nan,74.00,nan,nan
74.62,74.62,74.62,74.62
73.58,73.85,73.85,73.58
nan,73.85,nan,nan
74.58,74.58,74.58,74.58
74.58,74.58,74.58,74.58
nan,74.58,nan,nan
71.70,71.70,71.70,71.70
72.70,75.87,76.57,72.70
nan,75.87,nan,nan
nan,75.87,nan,nan
73.97,73.97,73.97,73.97
75.30,75.30,75.30,75.30
75.82,76.54,76.54,75.82
75.25,75.16,75.26,75.16
74.31,74.31,74.31,74.31
74.75,74.17,74.75,74.17
nan,74.17,nan,nan
75.12,75.12,75.12,75.12
75.25,74.99,75.26,74.97
74.47,74.71,74.71,74.47
nan,74.71,nan,nan
nan,74.71,nan,nan
nan,74.71,nan,nan
nan,74.71,nan,nan
nan,74.71,nan,nan
72.84,71.81,72.84,71.81
72.59,73.28,73.28,72.59
nan,73.28,nan,nan
73.04,73.02,73.04,73.02
nan,73.02,nan,nan
73.28,73.28,73.28,73.28
nan,73.28,nan,nan
nan,73.28,nan,nan
72.44,72.25,72.44,72.25
70.44,70.08,70.44,70.08
68.92,70.02,70.02,67.20
68.26,67.11,68.26,67.11
66.11,66.11,66.11,66.11
67.49,67.12,67.49,66.22
nan,67.12,nan,nan
nan,67.12,nan,nan
nan,67.12,nan,nan
nan,67.12,nan,nan
68.79,68.80,68.80,68.60
70.51,70.51,70.51,70.51
nan,70.51,nan,nan
70.51,70.51,70.51,70.51
nan,70.51,nan,nan
70.99,70.70,70.99,70.70
nan,70.70,nan,nan
nan,70.70,nan,nan
69.16,69.34,69.56,69.15
69.31,69.31,69.31,69.31
nan,69.31,nan,nan
nan,69.31,nan,nan
nan,69.31,nan,nan
69.23,69.37,69.37,69.22
nan,69.37,nan,nan
nan,69.37,nan,nan
nan,69.37,nan,nan
nan,69.37,nan,nan
nan,69.37,nan,nan
nan,69.37,nan,nan
nan,69.37,nan,nan
nan,69.37,nan,nan
nan,69.37,nan,nan
68.89,68.89,68.89,68.89
nan,68.89,nan,nan
nan,68.89,nan,nan
70.22,69.25,70.22,69.25
70.62,71.04,71.04,70.62
nan,71.04,nan,nan
71.75,71.58,71.75,71.58
nan,71.58,nan,nan
nan,71.58,nan,nan
nan,71.58,nan,nan
nan,71.58,nan,nan
nan,71.58,nan,nan
70.61,70.61,70.61,70.61
69.95,69.95,69.95,69.95
nan,69.95,nan,nan
nan,69.95,nan,nan
nan,69.95,nan,nan
69.83,70.11,70.11,69.83
nan,70.11,nan,nan
nan,70.11,nan,nan
nan,70.11,nan,nan
nan,70.11,nan,nan
nan,70.11,nan,nan
nan,70.11,nan,nan
68.70,68.96,68.96,68.62
68.50,68.50,68.50,68.50
68.21,68.44,68.44,68.21
67.69,66.55,67.69,66.55
nan,66.55,nan,nan
nan,66.55,nan,nan
66.09,66.40,66.40,66.09
nan,66.40,nan,nan
nan,66.40,nan,nan
nan,66.40,nan,nan
nan,66.40,nan,nan
nan,66.40,nan,nan
nan,66.40,nan,nan
64.88,64.88,64.88,64.44
nan,64.88,nan,nan
64.88,64.88,64.88,64.88
64.88,64.88,64.88,64.88
63.50,66.51,66.51,63.50
nan,66.51,nan,nan
nan,66.51,nan,nan
nan,66.51,nan,nan
67.12,66.47,67.12,66.47
65.80,65.80,65.80,65.80
64.15,64.15,64.15,64.15
62.82,61.77,62.82,61.77
61.24,61.23,61.26,61.23
61.65,62.48,62.48,61.65
62.74,62.67,62.74,62.67
62.93,62.93,62.93,62.93
nan,62.93,nan,nan
61.36,61.36,61.36,61.36
61.93,61.93,61.93,61.93
62.90,62.43,62.90,62.43
61.32,61.26,61.32,61.26
nan,61.26,nan,nan
62.85,62.13,63.03,62.13
61.95,61.52,61.95,61.32
61.50,61.86,61.86,61.50
60.95,60.86,60.95,60.86
61.02,61.02,61.02,61.02
61.24,61.11,61.24,61.11
61.89,61.04,61.89,60.83
59.57,58.60,59.57,58.60
58.85,59.09,59.24,58.85
58.40,58.13,58.40,57.88
56.54,56.54,56.54,56.54
57.64,56.68,57.64,56.68
nan,56.68,nan,nan
nan,56.68,nan,nan
55.26,53.03,55.26,52.74
54.36,54.10,54.36,54.10
54.05,54.00,54.23,54.00
53.37,53.37,53.37,53.37
55.35,56.25,56.25,55.35
56.33,56.34,56.34,56.33
57.54,57.22,57.54,57.22
57.66,57.44,57.66,57.44
nan,57.44,nan,nan
nan,57.44,nan,nan
nan,57.44,nan,nan
nan,57.44,nan,nan
58.38,58.38,58.38,58.38
58.43,58.45,58.45,58.08
58.33,58.39,58.39,58.11
nan,58.39,nan,nan
nan,58.39,nan,nan
59.85,59.49,59.85,59.49
60.98,60.98,60.98,60.98
nan,60.98,nan,nan
nan,60.98,nan,nan
60.60,62.12,62.12,60.60
nan,62.12,nan,nan
nan,62.12,nan,nan
62.26,62.30,62.30,62.26
nan,62.30,nan,nan
61.79,61.79,61.79,61.79
nan,61.79,nan,nan
63.34,63.34,63.34,63.34
nan,63.34,nan,nan
nan,63.34,nan,nan
nan,63.34,nan,nan
61.75,61.75,61.75,61.75
nan,61.75,nan,nan
nan,61.75,nan,nan
63.29,63.29,63.79,63.04
64.87,65.50,65.50,64.87
nan,65.50,nan,nan
nan,65.50,nan,nan
66.00,66.00,66.00,65.73
66.33,66.60,66.60,66.33
66.62,66.36,66.62,66.35
nan,66.36,nan,nan
nan,66.36,nan,nan
66.77,67.46,67.46,66.76
nan,67.46,nan,nan
66.80,66.04,66.80,66.04
nan,66.04,nan,nan
nan,66.04,nan,nan
65.68,65.44,65.68,65.44
63.80,63.77,64.04,63.77
nan,63.77,nan,nan
63.06,63.06,63.06,63.06
62.35,62.35,62.35,62.35
63.42,63.42,63.42,63.42
nan,63.42,nan,nan
nan,63.42,nan,nan
61.83,61.38,61.83,61.38
nan,61.38,nan,nan
62.39,62.42,62.42,62.39
62.70,62.25,62.70,62.25
nan,62.25,nan,nan
nan,62.25,nan,nan
nan,62.25,nan,nan
nan,62.25,nan,nan
60.69,60.69,61.05,60.69
59.17,58.45,59.17,58.45
57.90,57.87,57.90,57.52
57.46,57.46,57.46,57.46
56.42,56.42,56.42,56.42
56.40,55.57,56.41,55.57
55.32,55.32,55.32,55.32
55.31,55.67,55.67,54.66
54.27,54.27,54.27,54.27
53.58,53.58,53.58,53.58
52.91,52.58,52.91,51.59
52.20,52.20,52.20,52.19
51.49,53.46,53.46,51.48
nan,53.46,nan,nan
53.82,54.56,54.56,53.82
nan,54.56,nan,nan
nan,54.56,nan,nan
nan,54.56,nan,nan
nan,54.56,nan,nan
52.89,45.05,52.89,45.05
45.00,43.10,45.00,43.10
42.77,40.58,42.77,40.58
39.56,40.11,40.11,39.56
nan,40.11,nan,nan
40.54,40.54,40.54,40.54
40.33,39.76,40.33,39.76
nan,39.76,nan,nan
41.08,40.30,41.08,40.30
39.29,39.16,39.29,38.32
nan,39.16,nan,nan
40.59,40.59,40.59,40.53
41.07,41.61,41.61,41.07
nan,41.61,nan,nan
40.56,40.65,40.65,40.56
nan,40.65,nan,nan
41.67,41.67,41.67,41.67
nan,41.67,nan,nan
nan,41.67,nan,nan
nan,41.67,nan,nan
42.59,43.24,43.24,42.59
43.61,43.61,43.61,43.61
43.65,43.65,43.65,43.65
44.74,46.75,46.94,44.74
47.03,46.19,47.03,46.19
46.37,46.37,46.37,46.37
nan,46.37,nan,nan
nan,46.37,nan,nan
45.05,43.30,45.05,43.30
44.27,44.80,44.90,44.27
nan,44.80,nan,nan
nan,44.80,nan,nan
nan,44.80,nan,nan
46.02,46.00,46.02,46.00
47.00,47.10,47.10,47.00
46.86,45.84,46.86,45.84
nan,45.84,nan,nan
44.69,43.89,44.69,43.89
44.12,44.58,44.58,43.88
nan,44.58,nan,nan
nan,44.58,nan,nan
45.70,45.68,45.70,45.68
45.15,45.15,45.15,45.14
nan,45.15,nan,nan
44.01,44.01,44.01,44.01
nan,44.01,nan,nan
nan,44.01,nan,nan
42.90,43.79,43.79,42.90
44.00,44.10,44.55,44.00
45.20,45.20,45.20,45.20
nan,45.20,nan,nan
nan,45.20,nan,nan
45.69,45.69,45.69,45.69
45.91,45.91,45.91,45.91
nan,45.91,nan,nan
nan,45.91,nan,nan
45.80,46.70,46.70,45.79
46.98,47.00,47.00,46.98
nan,47.00,nan,nan
nan,47.00,nan,nan
47.47,47.39,47.47,47.36
nan,47.39,nan,nan
46.98,46.98,46.98,46.98
48.16,48.73,48.73,48.16
49.37,50.59,50.59,49.37
nan,50.59,nan,nan
50.54,50.49,50.54,50.48
nan,50.49,nan,nan
51.34,51.28,51.34,51.28
51.81,51.70,51.95,51.70
nan,51.70,nan,nan
nan,51.70,nan,nan
nan,51.70,nan,nan
nan,51.70,nan,nan
52.99,52.67,52.99,52.67
52.47,51.19,52.47,51.19
nan,51.19,nan,nan
51.56,51.74,51.74,51.37
nan,51.74,nan,nan
52.55,52.18,52.55,52.18
53.49,53.49,53.49,53.49
nan,53.49,nan,nan
nan,53.49,nan,nan
nan,53.49,nan,nan
nan,53.49,nan,nan
54.80,54.80,54.80,54.80
nan,54.80,nan,nan
nan,54.80,nan,nan
nan,54.80,nan,nan
55.37,55.38,55.38,55.37
55.50,55.49,55.50,55.49
nan,55.49,nan,nan
54.25,53.29,54.25,53.29
52.81,52.33,52.81,52.33
nan,52.33,nan,nan
51.85,52.56,52.69,51.50
nan,52.56,nan,nan
53.24,53.33,53.42,53.24
54.48,54.18,54.48,54.18
nan,54.18,nan,nan
54.39,54.34,54.54,54.32
nan,54.34,nan,nan
52.98,52.98,52.98,52.98
51.68,51.59,51.68,51.59
nan,51.59,nan,nan
nan,51.59,nan,nan
51.67,53.75,53.75,51.67
nan,53.75,nan,nan
52.40,51.33,52.40,51.11
51.97,51.97,51.97,51.97
51.98,52.60,52.60,51.98
53.92,53.92,53.92,53.92
54.68,54.68,54.68,54.68
nan,54.68,nan,nan
54.71,54.79,54.83,54.71
nan,54.79,nan,nan
55.47,55.47,55.72,55.47
nan,55.47,nan,nan
nan,55.47,nan,nan
55.21,55.01,55.21,55.01
54.13,54.13,54.13,54.13
nan,54.13,nan,nan
54.39,54.39,54.39,54.39
nan,54.39,nan,nan
55.75,55.58,56.43,55.41
nan,55.58,nan,nan
54.24,55.01,55.01,54.18
56.39,58.54,58.54,56.39
57.00,56.86,57.00,56.86
57.26,57.78,57.78,57.26
nan,57.78,nan,nan
59.23,59.23,59.23,59.23
59.15,59.15,59.15,59.15
59.63,59.63,59.63,59.63
nan,59.63,nan,nan
60.00,59.93,60.00,59.93
59.54,59.75,59.75,59.54
nan,59.75,nan,nan
nan,59.75,nan,nan
nan,59.75,nan,nan
nan,59.75,nan,nan
61.22,61.24,61.24,61.22
60.53,60.53,60.53,60.53
nan,60.53,nan,nan
nan,60.53,nan,nan
60.82,59.96,60.82,59.96
60.14,60.07,60.14,60.07
nan,60.07,nan,nan
nan,60.07,nan,nan
59.76,59.46,59.76,59.46
nan,59.46,nan,nan
60.28,60.15,60.28,60.15
58.99,58.90,58.99,58.90
nan,58.90,nan,nan
nan,58.90,nan,nan
57.51,56.72,57.51,56.64
nan,56.72,nan,nan
55.22,55.22,55.22,55.22
53.83,53.83,53.83,53.83
nan,53.83,nan,nan
nan,53.83,nan,nan
nan,53.83,nan,nan
54.92,54.43,54.92,54.43
55.00,55.00,55.00,55.00
56.38,56.48,56.50,56.38
nan,56.48,nan,nan
nan,56.48,nan,nan
nan,56.48,nan,nan
57.89,57.89,57.89,57.89
58.42,58.18,58.42,58.18
59.64,59.64,59.64,59.64
nan,59.64,nan,nan
nan,59.64,nan,nan
nan,59.64,nan,nan
nan,59.64,nan,nan
58.32,58.14,58.32,58.14
nan,58.14,nan,nan
56.86,56.86,56.86,56.86
nan,56.86,nan,nan
56.68,56.68,56.68,56.68
56.97,57.00,57.06,56.95
57.00,57.00,57.00,57.00
N/A,N/A,N/A,N/A
58.18,58.08,58.27,58.08
56.94,56.94,56.94,56.94
56.62,56.55,57.97,56.49
57.76,57.76,57.88,57.61
57.30,57.50,57.54,57.30
nan,57.50,nan,nan
nan,57.50,nan,nan
57.61,57.37,57.64,57.28
nan,57.37,nan,nan
57.60,57.69,57.69,57.60
57.59,56.44,57.59,56.44
56.69,56.75,56.76,56.69
nan,56.75,nan,nan
57.17,57.35,57.35,57.17
nan,57.35,nan,nan
58.79,63.75,63.90,58.70
65.00,65.35,65.35,64.78
65.86,68.04,68.04,65.86
71.65,71.65,71.65,71.65
68.80,68.50,69.13,68.21
67.86,67.86,67.86,67.86
69.93,69.88,70.12,69.81
69.82,69.82,69.82,69.82
nan,69.82,nan,nan
70.77,71.81,71.81,70.77
71.33,70.81,71.33,70.70
nan,70.81,nan,nan
70.96,70.96,70.96,70.96
nan,70.96,nan,nan
nan,70.96,nan,nan
69.57,69.57,69.57,69.57
nan,69.57,nan,nan
69.00,69.00,69.00,69.00
nan,69.00,nan,nan
68.99,68.99,68.99,68.99
70.00,69.54,70.00,69.44
69.54,69.54,69.54,69.54
68.94,69.00,69.00,68.94
nan,69.00,nan,nan
67.25,67.25,67.25,67.25
66.56,66.44,66.56,66.44
66.54,67.70,68.23,66.54
nan,67.70,nan,nan
nan,67.70,nan,nan
nan,67.70,nan,nan
65.98,65.98,65.98,65.98
66.11,66.11,66.11,66.11
66.65,67.10,67.10,66.65
66.16,66.16,66.16,66.16
nan,66.16,nan,nan
nan,66.16,nan,nan
65.83,67.16,67.16,65.52
67.51,67.51,67.51,67.31
nan,67.51,nan,nan
66.80,66.59,66.80,66.59
nan,66.59,nan,nan
nan,66.59,nan,nan
66.57,66.57,66.57,66.57
nan,66.57,nan,nan
nan,66.57,nan,nan
