VGT,Vanguard Information Tech ETF - DNQ,NASDAQ
119.52,119.57,119.80,118.94
119.61,121.68,121.84,119.45
121.81,122.37,122.76,121.65
122.72,123.02,123.08,122.50
122.57,122.42,122.77,121.90
122.77,123.82,124.50,122.77
123.46,123.02,123.96,122.81
123.21,123.56,124.23,123.04
123.83,122.69,123.86,122.47
123.04,123.41,123.89,122.67
123.76,123.83,124.03,123.46
123.87,123.47,123.87,123.28
123.67,123.00,123.67,122.63
122.83,123.17,123.18,122.74
123.34,123.79,124.35,123.26
124.04,122.55,124.08,122.50
122.46,122.62,122.96,122.17
122.79,121.50,122.86,121.20
122.29,122.46,123.11,121.73
122.61,123.20,123.38,122.61
123.04,123.29,123.75,122.87
123.36,124.42,124.69,123.10
124.55,124.64,124.98,124.46
124.65,124.63,125.13,124.30
124.65,125.39,125.39,124.42
125.01,125.01,125.48,123.69
125.06,125.50,125.70,125.00
