LH,Laboratory Corporation of America Holdings Common Stock,NASDAQ
99.53,98.99,99.99,98.71
99.69,99.46,100.40,98.96
98.84,99.04,100.30,97.74
99.87,99.26,100.00,98.29
99.74,99.45,99.93,99.07
100.04,100.79,101.41,100.04
100.44,100.10,100.78,99.17
100.33,100.26,101.03,99.90
100.04,99.22,100.24,98.90
98.19,98.46,98.86,98.19
99.07,99.90,99.92,98.76
100.32,100.15,100.46,99.45
98.19,95.86,98.19,95.58
95.71,96.85,97.33,95.71
97.88,96.70,97.90,96.51
96.00,96.70,96.89,95.36
97.07,97.34,98.28,96.82
97.24,97.28,97.49,96.70
97.57,98.53,98.98,97.29
98.48,97.42,98.91,97.05
99.96,96.88,99.96,96.23
96.66,97.43,97.55,96.64
97.50,98.21,98.63,97.32
98.22,97.78,98.23,97.31
97.72,98.03,98.22,97.26
97.44,98.35,98.36,97.26
97.92,98.03,98.54,97.71
98.32,97.42,98.57,97.36
97.55,96.74,97.75,96.49
97.26,97.39,97.54,96.40
97.31,97.46,97.63,96.90
97.29,97.98,98.05,97.23
97.70,97.44,97.98,96.96
97.02,96.87,97.30,96.37
97.01,97.82,98.25,96.88
97.86,97.77,98.30,97.66
97.68,97.94,98.20,97.04
98.16,98.20,98.66,97.93
98.25,99.15,99.16,98.01
98.40,97.49,98.68,97.19
97.22,96.86,97.22,96.49
96.55,97.01,97.57,96.25
97.00,96.61,97.17,96.40
96.61,96.52,97.32,96.33
96.81,96.39,97.17,96.30
96.63,96.50,96.85,96.16
96.43,96.52,96.97,96.24
96.07,96.01,96.37,95.58
96.48,96.06,96.76,95.84
95.75,95.88,96.56,95.63
95.86,95.72,96.37,95.50
96.14,96.04,97.22,95.63
95.98,97.00,97.21,95.98
97.06,97.75,98.20,96.99
97.75,98.17,98.76,97.32
98.10,98.50,98.63,97.59
99.05,100.06,100.21,99.03
100.07,100.15,100.48,99.86
100.51,100.05,100.51,99.84
100.50,100.70,100.97,99.93
101.92,101.09,101.92,100.89
100.99,101.39,101.54,100.66
101.25,100.51,101.33,99.25
100.42,99.76,100.62,99.65
99.86,99.57,100.12,99.16
99.20,99.44,99.65,98.73
99.60,99.17,99.93,99.02
99.37,98.75,99.53,98.72
98.95,98.87,99.68,98.54
98.75,98.63,98.75,98.13
98.29,99.14,99.19,97.76
99.23,98.95,99.46,98.58
98.85,99.83,99.95,98.59
99.53,99.80,100.00,98.97
99.65,100.47,100.57,99.62
99.81,100.05,100.26,99.31
100.04,100.07,100.70,99.93
100.11,100.14,100.47,99.13
98.77,99.03,99.63,98.35
99.04,100.48,100.64,98.92
100.06,100.63,101.00,99.78
100.29,99.46,100.86,99.30
99.75,101.13,101.17,99.60
100.80,102.55,102.65,99.82
103.13,100.20,104.37,99.27
100.29,99.32,100.36,98.76
99.67,100.88,101.00,99.47
100.66,101.44,101.64,100.41
101.37,100.25,101.99,100.23
100.07,100.22,100.66,98.58
100.19,100.25,100.82,99.71
100.11,101.53,101.96,100.10
102.09,101.19,102.09,101.12
101.34,100.90,101.93,100.20
100.92,101.14,101.24,100.15
101.53,102.72,102.79,101.39
102.64,102.41,102.72,101.81
102.36,103.16,103.34,101.96
103.53,104.33,105.17,102.88
103.98,104.97,105.02,103.66
104.65,105.66,106.02,104.65
105.40,105.42,105.73,104.04
105.37,105.43,105.97,104.80
105.63,107.39,107.46,105.15
107.23,106.33,108.00,106.07
106.32,104.72,106.87,104.18
104.29,103.96,104.79,103.07
103.87,104.15,104.87,103.41
104.54,104.83,104.96,104.15
104.86,105.16,105.18,104.42
105.62,105.84,106.35,105.38
105.80,105.05,105.94,105.02
104.90,102.28,106.17,101.32
102.11,101.85,103.36,101.28
101.58,100.10,101.61,99.87
100.08,100.00,100.52,99.52
99.36,99.18,99.68,97.87
99.16,99.24,99.79,98.56
99.98,100.00,100.56,99.34
99.96,100.30,100.68,99.73
100.11,99.15,100.49,98.39
92.58,88.25,93.42,87.01
88.05,87.75,88.94,87.21
88.17,89.13,89.85,87.92
89.54,89.84,90.04,89.54
89.51,89.55,90.00,88.75
89.04,90.11,90.54,88.94
90.00,89.61,90.01,89.35
89.90,90.00,90.22,89.70
90.05,90.84,91.37,90.02
91.03,91.03,91.49,90.35
91.20,90.70,91.25,90.31
91.37,90.97,91.68,90.95
90.86,91.12,91.56,90.38
91.35,91.37,91.99,91.19
91.37,90.23,91.63,90.05
90.34,90.77,91.85,90.32
91.15,90.35,91.41,89.97
90.16,92.18,92.21,89.71
92.29,91.71,92.69,90.34
91.71,92.57,93.49,91.57
92.31,91.98,92.74,91.62
91.73,90.70,92.00,90.56
90.92,90.97,91.15,89.93
91.35,91.08,91.57,90.99
91.08,91.50,91.70,91.08
91.58,91.80,92.34,91.33
91.80,91.27,92.06,90.86
91.69,91.86,91.99,91.26
91.58,91.35,91.79,90.49
91.19,90.10,91.35,89.98
90.13,89.90,90.62,89.67
89.81,90.30,91.10,89.54
89.86,89.24,90.56,89.10
90.01,89.06,91.22,88.59
90.20,89.83,90.20,88.91
90.00,87.86,90.29,87.81
88.04,88.96,89.50,87.25
88.26,88.73,89.26,87.68
88.73,90.32,90.48,88.22
88.00,89.15,91.39,87.52
90.56,91.35,91.40,90.08
91.15,91.62,91.87,91.15
91.95,90.98,92.36,90.89
90.33,91.81,91.92,89.94
91.73,91.94,93.15,91.65
91.81,92.35,92.80,91.79
92.20,92.09,92.60,91.90
92.20,92.69,93.21,91.75
92.73,93.56,93.76,92.43
93.76,93.76,94.65,93.50
93.65,93.13,93.66,92.25
93.07,93.05,93.78,92.66
92.32,93.09,93.32,92.10
93.43,93.54,94.70,93.07
93.08,92.68,93.98,92.50
93.80,93.06,94.12,92.97
93.10,93.56,93.61,92.80
93.86,94.05,94.49,93.63
94.49,95.32,95.48,94.18
94.66,93.61,94.90,92.90
93.94,95.27,95.32,93.53
95.01,95.97,96.57,95.00
96.15,95.87,97.10,95.81
95.59,95.63,95.88,95.15
95.78,95.94,96.55,95.63
95.93,98.00,98.13,95.93
98.01,98.25,98.56,97.54
97.94,96.91,98.68,96.63
97.78,97.03,97.84,96.43
97.00,94.85,97.01,94.73
94.97,94.71,95.42,93.46
97.74,98.64,102.00,97.50
98.81,97.87,98.81,96.45
98.36,98.04,99.15,97.87
98.44,98.21,98.85,97.94
100.16,102.27,102.65,99.74
102.78,102.14,102.91,101.18
102.58,102.49,102.80,101.65
102.82,101.48,102.97,101.27
101.51,99.34,101.73,99.01
99.73,100.51,100.68,99.17
100.63,100.89,101.00,99.71
100.67,99.65,100.99,99.48
98.44,99.45,100.48,97.96
100.15,100.75,101.05,99.19
101.03,101.56,101.77,100.38
102.02,101.95,102.46,100.90
101.58,101.31,101.69,100.38
101.13,101.05,101.63,100.19
101.02,100.38,101.74,100.25
99.89,99.85,100.72,99.57
100.58,100.42,100.98,99.84
100.00,99.49,101.18,99.38
97.56,99.19,101.34,95.12
99.26,98.78,100.12,98.15
98.39,98.70,99.98,98.23
98.64,99.12,99.85,98.35
99.00,98.23,99.09,98.03
97.64,98.25,98.35,97.31
98.01,98.21,98.35,97.38
98.45,98.72,98.99,97.80
98.80,98.96,99.95,98.59
98.87,100.18,100.49,98.72
100.24,99.89,100.92,99.60
100.01,99.76,100.01,99.32
99.78,99.58,99.93,99.26
99.30,99.40,99.54,98.11
99.47,99.34,99.59,98.90
99.09,99.88,100.32,99.00
99.67,99.54,99.71,99.00
99.67,100.29,100.81,99.67
100.26,100.29,100.77,99.92
100.44,100.75,100.82,99.58
100.80,100.89,101.18,100.45
101.00,100.62,101.01,99.86
100.97,102.90,102.91,100.56
102.69,102.58,102.69,102.02
102.72,102.09,102.75,101.91
101.97,102.54,102.96,101.90
102.31,104.36,104.48,102.31
104.21,104.67,105.38,103.58
104.80,103.44,104.99,103.32
103.49,103.02,103.77,102.81
102.95,102.73,103.47,102.58
102.39,102.05,102.39,101.28
101.65,101.79,102.93,101.01
101.67,101.77,101.94,101.15
101.57,100.80,101.65,100.62
101.02,99.99,101.16,99.72
100.12,100.33,100.68,99.60
100.70,100.91,100.99,100.06
101.03,102.22,102.27,100.49
102.54,102.53,102.69,101.60
102.45,102.20,102.85,101.59
102.15,101.19,103.20,101.10
101.15,100.38,101.16,99.72
99.89,101.72,101.74,99.37
101.50,102.40,102.84,101.47
103.15,104.53,104.76,101.77
104.53,105.31,105.32,103.75
105.29,105.92,105.99,105.28
105.23,104.92,105.81,104.35
104.81,103.89,105.00,103.83
103.87,104.45,104.48,103.11
103.59,103.97,104.31,103.32
103.87,104.59,104.74,103.19
105.29,105.10,105.95,104.83
105.36,105.14,106.84,104.98
105.91,106.42,106.73,105.56
106.80,105.42,107.42,105.19
105.00,103.49,106.18,101.64
103.85,104.90,105.00,103.07
105.27,105.60,106.07,104.91
105.52,105.63,105.75,104.64
105.85,106.10,106.58,105.27
106.07,106.06,106.57,104.79
105.82,105.72,106.06,105.29
105.70,105.38,106.49,105.28
105.81,105.87,106.24,105.21
105.52,103.69,105.68,103.67
103.33,103.22,104.34,102.20
103.21,104.11,104.20,102.66
104.06,102.93,104.29,102.66
102.55,102.95,103.39,102.21
103.06,102.01,103.65,101.84
101.97,103.14,103.27,101.87
103.22,102.85,103.67,102.69
102.88,102.83,103.27,102.61
103.20,103.66,104.02,102.82
103.74,104.95,105.35,103.74
105.19,103.95,105.45,103.53
104.42,105.35,105.68,104.09
105.26,105.80,106.00,105.00
105.40,106.15,106.32,105.00
106.20,106.82,106.93,105.82
106.62,106.22,106.62,105.78
106.50,106.93,107.36,106.00
107.00,106.43,107.28,106.00
106.68,105.77,107.67,105.69
105.69,105.39,105.99,105.00
105.30,107.23,107.32,105.30
107.25,106.55,107.68,106.33
106.83,108.12,108.26,106.83
108.12,107.98,108.68,107.44
107.80,107.98,108.31,107.69
107.98,108.13,108.39,107.60
108.22,108.25,108.77,107.83
108.36,107.16,108.54,106.76
106.74,107.27,107.27,106.30
107.02,106.35,107.24,106.11
106.63,105.86,106.83,105.60
106.06,107.01,107.44,105.60
106.87,106.12,107.32,105.87
106.15,106.06,106.68,105.41
106.58,106.12,106.76,105.98
105.92,104.50,106.04,104.24
104.33,102.96,104.43,102.82
102.75,103.88,103.93,102.63
103.71,102.03,103.72,102.03
102.28,102.81,102.98,101.76
101.84,103.14,103.41,101.55
103.01,101.75,103.01,101.74
101.88,101.18,102.47,101.10
101.18,102.16,102.57,100.73
102.77,102.52,102.94,101.55
103.01,101.40,103.15,100.78
101.01,98.96,101.01,98.89
99.12,100.76,100.88,98.49
100.87,98.44,101.08,98.40
98.71,99.05,100.13,98.60
98.78,98.78,100.64,98.72
99.00,97.81,99.74,97.70
97.92,98.27,98.66,95.61
96.51,98.01,98.26,96.51
98.62,98.67,99.35,98.26
98.27,98.94,98.99,98.10
99.41,101.30,101.47,99.36
101.23,101.07,102.65,100.84
101.64,102.68,103.87,101.39
103.12,103.73,103.89,102.44
103.71,103.14,103.75,102.67
104.03,107.51,108.94,103.58
107.87,106.70,108.07,105.95
106.70,107.39,107.42,106.28
109.31,109.29,109.47,108.24
104.79,101.23,105.00,99.65
101.06,102.38,102.97,100.12
102.55,102.21,102.93,101.15
102.21,102.93,102.96,101.92
102.74,100.52,102.91,100.05
100.93,100.98,101.31,100.26
101.00,100.09,101.08,99.66
99.60,100.70,100.89,99.01
99.69,99.56,100.51,98.80
99.72,98.84,99.89,98.63
98.82,100.08,100.24,98.54
100.43,101.18,101.34,100.00
101.31,100.95,101.82,100.81
100.70,100.64,101.05,99.73
101.85,100.46,102.00,100.35
100.74,101.66,101.76,100.48
101.43,100.53,101.97,100.35
100.43,102.15,102.44,100.17
102.49,104.64,105.14,102.37
104.64,104.04,105.24,103.43
104.60,104.85,105.00,103.08
104.93,105.77,106.00,104.22
105.77,104.79,105.84,103.97
105.09,106.14,107.12,104.80
106.15,105.32,107.10,105.21
104.29,104.79,105.33,103.98
104.36,103.80,105.00,103.39
104.58,104.00,105.15,103.75
103.26,101.92,104.03,101.88
102.24,101.36,102.72,100.80
101.39,101.90,104.31,100.69
101.20,103.56,103.98,99.89
103.71,106.44,106.50,103.71
106.62,105.80,107.45,105.32
105.80,107.14,108.02,105.80
107.56,107.13,107.58,106.32
107.24,107.69,108.48,106.65
108.00,108.25,108.98,107.38
107.94,108.40,108.79,107.57
108.14,109.58,109.84,108.05
109.57,107.90,109.77,107.79
109.69,111.42,112.63,109.49
112.40,112.39,113.95,111.69
112.33,110.60,112.50,108.73
110.91,112.54,112.94,110.81
114.58,115.57,116.41,114.36
115.55,116.00,116.64,114.52
117.13,115.84,117.48,115.68
116.87,115.86,118.07,114.85
114.53,114.75,116.07,114.05
115.11,114.92,115.83,114.51
115.00,117.04,117.14,114.30
117.92,117.23,118.50,116.68
117.10,115.99,117.39,115.56
116.39,118.87,119.21,115.71
119.06,117.29,119.08,117.15
117.00,117.19,117.32,116.02
116.05,116.29,116.63,115.56
116.53,115.49,117.35,115.20
115.90,116.12,116.23,114.56
115.39,114.78,115.91,114.65
113.32,115.50,115.51,112.75
115.47,116.89,116.93,114.90
116.57,117.05,117.43,115.79
117.42,116.01,117.42,115.53
115.73,115.15,116.43,114.72
114.89,113.62,115.23,113.01
114.06,115.39,115.55,113.87
114.94,116.73,116.89,114.94
116.71,116.84,117.10,115.68
116.79,116.90,117.04,115.98
115.89,117.26,117.53,115.89
117.05,117.00,117.84,116.48
115.79,117.14,117.26,115.54
121.21,121.08,123.00,117.99
123.65,122.90,124.56,122.26
123.56,122.21,124.11,121.52
122.35,122.40,122.46,120.91
123.26,124.51,124.57,122.43
124.48,123.03,124.48,122.86
123.03,123.36,124.69,122.76
123.75,123.86,124.23,122.54
123.20,123.90,125.09,122.86
124.36,123.28,124.44,123.00
122.50,121.70,122.98,120.97
122.02,121.17,122.21,120.73
120.11,121.32,122.01,120.09
121.37,121.24,122.52,121.04
122.42,124.28,124.28,122.02
123.82,123.73,124.57,123.09
124.59,125.67,126.27,124.40
125.11,125.27,125.38,124.50
125.28,126.81,127.46,124.98
126.44,126.26,126.89,125.78
127.32,126.80,127.32,125.76
127.02,128.18,128.63,126.36
128.26,128.10,130.16,128.00
128.18,126.89,129.45,126.68
125.72,125.80,126.14,124.18
126.63,127.15,127.36,126.17
127.17,127.28,127.84,126.47
129.84,126.09,131.19,125.79
125.88,125.88,125.88,124.72
126.25,125.21,126.47,124.91
124.23,125.83,126.48,123.50
125.68,124.56,126.19,124.51
124.52,125.60,125.82,124.02
125.57,126.07,126.37,124.80
126.07,126.07,126.28,125.42
125.73,125.18,126.37,125.06
124.87,124.47,125.14,124.17
124.49,125.40,126.61,124.49
125.20,125.49,125.64,124.52
124.83,124.41,125.31,123.83
125.04,125.35,125.44,124.43
125.79,125.91,126.38,125.52
126.13,126.26,126.79,125.03
126.25,126.38,126.74,125.68
126.28,126.93,128.00,125.16
128.00,125.61,129.33,125.13
125.38,123.46,125.91,120.26
123.10,120.65,123.58,119.42
120.92,119.56,121.13,118.73
119.70,119.77,120.61,118.36
119.33,119.19,120.58,118.87
118.28,117.30,118.87,117.22
117.41,117.21,118.04,116.72
117.22,118.39,118.86,117.22
119.62,118.40,120.00,118.19
118.12,117.46,118.55,117.40
116.61,116.30,117.38,116.18
116.79,116.56,117.64,116.00
117.21,117.69,117.72,116.66
117.98,117.29,118.03,117.15
117.60,118.74,118.95,117.26
119.19,118.34,119.38,118.29
118.73,119.55,120.54,118.51
119.55,120.36,120.56,119.19
120.43,121.42,125.45,119.85
120.76,119.82,121.54,119.52
119.74,119.45,120.44,119.29
119.45,118.91,119.84,118.49
119.08,117.95,119.48,117.69
118.14,118.68,118.88,117.71
118.21,118.00,118.45,117.51
117.93,117.37,118.29,116.94
116.63,119.73,120.08,116.63
119.38,119.35,119.84,118.69
119.80,120.53,121.00,119.25
120.35,119.91,120.44,119.59
119.86,120.69,121.31,119.79
121.00,121.14,121.52,120.85
120.29,119.88,121.08,119.85
119.11,119.29,119.52,118.46
119.61,120.48,120.79,119.22
120.85,120.08,120.94,119.68
120.48,120.24,120.96,119.95
120.65,121.03,121.53,120.09
122.18,120.76,122.50,120.42
120.71,119.90,121.11,119.57
119.70,118.63,119.75,118.63
119.06,120.95,122.06,118.51
121.30,121.62,121.77,120.76
120.71,119.39,121.32,119.29
120.21,121.22,121.28,119.53
121.64,122.19,123.34,120.74
121.91,120.75,122.13,120.41
119.48,120.23,120.23,119.16
120.62,120.56,120.79,118.89
119.81,118.03,120.25,117.76
119.11,119.44,120.05,119.06
120.65,120.26,121.21,120.14
121.04,122.16,122.37,120.67
122.29,123.74,124.20,122.05
123.63,122.76,123.99,122.21
122.92,123.69,123.81,122.27
123.27,122.30,123.45,122.23
122.30,122.43,122.75,120.84
122.68,121.07,122.86,120.44
120.75,121.18,121.47,120.68
121.08,122.78,124.08,121.08
122.48,122.18,122.74,121.91
122.00,121.71,122.30,121.10
121.90,122.21,122.48,117.85
122.89,126.32,126.82,122.73
126.27,125.62,126.75,124.89
125.96,127.29,127.99,125.89
127.82,127.35,128.84,126.89
127.47,127.01,127.78,126.62
127.50,127.34,127.91,125.80
127.51,125.50,127.62,124.87
125.56,124.74,125.59,123.34
125.45,125.19,125.88,124.93
124.82,124.49,125.19,123.47
123.68,123.95,124.15,122.48
124.19,123.81,124.86,123.58
124.01,124.06,124.68,123.33
123.78,124.76,124.85,122.86
125.39,125.16,126.53,124.93
124.50,125.24,125.85,123.89
124.27,122.16,124.82,122.16
121.45,120.30,122.16,119.90
116.37,115.37,118.40,114.83
118.12,114.76,118.12,114.44
116.61,117.80,117.91,115.02
118.54,119.82,120.35,117.97
119.63,119.61,120.28,118.86
119.55,117.81,120.53,117.59
115.70,115.75,116.85,115.09
116.52,116.38,116.85,114.77
116.72,117.52,119.67,116.63
116.24,116.39,117.21,115.67
117.77,118.59,118.88,116.86
119.35,117.50,123.17,117.24
117.18,117.52,118.01,116.85
116.94,118.52,118.52,116.01
118.83,118.29,118.97,117.72
118.70,119.94,120.38,117.94
120.25,119.89,120.68,119.35
120.10,120.45,121.83,119.48
119.13,119.40,120.33,119.00
120.00,118.84,120.89,118.03
117.95,117.52,117.98,116.77
117.39,116.80,117.93,116.42
116.05,115.31,116.26,114.58
115.82,112.99,115.98,112.17
111.73,108.27,111.73,106.79
108.27,106.86,109.95,105.77
108.21,108.47,108.93,107.40
108.29,110.18,110.68,107.30
108.99,112.29,112.40,108.71
113.20,113.43,113.69,112.14
113.38,110.29,113.57,109.36
110.46,111.67,112.02,109.58
111.43,111.71,112.19,110.17
111.77,112.35,113.40,111.35
112.30,112.60,112.82,109.96
112.49,111.10,112.54,110.84
111.37,111.55,112.18,110.20
111.65,115.38,115.59,111.34
115.80,117.41,118.18,115.59
117.22,117.39,117.65,116.51
117.53,117.58,118.18,116.35
118.07,116.04,118.52,114.55
115.51,109.51,115.69,107.90
110.75,111.95,112.87,109.92
113.98,117.74,118.16,113.68
117.64,120.67,121.14,117.01
120.98,122.81,123.09,119.85
122.50,123.35,124.50,122.45
122.57,122.74,123.90,121.88
123.27,124.46,124.62,122.67
124.34,124.06,124.66,123.15
124.33,123.09,124.92,122.71
123.57,121.93,123.58,121.45
121.75,121.76,122.12,120.80
121.43,122.86,122.95,120.86
122.71,123.88,124.26,122.39
124.42,121.09,124.42,120.90
120.79,119.66,121.04,119.57
119.63,119.69,120.53,118.88
119.69,120.85,120.90,119.69
119.69,123.41,123.87,119.69
124.00,124.19,124.73,123.07
123.78,120.29,123.96,119.52
121.14,121.47,122.06,120.42
121.10,121.11,122.08,120.89
120.00,121.18,121.29,119.80
121.35,121.82,122.39,121.11
122.29,122.07,123.14,121.79
122.22,121.54,122.81,120.77
122.46,125.32,125.98,121.45
125.18,124.18,126.24,123.54
124.30,121.00,124.66,120.05
121.20,124.74,124.96,121.20
124.47,124.71,124.76,123.70
122.88,125.10,125.38,122.87
124.99,122.88,125.70,122.50
122.62,122.59,124.17,122.26
121.61,121.17,122.16,120.51
121.42,119.68,122.05,117.63
120.82,122.75,123.52,120.36
123.45,122.02,124.70,120.57
121.79,121.68,123.34,121.20
121.51,121.76,123.17,121.25
120.95,124.48,125.20,120.95
124.77,124.34,125.01,122.57
124.84,124.65,125.39,124.10
124.17,124.70,125.09,123.98
124.34,124.40,124.62,123.29
125.00,125.20,126.09,124.75
124.83,124.19,125.54,124.00
123.76,123.64,124.67,123.23
121.86,122.89,123.36,121.73
123.16,122.00,123.99,121.56
120.79,120.84,122.31,120.00
119.04,118.59,120.49,118.13
119.05,116.25,120.66,116.14
116.98,115.62,117.74,114.48
116.33,115.12,117.97,113.44
115.01,111.77,115.90,110.70
112.08,111.69,112.69,110.39
109.46,111.07,111.26,108.61
112.39,109.93,112.48,108.29
108.54,109.69,110.75,106.37
109.98,109.00,110.54,108.58
109.93,112.96,113.35,109.93
112.80,110.99,113.39,110.84
111.17,112.70,113.59,110.56
112.79,112.82,114.96,111.34
113.14,109.79,113.73,109.31
110.22,112.35,112.49,109.44
111.12,112.27,113.58,111.05
111.10,109.33,111.68,108.84
109.88,108.85,110.11,106.70
108.15,108.33,109.50,107.32
107.94,106.17,108.15,105.55
105.07,100.94,105.09,97.79
100.06,102.53,103.65,99.63
102.73,104.59,106.82,102.46
104.30,101.40,104.69,100.98
101.76,103.02,103.73,101.54
103.58,104.50,104.90,102.42
104.60,105.80,107.45,103.51
105.91,108.63,110.15,104.89
108.57,108.72,109.34,106.01
109.31,110.57,111.93,109.16
110.05,109.40,111.00,109.06
108.30,110.18,110.28,107.59
110.48,110.72,112.34,109.15
110.84,111.03,111.50,110.37
110.79,109.84,111.21,109.71
110.93,111.18,111.74,108.95
110.75,109.87,111.16,109.11
109.74,111.92,112.14,109.66
112.31,112.17,113.63,109.87
111.81,111.83,113.88,111.62
111.07,110.32,111.27,110.21
110.77,111.14,111.84,110.00
111.50,111.43,112.03,110.48
112.07,115.49,116.65,111.76
115.32,115.03,116.12,114.64
114.30,112.58,114.51,112.29
112.57,114.07,114.66,112.30
114.12,112.33,114.52,111.53
112.60,114.67,115.73,112.55
114.55,114.12,114.59,113.10
113.85,113.89,114.65,113.08
114.16,113.92,114.55,113.55
113.12,114.02,114.04,112.16
114.39,114.13,114.68,112.88
114.31,115.74,115.84,113.46
115.96,117.85,118.78,115.76
116.85,117.13,117.53,115.64
116.71,118.43,118.68,115.98
118.63,118.28,119.40,117.65
117.38,117.30,118.57,117.07
117.16,119.59,120.04,117.00
118.71,118.46,120.07,117.88
119.34,118.52,119.70,118.24
118.60,117.64,119.06,117.25
117.65,117.56,118.25,117.01
118.10,118.25,118.59,117.37
118.20,119.01,119.49,117.86
119.24,119.56,119.72,118.23
119.47,118.82,120.51,118.72
119.34,118.99,119.78,118.52
119.30,119.01,119.59,118.25
118.78,121.00,122.00,118.35
121.21,121.77,122.02,119.73
125.29,125.10,127.45,122.29
125.49,126.74,127.05,125.15
127.00,127.00,127.19,125.31
126.00,125.57,128.30,125.27
125.17,125.32,125.74,124.32
125.38,125.86,126.27,124.99
124.72,125.33,125.99,124.22
124.47,124.18,125.47,123.74
124.11,124.49,125.26,123.69
123.78,124.29,124.67,122.85
123.94,124.94,125.74,123.01
125.45,126.70,126.76,124.81
126.89,126.73,128.44,126.67
126.95,125.76,127.19,124.54
125.59,126.82,127.08,125.59
126.84,127.44,128.06,126.26
127.39,126.19,127.76,125.13
126.18,126.28,126.79,125.01
125.63,126.10,127.32,125.09
126.60,126.61,127.04,125.97
126.36,126.60,126.90,124.71
127.11,128.16,128.55,125.01
128.38,127.58,129.29,127.26
127.58,127.31,127.95,126.30
127.51,128.01,128.39,127.33
128.14,127.95,128.78,127.31
127.42,128.24,128.45,127.14
128.22,129.56,129.57,127.49
129.77,128.90,129.77,127.59
128.51,129.98,130.03,127.73
129.90,129.58,130.20,128.75
129.65,131.48,131.50,129.28
131.36,131.19,131.99,130.45
130.27,130.30,131.18,129.63
129.48,127.54,130.13,127.36
127.08,127.79,128.50,127.08
128.08,126.39,128.43,126.26
125.42,127.35,127.46,125.00
127.10,125.70,127.49,125.08
128.25,127.51,129.15,126.95
127.52,128.23,128.84,127.12
128.56,129.76,130.53,127.81
130.56,131.18,131.60,130.28
127.40,129.62,130.14,126.19
129.44,125.53,130.23,124.53
126.79,126.47,127.05,125.71
127.73,129.38,130.17,127.65
129.71,130.27,130.56,128.29
130.48,131.29,131.37,129.68
130.56,130.73,131.03,129.93
130.57,131.97,132.19,130.26
132.20,131.97,132.98,131.81
132.79,135.30,135.63,132.41
135.61,135.55,136.43,135.04
136.26,136.25,136.77,135.88
136.96,135.90,137.48,135.89
136.38,136.32,136.57,135.88
136.57,136.19,136.67,135.98
136.12,136.42,136.97,135.67
136.40,136.80,137.32,136.19
136.98,138.12,138.63,136.51
137.90,137.88,139.26,137.42
138.17,138.82,138.98,138.11
138.75,137.84,138.80,137.53
137.23,138.00,138.08,136.86
138.01,137.60,139.80,134.90
137.60,138.51,139.09,136.78
138.29,139.56,139.64,137.98
139.87,139.63,140.44,139.00
139.69,139.38,139.86,138.00
139.00,140.13,140.66,138.99
140.44,140.09,140.81,139.58
140.49,140.76,141.32,140.20
140.80,139.35,141.07,139.14
139.73,139.97,140.32,139.18
139.75,140.15,140.25,139.01
140.27,140.98,141.05,140.27
140.41,140.05,140.95,139.88
140.53,139.77,140.79,139.62
139.66,138.89,140.05,138.18
139.14,138.24,139.96,137.90
138.29,138.71,139.04,138.04
138.16,138.05,138.41,137.59
138.15,138.43,138.72,137.43
138.68,138.07,138.89,138.06
138.01,136.32,138.68,135.98
135.86,135.42,137.12,135.16
135.41,136.04,137.23,135.21
136.19,137.74,138.18,136.09
137.70,137.63,138.17,137.15
137.26,136.93,137.50,135.97
136.93,136.13,137.14,135.50
136.73,137.71,137.76,136.14
137.91,138.37,138.37,137.42
138.00,140.46,140.60,137.91
139.43,139.12,140.13,138.85
138.00,135.02,138.00,135.02
135.00,136.97,137.37,134.34
133.99,133.34,134.81,131.96
133.73,132.99,133.87,132.58
133.06,134.68,135.26,132.57
134.72,135.38,136.11,133.57
136.13,135.01,136.57,134.58
136.25,134.67,136.25,134.27
134.97,136.72,136.91,134.63
137.46,137.83,138.22,137.22
137.55,137.39,138.02,136.64
136.59,137.02,137.16,136.36
137.26,137.79,137.81,136.63
137.84,136.89,138.25,135.72
136.90,135.46,137.10,134.67
135.91,137.48,138.04,135.18
136.95,136.33,137.33,135.97
136.04,136.00,136.96,134.85
136.67,136.63,137.05,135.83
136.38,137.48,137.51,135.84
137.59,138.87,139.24,137.15
139.25,139.10,140.00,138.75
138.57,136.48,139.13,135.83
136.52,136.52,137.20,136.07
135.79,136.37,137.06,134.93
137.02,135.79,137.34,135.77
135.84,135.97,136.44,135.50
137.29,138.31,138.95,136.94
138.74,138.03,138.74,137.39
137.78,139.82,139.99,137.36
138.93,138.76,139.27,138.23
139.44,139.67,140.27,139.17
139.94,138.41,140.21,138.10
133.89,126.46,134.21,123.19
126.56,123.95,126.80,123.94
123.30,124.00,124.95,122.00
124.37,125.34,126.13,124.11
125.68,123.83,125.83,122.37
123.44,124.02,125.66,123.31
123.97,121.63,124.76,121.56
121.76,121.89,123.07,120.98
123.66,125.14,125.38,123.62
124.79,126.06,126.74,124.05
126.98,121.72,126.98,119.51
123.89,126.21,126.75,122.38
125.80,124.82,126.85,124.42
125.67,127.50,127.90,125.26
128.06,128.03,128.91,127.15
127.89,127.01,127.98,126.97
127.01,127.12,128.07,126.58
126.81,126.00,127.81,125.93
126.06,126.12,126.62,125.41
126.24,124.73,127.14,123.88
123.83,126.01,126.06,123.62
126.28,127.51,127.53,126.05
127.25,125.71,127.53,125.11
126.09,127.72,128.20,125.66
127.27,125.85,128.10,125.58
125.90,123.65,126.26,123.36
124.12,124.48,125.46,123.76
125.00,125.25,125.95,124.82
