FMX,Fomento Economico Mexicano S.A.B. de C.V. Common Stock,NASDAQ
100.25,97.56,101.73,96.50
96.52,93.03,97.07,92.14
93.66,91.91,94.13,91.11
91.07,91.41,92.98,89.82
92.64,92.86,93.67,91.47
93.76,97.08,97.79,93.55
98.58,101.24,101.46,97.60
100.65,103.19,103.83,99.28
103.88,103.58,104.42,101.90
103.47,102.16,103.64,101.74
102.00,102.21,102.97,101.09
103.31,102.66,103.47,100.82
103.15,102.56,104.13,101.63
103.00,102.41,103.55,101.70
102.27,100.56,102.87,100.12
102.40,102.28,103.23,101.81
102.48,102.21,102.75,100.70
103.19,102.00,103.43,101.78
102.25,100.12,102.82,98.44
100.86,102.40,102.67,100.36
102.49,102.05,102.75,101.74
101.18,101.40,101.71,100.27
101.09,100.89,101.29,100.04
101.97,103.07,103.84,101.07
102.90,102.00,103.70,101.45
101.95,100.98,102.34,100.14
100.52,100.25,101.18,100.02
100.40,98.44,100.46,98.44
98.93,98.33,99.00,97.83
98.47,99.49,100.58,98.20
100.48,102.36,103.18,100.03
103.41,104.38,105.12,101.84
104.15,103.53,104.56,102.16
103.21,104.18,104.29,102.56
104.03,103.73,104.50,103.16
104.03,104.30,105.07,103.86
104.05,106.11,106.63,104.05
106.22,102.01,106.28,101.63
101.91,101.37,102.50,100.27
101.22,100.98,102.17,100.85
100.08,99.10,100.86,98.58
98.92,97.57,99.17,97.27
97.48,99.63,101.42,97.17
99.60,99.28,100.42,99.06
98.88,96.97,98.94,96.92
97.09,96.09,97.78,94.86
96.22,97.32,97.52,95.69
97.19,95.44,97.25,94.76
93.83,93.90,94.25,92.99
94.27,92.70,94.27,92.59
92.94,92.57,93.66,92.30
92.94,94.38,96.26,92.69
95.25,94.73,95.50,94.36
94.50,95.84,96.50,94.23
95.20,96.01,96.21,94.94
96.66,99.04,99.74,96.61
99.00,100.65,100.77,97.55
100.69,101.35,101.62,99.98
100.86,101.41,102.34,100.52
101.10,100.17,101.23,99.86
100.78,100.31,100.99,99.59
101.32,101.36,102.25,100.96
101.07,100.80,102.05,99.67
100.15,105.00,105.33,99.63
105.23,105.70,106.07,104.41
105.19,103.00,105.45,102.93
103.41,102.39,103.49,100.83
102.06,101.88,102.62,101.38
101.28,102.89,103.43,100.74
102.89,101.29,103.70,101.08
100.50,98.04,101.17,97.56
97.84,97.09,98.57,96.40
97.01,100.23,100.25,96.69
99.50,98.49,99.80,97.64
98.11,96.29,98.13,95.20
96.51,98.50,99.08,96.13
97.96,97.52,98.22,96.82
97.86,95.72,97.86,94.77
95.97,95.42,96.46,95.12
96.66,96.55,97.52,95.78
95.52,96.46,96.62,95.07
96.06,95.03,96.21,94.19
94.98,93.52,96.00,92.45
94.12,93.00,94.57,92.56
93.04,93.93,95.08,93.04
94.25,93.50,94.65,92.89
93.28,91.99,93.64,90.90
92.36,93.98,94.58,92.36
93.53,93.91,94.35,92.43
94.01,91.65,94.11,91.03
91.47,94.40,94.64,90.42
93.91,93.93,94.20,92.44
93.84,94.95,95.13,93.59
95.07,94.23,96.19,93.15
94.16,93.30,94.53,91.73
92.74,93.70,93.85,92.11
92.79,91.91,94.10,91.82
91.61,89.46,94.35,89.19
90.02,89.60,90.33,89.43
90.27,88.66,90.33,88.37
88.44,90.26,90.26,87.02
89.96,89.71,90.92,88.80
89.27,89.39,89.89,88.61
88.76,89.43,89.60,88.28
89.29,91.00,91.35,89.25
91.51,94.57,95.55,91.46
95.05,93.61,95.21,92.70
93.49,91.95,94.55,90.64
91.87,92.35,94.01,91.55
91.36,91.39,92.18,90.75
91.23,91.70,92.11,90.75
91.53,91.65,92.24,90.98
91.67,91.63,92.56,89.74
91.55,94.76,95.01,91.23
94.66,94.95,95.39,93.30
95.69,92.84,96.28,92.60
93.00,92.72,93.10,90.81
93.20,93.47,94.24,91.90
93.22,92.24,94.67,92.18
93.95,93.57,95.30,93.35
94.08,94.99,95.24,93.83
94.97,95.39,95.42,94.56
95.61,95.47,96.24,95.34
95.12,94.10,95.12,92.65
93.41,94.56,95.04,92.83
94.56,94.53,95.74,94.30
94.68,93.75,95.62,93.58
93.99,95.22,96.60,92.39
96.03,95.45,96.10,94.18
95.74,95.92,96.83,94.75
96.02,97.55,97.80,96.01
97.70,97.52,97.90,97.22
97.55,97.25,97.68,96.38
97.45,97.51,97.83,96.02
96.98,97.99,98.69,96.27
97.73,97.87,97.92,96.23
96.34,94.44,96.86,94.00
94.66,94.06,95.08,93.53
94.41,93.75,94.69,93.50
94.52,94.39,94.98,93.73
94.39,92.71,94.53,92.43
92.71,94.00,94.03,92.04
94.49,96.94,97.17,94.23
96.62,95.61,97.50,95.05
95.79,95.14,96.39,94.78
95.46,93.70,95.46,93.58
93.53,92.77,93.84,92.18
92.92,92.92,93.79,90.70
93.01,93.57,93.68,92.25
93.53,93.86,94.15,92.21
92.95,92.42,93.11,91.05
91.92,90.48,91.92,89.69
90.10,89.89,90.58,88.20
90.61,90.30,91.40,88.79
89.05,89.94,90.40,87.15
90.71,90.41,90.74,88.80
89.44,90.24,90.79,88.69
90.47,87.84,91.42,87.68
89.11,88.91,89.71,87.48
89.13,88.17,89.96,87.99
88.86,88.49,88.86,88.30
88.71,91.20,91.46,88.22
90.95,89.06,91.01,88.78
89.31,90.58,91.91,88.01
91.06,89.61,91.06,88.66
89.69,89.19,89.82,88.46
90.26,90.52,91.13,88.32
90.68,90.52,91.57,90.04
90.42,89.09,90.92,87.88
88.88,88.83,90.34,88.41
88.71,88.99,90.11,88.52
88.99,88.88,90.57,88.72
88.81,86.00,89.31,85.40
85.66,85.00,86.46,83.79
85.07,86.98,87.28,84.52
87.32,85.62,87.74,85.22
84.60,84.73,86.05,83.96
85.98,86.31,87.92,85.14
86.12,86.00,86.62,85.56
86.62,86.05,87.44,85.78
86.29,84.87,86.63,84.15
84.86,83.46,84.86,82.36
83.43,83.30,84.07,82.92
83.25,82.74,83.65,82.44
82.83,82.59,83.60,82.45
82.56,83.33,84.43,82.40
83.39,84.20,84.60,82.68
84.32,85.00,85.41,83.02
84.65,85.22,86.62,83.71
85.03,88.83,89.37,84.30
88.93,88.68,89.88,88.01
88.85,88.41,89.68,86.96
89.40,89.82,90.50,89.12
89.99,90.60,91.20,89.82
91.15,93.18,93.39,90.99
93.25,93.05,94.16,92.14
93.68,93.24,94.62,92.91
93.66,92.80,94.59,92.50
92.84,92.93,93.47,92.46
92.79,91.14,93.27,90.57
91.85,90.87,92.84,90.86
90.83,91.19,91.91,90.50
91.22,93.44,93.90,91.14
93.44,93.34,93.69,91.89
93.38,92.33,93.89,91.81
91.94,92.35,92.53,91.48
92.65,92.76,93.22,91.90
92.59,92.17,92.59,91.17
92.50,94.97,95.11,92.50
95.00,94.80,95.21,93.39
94.49,94.96,96.00,94.05
95.28,93.03,95.35,92.58
92.18,91.49,92.86,90.88
91.62,91.91,92.73,90.80
91.41,90.83,91.63,89.73
91.24,90.57,92.24,90.48
90.80,91.04,92.28,90.78
90.91,90.77,91.67,89.77
91.09,90.59,91.69,88.31
91.80,93.16,93.34,91.09
92.62,92.31,93.06,92.12
92.50,94.69,95.36,92.05
94.87,97.78,98.13,94.26
97.89,97.94,99.28,97.40
97.84,98.53,98.56,97.35
98.79,98.85,99.56,97.77
99.00,100.22,100.77,98.53
100.24,99.48,100.80,99.45
99.70,97.34,100.23,96.98
97.74,98.55,99.10,97.74
98.38,98.20,98.97,97.37
97.90,97.38,98.32,96.94
97.57,97.34,97.87,96.73
97.50,97.30,97.82,97.03
97.01,96.88,97.99,96.74
97.34,96.62,97.40,96.21
96.61,96.04,96.61,95.95
96.38,96.60,96.78,96.06
96.46,95.01,96.46,94.90
94.65,95.83,96.18,94.65
95.82,96.84,97.08,95.12
96.78,96.69,97.32,95.66
97.08,97.37,98.03,96.80
97.85,97.67,99.12,97.06
97.71,97.21,98.27,97.02
97.15,96.00,97.15,95.75
95.95,96.40,96.85,95.54
96.56,95.72,97.08,95.50
95.56,95.38,96.34,95.19
95.36,94.33,95.58,94.02
94.40,93.75,94.64,93.09
93.81,95.68,96.00,93.31
95.56,96.18,96.65,95.47
96.14,94.73,96.25,94.71
94.52,94.65,94.91,93.88
94.83,94.00,95.02,93.86
94.15,95.37,95.53,94.00
95.28,94.33,95.90,94.13
94.36,94.77,95.24,93.97
94.43,93.65,94.66,93.63
94.27,93.69,94.39,92.62
93.84,94.90,94.99,93.70
94.91,97.02,97.02,94.80
96.42,95.13,96.62,95.01
95.16,95.11,95.83,94.50
95.13,94.46,95.60,93.79
93.66,93.66,94.19,93.13
93.50,93.17,94.48,93.11
93.37,94.98,95.29,92.93
95.01,95.10,95.65,94.53
95.55,97.23,97.37,95.06
96.96,96.46,97.71,96.28
96.17,97.88,97.98,96.17
97.88,98.14,98.34,97.64
98.60,98.33,99.00,98.32
98.54,98.99,99.11,98.09
99.35,100.26,100.35,98.81
99.99,97.07,100.10,96.06
96.82,95.42,96.98,94.69
95.72,94.81,95.89,93.91
94.78,94.17,95.31,93.77
93.24,93.89,94.25,92.78
93.45,93.93,94.80,92.80
94.08,95.79,95.93,93.49
95.19,94.60,95.55,94.25
94.45,94.52,95.04,93.84
94.90,93.13,95.19,93.00
93.69,92.90,93.76,92.53
93.04,94.83,95.77,92.87
94.81,94.49,95.59,94.30
94.95,94.00,95.60,93.77
94.55,94.64,95.46,94.39
95.24,94.65,95.30,93.96
94.92,95.38,95.41,94.42
95.35,95.89,96.03,94.77
95.38,96.24,96.76,95.38
96.48,97.44,98.09,96.05
97.44,96.47,97.62,95.85
96.84,96.81,96.92,96.15
97.07,96.02,97.87,95.50
95.87,97.07,97.50,95.69
96.60,95.74,96.97,95.42
96.15,96.91,97.21,95.78
95.89,97.96,97.99,95.69
98.43,98.42,99.39,97.61
98.20,96.92,98.63,96.33
96.96,96.80,97.48,96.34
96.84,95.87,97.05,95.47
95.36,93.77,95.36,93.50
93.53,93.85,94.00,93.32
93.80,92.97,93.80,92.90
92.60,94.42,94.64,92.22
94.76,95.22,96.18,94.62
94.80,97.43,97.80,94.60
96.88,97.26,97.74,96.66
97.60,97.13,97.60,96.35
97.35,95.32,97.57,95.22
94.90,94.57,95.56,94.17
94.56,93.27,94.96,93.20
93.42,94.90,95.25,93.30
93.84,92.28,94.00,92.25
92.04,92.04,92.10,91.53
91.28,92.03,92.24,90.52
91.77,92.05,92.45,91.62
91.65,90.66,91.92,90.29
90.51,91.47,91.82,90.03
91.69,91.07,91.69,90.59
92.47,93.15,93.71,92.10
92.89,92.52,93.31,92.13
92.79,93.07,93.65,91.53
93.38,91.25,93.42,91.05
91.06,89.07,91.35,88.93
89.91,87.36,90.13,87.31
87.50,87.30,88.18,87.01
86.91,87.90,88.47,85.92
86.98,87.46,89.07,85.97
88.23,88.10,89.28,87.99
87.70,90.20,90.51,87.70
90.37,91.57,91.87,90.37
91.12,91.39,92.36,91.12
91.77,90.93,92.30,90.61
91.13,91.65,92.29,91.13
90.88,93.32,93.39,90.69
93.04,93.47,94.99,92.99
93.77,93.82,94.58,92.93
93.76,95.61,95.68,93.44
95.69,96.24,96.57,95.12
95.74,95.26,95.93,93.77
94.56,96.93,97.01,94.56
96.63,96.72,97.20,95.87
96.88,96.81,97.18,95.99
96.99,97.29,97.66,96.86
97.51,96.37,97.51,95.93
96.35,96.22,96.76,95.85
95.73,96.47,97.38,95.71
96.67,95.52,97.00,94.35
94.97,94.97,95.39,94.73
94.91,96.04,96.32,94.84
95.98,97.38,97.68,95.43
97.33,97.99,98.05,96.84
97.35,97.12,98.19,96.62
97.34,98.28,98.64,97.30
98.68,96.64,98.68,96.43
97.04,96.79,98.11,96.31
97.24,97.75,98.34,96.68
98.04,97.04,98.04,96.07
95.65,92.31,95.86,91.91
92.02,91.78,92.19,91.15
92.33,91.32,92.33,90.11
90.86,89.55,91.76,89.06
89.44,89.35,89.67,88.55
88.92,88.42,90.41,88.20
87.56,86.62,87.70,86.26
86.04,83.31,86.27,82.34
83.45,83.81,85.41,82.91
83.18,83.02,84.25,81.95
83.33,82.38,84.05,80.83
81.47,81.94,83.60,80.38
82.23,84.89,85.79,81.94
85.76,88.32,89.57,85.76
88.50,88.72,89.44,88.02
89.21,89.22,89.90,87.74
89.08,88.62,89.87,88.35
88.37,88.38,88.70,87.57
88.51,88.11,89.09,87.97
88.44,88.36,89.24,88.30
87.86,88.51,90.30,87.81
88.80,88.03,89.00,87.55
88.33,85.40,88.51,84.81
85.54,82.97,85.54,81.27
83.30,84.57,85.77,83.30
85.43,85.30,86.00,83.86
86.15,86.92,87.97,85.95
86.92,87.04,87.68,86.03
86.72,86.28,87.48,85.62
86.43,86.96,87.28,85.45
85.93,86.49,87.45,85.46
86.94,84.31,87.28,84.13
84.41,86.22,86.32,83.93
86.01,86.35,87.53,85.11
86.60,87.60,88.09,86.37
88.23,90.43,92.02,87.86
89.70,87.72,90.30,87.04
87.78,87.90,88.49,86.46
87.36,87.42,87.70,86.68
87.83,86.42,87.93,86.19
86.58,85.59,86.68,84.85
84.61,83.56,85.23,83.07
83.85,85.02,85.05,83.71
85.30,85.62,85.92,84.68
85.36,85.65,86.45,84.82
86.05,87.50,87.80,86.05
87.42,87.00,88.26,86.43
87.08,88.90,89.38,86.50
88.21,88.17,89.77,88.04
87.62,86.45,88.21,85.41
86.89,88.91,89.13,86.89
88.76,88.66,89.32,87.68
88.04,89.16,89.57,86.73
88.91,87.81,89.30,86.83
86.99,87.77,89.02,86.47
87.75,89.53,90.04,87.22
89.10,90.49,90.57,89.06
90.53,92.58,92.92,89.40
92.28,91.36,92.41,90.60
91.80,95.26,96.38,91.10
95.19,95.26,96.63,93.83
94.96,95.74,96.76,94.96
95.55,95.31,96.82,94.78
94.82,92.13,95.35,91.86
92.42,92.27,93.15,91.53
91.07,89.45,91.17,88.22
89.24,88.14,89.51,87.86
87.35,86.53,87.62,86.33
86.72,88.03,88.33,85.70
88.60,90.46,90.71,88.15
90.02,89.97,90.13,88.40
90.27,90.22,90.76,89.36
89.62,90.21,90.92,89.48
89.55,93.81,93.86,89.51
93.53,93.00,93.55,91.75
93.80,93.10,94.27,92.54
93.35,93.61,94.61,93.35
93.93,94.28,95.25,93.61
94.29,94.31,95.40,94.03
93.86,92.29,94.24,91.85
92.29,94.44,94.67,92.08
94.96,93.99,95.21,93.64
93.19,93.50,94.43,91.68
94.37,95.09,97.22,94.06
94.97,95.74,96.28,94.96
95.85,97.09,98.49,95.75
97.43,97.75,98.80,96.59
98.72,98.88,99.79,98.41
99.04,98.07,100.00,97.74
97.96,97.10,97.96,96.64
97.37,95.24,97.37,94.64
95.71,95.81,96.36,95.05
95.98,95.10,96.28,94.73
95.40,95.67,95.75,94.01
94.48,93.74,95.05,93.56
93.54,93.30,94.89,93.06
93.95,93.78,94.18,93.01
93.90,93.18,94.06,92.75
92.79,94.14,94.51,92.29
94.52,94.12,94.52,93.55
94.27,92.50,94.60,92.04
92.82,92.49,93.17,91.98
92.19,92.55,93.25,91.93
91.68,90.49,91.68,90.34
91.45,93.10,93.58,90.53
91.00,92.26,92.79,90.55
92.35,93.25,95.49,91.95
93.48,92.71,93.59,91.97
93.95,93.47,94.30,92.79
94.66,95.67,96.16,94.66
95.44,95.09,95.74,94.17
94.26,93.78,94.26,93.35
94.55,94.45,95.29,94.19
94.98,96.44,96.76,94.62
96.30,96.56,96.74,95.38
96.72,97.78,97.91,95.79
97.37,96.54,97.66,95.61
96.37,96.09,96.47,95.75
95.83,95.48,95.87,94.82
95.18,93.68,95.43,93.26
93.50,90.60,93.51,90.10
89.87,91.85,92.02,89.55
91.77,90.84,91.77,90.01
90.52,88.90,90.89,88.77
89.21,89.47,89.93,89.11
89.15,90.10,90.61,88.99
90.25,89.11,90.40,89.05
88.71,88.82,89.48,88.22
87.81,88.09,88.81,87.17
88.00,87.52,88.82,87.11
87.82,88.35,88.85,87.37
89.19,88.61,89.82,88.42
88.97,90.09,90.41,88.72
89.78,89.37,90.17,89.22
88.47,88.19,88.81,87.60
88.45,89.61,90.50,87.91
89.74,91.66,91.80,89.61
92.26,90.99,92.44,90.36
91.01,90.56,91.54,90.55
91.07,91.31,91.91,90.86
91.45,90.83,91.86,90.78
90.81,90.13,90.81,89.77
90.37,90.07,90.37,89.42
90.08,90.80,90.87,89.71
89.40,89.16,90.30,88.90
89.64,89.09,89.75,87.76
88.87,89.40,89.77,88.35
89.79,90.31,91.06,89.58
88.91,89.20,90.04,88.12
88.18,89.89,90.07,87.98
89.09,88.77,89.72,88.43
90.21,88.80,90.52,88.77
90.07,90.69,91.10,89.81
91.10,89.62,91.53,89.31
89.80,91.00,91.45,89.13
90.39,91.46,91.62,90.19
91.89,92.25,92.56,91.57
91.84,91.74,92.45,90.71
91.30,91.83,92.41,90.63
91.97,90.96,92.26,90.55
90.51,88.37,90.61,87.79
88.51,89.87,90.09,88.22
88.21,88.23,89.48,87.80
88.18,87.47,88.18,87.18
87.64,88.48,88.88,87.64
88.74,90.02,90.16,88.31
89.43,90.55,90.99,88.73
90.89,90.64,91.99,90.00
90.27,91.29,91.49,89.45
91.23,91.70,91.89,90.92
91.15,90.86,92.16,90.23
91.10,91.07,91.71,90.56
90.36,91.70,91.90,90.31
91.92,93.83,95.45,91.92
92.75,90.57,93.80,89.90
90.52,90.08,90.53,88.93
90.29,90.12,91.06,89.54
89.99,91.14,91.89,89.99
91.05,91.52,91.63,90.13
91.02,90.83,91.29,90.53
90.84,88.06,90.84,87.78
87.19,86.80,87.24,86.04
85.75,83.79,85.76,83.71
79.26,81.90,82.51,77.47
84.60,83.46,85.39,83.35
85.14,86.05,86.20,83.87
86.95,87.88,88.01,85.92
87.44,87.81,88.15,87.03
87.11,89.03,89.73,85.90
87.58,86.69,88.00,86.34
87.59,87.57,88.00,86.51
87.94,87.63,88.79,87.06
86.68,84.80,86.73,84.50
86.39,85.11,86.51,84.58
86.26,84.85,87.00,84.76
84.48,85.58,86.48,84.18
85.26,86.24,86.42,85.26
86.29,85.18,86.29,84.41
85.42,86.83,87.28,85.18
88.41,89.01,89.89,87.70
88.64,90.80,92.11,88.50
90.03,89.99,90.91,89.20
90.28,90.50,90.58,88.82
88.67,89.65,89.90,88.55
89.07,90.27,91.06,89.06
88.96,89.87,90.15,88.57
90.85,87.25,91.02,86.81
87.25,86.56,87.76,86.44
86.88,87.95,88.20,86.45
88.86,89.25,89.90,88.56
89.62,88.43,89.67,88.30
87.25,89.64,89.79,86.33
90.53,91.61,91.88,90.37
91.55,91.72,92.45,91.39
92.60,90.62,93.50,90.33
90.63,92.50,93.13,90.21
92.44,93.51,94.74,92.44
93.50,93.75,94.93,93.13
93.14,93.51,94.50,92.62
93.70,93.85,94.10,92.38
93.79,95.03,95.38,93.79
95.48,96.90,97.55,94.95
95.94,96.01,97.43,94.99
95.93,97.11,97.21,95.75
97.08,97.88,98.19,96.51
98.43,100.35,101.67,98.00
100.28,100.11,100.86,99.80
99.90,101.32,101.48,99.90
100.59,101.80,101.99,100.59
101.98,101.86,102.59,101.02
101.70,100.83,102.02,99.84
101.53,99.09,101.53,98.59
98.63,97.79,98.85,97.45
98.23,101.96,102.64,97.78
101.65,101.36,102.72,100.95
101.14,100.39,102.08,100.19
99.59,99.47,99.97,98.46
99.15,96.52,99.15,95.36
96.34,97.73,97.87,95.97
97.78,97.49,98.63,97.00
97.34,97.05,98.25,96.67
97.06,96.18,97.42,95.49
95.91,96.74,96.92,95.72
96.75,98.68,98.96,96.12
99.05,96.85,99.05,95.58
97.42,98.75,99.69,97.12
99.21,99.54,100.53,99.21
99.83,101.01,101.48,99.83
100.61,99.95,101.16,99.89
99.95,99.76,101.01,99.10
99.80,97.91,99.95,97.80
99.51,96.38,99.60,96.34
97.39,98.10,98.34,96.76
98.03,97.52,98.53,97.21
98.17,94.69,98.25,94.03
95.09,94.84,96.11,94.23
94.42,93.59,95.04,93.17
92.71,93.70,93.83,92.18
93.74,93.18,94.34,92.59
93.09,92.78,93.88,92.59
91.65,91.00,92.09,90.26
91.21,91.56,91.73,89.85
92.48,94.62,95.25,92.48
95.16,94.80,95.78,94.33
94.80,94.97,95.71,94.04
95.09,93.26,95.14,93.18
93.72,94.11,94.92,93.61
93.97,95.10,96.02,93.83
95.55,94.24,96.19,93.12
93.96,94.59,95.25,93.94
94.50,94.98,95.51,94.21
95.66,94.35,96.13,93.81
93.89,91.99,94.10,91.87
91.76,92.35,94.14,91.61
91.82,90.84,93.03,90.01
90.98,90.88,91.07,90.11
89.46,89.11,90.42,88.89
87.83,87.08,88.32,86.99
87.76,85.25,87.76,84.94
85.83,85.27,86.20,84.92
85.90,86.11,86.45,85.14
86.44,85.41,86.80,84.14
85.36,87.60,87.98,85.11
85.08,85.43,86.48,84.01
86.74,86.97,88.10,86.17
85.09,85.57,86.12,83.01
85.84,85.34,85.92,83.98
87.08,87.72,87.88,86.57
87.35,87.91,88.15,86.61
88.19,89.16,89.16,88.19
89.00,89.92,90.00,88.60
90.91,91.88,92.08,90.78
92.59,94.82,94.88,91.28
93.35,95.79,96.05,92.71
93.05,93.01,93.84,91.63
93.99,92.97,94.04,92.05
93.44,91.27,94.20,90.81
91.12,89.71,91.54,89.26
88.62,88.15,88.75,87.68
87.37,87.25,88.45,86.71
88.06,89.48,90.32,87.37
88.05,87.55,88.23,83.31
87.69,88.67,88.99,87.36
90.92,90.80,92.12,89.56
91.77,92.48,93.89,91.30
93.77,95.28,95.39,93.70
95.11,96.51,97.14,95.07
97.71,96.45,97.71,96.17
96.07,95.23,96.31,94.77
93.91,93.91,94.09,90.42
93.87,94.03,94.39,92.49
94.39,93.31,94.39,93.15
93.57,93.59,93.90,93.00
94.71,95.52,95.65,94.45
94.87,96.17,97.02,94.76
95.88,95.98,96.86,95.26
96.43,95.27,96.46,93.60
95.22,92.73,96.10,92.49
92.21,89.99,92.54,89.88
90.35,92.54,92.58,90.02
92.54,91.13,92.67,89.61
91.45,92.48,93.59,91.07
92.22,92.42,92.82,91.45
91.88,89.44,91.89,89.09
89.54,91.91,92.25,88.25
92.08,93.04,93.49,91.96
93.14,94.05,96.13,92.82
94.01,92.63,94.86,92.48
92.36,94.24,94.50,92.28
93.47,92.94,93.75,92.14
91.95,92.52,93.21,91.95
93.20,92.62,93.26,91.97
92.35,94.93,95.74,92.18
95.49,96.60,96.77,94.46
96.72,96.31,97.23,95.77
94.87,97.38,97.59,93.72
97.54,96.37,97.54,95.63
95.13,93.91,95.55,93.65
93.67,94.00,94.12,93.03
93.09,92.02,93.12,90.42
93.22,91.38,93.29,90.98
91.72,89.98,92.08,89.87
90.24,90.97,91.68,89.57
91.40,91.44,91.87,90.71
91.84,91.30,91.92,91.28
90.84,91.71,91.78,90.84
91.44,91.91,92.50,91.23
93.37,94.40,94.75,93.11
94.04,94.21,94.69,92.51
93.53,93.29,95.01,93.18
93.39,93.70,94.73,93.33
93.27,93.05,93.73,91.79
93.42,93.24,93.76,92.87
93.11,91.68,93.48,91.17
91.65,93.25,94.06,91.12
94.77,93.21,95.43,92.37
92.57,92.04,92.88,91.86
91.02,89.95,91.02,88.91
89.49,89.13,89.65,88.54
89.50,89.12,89.78,88.38
88.68,90.43,90.63,88.33
90.04,88.70,90.60,88.61
89.12,91.15,91.26,88.56
90.98,90.89,91.93,90.56
91.67,92.59,92.86,91.07
91.79,90.49,91.79,90.25
90.62,92.61,92.90,90.62
91.95,90.10,92.10,89.93
89.64,88.56,89.75,88.36
87.87,87.64,88.31,87.02
88.29,87.97,88.80,87.63
87.90,87.56,88.28,87.20
88.20,89.32,89.36,88.20
89.88,90.31,91.14,89.56
90.51,91.15,91.43,90.45
90.74,91.63,91.88,90.45
91.78,90.68,92.23,89.57
90.01,90.98,91.10,89.66
90.59,90.73,91.18,90.21
91.09,92.49,92.61,91.09
92.67,93.89,93.94,92.36
93.68,95.32,95.57,93.49
96.53,96.12,97.13,95.51
95.30,94.40,95.65,94.35
93.04,91.56,93.18,91.05
90.66,89.38,90.81,89.15
88.76,88.84,89.10,87.78
89.56,89.52,90.21,89.16
88.56,90.41,90.46,88.29
90.55,90.22,90.77,89.52
91.46,90.46,91.66,90.39
90.95,90.25,91.23,90.01
90.67,91.01,91.30,90.31
92.54,92.43,92.73,91.11
87.34,88.14,89.99,87.34
87.55,87.28,87.93,85.85
89.71,88.85,90.17,88.04
90.27,91.19,92.01,90.20
91.56,92.49,92.91,90.73
92.49,90.37,92.63,90.28
89.94,90.48,91.14,89.53
89.77,88.42,90.22,87.98
89.10,87.90,89.93,87.54
90.18,89.91,90.18,88.08
90.43,91.23,91.87,89.24
91.72,91.09,92.26,90.71
90.95,90.71,91.41,90.06
91.03,91.00,92.15,90.33
90.95,91.40,91.88,90.47
91.02,93.48,93.72,90.69
92.42,93.45,94.28,92.42
93.62,94.03,94.27,93.38
93.52,93.95,94.13,93.04
93.83,95.33,95.52,93.83
94.74,95.79,96.75,94.74
95.80,93.63,95.88,93.44
93.54,92.11,95.16,91.50
92.42,89.98,92.53,89.49
89.99,89.50,90.49,89.23
89.33,89.30,90.19,89.20
89.94,88.63,89.94,87.28
87.93,89.02,89.02,87.78
89.02,88.77,89.03,88.45
88.97,89.39,89.40,88.59
89.53,91.46,91.82,89.53
91.59,93.75,93.83,91.59
94.00,94.37,95.25,93.96
95.03,95.85,96.25,94.50
96.12,96.48,96.99,95.19
97.00,98.43,99.08,96.64
98.70,98.54,99.15,98.25
98.04,98.19,98.54,96.43
98.55,100.51,100.57,97.77
99.58,98.67,100.14,98.41
98.18,98.04,98.54,97.21
98.67,95.75,98.67,95.64
95.84,96.62,97.33,94.63
96.06,95.75,96.53,95.25
96.28,92.62,96.28,91.85
92.41,92.98,93.15,91.93
92.87,92.18,93.26,91.39
91.81,91.55,92.30,90.87
90.88,92.43,92.48,90.88
93.48,92.85,94.68,92.73
93.53,93.94,94.04,91.37
93.80,92.26,93.80,92.21
92.52,91.10,93.00,91.05
90.03,89.85,90.42,88.86
88.92,90.95,91.42,88.63
89.54,87.73,89.89,87.32
87.24,87.25,87.97,86.06
87.64,86.75,88.02,86.64
86.05,86.16,86.71,85.63
86.78,85.88,86.78,85.37
86.21,87.51,87.76,86.03
88.10,90.50,90.60,87.54
91.43,91.61,92.72,90.99
91.13,91.76,92.05,91.05
91.09,90.16,92.40,89.93
90.67,92.58,93.44,90.17
92.53,92.57,93.40,91.24
92.65,91.64,93.15,91.38
91.93,92.04,93.21,91.88
92.39,93.31,93.46,92.11
93.16,94.16,94.87,92.17
94.82,94.55,95.18,93.76
93.66,94.31,94.91,93.45
94.05,93.23,94.11,92.77
93.65,96.32,97.07,93.65
96.25,95.46,96.46,94.95
95.54,96.26,96.50,94.94
95.49,95.99,96.17,94.87
96.64,96.56,97.12,96.40
96.23,96.62,97.08,95.18
97.86,97.80,98.06,97.41
98.23,98.35,98.79,97.63
97.97,97.89,98.59,97.47
97.58,98.37,98.52,97.25
98.98,98.65,99.09,97.13
98.63,97.40,98.63,97.32
96.56,95.36,97.08,95.23
95.95,96.45,96.66,95.30
96.58,95.21,97.00,93.32
95.47,95.67,96.06,94.92
96.14,91.14,96.49,91.14
90.58,90.04,91.38,89.57
90.48,89.62,91.62,89.57
89.63,90.37,91.69,88.59
92.75,94.64,95.70,92.75
94.28,96.26,96.80,93.48
88.79,89.26,90.61,86.82
88.50,82.98,88.58,82.52
81.82,81.61,82.37,77.90
81.80,81.66,82.74,81.16
83.64,80.90,84.70,80.87
80.70,79.14,81.61,78.63
79.04,79.71,80.64,79.04
79.47,78.18,80.04,77.37
79.32,79.38,79.90,78.96
79.90,79.39,80.86,79.14
78.68,80.72,81.05,78.26
80.57,80.13,80.57,79.63
80.34,80.52,80.93,79.95
80.27,79.11,80.41,79.07
79.80,78.05,80.68,77.83
78.32,76.02,78.36,75.52
