SINA,Sina Corporation - Ordinary Shares,NASDAQ
56.06,55.05,56.27,54.56
55.01,54.48,55.30,53.74
53.17,52.59,53.21,51.26
53.17,54.10,54.15,52.71
54.70,56.21,56.43,54.50
56.71,56.58,57.44,56.31
56.74,55.73,56.95,55.40
55.94,55.68,56.56,55.20
55.47,55.09,56.09,54.69
54.45,55.12,55.75,54.45
55.37,55.17,55.80,54.51
55.14,56.67,56.98,55.14
56.95,56.01,57.00,55.44
56.10,55.68,56.63,55.55
56.00,56.65,57.30,55.77
56.85,56.50,57.07,55.99
56.75,57.50,57.92,56.58
58.00,58.12,58.57,57.25
58.55,60.14,60.43,57.83
60.48,65.10,65.18,60.22
65.26,65.10,65.64,64.25
64.25,64.39,65.59,63.59
64.92,63.63,65.50,63.43
63.74,64.29,64.43,62.67
66.23,66.53,67.80,65.02
66.53,66.08,67.00,65.41
65.40,65.38,67.35,65.04
65.40,67.74,68.00,64.97
68.21,68.97,69.79,67.76
70.50,73.68,74.27,70.50
73.57,75.72,75.75,72.22
75.48,74.48,76.33,74.20
73.93,74.17,74.58,72.15
73.44,73.60,73.98,72.17
74.43,76.34,77.23,74.13
76.69,78.06,78.88,76.69
79.64,80.35,80.48,77.82
85.71,82.90,86.00,79.86
83.60,82.11,84.92,81.93
80.83,79.21,81.08,78.19
79.25,79.99,80.50,77.80
80.30,80.60,83.36,78.26
80.66,79.88,80.71,78.72
79.35,79.41,80.95,78.80
80.00,81.53,82.50,79.65
81.56,82.19,82.68,81.23
81.41,80.32,81.71,79.35
79.25,76.75,79.32,76.25
76.25,78.16,79.41,76.25
78.60,79.57,80.04,78.21
80.00,77.42,80.40,76.90
78.50,78.42,79.10,77.65
79.05,79.43,79.65,77.63
80.00,82.84,83.41,79.76
83.00,80.55,83.00,79.67
81.50,81.87,82.30,79.81
83.15,84.56,84.80,82.57
83.93,85.16,86.80,83.63
85.59,84.99,87.86,84.56
86.22,83.04,87.33,82.67
84.60,80.00,84.78,79.30
79.70,81.46,81.84,78.56
81.33,83.11,83.60,80.39
83.27,83.57,85.04,82.68
83.64,80.80,84.35,80.41
80.90,79.82,81.45,77.01
79.05,79.40,80.80,79.03
80.53,82.50,83.35,80.19
82.75,83.59,83.60,81.09
83.36,82.25,84.49,81.60
81.00,81.17,82.73,79.28
81.44,84.92,85.01,80.37
84.08,86.79,87.37,83.86
87.43,86.41,89.10,84.00
86.61,90.48,90.75,84.82
89.10,88.12,90.34,87.67
88.31,81.65,89.56,79.81
82.00,84.33,86.14,79.13
86.51,84.99,86.62,83.50
85.00,86.58,86.88,82.84
84.70,86.07,86.59,84.11
85.85,85.68,88.23,84.64
86.13,87.03,87.70,85.78
86.50,88.03,88.20,85.55
89.28,91.07,92.83,89.20
92.30,88.60,92.40,88.33
89.50,85.96,89.95,84.48
84.88,85.30,86.10,83.27
85.55,86.60,87.71,84.51
87.40,83.23,88.54,83.15
81.85,81.80,83.95,80.05
82.13,83.14,83.50,79.62
84.29,82.41,86.13,81.71
81.96,83.60,84.87,79.98
84.35,82.34,85.50,81.81
82.62,82.44,83.20,81.35
82.09,81.65,82.46,79.69
82.40,81.14,84.44,79.88
81.97,78.10,82.00,76.16
77.67,76.04,78.26,74.58
76.30,77.58,78.30,75.08
78.28,75.91,78.93,75.09
83.02,84.55,86.69,81.01
84.87,85.31,85.43,83.00
85.49,85.05,86.19,84.12
85.28,82.61,88.47,82.25
82.77,79.40,83.32,79.02
80.15,78.46,81.12,78.00
78.83,78.50,79.42,78.16
78.50,77.70,79.79,77.17
77.70,74.83,78.58,74.61
74.96,76.72,76.99,73.35
76.51,77.66,78.99,76.51
77.67,77.07,78.34,76.21
77.10,77.69,78.26,75.78
76.75,77.00,78.00,76.17
76.27,79.97,79.97,76.27
79.88,79.61,80.45,78.72
80.58,77.31,80.85,77.02
76.95,75.83,78.28,75.50
75.60,80.95,81.98,75.60
80.92,78.51,81.32,78.13
78.55,79.19,80.75,78.34
79.44,78.39,79.89,78.37
78.80,76.67,79.28,76.44
76.60,77.32,78.57,76.52
77.56,78.84,79.08,76.91
78.00,79.71,80.42,77.50
79.43,79.91,80.51,78.64
80.50,80.09,81.09,79.21
80.00,79.76,80.54,78.91
79.98,79.22,81.01,78.94
79.54,82.64,83.48,78.90
82.50,82.21,83.09,80.60
82.32,84.25,84.33,82.09
83.95,84.77,85.18,83.38
84.79,82.68,85.16,82.36
83.00,84.35,85.47,82.75
85.17,87.30,87.85,84.68
88.07,88.96,89.48,87.32
89.10,84.96,89.79,84.41
85.44,85.72,86.86,84.36
85.99,83.07,87.50,82.05
84.99,84.99,85.25,82.86
85.03,84.60,86.39,83.33
82.83,80.58,83.34,80.26
78.13,75.02,78.17,74.48
76.39,76.33,77.99,75.66
77.11,77.07,77.45,76.50
74.81,72.51,74.98,72.17
71.58,70.03,72.21,69.16
70.94,69.98,70.98,67.31
71.50,71.84,72.94,71.49
71.44,66.84,71.48,66.20
68.65,67.11,69.30,67.00
66.41,65.19,66.84,65.00
65.24,63.77,67.05,62.85
64.72,65.68,66.53,64.09
65.04,64.89,66.63,63.02
65.53,65.41,66.83,65.05
66.60,67.12,68.00,66.19
67.84,68.68,69.50,67.72
69.37,67.97,69.66,67.54
68.31,68.29,69.38,68.00
68.00,70.50,70.95,67.35
71.12,70.00,71.22,69.11
72.10,73.43,74.44,71.57
73.90,73.01,74.83,72.87
73.41,73.88,74.30,72.00
73.93,72.95,74.20,72.58
77.75,76.08,78.49,74.60
72.50,68.98,72.79,68.14
69.71,70.52,70.76,69.71
71.17,68.11,71.93,68.00
68.65,68.33,69.85,67.40
66.81,67.29,67.50,65.52
68.35,66.92,68.92,66.87
67.01,67.68,68.22,66.88
68.11,73.44,74.62,68.10
75.42,72.41,76.13,71.77
72.15,70.53,72.44,69.80
70.81,68.69,71.67,68.53
68.44,69.00,69.09,66.25
70.39,65.70,70.39,65.11
66.02,64.59,66.11,62.65
70.85,68.83,71.19,67.69
68.18,67.33,68.64,65.25
67.31,67.11,68.40,66.07
66.64,65.87,66.70,65.43
66.83,66.13,66.97,65.64
66.86,64.16,66.86,62.82
65.02,61.92,65.30,61.83
62.84,59.63,62.97,59.57
59.90,59.90,60.10,57.13
60.84,58.95,61.28,58.36
61.29,60.41,61.78,60.11
61.32,61.53,62.22,61.00
62.91,61.75,63.75,61.00
61.62,59.32,62.09,58.94
59.75,56.36,59.96,56.13
56.00,53.59,56.36,52.51
53.50,55.30,56.12,53.42
55.94,56.85,56.89,54.65
57.50,53.18,57.53,52.36
54.18,52.46,55.40,52.18
53.75,52.43,53.97,51.87
52.50,53.09,53.40,49.60
54.27,52.99,54.39,51.76
53.25,56.55,58.20,52.48
56.54,56.02,57.00,55.27
56.50,55.85,57.29,55.40
55.47,53.27,55.49,52.59
51.00,51.64,51.95,48.88
50.49,48.15,50.97,48.07
48.33,47.90,48.91,46.25
48.19,48.55,49.54,47.55
48.00,47.80,48.00,46.54
48.01,48.53,49.75,47.80
48.93,48.15,49.29,47.80
46.54,47.94,48.04,46.50
48.01,47.48,48.79,47.36
47.47,47.40,47.88,45.69
47.29,47.38,48.49,46.93
47.30,48.07,48.74,47.15
48.65,48.63,49.10,48.20
49.19,48.28,49.25,47.65
47.83,47.77,48.60,47.50
47.70,47.52,47.80,46.44
47.66,47.68,47.98,46.73
47.29,47.89,47.98,47.19
47.50,47.25,48.30,47.15
47.87,47.86,47.91,46.85
46.16,43.02,46.69,43.00
43.13,46.53,46.91,42.40
46.56,45.79,46.70,45.25
46.29,45.07,46.44,44.71
45.24,46.64,47.61,44.85
46.65,44.81,46.84,44.63
44.71,44.17,45.15,43.88
44.44,44.28,44.74,43.40
44.09,44.24,44.44,43.53
44.43,44.85,45.59,43.73
44.88,44.82,45.41,44.67
44.54,45.45,46.36,44.54
45.88,45.31,45.95,44.80
45.00,46.39,47.33,45.00
46.94,45.88,47.77,45.53
46.25,45.36,46.50,45.15
45.50,44.99,45.50,44.79
45.03,46.01,46.41,44.90
46.28,46.72,46.95,45.62
46.81,45.55,47.27,45.48
45.70,45.05,45.90,44.57
44.89,45.54,45.95,44.75
45.75,48.55,49.30,45.37
48.70,48.68,49.64,48.02
49.05,48.15,49.05,47.87
48.27,47.86,48.41,47.35
47.80,49.77,51.50,47.80
50.28,49.90,50.74,49.60
50.50,50.71,52.77,50.32
51.34,50.70,51.50,49.71
50.70,49.23,51.00,48.62
48.87,46.60,49.08,46.03
46.75,46.70,47.23,45.75
45.70,46.39,46.61,44.86
46.39,46.67,47.30,46.11
47.16,47.14,47.78,46.96
46.87,46.79,47.48,45.88
47.24,46.77,47.70,46.30
46.17,46.55,47.75,46.01
46.42,46.75,46.97,46.25
47.00,47.98,48.93,46.73
48.62,49.07,50.08,48.34
49.89,49.64,49.90,48.87
49.84,49.45,50.40,48.85
49.60,49.60,50.07,49.08
49.48,49.13,49.99,48.71
49.54,50.06,51.14,49.16
50.53,50.45,50.99,49.80
49.83,48.39,49.83,48.06
48.21,46.53,48.68,46.36
46.87,47.65,47.97,46.63
47.71,47.12,47.71,46.55
46.57,47.39,47.99,46.50
47.40,46.93,47.65,46.83
47.00,47.56,47.69,46.88
47.81,48.23,48.98,47.72
48.14,47.86,48.38,47.68
48.03,48.00,48.75,47.79
48.03,47.82,48.43,47.34
50.01,49.13,51.50,48.74
49.74,49.50,49.93,49.02
49.43,49.25,50.16,48.96
49.08,48.60,49.08,48.18
48.52,47.12,48.60,47.10
47.26,46.54,47.26,46.17
46.65,46.79,46.95,46.10
46.78,46.62,47.00,46.27
46.97,45.72,46.97,45.57
45.64,45.68,46.06,45.23
45.79,46.18,46.45,45.61
46.21,45.72,46.65,45.67
46.07,45.17,46.27,45.08
45.60,45.18,45.84,45.08
45.05,45.22,45.39,44.77
45.20,45.51,46.09,45.08
45.62,45.61,46.94,45.32
45.71,46.01,46.02,44.86
45.81,48.04,48.45,45.50
48.20,47.70,49.17,47.54
47.81,45.32,47.99,44.85
45.19,45.35,45.44,44.36
45.47,45.13,45.70,45.01
45.39,45.38,45.85,45.13
45.38,45.28,45.74,44.69
44.86,43.62,44.91,43.34
43.31,43.61,44.22,43.10
43.88,44.43,44.45,43.22
44.38,43.03,44.38,42.71
43.08,43.03,43.35,42.77
42.20,41.90,42.41,41.50
41.83,41.14,42.00,40.76
41.16,40.19,41.16,39.55
40.00,39.98,40.81,38.67
40.29,40.33,40.87,40.14
40.51,40.39,41.26,39.96
40.65,39.82,40.94,39.76
39.70,40.89,40.99,39.52
40.67,39.81,40.70,39.57
39.44,37.52,39.89,37.26
37.75,37.48,38.61,36.51
37.67,37.88,38.23,36.65
37.35,38.39,38.76,37.01
37.66,38.71,39.19,37.66
39.17,39.03,39.56,38.84
38.83,39.71,39.95,38.79
39.95,40.07,40.48,39.88
40.06,39.76,40.60,39.36
40.17,40.21,40.73,39.74
39.96,39.84,40.10,39.31
39.53,39.08,39.55,38.78
39.41,40.15,40.80,39.02
40.08,39.81,40.08,39.49
39.51,40.15,40.51,39.17
40.55,40.97,41.32,40.52
40.81,40.55,41.46,40.29
40.23,40.94,41.10,40.10
41.15,40.60,41.15,40.17
40.91,40.64,40.91,40.22
40.50,41.02,41.20,40.05
40.90,41.21,42.16,40.56
41.06,41.34,41.50,40.73
41.01,41.84,42.25,41.01
41.90,41.85,42.25,41.38
39.88,39.80,40.40,38.78
39.50,39.68,39.77,38.63
39.57,39.01,39.75,38.75
38.83,37.28,38.84,37.21
37.20,37.72,37.99,36.80
38.45,38.31,38.78,38.05
38.25,38.32,38.75,38.09
38.42,38.27,38.61,37.91
38.03,38.20,38.48,37.91
38.14,37.95,38.14,37.40
37.40,36.26,37.95,35.99
36.46,36.00,36.74,35.87
35.93,36.50,37.13,35.90
36.60,36.62,37.17,36.51
36.69,36.61,37.10,36.56
36.33,35.99,36.95,35.71
35.20,36.77,37.05,35.05
36.80,36.70,37.07,36.19
37.00,36.90,37.68,36.46
36.70,37.32,37.69,36.50
37.47,37.22,37.98,37.02
37.05,37.23,37.80,36.76
37.46,37.52,37.80,37.23
37.80,38.28,38.54,37.56
38.43,38.82,39.00,38.20
38.79,38.77,39.30,38.24
38.78,38.64,38.89,38.44
38.42,37.89,38.57,37.81
37.94,38.61,39.25,37.92
38.57,37.81,38.72,37.68
37.57,37.51,37.66,36.99
37.67,37.41,37.83,37.26
37.78,37.81,38.17,37.13
37.53,37.52,38.16,37.08
37.43,37.08,37.43,36.51
36.55,35.66,37.03,35.51
35.66,36.32,36.62,35.42
36.32,36.27,36.93,36.22
36.11,36.04,36.31,35.61
36.10,35.78,36.47,35.51
35.49,35.73,35.94,34.89
35.85,35.16,36.11,34.89
35.16,35.69,36.18,35.16
35.69,36.29,36.60,35.67
36.00,36.80,37.50,36.00
36.91,36.94,37.38,36.68
37.09,36.97,37.50,36.78
36.95,37.07,37.48,36.76
36.55,36.95,37.35,36.48
37.10,36.63,37.14,36.21
36.29,36.24,36.49,35.95
36.06,36.22,36.58,36.02
36.23,36.30,36.75,36.00
36.65,37.02,37.75,36.27
36.99,37.55,37.79,36.99
37.51,37.27,37.69,37.02
37.08,37.02,37.27,36.49
36.69,36.85,37.30,36.69
37.10,36.80,37.20,36.70
36.74,37.15,37.73,36.61
37.18,37.78,38.22,37.15
38.16,38.37,38.76,38.06
38.13,38.23,38.64,38.01
38.19,38.12,38.60,37.91
38.18,38.34,38.44,38.07
38.27,37.83,38.29,37.59
37.76,37.39,38.00,36.86
37.39,37.75,37.81,37.26
38.18,37.67,38.18,37.52
37.52,37.39,37.64,37.21
37.10,37.12,37.71,37.00
37.00,36.75,37.39,36.14
36.50,36.76,37.34,36.50
36.68,36.81,37.30,36.33
36.81,37.24,37.63,36.48
37.33,36.91,37.58,36.73
37.07,36.50,37.13,36.13
36.09,36.20,36.49,35.77
36.04,34.98,36.75,34.27
35.00,33.50,35.00,33.46
33.55,33.33,34.27,33.15
33.33,32.46,33.53,32.37
32.45,32.76,33.12,32.35
33.00,33.15,33.44,32.95
32.97,32.76,33.30,32.70
32.78,32.93,33.16,32.76
32.66,33.12,33.27,32.52
33.17,33.20,33.98,33.17
33.19,32.75,33.46,32.52
32.60,32.25,32.65,32.13
32.30,32.45,32.74,32.25
32.73,32.33,32.87,32.08
32.23,32.16,32.50,32.12
32.40,32.23,32.84,32.15
31.93,32.67,32.88,31.92
31.93,32.57,32.73,31.93
32.67,33.09,33.65,32.48
33.49,36.89,37.44,33.49
37.50,38.01,38.20,36.98
37.65,37.51,37.77,37.16
36.39,35.38,36.39,34.75
35.12,35.46,35.50,34.90
35.13,36.73,37.07,35.13
36.68,36.42,36.85,36.30
36.14,35.98,36.26,35.53
36.01,35.92,36.64,35.67
35.96,36.21,36.59,35.68
36.14,37.19,37.48,36.03
37.20,37.35,37.93,37.13
37.84,38.54,38.88,37.54
38.80,40.03,40.83,38.80
40.00,40.22,40.89,38.90
39.40,42.11,42.31,39.32
41.73,44.00,44.38,41.53
43.97,43.43,44.38,42.46
43.32,44.70,44.98,43.05
43.43,44.02,44.86,43.38
44.00,43.40,44.21,43.00
42.88,43.10,43.45,42.08
43.52,43.39,43.89,43.07
43.66,43.88,44.88,43.66
43.14,42.95,43.52,42.61
43.06,43.17,43.63,42.80
42.42,42.71,43.57,42.09
42.83,43.46,43.80,41.11
43.50,41.88,43.50,41.50
41.95,41.66,42.64,41.46
41.86,42.11,42.30,41.42
42.22,42.63,43.05,42.02
42.73,43.70,44.26,42.73
43.62,42.79,43.95,42.59
42.95,41.89,42.95,41.38
41.23,41.42,41.57,40.44
41.08,40.73,41.90,40.70
44.31,50.21,51.00,44.18
49.39,50.61,51.74,48.77
50.42,52.57,54.09,50.20
52.30,52.41,52.93,51.61
52.84,56.08,56.99,52.51
55.58,57.06,57.87,55.58
56.79,56.58,57.06,55.64
56.50,57.45,58.84,56.27
57.39,58.44,59.42,57.21
58.42,60.74,60.94,58.20
59.99,59.50,60.94,58.96
58.98,57.84,59.44,57.13
59.50,60.03,61.25,59.40
59.52,59.21,60.00,58.94
59.40,58.25,59.40,57.32
58.42,58.30,59.14,57.60
58.49,58.46,58.73,57.71
58.02,57.01,58.35,56.90
57.00,56.48,57.01,56.04
55.00,54.06,55.10,53.24
52.61,53.28,54.49,52.12
54.12,53.57,54.90,53.54
53.65,51.84,53.65,51.55
52.18,52.57,52.95,51.93
50.33,46.68,50.60,46.36
45.47,44.52,45.47,42.30
41.94,43.30,45.02,41.90
47.20,47.82,49.90,46.80
48.66,45.79,48.79,45.25
45.97,45.36,46.46,44.68
44.98,45.08,46.72,44.73
44.00,42.22,44.34,41.98
43.00,42.38,43.24,42.10
43.30,42.91,43.70,42.51
42.90,41.88,43.15,41.66
41.80,42.82,43.65,41.32
42.60,42.48,42.84,41.81
42.83,44.18,45.04,42.78
44.16,42.51,44.30,42.00
40.06,40.20,41.70,39.52
40.10,40.46,40.56,39.08
40.63,41.18,41.38,39.81
41.00,40.62,41.25,40.02
40.59,40.61,40.80,40.11
40.47,38.95,40.49,38.85
39.69,40.07,40.54,39.35
40.42,40.79,41.53,40.40
40.96,40.95,41.59,40.87
41.00,40.41,41.87,40.29
40.86,42.29,42.77,40.86
41.99,39.77,41.99,39.10
39.08,39.29,39.43,38.07
39.76,39.07,39.76,38.65
39.52,39.75,40.23,39.20
39.61,40.03,40.14,39.14
39.36,38.92,39.53,38.34
39.25,39.56,40.30,37.55
39.17,36.01,39.32,35.55
35.51,36.24,37.07,35.11
33.47,33.81,33.99,32.61
36.01,35.11,37.45,35.11
35.95,36.22,36.34,34.93
36.82,39.16,39.60,36.79
38.96,38.74,39.50,38.30
38.35,38.75,39.97,37.63
37.58,38.10,38.62,37.51
38.75,37.89,38.80,37.20
37.94,38.05,38.52,37.21
37.00,36.46,37.80,36.18
37.21,37.79,39.02,36.79
38.38,38.03,39.00,37.11
38.18,37.45,38.35,37.13
37.11,37.91,37.98,36.35
37.72,37.25,37.81,36.80
37.19,37.60,38.03,36.93
37.85,40.18,40.44,37.85
39.73,39.66,40.17,39.21
39.01,39.80,40.44,38.92
39.99,39.11,40.00,38.96
38.61,38.03,38.89,37.61
38.01,37.24,38.10,36.93
36.99,37.78,38.04,36.22
38.28,37.70,38.71,37.31
37.39,36.65,37.86,36.21
36.66,36.98,37.77,36.29
37.77,40.12,40.35,37.25
40.12,40.32,40.78,39.73
39.98,42.64,42.66,39.68
43.00,43.42,44.30,42.52
43.12,43.15,44.34,42.95
43.80,45.00,45.35,42.73
44.72,43.91,44.83,43.27
43.80,43.98,44.11,43.46
44.24,43.97,44.48,43.45
43.93,43.84,44.31,43.55
44.03,43.31,44.14,43.05
43.66,43.62,44.49,42.73
44.38,45.96,47.65,44.28
45.57,45.88,46.20,45.35
45.64,46.11,46.98,45.46
46.19,45.58,46.43,44.67
45.97,46.58,46.84,45.61
47.60,47.15,48.83,47.10
47.04,46.99,47.76,46.76
46.99,46.83,47.43,46.28
46.80,48.35,48.43,46.16
47.85,46.42,48.03,46.30
46.61,47.64,48.08,46.42
47.80,47.98,48.38,47.25
49.37,50.48,52.14,49.30
50.50,50.63,52.00,49.58
51.00,51.24,52.55,50.80
51.00,51.59,52.50,50.96
51.66,51.25,52.24,50.70
50.69,48.56,50.99,48.19
48.90,48.02,48.90,47.56
48.00,48.13,49.05,47.52
48.07,45.00,48.21,44.58
44.45,46.71,47.06,44.28
46.71,48.20,48.67,46.26
48.90,50.36,50.56,48.23
50.40,51.71,52.66,49.63
50.67,51.54,52.47,50.51
51.14,49.75,51.52,49.59
49.38,50.37,50.45,49.31
50.01,51.01,51.12,50.01
50.20,49.55,50.69,49.00
48.01,50.57,50.57,48.00
50.80,51.80,52.09,50.28
51.88,51.49,52.14,50.66
51.45,49.68,51.99,49.11
49.65,51.28,51.64,49.02
51.14,51.23,52.21,50.48
50.37,50.78,51.20,49.33
50.77,49.97,50.90,49.53
49.78,47.77,49.91,46.76
47.29,46.14,47.66,46.01
46.37,46.94,47.72,46.34
47.47,48.41,49.19,46.80
48.94,48.78,49.29,48.27
49.04,49.21,49.68,48.74
49.27,49.75,50.20,49.09
50.10,50.77,50.83,50.10
50.60,50.60,50.80,50.10
50.70,50.78,51.18,50.42
50.95,50.76,51.30,50.60
50.43,49.78,50.58,49.10
50.10,50.10,50.38,49.83
49.85,49.31,50.08,49.30
49.09,49.40,49.80,49.04
48.24,47.91,48.24,46.77
48.00,48.28,48.88,47.88
47.60,50.04,50.54,47.43
48.26,47.37,48.94,46.98
47.39,47.23,48.33,47.17
47.47,45.18,47.47,44.45
46.45,46.39,46.75,45.53
46.54,45.04,46.54,44.89
44.85,47.03,47.46,44.85
46.02,44.82,46.46,44.54
45.60,45.31,46.28,44.81
44.35,45.04,45.55,42.60
44.50,45.19,45.96,43.91
46.40,45.50,46.96,44.86
45.37,45.40,45.75,44.91
45.47,45.75,45.89,43.90
45.35,44.59,45.66,44.34
45.87,43.71,46.20,43.48
43.96,45.95,46.01,43.75
45.44,46.46,46.73,44.85
46.00,43.66,46.16,43.53
43.81,43.48,44.00,42.47
43.38,43.55,43.80,42.85
43.35,41.75,43.45,41.53
40.99,41.36,41.74,40.65
40.81,41.32,42.93,40.61
41.84,41.21,42.58,41.01
39.87,40.27,40.96,39.58
40.12,41.85,42.60,40.12
43.00,43.30,43.87,42.15
43.41,43.06,43.77,42.62
43.35,43.12,43.63,42.60
43.07,43.67,43.95,43.02
43.87,44.13,44.83,43.66
43.65,43.54,43.94,42.81
43.09,43.29,43.52,42.15
42.72,42.75,43.00,41.62
43.61,44.06,44.20,43.08
43.87,42.72,44.12,42.71
43.32,43.21,43.76,42.89
43.55,43.75,44.07,43.17
42.00,43.00,43.46,42.00
43.07,43.63,43.96,42.95
43.23,43.24,43.68,42.88
42.94,43.51,43.63,42.64
43.75,44.07,44.15,43.05
44.42,43.72,44.59,43.54
43.99,47.38,48.17,43.99
47.01,46.75,47.55,46.36
46.41,46.65,46.95,46.28
46.34,46.95,47.16,46.00
47.24,47.86,48.25,46.00
48.00,47.78,48.24,47.23
47.96,48.11,48.84,47.78
47.72,48.85,49.00,47.71
48.84,46.76,49.38,46.61
46.67,46.92,47.35,46.03
46.92,46.57,47.07,45.86
46.47,47.07,47.31,46.00
47.30,47.42,47.76,47.12
47.22,47.37,48.11,47.22
47.37,47.44,47.50,46.61
47.40,48.33,48.38,46.99
47.89,47.47,48.52,47.40
47.40,49.10,49.47,47.40
49.29,49.80,49.84,48.61
49.74,49.34,50.00,49.14
49.90,49.09,50.02,49.01
49.21,49.34,49.61,48.67
50.55,50.81,51.34,49.80
50.80,50.08,50.99,49.83
50.20,49.99,50.20,49.76
49.92,50.48,50.49,49.58
50.48,49.13,50.52,48.94
49.35,49.22,49.78,49.07
49.45,51.14,51.68,49.45
50.88,51.00,51.38,50.12
50.75,50.13,50.99,50.02
50.49,51.73,51.80,50.34
51.51,50.06,51.55,49.50
50.30,50.36,51.00,49.71
50.56,50.09,50.74,49.92
50.00,49.79,50.11,49.26
49.74,49.86,50.41,49.39
49.96,50.48,50.67,49.71
51.00,51.22,51.67,50.63
50.76,51.26,51.26,50.16
50.91,48.99,51.44,48.78
49.00,49.50,49.80,48.13
49.18,49.83,50.20,49.06
49.89,47.91,50.77,46.75
48.23,45.50,48.38,44.57
46.05,46.35,47.00,45.32
46.15,46.79,47.22,45.82
46.56,45.92,46.95,45.60
45.57,45.38,46.29,45.06
45.88,45.54,46.42,45.13
45.88,46.15,46.46,45.43
46.60,47.92,48.04,46.44
47.98,50.39,50.69,47.63
50.25,50.49,51.00,49.76
50.58,51.12,51.81,50.48
51.20,54.01,54.15,50.39
53.36,54.11,54.23,52.71
54.16,53.52,54.60,53.36
53.35,53.56,53.69,52.78
53.56,54.17,54.40,53.18
54.38,53.93,54.38,53.38
53.78,53.25,53.96,52.87
53.02,52.96,53.39,52.56
52.92,52.23,52.92,52.08
51.62,50.91,52.13,50.53
50.53,51.00,51.20,50.27
51.37,50.62,51.69,50.56
50.43,49.80,50.63,49.01
49.70,49.27,50.13,49.13
49.87,49.26,50.18,49.21
49.31,48.98,49.83,48.92
49.12,49.35,49.72,48.77
49.74,51.42,51.50,49.74
48.56,49.62,50.21,48.09
49.15,48.83,50.16,48.26
49.06,50.38,50.76,49.05
50.48,51.31,51.45,50.20
51.31,51.87,51.98,50.82
51.73,52.29,52.95,51.73
51.57,51.94,52.63,51.21
51.63,50.24,51.63,50.17
50.21,52.61,52.79,50.16
52.73,53.25,53.94,52.65
53.50,53.59,54.15,53.21
54.17,54.24,55.02,54.13
54.22,52.64,54.37,52.26
53.00,53.12,53.38,52.92
52.66,51.47,53.44,51.47
51.33,51.41,51.71,50.94
50.95,50.46,51.62,50.15
50.90,52.04,52.42,50.90
52.00,52.03,52.56,51.59
53.35,55.07,55.40,52.90
54.91,55.07,55.87,54.09
55.00,54.64,55.04,54.61
54.96,54.89,55.16,54.06
55.00,55.01,55.25,54.33
54.53,53.88,54.78,53.64
54.02,54.73,55.09,53.86
54.49,54.40,54.99,53.96
54.05,54.56,54.93,54.05
54.75,55.95,56.00,54.57
56.00,57.51,57.97,55.75
57.50,58.34,58.62,57.50
60.00,67.18,67.41,59.79
66.18,67.94,68.00,65.03
67.54,70.03,70.50,67.54
69.49,70.54,70.62,68.25
70.60,72.33,72.44,69.84
72.33,71.64,72.33,70.16
71.38,69.99,71.38,69.29
69.95,71.27,71.74,69.69
70.82,71.15,71.52,70.13
71.12,70.69,71.12,69.50
70.62,70.75,71.28,69.71
71.14,70.92,72.88,70.73
70.35,71.32,71.63,70.06
71.11,73.46,74.00,71.11
73.90,75.05,76.67,73.50
75.00,75.48,76.38,74.63
78.11,76.50,78.32,72.20
77.00,78.75,79.61,76.13
79.17,81.88,82.40,79.17
82.22,84.15,85.24,82.22
83.13,82.19,84.25,80.60
77.92,77.10,79.60,76.80
76.55,75.12,76.98,74.57
72.84,76.14,76.17,72.76
75.28,73.96,75.63,73.00
74.99,75.80,76.66,74.70
75.98,76.75,77.15,75.66
76.52,77.01,77.20,76.38
77.78,76.96,78.30,76.31
77.04,76.49,77.64,76.05
76.40,77.47,77.69,76.08
78.10,77.90,79.30,77.50
77.43,76.64,77.92,76.17
75.89,75.75,76.01,72.42
76.20,77.73,78.22,76.00
77.90,77.39,78.10,76.68
77.58,75.98,77.58,74.81
76.29,73.83,76.91,73.61
74.26,76.45,76.49,74.23
76.90,79.11,80.42,76.05
79.15,76.85,79.50,76.48
76.44,75.98,76.90,75.14
76.17,74.73,76.66,74.08
75.25,78.09,78.47,75.06
77.10,75.58,77.90,75.34
75.92,76.95,77.77,74.91
75.83,75.41,75.93,73.42
76.18,75.29,77.42,75.12
75.44,75.98,76.01,74.08
76.75,77.54,77.85,76.60
77.50,77.20,77.70,76.03
77.38,76.80,77.38,75.32
76.44,76.29,76.75,75.68
76.75,77.88,79.40,76.75
78.50,77.85,79.18,77.72
78.05,77.45,78.34,76.41
77.72,77.29,78.45,76.70
77.40,75.44,77.78,75.38
72.58,72.14,75.57,71.83
72.71,72.64,73.37,71.81
72.35,69.70,72.54,69.20
69.33,69.76,70.99,67.70
69.41,69.01,70.11,68.65
70.35,71.48,72.29,70.35
71.71,71.59,72.19,71.00
70.09,71.78,72.30,69.42
71.40,69.42,72.41,68.06
68.56,69.40,70.26,66.64
69.43,64.97,69.92,64.89
66.37,67.68,69.48,65.96
66.99,68.56,69.05,66.80
68.45,67.85,68.98,67.52
68.02,68.20,68.67,67.18
69.37,67.29,70.45,66.87
70.67,74.05,75.00,69.05
73.99,76.41,77.11,73.02
76.80,77.48,77.55,75.97
77.15,79.52,80.61,76.79
80.20,79.04,80.63,78.41
79.68,77.06,79.87,76.99
76.50,72.15,76.68,71.55
72.78,70.34,73.89,69.82
71.08,73.37,73.77,70.07
