SPG,Simon Property Group,NASDAQ
155.81,156.58,158.81,154.39
154.84,154.98,159.06,152.02
156.21,156.83,157.81,155.00
158.25,158.27,159.94,157.51
159.19,160.68,160.87,159.13
161.12,157.92,164.63,157.92
159.20,157.65,160.06,157.33
157.66,162.63,162.68,157.65
161.04,158.98,161.04,157.88
159.00,159.47,159.74,156.37
159.86,159.22,161.22,159.03
160.46,161.72,162.05,159.32
161.72,160.80,161.72,159.04
163.94,164.07,165.05,163.07
164.40,163.00,164.98,162.20
162.60,162.90,163.73,162.22
162.92,163.00,163.66,162.30
163.25,162.80,163.46,162.05
162.71,164.72,164.72,162.71
164.42,164.96,165.29,163.63
165.05,166.05,166.16,164.51
166.89,165.98,167.00,164.71
165.94,164.41,166.60,162.95
163.50,163.79,164.17,162.77
163.37,164.54,164.57,162.10
165.44,163.05,165.79,162.77
164.14,161.72,165.55,161.18
162.00,160.06,162.77,158.50
160.83,158.97,161.40,158.05
159.06,157.61,159.33,157.33
157.56,156.91,157.65,156.37
156.23,156.35,157.36,155.71
156.11,156.86,157.03,155.08
157.24,156.35,157.59,155.81
156.41,157.95,159.02,156.17
157.59,157.29,157.66,156.27
157.45,155.20,157.46,154.45
154.47,152.67,154.76,152.51
151.41,149.69,151.92,149.21
149.18,145.30,149.69,144.77
144.69,143.22,145.20,143.20
143.74,145.93,147.15,143.28
145.53,144.95,147.40,144.22
145.35,146.36,146.41,144.01
149.44,147.50,149.44,146.46
147.71,147.13,148.32,146.73
146.24,145.74,146.73,145.20
146.05,145.27,146.11,144.64
144.56,146.34,146.47,144.00
146.59,145.63,147.27,144.94
146.24,144.44,146.70,143.13
144.29,144.57,145.75,143.41
144.56,142.54,145.14,142.47
144.54,144.94,146.51,144.54
145.54,148.44,148.44,145.35
149.33,148.73,150.00,148.08
148.52,149.12,149.20,148.17
149.14,148.30,150.19,148.11
148.57,148.52,149.26,148.21
151.54,151.71,152.38,150.73
151.41,151.43,152.76,150.80
151.01,154.46,154.50,148.39
155.21,154.52,157.39,154.49
154.52,151.00,155.02,151.00
150.77,151.29,152.10,150.00
150.73,150.00,151.29,149.94
150.10,150.24,151.73,148.97
150.20,151.27,151.32,149.99
150.68,150.10,151.34,149.16
148.86,148.23,150.71,147.50
148.43,149.54,152.18,147.76
148.71,151.59,151.60,148.57
150.72,148.78,151.60,147.83
148.96,149.17,149.74,147.82
147.71,151.06,151.73,147.60
150.98,149.04,151.49,148.95
149.78,149.26,150.76,148.53
150.10,152.75,152.77,149.74
152.12,153.99,154.07,151.86
152.97,154.32,154.74,152.50
153.87,153.93,155.42,153.07
154.40,157.18,157.35,154.09
156.88,158.60,159.06,155.95
159.44,158.01,160.00,157.79
157.86,156.77,157.86,155.94
157.57,159.75,160.26,157.56
158.89,158.80,159.87,157.83
158.85,160.50,160.50,158.06
161.12,159.70,161.99,157.99
159.90,157.55,159.90,156.95
157.55,156.68,158.16,155.93
156.05,155.86,157.51,155.06
155.96,154.55,156.96,154.23
155.31,156.60,156.74,154.54
156.88,157.12,157.12,155.11
155.86,155.21,156.32,155.01
155.99,156.16,157.16,155.66
156.84,155.32,157.02,154.83
154.29,153.01,154.29,151.14
153.22,152.48,153.74,152.31
151.82,149.80,152.25,149.19
148.15,149.68,149.68,147.51
149.50,152.06,152.63,149.48
151.51,153.53,153.64,151.51
153.54,152.44,154.16,152.29
152.21,152.12,153.31,151.07
152.18,150.05,153.49,149.82
150.29,150.69,150.99,149.51
151.01,149.58,151.02,149.17
150.16,148.84,150.34,148.63
149.02,150.13,150.64,148.38
150.48,151.73,151.93,150.03
152.02,149.85,152.49,149.83
151.14,148.84,151.14,148.58
148.39,148.87,149.67,148.03
147.63,149.36,149.96,147.55
148.91,150.80,151.03,148.20
152.04,152.75,152.78,151.19
153.00,153.74,153.82,151.75
153.95,153.12,154.58,153.08
153.37,150.44,153.82,150.38
150.50,148.37,150.70,148.36
151.83,151.63,155.01,151.19
151.55,152.28,152.46,150.33
152.01,152.60,153.05,151.73
152.33,155.07,155.74,150.85
154.90,154.00,154.97,152.75
153.68,154.71,154.79,153.43
155.48,153.96,155.86,153.61
154.38,154.12,154.95,153.26
154.32,154.23,155.48,153.50
153.25,153.22,153.64,152.43
153.52,153.40,154.90,153.02
153.43,152.16,153.88,151.61
152.39,152.09,153.27,151.02
152.14,153.95,154.55,151.56
154.03,154.99,155.41,153.79
154.99,154.88,156.00,153.70
154.79,154.35,155.29,153.13
154.28,154.20,154.83,152.81
155.21,155.70,156.14,154.78
154.65,155.17,156.61,154.63
155.16,156.24,156.59,154.50
156.24,157.18,157.90,155.38
156.56,157.40,157.70,156.56
157.36,156.71,157.71,156.08
157.17,157.91,158.70,155.97
158.22,157.46,158.98,157.24
156.71,156.13,157.89,155.57
155.69,153.19,155.78,153.19
153.31,151.93,154.26,151.21
152.03,152.05,153.31,151.91
151.08,150.62,152.18,149.60
151.43,152.95,153.16,151.21
153.01,154.84,155.99,152.30
154.10,151.18,154.10,150.75
151.44,153.41,153.73,150.41
153.00,153.93,154.26,152.36
153.91,155.32,155.77,153.68
156.02,156.97,157.11,153.66
157.44,158.34,159.00,156.70
158.09,159.20,159.68,157.67
157.66,157.94,158.39,157.00
157.31,158.73,159.59,157.13
158.47,160.19,160.53,158.37
160.27,160.27,160.48,158.53
159.60,160.18,161.70,159.55
160.04,159.92,161.00,158.98
159.64,159.56,160.70,158.73
159.75,159.91,161.74,159.39
159.99,159.36,160.48,159.07
160.52,161.06,161.48,159.94
161.25,160.38,161.72,159.23
160.31,161.29,162.18,160.20
160.57,161.94,162.08,160.23
163.70,164.36,164.66,163.08
164.38,164.11,164.50,162.32
164.93,163.57,164.93,162.83
163.32,161.71,163.58,160.10
161.55,160.90,162.16,160.07
161.37,162.08,162.58,161.26
161.40,162.27,163.05,161.40
162.77,161.74,162.84,161.11
161.46,161.07,162.83,160.61
161.76,162.72,163.29,161.67
162.67,163.47,163.56,161.83
163.18,159.64,163.68,159.16
159.91,160.33,160.33,157.08
161.48,161.28,162.14,160.43
161.20,160.33,161.65,158.79
161.48,161.91,162.54,160.19
162.36,159.51,162.74,159.51
159.37,161.38,161.42,158.60
162.18,163.86,163.86,161.89
164.08,164.00,164.83,162.34
163.86,164.92,165.13,163.19
164.50,164.47,164.93,163.41
165.19,164.39,165.19,163.27
164.80,165.39,166.15,164.01
165.93,167.08,168.02,165.69
166.73,167.31,167.48,165.32
167.35,167.43,167.95,166.02
167.42,167.06,168.06,166.61
166.12,166.38,168.15,166.12
167.10,168.08,168.19,166.86
168.32,169.95,170.60,168.07
170.81,171.59,171.90,169.59
170.89,169.86,171.98,169.04
170.31,170.64,171.16,169.80
171.00,170.64,171.90,169.15
170.65,170.76,171.14,169.51
171.01,171.13,171.69,170.27
171.19,170.56,171.79,170.39
171.06,171.34,171.80,169.52
171.50,172.22,172.84,170.56
172.25,173.20,173.22,171.79
173.09,173.65,173.92,171.58
173.14,173.07,174.47,171.97
172.14,174.05,174.05,172.00
173.20,173.40,173.72,172.46
174.61,175.73,175.94,174.01
175.94,176.05,176.68,175.50
175.70,175.65,176.95,174.62
176.13,176.05,176.58,175.53
176.45,174.59,177.31,174.29
173.58,174.27,174.60,173.27
174.05,174.88,175.05,173.27
174.49,176.13,176.13,174.11
175.64,175.51,177.16,174.61
175.51,175.33,176.10,174.70
176.49,174.40,176.84,174.36
174.53,174.02,175.24,173.94
174.59,175.26,175.47,174.29
175.74,176.55,176.61,174.74
176.23,175.94,176.60,174.50
165.78,165.29,165.90,164.37
164.92,166.46,166.65,164.04
166.33,166.80,166.93,165.95
166.90,165.87,166.90,165.63
165.80,166.77,167.00,165.05
166.60,169.84,169.99,166.14
170.25,169.68,170.34,169.00
169.22,167.00,170.00,166.77
166.71,165.68,167.32,165.34
165.67,164.69,166.20,164.10
164.72,163.89,164.81,163.28
163.97,164.14,164.42,162.56
164.00,163.51,164.82,163.12
163.31,164.79,164.79,162.74
164.35,166.50,166.67,163.48
166.13,167.27,167.33,165.05
167.98,167.43,167.98,165.88
167.17,166.66,168.06,166.33
166.25,166.37,166.98,165.65
165.77,166.04,166.71,165.60
166.41,165.79,166.47,165.12
165.21,167.06,167.29,165.08
166.96,166.28,167.00,165.54
166.87,166.88,167.51,165.31
166.70,166.74,166.90,165.45
166.68,166.13,166.68,164.94
166.13,166.48,166.81,165.80
165.95,166.71,167.69,165.86
165.96,167.66,167.87,165.07
166.53,168.22,169.13,166.53
167.97,168.99,169.08,167.55
169.10,169.41,169.59,168.40
169.45,170.27,170.39,168.84
170.25,170.86,170.98,169.62
170.19,169.61,170.93,169.44
170.29,171.03,171.27,169.68
170.80,170.41,170.80,169.62
170.03,171.33,172.01,170.03
171.35,170.42,172.72,168.74
170.88,171.31,171.31,169.28
170.69,168.97,171.11,168.55
169.00,170.47,171.00,168.81
170.21,170.10,171.01,169.63
170.09,170.16,171.01,169.00
169.24,168.19,169.96,168.13
166.13,167.67,169.36,165.82
168.14,168.38,168.93,167.07
168.20,166.36,168.29,165.98
166.03,165.30,166.77,165.16
165.58,165.27,166.76,165.02
166.22,166.28,166.74,165.14
166.63,168.04,168.38,166.30
168.05,167.13,168.26,167.12
166.45,168.52,168.52,166.45
169.13,168.25,169.28,167.37
169.09,168.85,169.41,167.77
169.09,170.24,170.42,168.98
170.20,169.87,170.36,169.31
169.80,170.52,171.00,168.77
170.96,170.46,171.49,170.29
170.19,169.42,170.86,169.27
169.90,169.21,170.27,168.79
168.87,169.25,170.28,168.55
169.25,169.51,169.76,168.75
169.08,168.98,169.67,168.65
169.60,170.03,170.43,168.98
170.62,170.12,170.74,169.63
170.53,170.79,172.21,169.68
170.76,170.30,172.07,169.86
170.81,173.18,173.31,170.59
172.86,172.39,173.23,172.12
172.05,172.44,172.96,171.62
172.11,170.43,172.77,170.05
170.30,169.92,170.99,169.33
169.49,165.50,169.54,164.20
165.52,165.54,166.23,164.44
165.94,167.22,168.29,165.45
166.50,167.51,169.18,166.50
168.17,166.02,168.17,165.36
166.49,165.74,166.92,165.58
165.75,165.14,166.00,164.64
165.25,164.34,166.19,164.34
164.10,163.60,165.94,163.38
163.55,162.71,164.26,162.49
162.89,164.66,165.07,162.43
163.89,164.42,164.46,162.50
164.70,164.42,165.15,163.17
164.29,164.91,165.93,163.89
164.71,164.49,165.59,163.41
164.65,165.81,165.96,164.02
165.95,166.10,167.17,165.39
165.21,164.38,165.93,164.34
164.78,168.09,168.17,164.50
168.20,168.66,170.65,167.86
169.58,168.43,171.07,168.41
168.41,167.47,169.78,167.40
168.18,169.68,170.75,167.47
169.20,165.96,169.20,165.60
164.76,166.27,166.88,164.13
166.92,168.42,168.67,165.22
168.67,170.35,170.42,168.13
170.37,172.03,172.03,170.05
172.34,171.44,173.91,171.28
172.32,172.44,172.88,171.02
172.80,172.86,173.95,171.87
172.88,174.19,174.70,172.88
174.70,177.02,177.02,174.12
176.59,175.98,177.45,174.78
175.51,176.89,176.89,174.87
178.67,179.21,179.61,176.89
179.80,182.42,182.61,179.36
182.00,183.03,183.50,181.05
183.76,181.64,184.03,180.81
181.67,180.08,182.11,179.78
180.81,179.44,180.81,179.26
179.11,182.27,182.32,178.74
181.59,180.61,182.52,179.89
180.50,178.32,180.62,177.47
178.33,179.56,179.74,178.22
179.14,178.03,179.70,177.34
178.11,178.48,178.94,177.81
178.87,179.19,179.60,178.01
180.38,176.37,180.59,175.36
176.43,178.87,178.90,175.60
180.00,178.45,180.30,178.24
178.21,178.58,180.04,178.21
178.58,179.01,179.69,178.50
179.49,180.69,180.98,179.45
181.46,180.80,183.43,180.27
180.38,180.38,182.59,180.13
180.65,181.85,182.05,179.40
181.89,181.60,182.25,180.90
181.79,182.05,182.40,180.29
181.29,180.83,181.29,179.30
181.21,182.86,183.18,181.21
180.97,182.23,182.66,180.66
182.16,182.71,183.19,181.45
183.27,182.86,183.78,182.02
181.67,180.44,183.60,180.44
181.00,180.32,181.77,179.24
180.13,179.15,181.42,178.29
180.00,182.98,183.30,179.46
184.29,185.47,185.51,183.00
185.66,183.53,185.95,183.53
185.03,187.46,187.68,184.27
187.62,186.34,188.18,185.51
186.60,185.12,187.47,184.83
185.37,184.63,186.43,184.58
184.84,186.51,186.89,184.69
185.99,185.55,186.82,185.11
186.19,182.11,187.10,182.10
183.15,185.34,185.57,182.97
185.55,186.10,186.72,183.83
187.19,191.28,192.28,186.90
191.95,194.80,194.96,190.80
195.20,194.52,195.68,193.34
194.96,196.57,196.67,194.22
196.88,196.76,197.64,196.10
196.81,196.89,198.03,195.93
195.86,198.63,199.03,195.31
198.63,200.07,200.42,198.06
200.42,200.80,201.03,198.38
201.30,199.63,201.86,199.04
199.07,200.22,200.55,198.03
201.01,204.03,204.47,199.92
204.62,203.11,204.91,202.52
202.63,205.16,205.27,202.16
204.38,204.68,205.68,203.69
205.80,203.51,206.31,203.51
203.17,204.76,205.05,202.93
202.47,198.66,203.87,198.35
199.04,199.41,199.58,195.02
200.14,200.09,200.14,197.00
200.09,201.83,202.86,198.49
202.18,203.22,203.50,200.91
201.75,195.08,202.35,193.71
195.64,194.11,196.47,193.78
195.00,194.75,195.50,192.14
194.17,192.42,194.86,191.01
192.92,194.72,194.93,191.89
193.85,193.11,194.28,191.80
192.93,192.81,195.65,192.27
192.88,194.28,194.60,190.77
193.31,189.81,193.77,189.35
189.33,191.81,192.20,189.20
192.19,193.61,193.83,191.69
192.85,190.06,193.16,189.57
190.12,190.48,192.50,189.80
190.03,187.14,190.47,187.13
187.89,190.36,191.46,186.79
190.49,190.04,192.93,189.53
189.29,189.61,190.09,188.12
189.50,187.56,189.87,187.16
188.12,187.13,189.40,186.99
183.96,180.58,183.96,180.13
181.82,180.44,183.22,180.29
180.03,179.92,181.65,179.13
179.69,179.35,180.61,178.84
180.15,183.60,183.62,180.15
183.34,183.98,185.00,182.32
185.15,187.07,187.97,184.37
186.17,186.13,187.35,185.30
186.00,191.50,191.70,185.32
190.84,192.10,192.65,190.48
194.09,197.34,197.56,193.03
197.32,197.54,199.09,195.83
197.48,196.83,198.28,196.32
197.36,194.15,197.92,193.14
192.69,192.65,193.98,191.63
192.38,194.26,194.97,192.01
194.80,196.97,197.46,194.07
196.50,195.64,197.91,194.97
195.82,197.99,198.58,194.01
200.00,199.36,200.98,198.54
199.88,200.80,202.28,199.47
200.26,198.29,200.86,198.29
198.13,197.46,199.25,197.08
196.87,193.13,196.87,192.49
193.99,191.27,194.77,190.91
191.65,190.33,191.97,190.33
191.17,191.42,192.46,190.81
191.49,190.04,192.18,189.76
189.06,190.10,191.27,188.41
189.41,188.26,190.47,187.65
188.45,188.60,189.79,187.78
188.50,188.83,190.93,188.50
188.83,189.11,190.54,188.68
189.09,189.06,190.13,188.23
189.17,188.71,190.96,188.40
189.74,189.88,190.63,189.04
189.09,188.25,189.47,187.50
185.89,183.10,187.65,182.61
182.26,181.49,183.19,180.55
181.76,184.17,185.79,181.76
184.91,183.37,185.95,182.93
183.80,180.46,184.06,180.10
180.35,181.61,182.21,180.19
181.61,183.15,184.70,181.00
185.67,187.65,189.26,185.56
187.03,184.17,188.08,183.60
182.71,184.43,185.07,181.75
184.29,181.34,185.79,180.92
182.38,184.76,185.01,182.24
185.44,185.61,186.62,184.42
184.57,184.78,185.48,183.78
183.99,184.03,186.45,183.22
185.20,183.59,185.79,183.51
184.21,183.54,185.32,183.05
182.86,183.62,185.07,182.21
183.44,182.08,183.57,181.62
182.98,184.14,184.70,181.78
183.54,183.82,184.75,182.92
184.13,181.40,184.57,180.76
181.64,183.39,184.08,180.00
183.25,182.15,183.65,181.08
182.20,178.93,182.21,178.45
178.49,179.03,180.04,178.00
177.24,176.61,178.71,175.43
176.59,175.61,176.59,175.33
175.84,174.58,176.15,174.21
175.02,176.35,177.99,174.72
177.05,177.25,177.73,176.20
176.87,176.87,178.04,176.43
176.37,175.80,176.80,175.01
175.93,177.26,178.03,175.85
177.32,179.57,179.97,176.59
180.00,181.89,182.83,179.60
181.63,179.48,183.39,179.47
179.91,176.53,180.77,176.42
176.87,175.24,176.97,174.50
175.54,173.90,176.49,173.85
174.04,172.36,174.43,172.33
172.67,173.91,174.42,171.70
173.71,171.00,175.39,170.99
172.33,173.02,174.80,171.33
171.87,174.76,174.80,171.87
176.02,174.72,179.11,174.42
173.86,175.78,175.85,173.86
176.45,178.72,179.11,176.30
177.28,178.34,178.60,176.90
179.16,178.12,179.92,177.47
179.19,178.84,180.39,178.31
180.04,179.31,181.38,178.28
179.53,179.99,180.54,178.38
179.66,181.41,181.63,178.47
182.22,183.43,183.90,181.94
182.82,183.06,183.38,182.05
183.28,182.93,183.45,181.69
183.03,181.76,183.32,181.62
181.99,182.38,183.10,181.66
182.23,181.38,182.40,179.35
183.51,184.65,200.23,182.07
184.76,185.77,186.94,184.57
186.33,186.36,187.46,185.40
186.49,186.47,187.06,185.27
185.79,186.14,187.00,184.62
188.09,187.22,189.05,186.64
187.15,188.39,188.72,186.78
188.61,188.55,190.47,187.77
189.21,188.70,189.80,188.10
188.49,189.90,190.29,186.96
189.98,191.69,192.21,188.44
192.75,189.16,193.20,188.41
189.16,191.55,192.31,188.63
191.17,192.02,192.17,189.79
189.07,190.75,192.03,188.69
190.69,191.68,192.83,189.32
191.82,193.54,193.68,190.50
193.10,194.78,195.17,192.78
193.64,193.19,194.35,192.07
192.39,192.21,193.86,191.00
192.24,189.97,193.54,189.95
183.77,182.07,186.46,181.40
191.69,177.09,191.69,176.88
180.00,181.97,182.49,177.91
183.49,185.73,186.92,181.45
185.27,184.32,185.39,182.00
184.17,179.32,186.21,179.01
176.64,175.01,177.91,173.09
177.20,177.13,178.58,175.58
177.78,177.92,179.15,177.07
175.91,174.92,176.98,173.79
177.18,177.54,178.10,175.74
178.87,174.60,179.03,174.24
174.45,175.06,176.63,174.12
174.90,179.14,179.19,174.14
179.53,178.94,180.41,177.87
179.21,181.08,181.77,177.44
180.90,183.42,184.01,180.77
183.32,184.88,188.30,181.97
182.69,184.00,187.22,182.23
184.29,185.79,186.14,184.09
184.42,183.24,185.41,182.69
183.00,183.50,184.89,182.30
183.22,181.23,184.67,179.74
182.83,182.79,184.68,181.20
182.17,180.16,182.35,178.74
180.54,182.43,183.73,180.17
183.63,183.72,184.25,181.75
184.68,185.90,186.17,183.62
185.34,187.48,187.61,183.85
188.40,191.81,191.95,188.40
192.07,191.73,193.90,190.95
192.43,194.22,194.32,191.59
193.81,194.95,195.40,192.34
194.76,195.08,195.23,193.55
194.98,196.64,197.10,194.09
196.19,194.96,196.73,194.04
195.40,194.10,196.61,193.61
195.11,197.59,197.67,193.98
197.99,198.60,198.84,197.34
198.48,202.59,202.66,198.43
201.96,202.14,203.10,201.13
203.24,203.24,204.72,202.56
203.79,204.83,205.78,203.48
204.08,203.04,205.16,201.60
203.10,203.37,203.72,201.41
202.79,206.19,206.59,202.25
206.53,205.71,208.14,201.98
205.73,204.39,205.81,202.63
204.79,201.46,205.15,201.46
201.59,205.77,206.22,201.23
205.15,203.90,206.35,203.15
204.27,203.74,204.95,203.02
203.25,203.00,204.52,202.18
200.50,194.90,200.76,193.41
194.67,191.51,195.03,189.78
192.17,194.46,195.06,191.71
194.96,193.56,195.43,193.03
191.80,191.08,192.65,190.00
191.08,186.34,191.40,185.54
185.39,187.64,187.88,184.59
187.26,186.83,188.90,186.80
187.24,190.24,190.49,187.04
190.71,191.04,192.72,189.83
192.41,192.23,192.70,191.11
192.33,191.09,192.85,190.60
190.00,187.24,190.51,185.69
188.13,188.49,189.11,187.54
188.20,190.00,190.85,188.10
191.00,186.24,191.04,185.87
187.04,188.66,188.69,185.01
188.52,183.02,188.61,182.83
182.69,181.69,183.99,180.55
183.24,187.36,187.86,182.13
186.63,187.83,188.13,186.14
187.67,187.96,188.64,186.44
187.16,187.25,189.36,186.30
187.41,185.03,188.39,184.93
183.99,184.60,185.42,182.86
184.00,185.97,186.17,183.47
187.52,189.70,192.14,187.52
190.51,193.34,194.08,190.15
193.24,193.47,194.03,192.30
192.95,190.52,193.93,190.49
192.26,191.84,192.95,190.23
192.53,192.60,194.19,192.20
193.37,194.03,194.19,192.89
193.61,194.35,195.35,193.26
193.88,194.08,194.28,192.93
195.36,195.79,195.90,194.47
195.72,195.16,196.29,194.97
195.27,194.44,196.33,193.57
192.31,192.34,192.90,190.28
193.00,196.17,196.76,192.63
194.69,195.69,196.52,194.67
192.92,191.56,193.84,191.39
191.75,186.10,192.85,185.60
187.22,186.71,187.94,185.75
187.46,185.54,187.46,184.57
185.79,184.27,189.30,183.85
184.71,185.66,187.93,183.55
182.34,184.17,185.10,180.87
186.00,186.40,187.23,184.73
184.82,180.64,185.12,178.04
182.76,182.70,184.04,180.11
185.10,187.32,188.13,184.52
187.37,185.15,189.06,185.05
185.62,190.14,190.14,185.03
189.50,186.04,189.50,184.84
187.11,186.79,188.59,185.61
189.23,186.28,189.61,177.55
185.58,187.93,189.50,185.47
188.09,186.11,188.42,184.93
187.21,188.30,188.78,184.38
187.96,187.58,188.68,186.05
186.23,183.98,187.11,182.85
184.55,182.48,184.55,178.65
179.95,178.93,181.18,176.11
177.81,181.21,182.96,177.81
178.53,181.49,182.25,178.13
183.42,183.53,184.67,181.44
185.65,186.35,187.05,183.55
187.97,187.11,189.49,187.04
186.52,189.26,189.98,186.43
187.98,189.45,190.04,186.42
189.45,189.43,192.43,188.95
189.36,189.68,191.71,189.06
188.96,189.17,190.36,186.94
190.67,191.94,192.15,189.91
192.03,190.40,192.91,190.35
190.79,189.73,192.82,189.03
190.77,194.56,194.66,190.70
194.38,195.29,195.73,193.67
196.27,197.41,197.55,193.35
197.27,198.52,198.59,195.33
198.06,199.65,200.08,197.25
198.32,197.69,199.47,197.04
198.14,197.77,199.47,197.35
198.87,198.02,199.88,195.99
200.52,201.31,201.31,198.18
200.26,199.09,201.57,197.64
198.38,199.64,199.94,198.08
198.76,200.54,201.27,197.17
200.79,205.13,206.00,200.04
205.05,204.96,206.88,203.44
205.58,203.00,205.78,202.37
202.56,202.37,203.40,201.39
201.08,201.50,203.18,200.91
200.37,201.44,201.73,199.78
201.94,203.07,203.73,200.95
203.82,206.94,207.06,203.52
207.38,205.73,207.68,205.65
206.24,207.69,208.12,205.93
207.50,209.10,209.92,206.90
209.43,208.76,210.41,207.42
207.97,207.05,208.51,206.61
206.43,208.66,208.95,205.89
208.52,206.79,208.87,205.58
207.32,207.10,208.16,206.73
207.99,206.68,208.17,206.62
207.28,208.11,208.94,206.66
209.15,207.64,209.15,206.70
207.72,207.95,208.37,205.80
207.76,207.87,208.21,206.06
207.87,209.07,209.43,207.44
209.42,208.26,209.45,208.00
206.50,203.72,207.05,203.35
203.56,199.29,204.48,199.11
199.79,202.14,202.69,199.79
201.65,203.67,203.67,201.17
204.41,203.95,204.61,202.03
204.72,204.57,205.47,202.88
202.97,203.66,205.17,202.92
203.00,201.17,203.37,200.12
202.78,204.52,205.00,202.68
203.27,204.96,205.09,203.17
203.27,207.62,207.81,203.27
206.62,208.44,208.53,205.95
208.25,210.82,210.88,207.73
210.70,213.04,213.09,209.30
213.69,213.92,214.80,213.09
213.43,203.24,213.47,202.30
204.01,204.04,205.33,199.75
200.80,196.49,200.80,195.12
196.53,199.38,200.23,195.47
198.15,195.47,199.18,194.35
194.64,193.49,195.87,190.82
191.97,193.85,194.26,191.25
194.92,195.13,196.87,194.04
195.45,195.75,196.76,194.18
196.88,197.63,199.41,196.25
197.94,196.09,198.38,194.77
196.29,197.13,198.15,195.00
197.19,197.77,198.58,196.68
198.75,197.64,198.89,196.07
196.59,198.26,199.26,196.59
197.26,197.40,198.30,196.11
198.65,199.49,199.82,197.62
199.93,198.67,201.42,197.53
198.67,199.51,200.87,198.65
199.36,201.45,201.88,199.01
201.30,201.65,202.75,200.01
200.77,200.26,201.82,199.81
200.82,201.73,202.53,200.00
201.41,202.82,204.30,200.93
203.17,204.22,205.30,203.17
203.73,206.21,206.35,202.80
206.08,205.89,206.08,203.62
207.91,206.96,209.77,206.44
207.27,208.43,208.94,207.01
209.01,208.59,209.50,207.74
209.78,209.09,210.44,208.47
204.58,206.50,208.82,203.01
205.44,207.95,208.11,203.88
209.21,213.09,213.22,208.00
213.90,214.93,216.14,212.93
215.73,216.90,217.17,213.90
217.53,217.14,218.95,216.52
217.34,220.23,220.25,217.29
219.68,217.54,220.33,216.80
217.04,215.59,217.66,213.87
216.79,219.56,219.75,216.03
219.80,221.74,222.25,218.37
221.33,221.46,221.84,219.18
221.77,224.24,224.25,221.04
224.23,222.17,224.23,221.50
222.63,222.94,223.18,219.94
223.05,222.28,223.46,221.33
222.60,223.03,223.03,220.64
223.44,223.24,223.49,221.81
222.74,224.20,224.35,220.84
223.89,225.30,226.13,223.54
225.85,224.48,226.42,224.08
224.51,224.50,225.10,223.48
225.15,221.70,225.20,219.05
221.81,224.07,225.75,221.62
223.93,227.04,229.10,223.93
226.86,227.60,228.47,226.26
226.58,223.61,227.50,223.21
222.20,222.31,222.38,220.35
222.55,219.62,223.07,219.37
220.12,219.71,220.99,218.47
219.69,219.97,222.37,219.27
220.00,220.63,221.37,218.35
219.88,218.98,221.22,218.35
219.04,214.55,219.04,213.49
214.85,215.22,216.56,214.13
214.35,214.08,214.98,213.38
213.83,211.57,214.31,210.27
211.57,213.97,214.49,210.34
213.49,214.35,215.07,213.04
213.54,211.90,214.35,211.06
212.35,212.49,213.26,211.03
213.37,211.97,213.60,211.92
212.27,214.24,214.66,211.12
214.39,215.55,217.53,214.32
216.16,213.76,218.19,212.90
213.76,215.69,216.29,213.36
216.04,215.90,216.20,213.16
215.49,215.47,217.10,214.33
214.89,216.02,216.65,214.26
216.92,216.69,219.41,215.61
217.12,218.16,218.18,215.40
218.11,218.95,219.06,216.90
217.98,217.09,218.58,216.57
215.31,209.90,215.31,209.79
209.21,212.28,213.54,208.49
211.05,206.92,211.20,206.92
207.55,207.78,210.28,207.06
207.30,207.91,208.33,206.41
207.35,208.73,209.03,206.37
209.90,209.59,210.41,208.82
210.70,208.69,210.94,208.68
208.56,210.87,211.13,206.02
212.02,213.49,214.47,210.89
213.06,213.49,214.16,210.34
213.18,214.76,215.08,212.50
215.56,212.93,215.56,212.64
212.99,212.61,213.73,210.67
211.71,207.58,211.99,207.20
209.34,207.01,209.89,206.98
206.29,201.84,206.29,200.90
201.53,198.87,202.32,197.39
199.36,195.72,201.00,194.68
195.36,196.48,198.60,192.65
197.64,196.81,200.30,195.82
196.97,197.50,198.83,196.85
197.50,195.55,198.19,194.82
196.08,198.92,199.05,195.59
197.83,198.79,199.22,196.91
199.05,196.99,199.85,196.99
197.25,197.49,198.30,196.23
198.44,198.44,199.69,197.82
198.33,198.46,198.74,195.10
199.00,197.26,199.14,196.32
195.79,196.55,196.90,195.04
197.68,197.01,199.19,196.00
196.34,197.27,197.70,195.82
195.11,188.38,196.07,187.48
188.15,183.23,188.16,181.85
184.23,182.88,186.03,182.03
184.27,185.96,186.33,182.88
184.99,183.25,185.48,181.64
183.61,179.68,184.22,179.65
179.61,179.33,180.61,178.11
180.12,180.28,180.52,178.53
182.98,181.93,183.61,180.79
182.31,183.25,183.89,181.00
180.14,180.78,181.70,174.91
181.32,182.29,186.47,176.68
182.25,182.61,184.95,181.98
181.28,185.59,186.33,179.20
186.43,184.23,189.25,182.80
184.60,182.94,185.23,181.83
182.76,180.68,183.96,180.13
180.56,180.83,181.75,179.16
181.18,179.68,182.97,179.37
180.60,181.58,181.98,180.14
180.20,180.76,180.95,178.05
181.74,181.30,182.99,180.35
180.64,181.33,182.95,180.07
181.95,182.30,184.15,181.35
180.38,179.65,181.61,178.42
178.92,176.82,179.38,175.87
177.57,179.36,180.79,177.42
179.51,180.76,180.81,178.03
180.78,180.11,182.14,179.13
