IJJ,iShares S&P Mid-Cap 400 Value ETF,NASDAQ
103.82,102.31,103.89,102.31
101.99,99.75,101.99,99.57
99.75,99.66,100.12,98.78
98.69,98.72,99.53,97.84
99.41,99.80,100.07,98.73
100.73,100.10,101.73,99.57
100.67,101.51,101.82,100.54
101.39,101.27,101.94,100.96
101.82,102.40,102.91,101.60
102.46,102.45,103.30,101.94
102.06,102.33,102.56,101.79
103.30,103.52,103.57,102.20
103.98,103.80,104.22,103.77
104.40,105.12,105.24,104.06
105.07,105.13,105.30,104.66
106.20,106.24,106.46,105.74
106.08,106.39,106.63,106.06
106.77,107.13,107.17,106.54
107.20,106.50,107.38,106.28
106.99,106.87,107.15,106.57
107.19,107.98,108.10,107.03
107.76,108.06,108.12,107.58
107.99,108.42,108.60,107.96
108.68,108.56,108.74,108.25
108.84,107.73,108.89,107.49
107.53,108.22,108.22,107.37
107.60,107.72,107.72,107.13
107.41,107.25,107.94,106.91
107.65,107.47,107.72,107.15
107.78,107.81,108.57,107.58
108.59,109.99,110.24,108.59
109.83,109.45,110.47,109.18
109.43,109.47,109.64,109.08
109.17,108.39,109.21,108.19
108.03,107.76,108.22,107.43
108.12,108.18,108.45,107.73
107.89,108.25,108.57,107.81
107.68,108.39,108.55,107.27
108.60,108.24,108.70,107.70
108.38,107.88,108.49,107.83
106.79,106.12,106.83,105.86
105.85,105.64,106.28,105.54
105.58,104.94,105.82,104.91
105.07,106.12,106.33,105.03
105.70,105.20,106.22,104.97
105.31,106.39,106.94,105.31
106.67,106.61,106.67,105.85
106.76,106.68,107.16,106.37
105.63,104.55,105.87,104.55
104.58,104.86,105.22,104.39
104.47,105.09,105.60,104.45
105.23,103.54,105.23,103.39
104.85,103.20,105.13,102.25
103.32,104.08,104.25,102.92
104.16,104.20,104.63,104.06
104.53,104.35,105.06,103.31
104.77,105.86,105.91,104.66
106.49,106.84,106.85,106.21
106.84,107.06,107.13,106.40
107.20,106.69,107.23,106.63
106.83,106.98,107.08,106.62
108.39,107.55,108.42,107.50
107.55,108.31,108.31,107.55
108.25,109.36,109.59,107.63
109.72,109.07,109.72,108.96
109.29,108.35,109.33,108.34
108.22,108.02,108.29,107.58
107.64,107.79,108.37,107.29
107.76,107.92,108.40,107.56
108.02,108.51,108.68,107.94
107.86,108.00,108.26,107.70
107.05,108.02,108.28,106.85
107.93,109.39,109.79,107.88
108.77,109.14,109.32,108.29
108.90,108.33,108.95,107.65
108.48,108.88,109.13,108.29
107.96,107.86,108.48,107.72
107.86,106.82,108.21,106.79
107.07,106.63,107.15,106.19
107.76,108.93,108.93,107.76
108.72,109.99,109.99,108.56
109.40,110.34,110.37,109.22
110.16,109.30,110.24,109.10
109.84,110.62,110.64,109.83
110.18,111.61,111.69,110.18
111.95,112.46,112.49,111.64
112.61,112.45,112.61,112.15
112.74,113.10,113.44,112.71
112.70,112.45,112.71,111.98
112.70,112.52,112.70,112.30
112.83,113.14,113.14,112.51
113.24,113.15,113.40,112.74
113.27,113.56,113.56,112.90
113.55,112.80,113.82,112.44
112.81,112.57,113.33,112.25
112.52,112.52,112.75,111.61
112.93,113.38,113.42,112.56
113.14,112.50,113.14,112.39
113.13,112.60,113.30,112.43
112.90,110.80,112.90,110.76
110.89,112.41,112.41,110.89
112.37,112.91,112.93,112.13
112.55,112.57,112.67,112.01
112.05,113.66,113.66,112.00
113.84,114.15,114.19,113.43
114.26,114.39,114.41,113.95
114.59,113.54,114.59,113.37
113.52,112.84,113.66,112.53
113.10,112.64,113.48,112.33
113.03,113.92,113.97,112.99
113.94,114.12,114.18,113.58
114.35,113.81,114.35,113.63
113.77,113.79,114.04,113.47
113.78,113.93,113.99,113.53
114.00,113.66,114.14,113.59
113.63,113.50,114.43,112.82
112.97,113.05,113.73,112.68
112.52,113.07,113.65,112.17
112.89,113.12,113.14,112.56
113.91,114.19,114.44,113.87
114.28,114.24,114.64,114.08
114.06,113.82,114.75,113.81
113.82,111.88,113.82,111.78
111.79,111.92,112.28,111.63
112.05,112.31,112.65,111.76
112.81,113.14,113.33,112.73
113.29,113.02,113.29,112.47
113.06,114.29,114.30,112.44
114.08,113.41,114.08,113.27
113.52,114.55,114.77,113.52
114.62,115.02,115.05,114.61
115.08,115.57,115.71,115.08
115.88,115.68,116.22,115.49
115.78,115.87,116.02,115.62
115.74,115.98,116.18,115.74
116.25,116.23,116.54,116.11
116.11,115.13,116.11,114.80
115.43,115.57,115.83,115.25
115.99,115.11,115.99,114.94
115.58,115.98,116.30,115.46
115.98,116.09,116.21,115.47
116.43,116.21,116.46,115.58
116.31,117.03,117.03,116.22
116.83,115.49,116.86,115.22
115.82,116.83,116.83,115.76
117.00,117.59,117.69,116.96
117.40,117.40,117.51,117.11
117.37,117.15,117.52,117.04
117.74,117.75,117.96,117.14
117.91,117.99,118.09,117.59
117.52,117.18,117.52,116.65
116.56,114.49,116.56,114.48
114.73,113.70,114.88,113.19
113.95,114.55,114.68,113.79
113.70,113.49,114.57,113.37
114.19,114.75,115.03,114.03
113.51,114.29,115.12,113.37
114.04,110.47,114.20,110.35
110.90,111.57,111.73,110.22
111.01,111.28,111.62,110.38
111.64,112.61,112.65,111.64
113.03,113.62,113.71,112.84
113.43,113.96,114.00,113.10
114.14,115.12,115.30,114.02
115.24,115.39,115.88,115.07
114.62,116.15,116.36,114.60
116.13,116.89,116.99,116.02
117.20,117.56,117.61,116.79
117.46,116.73,118.07,116.73
117.02,117.54,117.60,116.55
117.52,117.72,118.04,117.40
117.85,118.01,118.91,117.85
117.95,117.99,118.48,117.54
118.30,118.62,119.10,118.16
118.51,119.07,119.07,118.31
119.05,119.34,119.93,118.89
118.71,118.55,119.06,117.86
119.62,120.33,120.46,119.62
120.31,120.04,120.33,119.89
120.40,120.31,120.56,119.96
120.84,120.64,120.96,120.07
120.45,120.04,120.57,119.70
120.26,119.32,120.45,119.04
118.92,119.51,119.53,118.81
119.84,118.69,120.07,118.39
118.50,118.92,119.42,118.30
119.43,119.81,120.28,119.35
119.84,120.81,120.93,119.83
120.68,119.86,120.93,119.41
119.49,120.17,120.32,119.31
120.80,120.41,121.50,120.39
120.97,119.75,121.25,119.11
119.79,119.64,120.35,119.07
120.13,118.39,120.44,118.34
118.32,118.12,118.62,117.72
118.41,118.72,119.51,118.34
119.57,120.42,120.56,119.05
120.66,121.27,121.27,120.37
121.56,121.67,121.78,120.96
121.99,121.51,121.99,121.12
122.20,120.03,122.47,119.77
119.69,118.37,119.91,118.08
118.32,119.10,119.30,117.87
119.38,120.02,120.08,118.98
119.99,117.90,120.13,117.64
117.32,116.57,117.77,116.26
117.21,117.22,117.66,116.40
117.48,117.91,118.17,116.31
118.76,119.09,119.11,118.26
118.87,119.14,119.38,118.75
119.25,119.43,119.51,118.89
119.72,120.27,120.55,119.44
120.44,120.34,120.77,120.23
120.80,120.46,120.80,119.70
120.17,119.37,120.67,119.13
119.79,119.16,120.12,118.03
119.57,119.44,119.88,119.27
119.30,120.15,120.17,118.95
119.87,120.26,120.85,119.51
120.07,120.44,121.42,120.07
119.87,120.25,120.59,119.07
119.99,119.55,120.41,119.48
120.01,120.48,120.50,118.91
120.46,120.05,121.67,119.79
119.95,120.26,120.27,119.42
120.66,121.81,121.96,120.66
122.02,121.39,122.19,121.34
121.13,120.52,121.16,120.38
120.21,119.53,120.21,118.36
119.76,120.08,120.08,118.99
119.82,120.52,120.84,119.82
120.18,119.21,120.20,118.77
119.59,119.64,119.96,119.00
119.79,120.18,120.54,119.63
120.18,120.90,120.96,120.13
121.61,121.62,121.87,121.40
121.68,121.55,121.80,121.04
121.83,122.16,122.22,121.47
122.12,122.09,122.45,121.87
122.50,122.45,122.56,121.59
122.14,122.51,122.79,122.14
122.40,123.23,123.31,122.35
123.73,124.53,124.60,122.90
124.93,125.00,125.44,124.72
125.07,125.43,125.83,125.01
125.13,125.25,125.29,124.83
124.75,124.74,124.90,124.38
124.54,124.31,124.65,123.95
124.48,124.69,124.83,124.09
124.60,124.62,124.95,124.23
124.56,125.75,126.21,124.44
125.66,126.29,126.38,125.35
126.54,126.46,126.56,125.99
126.74,126.64,126.81,126.30
126.71,126.60,127.11,126.44
126.00,125.38,126.78,125.30
125.15,125.88,125.91,124.91
125.84,125.64,125.88,124.94
125.43,126.38,126.45,125.31
126.40,126.92,126.94,125.98
127.38,127.71,128.39,127.25
127.78,127.09,127.90,126.98
127.60,127.16,127.69,127.16
127.24,126.55,127.55,126.50
126.50,125.94,126.67,125.50
126.19,126.11,126.29,125.80
124.67,125.51,125.99,124.09
125.40,125.29,125.56,124.94
126.20,125.71,126.20,125.58
125.65,125.33,126.21,124.76
125.92,125.17,126.02,124.73
124.74,123.90,125.33,123.76
124.06,125.33,125.37,124.02
124.77,124.87,125.07,124.42
125.42,125.42,125.76,125.35
125.55,125.26,125.55,124.93
125.37,125.33,125.70,125.20
124.81,124.40,125.12,124.34
124.49,124.32,124.50,123.59
124.42,123.59,124.76,123.56
124.17,123.69,124.31,123.28
123.00,121.28,123.16,121.28
121.20,121.10,121.63,120.22
121.50,121.73,121.87,120.33
121.37,121.12,122.03,120.66
120.46,121.35,121.83,120.46
121.88,121.00,121.98,120.77
121.27,122.32,122.32,120.98
122.74,122.67,123.34,122.58
122.47,122.48,123.06,122.06
122.89,123.58,123.74,122.81
123.79,124.04,124.12,123.66
124.57,123.93,124.74,123.23
124.71,125.33,125.33,124.49
125.51,126.00,126.19,125.51
125.80,126.52,126.58,125.75
126.59,126.70,126.80,126.10
126.73,126.56,126.85,126.22
127.20,126.91,127.20,126.62
127.09,127.33,127.56,127.09
127.35,127.36,127.55,127.19
126.93,127.09,127.25,126.71
127.44,127.72,127.79,127.07
127.99,127.91,128.50,127.53
128.41,127.72,128.49,127.58
127.84,127.26,128.30,127.01
127.24,127.76,127.79,126.92
127.69,127.55,127.87,127.03
127.52,126.57,127.52,126.46
126.60,126.53,126.75,125.90
126.00,127.18,127.22,126.00
127.10,125.72,127.10,125.44
125.69,125.27,125.77,125.09
125.02,126.03,126.36,125.02
126.20,126.01,126.66,125.81
126.48,126.21,126.54,126.04
126.69,125.37,126.72,125.15
125.14,123.85,125.14,123.74
123.37,122.71,123.83,122.67
122.28,122.55,122.72,121.62
122.19,121.06,122.19,120.70
121.33,121.83,122.00,120.93
120.70,121.50,121.72,120.56
121.60,120.31,121.60,120.31
120.00,118.73,120.21,118.47
118.70,119.06,119.50,117.54
119.85,119.69,120.10,119.17
120.21,119.48,120.25,119.17
118.89,117.82,119.33,117.82
117.93,119.63,119.64,117.05
119.26,116.94,119.33,116.94
116.67,115.21,117.30,115.20
115.33,114.08,115.92,114.01
114.78,115.16,116.45,114.58
113.95,114.96,115.66,112.33
113.20,115.97,116.21,112.62
117.29,116.81,117.39,116.23
116.55,118.10,118.11,116.55
118.92,120.70,120.77,118.74
120.89,119.73,121.46,119.70
120.87,121.28,121.99,120.63
121.28,121.67,121.69,120.76
121.19,121.58,121.58,120.62
121.99,123.52,123.54,121.83
123.93,123.34,124.27,122.58
122.91,123.71,124.03,122.69
125.09,125.32,125.39,124.42
125.43,125.40,125.94,125.01
125.09,124.79,125.34,124.34
125.75,125.31,125.75,124.85
125.33,125.85,126.03,125.26
125.88,126.18,126.39,125.63
126.38,126.50,126.75,126.25
126.51,126.36,126.51,126.15
125.90,126.66,126.75,125.90
126.66,125.93,126.91,125.63
126.00,125.85,126.36,125.78
125.64,125.81,126.06,125.41
126.00,126.44,126.90,126.00
126.26,125.88,126.26,125.31
125.44,126.58,126.58,125.44
128.00,127.10,128.00,126.85
127.49,127.80,127.80,127.30
127.75,127.89,128.19,127.40
127.95,127.96,128.11,127.63
127.91,126.82,127.91,126.77
126.50,125.58,126.54,125.34
125.69,126.34,126.57,125.50
126.35,127.42,127.53,126.35
127.22,127.17,127.38,126.74
127.38,127.17,127.45,126.93
126.87,126.29,127.67,125.90
125.19,127.21,127.21,125.10
126.76,124.88,126.79,124.75
125.45,125.51,126.62,125.33
124.72,123.64,125.09,123.64
124.32,122.81,124.66,122.51
122.32,122.60,124.34,122.05
123.15,125.39,125.55,122.72
126.84,127.55,127.55,126.20
127.64,127.95,128.26,127.10
128.15,128.46,128.48,127.83
129.08,129.24,129.50,128.64
128.83,128.77,128.88,128.18
128.87,129.01,129.58,128.87
128.88,129.84,130.31,128.83
129.69,129.32,129.93,129.32
129.69,127.83,129.69,127.83
128.59,127.64,128.81,126.72
126.77,125.14,126.77,124.73
125.25,123.43,125.25,122.84
124.25,124.75,124.81,123.75
125.77,126.95,127.00,125.65
126.94,125.54,127.13,125.19
125.59,124.49,125.59,123.87
125.31,124.33,126.57,123.12
122.87,123.65,123.76,122.03
124.09,122.19,124.09,122.11
121.73,123.95,123.97,121.73
124.00,123.28,124.21,122.47
122.84,124.32,124.47,122.82
125.23,126.66,126.70,124.23
126.41,125.82,126.73,125.79
125.69,127.36,127.40,125.50
126.01,126.54,127.16,125.64
127.20,124.75,127.50,124.48
124.90,125.52,125.56,123.54
124.46,124.11,125.27,123.83
124.52,125.58,125.76,123.18
126.14,128.41,128.44,126.14
127.90,127.48,128.23,127.27
127.83,129.07,129.23,127.83
129.41,128.97,129.99,128.63
128.55,128.65,129.38,128.40
129.54,129.36,129.54,128.14
129.07,129.09,129.58,128.49
129.88,130.44,130.59,129.75
130.52,131.25,131.33,130.52
131.34,131.32,131.56,130.64
131.05,131.52,131.63,130.92
130.82,131.47,131.77,130.76
131.44,132.31,132.32,130.57
132.02,132.00,132.02,131.22
131.89,132.45,132.53,131.89
132.27,132.29,132.58,131.99
132.33,131.92,132.36,131.60
131.52,131.23,131.88,131.23
131.32,131.85,131.92,131.20
131.57,131.32,131.63,131.00
130.74,130.82,130.88,130.09
131.04,130.75,131.04,130.26
130.22,129.27,130.79,129.08
129.41,129.48,129.78,129.39
128.39,127.59,128.42,127.59
127.86,128.35,128.42,127.25
128.85,129.83,129.94,128.85
129.51,128.94,129.51,127.94
129.32,130.07,130.15,129.32
129.74,130.28,130.48,129.62
130.01,131.86,132.38,129.88
131.39,131.18,131.53,130.76
131.87,132.61,132.76,131.54
132.61,132.60,133.10,132.60
132.63,132.21,132.66,132.15
131.95,129.70,131.95,129.70
129.49,129.26,129.71,128.89
129.25,129.53,129.60,128.87
130.28,131.52,131.74,130.28
130.97,130.95,131.30,130.58
130.88,130.77,130.91,129.88
130.75,131.31,131.79,130.66
130.70,132.66,132.70,130.70
132.64,131.67,132.67,131.63
131.78,131.83,132.19,131.28
131.79,132.12,132.25,131.31
132.46,132.41,132.63,132.05
132.37,132.11,132.57,132.04
132.14,132.45,132.47,131.46
132.95,133.44,133.94,132.88
133.23,132.80,133.28,132.50
132.08,131.04,132.08,130.60
131.70,132.12,132.40,131.69
132.51,131.75,132.62,131.53
131.82,132.17,132.21,130.88
132.00,132.78,133.13,132.00
132.91,132.19,132.91,132.03
132.33,131.48,132.78,131.25
131.34,132.31,132.33,130.95
131.64,131.98,132.46,131.45
131.57,130.55,131.67,130.28
130.97,131.37,131.55,130.51
131.58,131.91,132.15,131.51
131.82,130.24,132.34,130.07
130.83,130.24,130.83,129.57
130.28,130.31,130.68,129.70
131.43,131.48,131.86,131.21
131.43,131.69,132.01,131.40
131.28,131.51,131.76,130.32
131.83,131.72,132.12,131.36
132.39,132.85,132.87,132.13
132.75,132.61,132.86,132.35
132.54,133.72,133.80,132.38
133.65,133.31,133.65,132.96
133.52,133.41,133.74,133.10
133.40,133.61,133.92,133.26
133.26,133.41,133.67,133.10
132.96,131.71,132.96,131.48
132.03,132.87,132.95,131.71
132.67,132.56,132.87,131.99
132.52,131.80,132.52,131.38
132.11,131.76,132.30,131.11
131.35,132.12,132.52,131.35
132.28,132.82,133.38,132.08
132.32,131.62,132.51,131.43
131.56,132.09,132.15,130.82
132.03,131.28,132.23,131.16
131.35,131.12,131.66,130.96
132.08,132.84,133.35,132.04
133.24,133.38,133.50,133.00
132.89,132.64,133.00,132.48
131.80,131.83,132.07,130.81
131.64,132.71,132.93,131.26
133.10,132.45,133.36,132.24
132.87,133.28,133.78,132.82
133.20,132.91,133.51,132.91
133.75,133.61,133.75,133.24
133.73,133.98,134.01,133.58
133.28,132.29,133.37,132.25
132.66,131.68,132.66,131.53
131.92,131.99,132.10,131.50
130.84,129.13,131.37,129.09
130.12,128.96,130.13,128.64
129.59,129.23,129.86,128.75
129.48,128.99,129.65,128.61
127.94,128.26,129.02,127.59
128.44,128.86,128.96,126.43
127.87,126.89,128.34,126.35
128.16,126.98,128.39,126.94
128.25,128.15,128.74,127.66
128.80,129.21,129.30,128.69
129.03,129.71,129.83,129.03
129.78,128.73,129.80,128.50
129.31,129.10,129.39,128.74
129.03,127.90,129.03,127.72
127.89,127.48,127.89,127.28
127.29,126.52,127.86,126.44
126.33,126.63,126.75,126.09
126.85,125.79,127.04,125.65
125.99,124.41,126.12,124.28
123.69,123.28,123.94,123.08
123.80,124.62,124.76,122.89
124.55,126.20,126.27,124.46
125.93,126.18,126.25,125.45
126.32,126.12,126.75,126.00
126.10,125.37,126.10,124.94
125.71,125.37,126.23,125.14
126.11,125.99,127.13,125.65
126.20,125.55,126.38,124.78
125.42,125.00,125.71,124.72
125.76,127.40,127.42,125.69
126.45,126.18,126.66,125.67
125.47,125.87,126.13,123.90
125.82,125.57,125.97,125.30
125.59,126.38,126.41,125.43
126.11,127.34,127.34,125.65
127.15,126.64,127.31,126.45
126.05,125.25,126.06,124.56
124.05,122.35,124.27,122.35
121.35,119.83,121.77,119.79
114.22,114.90,118.72,85.09
116.45,113.63,118.91,113.63
114.87,116.53,116.85,113.85
117.70,119.77,120.10,117.56
119.51,120.53,120.78,119.41
120.15,120.42,121.01,119.56
119.26,116.66,119.26,116.26
117.82,118.03,118.13,116.44
118.26,118.76,119.77,118.15
117.69,117.27,118.04,116.90
119.00,120.10,120.17,118.69
121.00,118.73,121.15,118.58
118.62,118.83,120.09,118.45
118.54,119.20,119.20,117.88
119.46,118.65,119.46,118.47
118.86,120.10,120.26,118.86
120.31,121.52,121.63,120.22
121.49,120.98,122.63,120.79
119.47,118.73,120.01,118.52
119.40,119.26,120.46,119.18
118.04,117.61,118.52,117.13
117.96,117.25,118.21,117.06
116.36,117.06,117.36,115.73
117.58,116.35,117.58,116.12
115.90,113.76,115.99,113.65
113.89,113.83,114.47,113.24
114.90,115.35,115.47,114.22
115.46,115.08,115.92,113.93
114.21,116.85,116.85,113.47
117.59,119.57,119.65,117.59
119.51,119.71,120.31,119.39
120.49,121.33,121.39,119.89
121.22,122.96,123.25,121.15
123.19,122.77,123.41,122.35
122.89,122.40,122.89,122.00
121.78,121.45,122.94,121.38
121.45,120.72,121.91,120.62
121.00,121.93,121.93,119.93
122.13,121.77,122.14,120.92
121.15,121.55,121.88,121.09
121.44,121.99,122.50,121.44
122.27,120.60,122.29,120.46
120.94,121.60,122.10,120.91
122.27,122.40,122.61,121.65
122.24,121.87,122.27,121.57
121.25,120.48,121.35,119.93
120.81,123.31,123.31,120.73
122.95,122.64,123.35,122.23
122.56,122.35,123.09,122.29
122.47,124.38,124.50,122.36
124.21,124.92,125.59,124.21
125.14,124.64,125.24,124.31
124.73,124.65,124.92,123.67
124.43,124.62,124.68,123.88
124.52,123.57,124.52,122.84
123.25,124.15,124.15,123.01
124.57,123.36,124.57,123.22
122.39,120.31,122.39,120.31
119.91,119.42,120.40,119.09
119.30,121.03,121.05,119.24
121.14,120.33,121.63,120.16
120.78,122.56,122.57,120.67
122.40,122.33,122.56,121.91
122.60,122.70,123.10,122.49
122.56,122.99,123.47,122.56
122.53,124.07,124.31,122.35
124.06,124.28,124.55,123.89
124.32,124.55,124.75,123.98
124.92,124.18,124.95,123.96
124.64,125.13,125.16,124.37
125.01,123.43,125.24,123.25
123.82,121.59,123.92,121.11
121.74,122.86,123.05,121.61
122.40,121.07,122.40,120.50
120.04,120.02,120.58,119.41
119.77,118.81,121.17,118.52
118.78,119.28,120.05,118.55
117.99,117.18,118.50,116.87
117.08,116.29,117.64,115.62
117.07,117.65,117.91,117.05
118.26,118.75,119.05,117.53
119.10,117.26,119.10,117.26
116.92,115.53,116.92,115.52
116.27,116.41,116.63,115.49
116.82,117.65,118.03,116.07
118.43,119.72,119.78,118.37
119.05,119.10,119.48,118.63
118.49,118.38,118.53,117.26
119.02,119.31,119.60,118.53
119.04,118.36,119.37,118.26
118.02,117.20,118.55,117.15
115.44,115.97,115.97,114.64
116.27,115.92,116.27,115.18
114.29,113.87,114.84,113.30
111.99,110.87,112.77,110.73
111.51,109.34,111.51,109.18
109.80,109.04,110.02,108.05
110.06,109.14,110.24,107.54
109.51,106.28,109.94,105.88
106.77,107.68,108.39,105.47
105.11,105.84,106.00,103.78
106.84,104.94,106.84,104.09
103.64,104.07,105.12,100.71
104.27,104.47,106.05,103.69
106.11,106.99,107.26,105.82
106.47,104.62,106.58,104.44
105.20,107.50,107.50,105.20
107.07,106.68,108.31,106.12
107.64,107.12,108.16,106.41
107.62,110.66,110.67,107.62
109.91,110.23,110.70,109.28
109.05,107.90,109.13,107.57
108.65,109.17,109.41,106.34
109.00,110.44,111.36,109.00
109.98,108.55,110.31,108.54
107.47,107.17,107.53,105.64
105.89,106.55,107.55,105.79
107.07,106.48,108.16,106.44
104.85,104.74,105.71,103.92
105.81,106.86,107.01,105.47
108.03,109.04,109.10,107.22
109.87,110.87,111.38,109.86
111.19,111.03,111.37,110.49
110.48,110.68,110.73,109.52
111.79,112.23,112.51,111.69
111.81,110.96,112.04,110.96
109.94,111.75,111.85,109.34
111.83,112.72,112.72,111.50
113.37,113.42,113.87,112.97
113.33,113.10,114.24,113.10
113.91,115.31,115.31,113.39
115.21,116.87,116.87,115.01
116.76,118.52,118.52,116.72
118.69,119.57,120.15,118.41
119.14,120.67,120.67,119.14
120.03,118.13,120.03,118.03
118.71,118.79,119.10,118.12
119.07,118.60,119.39,117.29
119.61,120.97,121.02,119.58
120.69,120.51,120.83,119.97
119.70,119.69,119.97,119.10
119.43,121.18,121.36,119.27
121.13,122.98,123.29,120.81
123.21,123.49,124.26,123.06
123.34,123.55,123.76,122.90
122.85,123.48,123.87,122.63
122.54,121.14,122.78,121.13
120.51,121.54,121.55,119.92
121.88,121.82,122.07,121.02
121.43,123.93,123.96,121.17
124.67,124.02,124.72,123.65
124.04,124.04,124.40,123.81
123.22,124.33,124.36,122.66
124.33,123.00,124.34,122.89
122.13,121.67,122.54,121.54
121.59,122.43,122.44,121.02
121.78,120.76,121.97,120.17
121.77,121.77,122.65,121.46
122.44,121.86,123.17,121.85
121.86,123.51,123.70,121.86
124.24,125.53,125.53,124.12
125.52,125.02,125.52,124.84
124.77,125.33,125.44,124.64
124.63,125.81,125.97,124.41
126.26,126.69,127.09,126.20
126.77,126.51,127.24,126.10
126.72,125.26,126.74,125.18
125.55,126.61,126.93,125.55
126.31,125.82,126.41,125.30
126.12,127.13,127.20,126.04
127.20,128.04,128.17,126.99
127.44,126.65,128.13,126.47
126.39,126.15,126.64,125.19
126.39,126.98,126.99,125.56
126.00,124.95,126.00,124.24
124.17,124.14,125.45,123.85
124.58,123.94,125.05,123.62
123.28,124.44,124.50,123.28
124.34,123.94,124.42,123.42
124.43,125.59,125.59,124.27
125.23,124.42,125.47,124.42
125.00,124.25,125.16,123.53
123.80,122.84,124.16,122.45
123.32,124.19,124.64,123.27
124.00,123.06,124.71,122.62
122.64,122.52,123.92,122.05
121.71,122.13,122.61,121.11
122.83,123.77,123.96,122.66
123.75,123.48,123.97,123.24
124.25,125.35,125.52,123.99
125.90,126.84,126.94,125.90
127.06,126.75,127.41,126.51
126.69,127.63,127.66,126.64
128.06,127.88,128.51,127.43
127.19,128.38,128.49,126.90
127.93,129.15,129.15,127.75
129.07,128.79,129.08,127.91
129.07,130.17,130.46,129.05
130.35,130.83,131.18,130.22
130.96,131.44,131.61,130.96
130.99,131.01,131.13,130.27
129.88,129.06,129.95,128.69
128.55,127.49,129.11,127.42
127.20,127.04,127.70,126.40
127.41,127.34,128.29,127.20
126.62,127.12,127.20,125.44
127.42,127.80,128.14,127.12
129.55,129.04,129.94,128.96
128.47,128.49,128.90,127.88
128.82,128.12,129.17,128.09
129.41,130.50,130.50,129.41
126.05,125.14,127.38,124.92
123.70,121.21,123.70,120.67
122.42,123.41,123.49,122.21
124.72,125.51,125.67,124.63
125.75,128.05,128.05,125.26
127.89,128.52,129.01,127.89
127.92,126.47,128.00,125.68
125.90,127.01,127.11,125.43
127.33,127.03,128.23,126.44
128.15,129.52,129.70,128.15
130.10,130.36,130.65,129.90
131.35,132.05,132.43,131.01
132.46,131.75,132.54,131.25
132.65,132.10,132.85,132.10
132.45,132.15,132.67,131.92
132.05,132.30,132.49,131.67
132.00,131.87,132.07,131.34
131.98,132.39,132.63,131.29
132.27,131.74,132.81,131.54
131.67,132.53,132.60,131.48
132.28,131.92,132.37,131.71
131.88,132.81,132.87,131.88
132.90,132.28,133.22,131.73
132.06,132.64,132.91,131.78
132.47,133.12,133.43,132.02
133.18,132.38,133.18,132.11
132.30,130.75,132.48,130.35
130.73,131.80,131.82,130.43
131.91,131.79,132.38,131.59
132.50,133.29,133.51,132.36
133.46,133.56,133.96,133.46
133.64,133.25,133.75,133.12
133.35,132.59,133.50,132.41
133.19,133.11,133.38,132.74
133.03,132.82,133.33,132.45
133.17,134.00,134.31,133.17
133.65,132.80,133.72,132.75
132.68,132.64,132.71,131.75
132.68,133.74,133.74,132.68
133.35,133.76,133.84,132.96
133.50,133.80,133.80,133.08
134.42,134.47,134.94,134.22
134.37,133.57,134.37,133.34
133.29,133.80,134.13,133.16
134.05,133.17,134.87,132.58
133.48,134.26,134.59,133.47
134.35,134.13,134.56,133.51
133.90,133.69,134.09,132.89
133.72,133.37,133.87,132.39
134.05,134.78,134.78,134.05
135.07,134.76,135.07,133.97
134.59,135.29,135.29,134.40
135.02,134.78,135.24,134.57
133.62,130.68,133.62,130.67
129.98,132.07,132.26,129.72
131.08,129.39,131.20,128.89
129.57,128.89,129.98,128.65
128.95,130.30,130.55,128.71
129.66,129.61,129.87,129.17
130.33,130.84,131.58,130.32
131.30,130.03,131.30,130.03
130.63,132.15,132.20,130.47
133.05,133.89,134.05,133.04
133.46,132.59,133.90,132.59
131.28,131.39,131.99,131.25
131.23,131.41,131.60,130.80
131.71,133.07,133.18,130.90
133.01,131.83,133.40,131.40
132.65,133.00,133.55,132.15
132.50,132.04,132.87,131.81
132.21,131.36,132.53,130.74
131.95,132.31,132.92,131.95
131.94,132.56,132.71,131.58
132.70,131.46,132.90,130.93
131.46,132.56,133.44,131.46
132.19,130.55,132.19,129.97
130.72,131.01,131.45,130.35
130.10,130.40,130.78,129.22
131.02,130.37,131.54,130.31
130.51,130.33,130.93,130.24
131.69,131.12,131.69,130.63
131.26,131.85,132.22,130.85
131.48,131.42,131.99,130.81
130.62,131.33,131.43,130.25
132.05,131.77,132.67,131.35
131.60,130.92,131.77,130.70
130.34,130.62,131.21,130.26
131.03,129.60,131.03,129.34
129.69,129.21,130.47,128.97
129.57,130.19,130.50,129.53
130.57,128.87,130.68,128.14
128.55,127.55,128.87,127.38
127.78,127.53,128.35,127.44
127.71,127.71,128.90,127.33
129.78,130.46,130.52,129.48
130.09,130.65,131.22,129.76
129.84,133.89,134.37,129.67
134.90,135.03,135.81,134.15
134.97,136.46,136.56,134.65
137.55,139.13,139.19,137.40
139.15,139.79,139.97,138.65
139.56,139.73,139.96,139.14
140.12,140.20,140.68,140.00
140.45,140.28,140.52,140.09
140.89,141.40,141.51,140.64
141.87,142.75,142.83,141.77
142.53,143.43,143.47,142.25
143.73,143.81,143.82,143.51
143.78,142.72,143.81,142.55
142.65,142.65,143.21,142.22
143.64,143.21,143.84,143.17
143.93,143.19,144.28,142.88
