UBT,ProShares Ultra 20+ Year Treasury,NASDAQ
73.58,73.15,73.71,72.99
73.71,74.22,74.57,73.71
72.96,72.61,73.06,72.44
72.18,70.74,72.18,70.55
70.30,70.88,70.96,70.29
71.69,71.63,71.74,71.00
72.50,70.27,72.86,68.50
70.80,70.29,71.32,70.23
70.83,71.06,71.06,70.06
71.71,71.91,71.91,71.38
70.94,70.90,71.27,70.75
71.21,71.87,71.87,71.21
71.24,71.62,71.62,71.24
71.90,71.77,72.00,71.60
71.09,71.15,71.37,70.75
71.80,72.34,72.55,71.79
72.66,72.62,73.00,72.53
72.50,73.02,73.74,72.50
72.14,73.80,73.85,71.88
73.65,74.39,74.39,73.65
74.25,76.12,76.43,74.25
75.74,74.85,75.97,74.85
75.97,75.98,76.36,75.56
76.14,75.99,76.14,75.66
76.00,77.44,77.88,75.97
77.34,76.27,77.86,76.27
75.44,75.47,75.64,74.74
