MAC,Macerich Company (The) Common Stock,NASDAQ
60.19,57.98,60.28,57.73
58.43,58.45,58.95,57.38
57.90,57.84,59.17,56.68
58.46,59.38,59.66,58.16
59.87,60.52,60.75,59.83
60.72,61.01,61.37,60.63
60.79,60.97,61.34,60.24
61.34,60.54,61.57,60.43
60.54,61.72,61.73,60.54
61.25,61.18,61.58,60.66
61.51,61.40,61.70,59.95
61.47,62.04,62.38,61.47
62.46,62.96,63.32,62.13
62.92,62.80,62.96,61.97
63.59,64.13,64.36,63.58
63.92,63.78,64.37,63.19
63.76,64.49,64.81,63.35
64.64,64.48,64.84,64.20
64.89,64.86,65.00,64.43
64.88,65.33,65.34,64.77
65.33,65.35,65.47,64.82
65.35,65.69,65.79,65.17
65.80,65.93,66.12,65.23
65.89,64.26,65.89,63.83
64.07,64.28,64.49,63.87
64.02,63.63,64.21,62.99
63.66,63.34,63.84,63.20
63.74,63.51,65.15,63.27
63.54,62.05,63.60,61.45
62.42,62.14,62.57,61.84
62.08,61.85,62.54,61.56
61.87,61.12,62.35,61.08
61.16,62.35,62.89,61.16
62.24,61.88,62.49,61.49
62.07,61.78,62.23,61.49
61.51,61.81,62.06,61.44
61.43,61.49,61.72,61.30
61.40,60.14,61.50,59.85
60.22,59.98,60.36,59.79
59.65,58.56,59.65,58.21
58.02,56.72,58.07,56.38
56.77,55.57,56.98,55.53
55.66,56.77,57.35,55.66
56.65,56.05,56.88,55.76
56.27,56.45,56.65,55.57
56.38,56.72,56.74,55.84
56.78,56.55,56.78,56.32
55.96,56.17,56.53,55.45
56.22,56.10,56.42,55.73
56.04,56.57,56.60,55.72
56.60,56.28,57.09,56.08
56.63,55.73,56.63,55.19
55.63,56.44,56.66,55.30
56.31,55.98,56.74,55.73
56.63,56.61,57.40,56.56
56.83,57.67,57.67,56.54
57.85,57.30,58.34,56.87
57.30,57.33,57.43,56.74
57.37,57.00,57.91,56.80
57.17,57.20,57.40,56.95
58.06,58.08,58.93,57.78
58.04,57.98,58.42,57.75
57.98,59.96,60.00,57.22
60.03,59.61,60.52,59.56
59.43,58.12,60.01,58.08
58.02,57.91,58.63,57.67
57.99,57.47,58.12,57.39
57.61,57.06,57.91,56.68
57.11,57.80,57.81,57.05
57.55,57.26,57.75,56.83
56.84,56.44,57.40,56.28
56.39,56.91,57.55,56.36
56.69,57.05,57.45,56.59
56.99,56.29,57.10,55.93
56.26,55.68,56.49,55.41
55.24,55.80,56.22,55.13
55.84,55.32,56.12,55.27
55.33,55.25,55.83,55.19
55.63,56.23,56.36,55.60
56.23,56.25,56.42,55.72
55.92,56.59,56.75,55.86
56.48,55.88,56.84,55.87
56.19,57.79,57.85,56.01
57.90,59.20,59.32,57.68
59.31,59.09,59.39,58.64
59.06,58.32,59.08,58.07
58.47,59.24,59.27,58.06
58.90,59.07,59.36,58.64
59.01,59.51,59.54,58.66
59.72,59.76,60.43,59.00
59.61,59.10,59.61,58.54
57.92,58.56,59.05,57.85
58.65,58.51,58.71,57.95
58.60,59.21,59.40,58.41
59.27,59.93,60.00,58.71
60.01,59.77,60.36,59.20
59.32,58.85,59.81,58.64
58.86,58.36,59.11,58.07
57.85,56.95,57.88,56.82
56.53,56.56,56.67,55.57
56.76,56.91,57.15,56.49
56.90,56.68,57.16,56.33
56.57,57.15,57.27,56.18
57.70,58.01,58.28,57.54
57.89,58.89,58.92,57.63
58.81,58.25,58.90,58.17
58.00,57.79,58.89,57.31
57.81,57.38,58.62,57.09
57.45,57.68,57.69,57.13
57.70,57.67,57.74,57.24
57.58,57.30,57.83,57.16
57.25,56.85,57.39,56.77
57.06,57.57,57.58,56.93
57.77,56.94,57.77,56.92
57.08,56.74,57.16,56.46
56.51,57.27,57.33,56.01
56.79,58.36,58.51,56.00
58.21,59.28,59.35,57.97
59.70,60.49,60.55,59.52
60.48,60.34,60.76,59.93
60.28,60.01,60.58,59.81
60.01,58.65,60.27,58.62
58.53,58.50,58.78,57.95
58.72,58.51,59.32,58.21
58.51,58.49,58.87,58.12
58.37,58.71,59.22,58.26
58.93,59.54,59.72,57.71
59.33,58.64,59.46,58.29
58.66,58.96,59.11,58.43
59.33,59.36,59.75,59.18
59.33,59.40,59.57,59.25
59.70,59.44,60.00,59.07
59.35,59.17,59.35,58.60
59.16,59.35,59.42,59.09
59.33,58.89,59.54,58.65
58.69,58.38,58.83,57.84
58.24,58.69,59.00,58.15
58.90,58.74,59.03,58.39
58.79,58.99,59.33,58.55
58.96,59.02,59.36,58.21
59.05,58.82,59.30,58.32
59.24,58.91,59.47,58.54
58.80,58.46,59.00,58.32
58.66,58.80,58.96,58.52
58.88,59.00,59.22,58.79
59.01,58.90,59.21,58.40
58.96,58.04,58.96,57.99
58.33,58.25,58.48,57.77
58.74,58.92,59.11,58.42
58.63,58.34,58.89,58.13
58.06,57.10,58.37,56.90
57.09,56.16,57.32,56.12
56.22,56.24,56.67,56.13
55.77,55.58,56.25,55.21
55.97,56.13,56.32,55.71
55.44,56.60,56.99,55.29
56.70,55.74,56.80,55.51
56.08,56.62,56.79,55.81
56.58,57.49,57.55,56.06
57.68,58.44,58.52,57.55
58.73,59.23,59.32,58.47
59.11,59.82,59.95,58.95
59.59,60.19,60.61,59.59
60.22,60.14,60.42,59.85
59.83,60.49,60.77,59.67
60.34,60.90,60.94,60.34
60.93,61.26,61.27,60.45
60.39,60.59,61.21,60.20
60.63,60.12,61.08,59.89
60.13,60.67,60.89,59.96
60.82,60.76,61.35,60.74
60.75,60.54,61.03,60.46
60.52,60.48,60.73,60.33
60.52,60.03,60.88,59.80
60.09,60.13,60.48,59.83
59.92,60.12,60.32,59.37
60.69,61.76,61.81,60.69
61.72,61.80,61.94,61.10
61.76,61.12,61.97,60.94
61.05,60.25,61.26,59.90
60.30,59.58,60.30,59.27
59.78,59.88,60.07,59.52
59.72,60.10,60.18,59.61
60.31,59.71,60.32,59.62
59.71,59.97,60.15,59.71
60.14,60.52,60.61,60.04
60.56,60.86,60.93,60.30
61.00,59.57,61.12,59.38
59.88,59.55,60.25,58.87
59.93,60.56,60.92,59.87
60.71,60.11,60.71,59.77
60.38,61.00,61.08,60.08
61.65,60.63,61.65,60.58
60.48,61.11,61.24,60.21
61.19,61.69,62.07,61.17
62.04,62.33,62.41,61.41
62.26,62.45,62.68,61.66
62.46,62.48,62.79,62.25
62.53,62.32,62.65,62.13
62.81,62.67,63.08,62.41
62.73,63.26,63.58,62.73
63.16,63.43,63.48,62.66
63.58,63.49,63.80,63.21
63.59,63.01,63.66,62.73
62.84,63.09,63.36,62.84
63.36,63.64,63.68,63.09
63.56,65.00,65.02,63.53
65.41,66.08,66.36,64.89
65.84,65.58,65.96,65.16
65.42,65.25,65.61,64.61
65.13,64.74,65.30,64.31
64.81,64.00,64.81,63.72
64.13,64.26,64.42,63.94
64.12,63.92,64.45,63.72
64.33,64.65,64.75,64.01
64.81,64.37,65.12,64.08
63.87,64.91,64.95,63.85
64.76,65.05,65.11,63.84
64.86,65.11,65.61,64.34
64.84,65.01,65.13,64.58
64.88,64.97,65.15,64.63
64.52,65.43,65.45,64.46
65.41,65.76,65.94,65.26
65.81,65.88,66.05,65.00
66.03,65.85,66.21,65.64
65.91,65.25,66.42,65.19
65.26,65.49,65.70,64.87
65.46,65.25,65.46,64.60
65.10,66.07,66.11,64.68
66.03,65.72,66.03,65.32
65.82,65.36,66.02,64.97
65.49,65.25,65.87,65.07
65.30,65.04,65.64,65.02
65.14,65.56,65.56,65.02
65.72,65.80,65.96,65.43
65.68,65.57,65.75,65.03
65.57,65.72,65.80,65.26
65.69,66.04,66.21,65.45
66.06,66.41,66.63,65.94
66.28,66.46,66.58,66.08
66.31,66.55,66.73,66.24
66.62,67.91,68.00,66.34
67.97,67.54,68.28,67.29
67.36,66.47,67.71,66.27
66.27,65.93,66.64,65.58
65.84,65.43,66.03,64.98
65.37,65.09,65.45,64.61
65.24,65.36,65.37,64.37
65.30,65.32,65.73,64.97
65.13,65.50,65.58,64.80
65.50,66.36,66.57,65.33
66.24,66.80,66.82,66.06
66.59,67.18,67.22,66.25
67.02,66.69,67.57,66.64
66.55,66.60,66.93,66.49
66.49,66.44,66.87,66.37
66.50,66.01,66.61,65.76
65.89,66.80,66.88,65.88
66.85,66.75,67.07,66.05
66.96,67.22,67.45,66.41
67.07,66.77,67.20,66.48
66.68,66.25,66.68,65.87
66.14,66.77,66.82,66.14
66.73,66.90,67.13,66.45
67.01,66.94,67.05,66.22
66.68,67.05,67.36,66.68
67.12,67.32,67.40,66.74
67.50,67.90,67.93,67.22
67.80,67.73,68.20,67.35
67.80,68.02,68.06,67.62
67.63,67.83,68.16,67.39
68.05,68.41,68.66,67.80
68.36,68.26,68.43,67.93
68.40,68.58,68.79,68.31
68.46,68.77,68.81,68.31
68.39,67.28,68.67,66.81
67.31,66.92,67.78,66.77
67.12,67.51,67.78,66.95
67.53,66.61,67.78,66.58
66.64,66.11,66.94,65.65
65.86,65.01,66.07,64.97
65.01,64.81,65.53,64.29
64.81,64.91,65.03,64.18
64.63,64.35,64.95,64.25
64.29,63.76,64.34,63.68
63.85,64.24,64.64,63.77
64.52,64.86,64.88,64.00
64.84,65.34,65.59,64.81
65.18,65.14,65.52,64.99
65.30,66.27,66.27,65.22
66.30,65.74,66.39,65.71
66.06,65.46,66.18,65.29
65.19,65.27,65.48,64.98
65.39,65.32,65.56,65.14
65.25,65.48,65.65,64.95
65.65,65.47,66.03,65.45
65.32,64.89,65.47,64.70
65.21,64.79,65.22,64.55
65.05,65.39,65.50,65.02
65.38,65.20,65.60,65.05
65.18,64.96,65.32,64.83
65.16,65.29,65.39,64.92
65.42,65.52,65.57,65.05
65.56,65.84,65.88,65.43
65.77,66.00,66.36,65.58
65.99,66.52,66.54,65.79
66.32,66.24,66.53,66.11
66.06,66.12,66.29,65.86
65.94,65.82,66.08,65.69
65.42,65.94,66.36,65.42
65.69,64.11,65.84,63.79
64.09,64.25,64.69,63.92
64.37,65.40,65.60,64.26
65.58,65.20,65.96,65.00
65.19,64.87,65.27,64.69
65.20,65.07,65.33,64.89
64.88,64.43,64.94,64.29
64.44,63.81,64.67,63.81
63.80,63.34,64.49,63.30
63.32,62.83,63.45,62.80
62.74,63.83,63.96,62.62
63.48,63.70,63.74,63.00
63.85,63.83,63.99,63.26
63.71,63.82,64.33,63.50
63.67,63.82,64.02,63.25
64.03,64.32,64.48,63.71
64.44,64.54,64.84,64.22
64.35,64.09,64.78,64.09
64.15,65.61,65.63,64.07
65.58,65.50,66.60,65.36
65.73,66.04,66.80,65.61
66.19,65.61,66.62,65.57
65.91,66.37,66.84,65.88
65.92,65.95,66.56,65.34
65.37,65.18,65.71,64.68
65.63,65.96,66.04,64.76
66.02,66.88,66.89,65.83
67.05,67.64,67.78,66.64
67.72,67.64,68.22,67.52
68.01,68.28,68.45,67.66
68.47,68.30,68.72,67.70
68.32,68.71,68.83,68.20
68.76,69.14,69.14,68.38
69.13,68.52,69.48,67.88
68.27,69.25,69.25,68.08
69.75,70.50,70.53,69.25
70.56,71.28,71.36,70.36
71.24,71.33,71.44,70.49
71.61,70.74,71.61,70.33
70.90,69.47,71.07,69.36
69.02,68.48,69.12,68.39
68.34,69.55,69.57,68.17
69.62,69.37,69.68,68.88
69.38,68.60,69.60,68.48
68.81,68.35,69.27,68.29
68.26,68.07,68.51,67.87
67.98,68.55,68.69,67.59
68.89,69.88,69.92,68.48
73.65,76.58,79.43,72.53
76.26,76.49,76.90,75.81
77.15,77.74,77.77,76.79
77.99,78.06,78.53,77.80
78.30,78.31,78.65,77.77
78.28,79.06,79.12,78.10
79.06,79.08,80.03,78.86
79.00,79.00,80.09,78.67
78.85,80.16,80.17,78.71
80.10,79.91,80.31,79.44
79.83,80.08,80.22,79.39
79.87,80.20,80.43,79.46
80.47,80.48,81.20,80.07
80.22,81.28,81.54,80.02
81.16,82.11,82.34,80.72
81.68,81.14,82.35,80.77
80.77,80.29,81.44,80.26
80.62,79.99,81.05,79.73
80.04,80.22,80.71,79.52
80.27,82.37,82.40,80.27
82.21,82.84,82.88,81.77
83.17,82.31,83.28,82.12
82.36,83.51,83.53,82.36
83.54,83.54,83.97,83.11
83.71,83.33,83.96,82.95
83.24,83.76,83.99,83.24
83.70,84.00,84.77,83.37
84.00,84.87,85.07,83.85
84.87,83.41,85.55,83.16
83.75,84.14,84.43,83.33
83.98,84.56,85.23,83.84
84.99,85.49,85.94,84.78
85.95,87.43,87.49,85.33
87.04,87.00,87.22,86.19
87.02,86.96,87.51,86.42
87.20,88.19,88.37,87.09
88.27,88.26,88.59,87.46
87.91,89.35,89.36,87.23
89.43,88.11,89.55,87.69
87.87,88.72,88.85,87.47
89.19,87.61,89.56,87.20
86.68,87.67,87.84,86.14
88.27,89.94,90.06,87.78
90.61,88.94,90.63,88.66
88.92,88.11,88.92,86.82
87.90,87.66,88.18,87.34
88.05,86.59,88.58,86.57
86.72,86.93,87.33,85.91
86.45,86.01,87.54,85.92
86.19,87.04,87.13,84.55
87.42,88.39,88.44,87.04
87.91,88.08,88.59,87.12
88.60,89.26,89.44,88.11
89.09,87.56,89.09,86.94
87.56,87.34,88.25,87.27
87.48,87.73,87.89,86.63
87.84,87.67,88.02,86.94
87.64,87.21,87.75,86.80
87.05,85.88,87.21,85.48
85.94,85.13,86.47,84.82
84.74,85.50,85.60,83.90
85.22,82.75,85.70,82.54
82.68,83.74,84.15,82.05
83.95,84.84,84.93,83.53
84.35,83.19,84.35,82.84
82.98,82.97,83.80,82.73
82.79,82.19,82.79,81.61
82.46,83.65,83.80,81.81
83.51,84.63,85.22,83.42
84.14,84.41,84.67,83.45
84.09,83.80,84.58,83.43
87.34,88.07,89.50,86.25
87.40,86.72,88.37,86.15
91.14,92.76,93.17,90.91
92.46,92.39,92.78,91.70
92.64,91.74,92.72,91.64
92.02,92.31,92.61,91.23
92.80,94.39,94.43,92.61
94.72,94.89,95.93,94.72
90.88,91.60,92.69,90.20
91.60,92.22,92.50,91.00
92.20,93.50,94.18,92.06
93.50,89.21,93.50,85.65
89.40,87.49,89.58,87.42
87.01,87.42,87.58,86.82
87.78,87.02,87.92,86.85
86.99,86.96,87.35,86.43
86.86,86.15,87.09,85.31
86.81,86.34,87.05,85.75
86.00,84.33,86.40,84.11
80.00,78.73,80.63,78.39
79.50,80.66,82.80,79.18
80.33,79.65,80.64,79.21
79.56,77.40,79.79,77.27
77.66,78.95,79.03,77.45
78.74,80.30,80.68,78.64
80.53,81.35,82.79,80.39
81.13,81.91,83.09,80.95
81.90,81.12,82.59,81.09
81.28,82.30,85.35,80.25
82.17,82.99,83.54,81.68
82.71,82.52,83.09,81.68
82.57,82.63,83.71,82.49
82.85,82.60,83.39,82.48
82.47,83.25,83.81,82.47
83.03,82.34,83.49,82.30
82.68,83.23,83.25,82.16
83.22,83.28,83.86,82.75
82.88,83.06,83.25,81.84
82.28,81.72,83.40,81.09
81.20,81.76,82.01,80.47
82.10,82.50,82.97,81.81
82.61,82.46,86.31,82.02
82.11,81.42,82.63,81.01
81.09,80.94,81.44,80.20
81.25,82.75,82.90,81.22
83.90,82.07,84.35,81.75
81.94,81.81,83.36,81.68
81.37,81.80,81.86,80.84
82.38,82.15,82.89,81.74
82.40,83.50,83.52,82.32
83.76,83.59,84.11,82.55
83.34,83.50,83.99,82.97
83.27,83.07,83.77,82.64
83.26,82.14,83.63,82.14
82.35,82.89,84.24,81.97
82.63,82.56,83.55,82.52
81.84,81.65,82.14,81.02
81.67,82.33,82.58,81.48
82.41,81.91,82.62,81.56
82.10,82.11,83.43,81.94
82.13,83.45,83.90,81.95
83.69,82.59,83.69,82.36
82.59,81.76,82.59,81.73
81.43,80.83,82.23,80.73
80.16,80.76,81.21,79.65
80.87,80.00,80.99,79.99
80.14,79.69,80.31,79.69
79.64,80.03,80.66,79.50
80.45,80.65,80.99,80.09
80.55,81.11,81.34,80.36
80.93,81.10,81.73,80.47
81.03,81.62,81.74,80.81
81.57,82.61,82.70,81.01
82.77,82.45,83.48,82.25
76.56,76.87,78.39,76.35
77.36,76.35,77.99,76.28
76.35,76.57,77.20,76.02
76.62,77.09,77.48,76.24
77.08,76.04,77.28,75.32
76.36,77.17,77.27,75.94
76.35,75.00,77.11,74.93
75.56,74.60,75.76,74.51
74.93,76.77,76.77,74.72
76.81,77.29,78.02,76.71
77.12,77.16,77.49,76.56
77.59,77.84,78.10,76.55
77.50,77.45,78.01,77.33
77.84,77.09,78.13,76.79
77.57,77.68,77.99,76.97
78.26,78.21,79.05,77.73
78.17,78.30,78.70,77.74
78.02,78.45,78.87,77.64
78.87,78.49,79.00,78.34
78.48,78.25,78.85,78.07
78.08,77.99,78.15,77.30
78.13,76.70,78.38,76.67
76.78,77.25,77.44,76.72
76.73,76.01,77.64,75.12
76.11,77.44,77.92,75.74
77.42,77.91,77.97,77.15
78.02,78.49,78.75,77.67
78.63,78.78,78.83,78.01
78.70,78.08,78.80,77.84
78.72,79.16,79.78,78.40
79.22,79.03,79.75,78.54
79.06,78.80,79.90,78.44
79.74,79.81,80.10,78.54
79.62,80.07,80.29,79.14
80.09,80.36,80.74,79.39
80.45,79.89,80.60,79.57
79.71,79.87,80.37,79.38
79.71,79.99,80.05,78.62
79.95,80.36,80.81,78.95
80.12,80.39,80.39,79.44
80.30,81.17,81.20,79.73
80.23,81.00,81.25,80.11
80.90,81.04,81.52,80.14
80.59,80.43,80.96,80.00
80.38,78.59,80.89,78.59
76.30,73.99,77.04,72.60
76.25,72.75,76.55,72.69
74.29,75.43,75.69,73.52
76.30,77.52,77.86,75.77
77.37,77.54,77.84,76.71
77.26,76.18,77.65,76.12
75.04,74.36,75.61,73.78
75.21,75.74,75.74,74.54
76.06,75.30,76.07,74.98
74.43,73.62,74.63,73.34
74.26,74.04,75.19,72.91
74.77,72.53,74.77,72.37
72.15,72.63,73.36,72.01
72.44,74.20,74.25,71.98
74.44,74.52,74.66,73.93
74.66,75.23,75.45,74.09
75.40,76.26,76.36,75.00
76.31,76.42,77.89,75.67
75.72,77.50,78.01,75.57
77.64,78.61,78.84,77.60
77.96,77.42,78.29,76.91
77.38,77.89,78.59,77.16
77.64,76.98,77.97,76.22
77.14,77.02,77.91,76.79
76.72,75.56,77.13,74.95
75.53,76.67,76.77,75.40
77.24,76.82,77.45,75.88
77.45,77.02,78.45,76.58
76.52,77.21,77.25,75.01
77.89,79.19,79.33,77.69
79.09,78.58,79.75,78.37
78.73,79.54,79.57,78.45
79.51,79.95,80.03,78.81
80.00,80.14,80.30,79.56
80.21,80.71,81.12,79.89
80.39,80.47,81.12,80.21
80.69,80.44,81.36,80.18
80.91,81.82,82.06,80.49
82.20,83.20,83.41,81.88
83.12,83.99,84.08,82.67
84.02,83.34,84.12,82.95
83.49,83.49,84.07,83.27
83.67,84.04,84.44,83.43
84.34,84.11,84.87,83.68
84.23,84.44,84.69,83.50
84.21,85.15,85.22,84.21
85.02,85.60,85.99,84.26
85.01,85.81,85.87,84.86
86.01,84.74,86.18,84.48
84.79,85.91,86.29,84.37
85.77,85.40,86.03,84.92
85.16,84.89,85.74,84.65
84.71,85.94,86.05,84.65
84.83,84.09,85.89,83.73
79.40,77.68,79.77,77.04
77.69,77.97,78.41,77.18
77.91,77.63,78.34,77.54
77.40,77.33,77.84,76.93
77.37,75.13,77.97,75.00
74.84,75.47,75.49,74.55
75.67,76.18,76.33,75.29
76.45,79.17,79.25,75.91
79.17,79.79,80.28,78.88
80.15,80.14,80.36,79.89
80.25,79.82,80.64,79.72
79.37,79.00,79.67,78.18
79.24,79.08,79.69,78.79
78.96,79.37,79.52,78.69
79.65,78.15,80.18,78.11
78.68,79.13,79.34,77.98
78.89,76.82,79.08,76.74
76.60,76.37,76.90,75.95
77.14,78.99,79.07,77.00
78.66,78.97,79.35,78.15
78.62,78.41,78.96,78.00
78.08,78.24,78.71,77.23
78.39,77.83,79.19,77.78
76.99,77.10,78.52,76.80
77.15,76.65,77.30,76.22
77.38,78.94,79.39,77.37
79.27,80.43,80.65,79.27
80.25,79.85,80.64,79.76
79.44,77.51,80.14,77.46
78.14,79.37,79.42,77.98
79.70,79.29,79.93,79.19
79.49,80.68,80.72,79.26
80.32,80.17,80.51,79.71
80.06,81.06,81.09,79.81
81.29,81.74,82.15,81.11
81.57,81.65,82.46,81.39
81.62,80.69,81.97,80.64
79.87,79.44,80.73,78.64
79.67,82.50,82.88,79.67
81.54,81.77,82.48,81.15
80.47,80.75,81.60,80.09
80.98,78.81,81.54,78.73
78.96,78.77,79.49,78.58
79.76,78.81,79.93,78.17
78.96,78.13,80.21,78.04
78.33,77.05,78.85,76.95
75.55,76.23,76.76,75.50
77.16,76.69,77.99,76.33
75.93,75.25,76.06,73.56
75.69,75.80,77.08,75.07
76.81,78.70,79.15,76.57
78.31,77.74,79.21,76.77
77.85,78.36,78.74,77.77
78.12,76.39,78.54,75.78
76.69,76.03,77.14,75.61
76.88,77.97,78.02,75.36
77.74,78.57,79.01,77.04
78.47,77.67,78.47,76.70
78.22,78.33,78.65,77.02
76.73,78.62,78.71,76.00
78.19,76.10,78.68,75.66
75.91,75.15,75.95,74.43
74.48,74.92,75.49,74.02
75.19,74.84,76.16,74.79
73.76,73.88,74.25,72.99
74.90,75.29,75.54,74.05
76.01,75.50,76.26,74.40
75.53,75.79,76.30,75.06
75.48,76.74,77.05,74.04
76.38,76.92,77.41,75.61
77.95,79.29,79.59,77.44
79.10,78.50,79.99,77.82
78.01,78.31,78.72,77.66
78.70,79.90,80.00,78.70
79.92,79.54,80.88,79.54
79.55,79.08,80.64,79.01
79.78,80.33,80.42,79.19
80.44,80.46,80.91,79.92
80.72,79.51,81.11,79.48
79.45,79.20,79.83,78.84
78.93,78.78,79.49,78.45
78.53,78.17,78.99,78.06
78.45,78.64,79.47,78.33
79.10,78.87,79.71,78.08
79.34,80.06,80.15,78.63
79.64,79.81,80.17,79.25
79.40,79.65,80.09,79.23
79.34,79.80,80.07,78.93
79.83,80.73,81.13,79.53
80.42,79.89,81.29,79.88
79.89,79.65,80.41,79.65
79.21,79.44,79.98,78.89
79.47,78.70,79.80,78.68
78.50,78.55,78.72,78.13
78.39,78.62,78.82,77.64
78.67,79.39,79.54,78.52
79.37,79.04,79.61,79.01
79.17,79.24,79.43,78.89
78.93,79.80,80.17,78.73
79.91,79.35,80.12,78.41
79.13,79.15,79.34,78.76
78.68,79.60,79.76,78.57
79.26,78.97,79.37,78.53
79.42,79.35,79.78,78.96
79.51,78.84,79.80,78.84
79.01,79.07,79.56,78.86
79.46,79.01,79.46,78.45
78.89,78.85,79.01,78.51
78.85,78.99,79.12,78.75
78.99,78.90,79.05,78.54
79.05,78.63,79.36,78.28
78.68,78.00,78.69,77.76
77.97,76.50,78.07,76.47
76.54,76.81,77.04,76.33
76.81,77.01,77.07,76.66
77.15,77.04,77.74,76.67
77.01,77.17,77.38,76.47
76.68,76.92,77.57,76.67
76.49,76.08,76.73,75.70
76.35,77.47,77.69,76.10
76.31,76.97,77.01,76.06
75.43,77.99,78.27,75.39
78.01,78.79,78.82,77.63
79.28,80.15,80.24,78.93
80.23,80.71,80.71,79.97
81.06,81.42,81.45,80.57
81.30,77.64,81.46,77.55
77.64,76.99,78.06,75.44
76.67,74.90,76.67,74.46
74.71,75.80,76.23,74.61
75.65,73.65,75.68,73.44
73.45,72.80,73.71,72.15
72.34,72.93,73.14,71.82
73.42,74.78,75.54,73.42
74.99,74.85,75.37,74.46
75.28,75.60,75.97,74.20
75.52,75.41,75.74,74.65
75.28,75.73,76.03,75.03
75.85,76.19,76.42,75.79
76.42,76.32,76.50,75.86
76.19,76.68,76.76,75.82
76.54,77.31,77.31,76.45
77.46,77.21,78.00,76.75
77.33,76.93,77.83,76.67
76.76,77.52,77.95,76.76
77.55,78.44,78.64,77.18
78.36,78.25,78.98,78.14
77.50,78.67,78.74,76.76
78.74,78.64,79.32,78.55
78.64,78.89,79.19,78.23
78.88,79.21,79.73,78.83
78.75,79.79,79.85,78.68
79.74,80.03,80.05,78.87
80.57,80.62,81.26,80.53
80.77,81.52,81.86,80.77
81.50,81.52,81.97,81.26
82.22,81.91,82.30,81.70
79.82,80.91,82.03,79.82
80.57,81.04,81.78,80.57
81.65,82.76,82.81,81.50
83.00,83.93,84.48,82.87
84.10,85.39,85.39,83.47
85.51,85.25,86.07,85.13
85.14,86.67,87.12,85.14
86.45,86.40,86.70,86.08
86.30,85.73,86.30,85.23
86.28,87.49,87.54,86.28
87.67,88.48,88.87,87.29
88.37,88.55,88.73,87.56
88.66,88.98,89.41,88.31
89.00,88.47,89.00,88.14
88.50,88.57,88.81,87.77
88.76,88.62,89.00,88.44
88.63,89.02,89.02,88.37
89.12,89.14,89.18,88.81
88.84,88.99,89.02,88.51
89.19,88.96,89.53,88.79
89.16,88.79,89.39,88.33
88.91,88.36,89.02,87.96
88.23,88.02,88.29,87.17
87.97,89.12,89.47,87.91
88.94,89.24,90.26,88.75
91.87,89.76,94.51,88.38
89.32,87.83,89.39,87.66
87.73,86.70,88.02,86.12
86.49,85.88,86.73,85.75
86.02,86.21,86.59,85.74
86.13,86.29,86.93,86.06
86.26,86.71,86.82,85.61
86.86,85.58,87.19,85.40
85.30,84.23,85.80,83.76
84.25,84.48,85.48,84.25
84.48,84.46,84.79,83.79
84.46,82.92,84.60,82.87
82.50,83.07,83.18,81.74
83.17,82.99,83.30,82.69
82.80,81.78,82.83,81.63
80.96,82.23,82.26,80.96
82.66,82.11,82.75,82.08
82.11,82.32,82.58,81.46
82.29,82.65,83.71,81.96
82.81,82.08,83.48,81.41
82.19,82.71,83.15,82.19
82.71,82.10,82.82,81.55
82.27,81.89,82.43,81.61
81.96,81.48,82.07,81.22
82.01,81.92,82.82,81.08
82.02,82.79,82.88,81.07
82.68,83.64,83.71,82.34
83.19,82.35,83.48,82.24
81.43,80.03,81.54,79.87
79.79,81.13,81.61,79.65
80.47,78.99,80.60,78.97
79.13,79.59,79.73,78.76
79.44,79.87,80.03,78.98
79.59,80.30,80.37,79.12
80.16,81.02,81.14,79.91
81.62,80.28,81.62,80.27
80.20,81.24,81.44,79.41
81.98,82.43,82.60,81.91
81.93,82.82,83.28,81.53
82.30,82.94,83.16,82.30
83.03,82.04,83.20,81.97
82.01,82.03,82.49,81.47
81.53,80.50,81.70,80.02
81.08,80.87,81.49,80.20
80.54,79.00,80.54,78.86
78.91,78.25,78.97,77.63
78.25,76.30,78.74,75.63
76.06,76.04,76.72,75.16
76.34,76.11,77.41,75.63
76.18,76.70,77.08,76.06
76.45,76.05,76.95,75.90
76.30,76.47,76.84,76.01
76.10,76.93,77.10,75.94
77.04,76.43,77.15,76.30
76.60,76.25,76.91,76.20
76.73,76.50,77.05,76.18
76.47,76.85,76.86,75.55
76.92,76.70,77.11,76.10
76.17,76.58,76.70,75.95
77.07,76.95,77.93,76.61
76.64,76.54,76.97,76.36
76.05,74.75,76.14,74.38
74.58,72.59,74.58,72.51
71.86,70.62,72.93,70.54
70.82,70.78,70.95,69.55
70.43,68.70,70.47,68.33
68.85,67.14,68.85,67.10
67.02,67.09,67.82,66.77
67.15,67.57,67.66,66.60
68.80,69.31,69.37,68.15
68.71,68.49,68.77,67.83
68.35,67.73,68.47,66.00
67.55,69.36,70.00,66.23
69.25,69.80,70.45,69.03
69.82,72.04,72.36,69.33
72.17,70.58,73.16,70.35
70.56,69.62,70.69,69.25
69.59,69.25,69.92,68.92
69.11,69.00,69.57,68.14
69.15,68.91,69.76,68.76
69.17,69.28,69.36,68.79
68.82,69.15,69.24,68.52
69.39,69.02,69.90,68.76
68.76,68.94,69.69,68.71
68.83,69.15,69.94,68.74
68.65,67.89,69.10,67.55
67.86,67.41,68.28,66.81
67.54,68.13,68.69,67.54
68.15,68.80,68.84,67.68
