ISNS,Image Sensing Systems,NASDAQ
6.50,6.68,6.69,6.50
6.68,6.65,6.68,6.45
6.60,6.63,6.68,6.41
6.55,6.68,7.69,6.39
6.60,6.99,6.99,6.52
7.30,7.35,7.70,7.00
7.35,7.63,7.80,7.20
7.54,7.54,8.28,7.54
7.49,8.00,8.00,7.49
8.00,7.25,8.00,7.25
7.47,7.74,7.80,7.45
7.74,7.74,7.74,7.74
7.74,7.74,7.74,7.74
7.37,7.18,7.61,7.12
7.18,6.95,7.18,6.80
6.84,6.69,7.26,6.50
6.72,6.74,6.97,6.72
6.79,6.96,7.05,6.50
6.96,6.96,6.96,6.96
6.80,6.95,7.00,6.61
6.91,7.18,7.33,6.60
7.28,7.10,7.28,6.99
7.00,7.11,7.16,7.00
7.00,6.87,7.15,6.85
6.65,6.98,7.01,6.65
7.00,7.49,7.49,6.91
7.36,7.21,7.50,6.94
7.10,7.27,7.27,6.75
7.10,7.00,7.10,6.82
7.00,7.02,7.43,7.00
7.00,7.05,7.46,7.00
7.05,7.00,7.48,7.00
6.99,7.20,7.20,6.94
7.11,7.50,7.65,7.11
7.57,7.55,7.57,7.06
7.23,7.44,7.46,7.23
7.30,7.11,7.36,7.00
7.11,7.05,7.19,7.05
7.01,7.01,7.06,7.00
6.80,7.13,7.14,6.80
7.00,7.10,7.10,6.94
7.08,6.98,7.08,6.85
7.00,7.00,7.00,6.90
6.83,7.00,7.02,6.83
6.85,6.97,6.97,6.85
6.85,6.99,7.00,6.85
7.02,6.91,7.15,6.89
6.90,7.02,7.15,6.85
7.01,7.36,7.36,7.00
7.25,6.99,7.25,6.99
7.10,7.10,7.25,6.61
7.12,7.35,7.36,7.04
7.11,7.10,7.24,7.02
7.15,7.08,7.23,7.08
7.15,7.05,7.15,7.03
7.15,7.20,7.25,7.12
7.16,7.20,7.23,7.16
7.20,7.11,7.20,7.11
7.10,6.93,7.10,6.89
6.82,7.13,7.15,6.82
7.11,7.10,7.11,7.00
7.10,7.15,7.15,7.10
7.15,7.15,7.22,7.15
7.20,7.13,7.25,7.13
7.19,7.26,7.50,7.10
7.25,7.31,7.35,7.25
7.25,7.30,7.35,7.25
7.29,7.16,7.38,7.15
7.15,7.16,7.26,7.13
7.20,7.10,7.25,7.07
7.16,7.13,7.19,7.01
7.17,7.28,7.28,7.07
7.17,7.06,7.17,7.05
7.02,7.20,7.26,7.02
7.11,7.04,7.28,7.02
7.06,7.05,7.12,7.01
7.02,7.10,7.12,7.00
7.10,7.13,7.15,7.10
7.10,7.07,7.10,7.07
7.06,7.06,7.06,7.06
7.10,7.07,7.11,7.07
7.07,7.12,7.30,7.05
6.98,7.08,7.10,6.85
7.00,7.09,7.09,7.00
7.09,7.01,7.14,7.01
7.00,7.03,7.11,6.99
7.00,6.80,7.12,6.80
7.16,7.04,7.16,6.86
7.00,7.00,7.01,7.00
7.00,7.05,7.39,7.00
7.00,7.09,7.39,7.00
7.00,7.04,7.23,7.00
7.01,6.90,7.34,6.85
6.90,6.90,6.90,6.90
7.00,7.00,7.00,7.00
6.70,6.70,6.70,6.70
6.70,6.70,6.70,6.70
5.76,5.72,6.00,5.25
5.99,5.80,5.99,5.75
5.86,5.75,5.86,5.74
5.76,5.57,5.87,5.52
5.65,5.77,5.77,5.65
5.75,5.75,5.99,5.63
5.51,5.62,5.62,5.51
5.72,5.72,5.74,5.51
5.71,5.57,5.71,5.40
5.63,5.71,5.74,5.60
5.76,5.66,5.76,5.66
5.65,5.76,6.00,5.65
5.71,5.99,5.99,5.71
5.97,5.85,5.99,5.46
5.85,5.85,5.85,5.85
5.85,5.91,5.91,5.72
5.73,5.51,5.73,5.43
5.46,5.33,5.46,5.25
5.11,5.10,5.18,5.06
5.15,5.14,5.16,4.95
5.09,5.08,5.11,5.01
5.07,5.06,5.36,5.05
5.12,5.06,5.15,5.02
5.05,5.05,5.24,5.05
5.07,5.06,5.23,5.00
5.03,5.15,5.22,5.00
5.08,4.89,5.21,4.89
5.04,5.05,5.24,4.94
5.02,5.00,5.19,5.00
4.90,4.95,4.96,4.89
4.85,4.78,4.98,4.78
4.88,4.94,5.18,4.80
4.94,4.99,5.13,4.87
5.05,4.98,5.05,4.86
4.98,4.90,4.98,4.90
4.96,4.96,4.97,4.86
4.94,4.95,5.09,4.87
4.86,5.03,5.09,4.85
5.09,5.00,5.09,4.95
5.06,5.65,5.67,4.93
5.57,5.42,5.61,5.38
5.36,5.39,5.47,5.11
5.14,5.61,5.65,5.14
5.40,5.55,5.70,5.40
5.70,5.68,5.70,5.46
5.58,5.75,5.99,5.58
5.87,5.79,5.92,5.79
5.72,5.45,5.72,5.44
5.50,5.49,5.62,5.34
5.12,5.55,5.76,5.12
5.55,5.25,5.65,5.17
5.45,5.36,5.82,5.35
5.29,5.25,5.45,5.19
5.25,5.59,5.59,5.23
5.46,5.36,5.46,5.29
5.34,5.34,5.34,5.34
5.30,5.30,5.30,5.19
5.20,5.09,5.20,5.09
5.20,5.30,5.31,4.98
5.48,5.48,5.48,5.48
5.42,5.42,5.42,5.42
5.47,5.30,5.47,5.28
5.30,5.30,5.30,5.30
5.25,5.25,5.25,5.25
5.27,5.25,5.41,5.25
5.48,5.37,5.66,5.27
5.41,5.41,5.41,5.33
5.40,5.49,5.54,5.40
5.62,5.53,5.74,5.49
5.53,5.51,5.62,5.50
5.56,5.60,5.60,5.50
5.61,5.50,5.65,5.50
5.56,5.45,5.56,5.45
5.50,5.35,5.50,5.35
5.20,5.29,5.55,5.20
5.20,5.00,5.30,4.80
5.05,5.18,5.18,5.05
5.11,5.13,5.18,5.05
5.07,5.15,5.20,5.05
5.13,5.05,5.13,5.05
4.74,5.05,5.13,4.74
5.05,5.00,5.06,4.99
5.08,5.10,5.10,5.04
5.07,5.09,5.09,5.05
5.05,5.07,5.08,4.95
5.29,5.62,5.85,5.25
5.78,5.32,5.81,5.12
5.46,5.40,5.50,5.33
5.40,5.35,5.40,5.32
5.27,5.50,5.69,5.27
5.57,5.49,5.57,5.37
5.35,5.31,5.48,5.21
5.36,5.31,5.36,5.31
5.31,5.31,5.31,5.31
5.20,5.21,5.21,5.20
5.26,5.24,5.29,5.23
5.23,5.23,5.23,5.23
5.25,5.25,5.30,5.12
5.30,5.26,5.30,5.12
5.26,5.16,5.26,5.09
5.12,5.11,5.37,4.95
5.00,5.16,5.16,5.00
5.02,5.10,5.21,5.01
5.15,5.03,5.15,5.03
5.03,5.19,5.19,4.98
4.95,4.98,5.00,4.95
4.92,4.98,5.36,4.92
5.00,4.76,5.31,4.75
4.98,4.95,4.98,4.80
5.04,5.05,5.05,5.04
5.34,4.85,5.34,4.66
4.71,4.91,4.96,4.71
4.92,4.87,4.94,4.72
4.89,4.70,4.94,4.65
4.75,4.74,4.90,4.71
4.74,4.75,4.82,4.70
4.70,4.78,4.80,4.70
4.72,4.71,4.81,4.71
4.70,4.66,4.78,4.56
4.57,4.44,4.70,4.28
4.27,4.30,4.40,4.26
4.25,4.30,4.37,4.25
4.30,4.41,4.54,4.30
4.41,4.26,4.41,4.20
4.30,4.25,4.43,4.24
4.25,4.25,4.25,4.23
4.23,4.22,4.25,4.22
4.24,4.28,4.28,4.21
4.25,4.25,4.25,4.15
4.25,4.24,4.26,4.15
4.28,4.25,4.33,4.20
4.20,4.22,4.25,4.20
4.20,4.25,4.29,4.20
4.21,4.21,4.21,4.21
4.24,4.23,4.25,4.18
4.22,4.21,4.25,4.02
4.25,4.14,4.26,4.10
4.14,4.14,4.14,4.14
4.05,4.25,4.25,4.05
4.15,4.19,4.19,4.05
4.09,4.10,4.17,4.09
4.06,4.03,4.14,4.00
4.00,4.00,4.05,3.92
3.90,4.01,4.10,3.90
4.01,3.90,4.06,3.89
3.89,3.91,3.99,3.86
3.89,3.83,3.93,3.80
3.75,3.88,4.05,3.75
3.87,3.84,3.93,3.80
3.98,3.80,3.98,3.80
3.89,3.80,3.89,3.80
3.76,3.61,3.96,3.56
3.76,3.63,3.99,3.60
3.68,3.95,4.09,3.68
4.00,3.84,4.02,3.73
3.91,3.60,3.91,3.60
3.64,3.66,3.93,3.64
3.72,3.65,3.88,3.54
3.55,3.55,3.75,3.52
3.61,3.32,3.62,3.16
3.26,3.30,3.37,3.26
3.30,3.36,3.37,3.25
3.42,3.35,3.50,3.30
3.39,3.39,3.41,3.39
3.39,3.33,3.39,3.30
3.29,3.31,3.39,3.29
3.29,3.30,3.33,3.09
3.28,3.17,3.37,3.14
3.20,3.20,3.35,3.15
3.16,3.15,3.33,3.10
3.20,3.17,3.29,3.17
3.11,3.14,3.33,3.11
3.30,3.21,3.30,3.20
3.17,3.22,3.30,3.17
3.24,3.08,3.24,3.07
3.08,3.28,3.30,3.06
3.22,3.09,3.28,3.07
3.20,3.09,3.25,3.08
3.07,3.09,3.20,3.05
3.10,3.02,3.20,2.90
3.06,3.08,3.20,2.97
2.96,2.87,3.09,2.87
2.87,2.54,2.87,2.40
2.58,2.41,2.58,2.25
2.43,2.28,2.43,2.17
2.29,2.19,2.29,2.10
2.20,2.19,2.30,2.12
2.15,2.19,2.21,2.15
2.15,2.18,2.28,2.15
2.24,2.21,2.24,2.15
2.17,2.22,2.28,2.17
2.22,2.24,2.32,2.20
2.20,2.17,2.28,2.15
2.25,2.22,2.27,2.18
2.34,2.25,2.34,2.20
2.34,2.26,2.37,2.25
2.27,2.21,2.37,2.21
2.23,2.20,2.38,2.20
2.40,2.23,2.41,2.22
2.27,2.38,2.47,2.26
2.50,3.40,3.97,2.50
4.45,4.08,4.69,3.77
3.76,3.78,3.99,3.62
3.69,3.71,4.12,3.61
3.91,6.67,6.99,3.59
9.15,7.75,9.94,7.71
8.16,6.86,8.37,6.32
6.90,6.71,7.20,6.42
6.96,6.41,7.07,6.11
6.18,6.40,6.98,6.11
6.19,5.58,6.32,5.22
5.52,5.59,5.85,5.32
5.52,5.25,5.53,5.10
5.23,4.62,5.31,4.53
4.39,4.81,5.09,4.38
4.68,4.13,4.71,4.12
4.13,4.00,4.29,3.78
3.88,3.96,4.24,3.70
3.92,3.90,4.12,3.71
3.95,4.00,4.21,3.81
3.89,4.00,4.25,3.82
3.92,3.71,3.97,3.52
3.94,3.90,4.33,3.82
3.73,3.68,4.13,3.57
3.63,3.54,3.81,3.42
3.43,3.08,3.49,3.01
3.04,3.06,3.23,2.93
3.11,2.81,3.15,2.78
2.86,2.90,3.49,2.86
2.87,2.74,3.06,2.74
2.67,2.61,2.85,2.55
2.75,2.32,2.75,2.31
2.31,2.22,2.40,2.17
2.21,2.10,2.21,1.89
2.06,2.25,2.48,2.00
2.21,2.05,2.25,2.00
2.03,2.30,2.34,2.03
2.30,2.30,2.60,2.20
2.30,2.41,2.52,2.20
2.31,2.55,2.69,2.31
2.60,3.33,3.46,2.55
3.21,2.96,3.23,2.92
2.91,2.92,3.10,2.71
2.88,3.14,3.21,2.88
3.14,3.17,3.26,3.02
3.19,2.85,3.20,2.85
3.01,2.53,3.01,2.40
2.52,2.27,2.52,2.23
2.25,2.21,2.30,2.20
2.23,2.07,2.26,2.03
2.13,2.19,2.27,2.04
2.18,2.30,2.37,2.10
2.25,2.33,2.34,2.23
2.37,2.26,2.42,2.26
2.27,2.26,2.31,2.13
2.27,2.55,2.55,2.27
2.50,2.47,2.67,2.44
2.50,2.63,2.65,2.44
2.63,2.80,2.84,2.60
2.87,2.70,2.90,2.70
2.66,2.70,2.70,2.46
2.64,2.85,3.02,2.60
2.96,2.78,3.03,2.74
2.87,2.90,3.08,2.74
3.02,2.94,3.07,2.70
2.85,2.87,3.02,2.85
2.87,2.57,2.91,2.50
2.57,2.44,2.60,2.35
2.54,3.05,3.25,2.54
2.91,2.99,3.13,2.85
3.03,3.06,3.25,2.85
3.01,4.00,4.13,2.89
3.72,3.55,4.04,3.37
3.40,3.37,3.65,3.30
3.36,2.95,3.50,2.90
2.95,2.61,3.05,2.61
2.61,2.73,2.90,2.41
2.73,2.45,2.78,2.43
2.42,2.36,2.51,2.35
2.41,2.45,2.65,2.39
2.48,2.49,2.61,2.47
2.49,2.57,2.67,2.49
2.58,2.72,2.82,2.56
2.70,2.73,2.80,2.59
2.79,2.77,2.93,2.75
2.78,2.65,2.86,2.60
2.59,2.72,2.75,2.59
2.70,2.68,2.75,2.62
2.67,2.66,2.74,2.62
2.70,2.73,2.74,2.59
2.62,2.63,2.78,2.61
2.62,2.49,2.65,2.41
2.57,2.54,2.57,2.43
2.54,2.49,2.54,2.35
2.46,2.49,2.53,2.41
2.53,2.53,2.55,2.46
2.56,2.42,2.57,2.40
2.40,2.44,2.47,2.40
2.46,2.42,2.46,2.35
2.39,2.46,2.50,2.38
2.45,2.50,2.50,2.37
2.49,2.47,2.52,2.41
2.47,2.47,2.53,2.45
2.49,2.49,2.52,2.41
2.45,2.50,2.50,2.34
2.49,2.38,2.49,2.38
2.41,2.33,2.41,2.33
2.32,2.28,2.33,2.21
2.28,2.24,2.31,2.24
2.24,2.27,2.30,2.20
2.28,2.29,2.42,2.28
2.24,2.34,2.42,2.24
2.31,2.37,2.40,2.30
2.35,2.35,2.41,2.24
2.35,2.32,2.47,2.30
2.35,2.34,2.41,2.29
2.37,2.41,2.47,2.31
2.47,2.46,2.55,2.38
2.44,2.49,2.53,2.44
2.46,2.61,2.61,2.43
2.65,2.60,2.65,2.56
2.55,2.43,2.60,2.43
2.49,2.43,2.52,2.41
2.45,2.48,2.52,2.41
2.42,2.54,2.55,2.41
2.55,2.66,2.83,2.50
2.65,2.67,2.74,2.55
2.68,2.59,2.68,2.56
2.57,2.48,2.60,2.45
2.45,2.52,2.59,2.45
2.52,2.54,2.64,2.50
2.53,2.54,2.56,2.50
2.50,2.48,2.50,2.35
2.43,2.53,2.53,2.43
2.47,2.51,2.54,2.45
2.51,2.50,2.54,2.45
2.53,2.45,2.54,2.41
2.44,2.51,2.53,2.43
2.54,2.68,2.92,2.52
2.78,2.72,2.85,2.68
2.73,2.78,2.78,2.65
2.72,2.78,2.80,2.68
2.80,2.42,2.92,2.42
2.47,2.54,2.54,2.42
2.51,2.45,2.56,2.43
2.45,2.45,2.49,2.44
2.42,2.33,2.42,2.30
2.31,2.33,2.34,2.30
2.30,2.33,2.37,2.30
2.30,2.31,2.35,2.30
2.34,2.44,2.46,2.33
2.41,2.56,2.57,2.40
2.45,2.57,2.60,2.40
2.55,2.60,2.65,2.53
2.58,2.64,2.68,2.58
2.64,3.15,3.15,2.64
3.27,2.71,3.46,2.71
2.72,2.73,2.88,2.65
2.76,2.62,2.77,2.58
2.57,2.65,2.73,2.57
2.67,2.64,2.75,2.64
2.61,2.69,2.75,2.61
2.75,2.90,2.90,2.69
2.90,2.73,2.95,2.71
2.79,2.74,2.79,2.71
2.75,2.82,2.85,2.75
2.85,2.80,2.87,2.76
2.78,2.72,2.87,2.65
2.75,2.90,3.03,2.68
2.87,2.74,2.95,2.66
2.79,2.70,2.81,2.59
2.65,2.76,2.87,2.56
2.70,3.11,3.33,2.70
3.05,2.99,3.08,2.81
3.00,2.72,3.05,2.64
2.68,2.62,2.72,2.60
2.68,2.52,2.68,2.51
2.51,2.54,2.60,2.45
2.54,2.60,2.64,2.51
2.56,2.65,2.65,2.55
2.65,2.71,2.74,2.53
2.75,3.08,3.15,2.75
3.06,2.88,3.09,2.88
2.87,2.99,3.01,2.82
3.03,2.92,3.03,2.89
2.98,3.02,3.03,2.94
3.03,2.98,3.10,2.95
3.00,2.97,3.00,2.84
2.96,2.97,2.99,2.90
2.95,3.09,3.10,2.95
3.06,3.01,3.33,3.00
3.00,3.03,3.09,2.98
3.04,3.09,3.09,3.04
3.08,3.08,3.19,3.06
3.03,3.14,3.15,3.01
3.13,3.11,3.18,3.03
3.20,3.18,3.20,3.06
3.20,3.41,3.58,3.20
3.50,3.44,3.55,3.39
3.43,3.38,3.52,3.34
3.40,3.39,3.44,3.32
3.35,3.42,3.45,3.33
3.31,3.38,3.53,3.31
3.36,3.37,3.50,3.33
3.35,3.42,3.43,3.35
3.43,3.44,3.48,3.39
3.48,3.41,3.48,3.36
3.40,3.36,3.40,3.30
3.33,3.37,3.40,3.30
3.38,3.44,3.44,3.36
3.45,3.46,3.46,3.39
3.36,3.40,3.50,3.36
3.36,3.47,3.49,3.36
3.48,3.44,3.48,3.39
3.39,3.38,3.42,3.36
3.35,3.48,3.48,3.35
3.43,3.43,3.49,3.38
3.40,3.39,3.43,3.37
3.40,3.40,3.47,3.37
3.50,3.90,4.25,3.50
3.80,3.95,4.00,3.80
3.96,3.90,4.00,3.80
3.90,3.90,3.93,3.85
3.95,3.97,3.98,3.93
3.99,4.00,4.00,3.88
3.96,3.88,4.00,3.87
3.86,3.99,4.00,3.86
3.93,3.95,3.99,3.93
3.99,4.07,4.14,3.98
4.06,4.13,4.15,4.06
4.16,4.66,4.66,4.16
4.79,4.23,4.91,4.20
4.25,4.17,4.44,4.12
4.10,3.92,4.12,3.91
4.14,4.35,4.50,4.05
4.40,4.40,4.58,4.29
4.39,4.35,4.46,4.35
4.39,4.37,4.48,4.35
4.39,4.35,4.41,4.25
4.35,4.35,4.41,4.28
4.38,4.29,4.40,4.29
4.26,4.16,4.26,4.16
4.17,4.19,4.24,4.08
4.14,4.25,4.27,4.14
4.21,4.23,4.31,4.21
4.25,4.08,4.28,4.05
4.10,4.19,4.20,4.10
4.17,4.15,4.18,4.09
4.16,3.83,4.19,3.69
3.84,3.82,3.98,3.68
3.73,3.55,3.73,3.15
3.60,4.00,4.09,3.60
4.03,3.95,4.03,3.88
3.96,3.95,4.00,3.90
3.93,4.00,4.05,3.90
3.95,4.14,4.14,3.88
3.96,4.21,4.24,3.94
4.21,4.03,4.21,4.03
4.09,4.16,4.20,4.08
4.10,4.18,4.20,4.10
4.15,4.24,4.24,4.08
4.26,4.11,4.28,4.11
4.24,4.23,4.28,4.20
4.18,4.16,4.25,4.11
4.13,4.12,4.16,4.12
4.15,4.13,4.17,4.13
4.15,4.10,4.22,4.10
4.14,4.03,4.14,4.03
4.03,4.01,4.08,3.97
4.00,3.85,4.01,3.67
3.78,3.73,3.94,3.71
3.73,3.70,3.76,3.70
3.69,3.77,3.88,3.69
3.81,3.76,3.81,3.76
3.77,3.81,4.01,3.73
3.82,3.72,3.85,3.68
3.72,3.75,3.89,3.63
3.64,3.69,3.84,3.64
3.66,3.77,3.80,3.66
3.74,3.80,3.80,3.70
3.67,3.95,3.95,3.66
3.88,3.89,3.94,3.65
3.92,3.99,3.99,3.89
3.65,3.84,3.91,3.65
3.96,3.89,3.96,3.89
3.98,3.94,3.98,3.85
3.92,3.92,3.95,3.90
3.90,3.73,3.90,3.64
3.86,3.88,3.91,3.60
3.76,3.80,3.92,3.74
3.80,3.76,3.82,3.76
3.72,3.70,3.87,3.70
3.78,3.90,3.90,3.78
3.75,3.83,3.95,3.71
3.84,3.82,3.84,3.77
3.70,3.84,3.85,3.69
3.78,3.73,3.84,3.73
3.73,3.78,3.84,3.73
3.85,3.79,3.85,3.79
3.89,3.80,3.89,3.80
3.75,3.79,3.87,3.75
3.75,3.80,3.87,3.75
3.78,3.78,3.78,3.78
3.75,3.75,3.85,3.73
3.74,3.78,3.82,3.74
3.69,3.73,3.80,3.65
3.81,3.74,3.81,3.70
3.80,3.70,3.81,3.52
3.69,3.55,3.80,3.54
3.75,3.66,3.88,3.62
3.83,3.71,3.86,3.62
3.80,3.75,3.85,3.70
3.83,3.68,3.85,3.56
3.75,3.71,3.80,3.68
3.80,3.68,3.84,3.68
3.80,3.70,3.83,3.68
3.69,3.74,3.75,3.57
3.63,3.70,3.81,3.63
3.68,3.79,3.84,3.58
3.75,3.72,3.82,3.68
3.72,3.74,3.81,3.68
3.75,3.72,3.80,3.68
3.79,3.70,3.80,3.68
3.79,3.69,3.80,3.68
3.70,3.76,3.89,3.69
3.84,3.73,3.86,3.71
3.80,3.77,3.84,3.72
3.77,3.75,3.85,3.75
3.76,3.76,3.86,3.76
3.77,3.77,3.82,3.76
3.82,3.77,3.82,3.76
3.76,3.80,3.85,3.76
3.80,3.80,3.80,3.76
3.80,3.76,3.80,3.76
3.77,3.78,3.80,3.77
3.78,3.77,3.80,3.77
3.77,3.80,3.80,3.77
3.80,3.77,3.80,3.77
3.77,3.78,3.80,3.77
3.80,3.73,3.80,3.72
3.72,3.65,3.76,3.60
3.60,3.43,3.66,3.23
3.34,3.37,3.42,3.34
3.37,3.31,3.37,3.28
3.26,3.03,3.26,2.56
3.05,2.97,3.05,2.97
3.00,3.00,3.03,2.97
3.01,3.03,3.03,3.00
3.00,3.00,3.02,2.97
3.00,3.03,3.06,3.00
3.00,3.00,3.02,3.00
3.00,3.00,3.01,2.99
3.00,2.91,3.00,2.80
3.01,3.02,3.03,2.99
3.02,3.03,3.04,2.99
3.08,3.19,3.20,3.08
3.17,3.20,3.28,3.13
3.15,3.07,3.15,3.00
3.08,3.18,3.24,3.08
3.20,3.18,3.25,3.16
3.01,3.12,3.20,2.99
3.08,3.11,3.14,2.98
3.15,3.00,3.15,2.95
3.00,3.03,3.10,3.00
3.06,3.01,3.06,3.01
2.98,3.02,3.05,2.98
2.98,3.00,3.03,2.98
3.01,3.00,3.05,3.00
2.97,3.00,3.02,2.91
2.95,3.01,3.03,2.95
3.00,3.00,3.02,3.00
2.99,2.99,3.03,2.99
3.00,2.96,3.00,2.95
2.86,2.88,2.94,2.86
2.92,2.88,2.97,2.88
2.89,2.81,2.89,2.81
2.76,2.78,2.89,2.76
2.79,2.79,2.79,2.79
2.80,2.82,2.85,2.80
2.80,2.82,2.88,2.80
2.82,2.79,2.84,2.78
2.76,2.77,2.79,2.76
2.83,2.76,2.89,2.76
2.75,2.80,2.84,2.70
2.80,2.70,2.80,2.65
2.70,2.67,2.73,2.60
2.68,2.78,2.78,2.67
2.64,2.71,2.76,2.64
2.62,2.73,2.81,2.61
2.64,2.65,2.65,2.60
2.65,2.63,2.65,2.60
2.75,2.79,2.84,2.61
2.72,2.84,2.84,2.71
2.78,2.66,2.78,2.66
2.73,2.73,2.74,2.61
2.73,2.79,2.90,2.67
2.73,2.66,2.80,2.65
2.70,2.75,2.75,2.69
2.75,2.87,2.91,2.74
2.97,2.77,2.98,2.77
2.95,2.76,2.97,2.76
2.76,2.78,2.85,2.74
2.76,2.90,2.90,2.76
2.80,2.81,2.84,2.80
2.74,2.84,2.89,2.70
2.75,2.73,2.83,2.72
2.65,2.64,2.72,2.50
2.55,2.55,2.68,2.55
2.54,2.63,2.70,2.45
2.69,2.68,2.70,2.65
2.65,2.66,2.75,2.65
2.63,2.69,2.70,2.58
2.67,2.38,2.69,2.38
2.42,2.61,2.77,2.42
2.57,2.56,2.66,2.55
2.46,2.41,2.61,2.41
2.38,2.47,2.55,2.38
2.49,2.48,2.54,2.47
2.49,2.44,2.49,2.34
2.40,2.43,2.52,2.40
2.46,2.41,2.51,2.41
2.47,2.42,2.48,2.42
2.40,2.46,2.47,2.35
2.41,2.35,2.41,2.33
2.37,2.36,2.40,2.36
2.38,2.27,2.38,2.26
2.30,2.25,2.33,2.25
2.22,2.30,2.35,2.22
2.22,2.23,2.23,2.22
2.30,2.26,2.31,2.26
2.26,2.15,2.26,2.13
2.15,2.15,2.15,2.15
2.14,2.25,2.34,2.12
2.25,2.44,2.45,2.25
2.45,2.31,2.71,2.31
2.39,2.26,2.40,2.26
2.33,2.49,2.52,2.31
2.49,2.39,2.49,2.34
2.35,2.25,2.35,2.25
2.28,2.36,2.39,2.28
2.38,2.44,2.49,2.32
2.47,2.27,2.47,2.27
2.26,2.30,2.30,2.10
2.30,2.30,2.42,2.27
2.27,2.26,2.35,2.26
2.26,2.27,2.30,2.26
2.27,2.31,2.31,2.27
2.29,2.25,2.32,2.24
2.26,2.24,2.31,2.24
2.24,2.28,2.44,2.24
2.42,2.25,2.42,2.25
2.26,2.34,2.37,2.25
2.41,2.25,2.42,2.25
2.24,2.27,2.38,2.24
2.32,2.26,2.32,2.26
2.28,2.29,2.32,2.24
2.29,2.29,2.29,2.29
2.31,2.30,2.39,2.30
2.41,2.41,2.41,2.30
2.32,2.32,2.32,2.32
2.33,2.33,2.38,2.33
2.32,2.36,2.36,2.31
2.30,2.26,2.33,2.26
2.29,2.27,2.29,2.26
2.24,2.24,2.24,2.24
2.30,2.24,2.30,2.24
2.29,2.27,2.29,2.24
2.24,2.25,2.25,2.24
2.30,2.30,2.30,2.27
2.24,2.24,2.29,2.24
2.30,2.56,3.56,2.29
2.61,2.51,2.65,2.41
2.36,2.56,2.57,2.36
2.52,2.55,2.69,2.32
2.41,2.50,2.54,2.35
2.47,2.70,2.77,2.47
2.93,2.62,3.36,2.57
2.45,2.39,2.66,2.39
2.40,2.48,2.51,2.39
2.48,2.49,2.57,2.42
2.48,2.38,2.52,2.35
2.40,2.44,2.62,2.31
2.53,2.37,2.53,2.36
2.46,2.47,2.52,2.40
2.42,2.44,2.52,2.42
2.50,2.30,2.50,2.24
2.32,2.39,2.44,2.32
2.35,2.43,2.43,2.35
2.43,2.55,2.83,2.43
2.51,2.41,2.51,2.35
2.40,2.42,2.64,2.35
6.09,4.05,6.39,3.86
4.16,4.09,4.27,3.81
4.10,3.87,4.11,3.80
3.75,3.65,3.90,3.55
3.63,3.50,3.63,3.30
3.53,3.77,3.95,3.44
3.77,3.68,3.77,3.55
3.65,3.75,3.94,3.61
3.76,3.67,3.92,3.57
3.69,3.59,3.78,3.46
3.54,3.58,3.72,3.45
3.56,3.60,3.69,3.52
3.57,3.59,3.69,3.51
3.59,3.49,3.67,3.33
3.42,3.46,3.56,3.40
3.48,3.56,3.77,3.48
3.53,3.53,3.63,3.46
3.52,3.50,3.55,3.47
3.48,3.46,3.53,3.46
3.45,3.51,3.54,3.44
3.54,3.54,3.73,3.44
3.55,3.42,3.60,3.41
3.46,3.47,3.58,3.45
3.48,3.54,3.67,3.44
3.59,3.53,3.64,3.47
3.54,3.57,3.66,3.53
3.62,3.85,4.12,3.62
3.75,3.72,3.92,3.55
3.68,3.47,3.80,3.47
3.47,3.62,3.76,3.47
3.66,3.60,3.75,3.57
3.60,3.69,3.72,3.60
3.66,3.71,3.86,3.65
3.74,3.73,3.81,3.57
3.77,3.85,3.93,3.76
3.85,3.86,3.90,3.76
3.87,4.07,4.20,3.87
4.07,3.77,4.22,3.75
3.75,3.87,3.97,3.75
3.89,3.92,4.08,3.89
3.91,3.93,4.00,3.91
3.99,3.98,4.00,3.92
4.00,3.89,4.09,3.80
3.90,3.88,3.94,3.82
3.95,3.84,3.95,3.80
3.80,3.76,3.84,3.73
3.73,3.65,3.73,3.62
3.61,3.71,3.83,3.50
3.73,3.73,3.91,3.58
3.70,3.70,3.95,3.60
3.70,3.70,3.70,3.60
3.60,3.65,3.75,3.60
3.60,3.65,3.65,3.55
3.60,3.64,3.65,3.55
3.65,3.60,3.75,3.55
3.60,3.55,3.65,3.55
3.55,3.70,3.90,3.55
3.75,3.70,3.75,3.60
3.75,3.65,3.75,3.60
3.60,3.70,3.75,3.60
3.70,3.70,3.75,3.65
3.70,3.65,3.70,3.55
3.60,3.55,3.65,3.55
3.55,3.56,3.60,3.55
3.60,3.55,3.60,3.55
3.55,3.58,3.60,3.55
3.55,3.55,3.70,3.55
3.55,3.60,3.65,3.55
3.60,3.55,3.64,3.55
3.60,3.55,3.60,3.55
3.60,3.55,3.60,3.55
3.55,3.55,3.60,3.55
3.55,3.85,4.10,3.55
3.85,3.55,3.85,3.55
3.60,3.55,3.63,3.55
3.60,3.60,3.60,3.55
3.55,3.75,3.75,3.55
3.80,3.55,3.80,3.55
3.55,3.70,3.70,3.55
3.65,3.61,3.65,3.55
3.60,3.75,3.75,3.55
3.70,3.55,3.75,3.55
3.55,3.65,3.65,3.55
3.60,3.70,3.75,3.60
3.70,3.60,3.74,3.55
