IBB,iShares Nasdaq Biotechnology Index Fund,NASDAQ
171.24,167.92,171.24,167.03
168.87,168.59,170.41,165.49
166.42,167.97,169.54,164.14
170.67,168.64,170.67,167.38
170.32,173.02,173.90,170.06
174.95,174.39,175.26,173.13
173.82,173.88,175.59,173.45
178.13,178.26,181.85,178.00
179.00,178.86,179.52,177.87
177.39,178.75,179.56,177.21
181.11,182.22,182.22,179.63
183.80,181.44,183.80,180.84
182.53,182.49,182.86,180.62
182.85,184.62,184.70,181.85
188.82,188.37,188.82,186.66
188.99,193.03,194.33,188.46
194.55,193.06,194.55,191.47
193.45,191.09,193.52,190.22
191.54,192.21,192.76,191.54
192.89,191.94,192.96,191.15
192.18,195.00,195.36,191.93
195.76,195.69,196.59,194.27
196.97,192.35,196.97,192.28
193.80,193.01,194.03,191.64
195.01,195.45,195.63,190.90
193.54,196.41,196.66,193.54
196.26,194.73,196.74,194.05
194.91,197.18,197.61,194.84
197.34,197.83,199.20,197.32
200.05,200.61,200.72,198.81
201.19,200.94,201.19,200.01
201.00,200.46,201.47,199.83
200.46,196.24,200.46,195.68
195.07,196.56,197.13,193.86
197.21,195.64,197.58,195.07
195.45,195.22,197.24,194.75
194.47,193.57,195.00,192.68
194.06,193.65,194.54,192.10
193.28,193.16,195.43,193.16
191.57,188.85,191.57,188.30
188.61,187.84,189.86,187.78
187.16,187.11,189.46,187.05
187.63,189.33,190.49,187.13
189.05,191.11,193.35,189.05
192.15,193.29,194.11,191.78
194.15,193.05,194.28,191.91
194.38,197.10,198.46,194.36
194.50,191.27,195.38,191.01
191.13,193.32,193.83,190.45
193.66,195.78,197.04,193.09
195.82,193.74,196.20,193.00
197.46,197.85,198.27,195.50
198.46,201.38,201.75,197.06
202.00,201.92,202.91,201.05
202.50,201.55,202.70,198.06
202.66,205.70,205.70,202.53
207.78,206.27,207.78,204.84
206.64,205.98,207.22,203.79
206.65,206.15,207.35,205.23
206.14,207.50,207.50,205.00
211.29,208.37,211.37,207.28
209.08,208.99,209.20,207.25
209.99,211.19,212.03,208.23
212.46,211.33,212.50,209.52
211.90,209.90,211.90,209.82
209.50,207.63,209.95,206.24
207.56,207.98,208.92,206.47
207.90,206.76,208.42,206.55
206.88,210.16,211.15,206.88
209.85,210.73,211.78,208.38
208.30,209.60,211.20,207.27
211.22,213.78,213.78,209.92
212.83,213.18,213.75,212.17
213.30,210.16,213.42,207.90
210.99,212.50,213.17,210.43
211.26,207.79,211.49,207.69
208.00,198.70,208.47,198.70
199.00,194.50,199.35,191.29
198.12,201.47,201.60,198.00
201.84,200.78,202.34,199.65
199.66,202.30,202.72,197.83
202.80,200.57,203.70,200.36
203.21,206.85,208.37,202.31
206.04,208.37,208.67,205.04
209.76,206.78,209.76,204.50
207.21,203.49,207.48,202.66
204.51,208.06,208.49,203.71
207.02,209.11,209.18,205.83
210.13,211.30,212.09,209.92
212.19,211.51,212.19,209.51
212.43,211.58,213.16,210.48
211.63,211.60,211.73,208.93
211.60,207.25,212.80,206.45
206.74,205.33,208.39,204.14
206.21,206.06,206.82,204.02
207.79,205.67,207.79,205.37
206.10,207.11,207.79,204.44
208.00,201.07,208.15,200.84
202.36,197.82,204.16,197.44
199.04,204.18,204.85,199.04
205.21,205.54,206.10,203.46
204.95,206.29,206.37,203.40
204.60,207.92,207.92,203.98
208.01,209.47,210.38,207.29
210.00,212.31,212.31,208.89
212.31,209.04,213.84,208.33
208.26,209.23,210.48,207.15
209.82,211.07,213.34,209.69
211.71,214.21,214.63,211.56
218.43,220.63,221.22,218.00
222.50,222.79,224.03,220.73
222.79,223.45,223.45,221.50
223.97,223.33,224.26,222.06
224.07,224.16,225.10,223.80
223.53,224.73,224.99,222.69
223.21,220.66,223.70,220.07
219.21,220.65,221.55,218.31
219.80,220.19,221.77,219.37
222.39,222.01,222.88,219.30
222.09,221.49,224.00,220.76
220.96,219.64,221.86,217.66
219.51,214.19,219.53,213.68
214.05,215.72,217.43,214.04
216.75,215.49,217.09,213.91
215.49,215.90,219.39,215.49
216.62,213.39,216.62,212.57
214.39,219.31,219.42,212.90
218.37,217.99,220.18,217.66
219.32,223.70,224.07,219.32
226.24,226.02,227.74,224.80
226.16,225.50,226.51,224.23
226.40,227.24,227.89,225.64
228.11,225.92,228.11,225.31
226.28,226.84,227.08,224.15
226.83,227.06,227.76,225.56
225.73,227.09,227.35,224.34
227.06,226.03,227.90,225.35
226.00,223.82,227.23,222.29
225.64,226.93,227.28,224.88
227.03,231.58,231.83,226.50
234.37,234.48,235.18,231.37
235.54,238.73,238.73,232.77
240.89,235.51,242.94,233.99
236.16,244.05,244.05,236.16
245.00,243.14,245.00,240.98
244.10,246.38,246.45,243.22
247.43,247.43,249.50,246.54
251.74,251.99,252.18,247.85
253.57,253.74,254.11,251.22
251.89,252.74,252.78,249.61
249.70,244.02,250.20,243.96
243.67,238.60,243.75,234.15
240.60,243.84,244.66,240.00
238.50,242.80,246.86,237.97
248.30,249.96,251.37,246.50
246.00,245.91,248.63,245.00
247.00,238.43,249.72,237.65
239.69,241.01,242.50,238.78
241.21,236.95,241.21,232.93
238.30,236.79,239.65,235.86
238.96,246.33,246.36,237.66
248.11,250.72,250.72,246.01
252.89,254.67,255.29,250.48
258.42,255.84,258.42,255.30
253.40,260.03,260.12,253.00
260.38,257.51,260.94,256.39
260.34,264.24,264.58,259.81
264.34,261.48,265.33,261.00
262.09,265.46,265.79,259.10
266.35,268.71,271.05,265.56
270.97,272.08,273.88,270.01
274.59,273.23,275.40,270.59
273.43,270.20,274.00,269.35
270.35,272.15,273.66,269.14
272.40,264.42,273.02,260.97
259.06,263.91,264.85,258.78
268.29,269.23,270.45,267.72
270.17,268.29,270.45,267.38
269.72,261.14,270.60,259.86
264.02,259.40,264.28,254.47
259.40,260.50,260.72,255.74
261.61,259.07,263.36,258.05
256.88,261.50,261.50,256.14
262.82,254.80,262.85,253.05
253.01,253.87,256.73,251.79
256.70,255.47,259.80,255.01
257.08,262.22,262.32,256.42
263.06,259.47,263.45,257.70
258.59,258.25,260.13,256.62
260.30,246.01,260.30,245.86
247.36,239.23,247.75,232.84
241.65,239.44,245.61,235.66
242.00,235.09,243.89,235.01
234.21,236.14,238.73,228.72
236.62,229.38,238.54,228.69
231.08,236.40,236.59,231.08
238.71,241.65,244.61,237.98
244.13,241.60,245.42,239.49
241.93,234.71,242.14,232.37
236.97,225.30,237.87,223.86
224.83,226.82,231.08,222.25
227.90,225.83,228.38,221.18
227.05,235.08,235.25,227.00
234.57,221.89,234.57,219.69
218.87,215.45,225.98,215.25
218.42,215.37,221.44,211.35
216.72,217.61,220.11,207.48
220.34,222.73,223.14,217.43
221.39,222.16,226.39,220.44
223.81,227.34,227.34,221.37
230.35,234.72,235.84,230.00
235.53,230.99,235.76,229.25
233.06,229.62,233.22,223.61
227.40,223.96,229.28,223.43
225.72,223.06,228.27,217.41
224.53,229.09,230.24,222.84
228.00,230.25,230.25,225.00
229.86,232.50,234.90,228.14
232.81,229.05,233.07,227.70
226.05,233.28,233.28,225.34
232.53,229.33,233.59,228.94
230.27,227.48,230.33,223.00
225.81,223.35,231.14,222.87
222.50,226.44,226.44,220.04
227.84,231.92,232.40,227.09
232.50,230.51,233.93,230.26
229.83,231.41,233.80,228.25
230.00,228.80,231.57,225.38
229.04,228.30,229.79,225.21
226.50,231.50,231.96,226.45
231.40,228.36,231.58,227.07
228.45,229.74,231.35,227.83
230.00,234.15,236.28,229.00
234.91,234.64,235.57,232.22
236.70,240.47,240.68,236.60
241.19,239.59,241.29,239.01
240.00,240.96,242.28,239.95
241.01,239.59,241.59,238.04
240.01,239.91,240.74,236.25
238.10,240.92,241.00,237.48
240.30,243.47,243.72,239.34
243.76,245.19,246.76,242.08
246.60,246.09,246.69,243.97
246.55,248.03,250.05,246.55
248.00,249.30,249.92,245.86
247.35,249.03,250.61,246.70
247.51,247.83,250.25,246.70
248.25,247.59,248.91,245.17
247.43,248.49,250.44,246.20
247.57,247.77,249.41,246.44
248.10,249.86,249.92,246.28
250.01,250.56,251.16,248.64
251.06,255.64,255.64,250.85
255.68,252.91,256.73,252.50
256.51,255.48,259.87,254.36
253.65,255.88,257.62,253.65
255.14,256.38,256.41,252.78
255.99,256.73,256.73,254.16
256.92,257.03,258.12,255.64
258.89,263.12,263.30,258.18
263.20,264.55,265.77,262.04
265.29,266.02,266.43,263.24
265.37,259.09,265.90,258.83
257.90,253.63,258.50,251.76
253.27,256.17,256.71,250.34
251.55,255.48,256.85,250.86
255.41,256.76,257.83,254.33
259.31,258.10,259.85,256.91
257.98,252.43,258.74,250.89
253.00,248.52,253.42,248.20
246.15,243.07,249.47,242.36
244.12,250.39,251.28,243.68
248.94,250.86,251.52,247.55
252.27,253.68,254.88,252.27
257.77,259.34,260.31,257.02
260.01,255.45,260.01,254.69
255.00,254.06,255.35,251.94
253.29,251.91,254.06,249.94
251.91,254.78,256.15,251.32
258.90,257.25,260.81,256.29
254.78,250.83,255.46,250.01
249.39,250.28,253.82,247.48
251.54,252.07,253.20,248.91
250.97,251.64,253.98,249.47
249.26,251.82,253.98,248.83
252.44,248.15,252.94,247.35
247.50,251.49,252.09,247.50
253.10,253.21,254.75,250.84
252.95,251.66,253.11,250.91
253.11,257.13,257.59,252.61
257.75,261.20,261.32,257.01
262.64,263.41,264.08,258.95
265.58,266.21,267.27,264.84
266.92,267.23,267.88,264.61
267.00,266.85,268.60,265.84
266.99,264.45,267.81,263.65
264.51,266.43,266.92,263.05
268.76,272.63,272.88,268.75
273.09,275.71,276.47,272.43
275.53,275.06,276.71,274.00
273.00,274.12,276.42,273.00
274.20,276.55,276.63,273.85
278.02,276.07,278.78,274.83
277.09,275.46,277.90,274.59
275.51,270.92,276.22,270.23
270.51,270.60,271.16,265.56
269.60,273.06,273.23,269.59
272.59,269.48,272.69,268.57
269.60,274.41,274.64,269.51
273.48,273.35,274.62,270.42
272.77,269.57,273.50,268.24
268.12,266.09,268.99,263.64
264.73,270.82,271.45,264.05
272.00,272.98,274.40,270.44
273.97,275.07,275.07,272.58
276.19,275.23,277.23,273.09
275.21,272.55,275.22,270.11
270.44,271.67,274.10,270.30
272.85,279.29,279.55,272.71
278.83,273.97,280.07,272.69
275.00,276.41,276.65,273.01
272.83,276.06,277.91,272.62
276.53,273.63,276.54,272.22
272.45,269.43,273.65,267.58
268.93,268.59,270.76,264.64
271.94,275.33,275.91,270.53
276.30,271.72,277.43,270.72
270.51,266.62,270.75,266.05
266.47,274.13,274.70,264.52
273.21,267.95,273.84,266.69
266.30,262.34,271.25,262.08
263.00,257.12,264.43,255.44
258.48,255.27,261.06,251.66
251.24,256.47,257.81,247.86
251.50,260.98,264.14,251.19
266.93,265.37,268.03,263.11
265.00,269.59,270.18,265.00
272.61,278.27,278.56,272.12
275.92,276.24,278.81,273.50
277.90,283.62,285.23,277.90
283.82,288.77,288.90,282.79
288.69,290.44,290.44,285.12
292.97,293.95,294.65,291.52
293.02,290.63,293.84,287.90
289.83,296.70,297.21,289.83
301.22,296.62,302.98,295.30
297.24,296.31,298.95,294.80
294.15,293.34,296.07,291.60
296.42,288.90,296.42,287.71
289.81,293.32,293.56,289.16
292.94,290.14,293.64,286.71
292.16,295.20,295.25,290.27
295.81,296.25,297.75,293.81
295.08,296.49,296.73,293.41
297.00,293.89,298.29,292.79
294.00,288.17,294.11,286.11
288.09,288.84,292.57,287.80
290.09,295.25,295.57,289.59
294.25,294.21,296.81,292.37
292.69,294.02,295.75,291.69
297.00,295.01,298.75,294.30
295.23,300.15,300.15,295.23
301.42,299.67,301.49,297.13
299.88,303.87,303.87,299.40
304.24,303.90,307.16,302.83
302.65,300.62,304.46,299.51
303.22,306.87,307.67,303.21
307.91,308.25,308.44,304.00
308.15,306.20,309.12,305.10
306.96,308.81,309.17,306.17
309.30,313.79,316.80,309.30
310.69,314.92,315.66,306.82
314.37,308.46,315.36,308.02
311.00,310.05,315.32,309.03
308.16,306.10,311.12,305.84
307.96,297.66,308.43,296.60
295.30,293.67,302.51,292.97
294.74,303.38,303.89,293.48
308.89,313.97,313.97,307.20
314.61,317.20,319.14,310.87
310.50,309.08,313.22,306.37
309.21,294.68,309.94,292.04
293.07,299.80,302.56,293.00
302.23,306.61,307.06,301.52
307.06,308.01,308.94,305.19
306.21,304.62,308.16,304.23
305.70,303.35,309.42,303.15
306.39,306.34,309.39,303.47
304.00,305.85,309.42,303.50
307.23,300.81,309.36,298.04
304.46,312.00,312.00,304.26
315.95,314.44,316.70,311.66
316.60,313.32,317.08,310.22
315.54,315.06,317.94,312.33
319.17,314.97,322.46,311.38
311.42,315.57,316.94,310.56
317.38,307.70,318.28,307.30
307.53,317.82,317.97,307.50
320.28,323.23,323.82,314.83
321.40,318.49,323.31,317.56
319.88,320.97,321.03,311.12
320.50,322.41,322.99,319.24
323.13,328.00,328.32,321.15
323.62,325.98,329.20,323.62
327.80,318.98,328.55,318.61
319.88,322.85,323.01,314.74
323.93,321.65,329.16,321.06
323.65,319.58,324.45,315.39
320.83,317.79,322.00,310.13
310.13,312.55,314.68,305.01
314.71,319.91,320.49,313.67
319.91,315.59,322.82,314.79
314.19,313.41,317.46,313.08
316.43,318.26,319.26,314.43
318.18,317.25,322.49,315.45
319.99,320.42,320.57,315.77
321.89,323.46,323.55,318.13
323.19,326.82,327.24,322.73
326.82,329.42,329.42,324.58
328.50,331.99,332.65,328.50
331.55,336.43,336.43,331.22
337.82,338.00,341.46,336.46
338.64,335.15,338.82,332.88
335.37,339.45,341.49,332.00
338.77,340.80,340.93,335.07
339.64,337.47,340.94,336.21
337.23,339.75,340.22,337.15
339.67,337.92,339.74,333.97
336.54,340.09,341.93,334.00
344.27,347.67,348.98,343.77
346.22,342.36,347.00,341.56
342.51,342.87,343.44,338.85
339.47,341.43,345.66,337.41
342.78,342.54,344.08,339.67
344.24,344.83,345.07,341.10
344.60,345.33,349.31,342.27
347.76,353.97,353.97,347.52
353.01,356.25,356.63,351.58
355.41,358.14,360.44,352.36
360.03,365.25,365.89,360.00
374.62,366.52,374.97,363.63
361.60,358.28,362.67,356.25
358.90,355.95,362.93,355.72
356.50,341.30,358.84,340.76
336.68,340.81,345.13,333.78
341.98,347.46,349.44,341.64
352.67,351.32,353.04,347.50
349.50,343.43,349.81,343.43
342.68,340.08,343.22,334.12
340.43,339.70,341.47,337.25
337.03,338.85,342.24,336.80
339.41,341.92,346.92,339.31
342.93,352.01,353.42,342.93
351.56,353.06,355.53,348.79
354.47,357.45,358.24,352.81
357.70,358.32,361.94,356.73
359.08,357.21,359.97,354.12
360.17,360.94,362.00,356.04
361.00,361.50,362.94,359.14
358.86,356.46,360.10,353.11
358.62,357.95,359.50,354.25
361.68,364.50,365.33,359.91
367.43,363.84,367.80,361.87
363.98,367.68,368.25,362.00
365.26,363.70,367.50,362.82
364.64,348.55,365.21,347.59
349.44,344.50,352.53,338.60
342.60,344.81,349.05,340.73
342.40,333.66,345.62,330.60
338.76,344.00,344.55,338.01
344.72,345.19,350.74,344.31
344.25,338.00,344.90,337.08
341.83,340.72,344.00,336.81
343.13,344.11,344.94,338.70
348.78,352.14,353.72,348.09
353.99,352.29,354.93,351.00
348.91,351.79,352.93,346.01
352.79,350.85,355.16,349.19
353.42,355.59,355.65,347.94
355.92,355.61,356.99,353.80
353.96,360.30,360.67,353.96
360.81,360.48,361.95,358.59
360.48,363.59,365.70,357.13
364.15,363.60,365.28,361.62
363.53,364.54,365.49,362.67
362.51,360.30,364.20,358.50
360.30,366.96,367.00,359.55
365.34,364.89,366.99,362.00
364.55,365.03,367.84,363.21
367.00,364.81,367.37,360.60
363.42,363.46,366.12,360.28
365.64,364.82,366.20,362.58
363.63,362.79,366.18,360.06
361.48,367.04,367.71,359.10
367.12,365.01,367.95,363.26
364.84,360.64,364.97,358.47
359.76,365.83,366.09,357.80
366.95,368.07,368.61,365.30
365.73,363.90,366.90,362.00
360.90,363.68,364.09,358.23
362.01,364.38,365.54,361.50
365.76,366.55,368.00,364.39
368.16,377.88,378.36,367.53
378.00,377.49,379.16,375.00
380.68,383.17,383.54,379.29
383.50,383.25,385.02,380.81
382.38,377.59,383.28,376.56
378.06,375.84,379.97,373.52
377.00,372.78,377.50,369.30
367.99,360.57,371.93,360.57
366.18,368.97,370.17,363.27
374.04,369.90,375.00,367.91
372.10,370.35,372.10,368.06
367.66,372.36,375.83,366.00
373.26,373.42,373.92,365.85
369.00,362.78,370.75,361.89
368.31,366.74,369.43,365.35
372.02,372.80,372.86,367.54
376.20,379.15,380.07,376.00
380.42,387.94,388.68,379.25
393.06,390.76,396.94,389.10
393.51,395.67,396.48,391.35
395.00,397.59,397.69,392.85
399.27,398.00,400.79,396.50
398.00,395.49,398.67,391.04
390.11,394.35,395.61,388.91
394.35,393.75,397.58,392.32
386.63,377.58,389.00,375.96
374.45,373.58,376.57,369.69
377.76,382.84,383.33,373.69
384.75,377.43,385.48,374.68
374.00,378.80,380.14,370.30
381.42,382.53,385.37,379.75
383.40,382.13,385.50,378.83
384.26,383.81,386.82,382.21
386.82,386.72,390.05,385.50
387.35,370.08,387.64,369.63
372.00,368.67,372.00,361.63
372.40,371.42,376.53,370.64
368.37,367.17,372.53,363.74
363.53,370.16,371.13,357.11
371.13,366.39,372.42,365.67
365.99,364.06,366.93,359.12
361.51,371.62,372.00,360.06
371.30,368.28,372.91,367.67
365.00,365.67,368.92,361.57
362.00,350.82,364.85,350.70
345.20,339.84,353.74,339.80
312.29,324.88,340.23,284.16
337.00,325.26,345.04,325.26
335.00,341.75,342.33,324.50
348.43,350.91,351.71,343.10
348.75,353.28,353.28,347.45
352.02,341.99,354.50,340.89
333.95,333.34,340.93,331.70
337.67,346.23,346.23,333.44
346.22,338.63,349.47,337.50
333.61,337.10,341.00,332.02
344.20,351.77,352.16,342.27
354.90,344.22,356.43,343.14
344.20,350.72,352.50,343.37
348.13,354.74,354.96,347.50
354.64,353.40,355.89,349.50
354.25,357.46,358.19,351.50
357.65,355.14,359.85,351.71
355.00,362.50,366.56,354.05
355.92,356.76,360.86,355.92
359.44,340.47,359.76,337.56
335.19,335.40,337.90,328.73
334.80,332.82,339.11,330.33
329.53,326.22,332.32,320.11
330.79,310.24,331.00,304.56
306.53,290.61,308.00,285.53
291.66,289.48,303.31,286.51
298.88,303.33,305.14,295.02
303.21,304.96,305.94,297.00
297.22,315.53,316.00,297.22
318.50,313.20,323.59,308.66
309.45,301.91,310.00,292.55
302.99,307.79,311.46,297.55
306.17,307.20,309.29,296.81
307.31,308.45,311.50,303.61
311.43,308.54,312.30,306.00
305.71,298.76,312.48,298.47
302.26,301.58,307.44,297.40
298.00,314.76,314.85,297.38
315.00,314.32,318.33,310.00
313.03,315.94,321.06,308.68
315.81,305.96,316.26,305.45
311.14,304.46,312.69,295.10
305.09,306.11,307.83,298.38
310.28,316.28,316.31,308.67
315.00,317.45,322.21,311.25
318.05,327.65,327.65,317.74
326.86,331.79,331.79,320.88
332.39,328.55,336.89,327.50
329.86,325.46,330.00,324.79
326.82,338.06,338.66,326.40
336.94,339.08,341.25,333.12
340.50,337.63,341.19,332.11
335.53,331.14,335.95,327.70
330.79,330.24,332.30,323.71
328.01,330.58,332.97,327.28
328.93,331.96,332.34,327.06
333.00,326.85,333.49,326.76
325.04,320.11,327.69,305.79
320.11,323.64,328.46,318.85
321.50,324.89,324.99,317.51
326.42,329.14,331.51,323.20
330.99,338.74,339.01,329.32
338.99,333.42,339.41,332.73
335.34,333.49,336.72,332.83
333.31,335.92,338.79,333.05
333.17,335.27,335.72,331.50
335.00,338.85,339.54,334.97
339.24,341.01,341.52,339.03
341.83,334.37,342.89,332.10
336.27,336.16,337.24,331.41
336.16,333.94,339.00,332.80
334.12,321.97,334.82,319.84
323.00,331.72,331.83,322.69
330.51,324.28,331.04,323.53
320.77,330.59,331.65,320.77
328.51,325.20,330.94,323.06
325.35,329.41,330.47,324.33
326.22,319.89,327.83,319.50
320.84,320.84,323.70,314.53
325.15,329.99,331.15,323.58
332.90,337.40,338.16,330.00
339.00,332.12,339.00,331.36
331.28,331.49,334.77,329.21
331.66,332.13,333.12,328.17
333.11,332.66,334.50,329.61
335.50,338.70,339.48,334.82
338.83,339.79,340.86,338.03
337.75,337.22,338.82,335.20
339.00,343.11,343.87,338.51
342.04,340.86,343.40,339.87
339.58,338.33,341.77,338.32
331.15,326.87,331.78,324.52
327.34,326.96,330.97,324.65
320.50,321.12,325.61,318.05
313.47,307.78,316.18,307.78
312.50,302.20,313.29,301.59
304.65,291.69,304.76,285.03
295.50,296.20,302.40,286.06
297.00,280.14,298.90,279.46
280.51,291.44,295.13,273.47
276.86,284.18,286.49,276.86
287.67,277.84,289.90,273.06
271.48,285.49,289.73,268.52
283.22,278.75,287.50,278.28
285.82,288.02,289.17,281.74
287.03,283.20,290.53,282.92
283.86,282.08,284.85,275.80
283.88,273.40,285.89,271.47
273.52,263.47,276.17,259.06
262.89,267.05,268.32,260.47
264.83,268.53,270.44,261.80
264.74,261.01,266.77,258.73
261.50,264.00,264.11,251.63
262.53,264.69,271.77,260.00
263.56,256.24,264.77,252.85
250.75,248.12,251.81,243.80
240.72,248.40,253.21,240.03
249.46,249.93,257.58,248.64
242.95,244.04,246.25,240.55
247.49,251.19,251.36,241.61
255.34,258.72,258.75,254.40
263.51,266.32,266.62,258.70
267.18,259.42,267.60,259.01
258.65,261.83,262.77,255.52
265.95,263.62,266.38,261.97
262.34,257.42,264.88,257.22
254.08,258.78,259.26,250.20
260.00,259.32,263.14,256.66
261.75,261.49,263.72,259.65
261.33,254.09,261.60,254.09
256.59,265.27,265.33,253.74
265.24,268.12,269.79,264.07
268.29,264.24,268.40,262.92
264.88,263.13,267.73,261.40
261.70,269.76,272.07,260.92
268.46,260.13,268.96,259.45
261.30,257.13,261.80,253.66
257.73,255.08,262.20,252.40
257.94,261.94,262.16,256.42
261.77,261.44,263.66,260.68
257.98,251.47,259.47,250.44
251.47,250.20,255.50,246.76
249.12,247.09,250.45,241.85
248.00,251.34,252.90,244.81
250.59,256.49,258.02,250.26
255.30,263.10,263.97,254.76
262.26,254.26,263.94,253.85
252.50,255.48,259.19,249.21
256.99,252.08,257.88,251.57
250.80,256.61,256.81,247.00
259.02,254.94,262.40,253.68
254.92,260.81,263.86,254.88
260.37,268.31,268.79,257.58
269.47,270.65,274.68,268.52
268.56,269.64,272.95,267.04
270.82,285.80,285.86,270.69
285.50,280.70,287.77,279.13
284.00,277.35,284.00,274.83
278.89,272.70,279.50,271.80
272.68,275.91,276.65,270.19
278.11,281.19,281.83,276.50
283.55,281.62,283.55,279.19
282.57,280.61,282.68,277.62
279.82,284.97,286.35,278.90
283.82,279.53,284.49,277.72
280.28,279.43,281.80,277.80
280.63,287.55,287.86,279.59
288.86,288.34,289.71,283.34
287.50,285.95,289.50,285.01
285.91,281.40,286.00,278.96
281.72,277.49,281.72,276.13
277.00,275.27,281.60,272.46
273.43,267.95,274.89,265.78
268.69,270.94,271.22,264.64
269.35,265.75,270.56,265.45
265.06,258.03,265.06,257.36
259.07,259.19,260.45,256.03
256.52,255.28,259.33,252.00
256.20,261.90,263.93,256.00
264.85,264.05,265.06,258.83
264.77,256.10,264.80,255.78
256.43,251.73,257.74,248.90
250.71,253.90,256.36,250.71
256.40,261.67,262.12,255.45
261.46,259.17,262.86,258.14
257.84,262.77,263.77,257.80
261.19,258.90,264.00,256.68
259.88,264.18,265.15,259.53
264.50,266.03,268.25,263.67
268.05,272.04,272.57,266.91
273.00,275.03,275.90,272.53
275.03,273.69,275.06,271.80
274.80,276.19,276.19,272.44
278.40,279.77,281.15,277.50
278.95,281.18,282.10,277.41
281.05,286.28,286.29,281.05
284.28,281.77,285.63,277.93
282.12,286.07,286.81,278.60
282.34,278.76,282.65,277.30
279.89,278.53,279.89,276.51
276.23,273.58,279.51,273.36
270.47,267.60,271.23,266.20
265.53,264.43,269.98,263.92
263.44,262.49,266.17,259.70
264.98,262.49,265.56,261.81
261.18,262.00,262.54,258.19
262.00,256.37,262.99,256.34
259.32,258.70,262.62,258.44
259.05,254.79,259.50,252.65
255.89,256.56,261.94,253.11
259.66,262.10,262.19,257.41
252.00,249.04,256.35,248.83
246.63,241.49,249.21,240.30
246.96,250.66,250.98,245.39
252.50,256.05,257.25,251.84
256.83,257.34,257.88,253.01
257.59,262.75,263.47,256.53
262.00,260.39,262.00,257.94
258.14,266.24,266.58,258.14
267.00,267.84,268.86,264.84
267.09,271.13,271.90,266.87
271.50,270.56,273.10,270.34
271.79,272.56,274.48,271.61
273.95,267.80,274.81,267.61
270.05,268.47,270.50,267.08
268.77,272.53,273.64,268.77
272.01,273.49,274.22,271.06
273.29,269.99,274.53,269.15
270.50,276.54,277.09,268.06
279.06,280.25,282.10,277.84
281.00,280.90,282.35,278.78
280.42,282.26,282.74,278.81
279.18,280.28,282.10,278.22
280.25,287.03,287.50,280.25
287.46,287.68,288.32,283.82
287.67,289.44,289.77,284.87
289.87,294.07,296.84,289.87
294.78,294.69,299.00,288.62
293.88,297.92,298.30,292.88
299.01,296.15,299.49,295.42
298.27,297.29,299.10,295.71
297.94,294.18,298.62,293.15
294.15,294.56,295.96,293.15
293.87,288.81,294.41,288.01
289.13,291.91,292.69,288.08
290.98,292.52,292.85,289.00
293.95,295.21,296.23,292.63
294.57,291.09,294.96,290.80
290.73,290.90,291.71,288.68
290.90,291.66,292.88,289.38
289.86,290.31,291.87,289.15
291.85,296.01,296.67,291.84
297.32,296.18,298.07,295.45
296.89,286.23,299.25,285.32
287.00,282.87,289.09,278.90
283.17,285.14,287.84,282.55
286.00,283.87,286.64,282.16
283.47,283.29,285.83,282.06
282.39,280.89,283.41,279.71
280.62,281.44,282.25,278.60
281.50,280.61,282.80,279.46
281.06,284.09,285.48,280.82
284.09,286.10,287.15,283.69
286.64,288.03,288.61,283.87
284.62,278.63,285.93,278.63
277.00,287.11,287.80,276.63
284.76,282.62,285.01,279.59
284.00,285.93,289.45,283.77
285.62,290.15,290.92,284.20
288.11,291.63,292.26,287.70
293.00,291.52,294.91,290.41
294.42,295.70,297.00,293.00
296.25,297.53,298.46,291.43
299.29,300.08,300.29,296.41
300.08,298.18,301.80,298.01
296.18,294.53,297.17,293.45
292.10,297.48,297.62,292.10
297.33,295.08,298.45,292.85
294.39,285.87,295.31,285.16
285.74,289.46,290.53,283.72
289.51,290.00,290.09,285.34
289.35,288.26,291.25,286.80
289.56,290.80,292.57,288.17
287.50,284.16,288.00,283.56
284.32,284.10,285.42,281.38
287.02,288.07,289.40,286.73
283.55,277.00,284.43,275.00
277.06,270.13,278.35,269.80
268.00,271.11,272.91,267.61
274.11,266.08,274.11,265.88
265.58,265.72,267.91,262.55
269.45,269.43,271.21,268.38
270.11,267.48,270.11,267.21
267.24,270.04,271.17,267.01
270.05,267.77,270.05,267.00
267.52,266.41,269.28,265.95
267.57,265.18,267.90,264.37
266.03,265.31,268.75,263.52
268.05,265.47,270.29,265.12
263.90,260.49,263.92,257.49
260.96,256.68,261.00,256.45
257.29,259.09,260.06,254.55
258.35,254.33,258.72,254.30
255.02,246.87,256.29,246.71
246.98,251.70,254.49,246.87
256.48,261.17,262.03,255.62
259.49,261.62,265.00,258.27
282.00,284.99,289.00,276.07
289.63,289.78,294.36,284.80
287.90,288.00,289.00,282.61
288.40,293.09,293.35,286.20
292.22,291.33,292.56,287.24
289.45,286.51,291.71,286.38
287.51,288.52,289.10,283.75
288.81,284.72,289.47,283.73
285.97,286.71,287.20,284.38
287.31,281.36,288.20,279.03
274.97,283.74,284.07,274.23
285.00,284.46,285.62,281.28
284.40,279.99,284.40,279.48
279.45,280.31,282.67,277.99
281.92,274.07,282.00,273.89
275.31,269.49,275.41,268.66
268.79,270.46,272.83,267.61
273.74,271.93,275.39,270.47
