WLK,Westlake Chemical Corporation Common Stock,NASDAQ
94.45,93.74,94.88,93.27
94.38,93.88,95.09,91.60
94.00,95.18,95.98,91.02
95.58,95.74,97.56,93.90
96.27,95.67,97.09,94.63
96.58,97.84,99.24,96.26
97.00,96.41,97.35,95.80
96.90,98.26,99.56,96.82
98.17,97.71,98.69,95.85
97.31,98.05,98.30,96.89
99.17,99.09,99.69,97.96
99.86,99.30,101.14,99.14
99.47,100.21,101.00,98.76
99.73,99.78,100.00,98.72
100.68,100.60,101.60,99.76
100.60,100.75,100.78,99.79
101.06,101.17,101.66,100.30
101.52,100.41,101.90,99.01
100.99,100.62,101.28,99.62
100.60,99.02,100.80,98.70
98.87,100.31,100.47,98.82
100.37,99.94,100.94,99.78
100.73,100.39,101.14,99.38
100.90,98.73,101.43,98.39
98.59,99.85,100.63,98.58
99.53,99.17,100.38,98.42
98.92,99.43,99.74,98.03
101.00,105.54,107.12,99.57
105.87,104.02,105.98,103.87
105.45,104.84,106.34,104.08
104.56,103.84,104.58,103.09
103.53,103.25,104.47,103.02
102.78,101.18,102.78,100.07
100.81,100.08,101.45,99.48
100.99,100.91,101.86,99.69
101.64,101.04,102.32,99.76
100.85,101.12,101.78,100.48
101.31,103.60,104.47,101.04
103.75,103.77,104.38,102.92
102.14,101.51,103.12,99.72
101.03,100.60,102.58,99.82
100.03,98.56,101.17,98.37
98.37,99.87,100.56,98.37
99.70,100.11,100.87,98.80
100.50,102.69,103.50,100.44
102.92,102.90,103.20,101.41
103.84,103.31,104.92,102.84
102.34,100.23,102.82,100.17
100.30,101.45,102.46,100.30
101.21,102.10,102.93,100.73
102.29,101.18,102.66,100.81
102.58,102.31,104.12,101.38
102.27,103.23,103.77,101.30
103.06,104.72,104.85,103.06
105.00,105.21,105.36,102.68
106.00,106.71,107.62,105.36
107.50,106.82,107.79,106.26
104.90,103.26,105.32,101.14
102.95,102.39,103.73,101.65
102.45,103.28,104.07,101.30
104.41,104.77,105.48,103.51
104.85,104.61,105.39,104.10
104.79,105.21,106.18,103.46
105.79,106.42,107.01,105.55
106.26,104.44,106.72,104.10
104.15,102.86,104.15,102.28
103.07,102.73,103.81,102.04
102.98,103.70,104.09,102.05
104.44,106.16,106.31,104.44
105.85,104.75,106.03,104.52
103.92,104.66,105.19,103.74
105.95,107.60,108.41,105.66
107.60,108.12,108.16,105.77
108.00,107.86,108.00,105.30
107.80,107.74,108.11,106.91
106.94,107.55,108.91,106.14
107.37,104.95,107.97,104.68
105.41,105.06,107.32,103.49
106.92,107.95,108.40,106.55
107.74,108.20,108.48,107.42
107.35,108.45,108.60,107.09
107.98,108.49,109.27,107.50
109.13,109.34,110.82,108.12
109.04,110.77,111.67,109.04
111.60,111.03,111.60,110.46
111.11,110.87,111.51,109.79
111.22,110.76,112.74,109.88
110.39,110.87,111.44,109.49
110.87,110.65,111.27,109.76
111.43,110.56,111.55,107.72
110.74,108.01,110.80,106.92
108.31,107.98,108.31,106.63
107.97,107.53,109.44,106.91
107.24,107.42,108.62,107.03
107.50,106.57,108.09,106.24
106.70,108.40,108.86,106.59
107.71,107.50,108.28,106.42
108.34,108.84,110.04,107.78
112.01,110.17,114.40,109.98
110.50,114.19,115.47,110.50
114.43,114.47,114.69,112.85
114.46,112.71,114.65,112.53
112.16,115.55,115.66,111.88
115.81,115.80,116.15,114.61
116.11,116.46,116.46,114.99
116.95,116.27,117.38,115.81
116.04,114.63,116.04,113.90
114.77,114.05,115.13,113.52
114.38,114.81,115.58,113.99
114.96,115.70,115.99,114.60
115.51,112.72,115.51,111.88
112.84,113.32,114.43,112.64
113.99,113.74,115.19,113.10
114.03,112.58,114.26,112.36
113.67,115.08,117.98,113.17
114.44,114.50,115.49,113.73
114.09,113.94,114.85,111.78
113.66,112.90,113.97,112.33
113.70,114.91,115.86,113.70
115.22,115.59,116.08,114.29
115.57,114.47,116.72,114.31
114.32,111.76,114.68,111.26
111.72,112.20,112.97,111.02
112.60,112.77,113.50,112.26
113.09,114.20,114.81,113.09
114.69,114.85,115.00,112.95
114.80,116.50,116.61,113.77
116.01,115.13,116.28,114.38
115.54,117.00,117.63,115.11
117.94,116.98,118.21,116.81
117.23,118.54,118.82,117.23
118.61,118.30,118.93,117.25
119.47,120.64,121.43,119.38
120.64,121.03,121.18,119.38
121.31,122.07,122.16,121.04
121.12,120.26,121.55,119.30
120.33,120.07,120.46,119.45
120.16,118.38,120.16,118.08
118.49,119.29,119.61,118.39
119.46,119.43,119.93,118.26
119.82,119.68,120.50,118.70
120.00,121.69,122.74,120.00
121.40,119.81,123.49,119.56
120.34,122.67,123.09,120.34
122.79,124.14,124.54,122.54
123.76,123.37,124.22,122.86
122.69,122.10,123.51,120.26
123.74,122.96,124.63,122.12
123.32,122.67,123.32,120.87
121.34,119.52,121.34,116.44
117.94,115.32,118.04,115.18
115.79,115.96,117.13,114.01
116.40,117.90,118.99,116.40
117.41,117.83,119.50,116.76
119.40,121.59,122.29,118.88
120.08,121.54,124.39,120.08
121.12,118.15,122.17,117.38
119.28,118.84,120.49,117.82
117.71,118.20,118.75,116.20
118.81,121.26,121.39,118.81
122.53,123.78,124.07,121.69
123.49,124.09,124.49,122.62
123.63,125.37,126.34,123.63
125.49,125.50,127.15,125.15
123.63,126.84,127.40,123.63
127.15,129.27,129.47,126.44
130.50,130.30,131.74,129.27
129.40,129.14,130.75,128.58
130.50,131.49,131.98,126.00
133.16,131.84,133.34,131.58
132.12,131.93,133.99,131.92
131.15,130.65,131.77,130.09
131.25,132.88,133.68,130.77
132.09,132.29,133.33,131.75
134.58,133.33,135.84,132.82
131.72,133.92,134.30,131.72
135.75,135.05,136.40,134.05
134.91,135.98,136.44,134.44
136.48,137.46,138.82,135.55
138.31,136.44,138.33,136.00
136.15,136.87,137.11,135.04
136.74,135.47,138.00,135.14
134.76,134.54,135.13,133.52
135.03,132.92,135.45,132.66
132.75,133.09,133.95,132.67
133.59,133.90,135.40,133.34
134.20,135.16,135.77,134.20
67.62,66.88,67.80,66.32
66.59,67.55,67.58,66.31
67.74,66.97,68.25,66.96
67.33,66.56,67.87,65.84
67.04,66.32,67.56,66.30
66.99,65.25,67.10,65.21
65.03,64.39,65.52,63.25
64.58,65.43,65.65,64.42
66.09,66.18,66.51,65.52
66.45,67.10,67.16,66.45
67.29,68.19,68.23,66.98
68.26,68.17,68.85,67.86
68.90,67.44,69.31,66.75
67.27,64.56,67.27,64.22
64.62,64.52,65.60,64.12
64.53,65.70,65.99,64.41
65.77,63.79,65.89,63.54
63.25,62.56,64.00,62.48
63.05,62.36,63.73,62.05
62.52,63.23,63.33,61.71
63.96,65.03,65.30,63.62
65.16,65.25,65.74,64.72
65.51,65.55,65.94,64.99
65.78,66.67,66.92,65.49
66.88,66.08,67.19,65.79
66.57,65.77,66.75,64.99
65.54,64.94,65.54,64.63
65.27,64.19,65.78,63.46
68.00,70.53,73.38,67.83
70.40,71.20,71.48,69.98
71.07,70.86,71.13,70.41
70.90,70.86,71.47,70.42
71.10,75.21,76.58,71.01
75.29,76.73,77.51,74.73
76.81,77.01,77.64,76.50
76.85,75.64,77.15,75.07
75.53,74.75,75.78,74.10
75.11,75.53,75.97,75.11
75.83,74.79,75.92,74.73
74.76,74.49,75.10,74.29
74.40,74.03,74.64,72.84
74.25,75.45,75.51,73.39
75.36,76.22,77.29,75.07
76.23,76.71,77.35,75.81
76.95,76.90,77.69,76.51
77.01,76.58,77.33,76.52
76.72,77.00,77.18,76.37
77.55,77.02,78.00,76.56
79.21,79.14,79.64,78.11
79.85,81.24,81.46,78.92
81.31,80.85,81.51,80.48
80.71,81.10,81.41,80.45
80.74,80.89,81.74,80.62
80.75,81.20,81.92,80.38
81.70,81.24,81.90,80.53
81.48,82.33,82.35,81.19
82.11,81.93,82.47,81.78
81.79,82.14,82.18,81.24
81.96,82.15,82.32,81.51
82.14,82.19,83.17,81.96
82.22,82.41,82.77,81.50
82.16,82.38,82.73,81.74
82.30,82.83,83.16,82.11
83.22,83.75,83.79,82.76
83.75,84.36,84.54,83.64
84.42,84.77,84.91,84.23
84.70,84.59,84.85,84.08
84.50,83.53,85.01,83.50
83.24,83.05,84.29,82.83
83.00,83.05,83.17,82.37
82.77,83.56,83.70,82.77
83.57,83.76,84.18,83.37
84.15,84.88,85.40,83.91
84.77,85.10,85.58,84.45
85.30,85.66,85.94,85.30
85.66,85.00,85.77,84.89
84.71,84.22,84.99,83.25
84.71,85.38,85.41,84.23
84.13,84.36,84.81,83.38
84.57,85.64,85.67,83.70
86.05,84.65,86.13,84.22
85.00,84.47,85.54,84.04
84.79,84.54,85.05,84.05
84.55,84.75,84.98,84.01
85.03,86.38,86.75,84.79
86.20,86.95,87.34,86.15
87.07,88.60,88.76,86.96
88.77,89.68,89.75,88.66
89.91,89.78,90.00,89.46
89.90,91.25,91.80,89.00
91.25,91.58,91.97,90.87
91.42,90.00,91.42,89.77
90.58,89.46,90.80,89.11
89.00,87.39,89.15,87.05
86.91,87.74,87.94,86.88
87.74,89.27,89.42,87.34
85.59,85.53,87.00,84.03
85.54,87.53,88.16,85.29
87.70,87.07,88.48,86.65
87.52,87.76,87.89,86.85
88.08,87.78,89.20,87.74
87.81,87.47,88.19,87.17
87.70,88.92,89.17,87.30
89.26,89.04,89.48,88.75
89.30,89.17,89.64,88.53
91.03,91.78,92.35,90.81
92.03,92.94,93.02,92.03
92.76,93.37,93.49,92.52
93.73,94.00,94.01,93.09
93.64,93.56,93.77,93.01
94.53,94.97,95.36,94.20
95.00,94.92,95.51,94.50
95.29,95.63,95.69,94.64
95.34,96.09,96.40,94.99
96.22,97.13,97.16,96.08
97.25,97.96,98.35,96.97
98.43,97.80,98.44,97.08
97.65,96.63,98.23,96.44
96.65,97.24,97.29,96.27
96.80,96.19,97.22,96.01
96.23,94.67,96.47,94.53
94.64,95.23,95.51,94.09
94.68,94.85,95.14,94.04
94.66,93.23,94.82,92.91
93.11,93.36,93.36,91.88
93.15,93.73,94.29,92.87
94.15,93.88,94.78,93.47
94.32,94.52,94.99,94.26
94.81,95.29,95.54,94.37
95.21,93.18,95.21,93.13
93.08,91.85,93.52,91.83
91.91,92.13,92.44,90.67
92.12,90.13,92.27,90.05
90.32,91.25,91.75,90.03
90.23,90.24,90.98,89.29
90.18,86.59,90.44,86.53
86.23,83.43,86.23,82.75
83.02,82.88,83.35,79.94
83.57,81.85,83.73,81.84
82.04,82.22,82.72,81.85
81.91,80.22,82.15,80.18
80.11,81.77,81.82,77.83
82.23,79.31,82.55,79.24
79.29,75.45,79.29,75.39
75.68,70.84,76.85,70.79
71.39,69.93,72.12,68.17
68.42,69.91,70.03,66.32
68.38,70.73,71.99,68.35
71.83,73.04,75.18,71.82
73.07,73.58,74.07,72.85
74.36,76.79,77.93,74.16
77.83,75.30,78.00,75.18
75.93,75.68,76.62,73.00
75.28,74.28,75.28,72.38
73.12,69.20,73.12,68.15
69.98,69.87,70.88,69.54
70.00,70.00,70.80,69.29
69.80,70.16,70.92,69.38
70.36,70.55,71.02,69.39
70.85,71.04,72.30,70.41
70.00,66.21,70.00,64.51
66.60,67.33,68.12,65.38
66.84,67.92,68.22,65.97
68.10,68.52,69.64,68.10
68.46,67.92,69.65,67.79
67.57,67.45,67.80,66.80
67.34,67.71,68.35,67.25
67.65,66.72,67.92,66.12
66.86,67.73,67.76,66.22
67.30,66.75,67.30,66.21
67.25,69.63,69.74,67.25
69.69,69.32,70.30,68.77
69.02,70.74,70.99,68.81
72.23,71.40,73.42,71.06
71.39,69.93,71.40,69.63
70.38,70.35,71.16,69.85
70.27,69.09,70.34,68.93
66.86,63.60,67.02,62.30
63.13,62.86,64.00,62.04
63.07,62.37,63.69,62.20
62.37,63.98,64.50,62.14
63.73,64.49,64.62,63.57
64.50,64.04,65.33,63.83
63.70,61.23,63.89,60.77
60.54,61.49,61.75,60.09
60.85,58.59,60.85,58.06
58.21,58.04,60.08,57.82
57.54,54.35,57.54,54.35
55.10,53.67,55.37,53.65
53.64,54.90,56.63,53.43
55.28,57.76,58.09,55.28
59.21,60.12,61.55,58.70
60.50,61.50,61.86,60.00
61.25,60.26,61.53,59.74
60.27,62.00,62.05,60.09
61.61,61.81,61.87,60.65
61.81,61.73,61.81,60.99
61.64,62.02,62.47,61.55
61.90,61.92,62.14,61.09
61.54,61.09,61.87,60.05
61.18,61.69,62.09,61.07
61.06,58.99,61.06,58.68
59.15,57.70,59.50,57.09
57.90,58.22,58.72,57.46
58.91,60.67,61.18,58.61
60.82,60.04,61.18,59.05
59.56,57.83,59.56,57.37
58.03,56.38,58.58,55.81
54.89,55.91,56.05,54.15
56.18,55.20,57.10,55.14
55.39,57.49,57.66,55.30
57.45,56.68,57.49,55.65
56.76,58.62,58.69,56.34
59.06,58.84,59.38,57.93
58.50,58.31,58.77,57.59
57.45,58.38,58.40,57.26
57.53,58.50,59.20,57.02
58.39,55.50,58.39,55.10
56.00,56.30,56.83,55.03
55.59,57.31,58.43,55.48
57.77,59.86,59.98,57.77
61.25,63.25,63.92,61.20
62.32,62.15,62.64,61.30
62.99,65.25,66.25,62.82
65.75,65.36,66.18,64.66
65.18,65.56,66.51,64.82
65.85,65.03,66.08,64.53
64.54,63.64,64.54,63.14
64.08,65.00,65.18,63.83
65.50,66.58,66.87,65.35
66.09,67.44,67.84,65.22
66.79,66.44,67.15,65.88
65.21,67.39,67.64,64.59
68.00,68.78,69.02,67.16
67.84,69.78,70.05,67.70
68.94,70.71,71.10,68.00
71.00,69.85,72.06,69.80
69.13,67.37,69.75,67.13
67.72,66.76,68.09,66.71
66.76,67.38,67.47,65.33
67.38,67.27,67.91,66.46
67.54,67.56,67.64,65.98
67.66,68.84,68.92,67.54
68.47,67.21,68.66,66.77
67.43,67.92,68.80,67.27
66.96,66.25,66.96,65.30
66.07,66.09,67.30,65.77
66.53,66.73,67.28,65.89
66.37,65.78,66.67,64.90
65.52,66.24,66.31,64.65
65.70,65.35,65.86,64.00
65.40,68.17,68.84,64.41
67.47,67.02,67.85,66.47
67.60,67.70,68.32,67.42
67.50,67.31,68.40,67.27
67.13,67.13,67.62,66.19
67.78,67.62,68.47,67.25
68.27,70.63,70.65,67.70
71.50,71.14,71.93,69.67
71.73,72.49,72.72,71.05
71.67,71.94,72.28,70.43
72.35,71.67,72.50,70.95
71.13,70.55,72.16,70.34
70.90,73.67,74.26,70.70
74.25,73.53,74.68,73.12
73.33,74.39,74.43,73.33
74.14,76.30,76.39,73.94
76.31,75.48,76.62,74.90
75.71,74.47,75.95,74.22
74.86,75.86,75.86,74.48
75.96,78.59,78.83,75.89
78.25,77.40,78.25,76.91
77.13,76.43,77.57,76.29
76.47,76.11,76.79,75.42
76.20,75.71,76.31,74.93
75.68,75.87,76.14,75.01
76.22,75.97,76.82,75.58
76.72,77.05,78.13,76.53
77.47,78.21,78.59,76.93
77.77,78.43,78.46,76.96
78.20,78.25,79.20,77.04
78.35,77.98,79.25,77.81
78.07,77.71,78.89,77.50
77.51,74.38,77.59,74.02
75.08,70.50,76.30,68.85
71.67,71.45,72.77,69.28
71.30,69.85,71.30,68.67
70.17,70.41,71.02,69.61
70.44,69.97,71.09,69.51
70.02,69.13,70.02,68.68
69.47,69.92,70.49,68.99
70.10,69.54,70.47,69.26
69.33,69.83,69.97,68.39
69.78,70.79,70.98,68.76
70.64,70.68,71.32,70.11
71.10,71.49,71.89,70.64
71.85,72.25,72.86,71.53
71.98,72.00,72.16,71.57
71.28,70.13,71.48,69.56
69.78,70.02,70.37,69.59
69.57,70.70,70.74,69.03
70.63,70.51,71.01,70.14
70.73,70.71,71.48,69.70
70.77,72.46,72.90,70.77
72.69,72.65,74.10,72.39
71.80,70.77,71.81,70.55
70.29,70.96,71.56,69.91
70.81,70.26,71.47,70.22
70.66,70.71,71.66,70.32
71.46,72.23,72.58,71.41
72.23,72.28,72.93,71.83
71.53,72.03,72.15,71.15
71.00,71.57,71.69,70.58
71.45,72.16,72.47,71.24
72.60,71.52,72.82,70.49
71.87,72.33,72.61,71.07
72.07,71.85,72.44,71.74
72.27,72.94,72.94,71.80
73.01,72.54,73.05,72.13
72.12,71.64,72.76,71.53
71.93,71.54,71.96,71.34
71.58,70.65,71.64,70.33
69.66,67.98,69.89,67.92
68.69,68.59,69.57,68.28
69.05,66.69,69.17,66.56
67.16,66.33,67.23,66.05
65.44,64.31,65.62,64.20
64.20,64.03,64.27,61.65
63.42,63.29,63.83,63.08
64.72,64.41,65.34,64.19
65.46,65.39,65.75,64.11
65.92,65.33,66.00,65.02
64.88,66.46,66.56,64.69
66.75,65.88,66.89,65.64
66.40,65.96,66.54,65.67
65.75,64.71,65.80,64.39
64.56,62.95,64.56,62.76
62.86,63.28,64.55,62.86
63.02,62.76,63.46,62.54
63.48,62.59,63.48,62.20
62.25,60.63,62.31,59.86
59.99,59.82,60.87,59.14
60.08,62.00,62.39,59.52
62.30,63.18,64.19,61.73
62.94,63.30,63.49,62.18
63.24,62.47,63.87,62.20
62.20,61.84,62.84,61.37
63.91,65.55,67.84,63.91
66.34,66.21,67.24,65.83
66.16,65.46,67.19,65.35
65.27,62.96,65.91,62.91
62.10,64.42,64.75,62.00
63.29,61.91,63.47,61.23
61.54,62.90,63.22,60.85
63.13,61.35,63.13,61.29
61.59,60.34,62.01,59.85
60.04,60.33,60.39,58.96
60.22,58.61,60.28,58.24
58.12,57.62,58.55,56.46
57.57,56.47,57.96,56.20
55.90,54.69,55.90,54.67
50.01,52.32,54.94,50.01
54.22,51.05,54.22,51.05
51.56,52.60,52.96,51.56
53.81,54.62,55.50,53.37
54.45,54.74,56.08,54.01
54.19,55.23,55.71,53.31
53.29,51.97,54.11,51.74
52.55,51.84,52.85,50.97
51.78,51.60,53.06,51.12
51.08,50.66,51.32,50.56
51.16,51.58,51.81,50.67
52.64,52.27,53.79,52.12
52.46,51.40,53.10,51.21
51.03,51.28,51.59,50.24
51.28,50.61,51.34,50.17
50.57,50.52,51.35,50.45
51.00,52.69,53.22,50.79
50.47,51.50,52.66,50.47
50.81,52.11,52.39,50.50
53.10,55.70,55.76,52.44
54.00,54.70,55.64,53.86
54.61,52.13,54.76,52.10
51.30,52.64,52.86,50.70
53.44,52.97,53.74,52.47
52.20,49.82,52.31,49.66
49.84,49.97,50.77,49.26
50.77,51.89,52.11,50.40
51.90,52.90,53.39,51.30
52.31,54.20,54.21,51.76
55.02,55.78,56.38,55.02
55.73,57.67,58.58,55.70
57.98,59.08,59.67,57.65
59.38,60.77,61.12,58.88
61.05,59.61,61.53,59.35
59.79,58.79,59.83,58.18
57.98,58.92,59.78,57.30
58.77,59.55,59.87,58.48
59.50,59.66,59.74,58.13
59.86,59.94,60.12,58.88
59.19,58.83,60.26,58.57
58.82,59.31,60.34,58.39
59.45,58.16,59.92,58.09
58.84,60.76,60.92,58.76
60.90,59.94,61.17,59.61
59.87,59.45,60.00,59.14
58.07,57.01,58.63,56.33
57.10,59.55,59.72,56.82
59.05,59.66,60.31,59.05
59.98,60.27,60.69,58.55
60.13,60.29,60.77,59.52
60.29,62.09,63.51,58.84
62.25,61.25,63.56,61.15
60.37,60.18,60.92,59.11
59.81,61.23,61.41,59.43
61.19,60.61,62.32,59.60
60.36,60.58,60.86,59.35
60.76,59.48,60.95,59.43
60.19,57.40,60.28,57.34
57.45,57.61,58.07,56.54
57.44,59.14,59.26,57.44
59.13,59.05,59.94,58.44
59.83,59.95,60.04,58.91
59.93,59.77,60.95,58.91
60.03,59.20,61.21,59.04
59.13,59.18,60.32,58.66
59.75,60.55,60.82,59.08
60.22,60.03,60.95,59.95
59.89,59.77,60.05,59.03
59.93,60.05,60.57,59.85
60.48,60.60,60.65,59.74
60.42,58.79,60.53,58.60
59.16,58.50,59.82,58.01
58.04,58.27,58.93,57.11
57.49,56.09,57.69,55.51
55.24,54.79,56.02,53.84
55.31,56.20,57.39,55.15
55.75,55.28,56.22,54.97
54.18,54.05,54.55,53.72
53.88,52.86,53.88,51.97
53.71,54.02,54.21,53.13
54.45,55.01,55.44,54.18
54.76,53.69,55.20,53.38
53.75,53.34,54.49,53.28
53.76,53.49,54.51,52.90
53.80,54.06,54.21,53.46
54.71,56.85,56.89,54.71
56.40,55.60,57.02,55.50
55.04,54.74,55.36,54.18
55.50,55.66,55.80,54.79
55.11,54.81,55.38,54.65
54.45,54.32,55.34,54.00
53.93,53.60,54.07,52.16
53.60,53.15,53.99,52.28
51.81,50.55,51.87,50.03
49.08,48.26,49.33,47.80
48.84,47.28,48.87,47.24
47.54,45.16,47.54,44.49
46.13,45.76,46.53,44.32
46.46,43.97,46.46,43.45
44.14,45.33,45.68,42.90
41.34,44.54,44.97,41.34
44.98,43.11,45.43,42.35
41.94,42.16,42.69,40.44
42.30,43.40,43.94,41.56
44.93,45.76,46.25,44.68
44.98,43.78,45.44,43.38
44.18,45.54,45.57,43.81
44.98,45.31,46.65,43.43
46.66,46.57,47.67,46.28
46.91,45.48,47.23,43.20
45.07,45.23,45.93,44.13
45.23,43.80,45.24,43.43
44.77,44.93,44.97,42.42
45.21,46.23,47.02,44.89
45.72,46.07,46.77,45.20
45.07,43.55,45.85,42.45
42.95,43.50,44.24,42.13
43.49,42.38,44.27,42.17
41.69,42.30,43.01,41.26
43.48,43.86,44.14,42.23
44.45,43.58,45.03,42.81
43.52,44.16,44.84,42.68
44.70,44.43,44.95,43.89
44.18,42.80,44.18,42.48
43.52,45.01,45.01,43.36
42.38,41.01,43.81,40.42
39.92,41.88,41.88,39.90
41.92,43.28,43.62,41.11
44.16,43.97,44.51,43.60
44.15,43.12,44.65,43.03
43.88,44.82,44.82,42.96
44.59,45.75,45.86,44.22
45.60,45.71,46.49,45.32
45.90,45.19,46.31,44.50
45.25,45.56,46.15,44.88
45.00,42.87,45.29,42.49
43.83,44.33,44.48,43.18
44.05,44.92,45.21,43.57
45.59,46.74,47.27,45.33
45.88,45.77,46.34,45.02
45.00,44.84,45.09,44.03
45.12,46.50,46.61,44.80
46.76,48.39,48.71,46.76
48.65,48.35,49.58,47.80
47.89,47.60,48.59,46.85
47.16,47.42,47.83,46.70
47.42,46.82,47.42,46.50
45.47,46.38,46.53,45.47
46.75,46.51,46.86,45.73
46.00,46.38,46.56,45.27
46.85,46.92,47.59,46.57
46.89,46.30,47.14,46.12
45.53,47.54,47.60,45.06
47.49,44.99,47.49,44.99
44.51,44.29,44.82,43.97
44.54,45.19,45.28,43.82
44.67,43.68,45.01,43.51
44.67,44.42,45.43,44.30
44.67,44.38,45.38,44.10
44.80,45.92,46.31,44.45
46.47,46.74,46.99,46.24
47.00,46.65,47.00,46.49
46.65,46.94,47.20,45.99
46.04,47.63,47.70,45.80
48.04,49.33,49.56,47.70
49.24,48.93,49.40,48.30
49.27,51.55,52.82,49.00
51.72,51.77,52.55,51.00
51.48,50.82,52.05,50.56
51.18,51.55,51.75,50.64
51.81,52.22,52.39,51.18
51.77,50.69,52.53,50.50
50.90,50.19,51.23,49.59
50.42,50.19,50.66,49.06
48.57,48.95,49.71,47.69
48.65,48.33,50.58,48.25
49.16,46.88,49.25,46.82
46.80,47.34,47.57,46.52
46.93,45.63,47.34,45.58
45.56,45.89,46.18,44.86
45.84,45.79,46.21,45.09
46.57,45.01,46.97,44.95
44.88,43.76,45.13,43.63
43.98,44.44,44.80,43.91
44.45,45.43,46.07,44.21
44.89,42.73,44.96,42.60
42.35,43.35,43.41,41.67
43.42,43.42,44.09,43.17
43.31,43.11,44.08,42.96
43.42,43.21,43.59,42.69
43.79,44.32,44.84,43.54
44.62,43.82,44.75,43.45
43.57,44.14,44.18,43.24
44.17,44.13,44.61,43.79
43.90,45.40,45.45,43.50
44.91,45.06,45.09,44.20
45.29,44.91,45.29,43.87
45.46,45.64,45.79,44.98
45.68,46.27,46.43,45.28
46.74,46.41,47.60,46.21
45.86,45.06,45.86,45.04
45.81,46.40,47.47,44.26
45.97,44.89,46.81,44.85
44.67,43.65,45.85,43.21
44.20,43.39,44.54,43.36
42.82,43.46,43.58,42.21
43.61,43.80,44.29,43.32
44.50,43.86,44.91,43.73
43.87,43.48,44.11,43.12
43.91,43.59,44.09,43.51
44.18,44.72,44.77,43.73
43.00,42.48,43.39,42.17
41.53,39.88,41.67,39.68
40.98,40.51,41.21,39.48
41.35,42.09,42.20,40.59
42.04,42.92,42.94,41.53
42.84,43.35,44.12,42.80
42.70,41.46,43.02,40.92
40.66,41.21,41.29,40.25
41.55,41.83,42.19,41.15
42.56,43.49,43.73,42.56
43.76,43.64,44.37,43.37
44.22,44.65,44.92,44.11
44.72,45.15,45.19,44.55
45.53,45.39,45.70,45.02
45.46,45.30,45.54,45.09
44.88,45.16,45.24,44.28
44.97,45.08,45.11,44.64
44.99,46.50,46.53,44.80
46.34,46.60,47.82,46.34
45.09,45.36,45.84,44.86
45.12,45.43,45.45,44.65
45.52,45.75,46.08,45.01
45.84,45.77,46.06,45.27
45.87,46.65,46.76,45.56
46.38,45.74,46.38,44.08
45.55,44.99,45.73,44.59
45.05,43.92,45.27,43.65
43.75,45.35,45.42,43.51
45.16,45.79,46.14,44.82
46.05,46.30,46.75,45.77
46.44,47.98,48.08,46.35
48.14,47.81,48.36,47.21
47.90,47.53,48.23,47.26
47.76,48.89,49.03,47.66
48.72,48.42,49.60,48.19
48.78,49.43,49.59,48.65
49.66,48.74,49.68,48.73
48.50,48.18,48.83,47.55
48.36,49.70,49.72,48.18
49.58,50.91,51.07,49.51
50.50,50.64,50.77,50.09
51.77,51.98,53.63,51.55
51.93,50.67,52.00,50.40
50.66,51.54,51.55,50.66
51.86,51.24,52.40,50.82
50.95,51.27,51.59,50.15
51.44,52.36,52.49,51.16
51.93,51.82,52.95,51.47
51.91,51.59,52.15,50.90
51.97,52.59,52.69,51.90
52.77,52.56,52.95,51.76
52.36,52.13,52.67,51.51
52.24,51.95,52.93,51.78
50.85,50.53,52.12,50.44
50.22,50.44,50.76,49.36
49.82,48.74,50.09,48.30
48.86,48.75,49.21,48.13
48.95,50.12,50.44,48.95
49.28,50.20,50.42,49.22
50.69,50.58,51.19,50.21
50.70,49.32,50.87,49.24
49.79,50.38,50.49,48.98
51.02,50.67,51.10,49.97
50.58,50.30,51.93,50.18
50.25,49.59,50.50,49.54
49.28,50.41,50.45,49.01
50.69,51.38,51.47,49.70
51.54,52.74,53.10,51.24
53.38,53.50,53.99,53.12
53.51,52.95,53.57,52.75
53.20,52.25,53.44,52.09
52.87,53.84,54.29,52.63
53.68,54.84,55.29,53.68
55.07,53.97,55.61,53.62
54.61,54.82,56.18,54.61
54.50,54.54,54.77,54.03
54.42,53.72,54.63,53.71
53.16,53.22,53.47,52.44
53.34,52.35,53.87,52.34
52.26,52.86,52.87,52.19
53.80,53.30,54.08,53.27
53.55,53.43,53.55,52.88
52.89,53.22,53.66,52.89
52.86,52.32,52.86,52.12
52.63,52.49,52.94,52.28
52.58,51.50,52.70,51.48
51.01,51.26,51.60,50.67
51.61,51.24,51.68,50.96
51.37,51.66,52.44,51.12
51.55,51.79,51.98,51.40
52.21,51.01,52.21,50.55
50.90,50.38,51.30,49.66
50.38,49.84,50.97,49.77
49.63,50.22,50.71,49.21
51.39,51.77,52.21,51.29
50.30,51.01,51.62,48.92
50.99,53.16,53.66,50.67
53.48,54.25,54.71,53.09
54.11,53.05,54.41,52.45
53.05,53.78,54.05,52.56
53.63,54.66,54.69,52.72
54.20,54.40,54.92,54.12
54.65,53.20,55.03,53.12
53.24,52.83,53.45,52.57
53.98,55.84,56.04,53.65
56.45,55.72,56.45,55.00
55.25,55.26,55.55,54.84
55.16,55.57,55.99,55.02
55.61,55.22,56.39,55.11
54.70,54.41,54.81,54.11
56.42,59.17,59.48,56.42
59.97,58.71,61.53,58.60
58.61,57.40,58.92,57.11
57.90,57.61,58.77,57.39
