HOV,Hovnanian Enterprises,NASDAQ
5.88,5.59,5.98,5.42
5.40,5.36,5.51,5.18
5.53,5.43,5.67,5.40
5.50,5.53,5.69,5.45
5.61,5.73,5.75,5.58
5.72,5.61,5.75,5.61
5.67,5.68,5.76,5.64
5.73,5.63,5.76,5.62
5.61,5.52,5.62,5.51
5.59,5.37,5.61,5.30
5.38,5.28,5.47,5.26
5.33,5.50,5.58,5.31
5.52,5.46,5.58,5.38
5.60,5.77,5.80,5.60
5.82,5.83,5.92,5.76
5.86,5.74,5.89,5.70
5.72,5.72,5.88,5.65
5.70,5.77,5.84,5.62
5.78,5.75,5.83,5.72
5.72,5.77,5.82,5.70
5.76,5.66,5.83,5.61
5.68,5.68,5.77,5.57
5.72,5.54,5.73,5.51
5.49,5.31,5.49,5.29
5.28,5.35,5.44,5.26
5.34,5.20,5.42,5.20
5.26,5.21,5.28,5.11
5.20,5.35,5.44,5.15
5.39,5.41,5.47,5.33
5.43,5.51,5.54,5.35
5.51,5.47,5.51,5.41
5.45,5.32,5.45,5.28
5.29,5.23,5.30,5.17
5.29,5.22,5.33,5.20
5.20,5.24,5.28,5.18
5.20,5.31,5.35,5.19
5.31,5.19,5.34,5.17
5.36,5.19,5.38,5.16
5.15,5.32,5.40,5.00
5.32,5.28,5.49,5.25
5.31,5.06,5.36,5.01
5.09,5.28,5.28,5.08
5.24,5.35,5.39,5.19
5.35,5.41,5.50,5.35
5.41,5.22,5.42,5.19
5.21,5.28,5.37,5.15
5.18,5.24,5.25,5.08
5.22,5.17,5.23,5.12
5.15,5.24,5.30,5.15
5.24,5.15,5.25,5.12
5.19,5.11,5.26,5.09
5.10,5.07,5.16,5.04
5.08,5.03,5.10,4.96
5.11,5.04,5.14,5.00
5.03,5.15,5.25,4.99
5.19,5.08,5.21,5.01
5.06,5.18,5.20,5.03
5.20,5.25,5.34,5.18
5.26,5.31,5.37,5.16
5.37,5.24,5.44,5.18
5.21,5.25,5.28,5.20
5.24,5.53,5.53,5.13
5.55,5.46,5.59,5.41
5.46,5.26,5.46,5.25
5.22,5.18,5.25,5.12
5.22,5.20,5.37,5.15
5.22,5.27,5.41,5.14
5.29,5.29,5.32,5.18
5.25,5.16,5.33,5.15
5.08,5.23,5.29,5.08
5.22,5.24,5.29,5.21
5.20,5.28,5.34,5.20
5.27,5.15,5.32,5.15
5.14,5.07,5.17,5.05
5.04,5.04,5.13,5.02
5.05,4.94,5.10,4.91
4.99,4.93,5.03,4.83
5.01,4.99,5.06,4.96
4.99,5.09,5.12,4.98
5.05,5.04,5.08,4.95
5.04,5.00,5.05,4.95
5.03,5.08,5.10,4.97
5.02,5.24,5.26,5.02
5.28,5.23,5.30,5.18
5.22,5.07,5.28,5.05
5.10,5.18,5.22,5.08
5.13,5.24,5.29,5.13
5.28,5.37,5.46,5.26
5.43,5.36,5.45,5.35
5.36,5.26,5.41,5.25
5.27,5.33,5.34,5.24
5.31,5.22,5.33,5.18
5.20,5.06,5.22,5.06
5.06,5.03,5.10,4.99
5.07,5.05,5.13,5.02
5.01,4.97,5.07,4.94
5.00,4.97,5.06,4.96
5.04,4.96,5.11,4.95
4.93,4.95,4.98,4.87
4.92,4.86,4.95,4.86
4.87,4.92,4.95,4.81
4.88,4.87,4.96,4.82
4.88,4.98,5.02,4.86
4.98,4.94,5.03,4.93
4.96,4.87,5.01,4.85
4.87,4.80,4.91,4.79
4.83,4.83,4.94,4.78
4.84,5.02,5.04,4.77
5.00,4.90,5.03,4.90
4.92,4.82,4.92,4.81
4.85,5.00,5.00,4.83
5.00,5.07,5.09,4.93
5.08,5.13,5.15,5.05
5.14,5.04,5.18,5.02
5.00,4.97,5.06,4.93
4.94,4.97,5.07,4.92
4.96,4.94,5.01,4.91
4.99,4.95,5.03,4.95
4.96,5.11,5.13,4.96
5.12,5.15,5.20,5.10
5.15,4.99,5.16,4.96
5.15,5.28,5.28,5.07
5.33,5.37,5.42,5.22
5.42,5.43,5.55,5.39
5.39,5.49,5.52,5.32
5.55,5.71,5.78,5.52
5.67,5.64,5.72,5.60
5.68,5.85,5.85,5.66
5.90,6.17,6.19,5.89
6.15,6.23,6.40,6.08
6.27,6.31,6.43,6.22
6.35,6.40,6.43,6.26
6.43,6.44,6.47,6.35
6.45,6.62,6.67,6.40
6.62,6.60,6.62,6.46
6.60,6.63,6.80,6.58
6.64,6.39,6.68,6.29
6.43,6.06,6.45,6.01
6.07,6.20,6.26,6.06
6.23,6.20,6.29,6.11
6.24,6.25,6.35,6.22
6.25,6.14,6.25,6.10
6.15,6.17,6.24,6.14
6.15,6.12,6.20,6.12
6.12,6.09,6.18,5.97
6.09,5.98,6.09,5.94
6.00,6.01,6.04,5.81
6.00,6.11,6.16,5.97
6.08,6.12,6.16,6.02
6.11,5.83,6.11,5.82
5.85,5.73,5.95,5.54
5.78,5.93,5.99,5.76
5.88,6.05,6.08,5.80
6.10,5.88,6.14,5.87
5.77,6.03,6.12,5.72
5.99,5.86,6.02,5.77
5.86,5.81,5.99,5.80
5.81,5.73,5.88,5.67
5.73,5.86,5.91,5.73
5.89,5.91,5.94,5.82
5.88,5.84,5.95,5.82
5.87,5.81,5.87,5.76
5.83,5.75,5.85,5.72
5.69,5.81,5.84,5.65
5.83,5.89,5.91,5.76
5.88,5.80,5.90,5.70
5.77,5.72,5.87,5.71
5.72,5.76,5.81,5.66
5.76,5.88,5.92,5.75
5.87,5.74,5.92,5.70
5.74,5.83,5.84,5.70
5.81,6.14,6.18,5.73
6.13,6.18,6.19,6.05
6.19,6.07,6.20,6.03
5.98,6.01,6.05,5.89
6.06,6.07,6.12,5.97
5.74,5.44,5.89,5.38
5.45,5.22,5.46,5.20
5.25,5.08,5.25,5.05
5.09,4.95,5.12,4.93
4.95,4.93,5.09,4.86
4.92,4.90,4.97,4.84
4.91,4.78,4.94,4.76
4.80,4.83,4.87,4.76
4.84,4.73,4.93,4.72
4.75,4.93,4.96,4.75
5.13,4.98,5.14,4.91
5.02,4.86,5.04,4.82
4.89,4.81,4.89,4.76
4.82,4.76,4.85,4.67
4.78,4.70,4.84,4.70
4.72,4.61,4.77,4.57
4.69,4.68,4.72,4.56
4.66,4.78,4.82,4.66
4.82,4.73,4.84,4.72
4.73,4.80,4.85,4.72
4.83,4.86,4.87,4.77
4.86,4.76,4.89,4.73
4.81,4.85,4.95,4.80
4.85,4.73,4.85,4.68
4.73,4.79,4.84,4.66
4.79,4.79,4.85,4.66
4.79,4.75,4.88,4.71
4.71,4.62,4.78,4.57
4.65,4.55,4.72,4.50
4.54,4.50,4.62,4.36
4.53,4.48,4.57,4.45
4.47,4.46,4.51,4.44
4.48,4.56,4.56,4.43
4.59,4.57,4.63,4.55
4.55,4.47,4.56,4.45
4.50,4.57,4.59,4.44
4.54,4.42,4.58,4.42
4.43,4.46,4.58,4.38
4.45,4.48,4.49,4.42
4.47,4.46,4.50,4.42
4.45,4.54,4.55,4.41
4.54,4.60,4.65,4.52
4.57,4.58,4.64,4.51
4.56,4.47,4.58,4.47
4.51,4.43,4.51,4.40
4.45,4.41,4.54,4.40
4.41,4.48,4.50,4.39
4.50,4.61,4.64,4.50
4.62,4.61,4.70,4.59
4.63,4.51,4.64,4.49
4.47,4.47,4.51,4.40
4.53,4.53,4.55,4.48
4.53,4.43,4.54,4.41
4.41,4.43,4.47,4.37
4.44,4.41,4.49,4.40
4.43,4.58,4.58,4.41
4.59,4.72,4.73,4.57
4.76,4.65,4.82,4.63
4.72,4.75,4.77,4.70
4.76,4.75,4.82,4.71
4.75,4.69,4.77,4.67
4.68,4.63,4.69,4.57
4.61,4.58,4.64,4.55
4.44,4.48,4.62,4.39
4.46,4.45,4.52,4.41
4.47,4.55,4.59,4.45
4.56,4.57,4.63,4.54
4.55,4.58,4.59,4.53
4.57,4.46,4.57,4.44
4.45,4.45,4.49,4.41
4.45,4.41,4.46,4.39
4.40,4.40,4.49,4.39
4.38,4.42,4.48,4.35
4.45,4.44,4.46,4.37
4.45,4.43,4.51,4.41
4.42,4.45,4.46,4.38
4.43,4.47,4.53,4.42
4.46,4.54,4.67,4.46
4.54,4.91,4.92,4.48
4.90,5.01,5.12,4.79
5.03,5.30,5.30,4.97
5.28,5.15,5.31,5.05
5.14,5.11,5.20,5.09
5.10,4.96,5.12,4.94
5.01,4.94,5.03,4.92
4.92,4.78,4.93,4.76
4.75,4.76,4.82,4.72
4.76,4.73,4.83,4.70
4.69,4.62,4.73,4.62
4.62,4.53,4.65,4.51
4.55,4.50,4.57,4.47
4.50,4.46,4.57,4.45
4.48,4.60,4.63,4.46
4.56,4.42,4.57,4.41
4.49,4.45,4.51,4.42
4.45,4.43,4.50,4.41
4.46,4.59,4.62,4.45
4.59,4.63,4.75,4.55
4.61,4.46,4.68,4.42
4.44,4.42,4.45,4.39
4.43,4.29,4.44,4.28
4.23,4.25,4.29,4.12
4.24,4.13,4.24,4.04
4.07,4.00,4.09,3.96
4.00,3.86,4.04,3.85
3.91,3.92,3.96,3.83
3.91,3.78,3.95,3.75
3.79,3.86,3.99,3.78
3.89,3.84,3.91,3.80
3.83,3.95,3.95,3.80
3.97,4.02,4.04,3.96
3.98,3.92,4.05,3.90
3.93,3.91,3.96,3.86
3.93,3.97,3.99,3.91
4.01,3.97,4.05,3.93
4.01,4.22,4.23,4.00
4.27,4.28,4.40,4.27
4.27,4.32,4.38,4.22
4.34,4.28,4.37,4.28
4.27,4.27,4.31,4.22
4.30,4.22,4.32,4.19
4.22,4.22,4.23,4.13
4.21,4.21,4.24,4.15
4.19,4.18,4.23,4.14
4.17,4.20,4.24,4.17
4.21,4.30,4.30,4.18
4.31,4.20,4.31,4.16
4.30,4.25,4.35,4.17
4.27,4.28,4.32,4.25
4.28,4.35,4.36,4.27
4.33,4.24,4.34,4.15
4.22,4.23,4.29,4.17
4.19,4.20,4.26,4.18
4.19,4.09,4.21,4.09
4.08,4.01,4.09,4.00
4.01,3.95,4.03,3.92
3.99,4.10,4.19,3.98
4.12,4.02,4.12,4.02
4.02,3.94,4.06,3.93
3.95,3.80,3.95,3.79
3.79,3.82,3.88,3.76
3.78,3.80,3.84,3.75
3.81,3.80,3.88,3.73
3.80,3.87,3.88,3.77
3.84,3.82,3.91,3.81
3.82,3.67,3.83,3.67
3.67,3.60,3.71,3.55
3.60,3.69,3.73,3.58
3.74,3.78,3.84,3.73
3.79,3.70,3.84,3.70
3.68,3.61,3.73,3.59
3.61,3.58,3.66,3.55
3.57,3.49,3.62,3.43
3.47,3.30,3.60,3.26
3.46,3.10,3.48,3.09
3.18,3.28,3.30,3.06
3.27,3.43,3.45,3.18
3.35,3.50,3.54,3.34
3.62,3.71,3.78,3.56
3.70,3.78,3.84,3.70
3.81,3.81,3.87,3.75
3.86,3.80,3.91,3.78
3.83,3.80,3.90,3.80
3.80,3.86,3.87,3.74
3.82,3.79,3.86,3.75
3.79,3.87,3.92,3.77
3.87,3.79,3.88,3.76
3.78,3.78,3.82,3.73
3.81,3.76,3.84,3.74
3.78,3.81,3.82,3.74
3.81,3.76,3.81,3.74
3.75,3.70,3.77,3.65
3.68,3.74,3.79,3.66
3.75,3.77,3.82,3.70
3.83,3.95,4.09,3.83
3.97,4.22,4.26,3.94
4.22,4.15,4.28,4.12
4.17,4.15,4.25,4.11
4.14,4.17,4.21,4.12
4.16,4.15,4.22,4.13
4.15,4.11,4.24,4.11
4.11,4.13,4.20,4.07
4.13,4.26,4.31,4.09
4.34,4.26,4.35,4.24
4.27,4.32,4.32,4.26
4.32,4.31,4.42,4.31
4.32,4.38,4.39,4.28
4.38,4.30,4.38,4.30
4.25,4.11,4.26,4.10
4.14,4.13,4.20,4.10
4.14,4.08,4.20,4.07
4.07,3.99,4.10,3.94
3.96,4.08,4.11,3.96
4.09,3.90,4.09,3.87
3.86,3.90,3.94,3.77
4.05,4.11,4.28,4.00
4.16,4.29,4.30,4.12
4.11,4.31,4.32,4.03
4.30,4.02,4.31,3.98
3.95,3.78,3.97,3.76
3.80,3.91,3.97,3.76
3.98,4.04,4.08,3.91
4.02,4.11,4.14,3.98
4.12,4.11,4.21,4.05
4.10,4.02,4.19,4.02
4.02,4.02,4.09,4.00
4.02,4.02,4.07,3.99
4.02,3.97,4.10,3.96
3.97,4.01,4.07,3.96
4.01,4.13,4.20,4.00
4.18,4.22,4.27,4.05
4.21,4.09,4.26,4.08
4.12,3.86,4.16,3.85
3.90,3.97,4.05,3.90
4.05,3.99,4.12,3.99
4.00,3.98,4.11,3.97
4.00,4.08,4.16,3.97
4.14,3.93,4.20,3.88
3.87,3.80,3.99,3.75
3.83,3.42,3.83,3.40
3.42,3.60,3.62,3.35
3.54,3.35,3.55,3.33
3.35,3.32,3.46,3.25
3.39,3.41,3.44,3.32
3.42,3.36,3.44,3.32
3.41,3.48,3.50,3.36
3.45,3.47,3.50,3.38
3.50,3.36,3.51,3.36
3.38,3.43,3.45,3.34
3.39,3.44,3.45,3.36
3.46,3.37,3.47,3.37
3.37,3.42,3.45,3.34
3.42,3.50,3.55,3.40
3.49,3.51,3.58,3.45
3.51,3.59,3.60,3.51
3.58,3.67,3.71,3.58
3.71,3.68,3.74,3.56
3.70,3.62,3.71,3.55
3.59,3.71,3.71,3.59
3.71,3.71,3.77,3.66
3.68,3.71,3.72,3.65
3.70,3.66,3.71,3.62
3.67,3.68,3.71,3.62
3.69,3.65,3.69,3.62
3.62,3.60,3.64,3.51
3.65,3.70,3.72,3.61
3.70,3.66,3.73,3.63
3.67,3.69,3.71,3.62
3.70,3.74,3.76,3.68
3.73,3.87,3.89,3.72
3.85,3.79,3.87,3.77
3.79,3.71,3.79,3.70
3.70,3.68,3.73,3.67
3.65,3.61,3.71,3.61
3.65,3.53,3.65,3.53
3.49,3.46,3.53,3.44
3.47,3.40,3.48,3.33
3.35,3.48,3.56,3.34
3.45,3.38,3.47,3.34
3.39,3.35,3.43,3.33
3.33,3.27,3.35,3.21
3.26,3.42,3.43,3.21
3.41,3.37,3.47,3.31
3.41,3.49,3.53,3.39
3.46,3.46,3.56,3.45
3.48,3.51,3.64,3.43
3.53,3.56,3.62,3.50
3.53,3.54,3.60,3.49
3.55,3.56,3.59,3.51
3.62,3.64,3.70,3.60
3.64,3.56,3.68,3.55
3.57,3.59,3.60,3.47
3.57,3.71,3.71,3.55
3.68,3.72,3.76,3.66
3.68,3.67,3.72,3.67
3.68,3.69,3.72,3.67
3.67,3.67,3.73,3.62
3.67,3.64,3.69,3.62
3.64,3.59,3.66,3.57
3.60,3.61,3.64,3.57
3.62,3.72,3.72,3.62
3.72,3.56,3.72,3.53
3.53,3.48,3.53,3.43
3.48,3.41,3.51,3.37
3.38,3.44,3.46,3.37
3.42,3.36,3.49,3.34
3.34,3.20,3.36,3.17
3.25,3.20,3.28,3.16
3.21,3.18,3.27,3.16
3.16,3.27,3.30,3.16
3.26,3.17,3.28,3.17
3.17,3.12,3.17,3.07
3.12,3.15,3.18,3.09
3.15,3.10,3.21,3.10
3.11,3.03,3.13,3.02
3.03,2.99,3.05,2.96
2.96,3.02,3.06,2.96
3.10,3.09,3.15,3.06
3.15,3.03,3.15,3.02
3.03,3.02,3.06,2.96
3.04,3.02,3.09,3.01
3.04,3.05,3.07,3.01
3.04,3.11,3.13,3.01
3.11,3.14,3.17,3.09
3.26,3.20,3.26,3.15
3.21,3.22,3.23,3.14
3.24,3.11,3.24,3.10
3.10,3.12,3.13,3.07
3.10,3.17,3.18,3.10
3.17,3.20,3.21,3.12
3.21,3.35,3.38,3.17
3.34,3.24,3.37,3.17
3.23,3.24,3.28,3.21
3.23,3.23,3.26,3.19
3.22,3.24,3.27,3.20
3.19,3.19,3.23,3.17
3.17,3.17,3.19,3.13
3.15,3.17,3.17,3.08
3.00,2.86,3.00,2.71
2.89,2.90,2.90,2.83
2.86,2.73,2.89,2.72
2.73,2.67,2.73,2.67
2.66,2.69,2.73,2.65
2.67,2.72,2.73,2.63
2.72,2.60,2.73,2.60
2.60,2.60,2.68,2.59
2.63,2.71,2.76,2.62
2.70,2.69,2.74,2.68
2.66,2.72,2.73,2.62
2.76,2.78,2.80,2.74
2.80,2.86,2.91,2.79
2.89,2.86,2.90,2.79
2.83,2.79,2.87,2.76
2.81,2.66,2.82,2.65
2.72,2.60,2.73,2.55
2.60,2.60,2.64,2.55
2.56,2.55,2.61,2.52
2.53,2.59,2.59,2.45
2.57,2.51,2.62,2.50
2.55,2.57,2.59,2.52
2.55,2.50,2.61,2.47
2.25,2.52,2.53,2.24
2.53,2.39,2.54,2.36
2.37,2.28,2.39,2.27
2.28,2.39,2.41,2.26
2.41,2.29,2.42,2.28
2.28,2.21,2.31,2.19
2.20,2.23,2.24,2.17
2.23,2.32,2.32,2.20
2.32,2.24,2.36,2.22
2.21,2.06,2.24,2.02
2.05,1.97,2.11,1.96
1.99,2.02,2.06,1.96
2.01,2.02,2.06,2.00
2.03,2.04,2.05,2.01
2.06,2.02,2.06,2.01
2.01,1.99,2.03,1.99
2.00,1.71,2.00,1.70
1.70,1.71,1.83,1.70
1.70,1.48,1.72,1.37
1.45,1.50,1.52,1.45
1.47,1.62,1.81,1.47
1.61,1.65,1.66,1.58
1.67,1.54,1.67,1.50
1.53,1.56,1.59,1.51
1.58,1.57,1.60,1.54
1.55,1.58,1.61,1.53
1.61,1.84,1.95,1.59
1.84,1.70,1.89,1.70
1.69,1.73,1.76,1.60
1.70,1.66,1.74,1.60
1.55,1.60,1.65,1.45
1.68,1.61,1.68,1.60
1.63,1.58,1.65,1.51
1.64,1.73,1.80,1.61
1.74,1.78,1.85,1.72
1.79,1.87,1.89,1.75
1.78,1.73,1.84,1.70
1.78,1.73,1.78,1.64
1.75,1.78,1.82,1.70
1.73,1.77,1.78,1.72
1.82,1.96,1.96,1.75
2.00,2.07,2.08,1.75
2.04,2.01,2.05,1.94
2.02,2.03,2.08,2.00
2.05,1.99,2.05,1.96
1.97,1.96,2.02,1.91
1.98,1.93,1.99,1.93
1.94,2.04,2.08,1.90
2.01,1.99,2.05,1.98
2.02,2.00,2.08,1.95
1.95,1.88,1.97,1.87
1.88,1.86,1.95,1.85
1.87,1.90,1.93,1.81
1.95,1.94,2.01,1.89
1.92,1.77,1.92,1.77
1.76,1.73,1.77,1.70
1.77,1.77,1.80,1.72
1.80,1.75,1.82,1.73
1.75,1.84,1.84,1.71
1.88,2.07,2.07,1.85
2.08,1.99,2.15,1.95
2.02,2.10,2.12,2.02
2.08,2.35,2.42,2.08
2.37,2.34,2.39,2.23
2.34,2.30,2.35,2.23
2.28,2.20,2.34,2.19
2.20,2.11,2.22,2.06
2.15,2.19,2.22,2.10
2.20,2.17,2.22,2.13
2.17,2.25,2.29,2.15
2.28,2.28,2.35,2.22
2.30,2.23,2.32,2.23
2.24,2.22,2.30,2.20
2.27,2.19,2.31,2.12
2.19,2.19,2.24,2.12
2.17,2.12,2.17,2.08
2.11,2.25,2.26,2.09
2.22,2.14,2.22,2.13
2.14,2.06,2.17,2.06
2.05,2.05,2.08,2.01
2.03,2.02,2.08,2.02
2.02,2.03,2.09,2.02
2.02,1.92,2.03,1.87
1.89,1.91,1.94,1.87
1.89,1.80,1.92,1.72
1.80,1.80,1.84,1.73
1.80,1.85,1.91,1.80
1.82,1.70,1.85,1.69
1.69,1.62,1.71,1.61
1.61,1.65,1.65,1.59
1.67,1.69,1.77,1.66
1.68,1.71,1.71,1.66
1.72,1.68,1.75,1.68
1.71,1.64,1.71,1.60
1.67,1.66,1.70,1.65
1.64,1.68,1.70,1.64
1.69,1.79,1.79,1.67
1.82,1.80,1.84,1.79
1.79,1.83,1.86,1.76
1.84,1.82,1.89,1.80
1.82,1.82,1.86,1.76
1.80,1.71,1.83,1.66
1.88,1.79,1.88,1.73
1.84,1.84,1.86,1.76
1.80,1.76,1.81,1.73
1.80,1.72,1.81,1.70
1.75,1.74,1.75,1.70
1.69,1.64,1.72,1.63
1.63,1.56,1.67,1.56
1.60,1.71,1.73,1.59
1.72,1.78,1.80,1.67
1.78,1.76,1.85,1.75
1.74,1.77,1.79,1.72
1.80,1.79,1.84,1.73
1.80,1.84,1.84,1.76
1.82,1.92,1.97,1.80
1.94,2.02,2.06,1.83
2.03,2.00,2.06,1.94
1.96,1.94,2.02,1.85
1.93,1.86,1.96,1.86
1.85,1.81,1.89,1.80
1.75,1.76,1.79,1.71
1.78,1.80,1.82,1.76
1.78,1.69,1.80,1.65
1.64,1.54,1.69,1.53
1.62,1.60,1.64,1.56
1.64,1.55,1.66,1.46
1.57,1.64,1.65,1.47
1.64,1.51,1.70,1.48
1.50,1.50,1.56,1.45
1.46,1.46,1.49,1.40
1.50,1.36,1.52,1.28
1.31,1.36,1.36,1.19
1.38,1.44,1.50,1.35
1.46,1.53,1.60,1.46
1.52,1.42,1.55,1.42
1.41,1.48,1.52,1.38
1.52,1.48,1.59,1.47
1.55,1.48,1.58,1.47
1.53,1.54,1.57,1.51
1.53,1.51,1.56,1.48
1.49,1.42,1.49,1.41
1.46,1.45,1.46,1.32
1.44,1.50,1.56,1.42
1.53,1.42,1.54,1.42
1.42,1.35,1.43,1.32
1.34,1.30,1.40,1.29
1.30,1.37,1.44,1.26
1.30,1.35,1.39,1.29
1.35,1.41,1.43,1.34
1.45,1.44,1.47,1.40
1.45,1.51,1.56,1.44
1.53,1.47,1.53,1.45
1.46,1.42,1.48,1.41
1.45,1.48,1.51,1.44
1.45,1.48,1.53,1.45
1.45,1.54,1.55,1.44
1.50,1.57,1.60,1.50
1.57,1.59,1.64,1.56
1.60,1.51,1.64,1.50
1.54,1.56,1.57,1.54
1.55,1.63,1.63,1.55
1.65,1.72,1.74,1.61
1.70,1.74,1.79,1.68
1.70,1.78,1.80,1.70
1.80,1.76,1.80,1.67
1.68,1.48,1.74,1.46
1.49,1.47,1.55,1.38
1.49,1.43,1.50,1.40
1.45,1.46,1.49,1.40
1.46,1.39,1.46,1.38
1.40,1.44,1.46,1.38
1.41,1.53,1.58,1.41
1.55,1.60,1.62,1.54
1.60,1.56,1.65,1.54
1.54,1.55,1.59,1.50
1.54,1.50,1.55,1.50
1.52,1.46,1.52,1.45
1.48,1.46,1.50,1.41
1.49,1.50,1.51,1.42
1.54,1.51,1.54,1.49
1.52,1.56,1.56,1.50
1.57,1.52,1.57,1.52
1.55,1.49,1.56,1.47
1.48,1.45,1.48,1.43
1.48,1.49,1.49,1.44
1.49,1.51,1.55,1.49
1.53,1.53,1.55,1.51
1.53,1.58,1.60,1.52
1.60,1.65,1.66,1.58
1.66,1.71,1.75,1.63
1.72,1.73,1.75,1.69
1.69,1.67,1.72,1.61
1.63,1.73,1.73,1.63
1.70,1.69,1.76,1.61
1.69,1.71,1.75,1.68
1.73,1.71,1.73,1.70
1.69,1.71,1.74,1.69
1.72,1.72,1.74,1.69
1.71,1.77,1.78,1.70
1.77,1.79,1.82,1.74
1.79,1.70,1.79,1.70
1.72,1.67,1.73,1.61
1.67,1.69,1.70,1.64
1.68,1.65,1.70,1.64
1.63,1.60,1.66,1.59
1.61,1.57,1.62,1.57
1.56,1.56,1.61,1.54
1.57,1.66,1.67,1.55
1.66,1.64,1.72,1.62
1.64,1.63,1.68,1.63
1.64,1.58,1.67,1.56
1.57,1.54,1.61,1.52
1.56,1.60,1.63,1.54
1.61,1.57,1.65,1.55
1.56,1.62,1.63,1.56
1.60,1.58,1.61,1.53
1.59,1.63,1.65,1.56
1.60,1.64,1.68,1.60
1.68,1.74,1.80,1.64
1.80,1.78,1.80,1.72
1.78,1.81,1.86,1.75
1.83,1.88,1.89,1.81
1.89,1.90,1.93,1.88
1.90,1.93,1.93,1.77
1.86,1.71,1.87,1.62
1.70,1.66,1.71,1.60
1.67,1.68,1.69,1.61
1.67,1.77,1.77,1.65
1.77,1.79,1.83,1.75
1.77,1.80,1.80,1.73
1.75,1.70,1.77,1.70
1.68,1.64,1.76,1.64
1.64,1.58,1.65,1.56
1.61,1.62,1.64,1.57
1.65,1.60,1.65,1.58
1.61,1.67,1.68,1.59
1.70,1.70,1.75,1.69
1.74,1.65,1.74,1.64
1.65,1.63,1.71,1.62
1.68,1.67,1.68,1.64
1.61,1.62,1.64,1.56
1.59,1.54,1.60,1.51
1.60,1.60,1.63,1.57
1.62,1.65,1.67,1.60
1.65,1.68,1.68,1.62
1.67,1.71,1.74,1.67
1.74,1.67,1.74,1.64
1.64,1.72,1.73,1.64
1.71,1.72,1.75,1.70
1.73,1.75,1.79,1.72
1.77,1.79,1.84,1.76
1.80,1.81,1.86,1.80
1.83,1.78,1.83,1.76
1.82,1.77,1.83,1.77
1.79,1.77,1.79,1.74
1.75,1.82,1.86,1.75
1.82,1.77,1.83,1.76
1.78,1.80,1.82,1.75
1.79,1.78,1.82,1.78
1.80,1.80,1.80,1.77
1.79,1.81,1.83,1.78
1.81,1.83,1.84,1.79
1.84,1.86,1.89,1.83
1.86,1.87,1.87,1.82
1.87,1.84,1.87,1.82
1.84,1.81,1.85,1.80
1.81,1.67,1.82,1.62
1.66,1.73,1.73,1.64
1.70,1.74,1.74,1.68
1.74,1.77,1.78,1.73
1.77,1.77,1.80,1.76
1.78,1.75,1.78,1.73
1.74,1.74,1.77,1.74
1.74,1.77,1.77,1.73
1.77,1.70,1.81,1.68
1.72,1.81,1.84,1.72
1.82,1.79,1.84,1.76
1.76,1.79,1.80,1.76
1.80,1.79,1.81,1.77
1.78,1.77,1.79,1.76
1.75,1.78,1.79,1.72
1.79,1.81,1.85,1.79
1.83,1.79,1.83,1.77
1.78,1.82,1.83,1.78
1.80,1.81,1.85,1.79
1.82,1.83,1.85,1.82
1.85,1.84,1.85,1.83
1.85,1.82,1.86,1.80
1.80,1.82,1.85,1.80
1.83,1.87,1.90,1.82
1.87,1.90,1.91,1.84
1.90,1.96,1.99,1.90
1.98,1.98,2.01,1.94
1.90,1.73,1.90,1.71
1.70,1.68,1.72,1.63
1.68,1.66,1.76,1.65
1.69,1.66,1.70,1.65
1.67,1.64,1.67,1.62
1.65,1.64,1.66,1.62
1.65,1.65,1.69,1.63
1.67,1.64,1.68,1.62
1.64,1.67,1.67,1.64
1.67,1.72,1.76,1.67
1.71,1.72,1.74,1.71
1.72,1.71,1.73,1.69
1.70,1.66,1.73,1.66
1.67,1.69,1.71,1.67
1.68,1.64,1.70,1.63
1.66,1.69,1.70,1.64
1.67,1.68,1.70,1.65
1.67,1.67,1.68,1.66
1.69,1.71,1.71,1.66
1.68,1.71,1.73,1.67
1.68,1.66,1.71,1.66
1.66,1.63,1.71,1.63
1.67,1.64,1.68,1.64
1.65,1.64,1.67,1.62
1.63,1.62,1.65,1.61
1.63,1.62,1.64,1.61
1.61,1.61,1.62,1.60
1.61,1.58,1.61,1.57
1.58,1.63,1.64,1.58
1.61,1.61,1.64,1.61
1.59,1.62,1.62,1.58
1.62,1.63,1.64,1.62
1.60,1.58,1.62,1.58
1.58,1.57,1.58,1.56
1.57,1.55,1.57,1.52
1.56,1.56,1.56,1.54
1.59,1.56,1.59,1.56
1.58,1.55,1.58,1.53
1.57,1.54,1.57,1.52
1.55,1.54,1.55,1.53
1.55,1.59,1.60,1.54
1.62,1.61,1.63,1.58
1.59,1.61,1.63,1.57
1.58,1.61,1.62,1.54
1.63,1.67,1.67,1.60
1.70,1.73,1.78,1.67
1.76,1.76,1.79,1.73
1.74,1.77,1.79,1.74
1.78,1.76,1.80,1.74
1.78,1.80,1.80,1.76
1.80,1.83,1.83,1.78
1.84,1.84,1.88,1.78
1.83,1.85,1.86,1.80
1.83,1.92,1.94,1.82
1.89,2.00,2.00,1.89
2.00,1.99,2.00,1.93
1.98,1.99,2.03,1.97
1.99,1.97,2.00,1.97
1.97,2.00,2.00,1.93
2.00,2.17,2.21,1.97
2.23,2.30,2.34,2.21
2.32,2.43,2.44,2.26
