ABCD,Cambium Learning Group,NASDAQ
4.39,4.65,4.77,4.37
4.61,4.78,4.86,4.61
4.85,4.90,4.98,4.60
4.90,4.99,5.00,4.80
4.96,4.83,4.97,4.75
4.77,4.79,5.05,4.70
4.83,4.86,4.96,4.48
4.89,4.90,5.00,4.89
4.95,4.99,5.00,4.85
4.95,5.00,5.00,4.95
4.96,4.92,4.98,4.88
4.92,4.85,4.96,4.81
4.88,4.96,4.98,4.87
4.92,4.97,5.00,4.92
5.00,4.99,5.00,4.88
5.00,5.00,5.00,4.90
4.98,4.99,5.00,4.89
5.00,4.93,5.00,4.89
4.97,5.05,5.05,4.85
5.05,5.16,5.19,5.00
5.15,5.03,5.15,5.00
5.04,4.95,5.04,4.88
5.01,5.08,5.26,4.88
4.94,5.20,5.30,4.94
5.23,5.21,5.25,4.96
5.22,5.32,5.45,5.22
