CYRN,CYREN Ltd. - Ordinary Shares,NASDAQ
3.15,3.07,3.18,3.05
3.15,3.08,3.16,3.06
3.12,3.00,3.12,2.99
3.09,3.10,3.11,3.00
3.16,3.14,3.18,3.11
3.13,3.12,3.18,3.11
3.12,3.21,3.25,3.11
3.27,3.28,3.30,3.21
3.25,3.22,3.30,3.16
3.24,3.28,3.28,3.22
3.20,3.24,3.27,3.15
3.20,3.12,3.20,3.02
3.08,3.08,3.19,3.02
3.05,3.02,3.12,3.00
3.07,2.99,3.07,2.97
2.97,3.00,3.07,2.96
3.04,3.10,3.12,3.04
3.10,3.16,3.16,3.06
3.17,3.09,3.17,3.07
3.05,3.09,3.10,3.02
3.10,3.06,3.10,2.98
3.09,3.03,3.13,2.96
3.02,3.00,3.09,2.97
3.00,3.04,3.06,3.00
3.04,3.04,3.04,3.00
2.98,3.03,3.05,2.97
3.00,3.03,3.03,2.98
2.99,3.03,3.05,2.99
3.00,3.00,3.05,2.97
2.94,3.01,3.01,2.94
3.00,3.00,3.01,2.97
2.98,3.03,3.04,2.98
2.80,2.56,2.80,2.02
2.54,2.45,2.56,2.40
2.49,2.50,2.53,2.45
2.50,2.31,2.51,2.31
2.35,2.38,2.48,2.35
2.36,2.45,2.47,2.35
2.45,2.45,2.49,2.41
2.42,2.42,2.45,2.40
2.40,2.46,2.49,2.35
2.49,2.52,2.54,2.49
2.57,2.47,2.59,2.47
2.45,2.45,2.50,2.45
2.45,2.49,2.50,2.45
2.47,2.49,2.50,2.45
2.45,2.60,2.63,2.42
2.49,2.54,2.60,2.45
2.52,2.57,2.65,2.46
2.53,2.59,2.61,2.53
2.62,2.66,2.69,2.55
2.69,2.67,2.69,2.60
2.65,2.67,2.70,2.64
2.67,2.69,2.69,2.67
2.67,2.66,2.68,2.45
2.55,2.68,2.68,2.55
2.60,2.57,2.65,2.55
2.64,2.60,2.70,2.54
2.63,2.60,2.65,2.57
2.57,2.66,2.70,2.51
2.70,2.65,2.72,2.64
2.64,2.61,2.67,2.61
2.60,2.65,2.65,2.60
2.64,2.70,2.70,2.64
2.67,2.64,2.67,2.60
2.60,2.62,2.64,2.56
2.59,2.65,2.65,2.55
2.58,2.77,2.77,2.58
2.74,2.82,2.85,2.74
2.78,2.76,2.82,2.67
2.70,2.69,2.76,2.67
2.75,2.88,2.90,2.74
2.90,2.79,2.91,2.67
2.78,2.75,2.79,2.75
2.75,2.75,2.79,2.73
2.77,2.73,2.80,2.73
2.77,2.67,2.77,2.66
2.70,2.59,2.70,2.52
2.66,2.75,2.88,2.63
2.66,2.75,2.81,2.66
2.85,2.88,2.90,2.80
2.84,2.84,2.88,2.74
2.72,2.78,2.80,2.72
2.85,2.79,2.90,2.78
2.82,2.80,2.82,2.79
2.79,2.81,2.84,2.79
2.95,2.85,2.95,2.81
2.82,2.78,2.83,2.75
2.74,2.78,2.78,2.71
2.67,2.72,2.80,2.66
2.69,2.70,2.73,2.69
2.70,2.73,2.75,2.70
2.71,2.65,2.71,2.64
2.65,2.68,2.69,2.65
2.65,2.63,2.65,2.59
2.61,2.67,2.72,2.61
2.69,2.65,2.69,2.65
2.64,2.60,2.74,2.60
2.55,2.56,2.70,2.55
2.58,2.61,2.65,2.58
2.59,2.69,2.80,2.56
2.65,2.70,2.84,2.65
2.66,2.79,2.85,2.64
2.64,2.73,2.74,2.54
2.59,2.64,2.70,2.55
2.57,2.71,2.72,2.55
2.63,2.70,2.76,2.62
2.63,2.62,2.70,2.61
2.57,2.59,2.65,2.55
2.57,2.58,2.65,2.57
2.57,2.74,2.85,2.57
2.79,2.68,2.79,2.60
2.63,2.61,2.71,2.61
2.61,2.64,2.69,2.61
2.55,2.60,2.66,2.52
2.61,2.67,2.68,2.57
2.59,2.66,2.67,2.59
2.61,2.67,2.70,2.61
2.66,2.69,2.71,2.65
2.70,2.73,2.77,2.70
2.70,2.65,2.72,2.65
2.72,2.71,2.81,2.71
2.70,2.70,2.74,2.62
2.67,2.65,2.71,2.65
2.63,2.64,2.69,2.60
2.61,2.66,2.68,2.61
2.62,2.68,2.70,2.61
2.74,2.74,2.74,2.62
2.70,2.68,2.75,2.68
2.66,2.65,2.70,2.63
2.66,2.66,2.68,2.63
2.61,2.68,2.70,2.61
2.65,3.04,3.20,2.65
3.28,2.96,3.28,2.89
3.03,3.11,3.12,2.98
3.03,2.98,3.10,2.95
2.99,2.99,2.99,2.91
3.00,2.97,3.02,2.90
3.00,3.00,3.06,2.98
2.93,2.90,2.96,2.90
2.88,2.95,3.02,2.88
2.95,2.98,3.00,2.95
3.00,2.98,3.05,2.93
3.00,3.02,3.04,2.98
2.99,3.13,3.17,2.99
3.10,3.11,3.18,3.06
3.09,3.18,3.18,3.03
3.39,3.32,3.43,3.25
3.45,3.53,3.60,3.34
3.51,3.58,3.61,3.50
3.50,3.58,3.62,3.42
3.53,3.65,3.84,3.53
3.67,3.66,3.75,3.61
3.68,3.68,3.68,3.57
3.70,3.64,3.70,3.55
3.60,3.66,3.73,3.55
3.70,3.55,3.70,3.54
3.60,3.78,3.86,3.60
3.81,3.67,3.81,3.59
3.80,3.70,3.80,3.67
3.80,3.73,3.80,3.60
3.75,3.74,3.80,3.72
3.73,3.71,3.80,3.62
3.76,3.72,3.77,3.67
3.70,3.60,3.73,3.53
3.58,3.60,3.60,3.46
3.59,3.94,3.94,3.58
3.91,3.92,4.07,3.85
3.92,4.04,4.05,3.90
4.09,4.09,4.09,3.95
3.78,3.60,4.02,3.53
3.75,3.76,3.94,3.69
3.90,3.87,3.90,3.81
3.80,3.79,3.89,3.77
3.76,3.76,3.85,3.74
3.77,3.82,3.85,3.70
3.88,3.96,4.10,3.87
3.94,3.41,3.95,3.26
3.54,3.63,3.70,3.51
3.72,3.49,3.72,3.42
3.59,3.38,3.59,3.30
3.36,3.45,3.45,3.30
3.45,3.84,3.98,3.40
3.88,3.70,3.88,3.70
3.80,3.66,3.84,3.59
3.70,3.64,3.74,3.64
3.71,3.79,3.84,3.61
3.82,3.81,3.90,3.74
3.73,3.79,3.85,3.73
3.84,3.73,3.90,3.72
3.72,3.68,3.79,3.51
3.71,3.63,3.71,3.63
3.64,3.51,3.67,3.51
3.51,3.57,3.70,3.51
3.54,3.59,3.74,3.54
3.56,3.61,3.75,3.50
3.64,3.64,3.70,3.58
3.62,3.56,3.78,3.52
3.55,3.52,3.65,3.52
3.50,3.50,3.64,3.50
3.46,3.34,3.48,3.33
3.38,3.54,3.67,3.28
3.52,3.46,3.53,3.45
3.45,3.41,3.51,3.38
3.40,3.30,3.46,3.28
3.23,3.24,3.44,3.16
3.27,3.27,3.32,3.12
3.27,3.28,3.35,3.25
3.36,3.27,3.36,3.25
3.30,3.23,3.35,3.18
3.20,3.12,3.25,3.10
3.10,3.13,3.20,3.02
3.15,3.12,3.26,3.06
3.18,3.04,3.18,3.04
3.07,3.07,3.13,3.03
3.10,2.98,3.14,2.88
2.93,2.97,2.98,2.84
3.00,2.95,3.03,2.95
2.97,2.99,3.06,2.85
2.99,3.01,3.01,2.91
2.99,2.99,3.07,2.97
2.98,2.88,2.98,2.88
3.00,3.22,3.34,2.99
3.34,3.38,3.49,3.25
3.40,3.40,3.40,3.32
3.40,3.34,3.40,3.25
3.37,3.32,3.38,3.29
3.26,3.05,3.28,3.02
3.02,2.97,3.17,2.91
3.00,3.00,3.08,2.95
3.02,3.05,3.08,2.97
3.02,3.04,3.08,3.00
3.03,2.99,3.10,2.97
3.02,2.97,3.07,2.97
3.03,2.91,3.07,2.86
2.90,2.90,2.94,2.88
2.93,2.96,3.01,2.89
2.98,2.99,3.03,2.95
3.00,2.90,3.00,2.90
3.00,2.94,3.00,2.91
2.98,2.97,2.98,2.94
2.99,3.03,3.03,2.98
3.03,3.05,3.07,3.01
3.05,3.04,3.06,3.00
3.10,3.14,3.18,3.05
3.09,3.08,3.16,3.07
3.08,3.11,3.20,3.05
3.10,3.13,3.17,3.06
3.13,3.14,3.15,3.09
3.11,3.25,3.30,3.11
3.19,3.24,3.25,3.16
3.26,3.18,3.27,3.18
3.18,3.19,3.30,3.18
3.17,3.03,3.17,2.98
3.06,2.92,3.07,2.90
2.94,2.91,2.97,2.89
2.91,2.93,2.94,2.88
2.85,3.00,3.00,2.85
2.93,2.88,2.93,2.85
2.90,2.91,2.98,2.88
2.91,2.95,3.03,2.91
2.99,2.94,3.03,2.89
2.96,2.98,3.02,2.90
2.95,2.87,2.95,2.80
2.85,2.86,2.90,2.77
2.76,2.72,2.82,2.67
2.72,2.71,2.76,2.69
2.77,2.72,2.81,2.71
2.81,2.66,2.85,2.65
2.77,2.68,2.78,2.66
2.67,2.68,2.76,2.66
2.66,2.68,2.72,2.65
2.65,2.66,2.67,2.64
2.69,2.66,2.69,2.64
2.64,2.72,2.80,2.64
2.70,2.68,2.82,2.65
2.30,2.28,2.40,1.91
2.30,2.32,2.35,2.28
2.34,2.36,2.37,2.31
2.37,2.36,2.39,2.29
2.36,2.33,2.38,2.32
2.33,2.31,2.35,2.28
2.30,2.29,2.35,2.28
2.30,2.31,2.31,2.21
2.23,2.26,2.30,2.21
2.26,2.28,2.32,2.23
2.26,2.30,2.32,2.25
2.30,2.33,2.33,2.27
2.27,2.29,2.30,2.22
2.30,2.27,2.33,2.24
2.25,2.34,2.34,2.25
2.31,2.35,2.36,2.27
2.34,2.38,2.39,2.31
2.29,2.33,2.38,2.22
2.30,2.31,2.37,2.30
2.30,2.37,2.38,2.30
2.34,2.33,2.36,2.32
2.33,2.34,2.39,2.33
2.37,2.36,2.38,2.31
2.37,2.36,2.38,2.34
2.40,2.38,2.40,2.36
2.39,2.43,2.44,2.37
2.47,2.49,2.54,2.45
2.49,2.44,2.52,2.44
2.44,2.37,2.44,2.35
2.37,2.39,2.41,2.37
2.41,2.41,2.45,2.36
2.39,2.31,2.41,2.27
2.28,2.33,2.35,2.28
2.34,2.34,2.39,2.32
2.37,2.35,2.37,2.31
2.36,2.32,2.37,2.31
2.31,2.27,2.31,2.27
2.28,2.27,2.29,2.18
2.30,2.28,2.35,2.21
2.26,2.29,2.32,2.22
2.31,2.25,2.45,2.23
2.24,2.29,2.30,2.17
2.27,2.30,2.32,2.19
2.28,2.24,2.28,2.14
2.22,2.18,2.23,2.12
2.20,2.20,2.20,2.15
2.18,2.19,2.20,2.12
2.17,2.07,2.18,2.03
2.08,2.09,2.18,2.05
2.13,2.11,2.14,2.05
2.08,2.05,2.11,2.05
2.04,2.02,2.08,2.01
2.02,2.01,2.02,2.01
2.01,1.99,2.01,1.94
1.96,1.95,2.00,1.86
1.92,1.95,2.15,1.90
1.91,1.91,1.92,1.86
1.86,1.91,1.92,1.83
1.86,1.92,1.96,1.86
1.93,1.91,1.94,1.81
1.91,1.88,1.92,1.88
1.87,1.92,1.95,1.80
1.89,1.84,1.91,1.84
1.85,1.84,1.90,1.79
1.84,1.88,1.90,1.83
1.85,1.82,1.85,1.80
1.83,1.83,1.87,1.79
1.81,1.83,1.90,1.81
1.81,1.78,1.84,1.78
1.80,1.78,1.90,1.78
1.76,1.75,1.76,1.71
1.70,1.70,1.70,1.61
1.64,1.64,1.69,1.64
1.60,1.53,1.63,1.53
1.53,1.57,1.58,1.53
1.52,1.46,1.52,1.40
1.48,1.53,1.56,1.47
1.50,1.56,1.57,1.50
1.54,1.53,1.62,1.50
1.50,1.55,1.60,1.50
1.50,1.48,1.54,1.47
1.47,1.55,1.65,1.47
1.52,1.45,1.53,1.45
1.46,1.49,1.52,1.43
1.55,1.52,1.56,1.50
1.45,1.47,1.53,1.45
1.45,1.57,1.59,1.45
1.56,1.55,1.57,1.54
1.60,1.54,1.60,1.52
1.59,1.49,1.60,1.47
1.48,1.54,1.55,1.47
1.57,1.60,1.65,1.55
1.65,1.71,1.80,1.64
1.74,1.76,1.77,1.70
1.83,1.76,1.83,1.66
1.75,1.74,1.76,1.74
2.16,1.93,2.67,1.92
2.05,1.96,2.09,1.79
1.93,1.80,1.94,1.78
1.80,1.69,1.85,1.62
1.65,1.58,1.65,1.56
1.60,1.60,1.65,1.52
1.60,1.56,1.60,1.52
1.53,1.64,1.74,1.51
1.66,1.63,1.74,1.58
1.60,1.66,1.70,1.57
1.66,1.75,1.78,1.65
1.75,1.78,1.88,1.75
1.74,1.75,1.76,1.71
1.75,1.69,1.75,1.67
1.69,1.72,1.74,1.68
1.72,1.71,1.73,1.67
1.68,1.68,1.78,1.68
1.71,1.67,1.72,1.63
1.67,1.77,1.77,1.66
2.10,1.86,2.10,1.77
1.83,2.02,2.07,1.83
2.07,2.09,2.22,2.01
2.14,2.02,2.15,1.91
1.98,1.99,2.02,1.90
1.98,1.91,1.98,1.88
1.91,2.02,2.05,1.88
1.99,2.04,2.10,1.95
2.03,2.02,2.07,1.98
2.02,2.12,2.18,1.98
2.14,2.23,2.36,2.11
2.18,2.26,2.29,2.15
2.28,2.36,2.39,2.20
2.33,2.33,2.44,2.31
2.32,2.35,2.36,2.27
2.35,2.39,2.47,2.32
2.41,2.38,2.41,2.34
2.40,2.45,2.48,2.35
2.40,2.52,2.60,2.40
2.54,2.61,2.63,2.49
2.60,2.62,2.67,2.57
2.60,2.60,2.61,2.51
2.57,2.54,2.61,2.51
2.57,2.58,2.60,2.53
2.58,2.60,2.70,2.51
2.61,2.83,2.98,2.61
3.05,3.08,3.15,2.94
3.14,3.00,3.14,2.93
2.96,3.08,3.08,2.88
3.10,3.17,3.25,3.04
3.12,3.00,3.15,2.94
2.80,2.86,2.97,2.56
2.81,2.89,3.00,2.72
2.96,2.94,2.97,2.87
2.92,2.80,2.92,2.76
2.81,2.72,2.85,2.66
2.72,2.66,2.75,2.62
2.63,2.70,2.74,2.62
2.70,2.66,2.71,2.60
2.63,2.54,2.68,2.53
2.56,2.61,2.69,2.56
2.61,2.43,2.61,2.41
2.48,2.53,2.58,2.47
2.53,2.56,2.58,2.50
2.54,2.59,2.60,2.51
2.59,2.54,2.60,2.53
2.55,2.58,2.60,2.52
2.58,2.65,2.69,2.58
2.66,2.78,2.80,2.66
2.81,2.79,2.82,2.68
2.81,3.09,3.12,2.78
3.09,3.05,3.09,2.91
3.03,2.97,3.03,2.93
2.96,2.95,2.99,2.86
2.95,3.05,3.06,2.93
3.02,3.03,3.20,2.90
3.01,3.03,3.10,2.93
3.20,3.05,3.21,3.04
3.12,3.06,3.16,3.05
3.07,3.02,3.07,2.90
3.02,3.05,3.06,2.99
3.05,3.02,3.18,3.02
3.03,3.05,3.06,2.97
3.04,3.03,3.05,2.95
3.07,3.03,3.09,3.00
3.05,3.11,3.13,3.04
3.12,3.39,3.44,3.08
3.38,3.31,3.42,3.27
3.24,3.22,3.26,3.06
3.22,3.29,3.30,3.12
3.25,3.30,3.31,3.24
3.30,3.31,3.39,3.23
3.29,3.23,3.29,3.16
3.21,3.24,3.30,3.12
3.20,3.14,3.25,3.07
3.12,3.10,3.18,3.06
3.14,3.11,3.15,3.10
3.12,3.06,3.17,3.03
3.06,3.13,3.15,2.95
3.13,3.08,3.14,3.05
3.05,3.09,3.15,3.00
3.12,3.06,3.12,3.02
3.01,2.94,3.03,2.92
3.01,2.98,3.01,2.91
2.99,2.97,3.00,2.95
2.97,2.95,3.00,2.95
2.99,3.01,3.03,2.95
3.47,3.43,3.57,3.21
3.30,3.34,3.42,3.25
3.31,3.22,3.33,3.10
3.30,3.21,3.30,3.17
3.19,3.27,3.30,3.16
3.27,3.26,3.27,3.23
3.26,3.15,3.27,3.12
2.87,2.62,2.88,2.61
2.62,2.47,2.66,2.47
2.52,2.54,2.59,2.47
2.54,2.50,2.67,2.50
2.50,2.38,2.50,2.32
2.36,2.29,2.40,2.24
2.29,2.25,2.30,2.07
2.26,2.18,2.26,2.13
2.15,2.28,2.31,2.14
2.28,2.32,2.41,2.28
2.29,2.27,2.40,2.23
2.30,2.33,2.44,2.30
2.39,2.33,2.40,2.32
2.33,2.33,2.38,2.30
2.28,2.22,2.28,2.21
2.24,2.18,2.26,2.18
2.18,2.15,2.21,2.13
2.15,2.21,2.27,2.15
2.18,2.13,2.18,2.12
2.11,2.09,2.14,2.06
2.10,2.18,2.19,2.05
2.17,2.09,2.18,2.09
2.08,2.00,2.11,1.96
1.97,1.93,2.00,1.89
1.90,1.87,1.94,1.84
1.90,1.89,1.93,1.86
1.89,1.86,1.90,1.79
1.90,1.82,1.95,1.80
1.82,1.79,1.87,1.75
1.81,1.74,1.84,1.68
1.75,1.75,1.86,1.75
1.80,1.83,1.89,1.77
1.86,1.77,1.89,1.76
1.90,1.84,1.96,1.83
1.87,1.91,1.98,1.87
1.92,1.93,1.97,1.90
1.94,2.02,2.09,1.93
2.07,2.03,2.17,2.03
2.10,2.04,2.11,1.90
2.02,2.06,2.08,2.01
2.07,2.06,2.08,2.01
2.03,2.03,2.15,2.01
2.04,1.96,2.04,1.96
1.95,2.00,2.05,1.86
2.02,2.04,2.06,1.97
2.05,2.02,2.08,2.02
2.03,2.08,2.08,2.03
2.05,2.09,2.11,2.05
2.09,2.08,2.11,2.04
2.09,2.07,2.10,2.06
2.10,2.05,2.10,2.05
1.84,1.65,1.95,1.64
1.67,1.70,1.72,1.66
1.73,1.73,1.79,1.67
1.73,1.80,1.83,1.73
1.80,1.68,1.84,1.61
1.72,1.71,1.72,1.69
1.72,1.68,1.72,1.65
1.66,1.67,1.71,1.60
1.67,1.77,1.79,1.65
1.80,1.71,1.80,1.69
1.70,1.67,1.75,1.64
1.65,1.64,1.86,1.60
1.60,1.57,1.61,1.52
1.60,1.65,1.73,1.58
1.70,1.69,1.72,1.63
1.72,1.70,1.76,1.69
1.70,1.70,1.75,1.70
1.71,1.72,1.74,1.67
1.69,1.76,1.82,1.69
1.78,1.78,1.80,1.76
1.80,1.71,1.81,1.69
1.70,1.72,1.75,1.66
1.75,1.79,1.80,1.75
1.81,1.77,1.83,1.77
1.79,1.83,1.87,1.78
1.77,1.83,1.85,1.77
1.85,1.82,1.85,1.78
1.79,1.82,1.82,1.79
1.81,1.87,1.87,1.81
1.87,1.87,1.87,1.80
1.83,1.83,1.93,1.80
1.85,1.84,1.86,1.80
1.80,1.85,1.85,1.80
1.83,1.85,1.86,1.83
1.82,1.90,1.90,1.75
1.90,1.82,1.93,1.82
1.87,1.81,1.87,1.71
1.80,1.73,1.87,1.68
1.76,1.78,1.78,1.70
1.75,1.75,1.78,1.73
1.77,1.86,1.86,1.76
1.81,1.85,1.90,1.81
1.82,1.77,1.90,1.77
1.83,1.78,1.83,1.76
1.80,1.85,2.08,1.80
1.94,1.94,2.00,1.90
1.95,1.91,1.96,1.88
1.87,1.89,1.91,1.85
1.86,1.85,1.88,1.84
1.84,1.93,1.96,1.84
1.89,1.95,1.98,1.89
1.89,1.90,1.95,1.89
1.95,1.95,1.97,1.94
1.95,1.95,1.98,1.91
1.95,1.95,1.95,1.85
1.91,1.97,1.99,1.90
1.99,1.93,1.99,1.83
1.98,1.92,2.02,1.86
1.92,1.99,1.99,1.88
1.99,1.97,2.02,1.94
1.96,2.01,2.01,1.95
2.00,1.96,2.00,1.91
1.93,1.99,1.99,1.93
1.97,2.02,2.02,1.97
2.00,2.00,2.00,1.95
1.98,1.98,2.00,1.72
2.01,1.97,2.05,1.94
2.03,1.95,2.03,1.92
1.94,1.96,2.00,1.94
1.98,1.95,2.00,1.90
1.97,1.92,2.00,1.90
1.93,1.92,1.98,1.88
1.92,1.95,1.95,1.89
1.89,1.95,1.95,1.87
1.95,1.95,1.95,1.91
1.94,1.95,1.95,1.91
1.95,1.94,1.95,1.92
1.91,1.95,1.95,1.91
1.94,1.94,1.95,1.92
1.92,1.94,1.95,1.92
1.90,1.93,1.94,1.87
1.91,1.88,1.91,1.82
1.88,1.83,1.88,1.81
1.85,1.84,1.86,1.79
1.85,1.85,1.85,1.81
1.81,1.78,1.85,1.74
1.71,1.67,1.71,1.65
1.65,1.61,1.69,1.60
1.56,1.63,1.65,1.56
1.63,1.67,1.68,1.63
1.66,1.74,1.75,1.65
1.70,1.76,1.76,1.70
1.75,1.78,1.82,1.75
1.74,1.74,1.82,1.74
1.74,1.75,1.77,1.72
1.79,1.76,1.80,1.76
1.80,1.78,1.81,1.77
1.79,1.85,1.85,1.78
1.82,1.76,1.83,1.76
1.75,1.73,1.76,1.70
1.72,1.70,1.75,1.68
1.70,1.73,1.74,1.68
1.73,1.70,1.73,1.70
1.75,1.68,1.75,1.63
1.68,1.64,1.69,1.61
1.61,1.56,1.62,1.54
1.55,1.54,1.55,1.48
1.53,1.45,1.55,1.45
1.50,1.46,1.54,1.45
1.49,1.54,1.54,1.46
1.55,1.49,1.57,1.49
1.49,1.51,1.54,1.46
1.45,1.45,1.49,1.44
1.47,1.51,1.54,1.47
1.45,1.44,1.48,1.44
1.49,1.48,1.52,1.47
1.51,1.54,1.54,1.50
1.55,1.61,1.64,1.53
1.58,1.51,1.61,1.51
1.53,1.55,1.56,1.50
1.57,1.60,1.60,1.55
1.60,1.65,1.67,1.59
1.63,1.67,1.67,1.62
1.62,1.70,1.75,1.61
1.72,1.73,1.76,1.72
1.75,1.70,1.75,1.70
1.70,1.58,1.77,1.50
1.51,1.43,1.51,1.43
1.43,1.41,1.48,1.41
1.46,1.44,1.48,1.41
1.31,1.35,1.38,1.31
1.35,1.36,1.39,1.35
1.37,1.34,1.40,1.31
1.40,1.37,1.50,1.36
1.42,1.40,1.45,1.38
1.41,1.39,1.41,1.36
1.43,1.39,1.46,1.36
1.40,1.38,1.42,1.38
1.39,1.47,1.47,1.32
1.44,1.31,1.44,1.30
1.38,1.31,1.38,1.30
1.30,1.34,1.34,1.30
1.33,1.40,1.42,1.31
1.37,1.35,1.41,1.30
1.37,1.39,1.41,1.36
1.39,1.49,1.53,1.39
1.50,1.58,1.58,1.46
1.56,1.62,1.65,1.56
1.66,1.59,1.66,1.59
1.75,1.73,1.75,1.61
1.74,1.71,1.79,1.70
1.69,1.67,1.74,1.67
1.74,1.72,1.74,1.70
1.74,1.70,1.74,1.70
1.69,1.70,1.71,1.69
1.72,1.74,1.77,1.72
1.72,1.75,1.76,1.72
1.75,1.76,1.76,1.74
1.76,1.73,1.77,1.71
1.70,1.71,1.75,1.70
1.73,1.70,1.75,1.70
1.70,1.69,1.72,1.61
1.69,1.69,1.72,1.69
1.70,1.69,1.73,1.64
1.74,1.71,1.74,1.67
1.71,1.68,1.71,1.67
1.67,1.62,1.71,1.59
1.64,1.70,1.75,1.64
1.68,1.70,1.73,1.67
1.68,1.67,1.76,1.66
1.68,1.63,1.73,1.63
1.64,1.67,1.67,1.63
1.67,1.69,1.72,1.65
1.70,1.70,1.76,1.65
1.66,1.72,1.74,1.66
1.73,1.77,1.77,1.71
1.77,1.85,1.85,1.76
1.81,1.87,1.88,1.81
1.87,1.80,1.95,1.80
1.77,1.81,1.84,1.74
1.82,1.82,1.88,1.80
1.85,1.89,1.90,1.83
1.86,1.76,1.87,1.75
1.76,1.69,1.76,1.63
1.69,1.70,1.76,1.67
1.68,1.73,1.73,1.68
1.75,1.74,1.76,1.73
1.75,1.90,1.93,1.74
1.90,1.75,1.90,1.70
1.75,1.75,1.78,1.65
1.75,1.75,1.82,1.73
1.79,1.78,1.81,1.75
1.81,1.76,1.81,1.74
1.75,1.75,1.84,1.75
1.78,1.74,1.79,1.71
1.78,1.77,2.02,1.72
1.80,1.86,1.90,1.78
1.84,1.87,1.91,1.84
1.86,1.89,1.90,1.86
1.90,1.88,1.90,1.78
1.83,1.87,1.89,1.83
1.89,1.85,1.89,1.85
1.88,1.94,1.99,1.85
1.94,1.98,2.00,1.93
1.98,1.99,2.00,1.97
2.00,1.99,2.00,1.98
1.98,1.97,1.98,1.96
1.97,1.99,2.00,1.96
1.98,1.99,2.00,1.98
1.97,1.99,2.00,1.97
2.00,2.00,2.00,1.99
1.99,1.99,2.00,1.98
1.99,1.94,1.99,1.94
1.95,1.90,1.95,1.90
1.88,1.93,1.97,1.88
1.94,1.92,1.94,1.86
1.92,1.87,1.92,1.85
1.88,1.86,1.88,1.85
1.87,1.92,1.94,1.87
1.87,1.79,1.91,1.75
1.83,1.81,1.83,1.80
1.83,1.80,1.85,1.80
1.81,1.82,1.84,1.81
1.81,1.80,1.84,1.80
1.81,1.80,1.81,1.70
1.82,1.80,1.82,1.80
1.84,1.91,1.94,1.84
1.89,1.99,2.03,1.89
2.00,2.01,2.03,2.00
2.01,2.00,2.01,1.98
2.00,2.01,2.02,2.00
2.00,1.96,2.00,1.93
1.96,1.93,1.96,1.93
1.92,1.97,2.00,1.92
1.99,2.01,2.03,1.98
1.98,1.99,2.00,1.96
1.97,1.98,1.99,1.97
1.97,1.99,1.99,1.97
1.98,1.95,1.99,1.93
1.96,1.99,1.99,1.95
1.98,1.99,2.04,1.98
1.97,2.00,2.00,1.97
2.00,2.00,2.00,1.97
2.00,2.10,2.13,2.00
2.13,2.17,2.28,2.13
2.25,2.27,2.30,2.21
2.29,2.25,2.29,2.23
2.30,2.27,2.30,2.25
2.24,2.22,2.25,2.07
2.23,2.14,2.23,2.11
2.13,2.10,2.15,2.10
2.08,2.13,2.15,2.08
2.12,2.18,2.20,2.12
2.16,2.20,2.22,2.16
2.25,2.22,2.25,2.21
2.28,2.36,2.39,2.25
2.36,2.44,2.47,2.36
2.50,2.50,2.60,2.45
2.52,2.45,2.52,2.42
2.45,2.37,2.45,2.36
2.39,2.35,2.41,2.35
2.43,2.45,2.52,2.38
2.37,2.45,2.46,2.37
2.39,2.37,2.44,2.37
2.44,2.42,2.45,2.37
2.39,2.41,2.42,2.38
2.44,2.44,2.44,2.42
2.44,2.42,2.44,2.41
2.42,2.40,2.42,2.35
2.42,2.45,2.46,2.42
2.41,2.41,2.45,2.40
2.42,2.39,2.43,2.37
2.39,2.40,2.40,2.37
2.46,2.49,2.49,2.42
2.45,2.46,2.48,2.45
2.43,2.44,2.46,2.43
2.45,2.45,2.48,2.42
2.45,2.45,2.45,2.43
2.44,2.37,2.44,2.31
2.33,2.20,2.37,2.08
2.24,2.32,2.33,2.24
2.33,2.35,2.37,2.28
2.31,2.28,2.35,2.27
2.30,2.27,2.30,2.25
2.24,2.25,2.29,2.22
2.24,2.21,2.25,2.14
2.25,2.25,2.27,2.24
2.25,2.22,2.30,2.21
2.25,2.24,2.26,2.24
2.25,2.26,2.27,2.25
2.27,2.27,2.31,2.26
2.30,2.45,2.48,2.29
2.47,2.49,2.49,2.47
2.49,2.47,2.50,2.45
2.45,2.46,2.48,2.44
2.43,2.40,2.44,2.39
2.46,2.45,2.47,2.42
2.44,2.43,2.44,2.43
2.43,2.42,2.44,2.41
2.41,2.37,2.41,2.37
2.35,2.33,2.37,2.30
2.38,2.33,2.38,2.32
2.35,2.30,2.35,2.29
2.27,2.29,2.29,2.25
2.26,2.29,2.30,2.25
2.30,2.30,2.30,2.16
2.30,2.31,2.31,2.28
2.35,2.33,2.35,2.33
2.32,2.33,2.34,2.30
2.31,2.30,2.31,2.23
2.33,2.31,2.33,2.30
2.33,2.24,2.33,2.22
2.25,2.15,2.25,2.10
2.19,2.08,2.21,2.05
2.05,2.01,2.05,2.00
2.00,2.00,2.14,1.95
2.05,2.06,2.14,2.05
2.15,2.10,2.15,2.05
2.10,2.15,2.15,2.10
2.05,2.08,2.15,1.95
2.15,2.10,2.20,2.05
2.05,2.10,2.15,2.00
2.05,2.05,2.19,2.05
2.10,2.20,2.20,2.10
2.20,2.20,2.20,2.16
2.20,2.20,2.20,2.18
2.20,2.20,2.20,2.15
2.20,2.15,2.25,2.10
2.11,2.20,2.25,2.11
2.20,2.20,2.25,2.15
2.20,2.25,2.25,2.20
2.24,2.20,2.25,2.15
2.25,2.18,2.25,2.15
2.20,2.20,2.20,2.20
2.20,2.15,2.20,2.10
2.11,2.20,2.20,2.00
2.20,2.17,2.25,2.15
