TTNP,Titan Pharmaceuticals,NASDAQ
4.45,4.40,4.45,4.26
4.35,4.25,4.45,4.25
4.20,4.20,4.35,4.20
4.20,4.40,4.50,4.20
4.45,4.35,4.50,4.20
4.30,4.35,4.40,4.25
4.30,4.25,4.35,4.25
4.25,4.15,4.25,4.10
4.20,4.35,4.40,4.20
4.30,4.20,4.35,4.20
4.15,4.25,4.30,4.15
4.20,4.25,4.30,4.20
4.20,4.05,4.20,4.05
4.05,4.10,4.15,3.95
4.10,3.90,4.10,3.90
3.90,3.80,3.95,3.80
3.80,3.80,3.85,3.60
3.75,4.00,4.10,3.75
4.10,4.65,4.70,4.10
4.70,4.60,4.80,4.50
4.65,4.55,4.65,4.50
4.55,4.45,4.55,4.40
4.60,4.45,4.61,4.35
4.35,4.40,4.40,4.25
4.35,4.25,4.40,4.20
4.25,4.10,4.30,4.05
4.60,4.40,4.60,4.31
