VNO,Vornado Realty Trust Common Stock,NASDAQ
100.49,101.77,101.98,100.36
102.09,103.62,103.66,101.76
103.35,103.64,104.56,101.94
103.69,103.22,104.62,102.61
102.99,104.93,105.07,102.66
105.50,104.20,105.58,102.91
103.94,102.26,104.67,101.70
102.44,101.46,103.44,101.07
102.42,103.35,104.55,102.09
103.89,103.91,104.79,103.51
103.84,104.69,104.97,103.72
105.09,103.05,105.91,102.85
102.84,103.05,103.24,101.99
103.32,102.87,103.32,102.33
103.09,103.00,103.82,102.71
103.24,102.32,103.24,101.63
102.46,102.85,103.28,101.60
102.90,104.37,104.65,102.41
105.33,104.72,105.36,103.76
104.94,107.62,108.00,104.63
106.81,107.50,107.75,105.36
107.18,107.31,107.77,106.80
107.11,106.06,107.39,105.84
105.85,105.00,106.17,104.80
105.01,104.05,105.42,103.92
104.01,104.57,104.89,103.48
104.62,104.29,105.24,103.68
