PRPH,ProPhase Labs,NASDAQ
2.10,2.00,2.10,2.00
2.08,2.02,2.08,2.02
2.08,2.05,2.08,2.02
2.05,2.03,2.05,2.00
2.00,2.00,2.03,2.00
2.01,2.02,2.02,2.01
2.04,2.00,2.04,2.00
2.00,2.00,2.05,2.00
2.02,2.00,2.02,2.00
2.00,2.00,2.00,2.00
2.00,2.09,2.09,2.00
2.06,2.00,2.06,2.00
2.01,2.04,2.05,2.00
2.00,2.00,2.02,2.00
2.00,2.00,2.01,2.00
2.00,2.01,2.01,1.98
2.00,2.00,2.00,2.00
2.01,2.03,2.03,2.01
2.03,2.03,2.09,2.03
2.02,2.02,2.02,2.02
2.03,2.02,2.05,2.00
2.35,2.09,2.45,2.09
2.10,2.09,2.13,2.09
2.15,2.05,2.15,2.02
2.02,2.01,2.04,2.01
2.01,2.03,2.06,2.01
