PHII,PHI,NASDAQ
31.92,32.75,32.90,31.92
32.31,33.00,33.00,32.31
33.52,33.68,33.68,33.11
33.80,33.46,33.80,33.46
33.51,33.98,34.36,33.51
34.84,34.84,34.84,34.84
34.90,34.10,34.93,33.74
33.90,33.90,33.90,33.90
34.07,35.12,35.54,34.07
35.15,34.83,35.75,34.11
35.21,35.00,35.28,35.00
35.00,35.00,35.00,35.00
35.60,35.36,35.75,35.36
35.75,35.75,35.75,35.75
35.60,35.75,35.75,35.33
35.69,35.72,35.72,35.69
35.75,35.54,35.75,35.54
35.75,35.80,35.80,35.66
36.00,36.00,36.00,36.00
36.00,36.00,36.00,35.72
36.00,35.82,36.03,35.82
35.82,35.82,35.82,35.82
35.82,35.82,35.82,35.82
35.95,35.95,35.95,35.95
36.00,36.00,36.00,36.00
36.00,36.00,36.00,36.00
35.51,35.50,35.51,35.50
35.67,35.57,35.67,35.57
35.45,35.40,35.75,34.97
35.06,36.00,36.00,35.06
35.93,35.50,35.93,35.50
35.21,35.65,36.00,35.21
35.95,35.95,35.95,35.95
36.00,36.00,36.00,36.00
35.59,35.89,35.91,34.67
36.00,36.00,36.00,35.97
35.90,35.90,35.90,35.90
35.99,35.84,35.99,35.80
35.84,35.84,35.84,35.84
36.00,36.00,36.00,36.00
36.00,36.00,36.00,36.00
36.00,36.37,36.37,35.97
36.37,36.26,36.37,36.26
36.25,36.50,36.50,36.12
36.45,36.42,36.55,36.34
36.06,36.06,36.06,36.06
36.06,36.06,36.06,36.06
36.06,36.06,36.06,36.06
35.50,35.52,35.52,35.50
35.28,36.30,36.30,35.28
36.50,36.38,36.50,34.81
36.50,36.50,36.50,36.48
36.50,36.50,36.50,36.50
36.50,36.50,36.50,36.50
36.50,36.52,36.52,36.40
36.51,36.51,36.51,36.51
34.17,35.70,35.70,34.17
35.64,35.64,35.64,35.64
35.64,35.64,35.64,35.64
35.66,35.60,35.66,35.60
35.76,35.92,35.92,35.76
36.23,36.23,36.23,36.23
36.45,36.30,36.50,36.07
36.50,37.00,37.00,36.50
36.62,36.96,36.96,36.62
36.58,36.97,36.97,36.58
36.98,36.98,36.98,36.98
36.98,36.98,36.98,36.98
36.54,36.59,37.00,36.54
36.17,36.17,36.17,36.17
37.00,36.56,37.00,36.56
36.71,36.22,37.00,36.19
36.22,36.22,36.22,36.22
36.26,36.26,36.26,36.26
36.26,36.26,36.26,36.26
36.26,36.26,36.26,36.26
36.66,37.02,37.02,36.66
37.05,37.45,37.50,37.05
37.28,37.50,37.50,37.28
37.40,37.47,37.50,37.40
37.50,37.41,37.50,37.22
37.49,37.36,37.49,37.35
37.50,37.60,37.75,37.50
35.87,37.71,37.75,35.87
37.75,38.00,38.00,37.00
38.00,38.00,38.00,38.00
37.97,37.84,38.00,37.84
38.00,38.00,38.00,37.96
38.00,38.00,38.00,37.88
38.00,38.00,38.00,37.74
37.95,37.71,37.95,37.71
37.60,37.89,37.89,37.60
37.39,37.35,37.39,37.13
36.91,37.92,37.92,36.91
37.58,37.58,37.58,37.58
37.57,37.42,37.57,37.42
36.20,36.31,36.60,36.20
37.00,38.00,38.00,37.00
37.41,37.66,38.00,37.41
37.50,38.00,38.00,37.20
37.97,38.28,38.30,37.22
38.28,38.28,38.28,38.28
38.27,38.20,38.28,38.20
38.26,38.02,38.26,38.02
37.51,37.88,37.94,37.50
38.18,38.18,38.18,38.18
38.02,38.02,38.02,38.02
38.02,38.02,38.02,38.02
38.25,38.25,38.32,38.25
38.25,38.50,38.50,38.24
38.50,38.48,38.50,38.40
38.50,38.50,38.50,38.47
38.50,38.18,39.25,37.53
38.22,37.60,38.22,37.60
37.17,37.12,37.27,37.09
37.09,37.25,37.28,37.09
37.42,38.52,38.52,37.35
37.33,37.33,37.33,37.33
37.69,37.69,37.69,37.69
37.75,37.00,37.75,37.00
36.70,36.84,36.84,36.70
36.81,36.91,37.02,36.81
37.21,37.50,37.50,37.21
37.82,38.53,38.75,37.82
39.03,38.94,39.03,38.94
39.15,39.15,39.15,39.15
38.15,38.45,38.45,38.14
38.45,38.45,38.45,38.45
39.08,39.07,39.08,39.07
39.43,39.43,39.43,39.43
39.71,40.48,40.48,39.71
39.88,40.17,40.57,39.88
40.54,39.73,40.54,39.73
40.27,39.53,40.27,39.41
39.59,39.98,39.98,39.59
39.98,39.98,39.98,39.98
39.83,39.94,39.94,39.03
39.02,37.67,39.02,37.67
37.67,37.67,37.67,37.67
38.47,37.75,38.47,37.75
37.00,36.64,37.33,36.63
37.96,37.82,37.98,37.82
37.51,37.50,38.09,37.50
38.00,37.16,38.00,37.16
36.97,36.97,36.97,36.97
36.97,36.97,36.97,36.97
37.34,37.65,37.75,37.34
37.65,37.65,37.65,37.65
37.65,37.65,37.65,37.65
35.50,35.50,35.50,35.50
35.21,35.40,35.40,34.55
34.55,35.00,35.00,34.55
34.92,34.92,34.92,34.92
35.92,36.03,36.03,35.50
34.52,33.62,34.53,33.50
33.80,33.80,33.80,33.80
33.70,33.70,33.93,33.70
34.00,34.24,34.24,34.00
34.24,34.24,34.24,34.24
34.24,34.24,34.24,34.24
36.11,36.11,36.11,36.11
36.18,35.05,36.18,35.05
35.05,35.05,35.05,35.05
37.40,37.61,37.62,37.40
37.61,37.61,37.61,37.61
37.61,37.61,37.61,37.61
38.90,38.96,38.96,38.90
40.00,39.77,40.00,39.75
38.69,39.50,40.26,38.69
39.50,39.50,39.50,39.50
39.50,39.50,39.50,39.50
39.39,39.39,39.39,39.39
39.51,39.60,39.62,39.03
39.60,39.60,39.60,39.60
40.00,41.99,42.00,40.00
41.89,42.07,42.07,41.89
42.07,41.70,42.10,41.67
41.88,41.88,41.88,41.88
41.88,41.88,41.88,41.88
41.50,41.50,41.50,41.50
41.50,41.50,41.50,41.50
41.65,41.65,41.65,41.65
41.91,41.91,41.91,41.91
41.91,41.91,41.91,41.91
41.80,42.22,42.25,41.80
42.00,42.20,42.23,42.00
42.20,42.20,42.20,42.20
41.83,41.82,41.83,41.82
41.80,41.85,41.85,41.80
42.04,42.04,42.04,42.04
41.75,41.75,41.75,41.75
41.75,41.75,41.75,41.75
40.89,41.51,41.95,40.89
41.75,41.65,41.75,41.65
42.00,42.25,42.25,41.98
42.25,42.25,42.25,42.22
42.25,42.25,42.25,42.25
41.90,41.65,41.90,41.65
40.69,40.69,40.69,40.69
42.00,42.00,42.00,42.00
42.25,42.40,42.40,42.25
41.30,41.00,41.37,41.00
40.50,40.00,40.50,40.00
40.98,41.61,42.05,40.98
41.22,41.09,41.30,41.09
42.00,41.90,42.00,41.50
42.50,42.50,42.50,42.50
42.50,42.50,42.50,42.50
42.50,42.60,42.60,42.50
42.52,42.52,42.52,42.52
42.67,42.33,42.70,42.33
42.50,42.50,42.50,42.50
41.68,41.08,42.19,40.58
42.50,42.50,42.50,41.65
42.46,42.45,42.47,41.65
41.11,40.85,41.42,40.85
40.85,40.85,40.85,40.85
40.85,40.85,40.85,40.85
40.41,40.01,40.88,40.00
40.01,40.01,40.01,40.01
40.94,40.94,40.94,40.94
40.94,41.18,41.18,40.94
42.50,42.50,42.50,42.00
42.50,42.50,42.50,42.50
41.40,41.40,41.40,41.40
41.40,41.40,41.40,41.40
40.99,40.98,41.49,40.01
41.24,41.44,41.67,41.22
40.90,40.60,40.90,40.47
40.70,40.60,40.70,40.60
40.99,41.00,41.00,40.99
41.00,41.00,41.00,41.00
40.97,40.98,40.98,40.91
40.83,40.83,40.83,40.83
40.79,40.60,40.95,40.60
40.95,40.84,40.95,40.84
40.72,40.50,40.72,40.50
40.40,40.00,40.51,40.00
39.14,38.93,39.90,38.93
38.86,40.00,40.00,38.86
40.00,40.46,40.46,40.00
40.45,40.46,40.46,40.34
40.46,40.46,40.46,40.45
39.82,39.87,39.87,39.82
39.87,39.87,39.87,39.87
40.12,40.12,40.12,40.12
39.59,39.52,39.59,39.52
39.52,39.52,39.52,39.52
39.52,39.52,39.52,39.52
39.52,39.68,39.68,39.49
39.69,39.83,39.88,39.13
39.70,39.88,40.00,39.70
39.91,38.56,39.91,38.56
37.25,38.34,38.34,37.25
38.34,38.34,38.34,38.34
38.34,38.34,38.34,38.34
40.04,41.00,41.00,39.73
41.00,42.00,42.50,41.00
41.42,42.00,42.00,41.42
42.00,42.00,42.00,42.00
41.01,41.01,41.01,41.01
41.13,41.13,41.13,41.13
41.13,41.13,41.13,41.13
40.58,38.96,40.58,38.96
39.86,40.00,40.00,39.70
40.15,39.00,40.20,39.00
39.00,38.68,39.00,38.68
37.87,37.87,37.87,37.87
37.50,37.03,37.79,37.03
37.00,37.77,37.77,37.00
37.51,37.05,37.51,36.61
38.62,38.46,38.62,38.20
38.46,38.46,38.46,38.46
38.57,38.10,38.57,37.56
38.10,38.10,38.10,38.10
37.54,37.40,37.54,37.40
38.04,38.04,38.04,38.04
38.04,38.04,38.04,38.04
37.40,37.33,37.40,36.96
37.70,37.70,37.70,37.70
37.70,37.70,37.70,37.70
37.70,37.70,37.70,37.70
37.49,37.49,37.49,37.49
37.49,37.49,37.49,37.49
37.49,37.49,37.49,37.49
39.01,40.00,40.00,39.01
40.00,40.00,40.00,40.00
37.67,38.38,38.38,37.65
38.38,38.38,38.38,38.38
38.38,38.38,38.38,38.38
38.38,38.38,38.38,38.38
38.37,38.37,38.37,38.37
38.40,38.00,38.40,38.00
38.12,37.56,38.12,37.56
38.50,39.52,41.28,38.50
39.52,39.52,39.52,39.52
39.60,39.99,39.99,39.60
42.13,41.52,42.13,40.98
41.52,41.52,41.52,41.52
41.52,41.52,41.52,41.52
52.98,52.98,52.98,52.98
42.72,43.00,43.25,42.05
43.00,43.00,43.00,42.69
42.84,42.86,42.86,42.84
43.00,42.91,43.10,42.79
42.80,42.76,42.84,42.75
42.76,42.99,43.00,42.50
43.00,43.00,43.00,43.00
41.76,41.76,41.76,41.73
42.47,42.47,42.47,42.47
42.42,42.80,42.80,42.31
42.85,42.85,42.85,42.85
42.85,42.85,42.85,42.85
43.00,43.60,43.60,42.67
43.60,43.60,43.60,43.60
43.60,43.60,43.60,43.60
43.17,42.71,43.17,42.71
42.86,42.70,42.86,42.70
42.70,42.70,42.70,42.70
43.00,43.00,43.00,43.00
42.00,42.00,42.00,42.00
41.18,38.52,41.18,38.52
38.52,38.52,38.56,38.52
38.52,38.52,38.52,38.52
40.05,40.05,40.05,40.01
40.05,40.05,40.05,40.05
38.96,40.05,40.05,38.96
40.26,39.70,40.26,39.70
39.60,39.59,39.60,39.59
38.93,40.51,40.51,38.93
40.51,40.51,40.51,40.51
40.08,39.75,40.23,38.58
40.85,40.85,40.85,40.85
39.07,41.00,41.00,39.07
41.00,41.00,41.00,41.00
39.60,39.60,39.60,39.60
39.70,40.38,40.38,39.70
40.05,40.21,40.32,40.05
40.21,40.21,40.21,40.21
40.24,39.09,40.24,38.88
40.00,41.00,41.00,40.00
41.51,41.51,41.51,41.51
42.97,43.00,43.00,42.97
43.00,42.82,43.05,42.51
43.00,42.68,43.00,42.68
42.34,42.35,42.35,42.34
42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35
42.51,42.50,42.54,42.50
42.50,42.50,42.50,42.50
42.50,42.50,42.50,42.50
42.50,42.50,42.50,42.50
42.39,40.61,42.39,40.61
42.29,42.18,42.29,42.18
40.70,41.58,41.58,40.51
40.42,40.61,40.61,40.42
39.68,39.68,39.68,39.68
38.80,41.06,41.06,38.80
42.60,42.50,42.60,42.50
41.27,41.09,41.27,39.70
41.09,41.09,41.09,41.09
41.09,41.09,41.09,41.09
40.01,40.22,40.22,40.01
39.93,39.93,39.93,39.93
39.00,39.00,39.00,39.00
39.00,39.00,39.00,39.00
39.00,39.00,39.00,39.00
40.64,40.64,40.64,40.64
40.50,40.50,40.50,40.50
40.50,40.50,40.50,40.50
39.00,39.00,39.00,39.00
37.82,37.82,37.82,37.82
36.67,35.28,36.67,35.26
36.00,36.00,36.09,36.00
36.57,36.57,36.57,36.57
36.57,36.57,36.57,36.57
36.71,36.64,36.71,36.64
39.00,40.10,40.10,36.00
40.10,40.10,40.10,40.10
37.00,37.00,37.00,37.00
37.00,37.00,37.00,37.00
37.00,37.00,37.00,37.00
36.39,36.39,36.39,36.39
36.39,36.39,36.39,36.39
37.52,36.00,37.52,35.25
36.89,36.55,36.94,36.48
36.55,36.55,36.55,36.55
36.18,35.25,36.18,35.25
35.25,35.25,35.25,35.25
40.00,35.28,40.00,35.28
35.28,35.28,35.28,35.28
36.00,35.35,36.00,35.35
36.00,34.79,36.00,33.59
34.79,34.79,34.79,34.79
34.12,32.79,34.12,32.79
34.75,34.70,34.75,34.70
34.70,34.70,34.70,34.70
34.88,34.86,35.30,34.54
36.01,35.14,36.01,34.77
36.45,36.45,36.45,36.45
34.70,36.49,36.49,34.70
35.93,35.00,35.93,35.00
35.04,35.00,35.04,35.00
34.56,34.37,34.56,33.84
34.37,34.37,34.37,34.37
36.30,34.71,36.30,34.71
36.71,36.40,36.71,36.23
36.25,35.40,36.25,35.40
35.47,35.98,35.98,35.47
36.25,36.15,36.25,36.15
36.21,36.64,36.74,36.21
36.14,36.50,36.50,36.14
36.50,36.50,36.50,36.50
36.56,36.39,36.95,36.39
36.38,36.38,36.38,36.38
36.61,36.61,36.61,36.61
36.00,36.00,36.00,36.00
35.40,35.39,35.41,34.55
35.24,34.45,35.24,33.90
34.45,34.45,34.45,34.45
35.87,34.50,35.87,34.42
34.41,34.50,34.50,34.40
34.48,34.53,34.64,34.48
34.75,34.75,34.75,34.75
33.73,33.81,34.59,33.73
34.00,33.11,34.03,33.11
33.25,33.26,33.26,33.25
32.95,32.95,32.95,32.95
33.00,32.95,33.00,32.95
32.95,32.95,32.95,32.95
32.46,31.09,32.46,31.09
31.34,31.25,31.55,31.00
31.21,30.14,31.25,30.13
30.26,30.20,30.26,29.87
30.19,31.00,31.00,29.35
29.68,30.06,30.11,29.68
29.14,29.24,29.67,29.14
30.30,29.41,30.30,29.41
29.40,29.50,30.21,29.27
29.89,31.49,31.61,29.50
31.60,31.75,32.00,31.60
31.75,30.13,31.75,30.13
30.75,31.30,31.30,30.71
31.13,31.15,31.18,31.13
31.13,30.50,31.13,30.50
30.00,29.98,30.00,29.98
29.70,29.70,29.70,29.70
29.10,29.96,29.96,29.10
30.92,31.13,31.13,30.86
31.46,31.48,31.48,31.40
31.81,32.27,32.29,31.81
31.42,31.15,31.42,31.15
31.14,31.14,31.14,30.42
31.42,31.42,31.42,31.42
31.42,31.42,31.42,31.42
31.47,31.50,31.60,31.45
30.61,31.22,31.42,30.61
31.22,31.22,31.22,31.22
31.14,31.14,31.14,31.14
31.38,31.38,31.40,31.38
31.50,31.78,32.00,31.50
32.00,32.00,32.00,32.00
32.00,31.74,32.00,31.74
31.75,32.00,32.20,31.75
32.00,32.00,32.00,32.00
32.00,32.00,32.00,32.00
31.75,30.99,31.75,30.99
30.00,30.00,30.00,29.54
30.08,30.08,30.30,29.93
30.00,30.08,30.08,30.00
30.08,30.08,30.08,30.08
30.08,30.08,30.08,30.08
29.73,29.61,29.73,29.50
29.61,29.33,29.61,29.33
29.29,29.28,29.29,29.25
29.28,29.84,29.84,29.26
31.36,31.80,31.80,31.36
31.81,32.51,32.51,31.81
32.98,32.40,33.57,31.48
32.36,32.80,32.83,32.36
33.13,33.13,33.13,33.13
33.49,33.50,33.50,33.49
34.00,34.35,34.35,34.00
32.45,32.45,32.45,32.45
35.14,35.14,35.14,35.14
35.14,35.14,35.14,35.14
35.14,35.14,35.14,35.14
34.03,34.03,34.03,34.03
35.74,34.97,35.74,34.92
34.97,34.97,34.97,34.97
34.97,34.97,34.97,34.97
34.97,34.97,34.97,34.97
35.46,34.98,35.46,34.98
34.98,34.98,34.98,34.98
34.98,34.98,34.98,34.98
34.98,34.98,34.98,34.98
34.98,34.98,34.98,34.98
34.98,34.98,34.98,34.98
34.98,34.98,34.98,34.98
34.98,34.98,34.98,34.98
34.00,34.00,34.00,34.00
33.75,33.75,33.75,33.75
33.75,33.75,33.75,33.75
33.75,33.75,33.75,33.75
33.75,33.75,33.75,33.75
33.75,33.75,33.75,33.75
33.83,33.50,33.83,33.50
33.50,33.50,33.50,33.50
33.54,32.79,33.56,32.78
32.42,32.40,32.42,32.40
32.40,32.40,32.40,32.40
30.95,30.95,30.95,30.95
31.00,31.00,31.00,31.00
30.00,30.21,30.21,27.09
30.16,30.60,30.75,29.50
30.60,30.60,30.60,30.60
31.89,31.89,31.89,31.89
31.89,31.89,31.89,31.89
31.89,31.89,31.89,31.89
31.89,31.89,31.89,31.89
28.03,31.02,31.02,28.03
30.50,31.00,31.10,30.50
30.50,30.10,30.59,28.87
30.42,31.00,31.00,30.24
31.00,31.00,31.00,31.00
31.00,31.00,31.00,31.00
29.71,29.75,29.75,29.71
29.75,29.75,29.75,29.75
30.68,30.50,30.68,30.50
29.73,29.72,31.02,29.71
29.00,28.73,29.58,28.66
26.10,28.24,28.24,26.10
27.61,28.05,28.30,27.60
27.50,27.95,27.95,27.50
28.45,28.45,28.45,28.45
28.45,28.45,28.45,28.45
22.25,27.80,27.80,22.25
28.47,28.60,28.60,28.47
28.60,28.60,28.60,28.60
28.60,28.60,28.60,28.60
28.60,28.60,28.60,28.60
27.35,27.35,27.35,27.35
27.35,27.35,27.35,27.35
26.59,26.59,26.59,26.59
25.96,25.96,25.96,25.96
24.81,24.81,24.81,24.81
24.81,22.74,25.18,22.74
23.19,23.27,23.27,23.19
24.23,24.45,24.45,24.23
24.82,25.00,25.81,24.75
26.50,26.52,26.72,26.50
26.52,26.52,26.52,26.52
26.60,26.60,26.60,26.60
26.60,26.60,26.60,26.60
25.32,25.32,25.32,25.32
26.00,26.00,26.00,26.00
25.80,25.38,25.80,25.38
25.08,24.60,25.08,24.55
23.95,23.98,23.98,23.59
24.12,25.16,25.16,24.12
22.81,23.15,23.18,22.79
23.01,24.15,24.15,21.01
25.13,26.49,29.00,24.47
24.55,24.87,26.91,24.55
24.12,22.60,25.85,22.60
24.76,24.72,24.80,24.41
24.72,24.72,24.72,24.72
23.29,23.51,23.66,23.29
23.51,23.51,23.51,23.51
23.51,23.51,23.51,23.51
21.70,21.73,21.79,21.70
22.00,22.00,22.00,21.99
21.95,19.58,21.95,19.57
19.58,19.58,19.58,19.58
18.75,19.36,19.36,18.75
19.44,21.39,21.39,19.44
21.39,21.39,21.39,21.39
22.21,22.84,23.31,22.21
22.84,22.84,22.84,22.84
23.60,24.06,24.06,23.60
24.06,24.06,24.06,24.06
22.44,22.44,22.44,22.44
22.46,22.07,22.46,22.07
22.07,22.07,22.07,22.07
22.40,22.40,22.40,22.40
23.00,22.00,23.00,22.00
22.23,22.23,22.23,22.23
22.23,22.23,22.23,22.23
20.26,20.09,21.02,20.09
20.09,20.09,20.09,20.09
18.00,19.95,19.95,18.00
15.58,18.11,18.57,15.58
17.50,18.50,18.50,17.50
18.50,18.50,18.50,18.50
17.95,19.00,19.00,17.95
18.77,18.77,18.77,18.77
18.77,18.77,18.77,18.77
19.67,19.09,19.67,19.03
19.38,20.10,20.10,19.38
20.12,20.25,20.25,19.70
20.31,20.24,20.31,20.24
20.24,20.24,20.24,20.24
20.24,20.24,20.24,20.24
20.24,20.24,20.24,20.24
19.98,19.98,19.98,19.98
19.98,19.98,19.98,19.98
19.59,19.59,19.59,19.59
20.02,20.38,20.38,20.02
19.91,20.00,20.00,19.83
20.00,20.00,20.00,20.00
20.00,20.00,20.00,20.00
19.24,19.84,19.84,19.24
19.70,20.00,20.00,19.70
20.00,20.00,20.00,20.00
20.49,20.22,21.13,20.22
20.22,20.22,20.22,20.22
20.44,20.44,20.44,20.44
19.05,19.25,19.25,19.05
19.25,19.25,19.25,19.25
18.12,18.00,18.50,18.00
17.95,18.99,18.99,17.95
18.95,19.04,19.04,17.70
18.25,19.00,19.00,18.15
18.80,18.70,18.85,18.00
18.15,18.50,18.50,17.70
18.58,19.21,19.21,18.29
19.25,18.99,19.40,18.99
19.08,19.08,19.08,19.08
19.15,19.15,19.15,17.97
18.96,18.75,18.96,18.70
18.75,18.75,18.75,18.75
18.75,18.70,18.75,18.70
18.70,18.70,18.70,18.70
18.33,17.86,18.35,17.86
18.33,18.15,18.33,18.02
18.10,18.05,18.10,17.66
18.15,17.76,18.15,17.76
18.52,18.38,18.75,17.34
18.38,18.38,18.38,18.38
18.38,18.35,18.38,18.23
18.50,18.50,18.68,18.46
18.50,18.50,18.50,18.50
18.75,18.75,18.75,18.75
18.75,18.50,18.75,18.50
17.17,17.79,17.79,17.13
17.79,17.70,17.79,17.56
17.50,17.40,17.50,17.14
17.00,16.99,17.00,16.99
16.56,16.55,16.56,16.53
16.55,16.55,16.55,16.55
17.00,17.25,17.40,17.00
17.35,17.52,17.52,17.35
17.52,17.52,17.52,17.52
16.80,16.80,16.80,16.80
16.80,16.80,16.80,16.80
16.80,16.80,16.80,16.80
17.55,17.62,17.72,17.55
17.55,17.60,17.60,17.55
17.60,17.60,17.60,17.60
17.60,17.60,17.60,17.60
17.60,17.60,17.60,17.60
17.60,17.60,17.60,17.60
16.00,16.00,16.00,16.00
16.00,16.00,16.00,16.00
16.45,16.00,16.45,16.00
15.93,15.53,16.07,15.01
15.53,15.53,15.53,15.53
16.38,16.38,16.38,16.38
16.38,16.38,16.38,16.38
16.38,16.38,16.38,16.38
16.50,16.54,16.54,16.50
16.30,16.30,16.30,16.30
16.30,16.30,16.30,16.30
17.55,17.59,17.60,17.55
16.77,16.56,16.80,16.56
16.90,17.40,17.40,16.90
17.40,17.40,17.40,17.40
17.90,17.90,17.90,17.90
17.87,17.87,17.87,17.46
18.00,18.75,18.75,18.00
18.73,18.74,18.74,18.73
18.74,18.74,18.74,18.74
18.74,18.74,18.74,18.74
17.76,17.82,17.82,17.76
17.82,17.82,17.82,17.82
17.82,17.82,17.82,17.82
18.11,18.01,18.11,18.01
18.01,18.01,18.01,18.01
18.45,18.30,18.45,18.30
18.51,18.63,18.63,18.32
18.65,18.65,18.65,18.65
18.56,18.56,18.56,18.56
18.40,18.40,18.40,18.40
18.40,18.40,18.40,18.40
17.76,17.76,17.76,17.76
17.46,17.75,17.75,17.46
17.87,18.13,18.18,17.75
18.60,18.91,18.96,18.60
17.90,17.89,17.90,17.89
18.89,18.89,18.89,18.89
18.89,18.50,18.92,18.49
18.50,18.50,18.50,18.50
17.82,17.82,17.82,17.82
17.82,17.82,17.82,17.82
18.75,18.75,18.75,18.75
19.50,18.50,19.50,18.50
18.85,18.85,18.85,18.68
18.85,18.85,18.85,18.85
19.50,19.01,19.50,19.01
18.90,19.28,20.95,18.56
18.87,19.61,19.75,18.87
19.57,20.21,21.07,19.42
20.60,20.91,20.91,20.60
20.74,20.74,20.74,20.74
20.77,20.77,20.80,20.73
21.70,20.75,21.70,20.75
20.75,20.85,21.09,20.75
20.55,21.14,21.14,20.55
21.14,20.81,21.20,20.42
21.00,21.50,21.50,20.25
20.38,20.10,20.42,20.00
20.03,20.37,20.40,20.03
20.58,20.97,20.97,20.58
20.97,20.97,20.97,20.97
20.41,20.41,20.41,20.41
20.82,19.99,20.82,19.99
20.00,20.00,20.54,20.00
19.50,20.00,20.00,19.50
19.50,19.10,19.50,19.10
19.13,17.75,19.13,17.75
17.74,17.04,17.74,16.51
16.74,16.52,16.74,16.44
21.50,16.05,21.50,16.02
16.05,16.05,16.05,16.05
16.04,14.69,16.05,14.69
14.73,15.10,18.37,13.05
15.16,15.55,15.63,14.99
15.59,15.60,15.60,15.59
17.66,17.07,17.66,16.04
18.00,17.75,18.00,17.25
17.84,18.10,18.10,17.82
18.10,18.10,18.10,18.10
18.75,18.95,18.95,18.75
18.94,19.59,20.00,18.50
19.60,20.10,20.24,19.60
19.98,20.40,20.40,19.98
20.40,19.92,20.40,19.92
19.92,19.92,19.92,19.92
20.20,20.20,20.20,20.20
20.00,19.10,20.16,19.04
19.10,19.10,19.10,19.10
19.10,19.10,19.10,19.10
19.72,19.84,19.86,19.30
19.85,19.64,20.02,19.22
18.00,18.00,18.00,18.00
19.58,19.56,19.74,18.73
19.58,19.50,20.09,18.57
19.50,19.50,19.50,19.50
17.77,17.60,18.25,17.60
18.00,17.98,18.00,17.97
18.61,18.30,19.15,18.30
18.54,16.67,18.54,16.46
16.70,18.30,18.30,16.70
18.35,18.57,19.00,17.99
18.53,18.50,19.00,18.50
18.50,18.50,18.50,18.50
18.27,19.30,19.30,18.27
19.30,19.43,19.50,19.15
20.00,20.00,20.03,19.77
19.80,20.14,20.14,19.80
20.14,20.14,20.14,20.14
19.69,19.85,19.85,19.69
21.24,20.04,21.24,19.56
19.57,19.57,19.57,19.57
19.76,19.76,19.76,19.76
19.76,19.76,19.76,19.76
19.60,19.60,19.60,19.60
20.20,20.00,20.20,19.96
20.00,20.00,20.00,20.00
19.95,19.80,19.95,19.80
19.80,19.80,19.80,19.80
19.80,19.80,19.80,19.80
19.11,19.80,19.80,19.11
19.80,19.80,19.80,19.80
19.30,19.30,19.30,19.30
19.30,19.30,19.30,19.30
19.30,19.30,19.30,19.30
19.10,19.10,19.10,19.10
19.10,19.10,19.10,19.10
19.00,18.50,19.04,18.50
18.60,18.90,18.90,18.60
18.90,18.90,18.90,18.90
18.60,19.10,19.10,18.55
19.25,18.52,19.25,18.52
18.50,18.50,18.50,18.50
18.50,18.50,18.50,18.50
18.50,18.50,18.50,18.50
18.35,18.35,18.35,18.35
19.40,19.22,19.40,19.08
19.10,19.50,19.50,19.10
19.50,19.62,19.62,19.50
19.50,19.50,19.50,19.50
19.10,19.10,19.10,19.10
19.10,19.10,19.10,19.10
19.29,18.39,19.29,17.00
17.78,17.81,17.81,17.77
18.17,18.00,18.17,18.00
17.64,18.06,18.06,17.60
17.82,18.51,19.40,17.82
18.50,18.79,18.79,18.50
18.79,18.76,18.91,18.24
18.51,18.75,18.76,18.30
18.30,17.60,18.43,17.60
19.00,17.56,19.00,17.44
17.35,17.44,17.55,17.25
18.50,18.50,18.50,18.50
17.96,18.00,18.08,17.79
18.40,18.75,18.75,18.40
18.48,18.29,18.57,18.23
18.49,19.61,19.62,18.49
19.60,19.41,19.61,19.25
19.00,18.47,19.00,18.45
18.36,18.94,18.94,18.29
18.17,18.71,18.71,17.01
18.60,18.30,18.60,18.30
18.50,18.36,18.50,17.05
18.49,18.40,18.49,18.40
18.40,18.67,18.67,18.40
18.31,18.31,18.31,18.31
18.40,17.84,18.40,17.84
17.88,17.31,17.88,17.29
17.81,17.95,17.95,17.35
17.96,17.49,17.96,17.27
17.95,17.95,17.95,17.95
17.28,17.95,18.00,17.16
17.87,17.87,17.87,17.87
17.93,17.95,17.95,17.93
17.50,17.91,17.91,17.50
17.87,18.20,18.20,17.87
17.56,18.44,18.44,17.56
17.60,17.60,17.60,17.60
17.62,17.31,17.62,17.31
18.17,17.65,18.17,17.25
17.65,17.65,17.65,17.65
17.10,17.13,17.23,17.10
17.05,17.12,17.12,17.05
15.64,15.10,15.80,15.02
15.15,15.70,15.80,15.15
15.63,15.65,15.65,15.24
15.10,15.21,15.58,14.50
15.02,15.48,15.48,13.42
15.02,15.35,15.35,15.02
15.38,13.82,15.38,13.82
14.00,13.40,14.10,12.51
13.60,14.07,14.13,13.60
13.82,14.50,14.50,13.60
14.91,14.90,14.98,14.50
14.00,14.19,14.65,14.00
14.70,14.70,14.70,14.70
14.33,14.88,14.88,14.33
14.88,14.88,14.88,14.88
14.50,14.30,14.50,14.24
14.31,14.31,14.31,14.31
14.80,14.80,14.80,14.80
14.80,14.80,14.80,14.80
14.36,14.90,14.90,14.35
14.28,13.90,14.28,13.80
14.12,14.71,14.75,14.11
14.66,15.07,15.07,14.66
15.40,15.35,15.40,15.35
15.27,16.00,16.00,15.15
16.00,16.00,16.00,16.00
16.00,16.00,16.00,16.00
16.00,16.20,16.20,16.00
