FFIV,F5 Networks,NASDAQ
71.90,70.92,72.35,70.02
70.23,68.02,70.32,67.53
68.67,68.50,69.29,67.84
69.22,68.58,69.22,68.17
68.80,70.05,70.15,68.58
71.12,68.80,71.22,68.69
70.00,69.61,70.46,69.30
69.70,68.94,69.97,68.69
68.53,69.32,69.90,68.40
69.78,69.19,69.90,68.78
69.55,68.52,69.69,68.22
68.99,69.36,69.71,68.48
69.44,71.95,72.34,69.36
74.60,76.09,76.18,74.49
77.38,79.79,79.83,76.86
79.68,81.41,81.95,79.24
81.47,80.43,82.00,79.77
80.76,80.90,81.38,80.43
80.96,81.74,82.55,80.41
81.35,80.29,81.79,79.95
81.60,80.34,81.60,79.88
80.61,79.91,80.78,79.60
81.69,81.42,82.49,80.81
87.97,87.29,92.79,87.26
86.76,87.65,88.20,86.34
87.29,86.80,87.84,85.62
86.81,87.89,88.45,86.57
88.00,87.80,88.38,86.84
88.26,89.04,89.19,87.39
87.82,88.45,88.50,87.02
87.99,88.73,89.22,87.66
88.78,88.46,89.07,88.03
88.42,88.38,89.58,87.66
88.80,90.22,91.00,88.64
89.93,89.88,91.17,89.69
91.93,92.70,94.33,91.53
92.57,93.00,93.69,91.72
92.39,92.50,93.65,92.25
90.37,89.23,90.39,87.63
89.30,87.49,89.72,87.46
87.86,85.70,88.11,85.63
85.82,86.81,87.02,85.39
86.08,85.38,86.76,85.25
86.17,87.69,88.09,85.77
88.22,87.10,88.30,86.66
86.86,85.86,87.39,85.67
84.24,82.84,84.89,82.60
82.78,83.22,83.75,82.27
83.29,84.12,84.92,83.29
84.50,83.38,84.63,82.78
84.22,85.02,86.11,84.16
85.10,85.40,86.00,84.11
85.43,86.52,87.18,85.28
86.75,86.88,87.82,85.74
87.51,88.44,88.79,87.15
88.88,89.96,90.22,88.40
89.23,92.02,93.20,89.15
91.94,90.63,92.29,90.58
91.02,92.01,92.04,90.40
93.00,90.88,93.18,90.57
91.07,91.63,92.43,90.57
91.65,92.94,93.32,90.88
93.19,93.10,93.49,92.43
94.33,93.62,94.66,93.33
93.59,89.17,93.77,89.13
87.49,87.07,87.97,86.05
86.97,87.99,88.35,86.04
88.20,88.10,89.57,87.31
87.46,86.80,87.98,86.37
86.00,85.81,86.87,85.31
86.10,88.97,89.10,85.58
88.18,89.88,89.96,87.94
89.96,88.45,91.14,87.65
89.89,91.54,91.68,89.50
90.86,92.02,93.25,90.51
91.99,88.79,92.73,88.70
89.27,87.90,89.89,86.02
87.73,89.22,89.50,87.51
88.77,90.50,91.10,88.32
89.62,90.21,90.59,88.98
89.90,87.55,90.37,87.51
88.36,88.52,88.60,87.41
87.50,85.92,88.06,85.87
86.64,87.81,88.06,85.92
88.18,90.11,90.12,88.01
91.23,90.65,91.71,89.53
90.49,86.31,90.83,85.58
88.04,85.15,91.68,84.20
85.50,82.71,85.88,82.36
82.55,84.28,84.86,82.52
84.50,84.16,85.32,83.16
84.64,83.49,84.75,83.00
83.33,81.54,83.50,81.07
81.47,79.43,81.90,78.74
79.73,79.55,80.47,78.14
79.60,79.74,80.56,79.11
80.34,81.20,81.42,79.90
81.11,80.39,81.79,80.12
80.37,82.02,82.13,80.34
82.23,82.86,83.18,81.33
83.50,84.13,84.87,83.50
83.85,84.64,85.31,83.81
83.32,84.05,85.12,82.06
84.23,84.62,85.49,83.93
84.74,83.89,85.41,83.78
83.71,82.02,84.00,81.05
82.29,81.56,83.32,81.39
82.07,82.91,83.18,81.60
83.20,82.94,83.43,81.67
82.97,80.90,83.01,80.82
81.22,81.84,82.69,80.76
81.88,82.38,82.65,81.36
82.56,82.26,82.68,81.78
82.11,82.05,82.55,81.80
81.36,82.08,82.27,81.25
81.58,82.81,83.25,81.53
82.62,81.50,82.84,81.48
82.56,83.59,84.04,81.20
83.94,85.18,85.61,83.69
84.81,84.72,85.31,84.49
85.50,84.24,85.50,84.14
83.92,81.99,84.43,81.71
82.40,81.47,82.47,81.22
82.42,83.44,84.17,81.79
83.73,84.25,85.14,83.63
83.95,84.11,84.26,82.53
83.58,84.98,85.53,83.58
85.82,88.10,88.50,85.15
88.50,89.51,89.85,87.92
89.50,89.44,89.95,89.33
89.50,89.28,89.85,89.10
89.22,89.22,89.83,89.00
89.27,89.89,90.79,88.89
90.20,90.86,91.28,89.77
90.42,88.89,90.47,88.45
89.08,88.03,89.29,87.82
89.26,87.78,89.65,87.52
88.12,89.64,90.26,87.70
89.62,89.37,90.57,88.52
89.74,88.06,89.74,87.47
88.33,88.52,88.54,87.56
91.08,92.01,93.50,90.72
92.22,94.52,94.98,91.99
95.00,97.50,98.17,94.71
97.44,97.75,98.18,96.91
97.51,96.92,97.75,96.40
97.83,98.20,98.65,97.37
98.00,97.48,98.87,97.16
107.99,102.49,109.00,102.39
102.17,104.91,106.12,101.00
105.23,106.50,108.14,104.71
106.23,109.74,110.42,106.06
107.18,107.48,109.08,106.72
108.25,109.95,110.90,107.25
109.69,107.02,109.69,106.50
104.58,104.93,106.70,103.82
105.26,106.47,107.00,104.64
105.63,103.95,105.95,102.24
104.00,106.07,106.76,103.99
106.82,107.28,107.40,105.37
107.50,109.50,110.65,107.43
109.33,112.26,112.59,109.03
112.50,111.55,114.25,111.07
110.25,111.74,111.75,108.80
111.84,111.91,112.41,111.00
111.69,112.12,112.49,111.35
112.23,109.65,112.59,109.43
109.82,110.52,111.30,108.92
112.50,110.28,112.99,109.70
110.27,111.91,113.77,110.21
112.45,110.22,113.00,109.76
110.41,113.89,114.76,110.03
113.36,114.51,114.86,112.56
114.86,112.34,114.86,111.07
110.30,111.18,111.59,108.54
112.77,113.12,113.53,111.94
113.33,114.66,115.54,112.59
114.24,114.77,115.10,112.25
115.95,114.78,116.71,113.97
113.92,111.97,114.92,111.50
112.95,111.93,114.85,111.44
111.31,111.62,112.23,110.78
111.74,107.50,112.07,106.50
107.53,107.47,109.13,107.05
108.15,110.37,111.10,107.87
110.24,110.78,111.54,109.84
111.49,113.46,114.84,111.07
112.63,114.09,114.85,112.19
115.19,112.83,115.19,112.19
112.64,107.87,112.76,107.00
108.75,108.83,111.00,107.19
109.59,104.65,110.00,103.83
104.33,106.31,108.09,103.14
106.68,105.14,107.74,104.03
106.20,106.63,107.43,105.98
107.05,109.66,110.83,107.05
109.52,109.23,110.47,108.35
109.15,106.97,109.23,106.41
107.31,104.44,108.10,103.30
104.13,105.35,106.74,103.69
105.19,107.45,108.12,104.90
107.58,109.75,109.92,106.92
109.49,104.28,109.53,103.84
103.39,103.01,105.39,102.51
105.79,107.05,109.45,105.33
106.76,107.73,108.50,104.66
108.39,108.31,109.43,106.35
108.31,108.40,108.70,106.46
108.42,108.77,109.44,106.87
108.86,109.22,110.36,107.80
109.00,108.19,109.00,106.51
112.84,105.98,112.84,104.03
105.33,103.52,105.88,102.89
103.85,102.34,104.24,99.26
102.97,105.27,105.74,102.08
104.93,105.17,105.82,103.98
104.65,106.70,107.33,104.29
105.27,103.72,106.99,103.60
103.10,103.83,104.24,102.74
103.80,103.16,104.32,103.05
103.01,100.91,103.31,99.95
100.73,101.33,103.38,99.93
101.42,102.71,102.82,99.96
102.35,105.44,105.85,101.65
105.39,104.82,105.50,103.96
104.83,103.43,105.12,103.26
104.11,103.26,104.50,101.16
102.85,102.62,103.05,100.73
102.81,107.22,107.62,102.60
106.66,105.92,107.16,104.98
106.00,106.99,107.28,105.64
106.82,107.63,108.65,106.51
107.53,107.75,108.32,106.46
108.17,109.68,109.97,107.65
109.86,108.49,110.75,108.17
109.08,110.45,110.48,108.33
110.66,108.55,110.66,108.31
108.93,109.57,109.77,107.70
108.37,110.07,110.50,108.22
109.50,108.98,111.00,108.73
109.44,110.94,111.45,108.80
111.22,111.36,112.50,110.58
111.76,111.37,112.39,111.08
111.55,112.59,112.83,111.09
111.96,112.37,113.39,111.85
112.19,111.54,112.64,111.00
111.63,112.30,112.54,111.04
111.76,113.36,113.80,111.75
112.99,113.56,114.14,112.81
113.18,112.54,113.72,110.85
112.97,109.52,113.26,109.25
109.09,108.81,109.36,108.17
109.05,108.81,109.26,108.50
108.90,109.46,110.83,108.64
108.94,108.89,109.83,108.37
109.10,107.16,109.53,106.57
107.49,111.11,111.25,107.33
110.93,111.44,112.48,110.66
112.00,112.19,112.92,111.45
111.95,111.51,112.71,111.16
111.79,112.36,112.63,111.59
111.36,112.24,114.58,111.29
111.94,109.16,112.22,108.20
110.00,111.75,112.68,109.66
109.60,111.29,112.17,109.20
110.86,110.20,112.06,109.74
109.49,109.84,112.81,109.21
111.06,110.72,111.90,109.57
111.57,109.69,111.98,109.43
109.27,109.42,111.18,109.09
109.81,110.19,110.78,109.31
110.09,109.20,110.52,108.80
109.92,112.12,112.65,109.21
110.51,110.81,112.03,110.31
112.50,113.23,117.77,112.32
113.08,112.41,113.37,112.18
112.17,113.31,114.14,108.03
113.44,114.29,114.97,113.31
114.94,115.67,116.11,114.58
114.86,112.59,114.86,112.47
109.01,112.20,113.37,109.01
111.20,112.38,112.96,111.17
111.78,113.76,114.31,111.50
114.20,114.03,115.18,113.02
114.50,112.48,114.50,112.34
112.29,114.33,114.73,111.01
114.90,116.76,117.74,114.85
116.80,113.66,116.93,113.09
114.44,115.07,115.36,113.83
115.32,114.68,115.32,113.98
115.45,114.01,115.86,113.10
114.95,116.57,117.31,114.72
116.67,120.02,120.58,116.60
121.45,122.57,123.25,119.62
123.59,122.09,123.59,121.62
122.45,121.64,122.62,121.01
122.27,121.55,123.00,121.05
121.99,123.86,124.37,121.71
124.36,123.66,124.80,123.38
123.29,123.66,124.31,122.40
124.22,124.19,124.55,123.21
124.50,125.73,125.99,124.21
125.73,123.91,126.10,123.79
123.89,123.00,124.42,122.86
122.94,123.71,124.37,122.79
123.56,123.83,124.89,123.37
123.42,123.03,124.82,122.91
123.66,125.19,125.24,122.31
125.43,126.12,127.04,125.22
125.70,125.08,125.98,124.31
126.12,123.87,126.72,123.69
123.22,125.82,126.15,123.21
125.69,125.44,126.89,124.97
126.13,127.64,127.82,125.61
128.25,124.84,128.30,124.32
124.24,122.20,124.72,121.62
121.58,120.52,122.09,120.47
120.70,122.08,122.12,120.36
122.27,119.71,122.45,119.06
120.08,121.04,121.51,120.08
118.38,119.16,119.59,117.60
119.40,118.74,120.04,118.13
118.50,117.08,118.64,116.30
117.02,118.71,119.21,116.49
121.00,122.65,123.55,120.78
122.71,122.16,123.38,121.44
120.95,117.91,120.95,117.79
117.76,119.03,119.33,114.53
118.12,115.31,118.89,114.68
113.47,107.11,113.55,106.86
107.22,109.11,112.36,106.82
112.76,109.82,112.76,108.29
107.74,110.30,111.94,107.22
108.00,109.74,110.08,107.50
111.25,113.70,114.52,110.80
113.02,112.88,113.31,110.75
113.46,116.61,116.89,112.97
116.30,112.74,116.96,112.67
114.50,114.57,115.81,113.72
114.75,114.90,115.62,113.37
114.83,115.59,116.05,113.53
116.57,120.25,120.49,115.53
119.41,117.12,119.96,115.68
123.00,121.78,123.83,120.01
123.89,122.98,124.00,122.01
122.00,124.37,125.44,122.00
124.88,125.64,126.65,124.40
126.65,125.42,126.65,124.58
125.66,125.21,126.35,125.01
125.22,126.66,126.69,124.20
126.66,126.59,127.15,124.25
127.12,126.57,127.71,125.85
125.64,125.76,126.29,124.63
126.03,126.15,126.52,125.23
126.50,128.88,128.93,124.76
128.83,127.86,128.83,126.49
127.92,127.84,128.85,127.51
128.11,126.39,128.15,126.08
126.41,127.97,127.99,124.60
129.49,128.73,129.73,127.94
129.13,130.21,130.34,128.47
130.30,130.17,130.86,129.17
130.21,129.09,130.64,128.65
129.45,129.19,130.58,128.53
129.61,128.07,129.61,126.83
127.51,128.73,129.25,126.47
127.76,130.95,131.39,127.76
130.92,132.31,132.58,130.48
132.31,133.26,133.26,131.69
133.00,131.29,133.23,130.54
130.37,132.21,132.36,128.58
132.25,130.71,133.70,130.47
131.70,132.38,133.70,131.70
130.91,130.54,131.96,130.07
130.77,130.26,131.27,128.41
130.62,128.27,131.50,128.18
128.50,129.95,130.39,127.48
132.56,132.84,132.85,130.78
133.40,132.75,135.00,132.18
132.94,132.97,133.43,132.26
133.82,133.94,134.98,132.43
133.96,135.11,136.11,133.76
135.69,133.66,135.98,133.46
133.32,133.82,134.48,132.86
133.01,132.71,134.42,132.62
133.13,130.47,133.62,130.37
131.72,130.33,132.40,128.44
132.19,129.76,132.99,128.97
128.00,126.73,129.47,126.69
127.55,128.35,129.43,127.26
129.80,129.65,131.07,128.73
129.82,129.89,130.55,128.31
130.45,127.92,130.45,127.38
128.67,128.67,132.22,127.49
125.06,125.60,126.05,122.11
126.60,124.22,127.67,124.11
124.46,126.29,126.45,123.97
127.26,126.25,127.30,125.20
126.75,125.95,127.67,125.12
108.65,113.40,114.62,108.60
113.15,114.85,115.30,112.50
114.55,114.30,114.87,111.85
112.70,113.19,114.63,112.05
114.67,112.84,115.14,112.84
112.57,113.98,114.49,111.62
113.23,111.62,114.73,111.38
110.29,112.61,112.90,110.10
112.61,112.35,113.55,110.84
112.18,110.10,112.62,109.72
110.04,111.08,111.22,109.19
111.24,111.99,112.80,110.59
111.78,110.45,112.49,110.35
111.20,112.86,113.31,110.53
113.12,113.77,114.56,112.44
114.71,115.27,115.78,114.04
115.50,116.64,116.82,114.72
116.87,116.43,117.60,115.05
116.44,117.62,118.08,115.89
117.21,118.32,118.84,116.37
117.95,119.36,119.82,117.18
119.82,118.53,119.82,117.85
118.53,119.60,119.73,118.00
119.39,118.83,120.66,118.24
119.19,119.04,120.37,118.20
119.22,118.12,120.06,118.02
118.56,119.56,119.56,117.42
119.31,119.01,119.31,117.70
119.28,119.24,119.55,118.50
119.73,119.22,119.97,118.98
118.80,117.96,119.68,117.62
115.56,114.83,115.83,112.96
113.90,112.29,114.23,112.29
112.59,112.90,113.37,111.75
113.76,113.04,113.76,111.90
113.24,112.36,113.24,111.42
113.31,113.27,113.97,112.44
112.59,112.59,113.24,111.98
112.35,114.27,114.85,111.54
114.80,114.56,116.16,114.50
115.18,116.35,116.49,114.54
116.69,115.42,116.88,115.26
115.70,115.02,116.05,114.37
114.93,112.90,115.55,112.89
112.07,112.23,112.92,111.07
112.72,113.87,114.20,112.01
114.13,115.26,115.39,113.22
114.88,114.94,115.46,114.11
114.61,114.31,114.86,113.50
114.21,113.71,114.75,113.41
113.01,111.74,113.41,111.33
112.08,113.12,113.88,111.81
112.93,113.43,114.41,112.58
113.86,116.09,116.82,113.30
114.89,113.82,116.01,113.52
113.95,113.64,115.79,113.46
113.44,113.34,114.55,113.24
113.82,117.11,117.57,113.47
116.84,118.09,118.67,116.42
117.12,116.22,117.59,115.42
116.97,117.43,117.67,115.83
118.25,118.93,119.24,118.04
119.43,120.42,120.53,118.56
117.71,122.40,125.78,117.51
123.92,123.18,123.92,120.49
123.42,123.47,124.14,122.97
123.37,125.59,126.18,122.50
125.47,123.75,125.85,123.22
123.33,122.02,123.65,121.61
122.28,123.37,123.90,121.81
121.80,124.41,124.62,121.60
123.74,121.96,123.98,121.52
122.77,122.98,123.37,121.28
123.36,124.43,124.89,122.01
125.00,126.05,126.50,124.70
126.21,126.28,126.60,125.33
125.42,125.03,125.54,124.11
124.98,126.24,126.72,124.83
127.00,127.60,127.68,125.96
127.84,127.79,128.08,126.87
127.14,127.35,127.70,125.53
127.76,126.93,127.99,126.58
127.13,126.96,127.39,126.42
126.77,126.90,127.38,126.26
126.65,126.77,127.12,126.20
126.92,126.08,126.92,124.79
126.53,125.96,126.53,125.16
126.13,126.83,126.97,125.56
126.45,125.69,126.77,125.06
124.40,125.11,125.78,123.54
125.08,125.26,126.70,123.71
124.88,126.25,126.76,124.55
125.63,124.58,126.81,124.43
124.68,124.52,124.74,123.71
124.51,124.85,125.43,124.05
124.96,124.69,125.05,123.67
125.37,126.93,127.13,124.85
127.56,126.48,127.90,126.39
126.15,125.19,126.20,125.08
124.64,125.81,126.00,123.90
126.15,126.32,126.79,125.81
126.67,126.48,127.35,125.72
126.92,126.94,127.75,126.35
126.88,126.92,127.21,125.96
127.72,127.88,127.88,126.40
128.00,127.54,128.00,126.64
127.84,126.04,127.85,125.79
126.11,126.55,127.44,125.65
126.69,123.57,126.69,122.77
120.93,120.05,122.48,119.93
118.58,120.35,121.60,118.56
121.08,120.26,121.26,119.65
120.65,120.44,121.15,119.70
118.76,117.55,119.00,115.04
118.42,118.32,118.90,116.38
117.57,117.84,119.08,117.47
119.32,115.35,119.98,115.33
116.91,116.39,117.33,114.51
116.71,116.99,117.28,116.19
117.70,118.25,118.69,117.60
118.50,117.85,118.79,117.65
118.13,117.93,119.01,117.02
117.90,116.28,117.97,115.54
116.62,116.26,117.00,115.88
116.10,118.27,118.60,116.10
117.31,118.50,119.60,116.86
128.38,127.68,130.25,126.10
128.01,127.49,129.05,127.33
126.91,127.81,129.24,126.36
128.68,131.52,132.20,127.35
131.79,132.49,132.73,129.87
132.25,134.31,134.57,131.51
134.50,134.14,135.20,133.19
130.99,131.20,132.74,130.14
130.62,131.36,132.23,130.60
132.18,132.20,133.51,131.50
132.20,129.85,132.88,129.53
129.93,130.36,130.79,128.40
131.22,132.34,132.45,130.51
131.61,131.37,133.57,130.83
130.35,132.71,133.08,129.33
132.89,131.63,134.28,131.59
131.91,132.61,132.83,130.56
132.14,133.86,134.27,131.50
134.00,133.00,134.17,132.72
132.99,132.75,133.77,132.16
131.53,126.56,131.59,126.45
125.61,122.51,126.82,122.50
117.38,117.47,122.00,112.43
120.42,117.47,123.84,117.42
120.61,122.45,122.64,118.30
123.40,122.79,125.66,120.29
122.15,122.97,123.68,120.63
121.73,121.41,123.28,121.35
118.76,118.39,121.09,117.96
120.05,121.00,121.01,118.40
121.25,121.24,122.42,120.79
119.58,118.84,120.68,118.47
120.66,121.71,121.76,119.80
122.77,119.89,123.22,119.61
119.74,119.74,120.97,118.81
119.24,118.17,119.45,117.04
118.07,117.09,118.65,116.69
117.59,118.17,119.07,117.19
118.03,119.12,119.44,117.87
119.12,118.22,120.21,117.82
116.87,115.18,118.15,114.81
115.61,115.81,117.37,114.70
113.05,113.30,113.60,111.43
112.81,113.90,114.43,112.15
113.24,115.87,116.35,111.99
115.06,114.77,115.96,113.87
113.86,114.08,115.44,113.24
114.50,115.00,115.28,113.62
115.89,115.80,117.49,114.49
115.97,116.97,117.45,115.23
115.38,119.83,120.01,115.20
120.65,122.94,123.25,120.65
117.03,117.96,119.67,116.02
118.90,118.61,119.02,114.89
118.18,118.93,119.84,115.06
119.12,119.27,120.36,117.83
119.67,119.40,119.81,118.72
119.37,120.62,121.50,118.50
120.38,117.47,120.41,117.16
117.89,116.63,118.70,116.42
117.13,118.31,119.00,116.13
118.52,118.51,119.30,116.70
117.49,119.98,120.09,117.34
120.35,117.07,120.55,116.96
117.99,120.54,121.26,117.99
121.63,119.50,122.00,119.32
119.50,119.94,120.54,118.25
119.83,120.29,121.06,119.05
120.79,121.34,121.75,118.64
108.02,110.08,114.25,108.00
110.43,110.20,111.16,109.61
109.00,110.65,110.68,108.24
110.56,112.78,113.77,109.80
112.76,111.01,113.80,110.77
111.05,109.60,111.72,109.01
109.46,109.67,110.16,108.22
109.26,109.50,109.86,108.68
109.34,107.38,109.60,106.80
107.34,107.87,108.57,106.82
107.32,106.31,108.51,106.14
102.88,101.97,102.88,100.32
101.54,104.93,105.30,100.65
101.54,104.02,105.57,101.54
105.02,104.13,105.50,103.39
104.52,103.47,104.82,102.90
104.01,103.59,104.44,102.79
103.59,102.85,104.37,102.50
102.86,102.82,103.30,102.36
102.79,102.79,103.32,102.17
103.33,103.00,103.56,102.61
103.11,103.00,103.77,102.89
103.07,103.99,104.43,102.46
105.03,104.82,105.65,104.29
104.77,102.42,104.99,99.81
103.04,104.61,105.50,102.63
104.14,104.01,104.89,103.31
103.59,103.45,103.95,102.45
99.88,100.34,101.89,99.76
100.14,99.06,100.52,98.85
98.36,97.56,98.43,96.50
97.35,96.31,97.54,95.60
95.00,99.75,100.75,94.51
100.38,100.50,100.55,99.02
100.82,98.94,100.92,98.94
98.33,97.63,98.53,97.42
98.17,97.39,98.21,96.32
97.30,97.44,97.60,96.56
98.06,97.69,98.72,97.22
97.62,97.44,98.41,97.35
97.35,97.00,97.60,96.49
97.00,97.55,97.63,96.84
97.69,98.06,99.21,96.53
97.65,96.96,98.45,96.80
95.60,96.93,97.70,94.72
95.66,96.52,96.70,95.50
95.42,95.02,96.42,94.63
93.68,91.82,94.50,90.81
93.11,92.13,93.71,91.23
91.81,93.52,94.40,91.01
93.19,92.61,93.74,91.45
92.79,94.00,94.24,92.13
93.08,94.16,96.21,91.99
91.33,93.52,94.12,91.00
94.51,93.50,95.00,92.38
92.01,90.02,92.45,88.75
94.50,89.51,94.50,88.80
90.37,93.77,93.92,90.25
93.61,93.92,95.77,93.40
94.28,96.41,96.58,94.18
95.84,95.34,96.94,95.14
95.98,92.50,95.98,92.49
93.26,93.78,94.60,93.18
93.12,94.01,94.29,92.68
91.56,90.93,93.30,90.81
91.50,91.19,92.42,89.66
91.19,92.05,92.65,90.94
91.76,90.22,92.25,89.85
89.79,88.18,89.79,87.11
87.59,87.61,88.84,86.85
88.60,87.55,89.27,87.32
86.79,86.96,87.60,86.03
87.64,87.83,88.06,86.90
89.00,89.51,89.85,88.12
90.02,91.52,91.78,90.02
92.19,91.87,92.77,91.22
91.70,92.67,92.84,91.11
93.22,94.57,94.93,92.95
93.62,93.53,94.90,93.02
92.83,94.30,94.42,91.35
94.37,95.95,95.96,92.50
96.30,97.12,97.72,96.30
96.98,96.17,97.43,96.02
96.73,98.66,98.75,96.29
98.27,100.14,100.50,97.91
99.77,100.47,100.78,99.41
100.73,99.79,100.78,99.45
99.31,100.87,101.27,98.76
100.51,99.77,100.82,99.25
100.25,99.79,100.95,99.37
100.00,98.46,100.32,97.35
99.64,100.66,100.82,98.55
99.97,99.43,100.41,97.66
98.72,99.00,99.47,98.41
98.50,99.78,100.31,98.27
99.58,100.93,101.31,99.58
101.09,102.31,102.42,100.04
102.13,103.01,103.30,102.00
102.11,104.36,106.86,102.11
104.35,102.99,104.54,102.70
102.50,103.14,103.35,101.00
103.49,103.40,103.79,102.58
103.39,104.68,105.07,102.43
105.16,105.47,106.86,104.87
105.26,105.85,106.05,104.91
104.94,105.58,105.76,104.32
105.36,104.67,105.36,103.82
104.24,103.34,104.67,102.84
102.80,103.89,104.20,102.18
100.17,97.72,100.49,97.12
97.99,97.45,99.43,96.99
98.08,97.28,99.78,97.28
95.73,95.19,95.88,93.64
96.09,97.15,97.52,95.55
97.30,96.85,97.77,96.44
96.60,95.61,96.67,95.19
95.38,96.90,97.17,95.01
97.24,95.76,97.82,95.61
96.56,97.16,97.93,95.07
100.89,102.54,103.16,99.28
102.79,104.52,104.99,102.18
103.93,105.31,105.51,103.66
105.62,105.37,106.20,105.00
104.95,106.90,107.08,104.42
106.45,104.24,106.64,104.00
104.09,104.75,104.95,102.39
103.12,103.65,104.24,103.01
102.93,100.96,103.03,100.83
100.23,100.95,101.72,100.23
101.30,100.58,101.85,100.41
100.50,100.64,101.27,99.29
100.81,101.86,102.24,100.03
102.21,104.34,104.41,101.87
104.30,103.70,105.77,103.67
104.37,104.50,105.12,103.23
104.12,105.90,105.99,103.89
105.60,107.33,107.46,105.49
104.98,103.83,106.10,103.54
103.78,105.62,106.28,103.64
105.53,104.84,107.29,103.74
105.00,106.64,106.74,105.00
106.72,106.65,107.42,106.26
107.09,108.64,108.98,106.83
109.00,109.65,109.93,108.97
109.52,109.01,109.89,108.69
108.24,108.81,110.04,108.16
109.09,110.20,110.28,108.15
110.02,109.49,110.33,108.43
109.50,110.84,110.94,109.16
110.53,110.22,111.00,109.64
110.80,110.04,110.84,109.85
110.31,123.94,124.91,109.66
120.27,120.35,123.00,119.19
120.25,119.68,120.91,119.16
118.66,119.41,119.85,118.00
118.91,118.48,120.43,118.14
118.24,118.08,119.43,117.17
118.53,119.15,119.63,117.72
118.60,119.03,119.22,117.76
118.59,118.56,119.48,117.91
119.93,119.25,120.55,119.18
119.34,119.29,119.69,118.33
119.71,118.61,119.96,118.46
119.12,121.44,121.48,118.78
116.76,113.40,119.00,113.34
112.65,108.64,112.92,107.19
109.94,110.31,111.58,109.56
111.62,112.52,112.88,110.34
112.37,113.84,113.84,111.42
113.91,113.52,115.31,113.11
113.41,112.51,114.17,112.48
112.11,113.79,113.89,110.86
113.63,113.77,114.88,112.96
114.99,117.13,117.20,114.47
117.36,116.85,118.26,116.38
117.49,117.81,118.02,116.44
117.62,116.36,118.50,116.36
117.24,116.25,117.24,115.75
116.50,116.37,116.54,114.87
116.36,115.82,117.24,115.43
115.87,120.60,122.34,115.02
121.75,121.47,122.24,120.00
121.89,121.86,124.76,121.21
121.46,123.24,123.94,121.18
122.25,123.79,124.21,121.10
124.13,124.06,125.87,123.30
124.10,123.09,125.16,122.95
122.33,123.05,123.35,120.46
122.89,123.42,123.68,122.21
123.56,123.70,125.06,123.14
122.32,122.91,123.79,122.00
122.48,123.47,123.98,122.27
123.14,123.33,123.83,123.09
123.67,125.65,125.77,122.97
125.63,126.66,126.68,125.55
126.92,126.43,127.13,125.90
126.61,126.10,126.67,125.78
126.05,125.03,126.85,124.80
125.11,124.80,125.75,124.75
124.71,124.75,125.66,123.83
124.23,123.39,124.88,123.13
123.75,123.32,124.58,122.53
123.06,123.66,124.34,122.72
123.16,124.24,124.65,123.16
123.79,123.98,124.42,123.51
124.80,124.91,125.36,124.58
125.14,124.39,125.15,124.11
124.09,124.38,125.01,123.55
124.38,124.04,125.31,123.49
124.22,124.81,125.49,123.61
124.79,124.36,125.77,124.09
123.93,122.73,124.06,121.33
122.42,123.64,123.76,122.33
123.97,123.89,124.44,122.89
124.23,124.43,124.81,121.59
123.55,120.42,124.78,120.11
120.25,119.70,120.84,119.01
119.21,118.05,119.96,118.02
117.84,118.76,118.92,117.10
117.87,116.84,118.30,115.63
119.06,117.94,119.44,117.45
117.77,119.02,119.65,117.02
118.39,118.55,119.50,117.56
118.94,118.91,120.11,118.50
119.08,118.45,119.99,118.44
118.58,119.34,119.88,118.48
120.14,121.25,121.43,119.45
121.56,120.49,122.00,120.24
120.15,119.45,121.22,119.23
119.02,122.86,123.15,118.27
123.08,124.03,124.53,121.83
124.01,123.40,124.68,123.37
123.88,124.64,125.00,123.55
124.16,124.38,124.80,123.91
124.00,124.74,125.47,123.96
124.69,125.50,125.97,124.32
125.15,124.94,125.49,124.41
124.86,124.14,124.87,123.45
124.94,123.23,125.00,123.17
123.22,121.81,123.30,121.22
119.00,117.80,119.29,117.74
117.39,116.13,117.39,114.45
116.69,116.74,117.99,116.20
116.79,116.40,117.28,116.14
117.28,117.56,118.55,116.66
117.34,118.75,120.42,116.06
118.72,118.09,119.10,117.43
117.64,118.07,119.33,116.88
118.95,118.76,119.86,118.04
118.46,117.22,119.35,116.50
117.22,119.54,120.74,117.22
129.90,130.99,133.00,127.50
131.27,134.66,135.92,130.90
134.92,138.21,138.55,134.32
137.47,136.98,138.21,135.74
135.55,135.32,137.27,134.01
134.60,137.81,139.08,134.42
137.65,135.73,137.94,135.70
137.50,136.45,138.37,135.95
136.67,137.77,137.99,135.73
136.72,140.23,140.97,136.00
140.42,139.85,141.83,138.24
139.10,141.15,141.37,138.00
141.43,141.95,143.20,141.22
143.17,143.44,144.00,142.27
142.91,142.70,144.00,140.99
141.44,143.91,144.04,140.90
143.43,142.01,144.28,141.32
142.61,143.77,143.94,141.85
143.99,143.75,144.06,142.61
144.00,143.90,144.11,142.78
143.66,144.12,144.14,142.86
143.35,142.61,144.00,142.47
142.90,142.81,143.93,142.57
141.96,140.75,142.85,139.50
141.12,139.36,141.95,138.48
138.79,138.99,139.34,136.97
139.58,140.33,140.95,138.48
141.31,140.86,141.90,139.59
