MTB,M&T Bank Corporation Common Stock,NASDAQ
102.90,104.30,104.92,102.38
105.52,106.25,106.66,104.49
105.23,105.17,105.98,104.38
105.71,107.23,107.51,105.21
108.59,109.71,110.13,108.49
110.21,111.50,111.78,110.19
111.32,111.75,112.01,110.68
112.00,112.90,113.85,111.79
112.78,113.73,114.06,112.68
113.18,113.55,113.86,112.49
114.44,116.40,116.40,114.36
116.20,116.88,117.12,115.90
117.31,117.57,118.36,116.55
117.44,117.52,117.99,116.51
118.54,116.85,118.54,116.09
117.06,117.78,117.93,116.39
118.15,118.03,118.42,117.44
117.92,117.59,118.08,115.95
118.27,117.94,118.73,116.66
117.39,119.30,119.54,115.03
118.97,118.23,119.10,117.81
118.37,119.25,119.50,118.19
119.25,118.70,119.29,118.43
118.75,118.43,119.35,118.21
118.20,117.72,118.64,117.22
117.47,117.25,117.47,116.35
117.38,116.15,117.38,115.81
116.78,116.79,117.34,116.43
117.00,116.86,118.64,116.69
118.09,119.12,119.17,117.87
118.80,119.12,119.39,118.41
118.64,118.85,119.44,118.09
118.79,118.26,118.79,117.88
117.83,117.37,118.17,116.80
117.84,118.00,118.73,117.03
117.75,117.67,118.23,117.10
117.26,117.82,118.07,116.81
117.93,117.38,117.93,116.91
117.43,117.42,117.78,116.92
116.83,116.74,117.34,116.41
116.50,116.77,117.62,116.44
116.83,116.06,116.94,115.89
116.13,116.71,117.28,115.93
116.22,116.23,117.01,115.31
116.42,118.75,119.19,116.40
119.41,118.26,119.42,117.68
118.14,118.54,118.93,117.80
117.33,114.41,117.51,114.36
114.29,114.49,115.16,114.01
113.44,113.81,114.42,113.00
114.31,113.34,114.32,112.44
114.36,114.17,115.63,112.95
114.11,115.52,115.79,114.11
115.45,115.91,116.49,115.35
115.33,114.98,115.90,113.11
115.01,113.14,115.27,112.93
113.75,113.15,114.04,112.79
113.18,112.65,113.49,112.03
112.91,111.71,112.99,111.56
111.71,111.93,112.52,111.47
112.61,112.29,113.29,111.92
112.56,113.54,113.58,111.69
113.53,113.47,114.69,112.80
113.62,112.60,114.06,111.39
112.58,111.53,113.23,111.44
111.53,110.73,111.71,109.47
110.73,110.49,111.17,110.02
110.82,111.05,111.35,109.87
111.10,112.04,112.09,110.98
111.35,112.08,112.52,111.19
111.20,111.92,112.14,110.53
111.96,112.22,112.44,111.56
111.74,111.43,111.80,111.01
111.14,111.11,111.75,110.45
111.15,112.83,112.97,110.89
111.84,110.60,112.00,110.53
110.83,109.91,111.32,109.86
110.37,110.63,110.96,109.23
111.66,113.02,113.13,111.62
112.78,114.45,114.85,111.89
113.65,114.88,114.94,113.65
114.39,113.73,114.85,113.44
114.73,116.06,116.17,114.41
115.03,112.62,115.34,111.75
112.46,114.80,114.89,110.36
114.92,114.00,115.46,113.76
113.97,113.21,114.00,113.04
112.70,112.87,112.91,111.92
113.60,112.34,114.03,112.06
112.55,112.55,112.84,111.69
112.41,112.04,112.63,111.87
112.54,112.69,112.73,111.93
112.69,114.31,114.99,112.51
114.26,112.53,114.29,112.53
112.58,111.90,113.60,111.28
112.08,111.64,112.47,111.11
111.19,111.43,111.75,110.90
112.00,112.13,112.44,111.31
112.39,111.14,112.95,111.07
111.31,113.87,114.39,111.31
113.51,113.51,113.95,113.14
113.13,111.39,113.75,111.12
111.19,111.67,111.75,110.39
112.00,112.51,112.74,111.52
112.80,113.23,113.41,112.27
113.25,113.75,114.59,113.00
113.83,113.53,114.15,112.90
113.97,113.97,114.42,113.09
114.39,115.37,115.91,114.29
115.38,116.12,116.16,114.61
116.15,116.47,117.10,115.82
116.54,116.16,117.00,116.09
115.86,115.95,116.32,115.43
115.99,115.36,116.35,115.29
115.07,114.67,116.25,114.52
114.58,114.12,115.64,113.36
113.29,113.41,114.77,112.84
113.23,112.73,113.71,112.61
113.89,114.30,114.58,113.52
114.78,114.82,115.40,114.25
114.42,114.25,114.79,113.57
114.48,113.81,114.81,113.48
113.78,114.00,114.54,113.32
114.12,113.75,114.73,113.43
113.94,115.16,115.60,113.83
115.40,113.73,115.50,112.65
114.03,114.14,114.45,111.57
114.05,113.73,114.07,113.06
114.19,114.34,114.76,113.34
115.31,115.33,115.78,114.47
115.32,115.74,115.99,115.16
115.89,115.92,116.51,114.93
116.40,116.07,116.45,115.62
116.12,116.33,116.42,115.67
116.31,116.42,117.29,116.29
116.38,115.06,116.40,114.86
115.24,115.21,115.65,115.04
115.49,114.85,116.30,114.81
115.13,115.48,115.82,114.65
115.47,115.80,116.13,115.34
116.38,116.52,116.85,115.99
116.38,116.00,116.46,115.66
115.68,114.35,116.15,113.89
114.01,114.80,115.00,113.85
115.10,115.02,115.81,114.97
114.94,114.67,115.28,113.79
113.99,111.99,114.76,110.26
110.33,111.77,112.57,110.00
111.83,112.60,112.67,111.65
112.11,111.85,112.38,111.31
111.16,111.27,112.02,110.87
111.16,110.66,112.23,110.61
110.98,111.25,111.35,110.25
110.43,111.69,112.67,110.28
112.19,112.80,113.03,111.76
111.24,111.51,112.28,111.23
111.36,109.30,111.83,109.16
110.10,110.84,111.07,109.46
110.59,111.35,111.90,110.46
111.50,112.42,112.49,111.35
112.81,113.00,113.84,112.41
112.86,112.94,113.35,112.19
112.91,113.99,114.26,112.40
113.88,113.19,114.79,112.87
112.59,113.36,113.54,111.70
113.44,114.06,114.13,113.44
114.31,113.73,114.70,113.52
113.92,112.24,114.24,112.13
112.45,112.43,113.10,111.30
112.39,113.51,113.75,112.23
113.39,114.90,115.55,113.05
114.69,114.49,115.04,113.99
114.69,115.72,116.27,113.81
115.01,115.68,115.68,113.99
115.74,116.59,117.72,115.62
115.45,115.68,115.96,114.77
116.39,117.84,117.98,116.39
117.65,117.36,117.74,116.92
117.73,118.91,119.30,117.73
119.94,119.38,120.66,118.71
119.06,119.35,119.93,119.00
119.38,118.19,119.50,117.33
117.71,118.36,118.44,117.21
118.86,117.30,119.00,116.88
117.01,117.43,118.18,116.92
117.85,117.71,118.29,117.12
118.21,118.02,118.38,117.42
118.04,118.27,119.35,117.41
117.89,120.96,121.07,117.47
121.84,121.13,123.04,120.86
121.39,121.05,122.55,120.43
121.47,121.17,121.76,120.42
121.60,120.98,122.13,120.92
120.77,119.56,121.30,119.44
120.00,120.44,120.97,119.52
120.98,121.30,121.49,120.58
121.80,121.77,121.91,120.68
121.96,121.24,121.96,120.92
121.30,121.84,121.91,120.90
122.04,120.55,122.86,120.49
120.54,119.90,120.59,119.40
119.86,120.97,121.26,119.27
121.28,121.35,121.79,120.64
121.33,118.46,121.49,118.44
117.49,118.22,118.89,116.10
119.40,120.85,122.20,119.07
121.15,120.39,122.04,119.06
120.82,121.64,121.83,120.64
121.50,121.54,121.93,120.80
121.54,121.17,122.18,120.80
121.05,121.95,122.69,120.56
121.93,122.99,123.06,121.39
124.00,122.91,124.16,122.40
122.91,122.24,122.91,121.72
122.63,121.89,122.76,120.90
122.21,121.61,123.00,121.46
121.51,122.01,122.11,121.02
122.23,121.49,122.43,121.18
121.76,121.80,122.98,121.13
121.31,121.45,121.59,120.72
121.11,119.41,121.30,119.29
119.89,120.91,120.97,119.53
120.85,120.92,121.59,120.38
120.88,121.37,121.44,119.87
123.30,123.05,123.44,121.66
123.00,121.97,123.00,121.82
122.10,119.80,122.10,119.63
119.00,118.72,119.42,117.15
118.62,118.56,119.14,117.75
118.14,120.11,120.27,118.14
120.05,119.39,120.13,118.66
119.59,120.05,120.54,119.16
120.04,120.77,120.77,119.89
120.56,121.17,121.27,120.19
121.65,121.45,122.49,121.10
121.63,122.11,122.17,120.79
121.00,120.64,121.42,120.08
120.30,121.37,122.16,120.30
121.39,121.45,121.60,120.31
121.17,122.29,122.71,121.17
121.95,122.01,122.63,121.68
122.22,123.24,123.27,121.63
123.57,123.73,124.40,123.09
123.66,125.61,125.61,123.17
125.14,124.69,125.90,124.67
124.42,123.62,124.48,123.38
123.52,122.90,124.03,122.84
123.28,122.67,124.09,122.52
122.51,121.94,122.62,121.86
121.82,123.68,124.05,121.82
123.65,123.89,124.13,122.66
123.92,123.62,123.92,122.78
124.33,124.73,125.21,124.14
124.80,124.23,124.99,123.94
123.94,123.53,124.89,123.33
123.10,124.17,124.39,122.35
123.86,123.82,124.24,122.97
123.45,124.12,124.42,123.00
124.19,124.05,124.43,123.50
124.55,124.97,125.70,124.19
124.78,123.83,125.21,123.63
124.20,124.94,125.14,124.03
124.58,124.65,124.93,124.04
124.28,123.28,124.67,123.02
123.62,122.82,124.17,122.73
121.50,121.69,122.17,120.97
121.36,122.01,122.05,120.68
123.25,121.63,123.30,121.59
122.24,123.17,123.35,121.91
123.28,122.26,123.53,121.61
122.81,121.91,123.92,121.59
122.83,122.06,122.83,121.37
122.10,122.45,122.46,121.39
122.59,122.31,123.73,122.28
122.18,122.47,122.68,121.64
122.76,123.57,123.80,122.45
123.27,124.20,124.48,123.27
123.77,122.68,123.95,122.31
122.51,122.23,123.18,122.23
122.88,122.71,123.34,121.83
122.22,121.50,122.50,121.19
121.00,119.91,121.73,119.45
120.27,120.13,120.33,118.95
119.50,119.79,120.89,119.26
119.64,120.03,120.84,119.62
120.10,118.82,120.37,118.56
118.80,119.90,119.94,118.51
120.00,119.58,120.07,119.47
119.49,119.50,119.91,119.07
119.95,120.23,120.53,119.44
120.21,120.10,120.65,119.90
120.35,119.96,120.96,119.10
120.44,121.07,121.40,120.22
121.40,121.40,121.98,121.10
121.00,121.40,121.54,120.59
121.51,123.29,123.52,121.31
122.88,122.67,123.58,122.55
123.14,123.80,124.28,122.92
123.67,124.18,124.36,123.67
124.50,123.78,124.50,123.63
122.66,122.66,123.02,121.88
122.68,123.63,123.69,122.58
124.00,124.41,124.45,123.23
124.45,123.59,124.76,123.37
123.60,124.09,124.99,123.34
123.80,124.48,124.52,123.12
124.24,124.59,124.75,124.05
124.10,123.80,124.45,123.29
123.66,125.03,125.40,123.66
124.69,125.74,125.90,124.06
125.75,125.94,126.90,125.43
125.77,125.68,126.23,125.15
125.55,125.70,126.09,124.90
125.65,126.29,127.19,125.35
126.37,127.14,127.75,126.37
128.12,127.68,128.69,127.52
127.00,126.61,127.62,126.47
126.51,125.36,126.99,125.35
125.24,125.68,125.94,124.94
125.69,124.14,125.69,123.86
123.99,124.83,124.90,123.75
123.74,124.33,124.57,123.47
124.21,123.29,124.48,123.13
123.26,122.28,123.31,122.07
122.28,122.21,122.69,121.25
123.11,123.35,123.77,122.41
123.63,122.87,123.93,122.74
122.17,120.99,122.54,120.96
121.00,123.49,123.55,120.96
123.51,121.01,123.51,121.00
121.06,119.96,122.02,119.94
120.29,118.94,120.92,118.90
119.00,119.90,121.13,119.00
118.65,115.87,118.83,114.44
114.11,116.16,116.62,113.76
113.91,112.86,115.67,112.73
112.42,113.09,113.46,112.42
113.65,115.08,115.10,113.51
115.23,114.92,116.39,114.79
116.33,115.56,116.53,115.30
115.27,116.37,116.47,115.27
116.00,117.06,117.27,115.92
117.19,118.48,118.50,117.18
118.02,119.43,119.48,117.63
119.46,119.60,122.84,118.44
120.39,122.18,122.53,119.86
122.62,121.70,122.76,121.49
121.66,121.27,121.93,120.37
121.68,122.83,122.91,121.31
123.09,124.43,124.43,122.54
124.30,124.54,124.84,123.38
124.27,124.66,125.14,124.00
124.45,124.85,125.00,124.34
124.27,125.62,126.02,124.13
125.56,125.36,126.00,124.90
125.06,124.94,125.84,124.58
125.16,124.71,125.17,123.73
124.64,124.76,125.00,124.07
124.58,124.62,124.79,123.12
123.92,124.81,124.87,123.70
125.89,124.68,126.11,124.39
125.30,126.05,126.25,125.22
126.10,126.22,126.48,125.58
125.52,126.36,126.47,124.91
126.60,126.02,126.80,125.80
125.14,124.20,125.69,123.94
124.50,125.72,126.35,124.44
125.11,127.00,127.57,125.11
127.04,127.38,127.81,126.32
127.60,128.03,128.96,127.56
127.98,127.86,128.61,127.22
126.29,127.80,128.10,125.91
126.75,123.27,127.59,123.00
124.13,123.98,125.22,123.73
123.07,121.85,124.01,121.81
122.20,121.19,122.72,120.74
120.88,119.71,121.94,119.58
120.40,121.86,121.91,119.91
123.35,124.34,124.39,123.19
124.79,125.11,125.79,124.54
125.14,125.80,125.91,124.51
126.24,127.30,127.93,125.83
127.30,126.62,127.86,126.54
127.13,126.74,127.71,126.70
126.29,127.52,128.19,126.27
127.11,127.33,127.94,126.56
127.79,125.62,127.79,125.57
126.42,125.39,126.79,123.89
124.39,121.35,124.49,121.06
121.53,118.63,121.65,117.92
119.84,118.88,120.12,117.58
120.09,121.29,121.62,119.59
121.19,118.85,121.19,118.85
118.85,118.07,118.85,116.89
118.82,118.85,119.83,118.25
117.03,115.31,117.90,112.95
114.87,114.38,116.43,113.68
114.00,115.03,115.84,113.71
115.25,112.86,116.91,112.64
112.50,112.28,113.75,111.78
112.78,117.13,117.53,112.69
116.59,115.22,117.22,115.19
115.00,116.90,116.91,114.25
115.54,116.15,116.90,115.13
116.50,113.72,116.93,113.72
113.62,115.40,115.49,113.27
113.63,113.16,115.01,113.06
114.01,115.55,115.74,113.21
116.00,118.29,118.35,116.00
117.86,118.59,119.55,117.73
118.97,119.46,119.62,118.82
121.31,121.65,123.90,120.26
120.67,120.60,121.42,119.91
121.41,121.15,121.44,120.12
120.69,120.53,121.03,119.78
120.95,123.38,123.41,120.83
123.58,123.90,124.39,122.85
123.89,124.03,124.80,122.99
123.70,121.70,123.90,121.44
121.63,121.21,121.99,120.34
120.73,121.34,121.61,119.46
121.05,121.20,121.37,120.41
121.09,121.58,122.30,120.99
121.70,121.56,121.72,120.91
120.86,121.35,121.46,120.56
121.28,121.00,121.69,120.55
121.00,122.77,123.01,120.83
122.30,122.73,122.96,121.80
121.95,122.45,122.53,121.53
122.64,123.22,123.27,121.55
123.30,124.43,125.96,123.19
124.04,124.47,124.82,123.50
123.51,121.29,123.51,121.29
121.57,121.66,122.04,121.16
122.31,125.64,125.76,122.31
125.61,125.22,125.68,124.20
125.91,126.00,126.02,125.01
125.28,126.70,126.70,124.96
126.56,127.07,127.79,125.99
126.44,126.46,126.97,125.24
127.15,128.00,128.29,126.79
128.00,127.33,129.58,127.24
127.27,126.03,127.37,125.54
126.00,123.32,126.02,123.32
123.33,124.11,124.55,122.43
124.07,124.97,125.10,123.28
125.53,126.88,127.53,125.32
126.23,127.00,127.25,125.80
126.91,126.26,126.95,125.25
126.15,127.21,127.52,125.37
124.01,123.76,124.64,121.25
123.53,124.54,125.84,123.53
124.92,124.25,124.98,123.45
124.20,124.70,124.89,123.79
124.60,124.39,124.99,123.92
123.01,124.21,124.86,123.00
123.35,123.26,124.29,122.46
123.83,123.98,125.14,123.29
123.80,123.21,123.96,122.96
122.52,120.81,123.24,120.57
120.67,119.21,121.41,118.95
119.39,119.49,120.13,118.47
119.38,120.50,120.62,118.70
120.17,120.19,120.63,119.61
119.93,119.61,120.44,118.96
119.69,118.37,120.53,117.86
118.38,120.43,120.65,118.09
119.95,120.17,121.19,119.76
120.01,119.67,120.88,119.18
120.45,119.29,120.74,118.80
119.71,121.72,121.80,119.44
120.95,120.30,121.76,120.21
120.82,120.82,121.30,119.92
120.93,120.18,121.05,119.60
121.04,121.50,121.80,120.35
121.22,121.25,121.83,120.96
120.58,121.30,121.70,119.94
121.11,122.02,122.18,120.47
122.94,122.80,122.98,121.89
122.94,121.20,122.97,120.62
121.20,122.51,122.70,120.99
122.95,124.05,124.05,122.58
123.76,123.58,124.35,122.91
123.13,123.61,123.93,122.93
123.38,123.16,123.93,122.98
122.76,122.09,123.16,121.51
122.56,122.27,122.91,121.87
121.54,121.79,121.98,121.00
121.91,120.88,121.98,120.72
121.49,119.85,121.94,119.70
119.71,121.02,121.15,119.56
121.21,122.64,123.18,120.56
121.92,122.00,122.96,121.62
123.21,123.86,124.08,122.66
123.54,123.97,124.75,123.16
123.85,124.84,125.48,123.62
125.23,126.43,127.13,125.12
126.48,126.21,127.00,125.86
125.95,126.13,126.22,125.42
125.29,125.75,126.45,124.74
125.64,126.33,126.58,125.32
126.84,125.30,126.88,125.13
125.77,126.57,126.96,124.94
126.21,125.63,126.64,125.54
126.75,127.02,127.23,126.59
127.60,128.16,128.62,127.27
127.84,127.51,128.70,127.49
128.12,127.30,128.45,127.01
127.99,127.96,128.48,127.64
126.57,124.66,127.04,124.62
126.11,124.93,126.89,124.58
126.57,127.29,127.41,125.84
126.95,125.91,127.54,125.27
124.34,125.64,125.69,123.97
125.33,125.03,125.48,123.07
123.89,123.01,124.56,122.65
124.70,124.19,125.11,123.43
126.01,126.21,126.48,125.30
127.31,127.31,127.75,126.95
126.76,127.18,127.69,126.56
127.43,127.98,128.45,126.84
127.11,130.81,131.11,126.12
130.31,131.22,131.45,129.99
131.50,132.00,132.44,130.99
132.12,131.86,133.19,131.08
131.77,133.20,133.78,131.77
133.63,132.27,134.00,132.06
131.94,131.61,132.37,131.29
130.61,130.73,131.05,130.00
131.58,131.81,131.88,130.26
131.99,132.16,132.80,130.60
132.00,132.22,132.73,131.59
132.21,131.15,132.31,130.98
131.10,130.65,131.37,129.53
130.95,131.05,132.01,130.36
131.70,132.24,133.15,131.48
132.46,131.62,132.46,131.17
131.55,130.77,132.00,129.75
131.20,132.74,132.83,130.98
131.87,130.98,131.93,130.47
129.98,128.95,129.98,127.37
129.28,129.52,129.80,128.66
129.55,130.47,130.89,129.49
129.59,130.91,131.61,129.11
131.10,131.17,131.77,130.23
130.85,129.91,131.35,129.65
128.01,125.44,129.31,125.44
124.83,122.29,124.98,122.27
117.84,116.11,119.85,114.24
121.49,112.96,121.49,112.86
115.66,117.69,117.80,113.91
119.32,120.67,121.15,118.49
119.52,119.02,119.93,118.13
118.20,118.24,118.82,117.62
115.47,112.65,116.22,111.86
114.46,115.27,115.27,112.79
115.53,118.26,118.69,115.49
117.12,117.06,117.68,116.30
119.62,120.14,120.42,118.76
121.97,120.41,122.69,120.20
120.03,120.40,121.39,119.80
119.89,121.03,121.08,118.89
120.97,121.77,122.30,120.26
121.89,122.80,123.18,121.46
122.53,122.08,122.78,120.81
122.14,120.38,123.89,119.59
118.74,118.33,118.80,116.87
119.16,120.06,120.44,118.77
118.23,117.99,119.08,117.07
117.67,117.99,118.74,117.09
116.62,119.05,119.88,115.57
120.88,121.21,121.97,120.52
120.40,119.92,121.15,119.76
120.13,120.10,120.64,118.88
121.04,121.95,123.30,119.33
121.62,117.15,122.20,116.27
114.44,116.66,116.66,111.50
117.32,118.28,118.59,117.06
118.01,117.43,118.86,116.46
118.27,119.62,119.64,117.86
118.87,120.20,120.60,118.48
120.00,119.58,120.94,118.97
119.57,120.17,120.36,119.03
119.47,119.25,120.30,118.97
119.03,116.11,119.08,115.99
117.03,119.31,119.38,116.55
119.82,117.00,119.99,117.00
117.25,113.42,118.11,112.61
113.54,115.50,115.75,113.25
115.50,115.17,116.96,114.90
115.98,118.80,119.40,115.98
120.11,122.60,122.60,119.47
122.22,123.22,123.22,120.94
122.29,123.16,123.54,121.51
122.39,125.56,125.56,122.27
125.36,123.02,126.16,122.78
123.10,119.85,123.69,119.85
120.93,120.27,121.57,120.06
120.37,120.14,120.90,119.66
120.32,119.56,120.70,119.14
119.57,120.60,121.31,119.50
122.50,123.66,124.41,122.01
122.98,123.63,123.79,121.61
123.00,123.50,124.12,122.07
124.10,124.56,125.35,123.57
123.79,124.05,124.60,123.39
123.72,122.46,124.38,121.61
122.38,123.48,123.63,121.79
124.06,124.27,125.81,123.08
124.79,125.30,125.30,122.43
125.42,125.43,126.13,124.43
126.26,125.08,126.49,124.48
125.26,125.08,125.85,124.57
123.98,124.59,124.81,123.01
124.65,124.94,125.41,123.87
125.20,125.45,125.51,124.17
125.43,125.33,125.96,124.66
126.13,126.15,126.73,124.89
126.32,125.07,126.68,124.81
125.52,122.79,125.88,122.44
123.66,126.06,126.43,123.13
125.61,125.59,126.00,124.42
124.37,123.56,124.99,123.28
123.01,120.98,123.79,120.19
121.28,122.65,123.93,120.69
120.61,120.41,121.27,119.50
121.03,120.87,121.58,118.64
122.28,124.26,124.87,121.65
124.99,126.42,126.74,123.39
126.99,124.74,127.39,124.66
124.17,120.03,124.22,119.98
121.21,120.64,122.16,119.37
121.06,121.77,122.03,119.95
122.31,123.25,123.37,121.70
122.89,123.33,124.00,122.57
122.62,122.66,122.72,121.08
123.19,124.00,124.23,122.90
123.85,122.64,123.99,122.60
121.80,121.18,122.90,121.18
119.24,117.48,119.24,116.23
117.87,118.13,118.99,117.08
116.35,115.74,117.23,115.28
113.98,112.48,114.57,111.90
113.54,110.17,113.60,109.96
110.09,109.13,111.26,108.32
110.38,110.49,110.74,109.02
110.98,106.72,111.16,106.49
107.05,107.21,107.99,105.42
105.82,104.49,105.88,102.72
105.69,106.35,108.23,104.42
104.12,104.73,106.08,101.91
104.72,102.24,104.95,101.83
103.74,104.58,105.32,102.19
104.17,101.79,104.46,101.51
102.26,105.68,105.90,101.98
105.31,107.55,109.34,104.65
107.93,108.20,109.60,106.91
109.04,110.18,110.23,108.59
109.78,108.16,110.17,107.16
106.57,105.56,106.57,104.78
105.93,106.17,106.26,103.17
105.90,108.19,109.56,105.88
108.20,107.80,109.82,106.95
105.63,105.90,106.36,104.61
104.44,107.52,108.28,104.34
108.22,105.47,108.87,105.38
102.42,100.78,103.79,100.08
102.59,105.93,106.41,102.59
107.72,108.88,110.25,106.23
109.86,108.53,111.09,107.86
108.98,106.16,108.99,105.28
105.73,107.05,107.36,104.84
108.44,109.44,109.64,108.33
108.98,105.97,109.88,105.57
104.39,104.85,105.16,101.95
105.16,105.29,106.11,103.44
105.50,106.25,107.35,103.83
106.34,102.55,106.34,102.53
103.38,105.20,105.79,103.17
105.38,108.88,108.97,104.73
108.61,109.85,109.87,107.66
110.26,110.23,111.46,108.66
109.26,109.71,110.08,108.63
108.54,107.82,108.92,107.12
108.76,108.00,108.98,107.46
109.07,107.79,109.23,106.05
108.90,111.32,111.45,108.18
111.24,111.57,112.23,110.35
110.29,111.38,111.61,110.04
110.90,110.66,112.14,109.26
110.28,111.08,111.39,108.79
111.62,112.61,113.39,111.62
112.18,112.52,113.34,111.70
111.36,112.44,113.01,111.05
112.50,111.97,113.02,111.48
111.06,111.25,111.26,109.75
111.72,111.33,112.73,110.68
110.53,111.15,111.22,109.16
111.35,111.97,113.30,110.37
111.59,111.00,112.36,110.84
111.06,112.42,112.82,109.56
112.15,112.18,112.97,111.59
110.88,109.98,111.15,109.79
109.84,110.87,111.14,109.17
109.78,107.81,110.12,107.01
108.85,108.86,110.12,108.25
109.48,109.77,111.13,109.31
109.45,111.45,111.78,109.35
112.80,115.53,115.80,112.60
115.18,116.22,117.83,115.10
116.57,114.81,116.67,114.01
114.35,115.81,116.22,112.81
115.47,117.85,118.03,115.04
118.33,120.26,121.11,117.72
119.37,118.30,120.16,118.20
117.87,119.04,119.78,116.37
118.33,118.89,119.05,117.31
119.32,119.63,119.94,118.60
119.59,120.43,120.88,118.61
119.14,119.14,120.61,118.67
118.65,118.32,119.08,117.51
118.92,118.95,119.41,117.80
117.55,116.69,117.55,115.44
115.31,114.12,115.93,113.18
114.33,114.22,115.14,113.56
113.67,114.69,114.91,113.52
114.55,113.89,114.85,113.27
114.78,115.79,115.95,114.28
115.24,115.47,116.50,114.90
116.14,115.11,116.88,114.37
114.82,113.23,115.76,112.64
113.01,114.05,114.61,112.57
113.58,113.17,114.80,112.41
113.19,116.74,116.76,112.94
115.88,115.82,117.09,114.24
116.57,116.39,117.44,115.85
116.42,115.83,116.55,114.73
116.51,117.80,118.45,116.30
118.72,119.00,120.00,118.60
118.88,118.47,119.36,117.84
118.18,119.37,119.37,117.89
119.87,119.50,120.10,118.66
119.50,119.27,119.51,117.26
118.74,120.08,120.12,118.38
118.48,118.29,118.48,115.78
118.71,119.98,120.65,117.98
120.13,118.49,120.25,118.43
118.27,119.03,119.16,117.98
118.74,118.37,118.74,117.04
116.73,117.55,117.80,116.51
117.14,117.69,118.97,116.86
117.07,115.52,118.04,114.99
116.31,116.25,118.11,115.53
115.11,116.10,116.24,114.25
116.18,117.21,117.32,115.97
118.67,117.40,120.00,117.25
117.82,117.87,118.05,116.38
117.77,117.33,118.86,117.30
118.93,120.42,120.79,118.93
112.77,112.64,115.56,112.51
110.78,108.78,111.44,108.04
110.66,111.55,111.73,109.14
112.85,113.48,113.54,111.00
115.21,118.23,118.24,114.41
117.65,117.05,118.26,116.35
115.75,112.87,115.75,112.07
112.09,113.42,113.52,111.13
115.86,114.20,115.86,113.28
115.96,115.94,116.74,115.38
116.77,116.53,117.07,116.23
117.11,118.10,118.68,117.11
118.20,117.96,118.51,117.16
120.16,119.46,120.34,118.78
119.75,119.06,120.40,118.64
119.02,118.53,119.33,118.46
117.94,118.73,118.93,117.60
118.47,113.81,118.73,113.77
113.36,112.73,114.45,112.26
113.09,114.48,114.93,112.63
114.12,113.36,114.45,113.09
113.17,114.45,114.81,113.03
114.32,114.93,115.95,114.08
114.49,114.83,115.42,113.78
114.69,114.56,115.72,114.22
114.43,112.78,115.50,112.51
112.24,112.00,112.80,111.82
112.30,113.90,114.05,112.17
113.72,113.97,114.75,113.35
115.26,117.20,117.40,114.80
117.58,117.73,118.21,117.12
117.57,117.56,118.29,117.28
117.28,116.57,117.30,116.35
116.84,116.79,117.43,116.43
115.61,116.31,116.35,115.50
116.66,118.10,118.19,116.66
117.45,117.37,118.08,117.24
117.38,117.47,117.94,116.90
117.58,117.90,117.90,117.10
117.68,117.66,117.76,116.98
117.20,117.88,117.89,116.78
118.31,118.01,118.62,117.96
117.89,117.20,118.58,117.17
117.27,117.45,117.82,116.85
117.88,117.70,118.68,116.53
118.00,118.21,118.75,117.97
117.84,117.95,118.16,116.90
117.96,118.33,118.60,117.22
118.68,117.32,118.92,116.09
117.72,117.34,117.90,116.80
117.56,115.80,117.70,115.15
115.30,116.00,116.00,115.02
116.13,116.21,116.92,115.72
116.05,117.09,117.71,115.68
116.52,118.13,118.33,115.66
116.54,116.14,116.90,115.13
115.95,115.57,117.11,115.41
115.28,115.65,116.04,115.02
115.11,114.81,115.11,113.93
115.33,115.03,115.96,114.51
115.77,115.33,116.14,115.20
116.00,115.70,116.85,115.13
115.99,116.55,116.59,115.51
116.04,117.12,117.53,116.01
116.48,114.16,116.48,113.99
113.78,115.53,115.54,113.58
115.90,115.71,116.17,114.25
115.33,114.54,116.81,113.88
115.28,116.10,116.68,114.39
115.62,115.20,116.18,114.99
115.68,116.48,117.13,115.22
116.89,118.06,118.58,116.62
117.77,118.34,118.76,117.16
118.10,117.83,118.30,116.66
118.36,117.89,118.75,117.78
117.83,116.06,118.22,115.68
116.31,116.86,117.39,116.03
115.49,113.17,115.49,112.25
114.66,113.87,115.33,113.58
114.62,114.00,115.18,113.64
115.07,115.27,115.56,113.42
116.20,117.50,118.70,114.56
117.43,118.85,119.15,117.29
117.70,118.91,119.03,117.30
119.21,118.92,119.70,118.65
118.97,119.05,119.38,118.27
118.80,120.19,120.37,118.20
120.91,121.98,122.71,120.09
122.37,122.07,122.53,120.97
122.40,122.73,123.34,122.11
123.33,122.89,123.33,121.55
122.11,121.81,122.36,120.93
122.25,121.41,122.82,120.90
121.28,121.81,122.57,120.31
123.13,124.88,124.94,122.92
124.31,125.13,125.40,123.38
125.45,131.54,132.08,125.09
132.15,133.71,135.20,129.26
133.31,136.00,136.16,132.70
136.75,139.95,140.58,136.75
135.78,138.85,139.01,134.63
136.88,136.74,137.77,136.11
137.26,139.91,140.12,137.04
140.23,141.26,141.99,139.46
141.67,141.06,141.67,139.79
141.50,142.29,142.65,141.09
142.91,143.57,143.99,141.44
143.53,143.71,143.71,142.60
142.40,140.72,143.24,140.35
141.16,140.79,141.73,140.47
142.28,143.94,144.38,141.69
144.74,147.09,147.30,144.34
146.26,146.16,146.91,144.73
147.25,147.34,148.46,146.58
