SBNY,Signature Bank - Common Stock,NASDAQ
78.01,79.40,80.33,77.88
79.60,79.81,80.45,79.18
78.89,79.72,80.52,78.45
80.80,82.42,82.63,79.43
83.20,82.18,83.28,81.01
82.89,83.88,84.38,82.34
83.34,83.02,84.47,83.02
83.42,84.64,85.94,83.42
84.78,85.00,86.34,84.61
84.07,83.99,84.48,83.43
84.98,87.14,87.19,84.54
87.69,87.84,88.14,87.26
89.99,88.50,90.61,87.68
88.52,88.39,88.84,87.55
88.50,87.58,89.00,86.59
87.55,88.81,89.09,87.00
88.83,89.24,89.46,88.33
89.15,88.77,89.39,87.69
89.20,89.51,89.63,88.84
89.39,90.88,91.10,89.17
90.72,90.56,91.15,90.38
90.45,91.21,91.36,89.84
91.01,91.66,92.84,89.58
92.40,93.18,93.24,90.92
92.87,93.55,94.63,92.76
93.37,92.61,93.79,92.10
92.52,91.24,92.70,90.93
91.02,91.49,92.68,91.02
91.92,91.55,92.67,91.08
92.25,94.39,95.29,92.25
94.43,93.70,94.52,93.11
93.76,93.94,94.39,93.22
94.42,93.20,94.42,92.81
92.81,91.86,92.93,91.50
92.47,92.27,93.05,90.96
92.29,91.31,92.42,91.18
91.19,90.78,91.30,90.38
90.74,91.27,91.56,89.94
91.49,90.60,91.57,90.43
89.94,89.74,90.25,88.01
89.54,89.56,90.81,89.11
89.05,89.72,90.29,89.02
89.85,91.05,91.24,89.63
90.86,91.58,92.50,90.66
91.47,92.04,93.16,91.47
92.02,91.48,93.13,91.07
91.43,90.84,91.76,90.21
89.93,87.51,90.25,87.50
87.68,88.50,89.10,86.74
88.38,89.62,90.77,88.07
89.50,87.72,89.50,87.34
88.25,87.52,89.72,86.09
87.55,88.70,89.50,86.68
88.88,89.16,89.91,88.60
89.98,89.05,89.99,87.47
88.83,88.60,89.46,88.29
89.14,89.32,89.57,88.52
89.33,89.21,89.77,88.84
89.50,89.57,90.01,89.10
89.43,90.09,90.24,88.74
91.19,90.68,91.70,89.98
90.68,92.42,92.49,90.32
92.24,91.41,93.06,91.03
91.22,88.83,91.98,87.82
88.85,89.56,90.07,88.61
89.69,88.69,90.13,88.47
88.71,88.89,89.73,87.89
88.79,90.41,90.44,87.76
90.32,90.49,90.90,89.88
89.83,90.50,91.24,89.27
89.87,91.52,91.62,88.76
91.30,92.97,93.65,90.95
92.30,92.17,92.30,91.04
92.09,92.36,92.69,91.49
92.39,92.70,93.28,92.01
92.15,91.11,92.65,91.05
91.13,90.77,91.65,90.71
91.38,91.31,91.70,90.83
92.18,92.85,92.93,91.44
92.55,94.43,94.55,91.75
93.71,95.16,95.32,93.71
94.75,94.66,95.27,93.94
95.02,96.41,96.76,95.02
95.93,96.91,97.40,95.21
97.20,97.77,98.45,96.53
97.39,95.85,97.89,95.69
99.48,100.98,104.57,96.49
100.95,101.97,102.06,99.50
101.88,101.76,102.08,100.61
101.97,103.26,103.55,101.75
103.60,103.14,103.96,102.25
103.24,102.95,104.12,101.62
103.43,103.05,104.35,102.81
103.04,101.82,103.29,101.70
102.00,101.65,102.40,100.91
101.93,101.34,102.76,100.77
100.99,101.43,102.10,100.29
101.85,101.98,102.56,101.52
102.35,101.45,103.34,101.25
101.63,105.49,105.64,101.15
105.89,105.56,106.65,104.53
105.12,103.97,105.13,103.23
103.66,105.42,105.55,103.27
105.82,106.20,106.46,104.88
106.03,105.65,106.97,104.88
106.02,105.96,106.96,105.57
106.01,105.08,106.01,104.71
104.97,105.18,105.42,104.42
105.49,107.81,108.96,104.86
107.64,108.38,108.77,107.05
108.70,107.61,108.86,107.14
107.85,108.12,108.34,107.01
106.87,106.51,106.91,105.18
106.48,106.25,107.27,105.82
106.01,106.07,107.99,105.84
105.81,103.87,106.32,103.52
102.38,103.30,103.91,101.93
102.93,104.50,104.58,102.74
105.06,105.00,105.90,104.74
104.92,104.74,105.89,104.09
104.40,103.50,105.76,103.45
103.67,102.08,103.93,101.96
101.78,105.01,105.09,101.30
105.04,104.26,105.38,103.62
104.92,105.19,105.64,103.86
105.40,104.40,105.80,103.70
104.68,106.71,106.86,104.04
106.28,105.83,107.26,105.62
106.34,107.87,107.99,105.73
108.43,108.37,109.27,106.80
108.16,107.91,110.40,107.64
108.27,107.87,109.99,107.70
107.49,107.64,108.70,107.34
107.57,107.07,107.83,106.82
107.42,107.42,107.97,106.97
106.98,106.03,107.26,105.88
106.47,106.05,107.25,105.40
106.05,106.04,107.00,105.67
106.71,107.83,108.66,105.48
108.18,108.77,108.97,107.36
109.01,109.87,110.00,108.05
109.98,109.97,110.00,109.07
109.50,108.64,109.89,108.21
109.26,109.73,110.00,108.10
110.00,110.12,111.56,109.31
110.00,109.86,110.29,109.12
109.86,110.10,110.41,109.44
116.63,125.08,125.96,115.00
127.88,128.70,129.83,125.55
128.39,126.42,128.50,125.49
125.73,123.98,126.09,123.11
125.25,123.01,125.33,121.94
123.40,122.32,124.35,122.05
121.06,121.33,123.30,120.31
122.01,121.75,122.46,120.79
120.02,122.06,122.27,119.67
122.33,117.21,123.11,116.83
118.11,120.33,121.17,116.30
120.29,120.35,121.47,118.96
120.53,120.41,120.83,119.43
120.81,121.57,121.81,119.84
121.79,122.11,122.62,120.60
121.99,122.68,123.22,121.29
123.10,123.27,124.77,121.75
122.42,123.90,124.38,121.17
123.51,124.30,124.60,122.36
124.07,125.09,125.79,123.78
124.67,121.80,125.05,121.17
122.43,122.58,123.55,121.27
122.57,123.27,123.41,121.87
123.26,125.85,126.45,123.26
126.19,126.09,126.37,125.28
126.61,129.47,129.68,126.20
129.30,128.84,129.34,127.23
129.29,130.93,131.47,128.86
130.06,130.40,131.36,128.53
131.31,131.00,133.09,130.31
131.33,128.52,132.42,128.25
128.65,128.27,129.84,127.95
128.97,129.23,130.49,128.26
130.05,129.40,130.34,128.60
129.63,128.20,129.84,126.93
127.49,128.22,128.73,126.49
128.66,127.08,129.05,126.54
126.83,127.45,128.55,125.89
127.83,128.73,129.39,127.36
128.94,129.68,130.18,128.01
129.93,129.69,131.25,128.46
127.82,130.26,131.22,127.49
130.54,128.08,131.59,127.83
128.24,127.96,129.87,126.57
128.48,126.49,128.95,125.06
127.34,124.55,127.63,124.44
124.49,122.38,124.55,121.17
122.94,122.46,124.06,121.11
123.39,125.59,125.95,122.08
126.41,129.29,129.50,125.10
129.47,126.97,130.86,126.45
127.82,127.40,127.87,126.14
127.62,125.03,127.68,123.77
125.37,124.96,125.72,123.77
125.14,124.80,125.67,123.66
124.99,124.73,125.50,123.91
124.76,122.00,125.42,121.90
121.59,121.25,122.96,119.79
122.22,121.71,122.60,120.57
121.83,122.90,123.70,120.76
123.58,124.24,124.55,121.77
123.97,124.90,125.49,122.25
125.00,124.67,125.91,123.63
124.28,122.94,124.28,118.89
123.00,123.28,124.07,121.51
123.65,119.84,124.50,119.61
119.16,116.12,119.82,115.72
116.75,117.14,118.74,115.05
117.35,118.03,118.30,116.78
117.74,118.82,119.25,117.18
119.38,121.48,121.60,118.32
121.76,122.21,123.49,121.27
121.81,119.97,122.55,119.58
119.52,116.24,119.52,115.67
116.50,117.07,117.38,115.10
116.64,116.38,118.08,116.22
116.51,118.21,118.34,115.20
118.79,119.09,119.60,117.53
119.23,115.97,119.50,115.89
115.63,113.56,115.74,112.37
113.37,112.06,113.37,110.69
112.37,111.57,112.68,110.98
111.14,111.84,112.91,110.29
111.41,111.07,111.60,110.22
111.54,112.58,113.86,111.54
112.40,113.01,113.81,111.83
113.16,113.71,113.79,112.81
114.49,114.77,114.78,113.81
114.62,114.05,114.97,113.22
115.02,115.78,115.90,113.71
115.90,115.82,116.39,115.01
115.93,117.43,117.50,115.41
116.84,119.23,119.80,115.89
119.23,119.94,120.60,118.50
120.44,121.29,121.71,119.45
121.74,123.28,123.33,121.12
123.24,124.57,125.35,123.00
122.06,122.20,122.75,121.58
121.57,121.30,122.40,120.69
120.88,120.52,122.46,120.09
121.00,119.63,121.77,119.37
119.04,120.83,120.90,118.27
120.57,122.94,123.25,120.57
123.20,122.66,123.57,121.51
123.28,122.12,123.28,121.56
122.23,122.91,123.24,121.82
123.00,122.50,123.84,122.13
122.64,123.12,124.66,121.81
122.83,123.95,124.40,121.33
124.30,125.63,126.03,122.53
125.04,125.87,127.44,124.86
125.98,126.18,126.53,124.82
125.96,126.67,128.46,125.96
126.23,124.89,126.66,124.51
125.45,126.36,126.85,125.45
126.47,126.14,127.14,125.67
126.16,123.45,127.17,123.37
124.11,123.44,124.64,123.35
121.86,122.42,123.47,121.51
122.62,122.36,122.95,121.53
126.44,122.93,126.99,122.46
123.51,123.98,124.61,123.22
124.40,121.56,124.87,120.66
121.20,121.02,121.84,120.44
121.30,121.12,122.58,120.77
121.00,121.13,121.88,120.64
121.74,116.96,125.20,116.24
118.04,116.38,118.37,116.30
116.78,119.11,119.52,116.31
118.75,117.73,119.68,117.11
117.51,116.31,117.51,116.02
116.63,116.36,117.53,115.85
116.50,116.27,117.85,115.97
115.65,114.39,116.50,113.96
115.65,114.00,117.60,112.84
114.52,114.21,116.50,113.38
114.00,112.82,114.95,112.57
112.57,113.41,114.40,112.57
113.55,112.59,114.75,112.17
112.61,114.01,114.45,112.61
114.51,114.19,115.00,113.35
113.59,114.07,115.20,113.59
114.25,114.48,115.74,114.19
114.47,114.03,114.83,113.62
114.68,114.06,115.18,113.00
114.66,115.92,116.00,114.63
115.93,115.95,116.87,115.65
115.98,116.63,116.90,115.34
116.94,118.56,118.80,116.00
118.32,118.38,119.29,117.49
119.11,119.16,119.30,118.41
119.43,119.69,120.09,118.29
119.76,118.60,119.76,118.35
118.41,117.51,118.46,117.33
117.53,118.46,118.80,116.91
118.61,119.95,120.55,118.61
120.66,120.36,120.66,119.75
120.45,119.68,121.49,119.33
118.56,116.04,118.75,115.80
116.01,115.81,116.45,115.09
115.86,114.97,115.87,114.23
115.38,116.34,116.82,114.29
116.11,116.87,116.91,115.39
116.89,117.56,118.45,116.66
117.34,117.35,118.49,116.92
116.70,115.87,118.04,115.85
116.44,115.56,116.88,114.71
115.60,118.43,118.50,115.17
119.53,117.58,120.04,117.43
117.63,115.99,117.63,115.96
115.58,114.24,115.86,114.18
114.00,114.43,115.01,113.39
114.36,112.22,114.74,112.14
112.65,113.72,113.83,112.27
112.21,113.16,113.21,111.64
113.03,112.06,113.39,111.84
112.10,112.00,113.17,111.23
112.13,112.99,113.55,111.38
113.47,113.42,114.34,113.39
113.67,112.36,114.30,112.28
111.54,110.04,112.21,110.01
110.09,112.22,112.36,109.94
112.16,108.77,112.16,108.61
108.96,107.75,109.99,107.70
107.68,107.28,108.58,106.96
107.92,106.73,108.69,106.56
105.52,103.70,106.15,103.12
101.87,106.16,106.44,101.87
107.08,107.00,108.17,106.48
106.93,107.00,107.28,106.22
109.22,116.73,117.25,108.00
117.60,116.79,119.20,115.72
118.40,116.75,118.61,116.54
116.46,116.50,118.01,115.98
116.38,117.24,117.36,115.02
117.50,119.68,119.83,116.87
120.09,120.58,120.82,118.50
119.86,119.90,120.50,118.51
121.28,121.13,122.10,119.89
121.83,122.02,123.99,121.55
121.61,122.09,122.28,120.62
122.60,122.43,123.56,119.02
122.63,123.20,123.44,122.03
123.22,123.69,123.71,122.27
123.99,124.53,124.84,121.55
124.56,124.18,125.16,124.04
123.33,125.36,125.48,122.88
125.95,123.51,126.05,122.73
123.20,122.32,124.60,121.75
122.22,121.71,122.22,120.82
121.66,121.50,122.61,121.35
121.89,121.70,121.89,120.10
120.89,122.46,122.58,120.84
123.55,120.31,123.98,119.84
120.85,123.45,123.60,120.33
123.68,123.94,124.48,122.21
124.21,123.39,124.21,122.91
123.60,121.27,123.61,120.93
120.40,119.75,120.73,119.12
120.00,121.99,122.22,119.59
121.80,123.36,123.86,121.76
123.01,122.21,123.01,121.60
122.90,126.00,126.62,122.90
126.25,125.56,126.82,124.29
124.01,125.28,125.56,122.44
124.40,121.04,125.15,120.93
122.05,120.71,123.07,120.33
120.23,118.89,121.05,118.62
119.53,118.25,120.97,117.71
117.60,119.59,120.57,117.07
119.45,121.15,121.86,119.45
122.91,123.59,124.12,121.37
123.60,123.66,124.64,122.78
124.32,124.64,125.41,123.67
125.15,126.73,126.91,125.10
127.22,126.18,127.22,125.58
126.29,126.48,127.51,125.34
125.88,126.85,128.38,125.88
126.29,126.83,127.93,125.38
127.66,125.96,127.66,125.85
126.83,125.25,126.85,123.83
124.53,121.81,124.53,121.66
121.59,120.36,122.37,119.05
121.50,120.97,123.05,120.11
121.70,124.08,124.15,121.70
123.91,120.34,123.91,120.25
120.79,119.74,121.73,118.78
120.55,119.48,121.95,118.00
117.68,116.91,117.92,114.00
116.86,114.98,118.26,114.93
114.50,116.67,116.82,113.98
116.95,116.96,118.86,114.86
116.61,117.75,117.89,116.29
120.11,124.45,124.69,118.78
124.70,121.72,125.45,121.50
121.15,122.72,123.07,118.89
120.91,120.41,121.37,120.35
121.23,117.37,121.23,117.00
117.51,118.97,119.21,116.67
118.13,117.13,119.49,116.89
118.22,120.32,120.47,117.01
121.45,122.87,123.38,121.45
122.27,121.03,123.15,120.97
122.43,123.44,124.25,121.94
124.59,125.59,125.99,124.27
124.71,123.44,125.15,123.01
124.51,124.91,125.80,123.38
124.46,124.18,125.18,123.47
125.01,125.58,125.91,124.51
125.40,125.70,126.25,124.93
125.42,126.73,126.83,124.65
126.17,124.47,126.69,124.04
123.95,123.89,124.85,122.83
123.45,125.70,125.78,121.96
125.26,126.03,126.18,124.56
126.48,125.64,127.05,125.49
125.74,124.28,125.74,124.12
124.03,123.83,124.57,122.97
123.77,123.35,124.13,123.19
123.18,124.62,124.75,123.07
124.82,124.40,125.15,123.42
123.59,124.75,124.80,123.17
124.96,124.88,126.10,123.33
124.75,126.27,127.97,124.75
126.20,126.51,127.75,125.21
125.37,123.32,125.37,123.31
123.78,125.43,125.51,123.33
126.48,129.23,129.56,125.95
128.70,131.32,131.51,128.69
132.50,132.51,133.34,130.94
132.65,131.60,132.65,130.72
130.87,131.53,133.69,130.87
131.41,130.96,131.56,130.13
131.31,131.90,132.08,130.56
131.80,129.86,132.01,129.79
129.96,129.14,131.49,126.86
129.17,126.10,129.89,126.08
125.50,127.58,127.94,124.90
127.47,127.26,127.47,125.89
128.05,129.29,129.74,127.37
128.46,129.58,129.90,128.12
129.92,130.39,130.62,128.37
130.40,131.29,131.63,129.76
129.79,131.46,132.04,128.63
131.75,131.90,133.64,130.74
132.46,130.98,132.60,130.56
131.11,130.75,131.97,129.59
130.82,130.54,131.10,129.98
130.33,131.48,132.00,129.65
128.82,130.34,130.61,128.82
130.66,131.25,131.45,129.86
131.26,131.24,131.73,129.89
130.43,128.91,130.72,128.60
130.02,128.96,130.51,128.63
131.00,136.35,136.94,129.08
136.55,135.17,138.12,134.92
135.24,134.63,135.88,134.50
134.69,132.50,135.01,132.37
132.99,131.07,134.25,130.52
131.00,133.03,133.13,130.84
132.60,134.15,134.62,132.44
133.41,134.09,135.14,132.66
134.99,134.01,135.54,133.03
134.48,137.14,137.27,134.12
136.66,136.78,137.66,136.36
136.50,138.12,138.17,136.35
138.31,137.26,138.75,137.12
137.81,138.04,138.61,136.82
138.09,138.86,139.40,136.91
138.62,139.45,139.78,137.32
139.54,140.09,140.30,138.41
140.84,141.17,141.58,139.50
141.68,138.73,142.23,137.75
138.92,140.89,141.39,138.92
141.52,142.21,142.52,141.20
142.00,141.64,142.29,140.78
141.18,142.09,142.29,140.60
142.00,141.82,142.71,141.68
141.27,140.32,141.71,139.61
140.73,141.20,141.78,140.01
141.01,141.37,141.81,140.02
141.50,139.65,141.58,139.34
140.27,138.58,140.90,138.11
138.77,139.18,139.87,138.45
139.48,139.62,140.60,139.06
139.60,139.53,140.12,138.95
140.35,140.36,141.11,140.03
140.55,142.28,142.62,140.07
142.09,144.41,144.62,141.88
145.40,146.59,147.02,144.75
146.57,146.87,147.30,145.58
146.87,146.73,146.88,145.64
145.59,146.42,147.52,144.68
146.37,148.31,148.43,145.96
149.07,145.50,149.24,145.22
145.69,146.30,146.82,144.68
146.39,146.49,146.78,145.61
147.41,148.00,148.29,145.84
148.72,148.46,149.65,147.83
148.08,147.11,148.77,147.07
148.13,147.03,149.06,146.60
147.77,148.92,149.53,147.77
147.73,145.56,148.36,145.48
147.06,146.39,147.75,145.52
147.74,148.91,149.35,147.73
148.73,147.74,148.73,146.18
146.25,146.74,148.19,145.56
146.53,144.35,146.79,143.51
143.37,143.93,144.70,142.86
146.47,145.89,149.23,144.20
147.71,147.45,148.29,146.46
148.55,148.50,149.25,147.52
148.00,148.62,149.73,147.47
148.73,150.84,150.85,148.00
152.48,152.20,152.56,150.94
152.09,151.25,153.64,149.52
152.17,152.13,153.05,151.12
153.01,146.09,155.84,145.46
147.69,149.82,151.07,147.01
149.73,149.54,151.83,149.08
149.70,148.30,150.29,147.90
147.56,146.48,147.96,145.56
147.41,146.25,147.43,145.44
146.56,146.47,146.98,145.28
145.92,146.63,147.12,145.41
146.85,145.59,146.85,145.24
146.00,145.81,146.48,144.24
146.19,146.29,147.82,144.65
146.69,149.51,149.68,145.93
149.81,146.53,149.84,146.11
146.74,145.98,147.56,144.39
146.98,146.66,147.90,146.53
145.60,143.98,145.76,142.14
142.54,140.26,142.86,137.63
140.91,141.38,141.91,139.66
141.25,143.30,143.37,140.86
142.50,143.95,145.03,141.16
143.88,143.49,145.39,142.99
142.45,140.36,142.79,140.27
139.28,136.55,139.28,136.50
135.32,134.88,136.59,134.33
128.15,128.69,133.21,127.54
132.50,127.37,132.74,127.25
129.85,130.73,131.00,127.06
132.52,132.91,134.05,131.50
132.00,133.05,134.18,132.00
132.57,133.49,134.29,132.05
130.43,126.95,131.71,126.81
128.19,128.84,129.31,126.49
129.29,131.10,131.50,129.01
129.79,130.08,131.12,129.01
132.64,134.82,134.99,130.28
136.35,133.66,136.44,133.50
133.80,135.83,136.41,132.81
135.83,137.17,137.21,134.45
136.71,137.82,138.24,136.32
137.78,138.99,139.34,137.57
138.48,138.76,139.13,137.47
139.03,139.18,142.09,137.57
137.27,136.68,137.75,135.70
137.68,138.79,139.92,137.03
136.58,138.01,138.33,135.95
138.29,138.84,139.26,137.35
137.21,138.10,138.38,135.82
139.49,138.62,141.08,138.16
138.60,135.84,138.64,135.49
136.36,135.86,136.36,134.11
137.22,137.56,137.91,136.01
138.05,139.42,139.80,136.63
136.58,135.87,136.95,132.54
137.11,140.26,140.75,137.03
139.47,138.85,140.15,138.03
139.39,140.94,141.75,139.19
141.10,142.09,142.27,139.92
142.09,140.86,142.94,140.24
141.28,142.04,142.93,139.99
141.76,141.50,143.03,140.94
141.25,138.15,142.09,137.65
139.03,141.03,141.05,137.73
141.66,140.76,142.30,140.06
140.82,143.78,144.54,140.50
142.00,146.21,147.03,142.00
147.67,144.00,147.67,143.41
144.46,145.21,146.99,142.40
146.33,149.07,149.13,145.87
148.40,147.80,149.08,146.57
146.99,147.08,148.17,145.00
147.29,153.60,153.67,146.64
153.70,151.91,154.40,151.63
152.08,148.92,152.34,147.75
149.95,151.28,151.84,148.64
150.68,149.22,152.99,149.05
150.01,150.29,151.78,149.34
150.48,151.77,152.49,149.86
153.72,156.69,161.14,152.99
159.59,156.98,160.75,156.12
156.24,156.10,157.61,154.56
157.29,156.06,158.27,155.83
155.65,152.77,156.83,152.60
151.70,151.31,152.95,150.09
150.85,153.28,153.33,149.42
154.57,152.99,156.41,152.80
153.25,155.41,155.68,151.67
155.20,155.60,156.96,153.77
155.78,157.20,157.92,155.62
157.66,159.06,160.14,157.66
158.50,160.43,161.48,157.83
161.12,160.73,162.22,159.42
160.84,160.21,162.60,159.00
161.00,158.15,163.15,157.40
158.40,158.23,159.87,156.39
158.78,156.60,159.23,156.20
157.88,153.98,158.86,153.45
154.53,157.59,158.21,154.08
157.47,155.44,158.91,154.40
155.12,154.96,155.56,153.21
154.85,153.38,156.51,152.27
153.11,153.57,155.43,151.72
153.82,151.44,153.82,150.22
152.16,151.13,153.82,150.13
152.41,155.55,156.82,151.71
156.97,157.35,158.13,154.16
157.12,154.70,158.18,154.33
154.72,151.19,155.87,150.22
152.20,151.65,154.94,149.65
152.07,151.40,153.48,149.79
152.01,152.97,153.14,150.93
153.09,153.62,154.42,152.84
152.71,154.84,155.07,151.30
155.45,156.20,156.57,154.44
155.41,154.32,155.80,154.20
153.52,153.37,155.55,152.55
151.43,145.29,151.43,143.82
145.19,145.68,147.00,144.93
142.55,143.17,145.28,140.05
140.41,138.93,142.02,138.76
140.32,135.90,141.92,135.64
136.24,136.50,137.73,135.70
137.95,137.83,140.00,135.67
138.33,134.47,139.00,133.33
135.04,136.48,137.38,133.04
133.07,134.73,135.00,131.21
136.40,135.73,137.75,134.73
133.73,136.71,138.19,132.13
137.24,139.09,143.32,137.24
135.06,135.36,136.99,133.00
135.05,128.66,135.79,128.32
129.66,133.18,133.49,129.38
132.48,133.23,136.27,132.36
134.58,135.70,137.08,134.13
135.87,139.34,139.43,135.63
139.14,141.33,141.76,138.16
139.77,137.84,139.99,137.38
138.84,139.57,139.79,135.45
138.65,139.57,141.22,137.70
139.46,136.58,141.01,136.23
134.14,129.66,135.00,128.68
127.94,127.82,129.08,126.41
128.96,128.94,131.38,128.72
126.44,119.89,128.50,119.60
122.49,126.42,126.76,120.20
128.51,131.12,132.03,128.33
132.45,131.57,133.11,131.01
131.88,129.61,132.41,129.42
129.13,131.34,131.96,128.16
132.65,132.52,134.21,132.12
131.72,129.15,132.47,127.69
127.64,128.31,128.66,124.09
129.06,130.60,131.33,128.65
131.59,131.95,133.59,130.45
131.97,129.55,132.87,129.35
130.45,134.76,135.25,129.70
135.08,136.44,136.69,133.65
136.41,142.45,142.70,135.42
142.71,142.32,143.43,140.16
141.35,142.82,144.09,140.53
141.40,140.66,142.14,140.04
141.73,137.50,141.73,137.08
138.39,138.84,139.59,135.86
140.11,142.13,142.92,138.93
142.17,141.88,143.17,140.54
140.60,142.09,143.19,140.57
142.39,140.30,143.58,139.40
139.82,140.45,141.08,137.84
140.60,140.29,143.50,139.72
140.48,141.32,142.80,139.07
140.77,140.70,141.54,139.43
140.11,137.87,140.11,135.66
137.96,138.23,138.89,135.63
138.23,137.92,138.81,135.45
137.48,137.46,137.82,135.16
138.70,138.26,141.24,137.95
137.31,136.12,140.16,135.41
134.85,135.58,136.43,134.14
135.27,136.70,136.87,134.24
135.32,134.32,135.91,134.18
134.63,135.33,135.33,133.45
134.44,132.58,136.26,131.81
133.91,134.06,135.15,132.89
135.04,133.52,136.31,132.66
133.90,136.14,136.16,133.50
137.22,140.63,141.08,136.87
140.26,142.47,144.56,140.20
142.33,142.74,143.35,141.56
141.31,143.64,144.55,140.57
144.22,146.89,146.90,142.51
146.89,141.23,147.57,139.12
140.78,138.07,142.63,137.50
139.00,141.72,141.93,138.59
142.68,142.47,143.22,140.50
142.48,143.85,145.07,142.35
144.00,143.18,145.00,141.80
141.75,139.37,142.68,138.86
139.12,137.83,139.68,136.69
138.14,137.58,139.67,136.72
136.04,134.55,136.10,133.61
133.26,131.79,134.08,129.69
132.52,130.72,133.11,130.41
129.92,131.59,134.27,129.35
131.23,130.72,132.79,129.66
131.48,132.11,132.46,129.53
131.38,133.18,134.83,130.78
133.80,132.69,135.15,131.63
132.86,131.10,134.57,130.21
131.20,132.15,133.24,130.85
131.49,129.85,132.49,129.18
129.98,134.14,134.73,129.47
133.25,133.31,134.65,132.11
133.64,134.23,135.13,133.42
134.03,134.00,134.81,133.02
134.81,137.06,137.55,133.97
137.29,138.77,138.97,137.00
138.72,136.22,138.72,136.19
136.51,137.38,137.59,135.37
135.41,135.00,136.08,134.37
134.28,135.19,135.46,131.70
134.49,134.91,135.13,132.95
133.21,133.22,133.79,128.59
133.48,134.38,135.50,133.23
134.57,133.49,135.25,133.01
133.18,134.39,134.67,132.48
133.34,132.34,134.38,130.96
130.92,131.25,131.86,129.67
130.16,128.99,131.76,128.63
128.76,125.65,129.40,124.70
126.23,126.11,128.58,125.65
125.27,124.63,125.45,123.75
124.75,124.76,125.61,123.87
126.83,125.95,129.14,125.61
128.43,127.94,128.79,126.62
128.46,128.54,130.25,128.00
130.06,131.43,132.35,129.68
124.55,122.49,126.77,122.42
120.60,114.99,120.80,114.36
119.01,121.58,122.07,117.82
121.71,123.00,123.59,120.89
122.90,124.92,124.93,122.00
123.94,123.32,124.75,122.77
121.73,120.56,122.58,119.62
119.76,122.42,122.70,119.29
122.94,124.04,125.18,122.94
126.08,126.04,127.49,125.69
126.91,127.30,128.27,126.77
128.50,129.54,130.73,128.50
128.80,128.45,129.89,127.93
130.54,130.68,131.80,130.13
131.33,130.41,132.00,130.24
130.99,129.11,130.99,128.63
128.32,129.95,130.12,127.92
124.10,124.04,124.84,119.24
123.14,122.97,124.20,122.01
122.73,124.07,124.61,122.00
123.49,122.59,124.01,122.25
122.46,122.52,123.81,122.38
122.78,121.35,123.63,121.18
121.36,120.78,121.65,120.14
120.62,120.24,121.49,120.21
120.54,119.59,121.46,118.81
119.50,117.98,120.32,117.82
118.15,119.84,119.91,118.15
119.40,119.50,120.67,118.91
120.70,124.13,124.24,119.56
124.59,120.56,124.93,120.48
120.34,120.31,121.46,120.08
119.95,118.21,119.95,118.16
119.03,118.19,119.42,117.90
117.44,117.60,118.15,116.84
118.14,119.05,119.58,117.91
118.66,117.54,118.95,117.48
117.02,117.31,117.49,116.50
117.16,117.37,117.88,116.87
116.79,117.30,117.49,116.52
117.34,117.41,117.53,116.46
118.13,117.18,118.37,116.98
117.38,117.85,118.34,117.03
117.45,118.49,118.59,117.25
118.51,119.52,119.90,118.29
119.62,120.70,121.25,119.52
121.13,121.61,122.19,120.65
121.80,122.01,122.82,120.01
122.60,120.84,122.91,119.73
120.80,122.09,123.25,119.94
122.29,118.77,122.29,118.45
118.09,119.66,119.78,118.04
119.54,118.78,119.89,118.51
118.41,118.40,119.10,117.73
117.81,118.54,119.11,116.81
117.12,117.83,118.61,116.24
117.97,116.04,118.65,115.86
115.60,115.72,117.22,115.51
115.06,115.79,116.15,114.33
116.41,115.85,117.03,114.82
116.27,114.92,116.99,114.76
115.67,115.00,115.91,114.16
115.07,115.86,116.18,114.76
114.87,116.23,117.28,114.87
115.35,114.82,116.06,114.50
114.61,115.96,116.48,114.01
117.84,119.09,119.18,116.97
119.28,117.27,119.74,117.03
117.66,118.45,119.32,117.05
117.35,117.37,118.50,117.01
117.52,119.65,120.43,117.52
120.26,122.66,123.65,119.96
122.84,122.29,123.60,122.00
122.25,123.32,123.46,121.45
124.30,122.76,124.79,122.47
122.75,120.96,123.40,120.33
121.00,120.43,121.60,120.30
119.68,117.39,119.89,115.71
119.09,117.35,119.73,116.62
117.25,115.50,118.68,115.16
116.55,115.50,116.97,115.00
116.08,119.62,119.90,115.83
114.00,116.65,118.03,113.53
115.00,116.76,117.00,114.29
117.74,118.73,119.04,117.26
118.78,116.23,119.51,115.95
116.44,117.12,117.72,116.01
118.03,118.96,119.35,117.59
119.03,118.28,119.06,117.66
118.73,120.56,120.69,118.10
120.77,121.29,121.85,119.67
120.48,119.22,121.28,119.16
119.44,120.24,121.27,119.40
120.30,120.48,122.61,119.91
124.59,123.78,124.82,122.24
123.00,122.03,124.25,120.16
122.96,131.01,131.24,122.75
133.01,139.39,142.00,133.01
139.03,142.25,142.95,138.03
141.15,148.16,149.94,141.15
147.68,148.02,148.62,144.33
147.20,147.02,147.95,145.34
146.75,148.75,149.20,146.75
148.46,149.35,149.91,147.85
149.75,149.69,150.28,148.33
149.78,149.98,150.40,148.50
150.82,150.35,151.31,149.24
150.24,150.21,150.95,149.30
149.21,148.68,150.89,147.83
149.33,149.51,150.31,148.46
151.41,149.91,152.04,149.76
151.58,154.47,154.60,150.47
153.80,150.62,154.24,149.47
151.45,151.25,153.41,150.36
