FXC,Guggenheim CurrencyShares Canadian Dollar Trust,NASDAQ
74.44,74.43,74.50,74.32
74.46,74.47,74.67,74.40
74.31,74.37,74.45,74.31
74.38,74.66,74.68,74.38
74.66,74.92,74.96,74.66
74.97,74.99,75.13,74.96
75.29,75.26,75.40,75.17
75.37,75.26,75.43,75.23
75.36,74.43,75.55,74.34
73.93,74.04,74.07,73.67
73.87,74.05,74.14,73.80
73.79,73.64,73.85,73.64
73.70,73.93,73.97,73.70
73.81,73.73,73.89,73.60
73.24,73.21,73.39,73.19
72.91,73.00,73.05,72.91
72.88,72.76,73.00,72.76
72.68,72.89,72.98,72.68
72.85,73.15,73.28,72.85
73.44,73.57,73.65,73.44
73.35,73.54,73.71,73.35
74.12,74.24,74.36,74.03
74.36,74.62,74.88,74.33
74.73,74.66,74.85,74.56
74.58,74.70,74.80,74.54
74.85,74.71,74.89,74.65
74.59,75.01,75.29,74.33
75.46,75.26,75.51,75.17
75.19,75.29,75.35,75.11
