JW.B,John Wiley & Sons,NASDAQ
42.49,42.49,42.49,42.49
42.22,42.23,42.24,42.18
42.82,42.82,42.82,42.82
43.19,43.62,43.62,43.02
43.87,43.87,43.94,43.87
nan,43.87,nan,nan
nan,43.87,nan,nan
nan,43.87,nan,nan
nan,43.87,nan,nan
43.75,43.75,43.75,43.75
43.65,43.91,43.91,43.65
43.90,43.90,43.90,43.90
nan,43.90,nan,nan
nan,43.90,nan,nan
nan,43.90,nan,nan
nan,43.90,nan,nan
44.38,44.90,44.90,44.38
45.22,45.12,45.22,45.04
46.29,46.55,46.56,46.29
46.62,45.34,46.62,45.26
45.55,45.62,45.62,45.55
45.79,45.81,45.87,45.79
45.40,46.02,46.02,45.40
nan,46.02,nan,nan
45.48,46.09,46.12,45.48
nan,46.09,nan,nan
46.32,45.99,46.32,45.66
nan,45.99,nan,nan
44.71,44.06,44.71,44.06
nan,44.06,nan,nan
nan,44.06,nan,nan
43.94,43.94,43.94,43.94
nan,43.94,nan,nan
44.07,44.71,44.71,44.07
nan,44.71,nan,nan
nan,44.71,nan,nan
nan,44.71,nan,nan
nan,44.71,nan,nan
nan,44.71,nan,nan
nan,44.71,nan,nan
nan,44.71,nan,nan
nan,44.71,nan,nan
43.79,43.79,43.79,43.79
nan,43.79,nan,nan
44.79,45.29,45.30,44.79
nan,45.29,nan,nan
45.19,45.19,45.19,45.19
nan,45.19,nan,nan
45.59,45.75,45.75,45.59
nan,45.75,nan,nan
nan,45.75,nan,nan
nan,45.75,nan,nan
nan,45.75,nan,nan
46.98,46.98,46.98,46.98
nan,46.98,nan,nan
nan,46.98,nan,nan
nan,46.98,nan,nan
nan,46.98,nan,nan
47.00,47.12,47.12,47.00
nan,47.12,nan,nan
nan,47.12,nan,nan
48.49,48.53,48.54,48.49
nan,48.53,nan,nan
nan,48.53,nan,nan
48.50,48.50,48.50,48.50
nan,48.50,nan,nan
nan,48.50,nan,nan
nan,48.50,nan,nan
nan,48.50,nan,nan
49.39,49.20,49.39,49.20
nan,49.20,nan,nan
48.90,48.94,48.94,48.90
49.08,49.29,49.29,49.07
49.20,49.20,49.20,49.20
49.00,49.31,49.31,49.00
nan,49.31,nan,nan
nan,49.31,nan,nan
nan,49.31,nan,nan
49.58,50.04,50.28,49.58
nan,50.04,nan,nan
nan,50.04,nan,nan
50.60,50.80,50.80,50.60
nan,50.80,nan,nan
nan,50.80,nan,nan
nan,50.80,nan,nan
49.11,48.96,49.11,48.93
48.99,48.97,49.01,48.97
48.75,48.75,48.75,48.75
nan,48.75,nan,nan
49.07,49.07,49.07,49.07
nan,49.07,nan,nan
nan,49.07,nan,nan
nan,49.07,nan,nan
nan,49.07,nan,nan
nan,49.07,nan,nan
49.90,49.90,49.90,49.90
49.20,49.20,49.20,49.20
nan,49.20,nan,nan
50.63,50.79,50.79,50.54
nan,50.79,nan,nan
50.86,50.86,50.86,50.86
50.30,50.30,50.30,50.30
nan,50.30,nan,nan
51.05,51.05,51.30,50.80
51.26,50.26,51.26,50.26
nan,50.26,nan,nan
49.73,49.94,49.94,49.73
50.64,50.32,50.64,50.32
50.50,50.44,50.50,50.44
nan,50.44,nan,nan
51.14,52.32,52.33,51.14
52.25,52.25,52.25,52.25
52.55,51.81,52.55,51.81
51.84,51.84,51.84,51.84
nan,51.84,nan,nan
nan,51.84,nan,nan
52.64,52.70,52.70,52.64
53.49,53.00,53.53,53.00
54.14,54.14,54.14,54.14
54.92,54.92,54.92,54.92
54.51,55.07,55.07,54.51
55.15,54.96,55.50,54.96
nan,54.96,nan,nan
54.73,54.99,55.19,54.73
nan,54.99,nan,nan
53.81,53.40,53.81,53.40
53.40,53.32,53.40,53.32
53.55,53.53,53.55,53.34
53.48,53.29,53.48,53.29
nan,53.29,nan,nan
nan,53.29,nan,nan
53.52,54.63,55.01,53.52
55.41,55.61,55.88,55.41
55.81,55.87,56.04,55.08
55.96,56.35,56.49,55.96
56.55,55.93,56.55,55.93
54.71,53.78,54.71,53.77
nan,53.78,nan,nan
53.93,52.97,53.93,52.96
52.14,52.14,52.14,52.14
nan,52.14,nan,nan
nan,52.14,nan,nan
53.14,53.19,53.19,53.14
nan,53.19,nan,nan
53.95,54.05,54.05,53.40
51.76,51.82,51.82,51.60
nan,51.82,nan,nan
nan,51.82,nan,nan
53.80,53.85,53.85,53.80
nan,53.85,nan,nan
nan,53.85,nan,nan
54.61,55.63,55.63,54.57
nan,55.63,nan,nan
nan,55.63,nan,nan
55.76,55.79,55.79,55.76
55.57,56.08,56.10,55.53
56.21,56.21,56.21,56.21
56.92,56.92,56.92,56.92
56.86,56.86,56.86,56.86
nan,56.86,nan,nan
nan,56.86,nan,nan
57.23,57.20,57.23,57.20
56.60,56.60,56.60,56.60
57.52,57.52,57.52,57.52
57.47,57.03,57.47,56.92
57.18,57.14,57.41,56.66
56.80,57.05,57.08,56.80
57.36,57.33,57.36,57.15
57.51,57.29,57.51,57.29
57.34,57.35,57.52,57.12
57.67,57.78,58.06,57.39
57.32,58.38,58.38,57.32
nan,58.38,nan,nan
56.97,56.89,58.40,56.80
57.42,57.02,57.42,56.81
57.21,57.20,57.21,57.20
57.14,57.28,57.28,57.14
56.75,56.48,56.83,56.48
56.94,57.00,57.00,56.45
56.35,55.92,56.35,55.91
56.17,56.13,56.17,56.07
56.24,56.11,56.24,56.11
nan,56.11,nan,nan
56.50,56.94,57.38,56.50
57.49,57.49,57.49,57.49
57.63,57.63,57.63,57.63
58.06,58.45,58.90,58.06
58.68,58.68,58.68,58.68
nan,58.68,nan,nan
57.53,57.77,57.77,57.00
57.69,57.69,57.69,57.69
57.50,56.58,57.50,56.53
56.44,55.99,56.44,55.98
55.15,54.00,55.15,54.00
55.34,54.85,55.34,54.85
55.07,55.44,55.44,55.07
56.00,56.91,57.00,56.00
56.40,56.53,56.67,56.23
55.60,56.54,56.54,55.58
56.88,56.88,56.88,56.88
57.45,57.45,57.45,57.45
57.58,57.58,57.58,57.58
nan,57.58,nan,nan
nan,57.58,nan,nan
57.38,57.38,57.38,57.38
57.35,57.35,57.35,57.35
nan,57.35,nan,nan
56.93,56.94,56.94,56.93
nan,56.94,nan,nan
nan,56.94,nan,nan
55.70,55.97,55.97,55.70
55.96,55.38,55.96,55.38
56.00,56.00,56.00,56.00
56.54,56.76,56.83,56.46
56.52,56.42,56.60,56.42
55.69,55.06,55.69,55.06
nan,55.06,nan,nan
54.59,54.59,54.59,54.59
nan,54.59,nan,nan
54.64,54.35,54.69,54.21
nan,54.35,nan,nan
nan,54.35,nan,nan
54.13,54.73,54.73,54.13
nan,54.73,nan,nan
54.99,55.07,55.07,54.99
54.96,54.91,54.96,54.91
nan,54.91,nan,nan
nan,54.91,nan,nan
nan,54.91,nan,nan
nan,54.91,nan,nan
nan,54.91,nan,nan
56.00,55.97,56.00,55.97
56.20,56.84,56.94,56.20
56.76,56.94,56.94,56.69
57.25,57.67,57.67,57.25
57.44,57.40,57.66,57.36
nan,57.40,nan,nan
56.70,56.70,56.70,56.70
58.00,59.95,59.95,58.00
60.49,60.55,60.55,60.44
59.98,60.35,60.35,59.90
nan,60.35,nan,nan
59.44,59.44,59.44,59.44
59.75,59.74,59.75,59.74
59.74,60.12,60.12,59.74
60.02,60.25,60.25,60.02
nan,60.25,nan,nan
60.00,60.50,60.56,60.00
60.50,60.50,60.50,60.50
61.31,61.00,61.31,61.00
nan,61.00,nan,nan
61.21,61.20,61.67,61.18
60.88,61.80,61.80,60.88
61.47,61.58,61.73,61.12
61.40,61.29,61.40,61.29
61.33,60.97,61.33,60.97
61.70,61.70,61.70,61.70
nan,61.70,nan,nan
61.50,61.00,61.50,61.00
nan,61.00,nan,nan
61.66,61.66,61.66,61.66
61.05,61.00,61.05,60.97
nan,61.00,nan,nan
61.84,61.37,61.84,61.37
nan,61.37,nan,nan
60.79,60.79,60.79,60.79
60.80,60.14,61.13,60.14
nan,60.14,nan,nan
60.52,60.84,60.84,60.52
60.39,60.42,60.89,60.39
59.75,59.34,59.75,58.87
60.10,60.10,60.10,60.10
nan,60.10,nan,nan
nan,60.10,nan,nan
nan,60.10,nan,nan
59.07,59.23,59.23,58.74
nan,59.23,nan,nan
59.56,58.80,59.61,58.72
59.58,59.58,59.66,59.16
nan,59.58,nan,nan
59.43,59.44,59.44,59.43
59.65,59.75,59.75,59.65
59.81,60.08,60.28,59.52
59.53,59.46,59.96,59.04
59.66,59.49,59.66,59.49
nan,59.49,nan,nan
59.83,59.41,59.90,59.41
nan,59.41,nan,nan
nan,59.41,nan,nan
59.31,59.75,59.75,59.18
59.34,59.94,59.94,59.34
60.57,60.17,60.57,60.17
60.97,61.08,61.08,60.97
60.68,60.13,60.68,60.12
59.77,59.44,59.82,59.44
60.02,59.44,60.02,59.44
59.76,57.33,59.76,56.82
57.60,57.65,57.77,57.60
nan,57.65,nan,nan
nan,57.65,nan,nan
58.24,58.10,58.24,58.04
57.77,57.79,58.37,57.77
57.45,57.45,57.45,57.45
57.42,57.70,57.70,57.41
57.77,57.76,57.77,57.76
nan,57.76,nan,nan
nan,57.76,nan,nan
nan,57.76,nan,nan
nan,57.76,nan,nan
nan,57.76,nan,nan
57.31,56.87,57.31,56.87
nan,56.87,nan,nan
56.17,55.08,56.19,55.08
55.37,55.20,55.37,55.20
56.15,56.15,56.15,56.15
56.22,56.22,56.22,56.22
55.75,55.75,55.75,55.75
54.68,54.47,54.68,54.47
54.17,53.62,54.17,53.62
nan,53.62,nan,nan
nan,53.62,nan,nan
52.54,52.04,52.54,51.49
52.94,52.51,53.07,51.51
52.33,52.80,52.80,52.27
53.72,54.24,54.76,53.72
54.41,54.43,54.43,54.41
55.04,55.81,55.81,55.04
55.88,55.29,55.88,55.29
nan,55.29,nan,nan
55.93,56.26,56.34,55.93
55.95,56.00,56.00,55.95
56.57,57.06,57.06,56.57
57.06,57.06,57.68,57.06
57.06,57.06,57.06,57.06
57.72,58.33,58.33,57.72
58.91,58.85,58.91,58.76
58.43,58.77,59.40,58.43
59.08,59.45,59.45,58.83
59.34,59.36,59.61,59.34
nan,59.36,nan,nan
nan,59.36,nan,nan
nan,59.36,nan,nan
nan,59.36,nan,nan
nan,59.36,nan,nan
nan,59.36,nan,nan
nan,59.36,nan,nan
59.09,59.09,59.09,59.09
nan,59.09,nan,nan
nan,59.09,nan,nan
59.46,58.81,59.46,58.81
nan,58.81,nan,nan
nan,58.81,nan,nan
nan,58.81,nan,nan
nan,58.81,nan,nan
nan,58.81,nan,nan
59.10,59.29,59.29,59.05
nan,59.29,nan,nan
nan,59.29,nan,nan
59.07,59.07,59.07,59.07
58.81,58.97,59.06,58.81
58.92,59.05,59.05,58.34
58.50,58.50,58.50,58.50
57.55,57.55,57.55,57.55
nan,57.55,nan,nan
nan,57.55,nan,nan
nan,57.55,nan,nan
58.54,59.53,59.53,58.54
nan,59.53,nan,nan
nan,59.53,nan,nan
59.48,59.55,59.55,59.48
59.53,59.55,59.55,59.53
59.79,59.79,59.79,59.79
nan,59.79,nan,nan
60.55,60.55,60.55,60.55
60.55,60.55,60.55,60.55
nan,60.55,nan,nan
nan,60.55,nan,nan
57.80,57.80,57.80,57.34
nan,57.80,nan,nan
nan,57.80,nan,nan
nan,57.80,nan,nan
nan,57.80,nan,nan
57.39,57.39,57.39,57.39
58.74,58.38,59.10,58.02
58.38,58.14,58.68,58.14
nan,58.14,nan,nan
58.40,58.97,58.97,58.40
nan,58.97,nan,nan
nan,58.97,nan,nan
60.09,61.00,61.00,60.09
nan,61.00,nan,nan
62.75,62.75,62.75,62.75
61.89,61.89,61.89,61.89
62.37,62.03,62.37,62.03
62.02,62.17,62.17,61.62
61.77,61.93,62.05,61.77
61.50,61.50,61.50,61.50
61.53,62.85,62.85,61.53
nan,62.85,nan,nan
nan,62.85,nan,nan
62.46,61.79,62.46,61.79
61.68,61.68,61.68,61.68
61.59,61.59,61.59,61.59
60.84,61.41,61.41,60.84
61.06,61.27,61.68,61.06
62.20,62.20,62.20,62.20
nan,62.20,nan,nan
nan,62.20,nan,nan
64.35,64.01,64.35,63.86
63.99,64.44,64.44,63.68
64.85,64.94,64.94,64.85
nan,64.94,nan,nan
nan,64.94,nan,nan
nan,64.94,nan,nan
nan,64.94,nan,nan
64.40,64.40,64.40,64.40
64.11,64.11,64.11,64.11
nan,64.11,nan,nan
nan,64.11,nan,nan
nan,64.11,nan,nan
63.20,63.17,63.20,63.17
62.55,61.38,62.55,61.38
61.04,61.04,61.04,61.04
nan,61.04,nan,nan
nan,61.04,nan,nan
nan,61.04,nan,nan
nan,61.04,nan,nan
60.73,60.73,60.73,60.73
nan,60.73,nan,nan
60.50,60.50,60.50,60.50
61.33,61.67,61.67,61.25
61.90,61.90,61.90,61.90
nan,61.90,nan,nan
60.75,60.55,60.75,60.26
61.74,61.74,61.74,61.74
62.01,61.33,62.01,61.33
61.03,61.03,61.03,61.03
60.20,60.66,61.07,60.20
61.28,61.28,61.28,61.28
nan,61.28,nan,nan
61.00,61.00,61.00,61.00
nan,61.00,nan,nan
60.40,60.40,60.40,60.40
60.83,60.83,60.83,60.83
60.80,60.80,60.80,60.80
60.05,60.05,60.05,60.05
60.27,59.88,60.36,59.88
60.06,58.60,60.06,58.60
57.72,57.67,57.72,57.13
nan,57.67,nan,nan
58.48,58.58,58.58,58.25
58.29,58.81,58.81,58.29
58.65,59.68,59.68,58.62
59.84,60.00,60.00,59.23
59.68,59.53,59.68,59.53
57.99,57.99,57.99,57.99
nan,57.99,nan,nan
57.35,56.74,57.35,56.74
57.10,57.74,57.74,57.10
nan,57.74,nan,nan
nan,57.74,nan,nan
nan,57.74,nan,nan
nan,57.74,nan,nan
nan,57.74,nan,nan
57.61,57.67,57.67,57.61
56.93,57.30,57.30,56.93
57.24,57.24,57.24,57.24
56.53,57.21,57.21,56.53
nan,57.21,nan,nan
57.93,58.29,58.29,57.93
nan,58.29,nan,nan
nan,58.29,nan,nan
58.23,58.38,58.38,58.12
58.74,58.74,58.74,58.74
58.47,57.98,58.47,57.86
58.15,58.22,58.22,57.90
58.16,57.97,58.16,57.97
57.95,57.95,57.95,57.95
58.02,58.22,58.30,58.02
58.33,58.30,58.33,58.30
58.32,58.63,58.97,58.14
nan,58.63,nan,nan
58.05,57.77,58.10,57.77
nan,57.77,nan,nan
57.93,57.73,57.93,57.73
nan,57.73,nan,nan
nan,57.73,nan,nan
nan,57.73,nan,nan
57.49,57.84,57.90,57.47
nan,57.84,nan,nan
nan,57.84,nan,nan
57.03,56.60,57.03,54.98
nan,56.60,nan,nan
57.21,57.00,57.68,57.00
nan,57.00,nan,nan
nan,57.00,nan,nan
55.86,55.59,55.86,55.59
55.60,55.59,55.60,55.59
nan,55.59,nan,nan
54.20,54.20,54.20,54.20
nan,54.20,nan,nan
nan,54.20,nan,nan
nan,54.20,nan,nan
55.40,55.44,55.44,55.40
nan,55.44,nan,nan
54.80,54.80,54.80,54.80
nan,54.80,nan,nan
nan,54.80,nan,nan
55.06,55.01,55.06,54.92
nan,55.01,nan,nan
nan,55.01,nan,nan
53.71,53.71,53.71,53.71
nan,53.71,nan,nan
nan,53.71,nan,nan
55.09,53.56,55.09,53.56
nan,53.56,nan,nan
53.05,52.54,53.05,52.54
nan,52.54,nan,nan
nan,52.54,nan,nan
nan,52.54,nan,nan
nan,52.54,nan,nan
nan,52.54,nan,nan
nan,52.54,nan,nan
nan,52.54,nan,nan
nan,52.54,nan,nan
51.83,51.12,51.83,51.12
nan,51.12,nan,nan
nan,51.12,nan,nan
nan,51.12,nan,nan
nan,51.12,nan,nan
nan,51.12,nan,nan
nan,51.12,nan,nan
52.93,52.93,52.93,52.93
nan,52.93,nan,nan
nan,52.93,nan,nan
52.18,51.60,52.18,51.60
51.68,50.52,51.68,50.52
49.36,48.78,49.36,48.24
nan,48.78,nan,nan
49.78,49.78,49.78,49.78
nan,49.78,nan,nan
51.55,52.16,52.16,51.55
51.60,51.60,51.60,51.60
nan,51.60,nan,nan
50.64,50.37,50.64,50.37
nan,50.37,nan,nan
nan,50.37,nan,nan
51.64,51.64,51.64,51.64
49.83,49.83,49.83,49.83
nan,49.83,nan,nan
nan,49.83,nan,nan
nan,49.83,nan,nan
50.03,50.03,50.03,50.03
51.30,51.73,51.73,51.30
nan,51.73,nan,nan
50.00,50.00,50.00,50.00
50.76,51.53,51.53,50.76
50.24,50.24,50.24,50.24
nan,50.24,nan,nan
nan,50.24,nan,nan
50.34,50.34,50.34,50.34
49.38,49.54,49.54,49.21
nan,49.54,nan,nan
nan,49.54,nan,nan
nan,49.54,nan,nan
48.29,48.25,48.29,48.12
nan,48.25,nan,nan
nan,48.25,nan,nan
49.29,49.29,49.29,49.29
50.67,51.10,51.10,50.67
nan,51.10,nan,nan
nan,51.10,nan,nan
nan,51.10,nan,nan
nan,51.10,nan,nan
nan,51.10,nan,nan
nan,51.10,nan,nan
51.34,51.34,51.34,51.34
nan,51.34,nan,nan
51.27,49.99,51.31,49.99
nan,49.99,nan,nan
51.26,51.72,51.72,51.26
nan,51.72,nan,nan
50.65,50.65,50.65,50.65
51.47,51.93,51.93,51.01
nan,51.93,nan,nan
51.43,52.43,52.43,51.43
53.23,53.80,53.80,53.23
53.54,53.54,53.54,53.54
nan,53.54,nan,nan
53.07,53.07,53.07,53.07
nan,53.07,nan,nan
52.65,52.26,52.65,52.23
nan,52.26,nan,nan
nan,52.26,nan,nan
nan,52.26,nan,nan
50.95,50.52,50.95,50.52
50.38,50.38,50.38,50.38
nan,50.38,nan,nan
51.66,51.66,51.66,51.66
nan,51.66,nan,nan
51.44,51.44,51.44,51.44
nan,51.44,nan,nan
nan,51.44,nan,nan
nan,51.44,nan,nan
52.76,52.76,52.76,52.76
nan,52.76,nan,nan
nan,52.76,nan,nan
51.44,51.01,51.44,51.01
nan,51.01,nan,nan
nan,51.01,nan,nan
nan,51.01,nan,nan
50.23,45.57,50.23,45.57
45.64,46.89,46.89,45.64
46.00,46.08,46.08,46.00
44.89,44.89,44.89,44.89
nan,44.89,nan,nan
nan,44.89,nan,nan
nan,44.89,nan,nan
44.85,44.82,44.85,44.69
43.67,43.65,43.67,43.65
43.41,43.00,43.47,43.00
43.47,43.47,43.47,43.47
44.27,44.27,44.27,44.27
nan,44.27,nan,nan
nan,44.27,nan,nan
45.40,45.40,45.40,45.40
nan,45.40,nan,nan
nan,45.40,nan,nan
44.26,44.26,44.26,44.26
44.43,44.80,44.82,44.43
44.12,43.90,44.12,43.90
42.80,42.14,42.80,42.14
42.15,41.65,42.15,41.65
41.25,41.25,41.25,41.25
nan,41.25,nan,nan
41.74,41.76,42.16,41.74
42.10,42.81,42.81,42.10
41.36,41.52,41.52,41.20
nan,41.52,nan,nan
nan,41.52,nan,nan
nan,41.52,nan,nan
nan,41.52,nan,nan
nan,41.52,nan,nan
nan,41.52,nan,nan
nan,41.52,nan,nan
nan,41.52,nan,nan
nan,41.52,nan,nan
41.65,41.65,41.65,41.65
nan,41.65,nan,nan
40.18,40.18,40.18,40.18
41.86,41.91,41.91,41.86
41.56,41.65,41.65,41.56
41.02,40.50,41.02,40.49
nan,40.50,nan,nan
41.02,41.02,41.02,41.02
40.38,40.70,40.70,40.38
nan,40.70,nan,nan
nan,40.70,nan,nan
41.44,42.97,42.97,41.44
nan,42.97,nan,nan
43.12,42.78,43.12,42.61
nan,42.78,nan,nan
nan,42.78,nan,nan
42.31,42.31,42.31,42.31
43.39,43.39,43.39,43.39
42.84,43.50,43.72,42.84
43.64,43.44,43.68,43.36
43.63,43.91,44.00,43.41
43.97,43.79,43.97,43.20
43.96,44.56,44.56,43.91
44.87,44.98,44.98,44.87
nan,44.98,nan,nan
43.80,44.77,44.77,43.55
44.92,44.91,44.92,44.90
44.48,44.25,44.48,44.25
45.37,46.22,46.22,45.37
44.96,46.47,46.51,44.96
46.13,46.73,46.73,46.11
46.88,47.07,47.15,46.88
47.15,47.75,47.75,47.15
49.05,49.24,49.39,49.02
48.01,46.87,48.01,46.87
nan,46.87,nan,nan
nan,46.87,nan,nan
47.72,47.72,47.72,47.72
nan,47.72,nan,nan
48.96,48.96,48.96,48.96
49.36,49.36,49.36,49.36
nan,49.36,nan,nan
48.99,49.00,49.00,48.99
nan,49.00,nan,nan
47.77,47.77,47.77,47.77
nan,47.77,nan,nan
nan,47.77,nan,nan
47.77,47.77,47.77,47.77
nan,47.77,nan,nan
nan,47.77,nan,nan
nan,47.77,nan,nan
nan,47.77,nan,nan
nan,47.77,nan,nan
47.81,48.64,48.64,47.81
49.06,49.06,49.06,49.06
nan,49.06,nan,nan
50.30,50.30,50.30,50.30
nan,50.30,nan,nan
50.96,50.50,51.00,50.26
50.66,50.84,50.84,50.66
nan,50.84,nan,nan
nan,50.84,nan,nan
49.57,49.57,49.57,49.57
50.83,50.83,50.83,50.83
49.69,50.83,50.83,49.69
49.56,49.14,49.56,49.14
nan,49.14,nan,nan
50.39,50.30,50.39,50.30
nan,50.30,nan,nan
nan,50.30,nan,nan
50.49,51.15,51.15,50.49
50.75,50.75,50.75,50.75
50.10,50.10,50.10,50.10
50.23,50.38,50.38,50.23
50.57,50.57,50.57,50.57
nan,50.57,nan,nan
50.50,50.84,50.84,50.50
nan,50.84,nan,nan
nan,50.84,nan,nan
nan,50.84,nan,nan
51.60,52.00,52.03,51.60
nan,52.00,nan,nan
nan,52.00,nan,nan
53.70,53.70,53.70,53.70
nan,53.70,nan,nan
53.87,54.22,54.22,53.87
nan,54.22,nan,nan
nan,54.22,nan,nan
nan,54.22,nan,nan
nan,54.22,nan,nan
53.00,53.00,53.00,53.00
nan,53.00,nan,nan
nan,53.00,nan,nan
48.00,48.50,48.50,47.92
50.82,50.82,50.82,50.82
nan,50.82,nan,nan
49.47,49.97,49.97,49.47
51.11,51.23,51.23,51.11
nan,51.23,nan,nan
nan,51.23,nan,nan
nan,51.23,nan,nan
nan,51.23,nan,nan
50.47,48.37,50.47,48.33
49.07,48.69,49.07,48.69
nan,48.69,nan,nan
51.88,52.00,52.00,51.80
52.42,52.42,52.42,52.42
nan,52.42,nan,nan
nan,52.42,nan,nan
52.52,51.92,52.52,51.92
nan,51.92,nan,nan
nan,51.92,nan,nan
nan,51.92,nan,nan
55.09,55.09,55.09,55.09
nan,55.09,nan,nan
nan,55.09,nan,nan
55.59,55.59,55.59,55.59
56.19,56.27,56.27,56.09
nan,56.27,nan,nan
57.00,56.33,57.00,56.33
nan,56.33,nan,nan
56.58,56.45,56.71,56.34
nan,56.45,nan,nan
56.85,56.76,56.86,56.76
nan,56.76,nan,nan
57.41,57.41,57.41,57.41
nan,57.41,nan,nan
56.94,56.94,56.94,56.94
56.67,56.67,56.67,56.67
56.76,56.76,56.76,56.71
57.02,57.49,57.49,57.02
57.44,57.22,57.44,57.22
57.39,56.95,57.39,56.95
56.69,56.69,56.69,56.69
56.95,56.95,56.95,56.95
56.69,56.69,56.69,56.69
56.95,57.50,57.50,56.95
57.25,57.25,57.25,57.25
57.50,57.72,57.72,57.50
57.75,57.75,57.75,57.75
58.00,58.18,58.18,58.00
57.93,57.77,57.93,57.77
58.15,58.15,58.15,58.15
58.01,57.95,58.02,57.95
58.37,58.37,58.37,58.37
58.59,58.19,58.59,57.95
58.34,58.34,58.71,58.34
58.49,58.49,58.49,58.49
58.32,58.23,58.32,57.86
58.08,58.27,58.27,57.88
58.57,58.57,58.57,58.57
58.50,58.99,58.99,57.69
58.84,55.10,58.84,54.39
54.95,52.76,54.95,52.14
52.61,51.10,52.61,50.71
50.95,50.73,50.96,50.37
50.60,51.71,51.71,50.11
51.03,51.72,51.94,50.66
51.55,52.69,53.40,51.12
52.52,50.12,52.66,50.12
50.30,50.08,50.43,49.66
50.27,50.35,50.48,49.78
50.65,50.65,50.65,50.65
N/A,N/A,N/A,N/A
50.71,51.72,51.72,50.71
52.75,52.75,52.75,52.75
53.00,53.80,53.80,53.00
53.53,54.60,54.60,52.83
54.31,53.73,54.31,53.60
53.74,53.84,53.84,53.42
53.63,54.59,54.59,53.51
54.27,53.97,54.27,53.97
53.65,52.82,53.65,52.79
53.87,53.87,53.87,53.87
54.94,54.94,54.94,54.94
N/A,N/A,N/A,N/A
54.88,54.88,54.88,54.88
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
nan,54.88,nan,nan
55.07,55.07,55.07,55.07
55.15,55.18,55.18,55.15
nan,55.18,nan,nan
54.48,54.48,54.48,54.48
N/A,N/A,N/A,N/A
54.08,54.42,54.62,54.08
53.69,53.69,53.69,53.69
N/A,N/A,N/A,N/A
nan,53.69,nan,nan
nan,53.69,nan,nan
52.59,52.60,52.60,52.59
nan,52.60,nan,nan
nan,52.60,nan,nan
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
52.68,52.68,52.68,52.68
52.79,53.30,53.30,52.79
53.70,53.70,53.70,53.70
54.37,54.80,54.80,54.20
54.96,54.58,54.96,54.58
54.74,54.74,54.74,54.42
54.61,54.61,54.61,54.61
54.48,53.79,54.48,53.79
53.96,54.26,54.26,53.96
54.42,54.81,54.90,54.42
54.80,54.50,54.80,54.50
54.72,55.62,55.62,54.72
55.23,55.44,55.44,55.14
55.56,55.24,55.56,54.96
55.37,54.81,55.37,54.81
54.97,54.69,55.25,54.69
54.51,53.93,54.51,53.93
54.33,54.33,54.62,54.33
54.22,54.73,55.09,53.99
54.85,56.34,56.34,54.85
56.35,55.69,56.82,55.69
56.11,57.11,57.11,56.11
56.91,56.33,56.91,56.33
56.33,56.00,56.33,56.00
56.14,55.50,56.14,55.44
56.24,56.20,56.40,56.20
55.94,55.50,55.94,55.50
55.76,55.60,55.95,55.60
56.22,56.22,56.22,56.22
55.95,55.86,55.95,55.86
55.11,54.45,55.11,54.45
54.72,54.72,54.72,54.72
54.79,54.79,55.00,54.79
54.74,54.30,54.74,54.30
54.04,54.34,54.34,54.04
54.41,54.67,54.67,54.41
54.45,54.29,55.45,54.29
54.45,55.27,55.27,54.45
54.95,54.95,54.95,54.33
nan,54.95,nan,nan
nan,54.95,nan,nan
55.80,57.42,57.69,55.80
57.49,57.39,57.64,57.29
56.24,56.90,56.90,56.24
nan,56.90,nan,nan
