PSDV,pSivida Corp. - Common Stock,NASDAQ
3.94,3.91,3.98,3.85
3.96,3.77,3.99,3.65
3.68,3.63,3.70,3.51
3.63,3.77,3.89,3.63
3.78,3.82,3.92,3.77
3.89,3.84,3.89,3.72
3.81,3.87,3.91,3.77
3.94,3.81,4.08,3.76
3.87,3.86,3.89,3.76
3.82,3.81,3.83,3.78
3.80,3.86,3.88,3.80
3.86,3.87,3.92,3.86
3.90,3.83,3.90,3.82
3.86,3.81,3.86,3.77
3.83,3.66,3.84,3.61
3.62,3.38,3.67,3.10
3.40,3.52,3.68,3.40
3.58,3.59,3.64,3.50
3.62,3.72,3.74,3.57
3.68,3.42,3.68,3.38
3.40,3.45,3.52,3.25
3.38,3.44,3.47,3.37
3.46,3.51,3.56,3.41
3.69,3.57,3.69,3.50
3.54,3.56,3.66,3.50
3.56,3.52,3.57,3.50
3.55,3.69,3.72,3.43
3.73,3.72,3.82,3.65
3.75,3.77,3.77,3.67
3.77,3.76,3.83,3.69
3.77,3.68,3.79,3.67
3.67,3.67,3.73,3.51
3.69,3.60,3.69,3.56
3.59,3.52,3.59,3.50
3.53,3.50,3.55,3.48
3.54,3.46,3.54,3.41
3.45,3.45,3.49,3.41
3.46,3.40,3.49,3.30
3.44,3.28,3.44,3.26
3.26,3.45,3.59,3.15
3.48,3.43,3.53,3.36
3.42,3.33,3.46,3.32
3.35,3.33,3.39,3.30
3.33,3.28,3.35,3.24
3.29,3.44,3.46,3.25
3.42,3.43,3.44,3.35
3.45,3.56,3.72,3.40
3.56,3.47,3.56,3.43
3.47,3.61,3.75,3.47
3.61,3.65,3.69,3.57
3.66,3.62,3.69,3.62
3.64,3.60,3.66,3.56
3.60,3.58,3.62,3.47
3.56,3.67,3.69,3.54
3.66,3.79,3.87,3.60
3.79,3.79,3.83,3.73
3.80,3.75,3.83,3.72
3.76,3.79,3.84,3.72
3.80,4.04,4.12,3.79
4.04,3.90,4.12,3.82
3.94,3.96,4.06,3.90
3.99,4.04,4.28,3.96
4.07,4.05,4.15,4.02
4.10,4.25,4.25,4.08
4.25,4.11,4.25,4.05
4.16,4.03,4.17,3.85
4.03,4.05,4.13,3.93
4.09,4.14,4.20,4.00
3.99,4.14,4.27,3.99
4.23,4.20,4.27,4.02
4.14,4.11,4.24,4.05
4.25,5.38,5.41,4.20
5.40,5.15,5.60,5.00
5.07,4.67,5.15,4.60
4.69,4.78,5.04,4.65
5.09,5.07,5.59,4.98
5.37,5.07,5.44,4.95
5.13,4.72,5.27,4.50
4.83,4.78,4.99,4.65
4.75,4.61,4.84,4.42
4.61,4.32,4.61,4.22
4.30,4.51,4.90,4.19
4.51,4.57,4.80,4.37
4.39,3.80,4.65,3.19
2.33,2.87,3.16,2.30
2.76,2.65,2.85,2.64
2.62,2.65,2.66,2.33
2.62,2.64,2.66,2.49
2.62,2.65,2.79,2.53
2.54,2.56,2.62,2.54
2.52,2.52,2.69,2.50
2.53,2.60,2.61,2.51
2.57,2.43,2.61,2.39
2.41,2.45,2.46,2.28
2.45,2.54,2.58,2.37
2.54,2.55,2.56,2.45
2.53,2.53,2.56,2.42
2.55,2.46,2.55,2.45
2.50,2.38,2.50,2.36
2.42,2.47,2.50,2.37
2.49,2.51,2.55,2.48
2.52,2.43,2.53,2.43
2.44,2.50,2.51,2.40
2.48,2.50,2.53,2.44
2.47,2.48,2.53,2.46
2.48,2.60,2.70,2.48
2.61,2.66,2.71,2.61
2.64,2.61,2.67,2.55
2.62,2.61,2.63,2.53
2.61,2.62,2.66,2.58
2.63,2.68,2.75,2.59
2.69,3.00,3.24,2.69
3.00,2.93,3.20,2.87
2.95,2.92,2.98,2.88
2.93,2.95,3.07,2.88
2.97,2.82,3.03,2.62
2.82,2.84,2.94,2.72
2.83,2.80,2.90,2.78
2.84,2.74,2.87,2.72
2.77,2.70,2.77,2.68
2.68,2.69,2.72,2.63
2.65,2.62,2.66,2.61
2.61,2.67,2.70,2.60
2.69,2.76,2.79,2.65
2.78,2.82,2.84,2.63
2.84,2.97,3.02,2.76
2.93,2.97,2.98,2.90
4.57,4.01,4.88,3.93
3.92,3.92,3.98,3.82
4.08,3.99,4.08,3.92
4.02,4.01,4.09,3.98
4.02,4.00,4.09,3.94
4.01,3.95,4.02,3.92
3.94,4.01,4.03,3.81
4.01,3.97,4.03,3.94
3.95,3.91,3.96,3.86
3.88,3.98,4.02,3.88
4.02,3.92,4.03,3.91
3.97,3.90,3.97,3.86
3.88,3.98,4.01,3.85
3.99,3.99,4.01,3.87
3.95,4.12,4.30,3.91
4.22,4.13,4.54,4.10
4.15,4.21,4.30,4.12
4.25,4.30,4.33,4.10
4.30,4.57,4.58,4.19
4.60,4.91,5.45,4.52
4.90,5.02,5.03,4.70
5.05,5.00,5.14,4.91
4.97,4.97,4.97,4.72
4.91,4.63,4.95,4.55
4.71,4.58,4.72,4.46
4.56,4.96,4.96,4.52
5.09,4.82,5.09,4.73
4.91,4.63,4.91,4.61
4.64,4.70,4.85,4.60
4.73,4.48,4.73,4.44
4.48,4.40,4.53,4.33
4.40,4.38,4.47,4.25
4.36,4.32,4.36,4.23
4.33,4.50,4.68,4.28
4.60,4.52,4.78,4.51
4.50,4.50,4.65,4.39
4.48,4.62,4.62,4.48
4.56,4.51,4.63,4.50
4.52,4.36,4.54,4.35
4.40,4.38,4.60,4.36
4.38,4.49,4.54,4.38
4.48,4.55,4.57,4.40
4.58,4.61,4.70,4.52
4.60,4.48,4.67,4.46
4.53,4.52,4.58,4.48
4.55,4.44,4.55,4.35
4.44,4.40,4.54,4.38
4.39,4.38,4.49,4.35
4.29,4.28,4.40,4.23
4.34,4.37,4.52,4.32
4.38,4.37,4.50,4.34
4.37,4.36,4.42,4.32
4.35,4.25,4.37,4.14
4.28,4.39,4.50,4.28
4.40,4.38,4.50,4.37
4.38,4.42,4.44,4.36
4.40,4.32,4.50,4.21
4.35,4.37,4.48,4.35
4.36,4.35,4.50,4.32
4.40,4.42,4.46,4.29
4.41,4.37,4.46,4.30
4.33,4.43,4.45,4.30
4.43,4.44,4.55,4.31
4.41,4.31,4.41,4.30
4.34,4.22,4.38,4.18
4.23,4.23,4.27,4.15
4.19,4.01,4.27,3.96
4.04,3.89,4.12,3.87
3.96,4.10,4.19,3.90
4.10,4.12,4.31,4.10
4.16,4.21,4.27,4.12
4.17,4.06,4.17,3.99
4.07,3.83,4.07,3.77
3.83,3.71,4.03,3.61
3.67,3.62,3.76,3.58
3.65,3.82,3.85,3.62
3.76,3.49,3.76,3.45
3.44,3.43,3.66,3.37
3.50,3.41,3.50,3.26
3.45,3.51,3.60,3.31
3.52,3.56,3.63,3.52
3.51,3.45,3.57,3.40
3.48,3.48,3.52,3.31
3.54,3.68,3.80,3.53
3.63,3.67,3.74,3.53
3.63,3.67,3.78,3.56
3.63,3.52,3.66,3.43
3.52,3.62,3.80,3.41
3.66,3.69,3.80,3.63
3.64,3.64,3.76,3.60
3.62,3.63,3.75,3.50
3.66,3.65,3.76,3.60
3.61,3.95,4.11,3.52
3.99,3.70,3.99,3.65
3.69,3.63,3.95,3.54
3.65,3.45,3.65,3.45
3.40,3.49,3.52,3.40
3.49,3.59,3.69,3.44
3.68,3.40,3.70,3.40
3.71,3.67,3.95,3.51
3.74,3.67,3.74,3.62
3.70,3.65,3.72,3.58
3.61,3.74,3.75,3.58
3.68,3.69,3.74,3.58
3.68,3.69,3.85,3.65
3.75,3.72,3.79,3.69
3.71,3.66,3.75,3.65
3.71,3.68,3.75,3.65
3.65,3.71,3.74,3.65
3.73,3.87,3.90,3.68
3.84,3.85,3.96,3.72
3.89,3.79,3.90,3.75
3.75,3.72,3.82,3.70
3.70,3.61,3.78,3.55
3.61,3.64,3.74,3.52
3.63,3.77,3.79,3.60
3.75,3.82,4.00,3.75
3.83,3.88,3.95,3.79
3.88,3.98,3.98,3.81
3.91,3.99,4.12,3.91
3.99,4.04,4.08,3.89
4.04,4.01,4.04,3.91
4.00,4.01,4.01,3.86
4.00,3.98,4.01,3.96
3.98,4.04,4.05,3.91
4.00,3.99,4.10,3.95
4.00,4.00,4.20,3.96
4.05,4.16,4.26,4.03
4.15,4.13,4.16,4.06
4.15,4.07,4.15,4.04
4.08,4.15,4.18,4.08
4.24,4.34,4.36,4.15
4.34,4.33,4.41,4.27
4.34,4.69,4.72,4.34
4.69,4.65,4.75,4.61
4.66,4.69,4.75,4.56
4.65,4.52,4.65,4.37
4.55,4.55,4.67,4.46
4.55,4.52,4.55,4.36
4.56,4.64,4.68,4.51
4.69,4.62,4.69,4.57
4.62,4.47,4.63,4.47
4.48,4.45,4.48,4.27
4.42,4.23,4.42,4.23
4.29,4.41,4.43,4.19
4.37,4.31,4.42,4.29
4.36,4.38,4.45,4.31
4.42,4.44,4.49,4.32
4.46,4.43,4.48,4.39
4.38,4.38,4.44,4.32
4.42,4.36,4.42,4.33
4.36,4.54,4.60,4.30
4.59,4.53,4.64,4.44
4.48,4.46,4.55,4.40
4.40,4.38,4.46,4.26
4.36,4.33,4.44,4.30
4.33,4.40,4.45,4.33
4.36,4.39,4.45,4.36
4.37,4.35,4.54,4.35
4.42,4.39,4.42,4.26
4.44,4.49,4.61,4.43
4.52,4.38,4.55,4.33
4.41,4.58,4.62,4.40
4.68,4.71,4.77,4.60
4.78,4.79,4.79,4.67
4.79,4.79,4.90,4.71
4.87,4.81,4.87,4.73
4.82,4.66,4.82,4.63
4.70,4.61,4.70,4.61
4.61,4.73,4.82,4.58
4.77,4.77,4.90,4.76
4.73,4.76,4.92,4.70
4.77,4.80,4.88,4.68
4.75,4.80,4.88,4.72
4.78,4.82,4.85,4.75
4.86,4.78,4.90,4.74
4.85,4.79,4.94,4.73
4.88,4.79,4.88,4.75
4.77,4.78,4.83,4.70
4.82,4.77,4.82,4.71
4.75,4.71,4.80,4.68
4.72,4.70,4.79,4.61
4.66,4.54,4.71,4.51
4.54,4.44,4.56,4.40
4.41,4.21,4.45,4.07
4.00,4.04,4.17,3.94
4.11,4.06,4.30,3.90
4.05,4.29,4.59,4.02
4.25,4.24,4.49,4.17
4.26,4.18,4.29,4.09
4.21,4.17,4.30,4.09
4.24,4.21,4.35,4.18
4.26,4.28,4.44,4.19
4.40,4.29,4.45,4.16
4.68,4.30,4.68,4.21
4.35,4.42,4.52,4.16
4.33,4.05,4.38,3.95
4.05,4.26,4.34,4.03
4.26,4.27,4.39,4.26
4.39,4.15,4.39,4.12
4.10,3.95,4.13,3.93
3.92,3.98,4.00,3.65
3.95,3.75,3.95,3.72
3.74,3.68,3.74,3.50
3.65,3.66,3.76,3.55
3.66,3.65,3.80,3.57
3.61,3.63,3.66,3.50
3.53,3.71,3.76,3.53
3.87,3.68,3.88,3.63
3.71,3.72,3.81,3.67
3.73,3.70,3.73,3.62
3.69,3.74,3.80,3.67
3.75,4.07,4.09,3.75
4.10,4.23,4.31,3.98
4.25,4.15,4.27,4.05
4.10,4.09,4.19,4.05
4.06,4.11,4.18,4.01
4.09,4.09,4.10,3.96
4.13,3.94,4.14,3.85
3.92,3.79,4.03,3.78
3.74,3.75,3.90,3.67
3.80,3.66,3.81,3.51
3.67,3.68,3.77,3.62
3.88,3.52,3.88,3.45
3.54,3.72,3.82,3.49
3.70,3.61,3.71,3.59
3.64,3.74,3.79,3.59
3.72,3.57,3.81,3.53
3.59,3.67,3.70,3.54
3.69,3.59,3.70,3.53
3.59,3.60,3.67,3.57
3.62,3.58,3.65,3.55
3.64,3.90,3.92,3.64
3.90,3.90,3.94,3.82
3.92,4.05,4.08,3.87
4.09,4.26,4.30,4.05
4.29,4.39,4.44,4.26
4.39,4.31,4.53,4.31
4.36,4.26,4.41,4.02
4.37,4.40,4.45,4.22
4.45,4.40,4.45,4.34
4.42,4.32,4.42,4.30
4.32,4.46,4.54,4.32
4.47,4.37,4.56,4.36
4.35,4.54,4.57,4.21
4.56,4.52,4.61,4.39
4.58,4.39,4.59,4.18
4.31,4.40,4.53,4.31
4.43,4.21,4.43,4.18
4.16,4.09,4.19,4.05
4.05,4.10,4.16,4.02
4.13,4.22,4.23,4.05
4.22,4.27,4.32,4.09
4.27,4.22,4.33,4.19
4.28,4.03,4.28,3.96
4.01,4.00,4.10,3.94
4.01,4.02,4.09,3.96
4.05,4.12,4.15,3.99
4.10,4.12,4.19,4.05
4.10,4.11,4.16,4.03
4.17,4.16,4.20,4.07
4.21,4.10,4.26,4.09
4.10,4.02,4.13,3.96
4.10,4.04,4.10,4.00
4.10,4.08,4.11,4.06
4.13,4.07,4.13,3.97
4.10,4.02,4.11,4.00
4.04,3.97,4.10,3.91
4.02,4.07,4.08,4.00
4.07,3.99,4.07,3.91
4.00,4.06,4.07,3.96
4.28,4.11,4.28,4.02
4.10,4.06,4.10,4.02
4.11,4.06,4.11,3.96
4.05,4.09,4.10,3.97
4.10,4.07,4.11,4.00
4.04,4.09,4.09,3.98
4.08,3.94,4.08,3.93
3.91,3.92,3.93,3.83
3.86,3.87,3.95,3.82
3.86,3.81,3.88,3.77
3.86,3.88,3.97,3.83
3.83,3.93,3.95,3.81
3.97,3.88,3.97,3.77
3.95,4.02,4.05,3.95
4.00,4.06,4.08,4.00
4.11,4.06,4.14,4.03
4.08,4.06,4.13,4.01
4.06,4.07,4.09,4.03
4.07,4.19,4.23,4.06
4.29,4.39,4.49,4.23
4.43,4.44,4.46,4.34
4.47,4.58,4.60,4.42
4.60,4.50,4.64,4.46
4.48,4.46,4.62,4.43
4.50,4.46,4.59,4.42
4.49,4.45,4.53,4.43
4.47,4.47,4.48,4.38
4.49,4.40,4.55,4.32
4.37,4.50,4.54,4.31
4.50,4.52,4.58,4.37
4.54,4.57,4.57,4.49
4.59,4.50,4.62,4.43
4.46,4.47,4.54,4.42
4.56,4.47,4.56,4.37
4.45,4.38,4.45,4.31
4.38,4.40,4.44,4.37
4.44,4.39,4.44,4.31
4.41,4.30,4.44,4.26
4.30,4.32,4.44,4.24
4.31,4.36,4.40,4.27
4.41,4.33,4.41,4.26
4.30,4.35,4.42,4.29
4.40,4.30,4.41,4.30
4.30,4.35,4.40,4.27
4.36,4.36,4.42,4.33
4.36,4.15,4.41,4.02
4.25,4.07,4.25,3.92
4.10,4.03,4.11,3.98
4.07,3.97,4.13,3.96
3.95,3.95,4.04,3.84
3.92,3.85,3.94,3.80
3.84,3.85,3.88,3.81
3.79,3.98,4.06,3.79
4.01,4.02,4.07,3.96
4.04,4.02,4.05,3.95
4.05,4.10,4.13,4.03
4.14,4.14,4.16,4.07
4.17,4.20,4.21,4.06
4.23,4.09,4.23,4.05
4.07,4.07,4.14,4.07
4.10,4.06,4.10,4.02
4.02,3.99,4.09,3.95
4.09,4.06,4.09,3.96
4.10,4.08,4.10,4.02
4.10,4.04,4.10,3.99
4.01,4.08,4.09,3.95
4.10,4.16,4.16,4.01
4.17,4.05,4.17,4.01
4.07,4.07,4.09,3.99
4.05,4.04,4.07,4.01
4.05,3.96,4.08,3.95
4.00,3.97,4.04,3.95
3.97,4.06,4.15,3.94
4.09,4.07,4.14,3.99
4.06,4.39,4.39,4.06
4.27,4.40,4.44,4.27
4.34,3.93,4.37,3.90
3.87,3.86,4.05,3.86
4.02,3.95,4.10,3.90
3.92,3.90,3.94,3.86
3.90,4.04,4.09,3.90
4.03,4.02,4.07,4.01
3.98,3.99,4.06,3.93
4.02,4.10,4.14,3.98
4.14,4.03,4.14,4.00
4.02,4.03,4.09,4.01
4.01,4.01,4.02,3.97
3.97,3.94,3.98,3.88
3.98,3.88,3.98,3.83
3.88,3.91,3.97,3.88
3.89,3.93,3.93,3.86
3.91,3.86,3.93,3.81
3.83,3.85,3.90,3.81
3.80,3.90,3.90,3.80
3.92,3.87,3.92,3.85
3.87,3.93,3.99,3.80
3.94,3.93,3.95,3.86
3.92,3.85,3.95,3.83
3.91,3.85,3.91,3.83
3.83,3.84,3.91,3.82
3.88,3.83,3.88,3.78
3.77,3.76,3.83,3.76
3.76,3.76,3.79,3.75
3.78,3.77,3.79,3.73
3.88,4.02,4.02,3.81
3.97,4.05,4.05,3.97
4.04,4.03,4.05,4.00
4.00,4.00,4.04,3.97
4.02,4.00,4.02,4.00
3.97,3.86,4.02,3.84
3.89,3.81,3.89,3.79
3.83,3.67,3.90,3.67
3.67,3.77,3.79,3.67
3.79,3.80,3.91,3.79
3.83,3.79,3.83,3.74
3.77,3.77,3.79,3.71
3.61,3.69,3.73,3.43
3.70,3.49,3.70,3.23
3.43,3.92,3.94,3.43
3.90,4.08,4.09,3.86
4.16,4.30,4.40,4.16
4.44,4.47,4.52,4.35
4.50,4.32,4.50,4.30
4.35,4.28,4.42,4.28
4.25,4.05,4.32,4.03
4.04,4.05,4.12,4.00
4.02,4.14,4.20,4.02
4.10,4.11,4.19,4.05
4.07,4.09,4.15,4.05
4.08,4.07,4.15,4.07
4.07,4.10,4.14,4.00
4.09,4.12,4.18,4.05
4.09,4.18,4.20,4.09
4.25,4.06,4.25,4.05
4.05,4.06,4.11,4.00
4.03,4.05,4.09,4.01
4.02,4.07,4.12,4.02
4.09,4.05,4.15,4.04
4.03,4.04,4.10,4.01
4.04,4.03,4.06,3.91
4.02,4.05,4.10,4.00
4.06,4.07,4.07,3.95
4.01,4.10,4.17,3.97
4.12,4.10,4.19,4.10
4.13,4.05,4.14,4.01
4.05,4.06,4.14,4.00
4.08,4.05,4.13,4.05
4.03,4.08,4.08,3.95
4.01,4.02,4.06,3.91
3.98,3.99,4.00,3.85
3.91,3.80,3.91,3.45
3.89,3.73,3.91,3.67
3.83,3.79,3.84,3.68
3.79,3.77,3.84,3.72
3.75,3.94,4.01,3.75
3.86,3.75,4.00,3.67
3.71,3.69,3.86,3.65
3.73,3.69,3.75,3.60
3.70,3.71,3.89,3.66
3.69,3.71,3.94,3.65
3.73,3.80,3.82,3.71
3.83,3.82,3.84,3.69
3.77,3.75,3.85,3.64
3.75,3.83,3.85,3.71
3.80,3.83,3.85,3.80
3.84,3.97,3.98,3.81
3.89,3.76,3.93,3.70
3.79,3.92,3.95,3.76
3.83,3.87,3.88,3.76
3.86,3.75,3.91,3.75
3.75,3.70,3.75,3.66
3.72,3.68,3.73,3.62
3.65,3.61,3.70,3.57
3.60,3.51,3.64,3.45
3.51,3.79,3.93,3.51
3.56,3.56,3.89,3.51
3.59,3.65,3.71,3.57
3.64,3.59,3.68,3.47
3.53,3.68,3.69,3.51
3.71,3.82,3.88,3.71
3.84,3.80,3.86,3.62
3.80,3.72,3.88,3.69
3.70,3.72,3.77,3.68
3.72,3.79,3.85,3.72
3.80,3.80,3.85,3.75
3.79,3.74,3.86,3.74
3.74,3.67,3.79,3.58
3.92,3.83,3.92,3.75
3.78,3.97,3.99,3.78
3.98,3.94,4.05,3.90
3.95,4.00,4.03,3.91
3.98,3.88,4.04,3.83
3.90,3.92,3.98,3.77
3.94,3.87,3.98,3.83
3.92,3.86,3.94,3.83
3.85,3.75,3.89,3.74
3.74,3.85,3.90,3.74
3.85,3.83,3.89,3.83
3.72,3.84,3.90,3.72
3.85,3.86,3.96,3.80
3.81,3.84,3.85,3.76
3.85,3.89,3.95,3.83
3.89,3.93,3.93,3.86
3.93,3.80,3.93,3.75
3.78,3.87,3.89,3.75
3.83,3.78,3.86,3.76
3.81,3.77,3.82,3.77
3.75,3.75,3.81,3.65
3.71,3.75,3.80,3.67
3.73,3.78,3.80,3.68
3.75,3.75,3.85,3.72
3.73,3.86,3.90,3.73
3.85,3.81,3.93,3.76
3.76,3.82,3.90,3.75
3.78,3.75,3.86,3.70
3.71,3.79,3.80,3.71
3.76,3.90,3.93,3.66
3.90,3.92,3.95,3.86
3.90,3.88,3.95,3.85
3.88,3.97,4.08,3.88
3.94,3.90,4.03,3.87
3.90,3.87,3.92,3.85
3.86,3.90,3.93,3.83
3.89,3.79,3.98,3.74
3.74,3.89,3.96,3.74
3.81,3.75,3.87,3.75
3.75,3.72,3.78,3.64
3.72,3.66,3.73,3.65
3.66,3.51,3.66,3.46
3.50,3.51,3.67,3.49
3.53,3.78,3.89,3.48
3.76,3.95,4.02,3.75
3.92,3.69,3.98,3.68
3.70,3.70,3.75,3.67
5.50,4.49,5.81,4.40
4.63,4.54,4.80,4.45
4.48,4.37,4.50,4.32
4.55,4.74,4.80,4.45
4.66,4.67,4.76,4.48
4.63,4.73,4.80,4.60
4.74,4.82,4.92,4.65
4.67,4.80,4.82,4.61
4.79,4.48,4.82,4.41
4.38,4.13,4.49,4.05
4.18,4.33,4.51,4.15
4.27,3.96,4.38,3.90
4.06,3.91,4.27,3.85
3.97,3.74,4.05,3.67
3.75,3.55,3.82,3.52
3.58,3.50,3.67,3.43
3.45,3.46,3.54,3.34
3.53,3.49,3.53,3.36
3.43,3.65,3.70,3.36
3.51,3.48,3.79,3.42
3.53,3.57,3.66,3.50
3.52,3.58,3.71,3.47
3.58,3.72,3.75,3.45
3.68,3.51,3.68,3.47
3.51,3.45,3.55,3.42
3.43,3.41,3.50,3.37
3.37,3.51,3.53,3.29
3.39,3.40,3.53,3.37
3.38,3.34,3.44,3.32
3.35,3.44,3.48,3.34
3.44,3.38,3.49,3.27
3.38,3.20,3.38,3.10
3.15,3.04,3.16,2.80
3.03,2.96,3.36,2.90
2.95,2.82,2.98,2.75
2.86,2.86,2.92,2.65
2.86,2.81,2.95,2.75
2.86,2.80,2.91,2.69
2.78,2.90,2.91,2.65
2.86,2.96,3.01,2.65
2.95,2.80,2.95,2.79
2.83,2.80,2.86,2.72
2.75,2.78,2.94,2.70
2.75,2.74,2.80,2.69
2.73,2.77,2.88,2.72
2.75,2.71,2.90,2.70
2.71,2.75,2.76,2.66
2.72,2.87,2.91,2.66
2.88,2.79,2.92,2.79
2.81,2.93,3.13,2.77
2.94,3.13,3.22,2.94
3.03,2.90,3.11,2.90
2.88,2.88,2.91,2.85
2.88,2.83,2.91,2.80
2.83,2.91,2.95,2.80
2.87,2.84,3.03,2.84
2.80,2.70,2.99,2.68
2.72,2.71,2.83,2.68
2.69,2.50,2.73,2.37
2.51,2.61,2.64,2.50
2.63,2.66,2.73,2.59
2.67,2.95,2.97,2.67
2.92,2.69,2.96,2.64
2.65,2.71,2.78,2.63
2.71,2.67,2.71,2.55
2.65,2.76,2.80,2.63
2.77,2.64,2.78,2.64
2.64,2.68,2.84,2.64
2.64,2.79,2.86,2.64
2.76,2.96,3.04,2.75
2.97,3.00,3.12,2.93
3.00,3.02,3.20,2.98
3.04,2.99,3.07,2.95
2.99,2.95,3.02,2.92
2.94,2.81,3.01,2.77
2.86,2.89,2.93,2.81
2.89,2.87,3.00,2.80
2.90,3.02,3.06,2.90
2.98,2.96,3.02,2.92
2.92,3.06,3.09,2.91
3.08,3.25,3.41,3.06
3.22,3.10,3.34,3.10
3.18,3.24,3.50,3.11
3.28,3.15,3.47,3.15
3.20,3.17,3.34,3.17
3.17,3.02,3.20,2.96
2.98,3.02,3.12,2.97
3.03,3.02,3.11,3.02
3.04,2.87,3.04,2.86
2.97,2.94,3.02,2.93
2.95,2.99,3.00,2.91
2.95,2.85,3.10,2.84
2.87,2.86,2.94,2.69
2.72,2.87,2.91,2.72
2.87,2.99,3.12,2.87
3.00,2.97,3.05,2.88
2.93,2.96,3.04,2.89
2.91,2.79,2.93,2.79
2.80,2.75,2.87,2.69
2.75,2.77,2.79,2.71
2.76,2.77,2.83,2.73
2.75,2.83,3.04,2.75
2.84,2.81,2.98,2.76
2.79,2.86,2.98,2.79
2.85,2.95,2.99,2.81
2.97,3.04,3.06,2.94
3.01,3.00,3.06,2.97
2.98,3.10,3.18,2.96
3.06,3.85,3.87,3.06
3.84,3.50,3.84,3.50
3.50,3.52,3.80,3.49
3.46,3.64,3.68,3.46
3.64,3.51,3.64,3.51
3.47,3.43,3.53,3.40
3.40,3.46,3.54,3.37
3.46,3.56,3.58,3.44
3.59,3.43,3.59,3.41
3.42,3.49,3.57,3.36
3.51,3.43,3.54,3.39
3.40,3.28,3.41,3.22
3.33,3.26,3.33,3.23
3.25,3.06,3.31,3.00
3.10,3.00,3.16,3.00
2.94,3.05,3.08,2.94
3.27,3.01,3.27,2.99
3.12,2.94,3.12,2.94
2.99,3.20,3.31,2.98
3.10,3.08,3.16,3.01
3.03,2.81,3.31,2.81
2.86,2.84,2.97,2.84
2.89,2.83,2.93,2.78
2.82,2.83,2.99,2.78
2.85,2.95,2.97,2.85
3.01,3.06,3.18,3.01
3.04,3.02,3.06,2.99
3.06,3.07,3.08,3.04
3.08,3.15,3.17,3.08
3.15,3.20,3.22,3.14
3.20,3.30,3.34,3.20
3.30,3.26,3.33,3.21
3.25,3.50,3.64,3.25
3.48,3.43,3.55,3.33
3.38,3.31,3.39,3.24
3.34,3.33,3.47,3.32
3.36,3.50,3.50,3.32
3.53,3.49,3.59,3.43
3.47,3.49,3.49,3.47
3.48,3.36,3.50,3.31
3.33,3.78,3.81,3.33
3.85,3.79,3.95,3.75
3.78,3.81,3.83,3.74
3.77,3.82,3.85,3.75
3.80,3.93,3.95,3.76
3.93,3.91,3.96,3.89
3.88,3.93,4.13,3.86
3.94,3.91,3.98,3.87
3.90,3.94,3.97,3.87
3.97,3.92,3.97,3.89
3.91,4.00,4.25,3.91
3.98,3.91,4.00,3.91
3.93,3.92,3.97,3.90
3.90,3.93,3.93,3.85
4.00,4.11,4.15,3.97
4.13,4.08,4.13,4.05
4.06,4.00,4.07,3.95
4.03,3.99,4.03,3.96
4.01,3.96,4.01,3.92
3.92,4.02,4.03,3.92
4.00,4.00,4.02,3.97
4.00,3.98,4.02,3.94
4.00,3.96,4.01,3.95
3.97,3.93,3.98,3.93
3.92,3.98,4.02,3.92
3.96,3.97,4.00,3.95
3.97,3.87,3.99,3.85
3.85,3.77,3.88,3.74
3.75,3.70,3.75,3.67
3.70,3.70,3.72,3.67
3.72,3.68,3.72,3.67
3.71,3.71,3.72,3.68
3.72,3.70,3.72,3.65
3.70,3.83,3.83,3.70
3.79,3.76,3.79,3.62
3.73,3.72,3.82,3.70
3.70,3.63,3.82,3.56
3.62,3.55,3.62,3.53
3.52,3.47,3.52,3.44
3.47,3.47,3.51,3.45
3.46,3.39,3.48,3.35
3.35,3.28,3.40,3.27
3.27,3.22,3.29,3.19
3.19,3.17,3.19,3.11
3.12,3.23,3.27,3.11
3.25,3.25,3.28,3.22
3.26,3.18,3.30,3.18
3.17,3.01,3.20,3.00
3.00,2.94,3.22,2.92
2.97,2.83,3.01,2.82
2.81,2.94,2.95,2.81
2.91,2.80,2.91,2.79
2.76,2.69,2.81,2.65
2.66,2.39,2.68,2.38
2.39,2.41,2.44,2.33
2.40,2.38,2.43,2.31
2.37,2.35,2.40,2.29
2.33,2.31,2.37,2.29
2.29,2.28,2.30,2.18
2.28,2.33,2.37,2.26
2.32,2.28,2.41,2.23
2.27,2.28,2.31,2.20
2.28,2.33,2.36,2.23
2.35,2.31,2.35,2.26
2.32,2.19,2.36,2.16
2.19,2.17,2.23,2.15
2.17,2.14,2.26,2.13
2.14,2.11,2.20,2.06
2.09,2.08,2.16,2.03
2.08,1.96,2.18,1.88
1.96,1.91,2.07,1.81
1.93,1.91,1.95,1.78
1.92,1.96,2.09,1.92
1.98,2.07,2.10,1.98
2.08,1.98,2.08,1.91
1.95,1.93,2.01,1.93
1.97,1.96,2.00,1.85
1.96,1.92,1.96,1.91
1.93,1.91,1.99,1.91
1.92,1.87,1.97,1.85
1.87,1.93,1.99,1.87
1.97,1.91,2.03,1.90
1.92,1.88,1.98,1.85
1.88,1.94,1.97,1.88
1.94,1.90,1.97,1.87
1.90,1.85,1.93,1.83
1.85,1.84,1.87,1.83
1.85,1.89,1.90,1.85
1.89,1.91,2.05,1.89
1.93,1.86,1.94,1.84
1.82,1.77,1.88,1.76
1.77,1.81,1.82,1.70
1.80,1.72,1.85,1.65
