IYT,iShares Transportation AverageETF,NASDAQ
110.17,109.16,110.43,108.19
107.84,107.01,108.03,106.32
108.13,109.00,109.28,107.60
109.20,109.46,110.24,108.96
110.25,110.44,110.67,109.49
110.06,109.89,110.71,109.89
110.56,111.25,112.01,110.56
111.06,110.56,111.90,110.11
109.63,110.18,110.62,109.63
111.15,111.92,111.92,110.74
112.38,112.00,112.56,111.77
112.73,114.67,115.33,112.73
114.50,113.77,114.83,113.47
114.95,115.32,115.42,114.62
114.20,114.78,115.35,114.20
114.78,115.33,115.56,114.64
115.63,114.46,115.73,114.27
114.60,115.49,115.67,114.60
115.54,117.45,117.75,115.54
117.58,117.49,117.96,116.65
117.27,117.40,117.95,117.22
117.50,116.31,117.60,116.17
116.31,114.97,116.76,114.87
114.83,115.02,115.05,113.42
114.76,115.71,115.72,114.26
115.46,114.32,115.46,114.15
114.51,114.63,114.94,114.18
114.79,115.45,116.25,114.67
116.66,119.20,119.45,116.14
119.15,118.94,119.35,118.45
118.89,118.01,118.89,117.65
117.94,116.50,118.21,116.26
116.00,115.62,116.00,114.96
116.00,116.46,116.93,115.95
116.28,115.75,116.67,115.36
114.98,115.97,116.14,114.98
116.49,115.19,116.49,114.47
114.75,114.22,114.96,114.13
113.40,113.18,113.55,112.44
113.07,114.00,114.22,113.00
113.86,112.99,113.86,112.99
113.00,114.14,114.54,112.97
113.69,113.45,114.13,113.08
113.54,115.77,115.93,113.54
115.95,115.83,115.95,114.99
116.11,115.85,116.63,115.66
114.11,112.69,114.45,112.58
112.66,112.61,113.06,112.05
112.43,112.94,113.73,112.43
112.62,111.66,113.17,111.43
113.04,112.09,113.61,111.56
112.13,113.59,113.65,112.08
113.88,114.15,114.71,113.53
114.91,113.88,114.91,113.00
114.52,115.67,115.72,114.52
116.69,118.15,118.17,116.52
118.10,118.10,118.26,117.49
117.80,116.73,117.80,116.62
117.12,116.91,117.21,116.18
118.94,118.09,118.94,117.95
118.02,118.26,118.38,117.69
118.52,120.05,120.32,118.07
120.67,120.39,120.82,120.04
120.72,119.85,121.00,119.79
119.64,119.13,119.64,118.44
118.69,118.94,119.83,118.66
119.06,118.21,119.32,117.98
118.58,118.68,119.02,118.26
117.79,117.88,118.16,117.34
116.79,117.63,117.99,116.28
117.33,119.25,119.48,117.33
118.88,118.73,118.88,117.86
118.35,117.54,118.53,116.37
117.51,118.16,118.32,116.90
116.78,116.88,117.60,116.51
116.70,115.17,117.07,115.14
115.66,115.54,116.06,114.49
116.88,118.22,118.40,116.83
118.21,118.85,118.85,117.92
118.48,118.89,119.04,118.02
118.77,118.71,119.78,118.37
119.24,120.32,120.41,119.02
120.09,120.55,120.61,119.06
121.45,122.00,122.00,120.93
122.27,122.42,122.42,121.69
123.54,123.45,124.52,123.12
123.45,124.31,124.41,123.25
124.90,125.63,125.70,124.06
125.75,125.22,125.75,124.78
125.80,125.80,126.24,125.30
126.96,126.03,126.96,125.62
126.74,125.27,126.74,124.75
124.85,124.64,125.48,123.80
125.07,125.92,126.17,125.06
126.62,127.49,127.49,126.53
126.99,126.74,127.14,126.08
127.61,125.86,127.61,125.69
126.05,123.80,126.32,123.74
123.95,125.34,125.34,123.84
125.36,125.95,126.09,125.20
125.89,126.89,127.26,125.62
126.30,127.55,127.61,126.21
127.55,128.00,128.40,127.55
128.60,128.89,128.95,128.22
129.27,128.52,129.63,128.26
128.65,127.36,128.89,126.96
127.50,126.94,127.74,126.59
127.43,128.30,128.49,127.09
128.63,128.87,128.89,128.17
129.27,129.21,129.49,128.87
129.33,129.03,129.45,128.77
129.00,129.94,130.00,129.00
130.13,129.60,130.40,129.44
129.60,129.80,130.78,129.52
129.60,128.52,129.60,128.07
127.77,127.95,128.79,126.60
127.77,127.97,128.61,127.74
129.12,128.77,129.12,128.37
129.07,129.24,129.70,128.99
128.89,128.37,129.93,128.36
128.50,126.30,128.50,126.15
126.42,126.50,126.86,126.00
126.83,126.98,127.52,126.63
127.35,127.97,128.28,127.35
128.60,127.30,128.60,126.91
127.36,128.78,128.87,126.59
128.74,128.83,128.85,128.27
129.00,130.14,130.37,128.79
130.81,130.45,130.84,129.98
130.94,130.92,130.95,130.37
131.33,131.32,131.44,130.92
131.33,131.10,131.51,130.48
131.32,131.10,131.43,130.82
131.37,131.90,132.14,131.32
131.70,130.08,131.72,129.83
130.72,130.92,131.35,130.40
131.27,129.22,131.68,129.11
129.67,130.09,130.66,129.42
130.25,130.67,130.81,129.58
131.38,132.11,132.47,131.08
132.41,133.77,133.79,132.37
133.67,131.92,134.11,131.54
132.21,133.68,133.75,131.86
133.90,134.37,134.44,133.65
133.64,133.43,133.78,132.64
132.30,132.88,133.30,132.25
133.83,133.63,134.50,132.74
134.08,135.16,135.29,134.08
134.58,135.54,135.93,134.58
133.00,130.04,133.35,129.98
130.13,128.81,130.61,128.04
128.81,130.32,130.86,128.81
129.58,128.54,130.32,128.26
129.24,130.76,131.20,129.24
129.00,130.41,131.40,129.00
130.03,126.23,130.95,126.11
126.85,127.66,127.86,125.70
126.55,126.75,127.17,125.50
127.27,128.60,128.77,126.87
129.08,129.56,130.05,128.73
129.71,128.40,129.71,128.00
128.96,129.96,130.46,128.35
130.00,130.03,130.28,129.50
129.01,130.50,130.70,128.75
129.90,130.97,131.24,129.90
131.80,129.59,131.80,129.16
128.73,127.97,129.78,127.78
128.57,129.94,130.34,127.92
130.64,131.09,131.57,130.23
131.48,131.67,132.97,131.11
131.77,130.77,131.77,130.30
131.05,130.56,131.46,130.16
130.38,131.29,131.40,130.13
130.96,131.74,132.43,130.84
130.39,131.00,131.44,129.89
131.99,133.91,134.19,131.99
133.99,134.27,134.65,133.98
134.87,135.69,135.88,134.68
136.43,136.34,136.94,135.50
136.28,136.11,136.82,135.33
136.30,135.69,136.54,135.34
134.91,136.05,136.16,134.72
136.40,134.31,136.89,133.61
133.61,134.12,134.85,133.61
135.08,135.31,135.78,134.74
135.54,136.00,136.55,135.54
136.26,135.34,136.42,134.63
134.98,135.15,135.25,134.06
135.01,134.70,136.04,134.57
134.70,134.59,135.49,133.48
134.31,135.03,135.83,134.31
135.74,132.89,135.74,132.81
132.45,132.50,132.98,131.80
132.81,133.19,134.28,132.73
134.04,135.45,135.67,133.99
135.89,136.66,136.69,135.39
136.90,137.57,137.93,136.64
137.89,137.30,137.98,136.76
137.98,135.42,137.98,134.95
134.73,133.54,135.58,133.08
133.32,133.50,133.90,132.54
133.60,135.66,135.68,133.60
135.60,132.72,135.69,132.60
132.00,131.55,133.23,131.41
132.87,132.33,133.50,131.27
132.53,133.54,133.85,131.53
134.01,135.78,135.78,133.41
135.59,136.52,136.69,135.11
136.53,137.43,137.51,136.16
137.60,138.32,138.86,137.60
138.54,138.47,139.02,138.10
139.45,137.87,139.45,137.00
137.60,135.59,137.80,135.55
135.65,135.59,136.65,134.45
136.45,136.21,136.45,135.20
136.09,137.18,137.51,136.09
137.38,138.11,138.62,136.56
138.30,137.63,138.98,137.56
137.05,137.34,137.58,136.14
137.24,136.94,137.75,136.74
137.02,137.80,137.85,136.38
137.67,137.87,139.14,137.41
138.05,138.17,138.30,136.98
138.12,140.75,140.82,138.12
140.95,141.40,141.69,140.65
141.29,140.21,141.29,139.98
139.55,139.43,139.89,138.00
139.16,140.55,140.59,139.16
140.16,141.69,141.87,140.13
140.91,140.34,141.61,139.64
140.87,141.25,141.54,140.67
141.35,141.93,142.21,140.85
142.18,143.09,143.30,142.11
143.73,143.68,144.15,143.50
143.80,144.71,145.24,143.53
145.32,145.35,145.36,144.54
145.30,145.31,145.43,144.82
146.23,146.12,146.23,144.63
146.34,144.90,146.34,144.50
144.68,144.99,145.25,144.55
145.57,146.11,146.46,145.02
146.46,147.43,147.43,146.35
147.50,147.44,148.18,147.02
147.45,147.19,147.45,146.14
146.65,146.12,146.65,145.59
145.23,143.25,145.59,142.90
143.11,144.39,144.68,143.06
144.30,144.13,144.61,143.73
143.77,144.78,145.16,143.51
145.75,146.93,146.99,145.41
147.16,147.06,147.26,146.60
147.29,147.32,147.72,147.10
147.40,146.58,147.54,146.05
146.00,144.94,147.16,144.94
144.98,146.38,146.54,144.71
146.38,146.19,146.38,144.85
145.64,146.63,146.63,145.64
146.46,147.01,147.55,146.17
147.05,148.17,148.78,147.00
147.92,147.63,148.00,147.34
148.11,148.70,148.79,147.99
148.45,147.14,148.74,146.83
146.72,146.98,147.14,145.70
147.75,147.75,148.51,147.00
146.16,147.48,148.02,145.89
147.59,147.92,148.15,147.12
148.45,148.94,149.34,148.45
148.77,149.48,149.82,148.71
150.00,150.37,150.53,149.59
149.93,148.12,150.45,147.95
148.47,150.09,150.09,148.33
149.51,149.62,150.09,149.17
150.16,151.23,151.51,150.16
151.50,151.62,152.34,151.19
152.08,151.40,152.40,151.22
151.09,150.77,151.94,150.60
150.74,149.08,150.81,148.69
148.92,147.12,149.04,147.10
147.69,148.25,148.90,147.32
147.02,145.83,147.89,145.83
145.20,145.47,146.57,144.36
145.85,145.96,146.10,144.48
145.21,144.26,146.12,143.72
143.71,143.39,144.06,142.81
143.50,143.10,144.53,142.72
143.25,144.93,144.99,142.47
146.03,146.08,147.02,145.80
146.04,145.98,146.57,145.48
146.70,146.99,147.42,146.47
147.28,148.21,148.21,147.05
149.00,148.14,149.03,146.78
148.98,150.63,150.65,148.83
150.93,150.81,151.22,150.77
150.66,151.60,151.81,150.66
151.74,150.97,152.00,150.83
150.96,151.09,151.57,150.37
152.05,151.62,152.05,151.12
151.59,151.03,151.86,150.93
151.31,151.18,151.54,150.85
150.74,150.73,150.84,150.05
150.90,150.80,151.10,150.31
150.87,152.77,152.82,150.87
153.19,152.31,153.19,151.93
152.60,153.40,154.04,152.46
153.38,154.28,154.29,152.50
154.25,153.71,154.37,153.41
153.40,152.76,153.70,152.61
152.72,152.90,153.06,151.91
152.49,153.52,153.71,152.34
153.61,153.51,154.00,153.26
153.81,152.97,153.81,152.62
152.74,153.74,154.05,152.00
154.58,155.07,155.92,154.25
155.72,155.59,155.72,155.07
156.10,154.81,156.28,154.61
155.12,152.56,155.12,152.52
152.20,151.21,152.75,151.21
151.08,152.08,152.15,150.49
151.63,149.95,151.63,149.48
150.75,151.67,152.00,150.13
150.49,151.82,152.04,150.10
151.85,150.90,152.65,150.37
150.19,147.07,150.19,146.74
147.21,148.26,148.63,145.92
149.66,151.40,151.69,149.52
152.25,149.63,152.59,149.63
149.06,145.90,149.06,145.86
145.90,147.09,147.27,143.69
147.01,143.71,147.61,143.48
143.48,140.90,143.94,140.46
141.99,138.07,144.32,137.85
139.29,141.87,143.07,139.29
139.38,142.24,142.77,137.05
139.22,143.77,145.20,139.06
145.66,145.88,146.28,144.76
145.81,147.29,147.39,145.04
148.43,151.91,151.91,148.43
151.78,149.05,152.38,148.98
151.02,151.93,153.27,150.87
152.20,153.44,153.50,151.69
152.74,154.49,154.59,152.20
155.64,156.88,157.07,154.99
157.44,156.17,157.64,154.52
155.40,154.50,155.84,153.48
157.22,156.70,157.22,155.62
157.86,156.99,157.86,155.78
157.47,157.54,158.91,157.11
159.19,158.25,159.19,157.15
159.00,160.38,160.65,158.55
160.88,160.32,160.94,159.58
160.60,162.47,162.47,160.41
162.98,162.29,163.09,161.72
161.92,162.89,163.08,161.71
163.19,162.69,163.52,161.65
162.69,162.55,163.67,162.27
162.28,161.71,162.45,161.57
161.69,162.22,162.96,161.69
162.22,161.68,162.22,160.72
161.24,162.45,162.85,160.68
164.36,163.19,164.80,162.62
163.75,164.49,164.74,163.74
164.81,165.21,165.75,164.54
165.37,165.09,165.46,164.92
167.80,165.33,167.80,165.10
165.33,160.81,165.48,160.41
161.34,162.71,162.82,161.34
163.05,164.06,164.37,162.82
164.46,163.93,164.99,163.35
164.18,164.57,165.79,164.03
164.29,162.40,164.33,161.87
160.19,161.28,161.45,158.87
161.55,159.27,161.82,159.17
159.76,160.62,161.86,159.76
160.41,159.11,160.98,158.96
159.91,159.19,160.95,157.85
159.34,157.13,160.33,157.04
156.75,158.33,158.81,154.22
161.08,160.73,161.08,158.93
161.25,161.47,162.14,160.28
162.14,163.17,163.34,161.52
164.12,164.40,164.72,163.27
165.00,164.72,165.30,164.61
165.08,165.04,165.67,164.89
165.50,165.42,165.70,164.01
165.18,165.09,165.88,164.75
165.99,164.07,166.17,163.95
165.09,163.33,165.17,161.67
163.00,159.02,163.34,158.77
159.86,156.31,159.86,155.36
157.50,157.47,157.81,156.54
158.75,160.73,161.11,158.49
161.08,158.94,161.44,158.83
159.04,158.04,159.44,157.58
159.65,157.30,160.76,155.88
155.51,156.00,156.29,154.04
156.89,155.43,157.22,155.18
154.85,157.21,157.33,154.68
158.00,158.78,159.61,157.17
158.97,159.47,160.39,157.94
160.51,164.04,164.32,160.51
162.01,161.19,162.53,161.13
160.72,162.31,162.57,160.59
160.72,160.25,161.40,159.32
161.44,157.99,161.69,157.63
158.10,159.01,159.22,156.71
157.42,155.22,158.62,155.21
155.30,157.47,157.57,154.02
157.70,159.77,159.77,157.53
159.06,159.49,160.41,158.37
160.03,160.94,161.08,159.99
160.59,160.34,161.73,159.83
159.64,158.75,159.76,158.13
159.58,160.08,160.38,158.22
160.39,160.56,161.25,160.17
160.52,161.80,161.85,160.51
161.52,162.23,162.48,161.32
162.00,162.39,162.74,161.76
162.12,162.97,163.10,161.92
162.92,163.08,164.82,162.92
162.38,164.01,164.07,161.65
164.48,164.23,164.58,163.80
163.74,164.93,165.10,163.50
164.77,164.17,165.69,163.92
163.98,163.36,164.44,162.76
163.20,162.28,163.72,162.27
162.29,163.59,163.66,162.29
163.10,162.86,163.48,161.93
162.30,162.26,162.43,161.22
162.21,161.91,162.38,161.24
161.15,160.24,161.96,159.98
160.17,160.60,160.93,160.17
159.00,158.31,159.41,158.30
158.58,160.14,160.46,158.58
160.08,161.97,162.14,160.07
161.77,160.97,162.55,160.17
161.43,163.55,163.65,161.43
163.01,163.44,163.87,163.01
162.50,163.97,164.38,161.80
163.44,164.03,164.83,163.18
164.07,164.35,165.00,164.07
163.74,161.35,163.76,161.24
160.93,160.23,161.03,160.17
159.54,156.54,160.08,156.35
155.25,155.59,156.13,154.35
155.57,156.00,156.12,155.28
156.19,157.46,157.79,156.19
156.81,156.62,157.45,156.10
156.09,155.44,156.09,154.52
154.84,154.26,155.97,154.24
152.03,153.56,154.61,152.03
154.16,154.14,155.22,154.14
154.41,155.29,155.30,153.97
155.38,156.01,156.21,154.71
156.43,157.11,157.33,156.39
156.35,155.91,157.80,155.88
154.00,155.75,155.84,153.39
156.96,155.80,157.36,155.58
155.21,155.87,156.35,155.19
155.10,154.80,155.25,154.28
155.68,157.45,157.87,155.68
157.71,157.77,158.10,156.70
158.04,158.66,158.98,157.25
157.59,159.41,160.29,157.41
159.21,159.00,159.52,158.39
158.78,157.61,159.19,157.42
157.25,157.79,158.10,156.26
156.71,155.87,157.19,154.88
155.04,153.98,155.15,153.35
153.53,156.52,156.78,153.53
156.11,156.72,158.10,156.11
155.79,154.12,156.53,154.06
154.20,154.51,155.12,153.61
154.30,156.22,156.89,154.30
157.43,157.09,158.53,157.09
156.91,156.88,157.93,156.88
155.70,155.08,156.18,154.71
154.98,153.42,155.86,153.19
153.67,154.23,154.51,152.91
154.62,155.65,155.77,154.62
155.16,156.72,156.95,155.16
157.05,155.62,157.34,155.46
155.46,152.53,155.59,152.51
152.56,153.42,154.13,152.29
153.37,152.20,153.45,151.65
151.94,149.86,152.58,149.69
150.00,151.67,151.93,149.81
151.39,150.25,151.49,149.50
150.07,149.14,150.07,148.43
149.50,150.76,151.21,148.75
149.65,150.94,151.86,149.39
151.65,153.02,153.50,150.96
152.88,151.66,153.18,151.33
151.55,152.99,153.15,151.02
152.82,149.76,152.82,149.76
148.83,149.23,150.08,148.31
149.73,150.32,151.09,149.19
150.44,151.91,152.01,150.44
151.27,151.28,152.05,150.92
150.14,150.54,151.02,149.66
150.46,150.07,151.19,149.25
149.55,149.50,149.90,148.13
149.85,151.76,152.24,149.78
151.89,151.13,152.55,151.13
152.50,152.35,152.91,152.09
153.15,152.08,153.15,151.90
151.40,148.89,151.72,148.49
150.25,147.55,150.25,147.52
147.28,147.64,148.43,147.28
146.90,144.79,147.74,144.72
145.75,144.98,146.34,144.82
146.36,145.25,146.62,144.45
145.44,145.50,145.94,144.95
144.46,144.68,146.38,143.99
145.80,146.51,146.74,143.50
145.73,143.36,145.73,142.72
144.79,144.13,145.61,144.08
145.32,146.87,147.03,145.32
148.40,148.40,148.78,147.56
148.00,148.32,148.88,147.47
148.45,147.27,148.52,147.09
147.85,147.44,148.31,147.44
147.78,148.47,149.50,147.78
148.60,147.99,148.88,147.86
147.31,149.15,149.67,147.23
149.87,148.64,149.87,148.01
148.87,145.53,149.10,145.19
146.03,144.63,146.35,144.13
143.82,144.41,144.65,143.63
145.41,148.38,148.65,144.99
149.00,150.90,151.14,148.73
150.30,150.90,151.13,149.90
151.01,150.54,151.36,150.21
150.09,150.88,151.80,149.93
150.89,151.16,151.92,150.51
151.96,151.34,153.03,151.33
150.99,150.20,151.71,149.54
150.69,148.05,150.69,147.64
148.53,150.26,150.64,148.53
149.78,149.32,150.63,148.64
148.24,148.59,148.89,146.13
148.60,148.44,149.13,148.16
148.73,149.46,149.65,148.44
148.89,150.56,150.57,148.08
150.44,150.18,151.09,149.88
149.01,149.12,150.21,148.61
148.06,145.45,148.06,145.36
144.00,141.53,144.80,141.27
137.61,136.45,140.26,128.26
139.59,134.14,140.15,134.08
136.65,137.95,138.30,134.36
139.08,141.46,141.50,138.81
140.88,142.20,142.73,140.88
141.41,141.12,142.35,141.06
139.71,138.02,139.71,136.89
139.39,141.37,141.40,138.85
141.16,141.53,142.89,141.16
140.12,140.09,141.36,139.39
142.94,144.04,144.19,142.21
145.14,143.02,145.25,142.77
144.10,144.55,145.47,144.10
144.22,144.96,144.99,143.91
145.00,144.27,145.09,144.07
144.80,146.99,147.34,144.72
146.41,147.30,147.57,146.16
147.02,147.96,149.86,147.02
145.60,144.65,146.44,144.32
145.15,145.78,146.97,144.92
143.98,142.21,144.17,141.45
141.80,141.54,142.37,140.62
140.46,140.19,140.63,139.22
141.01,140.99,141.93,140.26
140.24,137.92,140.48,137.85
138.05,138.32,138.58,137.24
139.60,139.91,140.38,138.50
139.98,140.82,140.86,139.35
139.53,141.48,141.48,138.16
142.28,144.70,145.40,142.03
144.76,143.21,145.08,143.16
144.00,145.21,145.61,143.75
144.68,147.21,147.50,144.68
147.52,148.36,148.89,147.52
148.69,148.50,148.69,147.05
146.80,145.30,147.41,145.14
146.15,145.43,146.35,144.66
145.89,147.50,147.78,145.42
147.88,145.26,147.88,144.46
144.61,145.66,145.92,144.54
145.59,146.57,146.92,145.27
146.67,145.86,147.66,145.76
146.54,148.05,148.68,146.54
149.82,149.15,149.82,147.79
149.02,148.84,149.59,148.61
147.66,144.90,147.67,144.31
145.40,144.99,145.73,143.51
144.85,146.21,146.35,144.72
146.15,146.08,146.90,145.74
146.29,148.22,148.69,146.06
148.24,147.46,148.35,146.79
147.31,146.63,147.78,146.27
147.08,147.16,148.06,146.48
146.89,148.27,148.31,146.57
148.07,147.88,151.02,144.93
147.58,147.91,148.52,146.55
147.76,147.24,148.31,147.12
146.11,145.10,146.78,144.96
144.69,144.21,145.68,143.87
143.98,144.92,144.92,142.54
144.99,144.95,146.61,144.24
145.75,147.33,147.51,145.49
147.34,148.86,149.08,147.34
149.57,149.47,150.44,149.08
149.42,148.06,149.96,147.76
146.75,147.09,147.46,145.77
147.25,147.13,147.36,146.71
147.05,147.91,148.39,147.05
148.40,145.89,148.40,145.81
146.32,147.64,147.76,145.62
147.48,144.53,147.48,143.85
144.52,141.99,144.90,141.33
141.66,143.09,143.29,141.12
143.00,141.86,144.23,141.47
140.27,137.89,140.81,137.52
137.38,137.24,139.08,136.07
136.85,138.10,139.12,136.85
136.52,135.43,136.96,135.25
135.36,134.86,135.86,133.31
135.08,135.93,136.58,135.08
136.93,138.36,138.76,136.40
139.88,135.65,139.88,135.65
134.25,132.36,134.64,132.36
133.23,133.41,134.07,132.75
133.96,135.44,135.83,133.61
136.00,136.98,137.22,135.18
136.22,136.73,137.31,136.01
135.99,135.75,136.40,134.69
136.18,136.71,136.86,135.73
136.77,135.25,136.77,135.03
134.23,134.73,135.77,134.23
132.32,131.96,132.33,130.83
132.46,132.12,132.76,130.57
130.26,129.49,130.95,128.79
127.71,125.50,127.71,125.28
126.47,124.58,127.23,124.43
124.81,124.12,125.49,122.38
124.81,125.23,125.31,123.37
125.43,120.66,125.81,119.75
120.85,122.00,122.92,118.77
118.39,120.00,120.58,117.67
121.57,119.45,121.72,118.24
117.69,118.91,120.32,114.91
118.60,119.98,120.73,117.50
121.30,121.51,123.32,120.98
121.38,119.28,121.49,119.09
119.63,122.12,122.23,119.57
122.51,121.13,124.23,120.61
121.96,120.14,121.96,119.06
120.22,123.77,123.80,120.14
122.80,124.90,125.53,122.66
124.48,121.30,124.48,120.83
122.05,122.59,123.06,119.37
122.32,126.41,126.59,122.32
125.87,124.55,126.71,124.13
123.08,124.17,124.71,121.79
122.56,125.42,126.25,122.56
126.41,125.25,127.37,125.18
123.10,123.43,124.78,121.75
124.88,126.38,126.49,124.16
127.76,129.34,129.68,126.33
130.06,131.35,132.45,129.78
131.61,130.72,131.66,129.86
130.14,130.82,131.09,129.20
132.17,133.39,134.01,132.13
132.56,131.77,132.56,130.73
129.86,131.00,131.35,128.07
131.36,132.49,132.52,130.30
133.12,133.09,134.18,132.65
133.01,131.97,133.42,131.97
132.90,134.81,135.08,132.69
134.80,135.15,135.25,134.16
134.97,136.61,136.92,134.75
136.65,137.53,138.87,136.40
136.61,138.08,138.26,136.16
136.70,134.39,136.72,134.18
134.82,135.22,135.52,134.30
135.83,135.14,136.51,133.44
136.39,138.15,138.27,136.39
137.68,138.22,138.61,137.27
137.39,137.38,137.59,136.58
136.84,138.84,139.21,136.84
140.37,143.04,143.30,140.04
143.27,145.02,145.39,143.00
145.06,145.10,145.85,144.34
143.64,144.02,144.57,143.17
143.30,142.67,143.58,142.13
141.61,142.06,142.06,140.67
141.97,140.83,142.24,139.96
140.32,142.47,142.59,139.73
143.00,142.74,144.01,142.60
142.73,142.41,142.87,141.81
141.55,141.39,141.55,139.56
141.07,140.08,142.23,139.94
139.00,139.28,140.09,137.90
139.28,138.93,139.28,137.15
138.09,137.14,138.46,136.60
138.08,138.65,140.17,137.87
138.54,138.00,140.53,137.94
138.34,139.01,139.56,137.77
140.19,142.65,142.77,140.13
143.23,143.06,143.83,142.42
143.49,142.94,143.78,142.43
142.49,143.43,143.73,141.89
144.36,145.24,145.98,144.30
145.65,145.40,146.07,144.93
144.88,143.58,145.24,143.34
143.42,144.96,145.20,143.42
144.54,143.21,145.00,142.40
143.65,144.81,144.96,143.11
144.71,145.11,145.49,143.84
143.60,142.83,144.76,142.63
142.26,141.07,142.56,140.16
141.73,142.12,142.70,141.22
141.26,140.34,141.26,138.86
140.00,139.11,140.62,138.79
139.18,137.52,139.61,137.39
136.68,138.70,138.92,136.51
138.57,138.75,139.45,138.40
139.00,140.56,140.62,139.00
140.64,138.22,140.76,138.22
139.00,136.29,139.08,135.80
135.56,134.56,136.89,134.01
134.81,135.69,136.47,134.81
135.30,136.49,138.79,135.30
136.17,136.96,138.33,135.80
137.22,136.05,137.22,135.05
136.77,137.80,138.21,136.74
137.46,137.26,137.96,137.01
137.61,137.85,138.66,137.53
138.03,138.98,139.38,138.03
138.89,138.69,139.67,138.21
138.78,139.64,139.64,138.78
139.70,139.92,140.67,139.58
139.50,139.70,139.76,138.31
139.34,139.49,139.79,138.89
138.80,138.99,139.20,137.20
139.30,139.78,139.90,138.43
139.75,141.34,141.93,139.56
141.42,142.14,143.00,141.42
142.17,141.87,142.17,140.73
140.32,139.66,140.47,139.22
138.78,138.02,139.33,138.00
137.65,135.99,138.62,135.31
136.70,136.39,137.85,136.08
135.31,135.81,136.05,133.86
135.62,136.62,137.24,135.62
138.09,138.16,139.65,138.04
136.72,137.26,137.74,136.28
137.04,136.38,137.13,136.12
137.92,137.65,138.20,136.85
132.52,131.17,134.09,130.78
130.00,127.15,130.19,125.94
129.06,129.94,129.96,128.18
131.38,132.85,133.40,131.33
133.07,134.14,134.18,131.62
134.47,135.47,136.06,134.33
134.93,133.66,135.28,132.64
133.05,133.65,133.76,131.24
133.76,134.27,135.29,133.68
135.41,137.72,138.19,135.39
138.51,138.35,139.08,137.90
139.96,141.44,141.64,139.48
142.20,142.36,142.73,140.69
143.60,143.92,144.41,143.44
143.98,143.36,144.01,143.04
142.90,143.17,143.62,142.35
142.33,143.00,143.29,142.16
143.14,142.96,144.04,142.68
141.46,141.01,142.16,140.72
141.40,142.92,143.04,141.01
142.88,141.59,142.88,141.49
141.58,143.12,143.19,141.58
142.34,141.15,142.75,140.65
140.55,141.14,141.44,139.64
140.26,140.77,141.47,140.09
140.85,140.19,141.11,139.91
139.77,137.26,139.90,136.79
137.41,138.43,138.58,137.41
138.41,138.65,138.81,137.70
139.31,141.36,141.37,139.31
141.33,141.31,142.66,140.51
141.51,140.75,141.94,140.61
140.56,140.18,140.90,139.91
139.93,140.96,141.37,139.93
140.73,140.33,140.85,139.94
141.00,141.14,141.85,140.72
140.78,141.16,141.41,140.68
141.20,141.68,141.74,140.72
141.83,142.50,142.50,141.49
142.05,142.54,142.78,141.72
141.99,141.92,142.14,141.47
142.48,142.42,143.00,142.40
142.76,142.27,142.87,142.02
141.71,141.37,142.32,141.22
141.63,140.64,142.26,140.23
140.33,141.37,141.67,140.33
141.56,142.26,142.63,141.56
141.88,141.63,142.08,140.69
142.10,142.44,142.94,141.12
142.62,143.00,143.87,142.62
143.30,143.08,143.30,142.18
143.11,145.05,145.26,143.11
144.90,145.51,145.64,144.82
144.41,140.87,144.80,140.87
140.15,142.82,143.37,139.74
141.72,140.03,142.29,139.69
139.72,139.79,140.63,139.29
139.32,140.57,140.93,138.90
139.70,139.99,140.69,139.66
140.44,140.47,141.48,140.21
141.27,140.50,141.58,140.50
141.62,142.99,143.19,141.38
143.88,143.57,144.56,143.28
144.22,143.14,144.22,142.77
142.58,142.30,142.76,141.68
142.19,143.46,143.72,142.19
143.63,143.88,144.23,142.96
144.17,143.52,144.74,143.19
144.01,145.24,145.74,144.01
145.00,145.61,145.64,144.54
146.30,145.19,147.00,144.96
145.37,146.18,146.48,145.37
145.71,146.01,146.31,145.33
146.03,144.74,146.03,144.13
144.93,146.30,146.41,144.93
146.80,145.31,146.80,144.86
145.19,144.77,145.64,144.58
143.77,144.83,145.22,142.61
145.13,144.51,146.31,144.49
143.67,144.01,144.68,143.67
144.53,143.96,145.44,143.89
144.17,145.00,145.48,143.97
145.02,144.41,145.34,144.12
143.37,144.27,144.47,142.90
144.68,144.78,145.66,144.68
144.40,144.10,145.09,143.98
142.40,143.15,144.39,141.68
143.84,144.06,144.09,142.61
143.85,144.03,145.31,143.21
144.55,144.85,145.11,144.27
145.33,143.92,145.44,143.00
143.69,144.37,145.09,143.69
144.39,144.99,145.89,144.39
144.92,145.37,146.54,144.53
147.05,149.91,149.94,146.88
148.91,149.74,150.08,146.73
147.83,151.09,151.63,146.73
152.20,153.99,155.00,152.05
153.55,154.36,154.42,152.86
155.22,157.78,157.90,155.22
159.03,158.77,159.25,157.07
158.48,157.45,158.75,156.94
157.93,158.29,158.46,157.38
158.44,159.55,159.55,157.82
160.00,160.21,160.47,159.72
160.91,160.36,161.11,160.15
160.98,162.15,162.19,160.51
162.13,162.75,162.86,162.09
162.51,161.57,162.52,160.85
161.50,161.15,162.08,161.08
160.71,161.90,162.98,160.71
162.31,162.80,163.57,162.01
163.14,163.00,163.57,162.72
163.71,163.48,164.50,163.23
163.69,164.74,164.76,162.96
