KIQ,Kelso Technologies Inc Ordinary Shares,NASDAQ
0.86,0.87,0.87,0.83
0.88,0.89,0.94,0.86
0.86,0.85,0.89,0.85
0.86,0.87,0.88,0.86
0.86,0.89,0.89,0.86
0.91,0.89,0.91,0.86
0.88,0.86,0.88,0.84
0.83,0.87,0.87,0.82
0.84,0.85,0.85,0.84
0.88,0.84,0.88,0.83
0.82,0.85,0.86,0.82
0.82,0.86,0.86,0.82
0.85,0.83,0.86,0.83
0.84,0.81,0.84,0.81
0.80,0.80,0.81,0.80
0.80,0.84,0.85,0.80
0.86,0.87,0.87,0.83
0.87,0.96,0.96,0.87
0.96,0.93,0.96,0.93
0.95,0.92,0.95,0.92
0.92,0.95,0.96,0.92
0.94,0.95,0.95,0.94
0.95,0.92,0.95,0.92
0.92,0.95,1.00,0.92
0.99,1.00,1.05,0.99
1.02,1.01,1.03,1.01
1.03,1.02,1.03,1.01
