IEO,iShares U.S. Oil & Gas Exploration & Production ETF,NASDAQ
75.54,74.85,75.88,74.85
73.86,72.01,74.08,71.66
72.68,71.82,72.68,70.78
70.89,70.62,71.48,69.42
71.37,71.86,72.04,71.00
72.19,72.19,72.41,71.56
72.63,71.96,72.98,71.92
71.69,71.60,72.12,71.35
72.06,72.07,72.81,71.93
72.13,72.14,72.82,71.77
71.94,72.21,72.21,71.37
72.56,73.03,73.03,71.80
73.28,73.18,73.87,73.12
73.56,73.65,73.81,73.22
73.77,73.04,73.77,72.86
74.24,74.11,74.24,73.35
73.72,74.41,74.43,73.72
74.49,74.07,74.51,74.03
74.15,73.50,74.15,72.93
73.95,73.91,74.12,73.66
74.11,74.69,74.92,74.11
74.85,75.66,75.69,74.66
75.77,75.40,75.77,75.14
75.89,75.50,76.00,75.41
75.59,74.28,75.59,73.91
74.30,75.32,75.34,74.14
75.02,74.95,75.21,74.40
74.69,74.59,74.73,74.10
74.58,74.43,74.58,73.70
74.48,75.05,75.73,74.41
75.60,76.94,77.09,75.60
76.73,76.47,76.79,76.02
76.33,76.56,76.59,76.16
76.60,76.13,76.96,75.66
76.31,75.72,76.45,75.45
76.17,76.48,76.58,75.25
76.46,76.43,76.65,76.11
75.99,76.01,76.42,75.92
76.12,76.00,76.12,75.42
76.10,75.52,76.12,75.50
75.03,75.05,75.24,74.50
74.95,74.71,75.09,74.35
74.68,73.31,74.68,73.25
73.35,74.10,74.54,73.15
73.78,73.78,74.49,73.48
73.99,75.07,75.32,73.99
75.35,75.85,75.89,74.94
76.08,75.94,76.63,75.85
75.24,75.13,75.86,74.99
75.33,76.17,76.72,75.32
75.99,75.66,76.16,75.47
76.40,75.66,76.40,75.52
76.75,76.48,76.88,75.95
76.45,76.96,77.08,76.18
77.16,77.05,77.46,77.00
77.27,77.03,77.69,76.54
77.10,77.68,77.74,77.10
77.62,77.48,77.74,76.95
77.55,78.30,78.31,77.00
78.34,78.22,78.91,78.04
78.40,77.94,78.50,77.84
78.75,77.61,78.75,77.53
77.70,78.24,78.37,77.61
78.24,79.25,79.60,78.06
79.42,79.01,79.86,78.72
79.19,78.36,79.19,78.20
78.19,78.05,78.22,77.43
78.03,78.29,78.90,77.69
78.42,78.43,78.95,78.40
78.80,78.70,78.80,78.09
78.31,78.51,78.69,78.25
77.71,77.89,78.19,77.28
77.92,78.77,79.04,77.90
78.39,78.96,79.18,77.97
78.78,78.68,78.94,78.03
78.76,79.68,79.96,78.58
79.00,78.78,79.50,78.69
78.80,77.61,79.11,77.61
77.65,77.33,77.78,76.88
78.36,79.43,79.47,78.36
79.11,80.57,81.13,79.11
79.84,80.92,81.08,79.79
80.90,81.03,81.70,80.66
81.55,82.73,83.09,81.55
82.68,83.13,83.17,82.50
83.72,84.18,84.20,83.10
84.21,83.80,84.91,83.66
84.23,83.72,84.94,83.45
83.14,81.97,83.14,81.66
82.11,83.09,83.15,81.42
83.21,83.77,83.84,82.89
83.78,83.54,83.86,83.40
83.77,84.39,84.40,83.77
84.45,83.57,84.99,82.62
83.57,82.80,83.70,82.49
83.00,82.52,83.00,81.22
82.77,83.85,83.92,82.77
83.58,82.70,83.64,82.66
83.23,81.62,83.55,81.39
81.83,79.72,81.83,79.42
79.98,81.22,81.27,79.98
81.20,81.35,81.63,80.91
81.35,80.56,81.37,80.40
80.29,81.68,81.71,80.29
81.61,82.39,82.51,81.42
82.65,82.51,82.65,81.90
82.83,81.16,82.83,80.97
81.12,81.32,81.83,80.33
81.73,81.25,82.41,81.03
81.54,82.69,82.81,81.54
82.97,83.19,83.21,82.35
82.40,82.41,82.70,81.43
82.35,82.65,83.27,82.00
82.56,81.99,83.03,81.56
81.88,81.64,82.49,81.39
81.81,82.04,82.50,81.22
82.03,81.96,82.46,81.70
81.68,81.41,82.11,80.88
81.27,81.41,81.80,81.11
82.12,80.88,82.30,80.64
81.24,80.68,81.57,80.32
80.70,80.74,81.53,80.52
80.92,79.35,80.92,79.19
79.34,79.83,80.15,79.34
79.15,79.41,79.49,78.70
79.74,79.86,80.14,79.59
79.75,79.59,79.88,79.06
79.61,80.09,80.20,78.75
79.84,80.54,80.69,79.84
80.76,81.36,81.67,80.76
81.59,81.32,81.98,81.25
81.34,81.59,81.68,81.17
81.82,81.68,81.88,81.46
81.72,82.08,82.19,81.36
82.07,81.30,82.41,81.24
81.46,82.32,82.34,81.25
81.90,80.94,82.12,80.50
80.92,80.41,81.39,80.17
80.60,80.42,80.86,80.12
80.56,81.17,81.31,80.47
81.19,80.80,81.31,80.50
81.03,80.61,81.28,79.89
80.64,80.65,80.89,80.32
80.54,78.83,80.80,78.63
79.07,80.33,80.36,79.07
80.50,80.13,80.70,79.93
79.94,80.37,80.50,79.58
80.44,79.83,80.64,79.83
80.27,80.96,80.97,80.21
81.31,81.98,82.05,81.27
81.86,81.28,82.24,80.89
80.67,79.41,80.67,79.11
79.44,78.51,79.44,77.78
78.59,79.65,79.70,78.51
79.07,79.25,80.02,78.12
79.83,79.36,79.96,79.15
78.47,78.88,79.53,78.32
78.87,77.04,79.00,76.98
77.57,78.12,78.33,77.29
77.61,77.37,77.65,76.90
77.63,78.39,78.53,77.63
78.90,79.50,79.60,78.44
79.34,78.97,79.34,78.52
78.91,79.80,80.03,78.76
80.20,79.83,80.44,79.80
79.28,80.54,80.79,79.17
80.57,81.46,81.51,80.44
81.68,82.32,82.54,81.68
82.07,82.10,82.99,82.01
81.96,82.23,82.40,81.83
82.35,81.76,82.41,81.74
81.97,83.28,84.15,81.97
83.36,83.40,83.57,82.47
83.33,82.47,83.33,82.21
82.36,82.32,82.47,81.79
82.19,82.68,83.04,82.19
82.36,82.56,83.61,82.34
83.14,83.55,83.77,82.86
83.63,83.09,83.72,82.93
83.33,83.86,84.03,83.22
84.35,83.87,84.35,83.54
83.79,83.94,83.99,83.17
83.95,82.93,84.40,82.65
82.62,83.10,83.35,82.20
83.31,82.27,83.36,81.95
82.10,83.03,83.07,82.10
83.50,83.18,83.74,82.82
83.20,84.25,84.40,83.16
84.39,83.41,84.39,82.94
83.22,83.99,84.11,82.61
84.21,84.11,84.50,83.74
84.26,83.62,84.80,83.28
83.63,83.83,84.20,83.63
84.18,83.26,84.55,83.26
83.36,83.94,84.38,83.06
84.11,85.08,85.18,84.11
85.50,85.06,85.54,84.72
85.16,86.02,86.02,85.15
85.99,86.51,86.59,85.77
86.61,87.70,88.10,86.61
88.48,87.18,88.71,87.10
86.87,85.41,87.00,85.09
85.71,86.42,86.45,85.21
86.66,87.21,87.23,85.99
87.00,85.75,87.39,85.49
85.28,85.55,86.22,85.28
86.16,86.57,86.91,85.68
86.55,87.86,87.91,86.34
88.51,89.27,89.27,88.30
89.19,90.30,90.49,89.12
90.30,90.67,90.74,89.97
90.53,90.46,90.79,89.78
90.52,91.04,91.25,90.41
91.28,91.41,92.05,91.09
91.09,89.99,91.12,89.83
90.47,90.18,90.63,89.22
90.72,90.92,91.52,90.70
90.71,90.41,90.71,89.87
90.36,90.45,91.64,90.00
90.62,90.82,91.38,90.15
90.33,91.10,91.24,90.02
91.45,91.50,92.21,91.15
92.23,92.28,92.58,91.01
91.94,90.26,91.97,90.16
90.23,90.20,90.41,89.58
90.62,91.09,91.22,90.49
91.41,91.55,91.85,91.17
91.69,91.30,91.84,91.15
91.10,90.27,91.28,89.26
90.35,89.93,90.35,89.29
89.98,90.38,90.85,89.80
90.33,90.11,90.70,89.92
90.59,91.14,91.20,90.34
91.21,90.93,91.78,90.93
90.91,90.65,91.26,90.63
90.84,91.10,91.22,90.50
91.34,91.78,92.03,90.99
91.81,93.11,93.14,91.57
93.16,93.07,93.16,92.49
93.30,92.81,93.30,92.38
92.84,93.05,93.13,92.40
93.14,93.04,93.24,92.83
93.00,93.50,93.59,92.49
93.72,94.07,94.36,93.72
94.05,94.15,94.92,93.94
94.11,93.73,94.23,93.52
93.57,94.83,94.95,93.40
95.17,95.49,96.20,95.03
95.86,96.41,96.41,94.93
96.45,96.56,96.73,95.95
96.32,96.48,96.51,95.75
96.49,97.52,97.52,96.32
97.62,98.42,98.42,97.33
98.87,99.20,99.22,98.41
99.38,99.40,99.83,99.20
99.88,96.43,99.88,96.17
95.70,96.85,96.95,95.46
96.89,96.85,96.95,95.77
96.58,96.85,96.85,96.37
96.69,97.06,97.28,96.38
97.32,96.98,97.53,96.66
97.00,96.64,97.17,96.39
96.96,96.88,96.96,96.28
96.91,95.75,96.91,95.65
95.72,95.60,95.88,95.04
95.71,96.18,96.27,95.44
95.20,95.29,95.80,94.49
95.22,94.36,95.35,94.25
94.89,95.31,95.40,94.76
95.20,94.51,95.46,93.78
94.98,96.21,96.22,94.98
96.16,94.18,96.72,94.03
94.36,94.79,95.05,94.12
94.59,94.65,94.75,94.04
95.19,95.49,95.71,95.05
95.66,96.28,96.30,95.22
96.27,96.36,97.05,95.92
96.10,95.61,96.10,95.39
95.60,94.75,95.65,94.47
94.70,95.11,95.49,94.70
95.62,94.52,96.09,94.18
94.13,92.89,94.19,92.71
92.56,91.60,92.71,90.56
91.68,93.83,94.05,91.50
93.55,91.57,93.55,91.00
91.21,91.85,92.98,90.82
92.35,91.03,92.35,90.56
91.37,92.88,92.94,91.00
93.29,92.51,93.67,92.47
92.33,91.42,92.35,91.10
91.99,91.66,92.24,91.47
91.87,91.17,92.07,91.07
91.49,92.13,92.19,91.30
92.44,92.35,92.65,91.82
92.72,93.19,93.43,92.51
93.03,93.45,93.53,92.59
93.49,93.84,93.93,92.90
93.63,93.28,93.63,92.87
93.70,94.74,94.85,93.70
94.93,94.93,95.55,94.90
94.92,94.68,95.20,94.43
94.49,94.83,94.93,94.31
95.14,95.93,95.95,94.72
95.76,94.48,95.77,94.08
95.16,94.82,95.46,94.76
94.94,93.07,94.99,92.62
93.02,93.85,93.87,92.59
93.44,92.30,93.44,91.76
92.42,91.84,92.98,91.25
91.68,91.64,91.68,90.28
90.92,91.72,91.86,90.41
91.45,90.28,91.45,89.95
90.25,90.91,91.20,89.50
90.77,92.31,92.98,90.77
92.54,92.10,92.79,91.80
92.49,91.15,92.49,90.77
91.36,90.97,91.89,90.79
90.71,89.01,90.71,88.58
88.86,88.59,89.86,88.52
88.42,88.73,89.26,87.01
88.73,87.19,88.73,87.18
87.35,88.21,88.63,87.03
87.35,88.66,88.77,87.08
88.44,86.95,88.53,86.31
86.90,84.91,87.55,84.47
84.44,84.33,84.78,82.21
84.64,83.61,84.64,83.05
83.97,83.20,84.28,82.54
82.89,81.73,83.70,81.72
81.58,82.61,82.69,79.89
82.00,79.13,82.00,79.09
78.87,77.80,79.82,76.76
77.56,74.21,78.41,74.18
74.80,73.11,75.69,72.78
71.96,74.16,74.29,70.11
72.59,76.46,77.15,72.41
77.69,76.57,78.74,75.81
76.57,77.42,77.63,75.92
78.31,80.02,80.21,78.31
80.41,77.86,80.76,77.80
78.87,79.41,80.30,78.58
79.34,79.00,79.34,77.85
77.65,76.87,77.65,75.86
76.95,79.34,79.51,76.54
80.44,79.66,81.32,78.88
79.16,79.21,79.61,78.35
78.99,81.06,81.08,78.14
81.09,79.79,82.59,79.61
78.72,77.63,78.72,76.81
78.68,79.32,80.05,78.06
78.88,80.55,80.56,78.44
80.78,81.96,82.48,80.75
82.64,80.70,83.32,80.46
80.80,81.06,81.42,79.96
80.53,80.25,81.43,80.22
79.61,78.48,80.20,77.64
78.71,79.82,79.98,78.45
78.93,79.00,79.74,78.51
78.89,79.45,79.87,78.34
79.73,80.04,80.46,78.90
80.24,81.93,81.96,79.92
83.35,82.92,84.01,82.34
82.75,82.14,83.07,81.60
82.41,80.62,82.50,80.37
80.12,79.26,80.28,79.12
75.50,72.32,75.50,72.17
71.79,72.24,72.49,70.47
71.66,72.92,74.20,71.66
73.54,74.35,75.26,73.24
73.53,73.11,73.84,72.57
73.00,71.76,73.30,71.47
70.59,68.07,70.68,67.90
67.70,69.22,69.57,67.50
67.71,66.72,68.15,66.17
66.71,66.46,68.40,66.34
65.59,65.79,67.12,65.06
66.40,64.73,66.99,64.55
64.05,66.08,68.13,63.92
66.04,69.90,70.54,66.04
71.99,71.37,72.47,68.96
72.13,73.45,73.54,71.25
72.54,72.20,72.78,71.27
72.77,73.40,73.59,72.30
72.85,72.28,72.85,71.34
72.68,72.27,73.14,71.87
72.52,72.61,73.26,72.03
72.33,71.87,72.78,71.63
71.12,71.43,72.23,70.68
71.17,71.88,72.13,70.46
70.63,67.86,70.63,67.47
67.61,66.34,68.50,65.78
67.46,66.16,67.60,65.75
66.82,68.38,68.65,66.41
68.42,68.39,68.75,67.30
67.52,65.71,67.52,65.31
65.93,65.22,66.57,64.45
64.69,65.81,65.96,63.43
66.73,64.81,67.13,64.77
65.19,67.28,67.35,65.19
66.70,67.13,67.13,65.70
67.68,68.95,69.12,67.53
69.46,69.27,69.62,67.76
68.99,69.41,70.36,68.99
69.86,70.62,70.82,68.96
70.16,70.94,71.37,69.90
70.80,68.12,70.80,67.93
68.61,68.61,69.10,66.82
68.02,69.71,70.49,67.50
70.70,72.29,72.31,70.05
73.49,74.52,74.90,73.18
73.43,73.10,73.86,72.29
74.20,74.42,74.88,73.60
74.92,74.40,75.10,73.93
74.66,74.30,75.47,74.09
74.31,74.32,74.47,72.61
73.41,73.83,74.23,72.50
74.71,74.86,75.39,74.67
76.69,76.79,76.79,75.77
76.35,76.96,77.25,75.85
76.19,76.08,76.95,75.84
73.88,76.28,76.67,73.67
76.09,75.75,76.58,75.22
74.79,75.74,76.45,74.78
76.20,75.99,76.42,75.48
75.99,76.82,77.00,75.71
76.35,75.27,76.35,74.81
75.56,74.49,75.56,74.43
74.39,73.44,74.39,72.80
73.38,74.28,74.79,73.38
74.15,74.10,74.55,73.02
73.91,73.54,73.91,73.38
72.90,72.11,73.44,71.91
72.12,71.29,72.90,71.29
70.38,69.89,71.03,69.86
70.30,70.62,70.88,69.78
70.67,69.99,70.95,69.98
69.42,70.38,70.38,68.91
69.82,71.22,71.27,69.24
70.68,70.89,71.33,70.19
70.31,73.35,73.87,70.22
72.48,72.06,72.69,71.64
72.87,72.99,73.53,72.59
73.00,72.27,73.71,72.25
72.25,72.03,72.35,71.63
72.25,72.90,73.46,72.07
73.84,73.30,74.35,72.93
72.96,72.49,72.96,72.32
72.96,74.01,74.14,72.96
73.36,73.36,74.14,72.99
73.57,74.03,74.75,73.57
73.68,74.28,74.74,73.46
74.63,75.80,76.16,74.43
75.71,75.72,76.41,75.64
76.05,75.02,76.43,75.01
75.28,76.55,76.70,75.28
76.84,76.69,76.93,76.22
77.03,75.77,77.14,75.57
76.31,77.41,77.50,76.31
77.96,79.23,79.40,77.63
78.89,79.06,79.76,78.44
78.75,78.23,78.75,77.69
78.44,78.69,79.47,78.44
78.78,77.63,78.85,77.34
77.77,78.13,78.50,77.25
78.31,78.55,79.23,78.31
78.23,78.08,78.46,77.62
78.37,77.73,78.48,77.61
77.80,78.30,78.53,77.73
78.01,79.11,79.31,77.83
79.39,78.76,79.65,78.18
78.81,79.06,79.25,78.22
79.24,78.84,79.53,78.18
79.47,77.20,79.85,77.20
77.81,76.86,78.21,76.43
76.77,76.03,76.77,75.47
76.63,77.20,77.30,75.43
77.02,75.52,77.43,75.36
75.53,76.01,76.46,75.40
76.61,75.41,76.61,75.17
75.69,75.32,76.17,75.31
75.00,75.49,75.78,74.46
75.26,75.96,76.06,75.00
75.52,74.70,75.52,74.62
74.64,74.80,74.86,74.21
75.05,75.83,75.97,75.00
75.34,75.62,75.98,75.11
75.02,74.24,75.07,73.93
74.31,74.11,74.72,73.60
73.88,73.65,73.89,72.97
73.67,73.76,74.12,73.41
73.91,73.41,73.91,73.19
73.62,73.97,74.34,73.09
73.76,73.27,74.20,73.21
72.99,72.20,72.99,72.17
71.74,73.11,73.70,71.53
72.91,72.66,73.32,72.30
73.17,72.81,73.95,72.81
73.59,73.82,73.91,73.40
73.94,73.73,74.12,73.69
73.41,72.89,73.41,72.75
72.23,72.71,73.19,72.22
72.77,73.39,73.44,72.61
73.90,72.78,74.26,72.42
73.03,72.69,73.31,72.61
72.29,71.99,72.82,71.94
72.10,72.34,72.54,71.62
72.32,73.09,73.18,72.32
72.76,72.23,73.13,72.10
72.34,71.60,72.34,71.55
71.56,71.62,71.65,71.05
70.88,69.94,71.03,69.93
70.64,70.70,70.87,70.22
70.86,69.60,70.99,69.48
69.72,69.82,70.39,69.72
69.13,68.69,69.51,68.35
68.54,69.70,69.91,67.38
69.47,67.72,69.82,67.36
68.39,68.32,69.15,68.32
68.82,68.35,69.01,68.24
68.77,69.07,69.27,68.58
68.87,69.90,70.08,68.87
69.50,68.27,69.81,68.00
68.62,68.19,68.87,68.04
68.06,67.02,68.06,66.85
66.89,65.45,66.92,65.41
65.47,65.37,66.38,65.18
65.00,64.86,65.47,64.70
64.96,64.60,65.26,63.81
64.95,63.06,64.95,62.66
62.41,61.59,62.56,61.38
61.72,63.43,63.90,61.51
63.35,64.69,64.83,63.16
64.44,64.27,64.76,63.70
63.86,63.22,64.08,63.15
62.53,61.89,63.31,61.78
62.04,61.96,62.89,61.62
62.48,61.34,63.38,61.34
61.05,62.97,63.11,60.56
62.77,61.46,63.50,61.25
61.78,64.03,64.05,61.69
63.00,64.37,64.44,62.06
64.01,65.66,65.91,63.80
65.17,64.37,65.50,64.21
64.51,63.92,64.84,63.79
63.72,64.11,64.48,63.28
63.95,64.21,64.29,63.67
63.85,61.93,63.86,61.46
61.76,60.63,62.19,60.63
60.18,58.26,60.31,58.26
57.68,54.88,57.68,53.76
55.42,53.71,57.32,53.71
54.26,55.26,55.28,53.72
55.81,58.12,58.67,55.81
57.75,59.66,60.51,57.75
59.23,60.79,61.22,58.00
60.18,58.45,60.18,58.05
59.03,59.26,59.41,57.34
59.64,59.31,60.94,58.78
58.22,58.42,58.73,58.07
59.03,59.62,59.72,58.08
59.86,58.48,60.88,58.46
58.72,58.96,59.43,58.04
58.27,58.21,58.40,57.17
57.80,57.29,57.80,57.00
57.48,58.05,58.19,57.48
58.39,59.94,60.01,58.39
59.73,59.89,61.20,59.49
58.74,58.15,59.23,57.73
58.80,58.33,58.99,58.05
57.42,57.67,58.53,57.05
57.80,56.57,58.26,56.52
56.16,56.96,57.32,55.69
57.18,56.39,57.18,55.95
55.75,53.74,55.88,53.69
54.04,54.10,54.83,53.67
54.56,55.45,55.75,54.45
56.03,56.16,57.02,55.47
55.60,58.86,58.89,55.36
59.63,61.21,61.45,59.56
61.29,62.79,63.15,61.09
64.02,63.38,64.46,61.59
63.11,65.12,65.40,62.87
65.39,64.47,65.40,63.68
64.62,63.29,64.62,62.55
62.68,62.29,63.65,62.27
62.24,62.78,63.10,62.13
62.63,64.20,64.20,62.31
64.60,64.45,64.71,63.63
63.95,62.44,63.95,62.12
62.36,62.62,63.23,61.99
62.32,61.20,62.32,61.12
61.72,62.05,62.27,61.23
61.84,62.05,62.64,61.13
62.05,60.61,62.05,60.61
60.01,59.51,60.48,58.83
59.66,61.05,61.65,59.21
60.74,61.91,62.57,60.74
62.23,62.39,63.10,61.18
62.07,63.53,63.77,61.95
63.88,65.34,66.00,63.88
65.52,65.21,66.09,64.40
65.10,65.40,66.61,64.55
64.80,64.76,65.66,64.26
64.79,64.75,66.07,64.31
64.54,64.87,65.74,64.21
64.84,62.73,64.96,62.66
61.69,61.31,62.23,61.07
61.08,61.56,62.06,60.33
61.61,63.67,63.67,61.33
63.31,62.86,63.67,62.46
63.37,63.85,64.05,62.39
63.40,62.75,63.64,61.99
62.83,62.01,63.10,61.95
61.95,62.44,62.90,61.51
62.80,64.13,64.41,62.80
63.76,63.62,64.28,63.34
63.01,62.62,63.21,62.50
62.86,62.61,63.63,62.51
62.86,63.30,63.33,62.64
62.77,61.01,63.13,60.71
61.39,59.85,61.69,59.62
59.45,59.43,59.93,58.35
57.98,56.52,57.98,55.95
55.38,56.42,57.00,54.91
56.66,56.41,58.08,55.69
56.25,57.20,57.71,55.83
56.24,54.54,56.31,54.42
54.16,54.05,54.70,53.09
54.78,54.97,55.36,54.41
54.86,54.14,55.34,53.80
54.30,52.76,54.51,52.37
52.83,51.70,53.13,51.67
51.70,51.28,51.87,50.66
51.44,51.91,52.35,51.28
52.90,55.06,55.06,52.85
54.85,54.51,54.88,53.90
53.68,52.80,53.68,52.52
53.61,53.35,54.01,52.82
52.52,52.41,53.54,52.38
52.29,52.95,53.15,52.10
52.93,52.88,53.61,51.92
52.83,53.02,53.10,52.06
51.40,49.98,51.46,49.64
48.90,48.82,50.41,48.61
49.28,48.47,49.50,48.06
48.68,47.00,48.77,46.32
47.89,46.64,48.04,45.33
47.23,44.90,47.67,44.32
45.36,46.52,46.89,44.39
44.52,44.81,45.35,43.67
45.13,43.20,45.46,42.41
42.30,42.52,43.13,40.25
42.39,44.47,44.89,42.08
46.23,46.52,47.24,45.65
45.59,43.45,46.68,43.40
44.37,45.57,45.58,43.53
45.10,45.70,46.90,44.71
47.64,47.13,48.12,46.20
47.39,49.09,49.09,47.32
48.18,48.00,48.38,47.21
46.73,46.20,47.18,45.92
47.01,47.64,47.64,44.74
47.82,46.76,48.79,46.54
46.11,44.67,46.14,44.36
43.62,43.94,44.12,42.52
43.06,42.60,43.66,41.73
42.55,42.35,43.58,41.72
41.42,41.85,42.05,40.48
42.48,43.12,43.50,41.93
44.01,43.25,44.01,42.52
43.86,44.99,45.16,43.42
45.26,43.66,45.30,43.31
43.00,43.29,43.29,42.31
44.17,45.16,45.30,44.16
44.79,43.01,44.79,43.01
42.29,44.05,44.14,42.01
43.81,44.13,44.40,43.11
45.10,44.91,45.64,44.58
45.20,44.60,45.20,44.32
44.94,45.59,45.59,43.74
45.34,47.54,47.56,45.32
47.60,49.29,49.42,47.53
50.46,50.60,51.57,49.12
50.56,51.91,52.08,50.32
51.30,48.60,51.31,48.56
49.64,49.94,50.50,48.62
49.73,49.79,49.86,48.65
50.80,51.94,52.11,50.80
51.03,51.44,51.73,50.70
50.62,51.35,51.35,50.14
51.82,53.08,53.21,51.69
53.67,53.68,54.20,53.00
54.52,53.75,54.62,53.07
53.53,53.58,54.18,52.97
53.12,53.58,54.11,53.12
52.85,51.39,53.11,51.33
50.53,51.76,51.86,50.00
51.87,51.27,51.87,50.65
50.13,51.67,51.75,50.13
52.25,51.58,52.54,51.18
51.43,51.98,52.17,51.22
50.81,51.15,51.36,50.51
51.16,50.54,51.92,50.49
50.07,50.42,50.81,49.94
50.82,51.55,51.58,50.24
51.08,51.60,51.89,50.87
52.83,53.13,53.33,52.60
53.54,52.77,53.62,52.77
53.04,55.31,55.64,52.98
55.30,55.22,55.63,54.47
55.49,55.35,55.49,54.86
54.93,54.30,54.98,54.22
52.76,55.42,55.49,52.45
55.98,56.71,57.05,55.67
56.51,57.19,57.70,55.82
57.41,56.81,57.53,56.45
57.07,58.37,58.40,57.07
58.08,57.42,58.09,56.96
57.98,59.03,59.08,57.60
59.48,60.30,60.58,59.27
59.79,58.78,60.66,58.65
58.99,58.17,59.48,57.11
57.92,57.88,58.20,56.93
56.78,55.75,56.99,55.48
55.99,54.38,56.50,54.01
55.62,55.06,56.28,54.55
54.74,54.46,55.75,54.27
54.11,53.51,54.12,52.72
53.85,55.02,55.03,53.85
54.77,55.57,56.18,54.25
56.20,55.46,56.96,54.96
55.08,54.80,55.83,54.68
55.47,55.85,56.28,55.47
56.38,56.22,56.76,55.72
56.12,55.79,56.78,55.44
55.06,55.50,55.71,54.14
55.76,56.05,56.06,55.10
55.53,55.90,56.15,55.32
56.27,56.29,56.67,55.62
56.66,57.38,57.50,56.66
57.96,57.04,58.07,56.96
56.79,56.88,56.91,56.30
57.10,56.84,57.80,56.58
56.27,57.19,57.20,56.12
56.65,57.32,57.34,56.49
57.48,56.69,57.51,56.35
57.42,57.86,57.93,56.97
58.30,59.71,59.84,58.17
60.23,59.45,60.62,59.26
58.73,58.92,59.20,58.47
58.13,56.71,58.28,56.53
56.01,56.11,57.12,56.01
55.78,56.31,56.71,55.24
55.99,56.22,56.98,55.48
55.46,55.24,55.46,54.26
55.76,56.21,56.68,55.76
57.12,57.22,57.58,56.89
56.93,57.90,58.08,56.60
58.01,57.47,58.20,57.30
58.07,58.66,58.66,57.88
56.04,55.85,57.05,55.66
55.28,53.37,55.29,52.82
54.75,55.60,55.66,54.53
56.32,56.86,57.22,56.14
56.48,56.72,56.90,55.90
56.72,57.51,57.87,56.64
56.38,55.69,56.55,54.94
55.31,55.81,55.83,54.77
56.37,55.01,57.00,54.69
55.79,55.91,56.09,55.12
56.24,55.85,56.50,55.85
56.90,57.94,58.33,56.89
57.75,56.94,58.04,56.22
57.06,57.08,57.79,56.95
57.30,56.79,57.50,56.61
56.93,56.87,56.93,56.10
56.67,56.21,56.76,56.06
55.87,56.26,56.64,55.19
56.23,55.49,57.00,55.42
55.74,55.62,55.75,55.28
55.16,54.40,55.22,53.98
54.21,55.45,55.47,54.08
55.56,54.54,56.21,54.24
54.55,54.88,55.20,54.45
54.47,56.06,56.11,54.22
55.54,54.01,55.69,53.78
54.39,54.42,54.71,53.26
54.42,56.21,56.22,54.20
55.94,56.12,56.90,55.77
56.35,57.22,57.34,56.09
57.79,58.04,58.74,57.73
58.21,57.43,58.34,57.23
57.62,56.97,58.07,56.86
57.38,58.17,58.59,57.06
58.42,58.48,58.70,58.14
58.92,59.16,59.32,58.61
59.01,59.26,59.48,58.37
58.96,59.43,59.46,58.65
59.75,60.70,60.70,59.75
60.39,60.39,60.52,60.04
59.70,59.48,59.77,59.11
59.29,60.26,60.38,59.29
60.05,59.78,60.40,59.63
59.61,59.75,59.99,59.42
59.86,59.70,60.52,59.38
59.64,60.21,60.21,59.41
60.32,59.91,60.77,59.66
59.62,58.62,59.69,58.38
58.38,58.52,58.72,57.94
58.99,59.38,59.56,58.92
59.46,60.19,60.19,59.40
60.65,60.72,61.00,60.33
61.01,62.20,62.31,60.87
61.52,60.35,61.78,60.35
59.87,60.91,61.18,59.43
59.95,58.76,59.97,58.49
58.58,57.64,59.48,57.54
57.97,58.68,59.16,57.82
57.97,58.58,58.62,57.86
58.98,58.44,59.27,58.44
58.40,57.97,58.84,57.97
58.57,59.77,59.77,58.56
60.52,59.93,60.88,59.87
59.68,58.55,60.10,58.08
57.98,58.17,59.17,57.98
57.41,57.34,57.49,56.73
57.68,60.34,60.39,57.03
60.28,60.69,61.46,59.82
61.00,61.51,61.82,60.57
61.58,61.54,61.70,60.75
61.64,60.94,61.83,60.68
61.75,62.27,62.61,61.65
62.46,62.14,62.80,61.59
62.24,61.55,62.37,61.25
62.31,62.51,62.94,62.31
62.39,61.65,62.49,61.30
61.33,61.40,61.62,60.65
60.86,60.98,61.33,60.17
61.14,60.34,61.39,60.33
60.19,59.81,60.48,59.46
60.65,59.92,60.65,59.80
60.42,60.85,61.37,60.37
60.39,60.89,61.10,60.00
60.43,60.55,60.81,60.23
60.59,60.16,60.86,59.34
60.04,59.36,60.63,59.35
58.89,59.46,59.82,58.22
59.76,59.72,60.28,59.30
59.57,59.06,60.49,58.72
58.52,58.15,59.12,58.07
58.75,58.14,59.20,57.17
57.42,57.45,57.80,56.47
57.59,57.75,58.14,57.02
57.69,57.19,58.20,56.92
58.19,58.48,58.50,57.92
58.12,58.35,58.79,57.87
58.30,60.20,60.70,58.30
60.10,60.11,60.68,59.55
59.64,59.13,59.97,58.30
59.02,59.73,59.80,58.44
60.57,61.69,61.72,60.57
61.46,61.14,62.22,60.97
61.81,60.63,62.45,60.46
61.15,60.99,61.46,60.63
62.28,63.31,63.31,62.28
63.38,63.14,63.66,62.14
62.73,63.66,63.77,62.68
63.43,62.96,63.43,62.60
62.99,61.39,63.56,61.29
60.20,60.41,60.94,59.61
63.55,65.70,66.03,63.55
67.26,65.87,67.33,65.53
