RGSE,Real Goods Solar,NASDAQ
0.40,0.37,0.41,0.35
0.26,0.23,0.26,0.22
0.25,0.26,0.31,0.23
0.29,0.24,0.29,0.22
0.25,0.22,0.26,0.20
0.23,0.21,0.25,0.21
0.21,0.19,0.22,0.18
0.21,0.21,0.26,0.19
0.25,0.22,0.25,0.20
0.24,0.22,0.24,0.21
0.22,0.35,0.35,0.21
0.35,0.27,0.38,0.26
0.28,0.27,0.33,0.25
0.30,0.26,0.30,0.25
0.28,0.27,0.28,0.25
0.25,0.26,0.27,0.25
0.26,0.24,0.26,0.24
0.25,0.25,0.27,0.23
0.25,0.29,0.30,0.25
0.28,0.27,0.28,0.26
0.27,0.25,0.27,0.25
0.23,0.25,0.26,0.23
0.24,0.25,0.26,0.23
0.25,0.25,0.28,0.24
0.25,0.25,0.28,0.25
0.25,0.25,0.25,0.24
