CFR,Cullen/Frost Bankers,NASDAQ
86.70,86.46,86.70,85.02
86.95,88.38,88.98,86.59
87.90,87.88,88.43,87.06
87.32,85.28,88.13,84.97
85.22,86.55,86.69,84.40
85.33,85.49,86.91,85.11
85.42,85.78,86.64,84.52
85.96,84.57,87.12,84.37
84.75,86.70,86.76,84.62
87.69,87.69,88.01,86.67
87.53,87.79,87.96,86.83
88.12,88.77,88.98,87.44
88.65,88.46,88.66,87.72
88.75,88.75,88.91,87.69
88.78,87.67,88.89,87.35
87.59,87.31,88.39,86.35
87.83,88.23,88.59,87.38
89.78,87.30,90.09,86.38
87.64,88.24,88.77,87.18
88.74,87.68,90.17,86.86
88.54,87.77,89.51,87.49
86.85,86.46,87.48,86.11
86.68,87.40,88.04,86.18
87.30,88.00,88.12,85.77
87.35,86.94,87.35,85.84
87.84,89.02,90.08,87.69
