IWR,iShares Russell Mid-Cap ETF,NASDAQ
129.91,127.60,130.00,127.26
128.18,127.69,128.57,126.33
126.18,126.18,127.25,124.86
127.37,127.79,128.15,126.63
129.55,128.96,129.55,128.27
130.00,130.39,130.80,129.71
130.07,129.89,130.82,129.52
130.98,131.23,132.01,130.94
130.66,130.45,131.43,129.95
129.90,130.41,130.71,129.74
131.75,131.81,131.87,130.09
132.40,132.34,132.76,132.15
133.00,133.36,133.63,132.61
133.47,133.63,133.80,133.00
135.36,135.57,135.64,134.82
135.59,135.86,136.09,135.40
136.30,136.31,136.42,135.82
136.48,135.50,136.61,135.19
136.07,135.96,136.34,135.66
136.30,137.02,137.19,136.26
136.99,137.21,137.26,136.62
137.36,137.60,137.74,137.13
137.95,137.31,137.95,137.15
137.70,136.25,137.75,136.00
136.11,136.94,136.99,135.89
136.10,136.83,136.91,135.80
136.36,136.42,136.97,135.95
136.85,136.73,137.04,136.34
137.21,137.00,138.10,136.97
138.63,139.48,139.61,138.27
139.15,139.52,139.54,138.76
139.38,139.42,139.58,139.07
139.23,138.32,139.41,138.08
137.77,137.44,137.87,137.03
138.04,138.26,138.55,137.53
138.07,138.30,138.66,137.78
137.43,138.20,138.41,137.25
138.38,138.22,138.50,137.36
138.18,137.47,138.19,137.44
136.12,135.33,136.26,135.02
134.92,134.78,135.61,134.65
134.60,133.86,134.95,133.79
133.94,135.25,135.53,133.91
134.31,134.35,135.50,133.91
134.73,135.81,136.31,134.63
136.28,136.11,136.28,135.44
136.28,135.99,136.85,135.69
134.49,133.47,134.84,133.36
133.41,133.72,134.24,133.25
133.37,134.31,134.79,133.32
134.39,133.32,134.39,133.06
134.84,133.98,135.33,133.14
134.04,135.15,135.29,133.65
135.21,135.43,135.77,135.14
136.00,135.71,136.43,134.41
136.15,137.42,137.46,136.13
138.58,138.56,138.58,137.87
138.44,138.95,138.95,138.06
139.02,138.23,139.09,138.19
138.72,138.67,138.80,138.06
140.45,139.61,140.51,139.38
139.80,140.43,140.43,139.66
140.39,142.06,142.15,139.59
142.53,141.77,142.53,141.60
141.97,140.50,141.97,140.35
140.18,139.81,140.22,139.15
139.62,139.49,140.30,138.92
139.55,139.44,140.09,139.18
139.64,140.11,140.38,139.49
139.27,139.52,139.71,139.08
138.10,139.07,139.41,138.00
138.77,140.60,140.74,138.77
139.77,140.55,140.55,139.39
140.25,139.38,140.36,138.45
139.48,140.48,140.71,139.41
139.71,139.05,139.91,138.94
138.91,136.97,139.26,136.97
137.18,136.72,137.36,135.81
138.18,139.53,139.72,137.93
139.33,140.61,140.61,139.15
139.96,140.98,141.07,139.58
140.64,139.80,140.97,139.46
140.65,141.80,141.80,140.40
141.25,143.07,143.08,141.17
143.64,143.94,143.96,143.06
144.07,143.80,144.17,143.36
144.19,144.37,145.16,143.92
143.95,143.53,144.06,143.08
143.73,143.94,144.09,143.34
144.05,144.62,144.66,143.85
144.62,144.53,144.77,144.06
144.88,145.29,145.31,144.52
145.59,144.31,145.60,143.73
144.18,143.97,144.85,143.49
144.40,144.34,144.79,143.29
144.87,145.28,145.36,144.41
144.75,144.62,145.03,143.94
145.15,144.54,145.39,144.16
144.98,142.12,144.98,142.08
142.24,144.04,144.04,142.10
144.09,144.34,144.51,143.74
144.20,144.16,144.29,143.53
143.48,145.46,145.54,143.38
145.80,146.18,146.30,145.26
146.30,146.90,146.92,146.22
147.30,145.77,147.30,145.49
145.57,144.85,145.89,144.59
145.29,144.52,145.76,144.12
144.84,145.98,146.08,144.80
145.94,146.38,146.50,145.70
146.62,146.23,146.75,145.98
146.26,146.39,146.73,146.00
146.40,146.71,146.75,146.19
147.16,146.34,147.19,146.30
146.44,146.15,147.03,145.80
145.70,145.72,146.16,145.11
145.08,145.47,146.07,144.23
145.34,145.22,145.56,144.93
146.34,146.52,146.89,146.02
146.95,146.77,147.09,146.58
146.50,146.54,147.35,146.39
146.63,144.39,146.63,144.21
144.39,144.40,144.85,143.98
144.69,144.69,145.26,144.23
145.39,145.52,145.96,145.25
145.36,145.52,145.79,144.80
145.80,147.37,147.44,144.11
147.18,147.01,147.18,146.52
147.17,148.15,148.40,146.76
148.14,148.41,148.50,148.05
148.60,148.91,149.04,148.58
149.40,149.26,149.61,149.05
149.64,149.14,149.72,149.03
149.21,149.37,149.64,149.06
149.75,149.98,150.22,149.63
149.35,148.52,149.53,148.16
148.87,148.84,149.24,148.45
149.28,148.14,149.40,147.98
148.63,149.30,149.48,148.56
149.25,149.67,149.85,148.81
150.09,149.88,150.26,149.07
150.00,150.66,150.69,149.74
150.26,148.62,150.68,148.29
149.17,150.43,150.51,148.77
150.70,151.01,151.15,150.59
150.67,150.83,150.93,150.35
150.72,150.34,151.03,150.17
151.35,150.93,151.48,150.10
150.98,151.47,151.63,150.86
150.74,150.16,150.74,149.49
149.13,146.49,149.37,146.49
146.73,145.59,147.09,144.61
146.15,147.14,147.34,145.83
145.76,145.79,146.99,145.61
146.85,147.74,148.10,146.85
146.07,147.10,147.98,145.82
146.86,143.06,147.08,142.93
143.98,144.67,144.82,143.28
144.12,144.38,144.64,142.86
144.80,146.30,146.38,144.61
147.01,148.17,148.17,146.64
148.20,148.44,148.57,147.58
148.71,149.78,150.15,148.41
150.13,150.18,150.75,149.91
149.09,151.29,151.40,149.09
151.10,151.81,151.98,150.87
152.32,152.65,152.94,151.95
152.55,152.15,153.54,151.94
152.55,153.47,153.62,152.15
153.84,153.47,154.05,153.30
153.79,154.51,155.49,153.71
154.70,154.48,155.20,154.00
154.95,154.95,155.66,154.52
154.59,155.59,155.59,154.57
155.70,155.64,156.38,154.73
154.23,154.71,155.15,153.68
156.17,157.11,157.20,156.17
157.09,156.76,157.09,156.52
157.28,156.88,157.38,156.71
157.65,156.90,157.93,156.26
156.71,156.33,156.71,155.61
156.54,155.54,156.96,155.11
154.69,155.63,155.70,154.24
156.10,153.91,156.14,153.38
153.46,154.12,154.75,153.46
154.93,155.14,155.68,154.71
155.36,156.44,156.57,155.28
156.51,155.49,156.69,154.66
155.06,155.99,156.07,154.61
156.60,155.59,157.10,155.42
156.03,154.19,156.33,153.46
154.21,153.84,154.87,153.17
154.55,152.31,154.82,152.28
152.20,152.15,152.72,151.30
152.62,152.97,153.87,152.48
154.02,154.76,154.87,153.57
155.27,156.26,156.26,155.05
156.43,156.70,156.93,156.14
156.96,156.19,157.04,155.60
157.04,153.92,157.19,153.65
153.45,151.49,153.74,150.99
151.49,152.48,152.74,150.88
153.28,154.19,154.23,152.57
154.00,150.51,154.20,150.31
149.56,148.72,150.64,148.47
149.71,149.67,150.34,148.49
150.53,150.76,150.86,148.20
151.75,152.35,152.39,151.13
152.40,152.78,153.07,152.06
153.00,153.34,153.34,152.34
153.54,154.47,154.75,153.49
154.44,154.17,154.78,154.06
155.09,154.23,155.41,153.40
153.74,152.48,153.86,152.24
153.04,152.11,153.36,150.43
152.36,152.89,153.01,152.21
152.72,153.89,153.89,152.45
153.55,154.14,154.76,153.40
154.32,154.18,155.16,153.92
153.32,154.44,154.51,152.71
154.44,153.19,154.53,153.03
153.28,153.70,153.79,151.97
153.56,153.18,154.90,152.66
152.87,153.39,153.39,152.26
153.94,155.43,155.47,153.94
155.59,155.14,155.87,155.03
154.82,154.12,155.11,153.98
153.59,152.83,153.76,151.50
153.22,153.55,153.55,152.22
153.24,154.24,154.39,153.07
154.10,152.80,154.10,152.36
153.43,153.86,153.98,153.08
153.95,154.54,154.94,153.80
154.52,155.49,155.54,154.48
156.05,156.57,156.64,156.05
156.53,156.34,156.69,155.85
156.83,157.16,157.16,156.18
157.24,157.19,157.36,156.66
157.26,157.52,157.70,156.50
157.25,157.69,157.76,157.04
157.59,158.30,158.34,157.20
158.79,159.46,159.60,157.75
159.92,160.35,160.40,159.74
160.30,160.46,161.05,160.04
160.05,160.12,160.28,159.54
159.25,159.66,159.77,159.07
159.71,158.62,159.71,158.23
158.98,159.26,159.35,158.19
159.09,159.35,159.68,158.75
159.34,160.23,160.50,159.05
160.11,161.21,161.25,159.88
161.65,161.37,161.65,160.80
161.83,161.90,161.90,161.38
162.10,161.81,162.23,161.59
161.68,160.85,162.50,160.69
160.47,161.58,161.66,160.47
161.53,161.43,161.53,160.35
160.96,161.82,161.94,160.96
161.90,162.56,162.56,161.64
162.82,163.44,163.94,162.74
162.77,162.32,162.85,162.12
162.84,163.10,163.14,162.54
163.01,161.88,163.01,161.67
161.67,160.55,161.67,159.95
160.85,161.29,161.35,160.51
158.73,160.43,161.03,158.73
160.36,160.46,160.55,159.87
162.23,161.00,162.23,160.86
161.05,160.38,161.39,159.73
161.18,160.75,161.18,160.16
159.89,158.75,160.68,158.55
159.15,160.60,160.60,158.96
159.92,160.11,160.31,159.49
160.90,160.85,161.32,160.79
161.17,161.01,161.17,160.50
161.15,161.27,161.60,161.01
160.53,160.44,161.12,160.34
160.68,160.43,160.73,159.55
160.80,159.79,161.09,159.79
160.38,159.99,160.67,159.36
158.85,156.90,159.02,156.88
156.58,156.59,157.56,155.66
156.85,157.44,157.80,155.96
156.90,156.47,157.77,155.94
155.73,156.53,157.21,155.73
157.03,155.77,157.30,155.33
155.92,157.57,157.63,155.74
158.21,158.24,158.94,158.06
157.93,157.69,158.54,157.27
158.24,158.92,158.98,157.99
159.12,159.77,159.82,159.12
160.57,159.84,160.62,158.77
160.87,161.35,161.35,160.65
161.67,162.16,162.16,161.51
161.71,162.50,162.78,161.71
162.73,162.90,163.02,162.36
162.89,162.80,163.17,162.43
163.67,163.53,164.00,163.16
163.76,163.68,164.14,163.56
163.88,163.75,163.92,163.49
163.45,163.78,163.86,162.90
164.51,164.35,164.91,163.66
164.82,164.71,165.06,164.06
165.32,164.47,165.33,164.34
164.92,164.25,165.34,163.79
164.17,165.02,165.02,163.65
164.64,164.67,165.20,164.07
164.60,163.37,164.63,163.25
163.33,163.85,163.91,162.78
163.23,164.19,164.23,163.23
164.12,162.75,164.13,162.39
162.86,161.86,162.95,161.61
161.55,163.13,163.29,161.50
163.30,163.24,164.03,162.70
163.73,163.80,163.89,163.40
164.31,163.12,164.44,162.76
162.91,161.21,162.91,161.14
160.76,160.15,161.38,160.15
159.79,160.88,160.96,159.38
160.36,158.38,160.52,158.38
158.87,159.58,159.98,158.52
158.20,159.50,159.65,157.94
159.69,158.34,159.74,158.30
158.84,156.23,158.84,155.84
156.27,156.55,157.03,154.39
157.57,158.00,158.44,156.95
158.82,157.76,159.01,157.28
157.15,155.30,157.38,155.30
155.51,157.65,157.80,154.29
157.30,154.11,157.44,154.11
153.95,151.79,154.50,151.75
151.82,149.21,152.40,149.02
150.20,150.15,151.84,149.59
148.36,149.70,150.50,145.56
147.31,150.94,151.33,146.86
152.57,152.37,153.21,151.49
151.98,154.02,154.02,151.94
155.28,157.51,157.62,155.09
158.33,155.95,158.34,155.95
157.65,157.95,158.95,157.26
158.50,158.99,159.12,157.53
158.45,158.71,158.89,157.54
159.56,160.96,160.96,158.98
161.06,160.41,161.44,159.24
160.29,161.41,161.66,159.75
163.48,163.33,163.75,162.54
163.93,163.66,164.39,163.27
163.35,162.83,163.40,162.08
164.02,163.56,164.02,163.00
163.54,164.48,164.49,163.29
164.45,164.57,164.88,164.01
164.71,165.05,165.32,164.68
165.07,165.08,165.48,164.66
164.59,165.28,165.40,164.41
165.23,164.91,165.66,164.36
164.81,164.97,170.00,164.35
164.84,164.90,165.15,164.49
165.08,166.10,166.39,164.95
166.01,165.55,166.01,164.95
164.83,166.22,166.38,164.80
168.07,167.12,168.30,166.67
167.79,167.96,167.96,167.37
168.28,167.82,168.41,167.35
167.90,168.03,168.05,167.62
167.99,167.52,168.19,167.37
167.17,165.69,167.18,165.57
165.85,166.45,166.64,165.66
166.50,167.62,167.77,166.37
167.36,167.49,167.80,166.85
167.66,167.53,167.89,167.23
167.30,166.36,167.99,165.81
164.97,166.76,166.80,164.31
166.30,163.89,166.45,163.77
164.61,164.66,166.16,164.37
163.63,162.13,164.25,162.13
163.12,161.39,163.47,160.65
160.68,160.23,163.17,160.22
160.80,163.85,164.00,160.53
165.61,167.07,167.07,165.14
167.78,167.49,168.32,167.01
168.17,168.57,168.57,167.81
169.03,169.03,169.43,168.83
168.73,168.46,168.85,168.33
168.93,168.92,169.29,168.61
168.93,169.49,169.64,168.79
169.42,168.60,169.42,168.55
169.29,167.04,169.53,167.04
168.09,167.05,168.23,165.90
165.92,164.23,166.31,163.82
164.60,162.55,164.80,161.57
164.15,164.71,164.76,163.44
166.03,167.53,167.55,165.82
167.66,166.18,167.83,165.63
166.35,164.87,166.35,164.30
166.02,164.69,167.28,163.30
162.35,163.95,164.05,162.10
164.72,162.33,164.72,162.22
161.90,164.47,164.56,161.90
164.79,164.39,165.27,163.00
163.89,165.54,165.77,163.72
166.33,167.99,168.10,164.90
168.02,167.22,168.16,167.22
167.34,168.73,168.73,166.70
166.95,167.58,168.43,166.38
168.53,165.53,168.60,165.32
165.53,166.69,166.98,164.40
165.54,164.56,166.53,164.33
164.91,166.08,166.17,162.82
166.74,168.66,168.66,166.65
167.89,167.97,168.89,167.49
168.64,169.89,169.97,168.54
170.43,168.99,170.43,168.55
168.56,168.19,169.05,167.87
169.27,170.03,170.15,168.25
169.98,169.94,170.41,169.23
170.98,171.69,171.78,170.46
172.02,172.51,172.52,171.60
172.72,172.72,172.92,171.96
172.83,173.31,173.35,172.28
172.94,173.15,173.56,172.67
172.79,174.37,174.37,172.33
174.10,174.32,174.34,173.69
174.19,174.38,174.49,173.79
174.24,174.48,174.94,174.18
174.50,174.00,174.70,173.51
174.43,173.52,174.43,173.50
173.54,174.59,174.65,173.54
174.19,173.88,174.27,173.18
173.11,172.94,173.25,172.19
173.17,173.59,173.76,173.03
173.34,171.09,173.34,170.77
171.61,171.60,171.79,171.06
170.14,169.28,170.32,169.28
169.71,169.76,170.11,169.15
170.42,171.96,172.04,170.42
171.81,171.02,171.81,169.94
171.92,173.06,173.14,171.71
172.51,172.96,173.16,172.06
172.65,174.96,175.68,172.20
174.90,174.37,174.96,174.00
175.17,175.91,176.25,175.17
175.84,175.80,176.48,175.65
175.62,174.81,175.78,174.79
174.43,171.39,174.76,171.38
170.68,170.92,171.76,170.23
170.97,172.03,172.11,170.89
172.91,174.18,174.29,172.91
172.80,173.12,174.19,172.79
172.99,172.42,173.09,171.44
172.58,173.28,173.77,172.41
172.61,174.50,174.78,172.46
174.47,173.63,174.85,173.63
173.84,174.69,174.85,173.55
174.48,174.82,175.10,173.79
175.25,175.35,175.37,174.86
175.42,174.62,175.71,174.59
174.81,174.62,174.95,173.66
175.26,175.45,175.91,174.96
175.24,175.28,175.71,174.69
174.30,173.42,174.30,172.80
174.32,174.57,174.83,174.23
175.16,174.66,175.46,174.39
174.75,175.17,175.29,173.98
174.92,175.82,176.30,174.92
176.00,175.42,176.00,175.21
175.69,174.14,175.96,173.94
173.97,174.13,174.39,172.73
173.25,173.19,173.72,172.51
172.59,171.49,173.01,170.85
172.11,173.17,173.28,172.11
173.49,173.62,174.17,173.44
173.58,171.42,173.86,171.26
171.91,171.12,172.19,170.25
170.93,171.92,172.21,170.78
173.32,173.65,174.17,173.32
173.65,173.26,174.06,173.23
172.67,172.86,173.29,171.68
173.42,172.77,173.74,172.57
173.44,174.31,174.35,173.19
174.33,174.65,174.70,173.96
174.61,175.67,175.77,174.41
175.81,175.40,175.82,175.09
175.64,175.34,176.00,175.00
175.19,175.55,175.72,174.99
175.28,175.39,175.70,175.13
174.93,173.64,174.95,173.31
173.96,175.14,175.29,173.53
174.91,174.86,175.12,174.22
174.84,173.88,174.88,173.62
174.48,174.32,174.81,173.33
173.75,174.26,174.77,173.35
174.72,174.65,175.12,174.13
173.87,173.20,174.40,172.99
172.98,173.34,173.61,172.05
173.21,172.21,173.47,172.16
172.09,171.99,172.42,171.35
172.62,173.73,174.06,172.59
174.12,174.39,174.62,174.03
173.83,173.41,173.91,173.27
172.30,172.56,172.95,171.56
172.42,173.43,173.49,172.37
173.64,173.82,174.19,172.76
174.39,175.43,175.90,174.39
175.30,174.80,175.59,174.80
175.86,175.69,176.07,175.39
175.80,175.55,176.13,175.27
175.50,174.00,175.69,174.00
174.47,173.72,174.50,173.34
173.81,173.60,174.10,173.07
172.18,169.88,172.88,169.79
171.16,170.31,171.27,169.91
171.08,171.16,171.74,170.65
170.96,170.53,171.17,169.96
168.95,169.87,170.67,168.87
170.00,171.07,171.21,167.90
170.00,168.18,170.28,167.76
169.86,168.50,170.78,168.43
170.18,170.17,171.16,169.55
171.38,171.82,171.97,171.15
171.64,172.45,172.71,171.64
172.51,171.71,172.83,171.37
172.57,172.61,172.88,172.15
172.56,171.69,172.56,171.34
171.77,171.45,171.77,171.19
171.45,170.64,171.77,170.37
170.14,170.87,171.12,170.14
171.23,170.13,171.49,169.83
170.11,168.51,170.20,168.22
167.81,167.23,168.05,166.95
167.95,169.13,169.31,167.04
169.21,170.63,170.71,168.87
170.30,170.76,170.87,169.77
171.07,170.92,171.74,170.78
171.34,170.20,171.34,169.48
170.48,170.15,171.02,169.79
170.79,170.72,171.97,170.47
170.91,169.29,171.10,168.29
169.12,169.15,169.30,168.34
169.95,171.52,171.60,169.95
170.20,170.14,170.65,169.44
168.89,170.25,170.47,167.51
170.02,170.09,170.68,169.50
169.97,170.89,171.00,169.75
170.39,172.21,172.21,169.88
171.98,171.58,172.23,171.36
171.01,170.24,171.29,169.36
169.04,166.52,169.14,166.50
164.97,162.01,165.63,162.01
153.52,155.81,160.57,138.61
160.53,153.76,161.41,153.76
155.29,158.44,158.82,154.26
160.35,162.51,163.00,159.90
162.25,163.07,163.49,162.01
162.55,161.93,163.23,161.48
159.52,157.24,159.84,156.62
158.81,159.81,159.83,157.43
160.38,160.33,162.17,160.00
158.73,158.36,159.32,157.65
160.66,162.14,162.22,160.14
163.45,160.06,163.52,159.87
159.81,160.52,161.68,159.70
159.95,161.27,161.27,159.38
161.50,160.64,161.52,160.29
160.91,162.39,162.64,160.64
162.41,163.99,164.14,162.29
163.94,163.99,166.25,163.53
162.10,161.37,163.19,161.04
162.22,161.84,163.36,161.29
160.05,159.37,160.32,158.40
159.66,158.85,159.87,158.40
157.92,158.11,158.46,156.40
158.87,157.49,158.92,156.59
156.79,152.96,157.09,152.61
153.06,152.74,154.08,151.98
154.49,155.56,155.68,153.58
155.74,155.59,156.22,153.87
153.79,158.04,158.04,153.40
158.85,160.97,161.10,158.85
160.72,160.16,161.27,159.45
161.14,161.92,161.94,159.98
161.71,163.51,163.92,161.32
163.85,163.69,164.02,163.11
163.67,163.47,163.89,163.00
162.73,161.99,163.96,161.88
162.12,161.32,162.80,161.05
161.65,163.31,163.37,161.11
163.76,163.58,163.89,162.68
163.13,163.64,163.84,162.76
163.31,163.82,164.50,163.29
164.21,162.24,164.29,162.10
163.05,164.18,164.66,162.81
165.28,164.63,165.38,163.65
164.50,164.30,164.60,163.74
163.49,163.36,163.76,162.50
163.60,165.77,165.77,163.13
165.28,165.29,165.55,164.65
165.42,165.11,166.05,164.97
165.57,167.24,167.55,165.28
167.20,167.48,168.06,166.78
167.94,167.08,167.94,166.52
167.20,166.93,167.37,165.82
166.78,166.33,166.95,165.53
166.08,164.82,166.08,163.75
164.33,165.41,165.41,164.10
165.79,164.42,165.79,164.34
163.61,161.85,163.82,161.82
161.42,160.14,161.58,159.98
159.76,162.23,162.24,159.76
162.70,161.88,163.38,161.52
162.60,164.38,164.53,162.23
164.34,164.34,164.74,164.00
165.00,164.90,165.44,164.51
164.95,165.13,165.86,164.75
164.54,165.70,165.95,163.90
165.80,166.02,166.24,165.36
166.13,166.18,166.40,165.43
166.88,165.66,166.88,165.49
166.37,167.08,167.19,166.04
166.86,165.05,167.10,164.88
165.72,162.69,165.72,162.02
163.23,165.21,165.41,162.97
165.03,163.66,165.03,163.08
162.05,162.79,163.41,161.95
162.15,161.35,164.12,160.67
161.07,161.62,162.62,160.89
160.12,158.72,160.40,158.30
158.62,158.34,159.46,156.78
159.63,160.12,160.67,159.45
161.04,162.44,162.67,160.37
162.78,160.04,162.78,159.95
159.71,157.63,159.71,157.63
158.69,158.78,159.11,157.67
159.26,160.28,160.59,158.54
161.13,162.55,162.62,160.91
161.65,161.65,162.18,161.25
160.95,161.26,161.26,159.98
162.18,162.66,162.81,161.85
162.52,161.42,162.65,161.39
160.85,160.18,161.67,160.17
157.78,158.25,158.25,156.49
158.71,158.61,158.94,157.67
156.29,155.98,157.06,155.01
153.27,152.41,154.83,152.09
153.28,150.55,153.64,150.30
151.28,150.00,151.66,148.52
151.54,150.62,151.80,148.52
151.21,146.61,151.46,146.34
147.28,148.17,149.10,144.97
143.84,145.58,146.01,143.37
147.24,144.86,147.24,143.57
142.69,143.52,144.87,139.02
143.72,144.06,145.82,142.76
146.45,147.36,147.64,146.04
146.69,144.74,146.86,144.43
145.30,147.36,147.40,145.13
146.73,145.97,148.51,145.08
147.34,145.70,147.41,144.85
146.38,149.69,149.80,146.38
148.80,150.12,150.75,148.33
148.86,146.88,148.86,146.43
147.93,148.01,148.36,144.70
147.58,148.70,149.73,147.58
147.81,145.34,147.86,145.03
143.82,141.92,143.84,139.94
140.34,141.45,142.54,140.23
142.37,141.89,144.00,141.81
139.63,139.94,140.76,138.63
141.19,142.85,142.98,140.58
144.76,145.94,145.98,143.73
146.97,148.54,148.95,146.79
148.74,148.22,148.86,147.71
147.49,148.32,148.38,146.68
149.80,150.59,150.78,149.78
149.88,149.13,150.54,148.96
147.84,150.05,150.25,146.89
150.46,151.79,151.80,149.86
152.81,152.27,152.92,151.86
152.24,151.37,153.09,151.37
152.60,154.69,154.69,152.02
154.41,155.84,155.91,154.02
155.69,157.29,157.35,155.42
157.32,157.98,158.82,156.89
157.17,158.67,158.99,157.17
157.80,156.06,157.80,155.91
156.75,156.78,157.07,155.97
157.34,156.89,158.07,155.28
158.31,160.02,160.05,158.27
159.52,159.75,160.06,159.10
158.70,158.68,158.80,158.08
158.05,160.17,160.37,158.05
160.11,161.61,161.96,159.84
162.20,162.29,162.71,161.90
162.00,162.29,162.52,161.67
161.41,162.38,162.80,161.34
161.16,160.01,161.24,159.96
159.01,159.96,159.96,158.41
160.28,160.28,160.64,159.50
159.70,162.35,162.37,159.61
163.41,162.73,163.46,162.32
162.89,162.92,163.39,162.63
161.79,163.66,163.79,161.39
163.72,162.55,163.72,162.40
161.42,160.87,161.79,160.72
160.95,162.51,162.54,160.62
161.54,160.67,162.11,159.94
161.69,161.40,162.29,161.01
162.12,160.96,162.82,160.96
161.30,162.33,162.62,160.61
163.32,164.48,164.51,162.95
164.38,164.08,164.50,163.72
163.84,164.43,164.49,163.70
163.59,165.39,165.39,163.39
165.74,166.03,166.46,165.25
166.24,165.98,166.71,165.35
166.16,164.68,166.33,164.52
164.87,165.73,165.89,164.87
165.17,164.99,165.50,164.50
165.60,166.21,166.26,165.35
166.32,167.20,167.49,166.08
166.23,165.49,167.37,165.13
164.80,164.58,165.30,163.40
165.20,166.04,166.11,164.65
164.80,164.21,164.80,163.39
163.32,163.37,164.21,162.80
163.82,163.05,164.02,162.82
162.29,163.53,163.65,162.05
163.50,163.75,164.22,163.16
164.36,165.68,165.71,164.06
165.23,164.21,165.58,164.11
164.86,164.03,165.00,163.01
163.62,162.65,164.24,162.30
162.98,164.28,164.66,162.90
164.02,162.87,164.48,162.38
162.53,162.34,163.66,161.37
161.47,161.72,162.19,160.66
162.47,163.26,163.43,162.43
163.16,163.00,163.60,162.92
163.87,165.34,165.56,163.84
165.88,166.32,166.55,165.72
166.44,166.17,166.72,166.05
166.27,167.16,167.17,166.20
167.53,167.35,167.79,166.75
166.82,167.89,167.91,166.36
167.42,168.82,168.82,167.29
168.49,168.15,168.57,167.02
168.49,169.03,169.30,168.13
169.04,169.67,170.09,168.97
169.86,170.24,170.42,169.73
169.76,169.98,170.12,169.11
168.57,167.66,168.57,167.17
167.24,166.30,168.11,166.29
165.94,165.78,166.36,164.90
166.03,166.06,167.11,165.83
164.92,166.09,166.13,163.91
166.10,166.01,166.57,165.50
168.23,167.64,168.87,167.51
167.84,167.84,168.22,167.24
168.11,167.61,168.63,167.49
169.17,170.08,170.08,168.90
162.98,163.28,166.55,162.90
161.88,159.09,161.88,158.50
160.90,162.41,162.42,160.28
164.21,165.46,165.69,163.84
165.80,168.20,168.20,165.15
167.85,168.61,169.11,167.85
167.92,166.69,167.92,165.81
165.30,166.87,166.92,164.78
167.29,167.05,168.04,166.30
168.52,170.05,170.30,168.30
170.78,170.77,171.14,170.39
171.97,172.59,172.92,171.72
173.23,172.37,173.26,171.75
173.70,172.82,173.75,172.60
173.49,172.70,173.49,172.38
172.71,173.06,173.20,172.45
172.79,172.70,172.81,172.21
173.08,173.59,173.77,172.35
173.49,172.93,173.92,172.53
173.11,174.17,174.21,172.90
173.98,173.84,174.03,173.31
173.85,174.68,174.74,173.55
174.73,173.69,174.87,172.97
173.42,174.49,174.69,173.15
174.16,174.90,175.23,173.62
175.14,174.28,175.18,173.96
174.24,172.40,174.24,171.65
172.23,173.34,173.34,171.61
173.33,173.42,173.93,172.99
174.34,174.73,174.77,173.94
174.84,174.68,175.37,174.56
174.60,174.52,175.02,174.28
174.57,174.08,174.84,173.81
174.77,175.02,175.16,174.26
174.75,174.91,175.33,174.45
175.17,175.87,176.25,175.17
175.33,174.48,175.44,174.47
174.39,174.49,174.63,173.26
174.57,175.62,175.62,174.56
175.14,175.48,175.61,174.69
175.20,175.56,175.56,174.85
176.09,176.28,176.68,176.09
176.24,174.96,176.24,174.59
174.51,174.99,175.60,174.48
175.28,174.34,176.25,173.50
174.60,175.49,175.78,174.24
175.40,175.18,175.63,174.49
174.98,174.46,174.98,173.65
174.56,174.57,174.91,173.41
175.49,175.85,176.08,175.15
175.93,176.01,176.07,175.06
175.90,176.57,176.57,175.73
176.10,175.91,176.43,175.79
174.50,170.77,174.50,170.77
169.92,173.26,173.57,169.76
171.88,170.15,172.19,169.47
170.18,169.96,171.18,169.44
169.99,171.69,171.99,169.54
170.96,170.96,171.25,170.31
171.67,171.70,172.68,171.16
172.49,171.18,172.52,171.13
171.79,173.60,173.72,171.27
174.78,175.22,175.39,174.62
174.89,174.29,175.17,174.28
172.93,172.79,173.53,172.68
172.63,173.27,173.42,172.32
173.54,174.61,174.65,172.51
174.42,173.04,174.77,172.51
173.81,174.32,174.87,173.17
173.84,173.42,173.96,172.95
173.69,172.29,173.69,171.55
172.93,173.05,173.52,172.82
172.54,172.91,173.07,171.91
173.01,171.92,173.38,171.23
172.86,172.83,173.63,172.71
172.28,170.09,172.43,169.42
170.11,170.39,170.81,169.71
169.36,169.91,170.35,168.19
170.61,169.68,171.29,169.66
170.37,169.21,170.37,169.16
170.66,170.45,170.92,170.00
170.66,171.17,171.44,170.05
170.87,170.77,171.17,170.07
169.83,170.59,170.62,169.30
171.41,171.11,171.88,170.81
170.75,169.87,170.77,169.72
168.94,169.32,169.82,168.83
169.80,167.93,170.00,167.78
168.06,168.24,169.36,167.71
168.51,168.79,168.98,168.24
169.23,167.20,169.45,166.20
166.84,165.63,167.12,165.44
165.92,165.18,166.37,164.99
165.25,165.43,166.74,165.04
167.79,168.89,168.92,167.74
168.36,169.61,170.05,168.03
167.53,171.21,171.79,167.53
172.16,171.72,173.16,170.70
171.50,172.25,172.43,170.95
173.22,174.10,174.29,172.86
174.56,175.60,175.67,174.30
175.31,175.09,175.40,174.62
175.39,176.14,176.28,175.26
176.41,175.85,176.50,175.69
176.61,177.19,177.21,176.33
177.74,178.04,178.17,177.13
177.53,178.61,178.66,177.48
179.08,179.23,179.24,178.75
178.96,177.96,179.19,177.81
177.79,178.10,178.64,177.46
178.96,177.76,179.04,177.76
178.43,176.72,178.43,176.43
176.99,177.17,177.70,176.78
177.78,178.71,178.94,177.78
