KLAC,KLA-Tencor Corporation - Common Stock,NASDAQ
76.99,78.12,78.37,76.45
78.02,79.26,80.00,77.90
79.25,78.85,79.71,78.32
79.02,77.21,79.02,76.81
77.34,77.32,77.50,76.56
77.58,77.97,79.04,77.58
79.33,77.81,80.45,77.51
77.92,79.36,80.68,77.34
79.62,78.19,80.43,77.84
79.42,79.37,80.68,78.82
79.73,78.88,79.99,78.68
79.10,78.98,79.33,78.66
78.98,79.15,79.35,78.38
79.22,79.12,79.32,78.53
79.19,80.02,80.48,79.09
80.96,79.76,81.69,79.72
79.58,79.29,79.78,78.52
79.29,78.68,79.54,78.12
78.97,79.41,80.45,78.48
79.20,79.13,79.47,78.43
78.76,78.42,79.27,77.86
78.63,79.13,79.17,77.92
79.21,79.59,80.10,79.17
79.60,79.33,79.70,78.83
79.24,80.27,80.46,79.03
80.18,80.10,80.21,79.47
80.13,81.44,81.58,80.11
