RRGB,Red Robin Gourmet Burgers,NASDAQ
52.15,51.70,52.15,51.05
52.00,52.60,53.35,51.95
52.75,53.40,54.70,52.25
53.65,54.20,54.40,53.10
54.00,53.80,54.15,52.97
53.90,51.35,53.90,51.30
53.45,54.40,55.55,53.45
54.50,56.10,56.20,53.90
56.05,58.15,58.50,55.85
58.40,57.40,58.55,57.20
57.85,56.15,58.65,55.75
56.10,55.85,57.00,55.50
56.00,56.30,57.15,55.40
56.35,56.45,56.65,56.05
56.35,56.35,57.15,56.25
56.60,56.35,56.70,55.65
56.45,56.55,57.20,55.45
56.70,56.40,56.70,55.30
57.00,54.55,57.00,54.40
54.95,54.05,55.35,53.80
53.90,52.30,54.25,52.20
52.50,48.85,52.50,48.85
48.85,46.90,48.85,46.90
47.10,49.45,49.50,46.55
49.30,51.25,51.35,48.75
50.50,51.80,51.95,49.65
51.90,51.50,52.00,50.60
