WRLD,World Acceptance Corporation - Common Stock,NASDAQ
59.40,62.80,63.20,59.11
63.33,65.44,65.56,62.27
65.44,67.49,68.69,65.08
67.66,66.84,68.04,66.15
66.39,64.66,66.40,64.23
65.10,64.14,66.50,63.93
63.82,63.92,65.32,63.26
64.22,64.79,65.53,64.22
64.90,62.43,65.45,62.31
63.02,63.16,64.37,62.32
63.83,66.59,66.90,63.83
66.50,66.01,67.26,65.64
66.10,65.40,66.81,64.35
65.30,65.32,66.03,63.90
65.73,66.83,67.35,64.82
66.96,65.73,67.49,65.27
65.70,65.87,67.10,64.86
66.07,64.28,66.59,63.92
64.93,65.80,65.91,64.01
66.45,68.48,68.83,65.91
68.23,65.25,68.25,65.20
65.69,64.44,65.99,64.07
64.25,64.93,65.79,63.80
62.48,60.69,63.12,59.25
60.69,61.96,62.69,60.29
60.03,58.46,60.94,56.74
58.86,59.34,60.14,58.50
