RFG,Guggenheim S&P Midcap 400 Pure Growth ETF,NASDAQ
104.34,103.29,104.44,103.20
102.49,100.45,102.49,100.20
100.26,99.57,100.39,98.67
98.31,98.03,98.80,97.05
98.89,99.52,99.63,98.70
100.39,100.29,100.76,99.94
100.93,101.76,101.93,100.93
101.58,101.68,102.08,101.27
102.00,102.69,103.39,102.00
102.76,102.10,103.38,101.64
101.61,102.51,102.68,101.34
103.55,104.26,104.26,102.65
104.75,104.14,105.00,104.12
104.90,105.33,105.54,104.48
105.16,105.16,105.57,104.62
106.14,106.82,106.84,106.05
106.75,107.01,107.29,106.75
107.44,107.12,107.44,106.80
107.32,106.32,107.35,106.00
106.74,106.77,107.06,106.61
107.19,107.51,107.80,106.76
107.48,107.85,107.96,107.42
108.19,108.50,108.53,107.89
108.94,108.66,108.94,108.27
109.14,107.96,109.27,107.82
107.74,108.47,108.47,107.50
107.55,107.52,107.69,107.16
107.25,107.22,107.75,107.14
107.63,107.81,108.01,107.33
108.35,108.31,109.18,107.92
109.18,111.15,111.23,109.17
110.73,110.54,110.73,109.88
110.44,110.55,110.65,110.11
110.32,108.97,110.43,108.87
108.82,108.09,108.82,107.80
108.79,108.89,109.11,108.25
108.85,108.67,109.35,108.33
107.98,109.35,109.53,107.76
109.62,109.22,109.62,108.41
109.11,108.25,109.11,108.13
107.95,106.11,107.95,105.83
105.78,106.12,106.85,105.47
105.93,105.34,106.29,105.34
105.19,106.68,106.99,105.19
106.23,106.65,106.92,105.80
106.20,107.09,109.05,106.20
107.26,107.19,107.33,106.56
107.13,107.19,108.11,107.00
105.91,104.48,106.02,104.44
104.33,104.95,105.45,104.29
105.13,105.79,106.39,105.13
106.06,104.10,106.06,104.08
105.52,104.64,106.07,103.50
104.68,105.97,106.07,104.53
106.02,106.55,106.92,106.02
107.00,106.64,107.15,105.32
106.88,108.10,108.13,106.88
108.96,109.48,109.48,108.71
108.99,109.45,109.45,108.92
109.60,108.99,109.60,108.76
108.93,109.16,109.17,108.47
110.51,109.53,110.84,109.51
109.95,111.01,111.01,109.95
111.16,111.95,112.20,110.34
112.26,111.81,112.29,111.47
111.93,110.83,111.93,110.72
110.60,110.13,110.67,109.56
110.38,110.47,111.29,109.76
110.76,110.71,111.49,110.22
110.97,111.09,111.65,110.84
111.00,111.21,111.40,110.90
110.00,111.14,111.29,109.60
111.12,113.20,113.33,111.12
112.56,112.61,112.86,112.07
113.06,111.66,113.06,110.89
111.88,112.37,112.73,111.56
111.30,111.19,111.77,110.80
111.22,108.82,111.22,108.73
108.92,108.20,109.27,107.41
109.78,110.93,110.98,109.78
110.82,112.00,112.00,110.75
111.46,112.67,112.67,111.29
112.38,111.48,112.42,111.06
112.48,112.76,112.85,112.03
112.18,113.45,113.46,112.18
114.01,114.68,114.68,113.65
115.00,114.83,115.00,114.49
115.68,115.55,115.89,114.72
114.99,114.60,115.09,114.21
115.02,115.03,115.23,114.53
115.05,115.10,116.03,114.56
115.46,115.12,115.50,114.59
115.73,115.69,115.77,114.73
116.00,115.08,116.35,114.69
115.32,115.36,116.23,114.74
115.39,115.53,115.70,114.59
115.81,116.63,116.68,115.61
116.30,115.99,116.38,115.35
116.49,115.66,116.49,115.22
116.24,113.42,116.24,113.37
113.63,115.64,115.71,113.63
115.81,116.58,116.64,115.73
116.38,116.55,116.56,115.97
116.00,117.72,117.72,116.00
117.94,118.19,118.21,117.37
118.52,118.67,118.71,117.90
119.28,117.95,119.48,117.80
117.90,116.72,118.28,116.51
116.97,116.18,117.46,115.79
116.60,117.83,117.83,116.60
118.10,118.26,118.34,117.82
118.72,118.12,118.74,117.88
118.32,118.80,118.94,118.22
119.11,119.27,119.33,118.90
119.78,119.55,119.78,119.12
119.02,118.99,120.19,118.85
118.79,118.46,119.09,117.79
117.92,118.11,118.64,116.93
118.00,118.06,118.08,117.53
118.76,118.91,119.61,118.65
119.64,119.11,119.83,119.00
119.00,119.11,119.81,118.94
119.57,117.20,119.57,117.02
117.22,117.33,117.64,116.84
117.45,117.72,117.78,117.15
118.32,118.70,118.81,118.09
118.75,118.84,118.95,118.03
119.22,120.36,120.36,118.16
119.95,119.44,120.12,119.35
119.32,120.21,121.10,119.32
121.69,121.96,121.96,121.10
122.12,122.08,122.33,122.02
122.59,122.29,122.88,122.29
123.64,122.26,123.64,122.02
122.24,122.40,122.50,121.90
122.75,123.07,123.12,122.69
122.49,121.55,122.56,121.06
122.00,122.07,122.32,121.65
122.60,120.77,122.60,120.73
121.15,121.61,121.99,121.08
121.62,121.90,122.08,121.10
122.39,122.12,122.52,121.26
122.39,122.95,122.95,121.95
122.85,120.78,122.85,120.46
121.37,122.43,122.55,120.63
122.58,122.74,123.06,122.52
122.50,122.39,122.84,122.31
122.48,121.82,122.79,121.80
123.02,122.43,123.25,121.62
122.53,123.59,123.68,122.53
123.04,122.39,123.04,121.96
121.50,118.66,121.50,118.64
118.93,116.99,118.93,115.80
116.98,118.15,118.35,116.98
117.05,116.96,117.85,116.58
117.77,119.07,119.38,117.77
117.59,118.14,119.02,117.59
117.94,113.47,117.94,113.23
113.64,114.83,115.08,113.24
114.78,114.07,114.78,112.60
115.23,116.34,116.44,115.12
117.05,117.85,117.99,116.81
117.97,117.77,117.97,117.02
117.91,119.39,119.65,117.87
119.98,120.48,120.84,119.91
119.85,121.67,121.78,119.76
121.46,121.84,122.10,121.27
122.69,123.30,123.49,122.19
122.78,121.69,123.10,121.49
122.37,123.11,123.19,122.00
123.51,123.50,123.94,123.12
123.84,124.42,125.19,123.84
124.40,123.70,124.40,123.46
124.00,124.33,125.07,123.52
124.32,124.80,124.84,123.84
124.82,124.72,125.59,123.96
123.75,123.85,124.32,122.76
125.77,126.30,126.50,125.73
126.45,125.88,126.52,125.55
126.37,125.74,126.41,125.51
126.51,125.60,126.51,125.30
125.75,125.05,125.83,124.34
124.88,124.15,125.64,123.82
122.73,124.24,124.29,122.73
124.84,122.60,124.99,122.10
122.07,123.05,123.64,122.07
123.99,124.25,124.86,122.39
124.36,125.69,125.81,124.36
125.92,125.09,125.92,124.47
125.59,125.55,125.64,125.02
126.00,124.70,126.17,124.67
125.54,123.42,125.54,122.31
124.00,122.99,124.53,122.51
123.88,121.10,123.88,121.10
121.56,120.59,121.56,120.29
121.09,121.24,122.37,120.94
122.15,123.43,123.43,121.66
123.70,124.81,124.89,123.70
124.23,125.22,125.50,124.23
125.12,124.02,125.37,123.66
124.78,121.12,124.94,121.11
120.63,118.39,120.73,117.69
118.29,118.92,119.15,117.39
119.32,120.50,120.71,118.93
120.28,117.41,120.38,116.78
116.18,115.49,117.44,115.21
115.51,115.48,116.81,114.58
115.75,116.32,116.78,113.75
117.40,118.31,118.31,117.14
118.22,118.80,119.19,118.10
118.79,119.15,119.22,118.29
119.75,120.26,120.79,119.47
120.55,119.75,120.71,119.75
120.64,119.50,120.78,118.62
119.22,117.57,119.22,117.57
118.08,116.47,118.43,115.11
116.82,117.26,117.47,116.82
117.00,117.97,118.12,116.44
117.98,118.32,119.32,117.67
118.43,118.97,119.77,118.30
117.60,118.89,119.36,117.46
118.53,117.79,119.00,117.62
118.29,117.92,118.29,115.95
118.41,117.05,119.20,116.75
116.80,117.35,117.35,116.28
117.99,119.85,120.03,117.99
119.70,118.98,120.20,118.98
118.75,117.81,118.88,117.81
117.40,116.77,117.40,115.12
116.65,116.95,116.95,115.87
116.63,118.42,118.66,116.63
118.42,117.06,118.42,116.49
117.74,118.28,118.45,117.13
118.26,119.44,119.79,118.26
119.57,120.20,120.25,119.11
120.60,121.02,121.55,120.48
121.11,120.51,121.11,119.98
120.50,120.66,120.87,120.01
120.39,120.20,120.69,119.87
120.31,120.53,120.56,119.67
120.14,120.37,120.62,119.60
120.12,120.59,120.84,120.00
121.02,122.02,122.27,120.11
122.51,123.32,123.48,122.06
123.16,124.04,124.53,123.16
123.59,123.26,123.61,123.02
122.68,122.90,123.03,122.37
123.07,122.09,123.07,122.08
122.27,122.19,122.59,121.76
122.25,122.21,122.36,121.63
122.03,123.29,123.86,121.73
123.26,123.99,124.07,122.93
124.33,123.93,124.33,123.41
124.29,124.28,124.45,124.07
124.83,124.23,124.83,124.00
124.06,122.99,125.17,122.91
123.22,124.31,124.37,123.22
123.96,123.99,124.04,122.90
123.77,124.49,124.70,123.77
124.44,125.36,125.36,124.36
126.55,127.10,127.95,126.42
127.14,126.29,127.65,126.15
126.73,127.33,127.40,126.59
127.00,125.56,127.00,125.56
125.36,124.36,125.36,123.70
124.41,124.62,125.05,124.30
122.84,123.45,124.21,121.52
123.63,123.02,123.63,122.72
123.78,124.05,124.36,123.78
124.10,123.47,124.39,122.68
124.03,123.23,124.36,122.96
122.85,121.54,123.45,121.30
121.69,123.06,123.20,121.51
122.55,122.74,122.87,122.27
123.36,123.55,124.14,123.36
123.76,123.61,123.95,123.38
124.02,123.84,124.41,123.69
123.46,123.35,123.87,123.24
123.35,122.50,123.35,122.06
122.50,122.37,123.69,122.37
122.77,122.79,123.07,122.20
121.86,119.77,121.86,119.74
119.91,119.63,120.37,118.47
120.01,120.21,120.44,119.15
119.96,119.62,120.65,119.01
118.93,119.66,120.53,118.76
120.39,119.01,120.48,118.65
118.60,120.20,120.33,118.60
121.07,121.05,121.85,120.65
120.80,120.34,121.27,119.84
120.66,121.37,121.61,120.55
121.53,121.66,121.96,121.42
122.46,121.73,122.46,120.73
122.67,123.51,123.63,122.47
123.67,124.64,124.66,123.67
124.42,124.71,124.71,123.88
124.75,125.06,125.22,124.06
124.82,125.16,125.62,124.45
126.05,125.72,126.07,125.40
126.00,126.33,126.61,125.93
125.98,125.98,126.15,125.79
125.39,125.58,125.89,124.75
126.13,126.82,126.94,125.57
127.13,127.54,127.96,126.88
128.29,127.11,128.29,126.84
127.41,126.48,127.66,126.14
126.47,126.94,126.99,125.72
126.91,127.10,127.28,126.48
127.18,125.96,127.18,125.92
125.93,126.62,126.71,125.76
125.83,127.32,127.33,125.83
127.60,126.65,127.60,126.30
126.39,126.04,126.65,125.44
125.62,126.76,127.07,125.55
127.04,127.49,127.92,126.75
127.67,127.93,127.95,127.45
128.35,127.26,128.60,126.89
126.92,124.98,126.92,124.89
124.42,124.12,125.36,123.93
124.18,124.85,125.09,123.90
124.51,123.15,124.89,123.02
123.47,123.92,124.10,123.34
122.15,123.60,123.68,121.93
123.74,122.33,123.74,122.33
122.10,119.92,122.10,119.77
119.74,120.03,120.39,117.99
121.09,120.93,121.53,120.58
121.48,120.06,121.48,119.94
119.49,118.05,119.97,118.05
118.11,119.71,119.74,116.77
119.21,116.36,119.21,116.36
116.14,113.83,116.43,113.83
113.86,111.80,114.34,111.74
112.57,112.49,113.91,112.14
110.87,112.70,113.40,108.00
110.64,114.37,114.70,110.00
116.25,115.35,116.87,114.80
114.95,116.01,116.17,114.84
116.66,119.18,119.24,116.66
119.13,117.45,120.47,117.39
118.71,119.34,120.31,118.55
119.52,119.77,119.77,119.02
119.13,119.25,119.38,117.46
119.63,121.72,121.72,119.61
121.91,121.65,122.10,120.59
121.52,121.86,122.29,120.83
123.01,123.28,123.35,122.30
123.50,123.33,124.41,123.09
122.56,122.13,122.88,121.85
123.13,122.63,123.13,122.18
122.54,123.76,123.76,122.54
122.47,122.66,123.00,122.06
123.21,123.28,123.62,123.02
123.28,123.35,123.68,122.52
122.84,123.72,123.82,122.84
123.70,123.12,123.99,122.59
123.01,123.35,123.66,122.89
123.01,122.74,123.23,122.70
123.00,123.27,123.90,123.00
123.04,122.88,123.27,122.30
122.19,123.67,123.78,122.19
125.00,124.16,125.20,123.90
124.41,125.40,125.40,124.41
125.60,125.25,125.90,124.69
125.21,124.94,125.21,124.94
124.88,122.82,124.88,122.82
122.63,120.66,124.60,120.55
120.91,121.45,122.11,120.91
121.58,122.54,122.81,121.58
122.35,122.07,122.57,121.60
122.26,122.72,123.07,122.26
122.59,121.74,123.51,121.14
120.30,122.42,122.58,119.20
122.16,119.46,122.23,119.37
120.08,119.96,121.16,119.88
118.77,118.32,119.54,117.33
118.82,117.64,119.42,116.83
116.66,117.01,118.69,115.77
117.31,120.03,120.28,117.31
121.33,122.00,122.31,121.02
122.28,121.81,122.63,121.54
121.81,122.28,122.34,121.51
122.57,122.20,122.73,122.10
122.87,123.03,123.15,122.69
123.14,123.20,123.64,123.14
123.05,123.45,123.80,123.02
123.41,122.98,123.43,122.80
123.34,121.80,124.00,121.80
122.44,121.84,122.66,120.72
121.20,120.18,121.22,119.81
120.51,118.71,120.51,118.01
119.57,120.47,120.56,119.36
121.39,122.35,122.55,121.39
122.60,121.66,122.60,121.16
121.64,120.78,121.70,120.36
121.51,120.60,122.98,119.76
119.32,120.27,120.47,119.09
120.74,119.00,121.00,118.99
118.79,121.07,121.07,118.00
121.28,120.94,121.47,119.62
120.34,121.44,121.78,120.34
122.13,123.66,123.66,120.88
123.46,123.07,123.80,123.06
123.11,124.38,124.41,122.02
122.59,123.50,124.18,122.45
123.98,122.07,124.38,122.04
122.03,123.50,123.87,121.58
122.93,121.29,122.93,121.27
121.77,121.76,122.05,119.50
122.23,123.99,123.99,121.91
123.31,124.19,124.68,123.24
124.99,124.83,125.34,124.48
124.97,124.58,125.21,124.28
123.94,123.64,124.57,123.56
124.18,125.02,125.07,123.63
125.15,125.02,125.36,124.32
125.52,126.57,126.60,125.37
126.71,127.30,127.44,126.30
127.09,127.57,127.73,126.97
127.46,128.03,128.14,127.08
128.10,128.09,128.49,128.00
127.98,129.13,129.22,127.52
129.47,129.21,129.47,128.95
129.68,129.53,129.76,129.21
129.27,129.19,129.84,129.04
129.49,129.54,129.89,128.97
129.44,129.17,129.82,129.17
129.30,130.81,130.81,129.30
130.14,129.61,130.14,129.10
129.47,129.09,129.56,128.70
129.84,129.33,129.84,129.15
129.06,127.55,129.27,127.54
127.96,128.70,128.90,127.92
127.04,127.03,127.33,126.62
127.25,128.10,128.22,126.76
128.67,129.80,129.80,128.67
129.73,129.14,129.73,128.27
129.99,130.61,130.97,129.97
130.67,131.12,131.35,130.49
130.89,132.35,132.82,130.69
131.92,132.43,132.72,131.92
133.07,133.50,133.83,132.61
133.68,133.31,133.99,133.28
133.79,132.73,133.79,132.72
133.44,130.43,133.44,130.21
129.65,130.13,130.77,129.39
131.25,131.31,131.52,130.58
132.17,133.46,133.63,132.17
132.97,132.57,133.24,132.57
132.67,131.97,132.67,130.78
132.16,132.27,133.01,132.01
131.85,132.97,133.37,131.42
133.20,132.13,133.38,132.13
132.52,133.43,133.76,132.20
133.55,133.27,134.15,132.80
133.79,133.89,134.18,133.62
133.99,133.24,134.31,133.24
133.39,132.83,133.51,132.24
133.57,133.25,133.74,133.24
132.92,133.24,133.57,132.82
132.79,131.85,132.79,131.03
132.65,133.22,133.22,132.28
133.64,133.71,133.95,133.42
133.62,133.34,133.62,133.00
133.69,134.83,135.12,133.69
135.30,134.25,135.30,134.22
134.35,132.22,134.35,132.00
132.30,132.21,132.75,130.94
131.47,130.69,131.79,129.94
130.50,128.28,130.50,128.09
128.77,130.32,130.53,128.77
130.90,130.87,131.89,130.70
130.58,129.15,130.58,128.58
128.74,128.70,128.95,128.17
129.06,130.24,130.42,129.06
131.32,131.78,132.47,131.32
131.77,131.31,132.08,131.31
130.72,130.85,131.18,129.48
131.50,131.08,131.78,130.89
131.96,132.53,132.75,131.61
132.79,132.67,132.86,132.39
132.70,134.01,134.23,132.70
134.79,133.87,134.79,133.73
134.14,134.11,134.46,133.79
133.84,134.34,134.37,133.70
133.73,134.01,134.28,133.56
133.63,132.54,133.66,132.11
132.84,133.79,133.98,132.74
133.52,133.74,133.97,132.99
133.70,133.33,133.82,132.46
133.78,133.55,134.03,132.39
133.09,133.38,133.95,132.71
133.60,134.14,134.63,133.26
133.52,132.74,133.69,132.58
132.50,133.38,133.54,131.98
133.40,132.33,133.40,132.18
132.16,131.61,132.22,130.90
132.04,133.10,133.26,132.04
133.42,133.85,133.85,133.42
133.39,133.63,133.80,133.39
132.82,132.87,133.27,132.06
132.99,134.04,134.04,132.99
134.28,134.13,134.60,133.56
134.34,135.82,135.86,134.34
135.69,135.35,135.82,135.22
136.23,136.05,136.23,135.76
136.21,136.04,136.21,135.62
135.65,134.38,135.65,134.22
135.04,134.30,135.04,134.09
134.61,134.56,134.76,133.82
133.16,131.24,133.91,131.24
132.40,132.30,132.69,131.66
133.23,133.15,133.57,132.46
133.49,132.59,133.79,132.22
131.46,132.03,133.13,131.46
132.24,132.98,132.98,130.37
131.91,131.15,132.27,130.49
132.46,131.57,132.94,131.51
133.45,133.42,133.63,132.87
134.38,134.73,134.94,134.29
134.96,135.51,135.68,134.96
135.68,134.90,135.68,134.81
136.00,135.96,136.18,135.46
135.67,134.97,135.67,134.36
134.93,135.22,135.34,134.87
135.04,134.71,135.40,134.19
134.15,135.68,135.83,134.15
136.44,134.66,136.46,134.55
134.54,133.64,135.29,133.20
132.90,132.85,133.40,132.27
132.60,134.23,134.41,132.45
134.79,136.11,136.21,134.61
136.55,137.08,137.19,135.52
137.85,138.04,138.82,137.60
138.19,137.87,138.29,137.06
137.74,137.72,138.50,137.45
138.71,138.55,139.53,138.26
138.77,135.92,138.77,135.11
135.68,135.87,135.88,134.67
136.53,137.48,137.81,136.53
136.51,136.35,137.10,135.89
135.35,135.69,135.89,133.47
135.79,136.38,137.08,135.67
136.24,137.24,137.31,135.85
137.01,139.12,139.12,136.59
139.19,138.15,139.19,138.00
137.59,137.05,138.15,136.43
136.03,133.16,136.03,133.11
132.32,129.42,132.32,129.42
128.13,124.64,128.13,93.68
126.65,123.19,129.52,123.02
124.42,126.55,126.64,122.80
128.17,129.20,129.70,127.04
129.01,129.46,129.66,128.57
128.68,127.76,129.31,127.62
126.59,124.36,126.59,123.98
125.60,126.65,126.65,124.50
126.98,126.94,128.35,126.90
126.18,125.78,126.57,125.05
127.61,129.21,129.21,127.20
130.44,127.99,130.59,127.74
127.49,128.40,129.51,127.49
128.00,129.43,129.56,127.93
129.88,129.07,129.88,128.90
129.46,130.62,130.69,129.03
130.49,131.44,131.64,130.23
131.34,132.04,133.78,131.29
130.27,129.79,131.39,129.64
131.19,130.10,131.35,129.64
129.04,128.54,129.04,127.71
128.84,128.44,129.00,127.85
127.75,127.24,127.75,126.31
128.38,126.57,128.40,126.12
126.01,122.44,126.01,121.56
122.54,122.01,123.02,121.40
123.25,123.61,123.91,122.18
123.72,123.23,123.76,122.17
121.81,124.51,124.51,121.42
125.56,126.72,126.85,125.56
126.61,125.02,126.91,124.75
125.79,126.67,126.67,124.91
126.27,127.66,127.79,125.95
127.86,128.85,128.93,127.66
129.00,129.07,129.27,128.52
128.35,127.49,129.62,127.41
127.56,126.15,127.81,126.11
126.58,128.30,128.30,126.46
128.53,128.71,128.83,127.90
128.27,129.68,129.92,128.27
129.44,129.19,130.09,128.81
129.52,127.81,129.52,127.42
128.56,128.48,128.95,127.51
127.97,128.24,128.30,127.14
128.25,128.40,128.45,127.56
127.84,127.30,128.23,126.42
127.32,129.51,129.51,127.05
128.81,128.56,129.11,128.39
128.67,128.41,128.83,128.35
128.51,130.07,130.34,128.51
129.94,129.76,130.20,129.11
130.15,129.43,130.15,128.98
129.47,129.91,129.99,128.79
129.86,129.92,130.03,128.42
129.84,128.78,129.92,127.81
128.39,129.43,129.43,128.31
129.40,128.64,129.64,128.64
127.90,126.04,127.90,126.04
125.71,124.66,126.00,124.58
124.48,126.21,126.21,124.47
126.39,126.05,127.40,125.93
126.47,128.34,128.39,126.46
128.25,127.97,128.34,127.66
128.41,128.74,129.20,128.32
128.66,129.19,129.73,128.66
128.49,129.65,129.91,128.08
129.75,130.38,130.54,129.75
130.53,130.94,131.04,130.53
131.16,130.09,131.21,130.03
130.61,131.48,131.53,130.36
131.59,130.44,131.82,130.31
130.83,127.50,130.92,127.05
127.62,129.59,129.67,127.62
129.43,128.60,129.43,128.18
127.88,127.99,128.25,126.98
127.72,125.75,128.35,125.68
125.95,126.05,126.69,125.80
124.55,123.94,125.05,123.76
123.80,123.13,123.85,122.23
123.94,124.55,124.76,123.94
125.10,125.96,126.22,124.45
126.23,124.36,126.23,124.36
124.13,122.55,124.13,122.55
123.34,123.29,123.66,122.44
123.69,124.15,124.34,122.77
124.76,124.82,125.16,124.38
125.10,125.35,125.67,124.91
124.51,125.31,125.31,124.02
126.07,126.49,126.78,125.74
126.39,125.43,126.55,125.43
125.09,124.69,125.64,124.34
122.06,121.84,122.06,120.75
122.27,121.79,122.52,121.52
120.14,120.34,121.19,119.69
118.04,117.66,119.39,117.27
117.92,115.71,118.28,115.55
115.96,114.68,116.13,113.65
115.75,115.70,116.20,114.22
116.21,112.02,116.21,111.49
112.48,113.62,114.23,110.54
110.92,111.72,111.88,109.53
112.64,111.06,112.81,110.13
109.01,111.22,112.64,106.66
111.64,110.93,112.61,110.40
112.55,113.98,113.98,112.55
113.43,111.14,113.43,111.13
111.71,112.98,113.10,111.63
112.57,111.35,113.11,110.76
112.33,110.76,112.33,110.43
111.28,115.02,115.02,111.28
114.18,115.47,116.07,114.18
114.04,112.55,114.04,112.30
113.48,112.17,113.48,110.11
111.76,112.45,112.66,111.60
112.11,108.98,112.11,108.66
107.62,105.84,107.62,104.63
103.90,105.90,106.83,103.90
106.70,106.68,108.71,106.52
105.17,105.81,106.31,104.73
106.73,107.74,107.93,105.99
109.17,110.76,110.88,108.97
111.70,112.91,113.23,111.70
112.85,111.44,113.03,111.27
110.88,111.78,111.87,110.52
112.95,113.50,113.68,112.95
113.03,112.74,113.33,112.73
111.77,113.89,114.06,111.36
114.46,115.10,115.10,113.86
115.71,115.78,115.98,115.28
115.68,115.13,116.59,115.13
115.98,117.93,117.93,115.87
117.73,118.60,118.60,117.38
117.97,119.26,119.26,117.78
119.50,120.04,120.11,119.05
119.37,119.78,120.39,119.16
119.27,117.68,119.27,117.48
117.58,117.67,118.09,117.19
118.23,116.91,118.30,115.85
117.78,119.04,119.22,117.78
118.64,118.58,118.79,118.20
117.88,117.29,118.16,117.10
116.91,118.44,118.52,116.91
118.10,118.87,119.16,117.56
118.65,119.81,120.04,118.65
119.66,119.55,119.66,118.94
118.85,119.37,119.95,118.85
119.28,117.77,119.28,117.77
117.10,117.63,117.74,116.98
118.19,118.11,118.53,117.44
117.83,120.76,120.76,117.68
121.26,120.67,121.26,120.43
120.79,120.92,121.46,120.75
120.29,121.79,121.79,119.96
121.51,120.25,121.51,120.19
119.82,119.14,119.82,119.02
119.11,120.82,120.82,119.11
119.72,118.73,119.72,118.41
119.82,119.26,120.08,118.85
119.77,118.62,120.35,118.56
118.65,119.46,119.50,118.24
120.14,122.40,122.45,120.14
122.18,122.29,122.92,121.96
122.01,122.58,122.60,121.88
122.13,123.25,123.42,122.13
123.71,123.20,124.03,122.63
123.57,124.06,124.52,123.22
124.12,123.34,124.53,123.30
123.59,124.01,124.28,123.35
123.79,123.46,123.79,123.22
123.74,124.34,124.39,123.55
124.44,124.60,124.79,123.66
123.64,122.08,123.93,121.95
121.53,120.91,122.20,120.00
121.46,122.22,122.27,121.09
121.43,120.61,121.43,120.17
120.00,119.78,120.44,119.55
120.33,119.62,120.33,119.49
119.92,119.97,120.09,118.24
120.27,120.67,121.13,120.24
121.21,121.92,121.92,120.78
121.36,120.51,122.00,120.51
120.95,120.35,120.95,119.26
119.96,119.39,120.49,118.93
119.46,120.35,120.78,119.46
120.04,118.84,120.43,118.58
118.45,119.03,119.93,118.02
118.10,118.59,118.84,117.62
118.99,120.55,120.55,118.99
120.40,120.23,120.77,120.10
120.74,122.67,122.83,120.74
122.98,123.04,123.34,122.81
122.97,122.99,123.19,122.69
122.99,124.43,124.43,122.99
124.95,124.51,124.95,124.00
123.79,125.00,125.12,123.76
124.79,125.73,125.73,124.68
129.17,124.62,129.17,123.96
124.89,125.16,125.54,124.60
125.07,125.50,125.81,124.98
125.41,125.94,126.08,125.38
125.08,125.16,125.35,124.78
123.98,123.02,124.22,122.78
122.86,121.56,123.14,121.55
121.44,121.12,121.44,120.53
121.41,121.36,121.97,121.34
120.55,121.15,121.25,119.71
121.03,120.24,121.03,119.80
121.60,121.44,122.55,121.44
121.74,121.18,121.74,120.73
121.23,120.81,121.86,120.77
122.14,123.14,123.14,122.13
118.43,118.02,120.14,117.35
117.06,114.73,117.06,113.86
115.65,116.99,117.01,115.65
118.35,119.56,119.56,118.35
119.73,121.56,121.56,119.48
121.64,121.58,122.39,121.28
121.24,120.48,121.24,119.91
119.82,121.61,121.61,119.78
121.92,122.33,122.73,121.65
123.24,124.67,124.83,123.24
125.20,125.52,125.77,125.06
126.23,126.54,127.00,126.06
127.12,126.19,127.29,126.09
127.14,126.52,127.14,126.48
126.80,126.31,126.80,126.11
126.44,126.49,126.85,126.20
126.50,126.26,126.64,126.07
126.67,127.15,127.32,126.26
127.11,126.15,127.26,125.86
125.87,126.56,126.71,125.25
126.54,126.46,126.76,126.14
126.46,126.92,127.05,126.23
127.18,126.36,127.18,126.07
126.52,127.02,127.18,126.42
126.72,127.09,127.24,126.21
126.97,127.38,127.93,126.67
127.08,125.53,127.08,125.39
125.46,126.03,126.04,125.39
126.38,126.18,126.87,125.96
126.75,127.23,127.41,126.75
127.13,126.80,127.50,126.62
126.90,127.01,127.22,126.89
126.91,126.73,126.96,126.42
126.89,126.61,127.00,126.28
126.51,126.74,126.80,126.38
127.04,127.51,127.82,126.82
127.16,126.36,127.16,126.36
126.23,125.66,126.23,125.00
125.83,126.24,126.50,125.83
125.43,126.39,126.45,125.43
126.24,126.53,126.73,125.97
127.00,127.49,127.63,127.00
126.82,126.30,127.40,126.22
125.84,126.53,127.01,125.84
126.62,126.30,127.16,125.76
126.21,127.26,127.69,126.21
127.17,127.55,127.55,126.99
127.45,127.08,127.45,126.46
127.11,127.13,127.17,126.39
127.70,128.33,128.33,127.70
128.54,127.70,128.54,127.47
127.42,128.18,128.18,127.42
127.93,127.70,127.93,127.59
126.50,124.30,126.50,124.30
123.55,125.89,126.00,123.55
124.94,124.03,125.36,123.31
124.06,123.80,124.64,123.58
123.82,125.24,125.35,123.82
124.62,124.49,124.68,124.28
124.98,124.87,125.84,124.63
125.36,124.51,125.42,124.45
124.45,125.25,125.25,123.94
125.82,126.59,126.71,125.82
126.35,125.60,126.46,125.60
124.94,124.86,125.09,124.65
124.55,125.20,125.27,124.25
124.36,125.17,125.17,123.92
124.89,123.51,124.89,123.48
123.99,124.73,125.20,123.99
124.16,124.23,124.31,123.83
124.24,123.53,124.50,123.45
124.38,124.26,124.93,124.15
123.83,124.52,124.60,123.83
124.53,123.96,124.60,123.24
124.51,124.79,125.38,124.51
124.33,122.43,124.33,122.07
122.04,122.73,122.98,121.78
121.58,122.21,122.56,121.00
122.77,122.10,122.86,121.92
122.06,121.81,122.10,121.73
122.55,122.53,123.12,122.40
122.49,122.69,122.97,121.98
122.41,121.93,122.41,121.53
121.12,121.95,121.95,121.12
122.51,122.89,123.30,122.51
122.50,121.77,122.50,121.56
120.80,120.35,120.97,120.27
119.96,118.82,120.44,118.69
118.82,118.80,119.76,118.76
119.32,119.33,119.46,118.75
119.46,118.54,119.46,117.74
117.97,117.43,118.40,117.37
117.67,116.94,117.69,116.89
116.86,117.34,118.37,116.86
119.14,119.69,119.80,119.06
119.40,119.72,120.37,118.78
118.41,121.12,121.36,116.97
121.96,121.00,122.84,120.60
120.83,122.63,122.63,120.70
123.35,123.78,124.12,123.22
123.70,124.66,124.78,123.70
124.33,124.86,124.96,124.33
124.96,126.37,126.38,124.96
126.57,126.41,126.58,126.10
126.75,127.01,127.14,126.64
127.12,127.42,127.42,126.69
127.01,128.01,128.01,127.00
128.23,128.19,128.39,128.07
128.11,127.28,128.11,127.20
127.29,127.52,127.90,127.29
128.11,126.65,128.11,126.56
126.81,125.21,126.90,125.02
