FVE,Five Star Quality Care,NASDAQ
2.35,2.45,2.45,2.35
2.55,2.60,2.65,2.45
2.60,2.65,2.70,2.50
2.65,2.80,2.85,2.60
2.75,2.80,2.85,2.75
2.75,2.45,2.78,2.45
2.45,2.50,2.58,2.45
2.50,2.80,2.85,2.46
2.75,2.80,2.85,2.66
2.80,2.95,2.95,2.70
2.90,2.90,2.95,2.80
2.85,2.90,2.95,2.80
2.85,2.80,2.86,2.70
2.75,2.75,2.80,2.65
2.70,2.65,2.70,2.61
2.65,2.70,2.75,2.65
2.70,2.70,2.70,2.55
2.65,2.65,2.78,2.55
2.80,2.70,2.80,2.65
2.65,2.70,2.85,2.65
2.65,2.65,2.75,2.65
2.65,2.65,2.70,2.60
2.65,2.75,2.75,2.60
2.75,2.75,2.80,2.70
2.75,2.70,2.75,2.70
2.70,2.70,2.75,2.70
