MDY,SPDR MidCap Trust Series I,NASDAQ
299.48,302.24,302.25,298.98
302.26,305.70,307.00,302.00
306.33,309.09,309.59,305.85
309.17,308.39,309.55,307.75
307.58,306.64,309.22,305.73
308.03,307.22,308.36,305.59
307.07,303.34,308.02,302.97
304.03,304.68,306.53,302.80
303.50,302.93,305.89,302.33
303.45,304.66,304.90,303.22
305.73,306.45,306.75,305.08
306.23,305.06,306.62,304.99
305.05,303.24,305.23,302.38
303.30,303.92,304.07,303.09
304.16,305.12,305.85,304.01
305.39,302.02,305.86,301.57
302.31,302.91,303.69,301.78
303.71,301.73,303.71,301.05
304.68,303.36,305.47,301.43
304.27,308.16,308.44,304.14
307.09,305.74,307.96,304.56
306.06,305.45,307.02,304.95
304.96,303.53,305.31,303.01
303.86,305.50,306.59,303.57
305.73,306.73,306.73,304.52
306.08,304.96,306.08,301.67
305.70,306.65,307.84,305.69
