ROSG,Rosetta Genomics Ltd. - ordinary shares,NASDAQ
0.60,0.60,0.62,0.58
0.61,0.62,0.63,0.58
0.61,0.62,0.62,0.60
0.61,0.62,0.63,0.61
0.61,0.61,0.62,0.61
0.60,0.61,0.63,0.60
0.60,0.57,0.61,0.57
0.58,0.57,0.59,0.57
0.58,0.57,0.59,0.56
0.58,0.56,0.58,0.53
0.56,0.53,0.56,0.51
0.53,0.51,0.54,0.50
0.51,0.50,0.52,0.50
0.50,0.47,0.50,0.43
0.47,0.47,0.49,0.46
0.45,0.47,0.47,0.45
0.42,0.46,0.49,0.41
0.45,0.44,0.48,0.44
0.44,0.44,0.46,0.43
0.43,0.42,0.45,0.41
0.45,0.45,0.45,0.44
0.44,0.48,0.49,0.44
0.48,0.48,0.50,0.47
0.50,0.49,0.50,0.48
0.50,0.49,0.50,0.49
0.49,0.53,0.54,0.47
0.55,0.55,0.56,0.53
0.55,0.56,0.58,0.51
0.56,0.57,0.58,0.52
