GD,General Dynamics Corporation Common Stock,NASDAQ
76.98,76.23,77.63,76.13
76.81,76.20,77.21,76.20
76.04,76.48,77.10,75.63
76.97,76.42,77.12,76.10
77.20,77.89,77.97,76.69
78.34,78.67,79.01,78.03
78.44,78.33,78.93,78.27
78.06,79.01,79.37,77.96
78.21,78.07,78.73,77.60
77.91,78.34,78.59,77.40
79.04,79.42,79.57,78.62
79.91,79.72,80.15,79.38
80.21,79.86,80.54,79.72
79.99,80.60,80.96,79.92
81.33,82.45,82.72,81.22
82.28,82.60,83.06,82.23
82.65,83.56,83.58,82.55
83.63,83.01,83.88,82.95
83.03,82.93,83.44,82.62
83.25,83.72,84.15,83.09
83.81,84.40,84.67,83.54
84.16,84.23,84.81,83.93
84.45,84.03,84.56,83.78
85.02,85.31,86.60,84.94
85.40,85.80,85.92,84.63
85.32,85.86,85.86,85.05
84.80,85.02,85.33,83.99
85.17,85.65,86.01,85.00
85.50,85.34,86.17,85.07
85.80,86.81,86.97,85.76
86.68,87.49,87.54,86.44
87.04,87.69,87.82,86.55
87.28,87.34,87.85,87.23
87.30,87.02,87.54,86.79
87.38,87.02,87.80,86.86
87.03,86.92,87.28,86.46
86.63,85.77,86.71,85.74
85.81,86.00,86.19,85.28
86.03,85.29,86.04,85.16
84.44,83.81,84.78,83.72
83.48,83.75,84.30,83.41
83.43,84.15,84.55,83.41
84.14,84.11,84.78,84.06
84.00,83.71,84.27,83.54
84.00,84.50,84.69,83.87
84.47,84.61,84.71,84.19
84.67,84.24,85.20,84.24
83.74,82.91,84.35,82.73
82.87,82.85,83.36,82.23
82.69,83.58,83.77,82.46
83.64,83.25,83.71,83.01
84.32,84.35,84.74,83.97
84.13,84.99,85.09,84.02
84.84,84.99,85.05,84.33
85.11,84.57,85.17,83.76
84.76,85.28,85.49,84.76
85.60,86.74,86.76,85.52
86.30,86.90,86.99,86.11
87.02,86.63,87.13,86.39
86.86,87.13,87.28,86.31
87.57,88.07,88.33,87.43
86.65,89.14,89.20,86.65
89.00,89.39,89.78,88.09
89.38,89.65,89.94,88.90
89.62,88.15,89.71,88.10
88.06,87.91,88.61,87.61
87.85,87.93,88.33,87.77
88.04,87.74,88.16,87.58
87.68,88.25,88.46,87.57
87.90,88.29,88.38,87.73
86.25,87.52,87.91,86.17
87.45,88.48,88.49,87.44
88.04,87.51,88.04,86.67
87.46,85.98,87.46,85.19
85.87,85.91,86.28,85.41
85.36,86.17,86.81,85.25
86.31,84.97,86.49,84.92
84.52,84.28,84.90,83.61
85.03,87.41,87.41,84.95
87.41,87.76,87.77,87.14
87.13,87.81,87.94,86.79
87.89,86.85,88.00,86.51
87.16,87.55,87.63,86.94
87.47,88.38,88.50,87.18
88.47,88.40,88.55,87.92
88.60,88.00,88.74,87.93
88.45,88.16,88.69,87.99
88.89,86.23,88.98,85.83
86.20,87.12,87.15,85.79
86.92,88.26,88.30,86.55
88.11,87.65,88.16,87.34
87.82,87.88,87.92,87.10
88.09,86.49,88.45,86.35
86.62,86.63,86.93,86.13
86.85,87.15,87.73,86.66
87.46,87.08,87.57,86.96
87.05,87.10,87.54,86.76
87.59,87.67,87.85,87.20
87.71,86.80,87.99,86.74
86.76,87.20,87.46,86.59
87.22,87.17,87.31,87.04
86.76,86.73,87.25,86.64
86.51,87.08,87.15,86.36
87.50,87.94,87.94,87.21
87.82,88.71,88.78,87.29
89.00,89.30,89.93,88.91
89.17,89.81,89.93,89.05
89.90,89.62,90.42,89.30
90.00,91.10,91.16,89.83
90.94,92.15,92.22,90.72
92.31,91.68,92.49,91.30
91.72,91.92,92.29,91.69
91.99,92.27,92.75,91.92
92.33,91.66,92.50,91.57
91.40,91.22,92.08,91.02
91.09,90.34,91.36,90.02
90.00,89.48,90.77,88.85
89.28,89.23,90.26,89.10
90.06,90.79,90.79,89.78
90.89,90.53,90.98,90.41
90.23,90.55,90.96,89.99
90.74,89.70,90.90,89.18
89.47,89.89,90.10,89.41
89.89,90.26,90.62,89.38
90.48,90.92,91.34,90.29
91.27,91.44,91.50,91.01
91.40,93.55,93.61,91.01
92.95,92.66,93.13,92.05
92.64,93.37,93.91,92.64
93.85,93.18,93.91,93.01
93.32,93.77,93.77,93.14
93.95,94.84,94.94,93.95
94.49,95.00,95.04,94.45
94.97,95.10,95.10,94.66
94.74,95.55,95.76,94.36
94.85,94.75,95.53,94.54
94.76,94.74,95.37,94.34
94.95,94.46,95.27,94.03
94.70,95.26,95.66,94.67
95.16,94.72,95.30,94.20
95.02,95.23,95.97,94.99
95.60,95.10,95.64,94.53
94.89,95.01,96.28,94.70
95.44,95.96,95.96,95.00
95.23,95.59,96.65,94.93
95.45,95.40,95.83,95.18
95.40,95.47,95.92,95.33
95.84,95.30,96.87,95.21
96.12,99.65,100.60,93.85
99.96,101.55,101.80,99.93
100.04,98.31,100.21,98.10
97.86,99.95,100.37,97.86
100.02,100.50,101.73,100.02
99.78,99.01,99.99,98.43
99.14,100.49,100.71,99.11
99.21,101.31,102.18,98.83
101.00,98.47,101.77,98.40
100.82,99.68,101.59,98.75
99.26,98.88,99.84,97.58
100.15,101.22,101.59,99.62
101.87,104.19,104.58,101.51
103.20,102.51,103.64,102.44
102.76,103.22,103.75,102.56
103.29,103.66,103.81,103.04
103.04,103.73,104.01,102.90
103.62,106.35,106.45,103.22
106.08,106.77,107.22,105.58
106.33,105.26,107.25,105.05
105.65,107.75,108.00,105.53
108.07,107.45,108.21,107.06
107.27,108.76,109.57,107.00
108.61,108.27,109.26,107.98
108.24,108.03,108.70,107.39
107.98,108.98,109.04,107.41
109.04,109.54,110.25,108.79
108.06,110.61,110.98,107.73
111.13,112.66,113.57,111.10
112.40,111.84,113.10,111.69
110.81,111.45,112.13,110.72
110.83,111.49,112.09,110.62
110.52,110.41,111.28,110.01
109.84,108.99,110.63,108.92
108.50,109.38,109.46,108.04
109.58,107.99,110.32,107.30
107.85,107.63,108.47,107.21
106.36,108.41,108.92,106.29
108.89,109.40,109.64,108.68
109.66,108.02,110.33,107.48
107.95,107.25,108.38,106.87
108.28,107.08,108.44,107.04
107.50,106.58,107.96,105.66
107.13,107.65,108.52,106.81
108.19,106.66,108.82,106.66
106.20,106.37,107.23,105.50
106.43,107.70,108.08,106.38
108.50,108.92,109.18,108.19
109.16,109.68,109.74,108.66
109.77,110.61,111.21,109.75
110.96,110.89,111.32,110.20
111.35,108.29,111.83,108.01
108.29,107.65,109.25,107.14
107.65,106.38,108.00,106.10
106.15,108.04,108.18,106.05
108.27,105.71,108.70,105.65
105.37,104.99,106.14,104.94
105.41,105.13,106.02,104.22
105.45,106.70,106.92,104.70
107.45,108.18,108.19,106.69
108.43,109.06,109.49,107.61
109.19,109.30,109.60,108.42
109.36,108.04,109.91,108.01
108.37,111.58,112.10,106.54
111.80,110.42,111.99,109.92
110.00,109.01,110.39,108.73
109.87,107.39,109.91,106.58
108.54,108.26,109.08,108.13
108.38,109.45,109.90,107.84
109.51,109.77,110.79,109.18
109.97,111.01,111.69,109.71
110.60,111.88,111.99,110.41
111.34,111.72,112.23,111.17
112.00,111.96,112.37,111.21
111.97,111.93,112.56,111.43
111.86,112.79,112.79,111.08
113.00,114.85,114.94,112.93
115.00,115.29,115.96,114.75
115.34,114.66,115.87,114.57
114.56,113.22,114.83,113.09
113.32,113.56,113.70,112.43
112.93,114.82,115.00,112.82
114.04,113.08,114.56,112.63
113.28,114.65,114.73,113.26
114.70,114.98,115.24,114.31
115.03,115.49,115.88,114.98
115.75,116.35,116.48,115.49
116.07,117.56,117.75,115.56
117.53,117.97,118.19,116.83
117.70,118.12,118.22,116.97
118.11,118.02,118.48,117.63
117.00,118.36,118.76,117.00
118.32,118.36,118.66,117.86
118.75,120.89,120.91,118.67
120.77,120.83,121.54,120.48
121.00,120.62,121.68,120.29
120.55,120.82,121.09,119.99
120.32,119.87,120.74,119.61
119.77,118.46,120.07,118.12
118.76,119.14,119.57,118.26
118.90,119.20,119.71,118.70
119.26,119.10,119.38,118.19
119.32,119.64,119.79,118.46
119.66,120.04,120.17,118.98
119.70,119.55,120.10,119.44
119.82,118.74,119.82,118.43
118.11,116.69,118.85,116.63
116.70,117.22,117.41,116.20
117.29,116.98,117.37,116.16
116.78,117.50,117.75,116.75
117.41,116.55,117.56,116.38
115.17,116.45,117.07,114.66
116.19,115.50,116.45,115.13
116.05,116.02,116.52,115.75
116.17,115.75,116.23,115.34
115.67,114.80,115.75,114.32
115.00,115.62,115.68,114.53
114.07,115.53,116.12,114.04
115.67,116.85,117.02,115.31
117.09,116.68,117.45,116.41
116.89,117.51,118.10,116.87
117.96,117.51,118.15,117.15
117.06,116.10,117.55,116.05
116.65,117.64,117.88,116.51
117.48,118.35,118.47,117.10
118.71,118.55,119.14,118.35
120.35,120.73,121.11,119.11
120.72,121.48,121.93,120.65
120.96,121.14,122.17,120.86
120.71,120.48,121.11,119.71
120.48,119.18,120.71,119.18
119.23,119.21,119.98,118.55
118.33,116.77,118.87,116.45
116.42,117.38,118.08,116.42
117.38,117.23,117.60,115.91
117.00,116.35,118.50,116.16
115.56,114.75,115.99,114.60
114.74,114.39,116.10,114.10
114.60,117.16,117.29,114.60
117.86,117.82,118.51,117.42
117.72,117.22,118.60,116.86
117.85,119.12,119.30,117.64
119.35,119.12,119.93,119.05
119.55,119.34,120.00,118.55
120.20,121.18,121.49,120.17
121.40,121.81,121.98,121.30
121.65,123.48,123.75,121.49
123.47,123.68,124.25,123.13
123.67,123.85,124.38,123.12
124.19,124.42,124.85,123.63
124.66,124.40,124.89,124.26
124.60,123.99,124.76,123.68
123.70,123.39,123.79,122.94
123.05,123.25,123.60,122.64
123.35,122.66,123.84,122.54
123.55,124.93,124.98,123.47
124.95,124.70,126.22,124.51
124.73,125.45,125.50,123.56
125.26,125.77,126.45,125.04
125.77,126.26,127.02,125.72
126.13,127.42,127.69,126.03
127.09,126.62,127.20,126.34
126.61,126.40,126.69,125.80
126.34,126.85,127.13,125.78
126.60,127.75,128.34,126.18
128.00,128.24,128.90,127.33
128.60,129.28,129.43,128.56
130.00,129.45,130.17,129.01
129.27,128.02,129.38,127.89
127.62,125.97,128.03,125.88
126.14,126.98,127.20,125.90
126.87,125.01,127.00,124.70
125.47,127.70,127.95,125.24
126.80,127.49,128.48,126.59
127.50,127.09,128.39,126.89
126.17,124.29,126.22,124.11
123.08,121.80,123.65,120.56
122.62,123.54,123.79,122.43
124.16,123.11,124.92,122.39
122.80,120.69,122.95,120.66
120.27,123.15,123.32,119.54
123.19,121.50,123.36,120.96
121.67,121.22,122.45,120.55
122.19,118.27,123.09,118.16
118.53,118.61,120.15,118.13
117.60,117.98,118.67,114.73
115.99,117.85,118.64,115.63
119.01,120.87,121.50,119.01
120.51,121.30,121.35,120.28
121.19,123.89,124.19,121.19
127.18,126.31,128.22,125.59
128.59,130.34,131.44,128.47
130.34,132.50,132.54,129.86
132.33,133.09,133.29,131.84
133.80,136.60,136.60,133.74
136.42,136.45,136.92,135.60
135.56,138.29,139.02,134.67
139.79,139.76,140.78,138.63
139.76,139.72,140.42,138.72
139.65,140.79,140.89,139.30
141.14,141.95,142.38,140.27
142.00,141.56,142.57,141.36
141.50,140.14,141.73,139.73
140.30,140.82,141.47,139.92
141.05,141.30,142.12,141.01
140.88,141.30,141.65,140.71
140.98,142.71,143.50,140.89
142.61,142.66,143.42,141.55
142.21,142.05,142.94,141.70
142.24,143.93,144.70,141.93
143.51,143.37,143.64,142.47
142.76,143.75,143.93,141.97
145.35,144.59,145.72,144.27
145.09,144.88,145.92,144.64
145.40,144.60,145.44,144.56
144.90,144.53,145.05,144.39
145.31,145.36,146.13,145.03
145.00,143.76,145.20,143.70
144.09,144.22,144.64,143.87
144.75,145.13,145.39,144.33
145.32,144.88,145.32,144.10
145.00,145.15,145.50,144.72
145.25,144.96,145.63,144.30
143.56,145.02,145.65,142.94
144.66,141.14,144.83,140.94
141.76,142.40,143.35,141.67
141.01,137.41,141.29,137.34
137.67,135.61,138.60,135.49
135.43,136.40,138.95,135.05
136.60,137.23,137.87,135.48
138.72,139.82,140.25,138.72
140.12,139.83,140.84,139.75
140.68,141.40,142.01,140.21
142.14,141.31,142.38,141.17
141.60,141.54,142.05,141.43
141.93,141.39,142.08,141.30
141.00,140.67,141.31,140.23
140.62,139.63,140.73,139.45
139.20,137.62,139.89,137.51
138.47,138.45,139.05,137.16
137.96,135.56,138.63,135.38
135.78,135.72,136.61,134.18
135.79,135.20,136.67,134.97
136.13,138.46,138.57,135.97
138.37,138.97,139.51,137.38
139.59,137.90,139.60,137.53
139.51,137.79,140.75,136.69
135.83,137.35,137.82,135.40
138.16,137.71,138.48,136.74
137.49,139.07,139.15,136.81
139.09,138.09,139.89,136.61
138.31,138.89,139.34,137.81
139.42,141.21,141.56,138.46
141.16,141.32,142.41,140.33
141.13,140.06,141.13,139.51
138.33,137.20,138.75,137.05
139.00,136.40,141.92,136.13
136.32,134.48,136.84,133.04
132.83,133.21,135.11,132.63
133.89,136.12,136.49,132.50
136.90,138.95,139.10,136.47
138.75,138.53,139.87,138.26
138.56,138.69,139.20,138.02
138.69,139.29,140.35,138.30
138.65,136.94,139.26,136.63
138.73,138.16,138.73,136.70
138.09,137.21,138.24,136.32
137.27,138.15,138.55,137.06
137.70,137.61,138.20,136.97
137.31,138.05,138.26,136.26
137.74,138.66,138.90,137.64
138.34,139.51,139.92,138.01
139.32,142.24,142.55,139.04
141.74,141.26,142.05,140.77
140.88,141.68,142.06,140.82
141.68,140.14,141.68,139.98
140.20,139.43,140.64,139.00
139.06,138.78,139.54,138.73
138.78,139.80,140.62,138.78
139.12,137.09,139.17,136.35
136.53,136.25,137.53,136.03
136.21,136.43,137.28,135.74
135.66,134.60,136.21,134.48
134.37,135.92,136.56,134.07
134.51,132.69,134.99,132.63
133.45,132.30,133.77,132.07
132.54,133.67,134.07,132.54
133.54,132.19,134.85,131.33
132.94,134.97,135.02,132.81
134.27,134.13,134.55,133.40
133.50,136.12,136.29,132.45
135.56,135.28,136.27,135.02
135.60,135.41,137.30,134.90
136.45,135.88,137.03,135.83
135.84,135.20,137.17,135.12
135.88,133.76,136.53,133.67
132.99,134.53,135.05,132.28
134.35,135.04,135.32,134.14
135.66,137.51,138.05,135.18
136.48,135.73,137.00,135.67
135.07,133.98,135.14,132.68
134.09,133.73,135.18,133.62
133.26,135.51,136.08,133.01
135.80,135.00,136.21,134.95
134.20,135.24,135.71,134.20
135.29,135.78,136.55,134.71
136.22,135.91,136.82,135.55
135.64,134.77,136.40,134.55
134.65,133.10,134.77,132.14
133.67,132.60,134.42,132.48
132.29,133.15,133.85,131.47
132.57,131.27,132.57,130.91
132.05,133.28,133.88,131.94
133.82,133.14,134.12,132.71
133.02,133.71,133.98,132.00
133.02,132.80,133.35,132.27
132.80,134.10,134.20,132.52
134.49,133.56,134.66,133.37
133.28,133.48,133.66,132.20
136.69,138.53,140.19,136.18
137.91,137.32,139.16,136.79
137.82,140.14,140.31,137.81
139.84,140.60,140.99,138.93
140.55,137.98,140.55,137.56
138.60,137.63,138.72,137.16
137.50,138.30,138.39,137.06
140.10,141.66,141.96,138.75
141.50,140.22,141.50,140.17
139.14,139.43,139.86,138.45
140.00,139.02,140.38,138.76
140.00,140.94,141.12,139.90
141.00,140.11,141.42,139.87
140.20,140.28,140.73,139.87
140.22,140.05,140.80,139.71
140.54,139.95,140.90,139.90
139.96,140.87,141.10,139.85
139.88,139.64,140.36,138.77
139.46,137.99,139.49,137.51
138.65,140.56,140.99,138.53
139.96,140.41,140.52,139.35
140.51,140.16,140.53,138.77
140.35,140.25,140.86,138.79
139.62,140.60,141.09,138.55
140.79,140.68,141.85,140.25
139.81,138.98,140.98,138.43
138.50,139.22,139.62,137.58
139.17,138.34,140.00,138.32
138.34,138.68,139.44,137.83
138.68,141.54,141.90,138.68
141.68,142.25,142.67,141.12
141.76,142.05,142.29,140.23
140.74,142.02,142.50,140.18
141.71,143.23,144.19,141.66
143.52,144.50,144.79,142.88
144.66,145.99,147.03,144.66
145.59,145.09,146.29,145.02
145.70,145.37,146.07,144.35
146.02,145.37,146.02,144.63
145.25,145.52,146.10,144.69
146.00,144.13,146.00,144.08
144.56,145.74,146.04,144.29
144.37,141.84,144.89,141.76
142.41,141.69,142.79,140.68
142.43,143.17,144.29,142.36
143.80,143.15,144.12,142.71
142.24,143.34,144.03,141.72
143.56,143.65,143.70,141.45
142.73,142.26,143.56,141.82
143.80,143.88,144.73,143.69
145.87,146.10,146.98,145.21
147.23,146.23,147.56,145.90
146.57,146.97,147.64,146.57
147.15,147.25,147.74,146.73
148.00,148.45,148.67,147.73
148.60,148.65,148.84,146.99
148.64,149.01,149.34,148.38
148.54,146.29,148.61,145.39
146.11,145.22,146.37,144.16
145.62,144.80,146.33,144.59
144.81,142.62,144.83,142.31
142.12,142.41,142.93,141.80
142.94,144.29,145.87,142.87
149.27,149.96,153.40,149.07
149.95,150.28,151.21,149.65
150.56,149.11,150.64,148.75
149.13,148.85,149.58,147.66
148.70,148.80,149.91,147.64
149.75,149.82,150.83,149.53
150.11,149.46,150.40,148.48
149.28,149.72,149.98,148.43
150.67,151.96,152.37,150.67
150.67,150.60,150.97,149.49
149.11,150.39,150.69,147.67
150.13,150.54,151.08,149.54
150.41,151.61,151.70,149.71
151.08,152.85,153.00,150.83
152.30,153.28,153.52,151.89
152.79,152.75,153.76,151.78
151.85,148.93,152.11,148.86
147.74,145.17,147.74,145.13
136.01,140.81,146.08,132.02
144.09,138.84,144.75,138.74
141.85,144.05,144.15,139.20
144.82,145.17,145.91,142.59
144.53,144.53,145.37,143.39
143.76,142.03,144.00,141.51
139.94,138.89,140.63,138.28
140.31,142.45,142.45,140.21
142.66,143.41,144.54,142.46
141.61,141.18,141.99,140.50
143.41,144.39,144.39,142.69
145.58,142.47,145.85,142.18
142.47,140.71,142.48,140.06
140.25,141.88,141.90,140.02
142.00,140.65,142.46,140.28
141.01,141.79,142.09,140.13
141.83,141.84,142.00,140.93
142.01,141.56,143.76,141.27
139.97,139.24,140.49,138.72
139.54,139.72,140.58,138.89
138.02,137.95,138.79,137.42
137.96,136.57,138.32,136.02
135.67,138.51,138.99,134.64
139.23,138.02,139.82,137.41
136.81,135.11,137.64,135.04
134.83,135.59,135.85,134.10
137.38,137.95,138.51,136.29
138.00,138.18,138.79,136.42
135.99,139.13,139.15,135.77
140.48,144.12,144.41,140.24
143.51,140.66,144.59,140.48
140.82,140.36,142.14,139.59
139.59,141.91,142.18,138.62
141.91,142.72,143.49,141.87
143.07,143.69,144.01,142.73
142.16,141.71,143.57,141.59
141.77,139.50,142.41,139.22
140.55,141.29,141.29,139.55
141.06,141.70,142.01,140.38
140.93,141.25,141.32,140.37
141.19,141.25,141.71,140.54
142.00,143.09,144.83,141.66
144.00,147.25,147.68,143.89
148.25,148.28,148.80,147.39
148.22,148.15,148.88,147.58
147.68,148.40,149.07,147.40
150.87,150.78,152.51,147.21
150.47,149.97,150.93,147.50
150.35,148.58,150.94,147.28
149.24,148.72,149.38,147.67
147.58,147.17,148.10,146.17
147.29,147.28,147.88,146.83
147.21,147.07,147.68,145.54
146.69,145.92,146.99,144.84
145.46,144.29,145.68,143.66
143.73,143.94,144.73,142.50
144.43,143.31,144.79,143.26
143.01,141.85,143.01,141.62
141.23,140.60,142.24,140.18
141.25,143.28,143.36,141.08
143.71,142.87,144.45,142.50
143.29,143.71,143.98,142.28
144.83,145.20,145.92,144.28
146.25,145.50,146.72,145.39
145.76,144.59,146.00,144.37
143.87,145.53,146.01,143.64
145.63,145.18,145.95,144.90
145.53,145.56,145.99,145.14
146.50,146.46,147.59,146.00
147.23,147.60,148.40,146.83
147.41,145.35,147.49,145.23
145.44,141.96,145.72,141.58
142.45,143.84,144.27,142.37
143.76,143.09,144.19,141.53
142.17,142.00,142.57,140.85
141.90,140.17,142.63,139.32
140.20,140.00,141.04,139.51
138.91,137.84,139.25,137.57
138.33,139.19,139.30,137.06
139.83,138.04,140.48,137.95
137.74,139.64,140.09,136.42
139.57,138.16,140.08,138.01
137.40,136.71,138.12,136.08
137.28,138.09,139.14,136.66
139.13,139.94,140.51,138.51
140.43,139.89,140.87,139.44
139.73,139.84,140.19,139.49
139.75,139.59,140.16,138.30
140.64,140.34,141.29,139.74
140.23,139.26,140.61,138.85
138.50,137.36,138.74,136.62
135.62,136.07,136.10,134.81
136.10,136.64,137.35,135.53
135.00,135.26,136.13,134.08
133.69,130.80,133.97,130.42
130.94,130.19,132.21,129.87
131.40,131.29,132.18,130.15
132.44,132.49,132.89,131.03
132.52,129.05,132.83,128.82
129.13,129.04,130.15,127.36
125.83,125.99,127.11,124.57
126.90,127.38,128.10,126.11
125.40,124.18,126.09,121.61
124.38,124.32,125.61,123.69
125.50,126.37,126.49,124.76
126.01,124.60,126.33,124.43
124.29,127.38,127.81,123.93
124.11,129.00,135.34,122.67
128.85,128.65,130.04,127.36
129.15,133.77,134.23,129.15
132.30,133.62,134.38,130.83
132.68,133.53,133.94,131.99
134.09,133.79,134.41,131.46
133.76,135.35,136.09,133.14
135.21,134.20,136.13,133.84
132.32,132.26,132.73,130.73
130.47,132.13,132.92,130.47
132.53,133.07,134.37,132.50
130.59,128.58,131.17,125.74
129.64,130.18,130.55,127.68
131.48,131.51,132.59,130.25
132.24,135.03,135.48,132.24
134.62,135.05,136.27,134.20
134.89,135.26,136.01,134.32
135.26,136.62,137.72,135.26
135.94,135.91,137.19,135.27
135.00,135.15,135.63,132.85
135.52,137.24,137.35,135.31
137.61,137.11,138.53,137.01
136.90,136.27,137.55,135.55
136.97,138.24,138.37,136.64
137.69,135.61,138.12,133.57
135.74,135.74,136.53,134.67
135.74,135.28,136.52,134.88
134.17,132.33,134.95,131.51
131.28,131.40,132.27,130.74
131.62,131.91,132.34,130.63
132.80,133.57,134.26,131.94
134.55,135.52,136.04,134.32
134.94,134.21,135.56,134.13
134.09,133.29,134.09,132.38
133.28,133.99,134.43,132.54
134.26,134.12,134.47,133.52
134.49,135.45,136.09,134.17
134.90,134.78,135.41,134.39
134.68,135.24,135.98,134.02
135.20,134.32,135.52,134.09
132.40,129.08,132.40,127.74
129.50,130.82,131.11,128.99
130.79,131.86,132.20,130.06
132.13,131.73,132.40,131.24
131.57,131.37,131.82,130.42
130.38,132.34,132.62,129.69
132.29,131.69,133.07,131.52
131.34,130.84,132.33,130.62
129.79,131.72,131.85,129.55
131.28,131.39,133.00,130.84
132.42,132.91,133.80,132.29
133.38,131.90,134.07,131.86
131.94,133.55,133.85,131.82
134.48,134.32,134.99,133.50
134.12,133.57,134.44,132.90
133.69,134.81,135.14,133.51
134.62,136.29,136.51,134.34
136.55,136.69,136.95,135.58
136.74,136.71,139.04,136.60
136.86,137.72,138.77,136.70
138.03,137.90,138.43,136.44
137.05,136.79,137.75,136.50
137.51,138.71,139.00,137.24
139.00,143.61,144.15,138.60
142.21,141.16,143.45,140.67
140.10,140.52,140.83,139.00
140.72,141.83,142.80,139.97
141.14,142.34,142.82,140.07
141.99,141.43,142.35,140.66
141.66,142.20,142.60,141.01
141.99,143.44,143.67,141.73
143.28,142.97,144.76,142.71
143.74,145.71,145.80,143.60
145.74,144.96,146.31,144.71
144.74,145.31,145.98,144.29
144.87,144.37,145.68,144.17
144.06,145.37,145.81,144.00
145.43,145.00,147.16,144.26
144.31,144.31,145.92,143.41
143.46,143.59,143.96,142.31
144.48,144.62,144.94,143.72
144.28,142.25,144.63,142.25
142.75,142.96,143.36,142.72
143.45,142.97,143.56,142.55
142.95,142.83,143.28,142.47
142.80,143.13,143.43,142.79
143.54,141.87,143.91,141.54
141.87,141.47,141.87,140.97
140.92,140.13,141.47,139.99
140.01,140.23,140.87,138.76
140.53,140.34,141.25,140.04
140.75,141.06,141.81,140.56
140.87,141.49,141.67,140.60
141.19,141.98,142.13,141.00
141.17,141.53,142.09,141.03
141.20,139.11,141.62,139.03
138.99,139.43,139.46,138.30
139.75,140.11,140.81,139.53
139.54,139.76,140.65,138.43
139.90,138.99,140.09,138.08
140.42,140.92,141.56,139.97
141.22,139.41,141.58,139.41
139.78,138.79,140.39,138.61
140.15,139.78,140.15,138.87
135.89,136.14,138.88,135.03
135.00,133.06,135.45,132.68
134.56,133.94,134.56,132.81
134.74,135.63,135.80,133.25
135.82,139.24,139.54,135.81
139.52,141.34,141.54,139.50
140.93,138.41,141.00,137.79
138.14,139.89,140.03,136.71
139.69,138.69,140.90,138.36
139.56,140.48,140.80,139.10
140.56,141.19,141.95,140.56
142.10,141.54,142.69,141.44
141.70,141.73,142.42,141.41
142.81,142.56,143.20,142.05
142.91,142.09,143.00,142.04
142.05,141.00,142.29,140.92
141.00,143.31,143.68,140.87
143.71,144.54,144.69,143.42
144.61,142.86,144.62,142.18
142.59,143.77,143.89,142.13
143.28,143.72,143.97,142.53
143.99,144.51,144.61,143.49
146.07,146.63,147.67,143.58
146.50,147.10,147.49,145.05
146.46,146.89,147.19,145.69
147.15,149.09,149.37,146.93
148.59,148.22,149.31,147.37
148.18,147.81,148.44,147.19
147.96,147.37,148.38,146.82
147.57,148.89,149.01,147.45
148.56,148.11,149.16,147.80
148.14,148.57,148.87,148.10
149.59,151.47,151.60,149.59
151.38,151.30,151.76,150.55
150.73,151.47,151.75,150.73
151.43,153.40,153.80,151.37
152.75,152.40,153.35,152.02
152.55,152.97,153.09,151.77
152.91,152.43,153.20,151.77
151.94,152.38,152.57,151.34
152.37,152.22,152.58,151.79
153.00,152.15,153.00,151.65
151.83,152.29,152.53,151.42
152.29,152.68,153.01,151.81
152.93,151.58,153.19,150.96
151.48,152.82,152.90,151.39
152.69,152.56,153.00,151.89
152.56,152.22,152.70,151.61
152.63,152.84,153.15,151.58
153.20,153.81,153.93,152.99
153.74,154.63,154.98,153.59
154.48,153.11,154.75,152.79
152.87,152.40,152.87,151.35
151.60,149.91,151.68,149.90
149.14,151.81,152.23,149.14
150.99,150.60,151.63,150.11
150.57,149.83,151.97,149.48
150.15,152.16,152.24,149.85
151.55,150.75,151.66,149.57
151.68,152.17,152.87,151.60
152.41,151.86,152.89,151.47
152.00,153.10,153.19,151.68
153.88,154.86,154.88,153.47
152.04,153.81,154.36,150.00
153.47,153.87,154.88,153.07
153.72,155.28,155.70,153.54
155.77,156.01,156.21,155.10
155.16,155.61,156.97,154.82
156.36,155.16,156.95,154.69
154.58,154.71,155.65,154.21
155.46,153.55,155.61,152.87
153.39,153.72,154.48,153.28
153.80,154.14,154.43,153.13
151.83,152.96,153.22,150.26
153.53,152.89,154.26,152.58
152.06,149.60,152.36,149.04
149.61,150.00,150.56,149.55
149.49,151.01,151.46,149.49
152.79,151.34,152.79,151.31
151.28,150.48,151.61,150.35
151.35,151.88,152.29,151.24
152.10,151.42,152.70,151.41
151.48,150.71,151.78,150.23
149.58,150.18,150.32,149.13
151.17,151.44,152.18,151.00
151.21,152.59,153.05,151.21
149.67,151.14,152.95,149.05
151.58,150.13,151.68,149.10
150.46,151.50,152.49,150.09
152.03,150.74,152.21,150.72
151.07,149.98,152.12,149.48
149.69,149.67,151.12,149.56
150.00,150.03,150.49,148.76
150.03,149.81,151.10,149.67
151.31,152.39,152.43,150.90
152.26,153.78,154.33,152.06
157.67,162.09,163.56,157.67
162.47,166.51,166.82,162.47
165.99,168.55,168.60,164.09
169.86,170.19,171.19,168.56
169.97,168.02,170.82,166.37
167.72,165.84,167.89,165.29
165.82,165.63,166.91,165.22
165.51,166.62,167.36,164.97
166.95,168.43,168.70,166.81
169.70,170.18,170.38,168.42
170.40,170.55,171.19,169.87
170.78,172.08,172.23,170.46
172.24,172.67,173.55,172.00
172.97,175.13,175.70,172.97
175.42,175.35,176.45,174.70
175.81,176.40,177.39,175.59
176.50,178.67,178.73,176.30
179.80,178.52,180.09,178.25
