OXY,Occidental Petroleum Corporation Common Stock,NASDAQ
70.48,70.41,71.26,70.10
69.52,68.64,69.75,67.81
68.96,69.32,69.37,68.12
69.48,70.58,70.79,69.31
72.25,71.39,72.47,71.28
72.00,72.35,72.89,71.45
71.72,70.96,72.30,70.81
70.32,71.30,71.64,69.80
72.24,73.44,73.51,71.69
73.21,72.47,73.26,72.22
72.57,72.38,72.87,71.99
72.71,72.16,72.71,72.05
72.08,72.36,72.62,71.73
72.22,72.11,72.51,71.60
72.10,72.35,72.54,71.81
72.33,71.87,72.53,71.63
71.81,71.60,71.95,71.20
71.51,71.23,71.85,71.02
72.27,72.27,72.96,71.18
71.93,71.48,72.20,71.07
71.32,70.62,71.48,70.54
70.62,71.08,71.39,70.34
70.52,70.48,70.81,69.90
70.49,69.35,70.76,69.29
69.40,69.35,69.94,68.88
69.53,69.03,69.64,68.47
68.94,69.08,69.38,68.66
