ZBH,Zimmer Biomet Holdings,NASDAQ
101.18,104.61,104.74,100.69
104.23,104.42,105.22,103.30
104.45,104.45,104.80,103.78
105.16,105.22,105.50,104.43
105.44,105.81,106.45,105.22
105.77,106.73,106.98,105.39
106.09,104.87,106.27,104.00
102.50,102.65,103.84,100.81
102.41,103.50,103.53,102.35
103.46,102.86,103.78,102.60
102.88,101.85,103.50,101.60
101.83,101.66,102.36,101.37
101.68,101.57,101.72,100.87
101.57,102.32,102.70,101.43
102.53,103.14,103.39,101.98
102.84,103.06,104.20,102.84
103.00,103.50,103.74,102.83
103.31,103.20,103.93,102.85
103.87,103.33,103.90,102.59
103.88,104.28,105.35,103.38
104.58,104.95,105.28,104.11
105.14,104.96,105.31,103.62
104.77,107.00,107.20,104.77
110.51,113.67,115.94,110.50
113.99,114.75,116.16,113.42
113.71,114.43,114.90,111.98
114.62,115.20,115.41,114.09
