SNMX,Senomyx,NASDAQ
0.93,0.85,0.94,0.78
0.82,0.90,0.92,0.82
0.90,0.90,0.94,0.88
0.87,0.85,0.90,0.85
0.85,0.85,0.90,0.82
0.84,0.88,0.90,0.79
0.88,0.91,0.92,0.86
0.94,0.93,0.94,0.86
0.90,0.89,0.95,0.86
0.88,0.86,0.90,0.83
0.87,0.87,0.89,0.83
0.87,0.85,0.89,0.81
0.85,0.87,0.88,0.84
0.86,0.91,0.99,0.86
0.90,0.90,0.93,0.84
0.91,0.94,0.94,0.88
0.94,0.96,0.99,0.90
0.93,0.97,0.99,0.93
0.97,1.19,1.22,0.97
1.19,1.15,1.28,1.07
1.16,1.14,1.16,1.06
1.15,1.16,1.17,1.11
1.13,1.16,1.18,1.13
1.16,1.11,1.16,1.09
1.18,1.20,1.32,1.04
1.15,1.21,1.26,1.15
