WPPGY,WPP plc - American Depositary Shares each representing five Ordinary Shares,NASDAQ
88.79,87.25,88.98,87.17
85.05,84.95,85.81,84.64
85.78,84.50,85.79,83.53
81.83,82.33,82.44,81.21
81.94,83.18,83.28,81.67
82.49,82.95,83.08,82.28
84.90,86.06,86.20,84.71
85.48,85.39,85.94,84.97
86.71,87.17,87.89,86.71
86.70,86.37,87.17,85.79
86.17,86.68,86.93,86.12
86.70,86.89,87.63,85.89
88.01,88.15,88.55,87.95
87.96,87.40,87.96,85.97
87.46,87.87,88.05,87.04
89.00,89.54,89.84,88.74
90.49,90.63,91.15,90.17
90.89,90.80,91.08,90.54
88.81,89.22,89.24,88.37
89.25,89.03,89.26,88.30
91.35,91.86,91.99,91.31
91.20,91.31,91.53,91.03
90.96,90.86,91.00,90.64
90.93,90.41,90.97,90.11
90.83,90.53,90.83,90.10
89.53,90.95,90.95,89.33
90.18,90.83,90.88,89.64
92.08,90.68,92.27,90.27
90.11,89.51,90.11,89.05
89.80,90.09,90.74,89.50
91.31,91.33,91.54,90.57
91.17,91.92,91.92,90.74
91.84,91.73,91.84,91.29
91.84,91.44,91.94,91.08
91.22,90.92,91.50,90.67
92.21,92.34,92.81,91.97
92.46,92.17,92.97,92.17
91.25,91.23,91.55,90.79
91.50,91.89,92.06,90.70
92.29,92.07,92.97,92.01
91.24,91.06,91.35,90.32
90.42,91.17,91.35,90.26
91.36,91.26,91.81,91.17
90.72,91.52,91.62,90.32
92.88,93.15,94.05,92.55
92.50,92.75,94.74,90.50
94.82,95.07,95.44,94.18
94.59,94.95,95.39,94.59
93.35,92.47,93.67,92.47
92.07,91.65,92.23,91.24
95.11,94.65,95.65,94.62
93.98,92.74,94.00,92.45
95.73,95.78,96.79,94.77
96.26,97.12,97.31,96.06
97.07,97.02,97.39,96.26
97.11,97.40,98.70,96.87
97.79,98.22,98.46,97.70
100.28,100.44,100.75,99.59
100.77,100.82,101.40,100.05
101.32,101.58,102.82,100.87
102.22,102.67,102.83,101.75
103.15,102.62,103.33,102.44
102.95,103.09,103.34,102.79
103.73,104.91,105.23,102.47
103.84,102.90,103.84,102.06
103.45,103.50,103.67,102.46
102.72,102.04,102.72,100.92
103.47,103.20,104.33,102.79
104.10,102.95,104.66,102.82
102.91,103.10,103.24,101.76
103.19,103.28,103.63,102.69
102.28,102.94,103.09,101.74
102.72,102.48,102.78,102.31
101.70,102.47,102.61,101.00
101.92,101.48,102.69,101.13
100.74,100.89,101.45,100.56
100.42,100.79,101.40,100.38
100.01,98.93,100.58,98.15
97.21,97.36,97.82,96.46
98.31,99.63,99.69,98.24
99.31,99.56,99.56,98.61
99.35,100.22,100.22,99.07
101.55,102.00,102.35,100.55
102.07,102.77,103.05,101.76
103.61,103.64,103.72,102.63
103.28,103.96,104.26,103.03
105.22,105.56,105.75,104.81
105.48,106.25,106.59,105.38
105.66,106.18,106.31,105.36
106.98,107.58,107.79,106.28
108.18,108.94,108.94,107.40
106.96,107.78,108.06,106.59
106.61,106.78,106.99,105.95
106.99,106.66,107.27,106.45
106.22,106.54,106.91,105.67
106.15,106.17,106.24,105.31
106.91,107.46,107.57,106.63
107.51,108.02,108.17,107.24
109.70,110.00,110.22,109.69
110.36,109.00,110.41,108.97
108.58,110.11,110.12,108.48
109.44,109.01,109.58,108.57
107.39,107.26,107.66,106.22
104.56,105.88,105.88,104.26
107.35,108.14,108.41,107.06
109.61,109.42,109.61,109.07
109.12,108.57,109.27,108.34
107.00,107.22,107.55,106.59
107.33,107.04,107.73,106.68
108.52,109.38,109.49,107.60
111.28,111.16,111.44,110.68
110.65,109.36,110.69,109.11
109.93,109.46,110.02,108.97
111.19,110.44,111.36,110.00
111.22,110.76,111.23,110.59
110.21,109.42,110.30,109.29
108.77,108.27,108.83,107.81
107.43,108.94,109.17,107.43
107.86,106.98,107.87,106.66
107.41,108.25,108.25,107.25
108.37,108.28,108.84,107.77
107.93,108.28,108.28,107.23
108.64,107.35,108.76,107.13
106.32,105.23,106.42,104.67
105.72,106.03,106.26,105.28
107.00,107.23,108.01,106.95
106.46,106.40,106.60,105.80
107.10,108.18,108.18,106.10
108.63,110.00,110.72,108.54
110.76,110.10,111.53,110.08
111.41,111.60,111.93,110.80
112.36,112.67,112.70,112.06
114.17,113.73,114.34,109.83
114.25,114.15,114.47,113.79
113.55,113.97,114.23,113.07
112.79,114.86,115.40,112.79
113.66,113.05,113.66,112.51
113.30,113.58,113.98,113.06
113.20,111.89,113.30,111.59
111.74,112.28,112.41,111.56
110.87,111.12,111.12,110.46
111.04,110.80,111.17,109.94
112.37,113.07,113.14,111.99
111.93,110.70,111.96,110.63
112.00,112.62,112.80,111.45
113.38,113.32,113.47,112.83
112.35,112.07,112.35,111.38
111.45,111.16,111.76,110.86
111.90,111.86,111.94,111.15
111.43,111.93,111.96,111.23
110.60,110.31,110.60,109.66
108.54,106.77,108.54,106.77
105.90,105.58,106.35,105.03
106.76,107.51,107.60,106.63
105.90,106.11,106.70,105.61
105.16,105.68,105.73,104.46
103.23,104.87,105.29,103.02
104.27,102.27,104.70,102.19
103.82,104.00,104.39,103.33
104.58,104.23,104.87,103.54
105.98,106.39,106.45,105.90
107.02,107.57,107.57,106.46
106.83,107.25,107.48,106.59
109.21,109.82,110.15,109.01
110.88,111.99,112.22,110.86
111.31,112.22,112.26,111.20
112.38,112.87,113.26,112.17
113.58,113.54,114.04,113.23
112.73,112.49,113.75,112.43
113.02,113.39,113.54,112.75
112.53,111.69,112.93,111.50
110.82,112.44,112.86,110.74
112.14,112.21,112.28,110.80
111.40,111.07,111.59,110.66
105.27,107.72,107.75,105.21
108.66,109.39,110.47,108.40
105.30,105.04,105.80,104.84
107.58,107.39,107.92,107.19
106.40,106.17,107.10,105.94
106.64,105.29,106.66,105.20
105.94,105.91,105.94,105.24
102.15,101.71,102.34,100.86
101.94,101.63,102.51,101.16
100.90,102.27,102.67,100.59
102.76,100.22,102.88,99.95
99.88,100.25,100.88,99.88
101.30,101.61,102.35,101.27
101.25,102.20,102.41,101.25
102.81,101.49,103.06,101.17
100.49,100.43,100.90,100.32
100.70,99.50,100.87,99.47
99.70,99.11,99.80,98.42
99.64,99.74,100.25,99.30
99.99,98.96,100.27,98.91
100.18,100.37,101.22,99.35
100.88,100.59,101.37,100.59
101.60,103.08,104.10,101.60
103.68,103.91,104.13,103.13
103.22,104.24,104.25,103.11
105.27,104.46,105.38,103.89
104.59,103.65,105.03,103.41
103.82,102.45,103.83,102.12
101.24,102.09,102.40,101.17
104.79,104.90,104.90,103.85
104.37,102.96,104.45,102.81
101.77,101.52,102.39,101.33
101.39,101.89,102.19,101.03
102.43,102.41,102.57,101.25
103.91,105.32,105.32,103.79
106.23,106.38,106.62,105.60
106.60,106.68,106.92,106.46
107.47,107.19,107.57,106.20
106.96,106.64,107.02,106.54
107.06,106.96,107.19,106.07
106.72,105.95,106.75,104.89
104.54,104.33,104.60,103.48
104.74,104.38,104.84,103.70
106.66,107.93,108.21,106.28
108.49,108.33,109.00,108.20
108.18,108.57,108.83,107.98
107.96,108.67,108.86,107.62
107.84,107.37,107.84,106.85
107.81,107.75,107.95,107.14
107.65,107.76,108.77,107.54
107.54,107.01,107.57,106.42
107.11,107.40,107.41,106.69
106.56,106.33,106.56,105.97
104.60,104.10,104.76,104.09
102.76,102.74,102.90,101.93
102.23,102.63,102.63,101.94
102.54,103.16,103.22,102.42
104.51,104.24,104.68,103.86
105.89,106.35,106.43,105.67
106.34,106.74,106.82,106.01
107.91,107.36,108.08,107.07
108.63,108.10,108.63,107.98
107.60,107.36,107.64,107.14
107.87,108.44,108.60,107.70
107.88,107.97,108.19,107.51
108.75,108.56,108.89,108.22
108.17,108.03,108.41,107.66
105.96,105.78,106.06,105.51
105.86,106.64,106.72,105.35
107.51,108.50,108.76,107.38
108.84,108.88,109.36,108.84
109.27,109.57,109.85,109.19
109.85,109.49,110.08,109.13
110.45,109.48,110.47,109.29
109.51,109.31,109.88,109.21
109.69,109.77,110.21,109.42
109.23,109.62,109.62,108.92
107.01,107.98,107.98,106.43
108.25,108.21,108.86,107.95
108.49,109.07,109.41,108.48
107.28,107.47,107.47,106.67
106.06,106.04,106.40,105.81
105.16,105.43,105.63,105.03
106.58,107.59,107.64,106.02
107.89,108.29,108.29,107.57
108.48,108.99,109.28,108.17
108.56,108.60,109.09,108.36
109.10,108.54,109.10,108.31
109.77,109.97,110.00,109.25
108.58,109.00,109.07,108.27
107.05,106.61,107.11,106.23
105.58,106.12,106.29,105.28
104.56,104.97,105.98,104.25
104.16,103.85,104.42,103.68
104.58,104.36,104.80,104.17
104.63,104.66,104.93,104.28
106.29,106.26,106.69,106.17
105.84,104.44,105.86,104.31
104.13,105.07,105.15,104.00
104.78,104.92,105.00,104.36
105.26,105.84,106.00,105.25
106.54,105.77,106.54,105.68
105.27,105.26,105.40,104.87
104.79,104.46,104.90,103.85
103.80,103.20,103.80,102.92
103.05,102.25,103.07,102.10
100.62,102.07,102.14,100.48
99.92,99.49,100.17,99.49
98.40,99.44,99.83,98.40
99.69,99.76,99.90,99.17
99.26,98.73,99.39,98.63
98.70,99.35,99.84,98.70
99.67,98.82,99.71,98.74
100.59,100.94,100.95,100.02
101.57,102.20,102.66,101.55
102.05,101.89,102.23,101.73
101.81,101.49,101.82,101.17
101.86,102.00,102.00,101.56
102.47,101.74,102.57,100.94
102.67,103.01,103.04,102.66
103.06,102.45,103.06,102.45
102.30,102.27,102.61,101.95
102.48,102.05,102.58,101.77
102.11,101.76,102.11,101.53
102.69,103.21,103.44,102.46
103.92,102.61,103.92,102.58
103.97,104.45,104.53,103.85
104.15,104.82,105.05,103.99
104.56,104.87,104.91,104.37
105.01,105.49,105.50,104.77
106.04,105.75,106.18,105.45
106.30,105.71,106.65,105.56
105.58,105.80,105.99,105.28
103.43,104.08,104.40,103.43
103.75,103.95,104.18,103.44
102.86,103.78,103.89,102.58
103.30,103.15,103.30,102.66
103.53,103.53,103.61,103.11
103.09,102.49,103.09,102.22
102.51,103.47,103.47,102.30
102.79,102.49,103.05,102.32
104.54,104.99,105.21,104.46
105.38,105.17,105.40,104.94
105.05,104.73,105.05,104.59
103.42,103.07,103.68,103.00
102.46,103.33,103.51,102.27
102.82,102.11,102.82,101.89
101.91,101.81,101.98,101.25
101.18,102.61,102.82,101.18
101.48,100.44,102.71,100.12
98.96,97.83,99.01,97.65
97.18,96.05,97.34,95.13
97.03,96.51,97.03,95.73
96.50,96.67,97.07,96.43
96.16,94.57,96.16,94.56
93.46,95.21,95.29,93.16
95.02,92.99,95.36,92.97
93.15,91.64,93.40,91.64
91.83,90.34,92.30,90.34
90.47,90.29,91.22,90.04
89.96,89.95,90.38,88.15
88.48,90.86,91.25,88.30
91.19,91.71,91.89,90.72
91.26,91.45,91.52,90.80
93.41,94.73,94.77,93.41
94.98,94.75,95.81,94.54
94.70,94.86,95.55,94.49
94.48,95.16,95.19,94.12
94.70,95.38,95.67,94.47
96.07,96.44,96.47,95.85
96.91,96.83,98.08,96.51
96.49,96.89,97.12,96.20
97.23,97.59,97.66,96.99
98.14,98.61,98.75,98.00
99.19,98.62,99.32,98.00
99.01,98.37,99.01,97.91
97.96,97.77,98.28,97.47
98.45,98.70,98.70,97.81
99.08,99.68,99.81,99.07
99.93,100.53,100.70,99.86
99.35,99.24,99.67,99.04
100.25,100.33,100.60,99.92
100.26,100.06,100.32,99.57
99.45,100.28,100.38,99.36
101.03,100.78,101.14,100.39
101.78,101.96,102.20,101.03
102.22,101.89,102.28,101.54
103.06,102.67,103.12,102.46
103.17,103.41,103.41,102.81
103.29,104.13,104.26,103.18
104.15,104.52,104.53,103.91
104.63,104.60,104.90,104.26
105.40,104.88,105.56,104.68
105.68,106.68,106.77,105.66
106.80,106.26,106.80,105.97
106.69,106.73,107.09,106.26
106.88,106.91,106.95,106.31
105.96,105.45,106.06,105.11
103.15,103.72,103.72,102.71
104.46,103.54,104.60,103.49
103.40,103.17,103.98,102.94
102.44,100.09,102.88,100.09
101.64,100.18,101.83,99.19
101.95,102.07,103.70,101.46
101.37,100.90,101.73,99.84
101.19,103.07,103.07,101.19
103.74,104.34,104.68,103.39
105.29,105.13,105.54,104.45
105.02,105.69,105.98,104.85
105.64,105.79,106.15,105.29
106.25,106.34,106.54,106.00
105.66,105.90,106.26,105.37
105.17,104.74,105.18,104.44
104.91,104.10,105.22,104.01
103.83,103.02,103.95,102.69
102.20,100.77,102.29,100.64
100.33,99.22,100.84,98.85
100.21,100.56,100.69,99.60
101.38,102.62,103.07,101.38
103.76,102.96,103.76,102.54
104.65,104.07,104.73,103.84
106.00,105.32,106.78,104.64
104.55,105.20,105.21,104.25
104.07,104.36,105.05,103.90
104.76,105.24,105.62,104.03
108.05,108.50,108.57,107.42
107.24,108.53,108.55,106.87
110.26,111.58,112.00,110.19
110.48,110.54,111.31,110.18
110.94,111.36,111.68,110.23
110.71,111.12,111.49,110.10
110.03,109.18,110.53,108.98
109.35,110.05,110.06,108.82
110.68,110.12,111.64,109.94
109.82,110.44,110.61,108.89
111.03,112.47,112.56,110.79
111.72,112.13,112.73,111.37
112.11,111.91,112.11,111.00
110.17,110.42,110.79,110.00
108.45,109.49,110.00,108.34
111.47,111.88,112.10,110.89
110.93,110.89,111.17,110.26
111.82,112.97,112.99,111.79
111.16,111.99,112.12,111.01
110.98,111.70,111.72,110.57
114.56,114.47,114.88,114.02
115.59,115.78,116.53,115.59
116.11,117.03,117.53,115.67
118.10,117.93,118.45,117.50
117.27,118.46,118.69,117.11
118.16,118.14,118.27,117.25
118.03,118.20,118.84,117.58
118.16,118.15,119.09,118.09
117.69,118.73,118.75,117.60
117.88,117.27,117.98,116.57
116.82,117.15,117.33,115.97
117.35,117.01,117.41,116.85
116.12,115.47,117.07,115.22
117.93,118.37,118.42,117.13
114.89,113.87,115.10,113.52
114.14,113.91,114.44,113.36
115.36,115.87,115.87,115.18
115.24,115.82,115.87,114.74
115.22,116.01,116.10,115.22
115.04,115.10,115.38,114.62
116.02,118.33,118.70,115.88
117.43,116.29,117.61,116.01
117.87,118.02,118.57,117.45
117.29,117.39,117.70,116.75
117.49,116.96,117.98,116.92
117.64,115.82,117.81,115.77
114.05,114.91,115.14,113.61
114.82,115.32,115.37,114.30
114.96,115.78,116.03,114.88
113.51,113.77,114.45,113.27
113.23,112.81,113.60,112.14
113.67,114.56,114.80,113.48
115.28,115.41,116.34,114.35
115.78,115.20,116.50,115.07
116.90,116.35,117.02,115.87
117.29,116.82,117.44,116.65
117.57,117.77,118.26,117.25
117.38,116.96,117.85,116.69
117.52,117.84,117.95,117.24
117.22,117.58,117.88,116.90
117.08,117.59,117.84,116.94
116.32,115.44,116.32,114.86
114.98,115.18,115.68,114.69
117.81,118.54,118.79,117.61
119.63,120.09,120.23,119.04
118.06,118.86,119.11,117.76
119.20,119.39,119.68,118.94
120.30,119.77,120.71,119.73
118.59,119.53,119.53,118.17
119.31,118.33,119.34,118.07
117.75,116.43,117.82,116.32
116.03,117.35,117.35,115.91
118.28,117.32,118.28,116.98
117.01,115.27,117.09,114.86
115.50,114.88,115.50,114.15
114.78,115.21,115.37,114.61
118.19,119.21,119.36,118.19
119.24,119.95,120.30,119.24
118.94,119.18,119.27,118.42
119.92,120.18,120.19,119.23
121.19,122.48,122.50,120.97
122.28,122.64,122.66,121.76
121.79,122.67,122.67,121.57
122.40,122.64,122.90,122.21
123.11,123.10,123.33,122.59
122.96,122.84,123.22,122.56
122.02,121.28,122.02,120.78
121.23,120.01,121.24,119.78
120.88,121.72,121.99,120.87
121.17,120.98,121.41,120.40
119.99,118.57,119.99,117.49
118.96,118.39,118.99,117.56
118.69,119.00,119.53,118.40
117.35,117.69,118.13,117.20
115.75,115.26,116.16,115.05
113.71,113.95,113.98,113.04
114.01,113.60,114.01,113.30
113.49,112.84,113.65,112.25
114.45,115.45,115.90,114.26
115.02,115.62,115.72,114.85
114.86,115.04,115.51,114.58
114.10,114.60,114.60,113.51
114.33,114.78,114.79,114.13
114.58,114.85,115.01,113.73
115.45,116.62,116.93,115.43
116.73,116.05,116.81,116.05
117.89,117.31,118.00,117.23
118.55,117.70,118.55,117.54
117.18,116.36,117.35,116.06
116.49,116.91,117.10,116.33
116.01,116.29,116.54,115.68
114.25,112.25,114.78,112.12
113.51,112.72,113.53,111.96
113.51,114.15,114.36,113.38
113.16,112.89,113.37,112.52
110.64,111.48,111.97,110.58
110.30,110.74,111.01,108.52
109.25,109.01,109.91,108.44
111.56,110.87,111.75,110.84
114.85,115.55,115.62,114.61
116.30,116.60,116.81,116.17
117.55,117.80,117.96,116.93
118.42,117.66,118.47,117.29
117.90,118.42,118.52,117.72
118.17,119.01,119.06,118.08
118.18,118.40,118.68,117.64
117.63,116.72,117.63,115.89
116.09,116.98,116.98,116.01
115.99,114.84,116.01,114.71
114.26,113.13,114.43,113.01
111.46,111.17,111.86,110.85
112.62,113.26,113.27,111.94
114.09,114.81,115.02,114.09
114.78,114.39,114.78,113.69
115.19,115.14,115.24,114.80
115.11,114.70,115.16,114.04
115.02,114.98,115.33,114.58
115.55,115.26,115.71,115.16
114.95,112.98,115.07,112.71
112.00,112.00,112.05,111.38
111.44,113.10,113.20,111.44
111.76,111.43,112.12,111.18
110.98,111.69,111.85,109.69
111.51,111.97,112.24,111.17
111.38,111.56,111.74,110.77
110.54,111.64,111.75,110.42
112.02,111.89,112.14,111.47
110.22,110.24,110.51,109.41
109.07,108.06,109.35,108.06
107.50,105.02,107.86,105.02
101.92,101.95,103.03,100.40
106.71,103.59,107.14,103.59
103.47,103.31,103.96,100.74
103.57,103.66,103.97,102.58
103.41,104.25,104.28,102.74
103.69,103.16,104.05,103.07
100.24,99.53,100.60,99.00
101.33,101.86,101.88,100.21
102.16,102.29,102.72,101.92
100.56,100.55,100.93,100.15
104.54,104.78,104.82,104.00
106.65,104.30,106.80,104.10
105.07,105.60,106.26,104.93
104.37,104.96,104.98,103.87
103.66,103.69,103.69,102.99
103.25,104.34,104.38,103.04
105.65,106.32,106.32,105.42
105.82,106.03,107.28,105.40
104.73,104.85,105.75,104.31
106.02,105.68,106.42,105.29
103.43,102.92,103.45,102.23
103.41,102.92,103.65,102.43
101.87,102.38,102.67,101.28
103.50,103.25,104.25,102.88
102.69,100.86,102.69,100.52
100.56,100.76,100.94,100.12
104.04,104.03,104.26,103.12
104.51,104.32,104.68,103.34
103.37,106.31,106.33,103.00
106.34,108.02,108.21,106.20
107.87,107.48,108.43,107.36
106.62,107.15,107.15,106.38
107.21,109.10,109.21,106.93
109.29,109.45,109.45,108.55
108.75,108.43,108.90,108.02
106.19,106.41,107.02,106.05
107.30,107.13,107.73,106.95
109.40,109.94,109.95,108.82
110.22,110.65,110.86,110.17
111.04,111.32,111.56,110.91
112.67,111.70,112.91,111.30
110.89,109.99,111.06,109.99
107.92,110.14,110.15,107.90
113.44,113.96,114.14,112.29
111.53,111.36,111.72,110.83
111.08,110.81,111.09,110.43
111.38,111.74,112.24,110.85
111.78,112.41,112.48,111.28
111.64,112.06,112.78,111.63
113.93,114.11,114.52,113.68
114.03,114.77,115.12,113.91
116.01,114.25,116.01,114.24
113.98,113.28,114.04,113.04
112.67,112.61,113.10,111.93
112.62,112.62,112.90,112.22
112.02,112.18,112.36,111.73
114.07,114.98,115.48,113.96
115.07,113.70,115.19,113.66
112.08,111.93,112.51,111.43
111.65,113.76,113.79,111.58
114.52,114.32,115.13,114.11
114.10,114.97,115.19,113.95
115.54,115.94,116.22,115.40
116.18,115.29,116.34,115.13
114.33,113.63,114.45,113.28
111.77,112.77,113.00,111.55
114.80,115.62,115.87,114.36
116.01,115.72,116.22,115.51
115.45,115.48,115.93,114.77
115.62,116.26,116.44,115.22
115.00,114.89,115.53,114.69
115.32,113.42,115.32,112.90
112.73,114.23,114.51,112.71
115.51,116.03,116.13,115.25
113.83,113.77,114.27,113.42
113.48,113.50,114.28,112.15
114.29,113.74,114.49,113.58
113.64,112.17,113.81,112.10
112.64,112.33,112.92,111.01
113.63,113.40,114.18,113.28
114.62,115.42,115.59,113.88
114.64,113.55,114.78,113.55
112.85,111.86,113.06,111.80
113.80,113.26,113.82,112.26
113.08,113.86,113.95,112.31
114.27,115.75,115.97,114.27
115.46,115.82,116.09,114.97
115.06,114.94,115.07,114.31
115.57,116.89,117.12,115.57
116.81,116.26,117.03,116.26
115.50,114.74,116.00,114.59
112.82,112.57,112.85,111.04
113.39,113.40,113.58,112.44
110.87,111.45,111.75,110.83
107.80,107.61,108.88,107.21
107.99,106.15,108.09,106.08
106.04,106.57,106.93,105.56
107.18,107.66,107.89,106.51
107.52,104.56,107.57,104.46
104.72,105.63,106.07,103.56
102.30,102.36,103.03,101.49
102.47,102.29,102.86,101.63
100.48,100.56,101.37,98.64
100.09,101.00,101.93,99.23
104.67,105.47,105.64,104.50
104.75,103.78,105.00,103.67
103.92,105.59,105.61,103.80
105.35,104.51,106.22,104.06
106.40,105.58,106.43,104.57
106.35,108.80,108.85,106.25
107.68,109.55,109.88,107.14
108.08,107.07,108.10,106.86
108.85,108.52,108.86,106.65
106.89,106.67,107.77,106.41
105.69,102.60,105.79,102.31
97.46,97.52,97.82,95.67
96.92,100.37,101.09,96.79
100.45,99.93,100.95,99.90
99.04,99.40,100.21,98.65
100.40,101.45,101.61,99.83
103.43,103.44,103.60,102.30
104.42,105.67,106.10,104.32
105.60,105.36,105.78,105.02
104.54,105.33,105.55,104.06
104.88,105.31,105.76,104.88
105.25,103.96,105.27,103.96
102.80,103.57,103.74,101.64
104.50,105.62,105.67,103.87
105.32,104.72,105.71,104.62
105.46,105.24,106.40,105.15
107.53,108.85,108.92,107.22
107.71,108.27,108.37,107.27
108.45,109.51,109.51,108.29
108.37,108.98,109.08,108.12
110.11,110.26,110.68,109.29
109.51,110.13,110.77,108.98
111.30,111.37,111.48,110.71
111.99,111.03,112.91,109.95
112.24,112.93,112.94,111.99
112.71,112.64,113.23,112.32
111.82,113.23,113.29,111.58
111.77,113.95,114.36,111.74
114.45,115.49,115.74,114.03
114.88,114.81,115.36,114.73
113.90,114.11,114.41,113.37
112.76,113.46,113.82,112.64
114.96,114.05,114.98,114.04
113.00,113.65,113.71,112.83
114.36,114.09,114.59,113.87
114.92,116.40,116.46,114.54
117.91,117.25,118.13,117.19
117.10,116.43,117.38,116.39
115.20,116.26,116.38,115.07
117.99,117.70,118.21,116.98
116.62,116.63,117.27,116.19
116.40,117.44,117.48,115.91
116.42,115.38,116.50,115.00
115.64,115.92,115.92,115.39
116.84,116.51,117.83,116.51
117.15,117.51,117.78,116.33
118.20,118.41,118.46,117.83
117.23,117.38,117.56,116.56
117.43,117.71,118.10,117.32
117.62,118.53,118.74,117.61
120.57,120.46,120.81,119.78
119.91,119.02,120.14,118.91
116.63,116.86,117.06,116.12
115.96,116.46,116.70,115.76
115.91,116.50,116.54,115.67
117.46,117.00,117.90,116.68
117.19,117.57,117.80,116.54
116.41,117.72,118.75,116.41
116.74,117.15,117.36,116.13
116.80,118.21,118.33,116.71
116.74,116.02,116.74,115.63
114.98,115.30,115.46,114.66
115.01,114.71,115.29,114.24
114.89,116.26,116.40,114.68
116.26,116.58,116.88,116.01
116.31,117.03,117.17,116.09
115.85,115.50,116.26,115.40
116.84,115.88,116.85,115.09
113.68,114.20,114.50,113.53
113.76,115.06,115.36,113.75
115.22,114.44,115.54,114.02
114.75,115.02,115.60,114.26
114.62,114.65,114.91,113.64
114.78,114.72,115.38,114.40
114.77,114.18,114.94,114.17
116.67,118.02,118.08,116.65
118.01,116.82,118.21,116.42
116.36,116.22,116.78,115.67
115.17,115.77,116.18,115.15
116.89,115.93,117.30,115.26
114.62,115.26,115.42,114.54
115.22,116.16,116.16,115.11
114.59,115.13,115.40,113.90
114.50,114.78,115.37,114.50
115.73,116.27,116.72,115.68
114.18,114.28,114.60,113.93
114.74,114.08,115.04,113.78
111.40,110.32,111.73,109.35
107.46,107.60,108.63,107.32
105.82,105.30,106.00,104.57
106.62,106.02,107.16,105.63
105.22,107.14,107.39,104.43
107.50,108.16,108.35,106.90
113.45,112.45,113.52,112.34
113.83,114.12,115.11,113.58
115.84,115.20,116.71,114.98
117.86,117.83,118.00,116.28
104.31,103.87,106.90,103.67
98.80,98.12,99.14,96.94
101.18,102.35,102.58,100.86
103.24,104.29,105.09,103.14
103.44,104.52,104.56,102.66
107.91,108.07,108.50,107.72
105.79,105.24,106.34,104.86
103.93,105.33,105.35,103.18
107.18,105.77,107.19,105.11
107.82,107.26,107.82,107.08
108.02,108.43,108.75,107.75
110.26,110.15,111.57,110.10
111.90,110.73,112.17,110.36
111.01,110.02,111.07,109.85
110.44,109.75,110.63,109.26
109.70,109.42,110.72,109.41
109.24,108.33,109.38,107.86
110.88,111.60,112.22,110.74
111.70,111.07,112.10,110.72
110.93,110.79,110.99,110.34
110.61,111.02,111.24,110.55
111.30,111.36,111.54,110.58
111.62,111.56,112.01,110.78
111.79,112.11,112.35,111.25
112.10,112.07,113.20,111.53
111.98,111.69,112.33,111.42
112.38,112.23,112.49,111.69
111.65,111.88,112.08,111.46
111.30,111.77,111.79,111.06
112.40,113.76,113.96,112.30
113.58,113.08,113.65,112.75
112.52,113.53,113.93,112.39
115.02,114.69,115.09,114.62
115.49,115.14,115.69,115.10
114.96,114.89,115.41,114.48
115.16,115.01,115.25,114.66
114.80,114.88,115.22,114.56
114.72,115.33,115.56,114.19
116.66,116.31,116.73,115.80
114.97,115.43,115.53,114.57
113.84,114.65,114.69,113.55
115.32,115.01,115.39,114.85
120.95,117.08,121.37,116.96
117.96,118.29,118.79,117.52
119.20,117.24,119.67,116.79
116.61,116.94,117.28,116.53
117.35,117.57,117.70,117.01
116.33,115.87,116.48,114.61
117.32,117.41,117.61,116.74
117.46,118.41,118.93,117.45
120.26,120.34,120.74,119.40
121.06,120.10,121.55,120.04
119.36,118.81,119.86,118.65
118.52,116.41,118.53,116.31
115.76,117.73,117.80,115.59
116.84,116.11,116.87,115.55
116.28,116.04,116.64,115.75
116.73,117.68,118.00,116.43
116.06,114.88,116.08,114.41
117.11,116.52,117.58,116.36
117.57,116.84,117.85,116.83
117.35,118.29,118.45,116.90
120.47,119.75,121.06,119.52
118.19,117.66,118.30,117.64
115.78,115.28,115.87,115.14
114.80,116.37,116.55,114.68
118.34,118.86,118.99,117.55
118.64,117.35,118.88,116.93
117.67,117.72,118.11,116.47
117.64,117.47,117.77,117.00
118.26,117.55,118.94,117.16
114.55,114.68,114.95,114.49
113.93,114.30,114.54,113.92
112.90,112.52,113.27,111.68
112.63,113.48,113.89,112.63
112.43,110.90,112.45,110.57
111.28,111.64,111.80,110.76
109.71,111.70,112.10,109.61
111.32,111.31,112.13,111.22
110.01,110.03,110.46,109.87
111.47,110.86,111.54,110.75
111.69,111.42,112.01,111.27
108.23,107.70,108.65,106.93
106.48,107.13,107.27,106.23
105.12,105.62,105.67,104.75
103.98,103.88,104.25,103.12
103.58,103.00,103.90,102.90
104.15,103.59,104.29,103.53
104.10,103.66,104.36,103.41
108.08,108.47,109.04,107.50
108.44,107.16,108.49,106.99
107.55,106.75,107.81,106.59
106.96,105.76,106.96,105.59
105.91,105.38,106.52,105.37
107.22,107.28,107.72,106.98
106.62,107.30,107.60,106.56
104.53,104.98,105.37,104.05
105.26,103.83,105.28,103.13
103.38,103.74,103.77,102.67
103.57,103.98,104.16,103.13
103.03,103.15,103.16,101.77
103.17,104.47,104.62,103.17
104.59,104.92,105.27,104.55
105.63,104.69,105.93,104.49
106.23,105.97,106.42,105.48
105.61,106.08,106.20,105.43
105.16,105.70,106.10,105.16
106.84,107.31,107.49,106.61
106.41,105.49,106.41,105.46
106.55,106.93,107.50,106.33
106.39,106.24,106.79,105.76
104.99,104.34,105.04,104.12
