BLV,Vanguard Long-Term Bond ETF,NASDAQ
88.21,87.83,88.46,87.56
87.52,87.75,87.96,87.32
88.22,88.11,88.39,87.77
88.85,87.57,88.86,87.57
87.90,87.60,88.18,87.50
87.97,87.57,88.15,87.46
88.20,88.39,88.55,88.09
88.09,88.19,88.24,87.89
88.36,88.59,88.73,88.24
88.00,88.05,88.13,87.83
88.19,88.30,88.36,88.07
87.86,87.99,88.10,87.80
88.15,88.44,88.75,88.11
88.76,88.89,89.05,88.66
88.86,89.13,89.35,88.79
88.55,89.48,89.60,88.50
89.53,89.79,89.83,89.42
89.94,90.83,90.93,89.87
90.43,90.13,90.67,90.10
90.61,90.60,90.80,90.41
90.52,90.52,90.75,90.39
90.59,90.81,91.06,90.31
91.11,90.79,91.45,90.75
90.44,90.32,90.64,90.02
